"table","section_id","item","instrument","instructions","section_prompt","item_text","item_text_translated","option_text","resp"
"namprb_siwiak_2024_gcbs","main","GCBS_15","Generic Conspiracist Beliefs Scale(GCBS)","Przekonania na temat świata. Często rozważa się czy opinia publiczna jest poinformowana o całej prawdzie na temat różnych istotnych problemów. Ta krótka ankieta została zaprojektowana w celu oszacowania Pana/i przekonań na temat niektórych z tych problemów.","Proszę aby Pan/i określił/a prawdziwość poniższych stwierdzeń za pomocą następującej skali: 1. Zdecydowanie nieprawdziwe. 2. Prawdopodobnie nieprawdziwe. 3. Nie mam pewności/nie mogę zdecydować. 4. Prawdopodobnie prawdziwe. 5. Zdecydowanie prawdziwe.","Pewne osoby celowo ukrywają przed społeczeństwem wiele znaczących informacji, by odnieść osobiste korzyści.","A lot of important information is deliberately concealed from the public out of self-interest","Zdecydowanie prawdziwe",5
"namprb_siwiak_2024_gcbs","main","GCBS_2","Generic Conspiracist Beliefs Scale(GCBS)","Przekonania na temat świata. Często rozważa się czy opinia publiczna jest poinformowana o całej prawdzie na temat różnych istotnych problemów. Ta krótka ankieta została zaprojektowana w celu oszacowania Pana/i przekonań na temat niektórych z tych problemów.","Proszę aby Pan/i określił/a prawdziwość poniższych stwierdzeń za pomocą następującej skali: 1. Zdecydowanie nieprawdziwe. 2. Prawdopodobnie nieprawdziwe. 3. Nie mam pewności/nie mogę zdecydować. 4. Prawdopodobnie prawdziwe. 5. Zdecydowanie prawdziwe.","Ponad przywódcami państw istnieją nieliczne, niejawne grupy utrzymujące prawdziwą kontrolę nad polityką światową.","The power held by heads of state is second to that of small unknown groups who really control world politics","Zdecydowanie nieprawdziwe",1
"namprb_siwiak_2024_gcbs","main","GCBS_2","Generic Conspiracist Beliefs Scale(GCBS)","Przekonania na temat świata. Często rozważa się czy opinia publiczna jest poinformowana o całej prawdzie na temat różnych istotnych problemów. Ta krótka ankieta została zaprojektowana w celu oszacowania Pana/i przekonań na temat niektórych z tych problemów.","Proszę aby Pan/i określił/a prawdziwość poniższych stwierdzeń za pomocą następującej skali: 1. Zdecydowanie nieprawdziwe. 2. Prawdopodobnie nieprawdziwe. 3. Nie mam pewności/nie mogę zdecydować. 4. Prawdopodobnie prawdziwe. 5. Zdecydowanie prawdziwe.","Ponad przywódcami państw istnieją nieliczne, niejawne grupy utrzymujące prawdziwą kontrolę nad polityką światową.","The power held by heads of state is second to that of small unknown groups who really control world politics","Prawdopodobnie nieprawdziwe",2
"namprb_siwiak_2024_gcbs","main","GCBS_2","Generic Conspiracist Beliefs Scale(GCBS)","Przekonania na temat świata. Często rozważa się czy opinia publiczna jest poinformowana o całej prawdzie na temat różnych istotnych problemów. Ta krótka ankieta została zaprojektowana w celu oszacowania Pana/i przekonań na temat niektórych z tych problemów.","Proszę aby Pan/i określił/a prawdziwość poniższych stwierdzeń za pomocą następującej skali: 1. Zdecydowanie nieprawdziwe. 2. Prawdopodobnie nieprawdziwe. 3. Nie mam pewności/nie mogę zdecydować. 4. Prawdopodobnie prawdziwe. 5. Zdecydowanie prawdziwe.","Ponad przywódcami państw istnieją nieliczne, niejawne grupy utrzymujące prawdziwą kontrolę nad polityką światową.","The power held by heads of state is second to that of small unknown groups who really control world politics","Nie mam pewności / nie mogę zdecydować",3
"namprb_siwiak_2024_gcbs","main","GCBS_2","Generic Conspiracist Beliefs Scale(GCBS)","Przekonania na temat świata. Często rozważa się czy opinia publiczna jest poinformowana o całej prawdzie na temat różnych istotnych problemów. Ta krótka ankieta została zaprojektowana w celu oszacowania Pana/i przekonań na temat niektórych z tych problemów.","Proszę aby Pan/i określił/a prawdziwość poniższych stwierdzeń za pomocą następującej skali: 1. Zdecydowanie nieprawdziwe. 2. Prawdopodobnie nieprawdziwe. 3. Nie mam pewności/nie mogę zdecydować. 4. Prawdopodobnie prawdziwe. 5. Zdecydowanie prawdziwe.","Ponad przywódcami państw istnieją nieliczne, niejawne grupy utrzymujące prawdziwą kontrolę nad polityką światową.","The power held by heads of state is second to that of small unknown groups who really control world politics","Prawdopodobnie prawdziwe",4
"namprb_siwiak_2024_gcbs","main","GCBS_2","Generic Conspiracist Beliefs Scale(GCBS)","Przekonania na temat świata. Często rozważa się czy opinia publiczna jest poinformowana o całej prawdzie na temat różnych istotnych problemów. Ta krótka ankieta została zaprojektowana w celu oszacowania Pana/i przekonań na temat niektórych z tych problemów.","Proszę aby Pan/i określił/a prawdziwość poniższych stwierdzeń za pomocą następującej skali: 1. Zdecydowanie nieprawdziwe. 2. Prawdopodobnie nieprawdziwe. 3. Nie mam pewności/nie mogę zdecydować. 4. Prawdopodobnie prawdziwe. 5. Zdecydowanie prawdziwe.","Ponad przywódcami państw istnieją nieliczne, niejawne grupy utrzymujące prawdziwą kontrolę nad polityką światową.","The power held by heads of state is second to that of small unknown groups who really control world politics","Zdecydowanie prawdziwe",5
"namprb_siwiak_2024_gcbs","main","GCBS_3","Generic Conspiracist Beliefs Scale(GCBS)","Przekonania na temat świata. Często rozważa się czy opinia publiczna jest poinformowana o całej prawdzie na temat różnych istotnych problemów. Ta krótka ankieta została zaprojektowana w celu oszacowania Pana/i przekonań na temat niektórych z tych problemów.","Proszę aby Pan/i określił/a prawdziwość poniższych stwierdzeń za pomocą następującej skali: 1. Zdecydowanie nieprawdziwe. 2. Prawdopodobnie nieprawdziwe. 3. Nie mam pewności/nie mogę zdecydować. 4. Prawdopodobnie prawdziwe. 5. Zdecydowanie prawdziwe.","Tajne organizacje komunikują się z istotami pozaziemskimi w sekrecie przed społeczeństwem.","Secret organizations communicate with extraterrestrials, but keep this fact from the public","Zdecydowanie prawdziwe",5
"namprb_siwiak_2024_gcbs","main","GCBS_3","Generic Conspiracist Beliefs Scale(GCBS)","Przekonania na temat świata. Często rozważa się czy opinia publiczna jest poinformowana o całej prawdzie na temat różnych istotnych problemów. Ta krótka ankieta została zaprojektowana w celu oszacowania Pana/i przekonań na temat niektórych z tych problemów.","Proszę aby Pan/i określił/a prawdziwość poniższych stwierdzeń za pomocą następującej skali: 1. Zdecydowanie nieprawdziwe. 2. Prawdopodobnie nieprawdziwe. 3. Nie mam pewności/nie mogę zdecydować. 4. Prawdopodobnie prawdziwe. 5. Zdecydowanie prawdziwe.","Tajne organizacje komunikują się z istotami pozaziemskimi w sekrecie przed społeczeństwem.","Secret organizations communicate with extraterrestrials, but keep this fact from the public","Zdecydowanie nieprawdziwe",1
"namprb_siwiak_2024_gcbs","main","GCBS_3","Generic Conspiracist Beliefs Scale(GCBS)","Przekonania na temat świata. Często rozważa się czy opinia publiczna jest poinformowana o całej prawdzie na temat różnych istotnych problemów. Ta krótka ankieta została zaprojektowana w celu oszacowania Pana/i przekonań na temat niektórych z tych problemów.","Proszę aby Pan/i określił/a prawdziwość poniższych stwierdzeń za pomocą następującej skali: 1. Zdecydowanie nieprawdziwe. 2. Prawdopodobnie nieprawdziwe. 3. Nie mam pewności/nie mogę zdecydować. 4. Prawdopodobnie prawdziwe. 5. Zdecydowanie prawdziwe.","Tajne organizacje komunikują się z istotami pozaziemskimi w sekrecie przed społeczeństwem.","Secret organizations communicate with extraterrestrials, but keep this fact from the public","Prawdopodobnie nieprawdziwe",2
"namprb_siwiak_2024_gcbs","main","GCBS_3","Generic Conspiracist Beliefs Scale(GCBS)","Przekonania na temat świata. Często rozważa się czy opinia publiczna jest poinformowana o całej prawdzie na temat różnych istotnych problemów. Ta krótka ankieta została zaprojektowana w celu oszacowania Pana/i przekonań na temat niektórych z tych problemów.","Proszę aby Pan/i określił/a prawdziwość poniższych stwierdzeń za pomocą następującej skali: 1. Zdecydowanie nieprawdziwe. 2. Prawdopodobnie nieprawdziwe. 3. Nie mam pewności/nie mogę zdecydować. 4. Prawdopodobnie prawdziwe. 5. Zdecydowanie prawdziwe.","Tajne organizacje komunikują się z istotami pozaziemskimi w sekrecie przed społeczeństwem.","Secret organizations communicate with extraterrestrials, but keep this fact from the public","Nie mam pewności / nie mogę zdecydować",3
"namprb_siwiak_2024_gcbs","main","GCBS_3","Generic Conspiracist Beliefs Scale(GCBS)","Przekonania na temat świata. Często rozważa się czy opinia publiczna jest poinformowana o całej prawdzie na temat różnych istotnych problemów. Ta krótka ankieta została zaprojektowana w celu oszacowania Pana/i przekonań na temat niektórych z tych problemów.","Proszę aby Pan/i określił/a prawdziwość poniższych stwierdzeń za pomocą następującej skali: 1. Zdecydowanie nieprawdziwe. 2. Prawdopodobnie nieprawdziwe. 3. Nie mam pewności/nie mogę zdecydować. 4. Prawdopodobnie prawdziwe. 5. Zdecydowanie prawdziwe.","Tajne organizacje komunikują się z istotami pozaziemskimi w sekrecie przed społeczeństwem.","Secret organizations communicate with extraterrestrials, but keep this fact from the public","Prawdopodobnie prawdziwe",4
"namprb_siwiak_2024_gcbs","main","GCBS_4","Generic Conspiracist Beliefs Scale(GCBS)","Przekonania na temat świata. Często rozważa się czy opinia publiczna jest poinformowana o całej prawdzie na temat różnych istotnych problemów. Ta krótka ankieta została zaprojektowana w celu oszacowania Pana/i przekonań na temat niektórych z tych problemów.","Proszę aby Pan/i określił/a prawdziwość poniższych stwierdzeń za pomocą następującej skali: 1. Zdecydowanie nieprawdziwe. 2. Prawdopodobnie nieprawdziwe. 3. Nie mam pewności/nie mogę zdecydować. 4. Prawdopodobnie prawdziwe. 5. Zdecydowanie prawdziwe.","Pewne wirusy lub choroby rozprzestrzeniane są w efekcie rozmyślnego, ukrytego działania pewnych organizacji.","The spread of certain viruses and/or diseases is the result of the deliberate, concealed efforts of some organization","Zdecydowanie nieprawdziwe",1
"namprb_siwiak_2024_gcbs","main","GCBS_4","Generic Conspiracist Beliefs Scale(GCBS)","Przekonania na temat świata. Często rozważa się czy opinia publiczna jest poinformowana o całej prawdzie na temat różnych istotnych problemów. Ta krótka ankieta została zaprojektowana w celu oszacowania Pana/i przekonań na temat niektórych z tych problemów.","Proszę aby Pan/i określił/a prawdziwość poniższych stwierdzeń za pomocą następującej skali: 1. Zdecydowanie nieprawdziwe. 2. Prawdopodobnie nieprawdziwe. 3. Nie mam pewności/nie mogę zdecydować. 4. Prawdopodobnie prawdziwe. 5. Zdecydowanie prawdziwe.","Pewne wirusy lub choroby rozprzestrzeniane są w efekcie rozmyślnego, ukrytego działania pewnych organizacji.","The spread of certain viruses and/or diseases is the result of the deliberate, concealed efforts of some organization","Prawdopodobnie nieprawdziwe",2
"namprb_siwiak_2024_gcbs","main","GCBS_4","Generic Conspiracist Beliefs Scale(GCBS)","Przekonania na temat świata. Często rozważa się czy opinia publiczna jest poinformowana o całej prawdzie na temat różnych istotnych problemów. Ta krótka ankieta została zaprojektowana w celu oszacowania Pana/i przekonań na temat niektórych z tych problemów.","Proszę aby Pan/i określił/a prawdziwość poniższych stwierdzeń za pomocą następującej skali: 1. Zdecydowanie nieprawdziwe. 2. Prawdopodobnie nieprawdziwe. 3. Nie mam pewności/nie mogę zdecydować. 4. Prawdopodobnie prawdziwe. 5. Zdecydowanie prawdziwe.","Pewne wirusy lub choroby rozprzestrzeniane są w efekcie rozmyślnego, ukrytego działania pewnych organizacji.","The spread of certain viruses and/or diseases is the result of the deliberate, concealed efforts of some organization","Nie mam pewności / nie mogę zdecydować",3
"namprb_siwiak_2024_gcbs","main","GCBS_4","Generic Conspiracist Beliefs Scale(GCBS)","Przekonania na temat świata. Często rozważa się czy opinia publiczna jest poinformowana o całej prawdzie na temat różnych istotnych problemów. Ta krótka ankieta została zaprojektowana w celu oszacowania Pana/i przekonań na temat niektórych z tych problemów.","Proszę aby Pan/i określił/a prawdziwość poniższych stwierdzeń za pomocą następującej skali: 1. Zdecydowanie nieprawdziwe. 2. Prawdopodobnie nieprawdziwe. 3. Nie mam pewności/nie mogę zdecydować. 4. Prawdopodobnie prawdziwe. 5. Zdecydowanie prawdziwe.","Pewne wirusy lub choroby rozprzestrzeniane są w efekcie rozmyślnego, ukrytego działania pewnych organizacji.","The spread of certain viruses and/or diseases is the result of the deliberate, concealed efforts of some organization","Prawdopodobnie prawdziwe",4
"namprb_siwiak_2024_gcbs","main","GCBS_4","Generic Conspiracist Beliefs Scale(GCBS)","Przekonania na temat świata. Często rozważa się czy opinia publiczna jest poinformowana o całej prawdzie na temat różnych istotnych problemów. Ta krótka ankieta została zaprojektowana w celu oszacowania Pana/i przekonań na temat niektórych z tych problemów.","Proszę aby Pan/i określił/a prawdziwość poniższych stwierdzeń za pomocą następującej skali: 1. Zdecydowanie nieprawdziwe. 2. Prawdopodobnie nieprawdziwe. 3. Nie mam pewności/nie mogę zdecydować. 4. Prawdopodobnie prawdziwe. 5. Zdecydowanie prawdziwe.","Pewne wirusy lub choroby rozprzestrzeniane są w efekcie rozmyślnego, ukrytego działania pewnych organizacji.","The spread of certain viruses and/or diseases is the result of the deliberate, concealed efforts of some organization","Zdecydowanie prawdziwe",5
"namprb_siwiak_2024_gcbs","main","GCBS_5","Generic Conspiracist Beliefs Scale(GCBS)","Przekonania na temat świata. Często rozważa się czy opinia publiczna jest poinformowana o całej prawdzie na temat różnych istotnych problemów. Ta krótka ankieta została zaprojektowana w celu oszacowania Pana/i przekonań na temat niektórych z tych problemów.","Proszę aby Pan/i określił/a prawdziwość poniższych stwierdzeń za pomocą następującej skali: 1. Zdecydowanie nieprawdziwe. 2. Prawdopodobnie nieprawdziwe. 3. Nie mam pewności/nie mogę zdecydować. 4. Prawdopodobnie prawdziwe. 5. Zdecydowanie prawdziwe.","Grupy naukowców manipulują, preparują lub ukrywają fakty, by zwieść społeczeństwo.","Groups of scientists manipulate, fabricate, or suppress evidence in order to deceive the public","Zdecydowanie prawdziwe",5
"namprb_siwiak_2024_gcbs","main","GCBS_5","Generic Conspiracist Beliefs Scale(GCBS)","Przekonania na temat świata. Często rozważa się czy opinia publiczna jest poinformowana o całej prawdzie na temat różnych istotnych problemów. Ta krótka ankieta została zaprojektowana w celu oszacowania Pana/i przekonań na temat niektórych z tych problemów.","Proszę aby Pan/i określił/a prawdziwość poniższych stwierdzeń za pomocą następującej skali: 1. Zdecydowanie nieprawdziwe. 2. Prawdopodobnie nieprawdziwe. 3. Nie mam pewności/nie mogę zdecydować. 4. Prawdopodobnie prawdziwe. 5. Zdecydowanie prawdziwe.","Grupy naukowców manipulują, preparują lub ukrywają fakty, by zwieść społeczeństwo.","Groups of scientists manipulate, fabricate, or suppress evidence in order to deceive the public","Zdecydowanie nieprawdziwe",1
"namprb_siwiak_2024_gcbs","main","GCBS_5","Generic Conspiracist Beliefs Scale(GCBS)","Przekonania na temat świata. Często rozważa się czy opinia publiczna jest poinformowana o całej prawdzie na temat różnych istotnych problemów. Ta krótka ankieta została zaprojektowana w celu oszacowania Pana/i przekonań na temat niektórych z tych problemów.","Proszę aby Pan/i określił/a prawdziwość poniższych stwierdzeń za pomocą następującej skali: 1. Zdecydowanie nieprawdziwe. 2. Prawdopodobnie nieprawdziwe. 3. Nie mam pewności/nie mogę zdecydować. 4. Prawdopodobnie prawdziwe. 5. Zdecydowanie prawdziwe.","Grupy naukowców manipulują, preparują lub ukrywają fakty, by zwieść społeczeństwo.","Groups of scientists manipulate, fabricate, or suppress evidence in order to deceive the public","Prawdopodobnie prawdziwe",4
"namprb_siwiak_2024_gcbs","main","GCBS_5","Generic Conspiracist Beliefs Scale(GCBS)","Przekonania na temat świata. Często rozważa się czy opinia publiczna jest poinformowana o całej prawdzie na temat różnych istotnych problemów. Ta krótka ankieta została zaprojektowana w celu oszacowania Pana/i przekonań na temat niektórych z tych problemów.","Proszę aby Pan/i określił/a prawdziwość poniższych stwierdzeń za pomocą następującej skali: 1. Zdecydowanie nieprawdziwe. 2. Prawdopodobnie nieprawdziwe. 3. Nie mam pewności/nie mogę zdecydować. 4. Prawdopodobnie prawdziwe. 5. Zdecydowanie prawdziwe.","Grupy naukowców manipulują, preparują lub ukrywają fakty, by zwieść społeczeństwo.","Groups of scientists manipulate, fabricate, or suppress evidence in order to deceive the public","Prawdopodobnie nieprawdziwe",2
"namprb_siwiak_2024_gcbs","main","GCBS_5","Generic Conspiracist Beliefs Scale(GCBS)","Przekonania na temat świata. Często rozważa się czy opinia publiczna jest poinformowana o całej prawdzie na temat różnych istotnych problemów. Ta krótka ankieta została zaprojektowana w celu oszacowania Pana/i przekonań na temat niektórych z tych problemów.","Proszę aby Pan/i określił/a prawdziwość poniższych stwierdzeń za pomocą następującej skali: 1. Zdecydowanie nieprawdziwe. 2. Prawdopodobnie nieprawdziwe. 3. Nie mam pewności/nie mogę zdecydować. 4. Prawdopodobnie prawdziwe. 5. Zdecydowanie prawdziwe.","Grupy naukowców manipulują, preparują lub ukrywają fakty, by zwieść społeczeństwo.","Groups of scientists manipulate, fabricate, or suppress evidence in order to deceive the public","Nie mam pewności / nie mogę zdecydować",3
"namprb_siwiak_2024_gcbs","main","GCBS_6","Generic Conspiracist Beliefs Scale(GCBS)","Przekonania na temat świata. Często rozważa się czy opinia publiczna jest poinformowana o całej prawdzie na temat różnych istotnych problemów. Ta krótka ankieta została zaprojektowana w celu oszacowania Pana/i przekonań na temat niektórych z tych problemów.","Proszę aby Pan/i określił/a prawdziwość poniższych stwierdzeń za pomocą następującej skali: 1. Zdecydowanie nieprawdziwe. 2. Prawdopodobnie nieprawdziwe. 3. Nie mam pewności/nie mogę zdecydować. 4. Prawdopodobnie prawdziwe. 5. Zdecydowanie prawdziwe.","Rząd umożliwia lub popełnia akty terroru na własnym terytorium, ukrywając swój udział.","The government permits or perpetrates acts of terrorism on its own soil, disguising its involvement","Zdecydowanie prawdziwe",5
"namprb_siwiak_2024_gcbs","main","GCBS_6","Generic Conspiracist Beliefs Scale(GCBS)","Przekonania na temat świata. Często rozważa się czy opinia publiczna jest poinformowana o całej prawdzie na temat różnych istotnych problemów. Ta krótka ankieta została zaprojektowana w celu oszacowania Pana/i przekonań na temat niektórych z tych problemów.","Proszę aby Pan/i określił/a prawdziwość poniższych stwierdzeń za pomocą następującej skali: 1. Zdecydowanie nieprawdziwe. 2. Prawdopodobnie nieprawdziwe. 3. Nie mam pewności/nie mogę zdecydować. 4. Prawdopodobnie prawdziwe. 5. Zdecydowanie prawdziwe.","Rząd umożliwia lub popełnia akty terroru na własnym terytorium, ukrywając swój udział.","The government permits or perpetrates acts of terrorism on its own soil, disguising its involvement","Prawdopodobnie nieprawdziwe",2
"namprb_siwiak_2024_gcbs","main","GCBS_6","Generic Conspiracist Beliefs Scale(GCBS)","Przekonania na temat świata. Często rozważa się czy opinia publiczna jest poinformowana o całej prawdzie na temat różnych istotnych problemów. Ta krótka ankieta została zaprojektowana w celu oszacowania Pana/i przekonań na temat niektórych z tych problemów.","Proszę aby Pan/i określił/a prawdziwość poniższych stwierdzeń za pomocą następującej skali: 1. Zdecydowanie nieprawdziwe. 2. Prawdopodobnie nieprawdziwe. 3. Nie mam pewności/nie mogę zdecydować. 4. Prawdopodobnie prawdziwe. 5. Zdecydowanie prawdziwe.","Rząd umożliwia lub popełnia akty terroru na własnym terytorium, ukrywając swój udział.","The government permits or perpetrates acts of terrorism on its own soil, disguising its involvement","Zdecydowanie nieprawdziwe",1
"namprb_siwiak_2024_gcbs","main","GCBS_6","Generic Conspiracist Beliefs Scale(GCBS)","Przekonania na temat świata. Często rozważa się czy opinia publiczna jest poinformowana o całej prawdzie na temat różnych istotnych problemów. Ta krótka ankieta została zaprojektowana w celu oszacowania Pana/i przekonań na temat niektórych z tych problemów.","Proszę aby Pan/i określił/a prawdziwość poniższych stwierdzeń za pomocą następującej skali: 1. Zdecydowanie nieprawdziwe. 2. Prawdopodobnie nieprawdziwe. 3. Nie mam pewności/nie mogę zdecydować. 4. Prawdopodobnie prawdziwe. 5. Zdecydowanie prawdziwe.","Rząd umożliwia lub popełnia akty terroru na własnym terytorium, ukrywając swój udział.","The government permits or perpetrates acts of terrorism on its own soil, disguising its involvement","Prawdopodobnie prawdziwe",4
"namprb_siwiak_2024_gcbs","main","GCBS_6","Generic Conspiracist Beliefs Scale(GCBS)","Przekonania na temat świata. Często rozważa się czy opinia publiczna jest poinformowana o całej prawdzie na temat różnych istotnych problemów. Ta krótka ankieta została zaprojektowana w celu oszacowania Pana/i przekonań na temat niektórych z tych problemów.","Proszę aby Pan/i określił/a prawdziwość poniższych stwierdzeń za pomocą następującej skali: 1. Zdecydowanie nieprawdziwe. 2. Prawdopodobnie nieprawdziwe. 3. Nie mam pewności/nie mogę zdecydować. 4. Prawdopodobnie prawdziwe. 5. Zdecydowanie prawdziwe.","Rząd umożliwia lub popełnia akty terroru na własnym terytorium, ukrywając swój udział.","The government permits or perpetrates acts of terrorism on its own soil, disguising its involvement","Nie mam pewności / nie mogę zdecydować",3
"namprb_siwiak_2024_gcbs","main","GCBS_7","Generic Conspiracist Beliefs Scale(GCBS)","Przekonania na temat świata. Często rozważa się czy opinia publiczna jest poinformowana o całej prawdzie na temat różnych istotnych problemów. Ta krótka ankieta została zaprojektowana w celu oszacowania Pana/i przekonań na temat niektórych z tych problemów.","Proszę aby Pan/i określił/a prawdziwość poniższych stwierdzeń za pomocą następującej skali: 1. Zdecydowanie nieprawdziwe. 2. Prawdopodobnie nieprawdziwe. 3. Nie mam pewności/nie mogę zdecydować. 4. Prawdopodobnie prawdziwe. 5. Zdecydowanie prawdziwe.","Niewielka, tajna grupa jest odpowiedzialna za wszystkie znaczące światowe decyzje, takie jak wypowiedzenie wojny.","A small, secret group of people is responsible for making all major world decisions, such as going to war","Prawdopodobnie prawdziwe",4
"namprb_siwiak_2024_gcbs","main","GCBS_7","Generic Conspiracist Beliefs Scale(GCBS)","Przekonania na temat świata. Często rozważa się czy opinia publiczna jest poinformowana o całej prawdzie na temat różnych istotnych problemów. Ta krótka ankieta została zaprojektowana w celu oszacowania Pana/i przekonań na temat niektórych z tych problemów.","Proszę aby Pan/i określił/a prawdziwość poniższych stwierdzeń za pomocą następującej skali: 1. Zdecydowanie nieprawdziwe. 2. Prawdopodobnie nieprawdziwe. 3. Nie mam pewności/nie mogę zdecydować. 4. Prawdopodobnie prawdziwe. 5. Zdecydowanie prawdziwe.","Niewielka, tajna grupa jest odpowiedzialna za wszystkie znaczące światowe decyzje, takie jak wypowiedzenie wojny.","A small, secret group of people is responsible for making all major world decisions, such as going to war","Zdecydowanie prawdziwe",5
"namprb_siwiak_2024_gcbs","main","GCBS_7","Generic Conspiracist Beliefs Scale(GCBS)","Przekonania na temat świata. Często rozważa się czy opinia publiczna jest poinformowana o całej prawdzie na temat różnych istotnych problemów. Ta krótka ankieta została zaprojektowana w celu oszacowania Pana/i przekonań na temat niektórych z tych problemów.","Proszę aby Pan/i określił/a prawdziwość poniższych stwierdzeń za pomocą następującej skali: 1. Zdecydowanie nieprawdziwe. 2. Prawdopodobnie nieprawdziwe. 3. Nie mam pewności/nie mogę zdecydować. 4. Prawdopodobnie prawdziwe. 5. Zdecydowanie prawdziwe.","Niewielka, tajna grupa jest odpowiedzialna za wszystkie znaczące światowe decyzje, takie jak wypowiedzenie wojny.","A small, secret group of people is responsible for making all major world decisions, such as going to war","Nie mam pewności / nie mogę zdecydować",3
"namprb_siwiak_2024_gcbs","main","GCBS_7","Generic Conspiracist Beliefs Scale(GCBS)","Przekonania na temat świata. Często rozważa się czy opinia publiczna jest poinformowana o całej prawdzie na temat różnych istotnych problemów. Ta krótka ankieta została zaprojektowana w celu oszacowania Pana/i przekonań na temat niektórych z tych problemów.","Proszę aby Pan/i określił/a prawdziwość poniższych stwierdzeń za pomocą następującej skali: 1. Zdecydowanie nieprawdziwe. 2. Prawdopodobnie nieprawdziwe. 3. Nie mam pewności/nie mogę zdecydować. 4. Prawdopodobnie prawdziwe. 5. Zdecydowanie prawdziwe.","Niewielka, tajna grupa jest odpowiedzialna za wszystkie znaczące światowe decyzje, takie jak wypowiedzenie wojny.","A small, secret group of people is responsible for making all major world decisions, such as going to war","Zdecydowanie nieprawdziwe",1
"namprb_siwiak_2024_gcbs","main","GCBS_7","Generic Conspiracist Beliefs Scale(GCBS)","Przekonania na temat świata. Często rozważa się czy opinia publiczna jest poinformowana o całej prawdzie na temat różnych istotnych problemów. Ta krótka ankieta została zaprojektowana w celu oszacowania Pana/i przekonań na temat niektórych z tych problemów.","Proszę aby Pan/i określił/a prawdziwość poniższych stwierdzeń za pomocą następującej skali: 1. Zdecydowanie nieprawdziwe. 2. Prawdopodobnie nieprawdziwe. 3. Nie mam pewności/nie mogę zdecydować. 4. Prawdopodobnie prawdziwe. 5. Zdecydowanie prawdziwe.","Niewielka, tajna grupa jest odpowiedzialna za wszystkie znaczące światowe decyzje, takie jak wypowiedzenie wojny.","A small, secret group of people is responsible for making all major world decisions, such as going to war","Prawdopodobnie nieprawdziwe",2
"namprb_siwiak_2024_gcbs","main","GCBS_8","Generic Conspiracist Beliefs Scale(GCBS)","Przekonania na temat świata. Często rozważa się czy opinia publiczna jest poinformowana o całej prawdzie na temat różnych istotnych problemów. Ta krótka ankieta została zaprojektowana w celu oszacowania Pana/i przekonań na temat niektórych z tych problemów.","Proszę aby Pan/i określił/a prawdziwość poniższych stwierdzeń za pomocą następującej skali: 1. Zdecydowanie nieprawdziwe. 2. Prawdopodobnie nieprawdziwe. 3. Nie mam pewności/nie mogę zdecydować. 4. Prawdopodobnie prawdziwe. 5. Zdecydowanie prawdziwe.","Dowody na kontakt z obcą cywilizacją są ukrywane przed społeczeństwem.","Evidence of alien contact is being concealed from the public","Prawdopodobnie prawdziwe",4
"namprb_siwiak_2024_gcbs","main","GCBS_8","Generic Conspiracist Beliefs Scale(GCBS)","Przekonania na temat świata. Często rozważa się czy opinia publiczna jest poinformowana o całej prawdzie na temat różnych istotnych problemów. Ta krótka ankieta została zaprojektowana w celu oszacowania Pana/i przekonań na temat niektórych z tych problemów.","Proszę aby Pan/i określił/a prawdziwość poniższych stwierdzeń za pomocą następującej skali: 1. Zdecydowanie nieprawdziwe. 2. Prawdopodobnie nieprawdziwe. 3. Nie mam pewności/nie mogę zdecydować. 4. Prawdopodobnie prawdziwe. 5. Zdecydowanie prawdziwe.","Dowody na kontakt z obcą cywilizacją są ukrywane przed społeczeństwem.","Evidence of alien contact is being concealed from the public","Zdecydowanie prawdziwe",5
"namprb_siwiak_2024_gcbs","main","GCBS_8","Generic Conspiracist Beliefs Scale(GCBS)","Przekonania na temat świata. Często rozważa się czy opinia publiczna jest poinformowana o całej prawdzie na temat różnych istotnych problemów. Ta krótka ankieta została zaprojektowana w celu oszacowania Pana/i przekonań na temat niektórych z tych problemów.","Proszę aby Pan/i określił/a prawdziwość poniższych stwierdzeń za pomocą następującej skali: 1. Zdecydowanie nieprawdziwe. 2. Prawdopodobnie nieprawdziwe. 3. Nie mam pewności/nie mogę zdecydować. 4. Prawdopodobnie prawdziwe. 5. Zdecydowanie prawdziwe.","Dowody na kontakt z obcą cywilizacją są ukrywane przed społeczeństwem.","Evidence of alien contact is being concealed from the public","Nie mam pewności / nie mogę zdecydować",3
"namprb_siwiak_2024_gcbs","main","GCBS_8","Generic Conspiracist Beliefs Scale(GCBS)","Przekonania na temat świata. Często rozważa się czy opinia publiczna jest poinformowana o całej prawdzie na temat różnych istotnych problemów. Ta krótka ankieta została zaprojektowana w celu oszacowania Pana/i przekonań na temat niektórych z tych problemów.","Proszę aby Pan/i określił/a prawdziwość poniższych stwierdzeń za pomocą następującej skali: 1. Zdecydowanie nieprawdziwe. 2. Prawdopodobnie nieprawdziwe. 3. Nie mam pewności/nie mogę zdecydować. 4. Prawdopodobnie prawdziwe. 5. Zdecydowanie prawdziwe.","Dowody na kontakt z obcą cywilizacją są ukrywane przed społeczeństwem.","Evidence of alien contact is being concealed from the public","Zdecydowanie nieprawdziwe",1
