"table","section_id","item","instrument","instructions","section_prompt","item_text","item_text_translated","option_text","resp","option_text_translated"
"namprb_siwiak_2024_kon2066","main","KON-2006_IRRACJONALNOŚĆ_36","Kon-2066","Kwestionariusz ten składa się z szeregu pytań, dotyczących różnych cech, upodobań, skłonności, postaw, poglądów itp. Nie ma tu odpowiedzi dobrych lub złych, każdy człowiek jest przecież inny. Proszę odpowiadać szczerze i bez dłuższego zastanawiania się, zwłaszcza nie rozważać tego „jak powinno się na to pytanie odpowiedzieć” – prawidłowe rozeznanie stanu zdrowia wymaga pokazania się takim, jakim się jest. Na każde pytanie można dać tylko jedną odpowiedź: „tak” lub „nie”. Proszę wybrać i zaznaczyć tę, która wydaje się właściwa. Jeśli sformułowanie jest niejasne i trudno się zdecydować, bo np. prawdziwe wydają się obie możliwości – proszę zwrócić się do osoby przeprowadzającej badanie. Przed zakończeniem wypełniania kwestionariusza proszę sprawdzić, czy przy każdym pytaniu jest zanotowana odpowiedź.",NA,"Kieruję się przede wszystkim instynktem, intuicją","I am guided primarily by instinct and intuition.","TAK",1,"yes"
"namprb_siwiak_2024_kon2066","main","KON-2006_IRRACJONALNOŚĆ_36","Kon-2066","Kwestionariusz ten składa się z szeregu pytań, dotyczących różnych cech, upodobań, skłonności, postaw, poglądów itp. Nie ma tu odpowiedzi dobrych lub złych, każdy człowiek jest przecież inny. Proszę odpowiadać szczerze i bez dłuższego zastanawiania się, zwłaszcza nie rozważać tego „jak powinno się na to pytanie odpowiedzieć” – prawidłowe rozeznanie stanu zdrowia wymaga pokazania się takim, jakim się jest. Na każde pytanie można dać tylko jedną odpowiedź: „tak” lub „nie”. Proszę wybrać i zaznaczyć tę, która wydaje się właściwa. Jeśli sformułowanie jest niejasne i trudno się zdecydować, bo np. prawdziwe wydają się obie możliwości – proszę zwrócić się do osoby przeprowadzającej badanie. Przed zakończeniem wypełniania kwestionariusza proszę sprawdzić, czy przy każdym pytaniu jest zanotowana odpowiedź.",NA,"Kieruję się przede wszystkim instynktem, intuicją","I am guided primarily by instinct and intuition.","NIE",0,"no"
"namprb_siwiak_2024_kon2066","main","KON-2006_IRRACJONALNOŚĆ_40","Kon-2066","Kwestionariusz ten składa się z szeregu pytań, dotyczących różnych cech, upodobań, skłonności, postaw, poglądów itp. Nie ma tu odpowiedzi dobrych lub złych, każdy człowiek jest przecież inny. Proszę odpowiadać szczerze i bez dłuższego zastanawiania się, zwłaszcza nie rozważać tego „jak powinno się na to pytanie odpowiedzieć” – prawidłowe rozeznanie stanu zdrowia wymaga pokazania się takim, jakim się jest. Na każde pytanie można dać tylko jedną odpowiedź: „tak” lub „nie”. Proszę wybrać i zaznaczyć tę, która wydaje się właściwa. Jeśli sformułowanie jest niejasne i trudno się zdecydować, bo np. prawdziwe wydają się obie możliwości – proszę zwrócić się do osoby przeprowadzającej badanie. Przed zakończeniem wypełniania kwestionariusza proszę sprawdzić, czy przy każdym pytaniu jest zanotowana odpowiedź.",NA,"Istnieją wyższe siły, które decydują za mnie","There are higher powers that make decisions for me.","TAK",1,"yes"
"namprb_siwiak_2024_kon2066","main","KON-2006_IRRACJONALNOŚĆ_40","Kon-2066","Kwestionariusz ten składa się z szeregu pytań, dotyczących różnych cech, upodobań, skłonności, postaw, poglądów itp. Nie ma tu odpowiedzi dobrych lub złych, każdy człowiek jest przecież inny. Proszę odpowiadać szczerze i bez dłuższego zastanawiania się, zwłaszcza nie rozważać tego „jak powinno się na to pytanie odpowiedzieć” – prawidłowe rozeznanie stanu zdrowia wymaga pokazania się takim, jakim się jest. Na każde pytanie można dać tylko jedną odpowiedź: „tak” lub „nie”. Proszę wybrać i zaznaczyć tę, która wydaje się właściwa. Jeśli sformułowanie jest niejasne i trudno się zdecydować, bo np. prawdziwe wydają się obie możliwości – proszę zwrócić się do osoby przeprowadzającej badanie. Przed zakończeniem wypełniania kwestionariusza proszę sprawdzić, czy przy każdym pytaniu jest zanotowana odpowiedź.",NA,"Istnieją wyższe siły, które decydują za mnie","There are higher powers that make decisions for me.","NIE",0,"no"
"namprb_siwiak_2024_kon2066","main","KON-2006_IRRACJONALNOŚĆ_53","Kon-2066","Kwestionariusz ten składa się z szeregu pytań, dotyczących różnych cech, upodobań, skłonności, postaw, poglądów itp. Nie ma tu odpowiedzi dobrych lub złych, każdy człowiek jest przecież inny. Proszę odpowiadać szczerze i bez dłuższego zastanawiania się, zwłaszcza nie rozważać tego „jak powinno się na to pytanie odpowiedzieć” – prawidłowe rozeznanie stanu zdrowia wymaga pokazania się takim, jakim się jest. Na każde pytanie można dać tylko jedną odpowiedź: „tak” lub „nie”. Proszę wybrać i zaznaczyć tę, która wydaje się właściwa. Jeśli sformułowanie jest niejasne i trudno się zdecydować, bo np. prawdziwe wydają się obie możliwości – proszę zwrócić się do osoby przeprowadzającej badanie. Przed zakończeniem wypełniania kwestionariusza proszę sprawdzić, czy przy każdym pytaniu jest zanotowana odpowiedź.",NA,"Jestem pewny, że istnieją siły nadprzyrodzone","I am certain that supernatural forces exist.","NIE",0,"no"
"namprb_siwiak_2024_kon2066","main","KON-2006_IRRACJONALNOŚĆ_53","Kon-2066","Kwestionariusz ten składa się z szeregu pytań, dotyczących różnych cech, upodobań, skłonności, postaw, poglądów itp. Nie ma tu odpowiedzi dobrych lub złych, każdy człowiek jest przecież inny. Proszę odpowiadać szczerze i bez dłuższego zastanawiania się, zwłaszcza nie rozważać tego „jak powinno się na to pytanie odpowiedzieć” – prawidłowe rozeznanie stanu zdrowia wymaga pokazania się takim, jakim się jest. Na każde pytanie można dać tylko jedną odpowiedź: „tak” lub „nie”. Proszę wybrać i zaznaczyć tę, która wydaje się właściwa. Jeśli sformułowanie jest niejasne i trudno się zdecydować, bo np. prawdziwe wydają się obie możliwości – proszę zwrócić się do osoby przeprowadzającej badanie. Przed zakończeniem wypełniania kwestionariusza proszę sprawdzić, czy przy każdym pytaniu jest zanotowana odpowiedź.",NA,"Jestem pewny, że istnieją siły nadprzyrodzone","I am certain that supernatural forces exist.","TAK",1,"yes"
"namprb_siwiak_2024_kon2066","main","KON-2006_IRRACJONALNOŚĆ_64","Kon-2066","Kwestionariusz ten składa się z szeregu pytań, dotyczących różnych cech, upodobań, skłonności, postaw, poglądów itp. Nie ma tu odpowiedzi dobrych lub złych, każdy człowiek jest przecież inny. Proszę odpowiadać szczerze i bez dłuższego zastanawiania się, zwłaszcza nie rozważać tego „jak powinno się na to pytanie odpowiedzieć” – prawidłowe rozeznanie stanu zdrowia wymaga pokazania się takim, jakim się jest. Na każde pytanie można dać tylko jedną odpowiedź: „tak” lub „nie”. Proszę wybrać i zaznaczyć tę, która wydaje się właściwa. Jeśli sformułowanie jest niejasne i trudno się zdecydować, bo np. prawdziwe wydają się obie możliwości – proszę zwrócić się do osoby przeprowadzającej badanie. Przed zakończeniem wypełniania kwestionariusza proszę sprawdzić, czy przy każdym pytaniu jest zanotowana odpowiedź.",NA,"Czuję się związany/a ze wszystkimi ludźmi dookoła mnie","I feel connected to all the people around me.","TAK",1,"yes"
"namprb_siwiak_2024_kon2066","main","KON-2006_IRRACJONALNOŚĆ_64","Kon-2066","Kwestionariusz ten składa się z szeregu pytań, dotyczących różnych cech, upodobań, skłonności, postaw, poglądów itp. Nie ma tu odpowiedzi dobrych lub złych, każdy człowiek jest przecież inny. Proszę odpowiadać szczerze i bez dłuższego zastanawiania się, zwłaszcza nie rozważać tego „jak powinno się na to pytanie odpowiedzieć” – prawidłowe rozeznanie stanu zdrowia wymaga pokazania się takim, jakim się jest. Na każde pytanie można dać tylko jedną odpowiedź: „tak” lub „nie”. Proszę wybrać i zaznaczyć tę, która wydaje się właściwa. Jeśli sformułowanie jest niejasne i trudno się zdecydować, bo np. prawdziwe wydają się obie możliwości – proszę zwrócić się do osoby przeprowadzającej badanie. Przed zakończeniem wypełniania kwestionariusza proszę sprawdzić, czy przy każdym pytaniu jest zanotowana odpowiedź.",NA,"Czuję się związany/a ze wszystkimi ludźmi dookoła mnie","I feel connected to all the people around me.","NIE",0,"no"
"namprb_siwiak_2024_kon2066","main","KON-2006_IRRACJONALNOŚĆ_73","Kon-2066","Kwestionariusz ten składa się z szeregu pytań, dotyczących różnych cech, upodobań, skłonności, postaw, poglądów itp. Nie ma tu odpowiedzi dobrych lub złych, każdy człowiek jest przecież inny. Proszę odpowiadać szczerze i bez dłuższego zastanawiania się, zwłaszcza nie rozważać tego „jak powinno się na to pytanie odpowiedzieć” – prawidłowe rozeznanie stanu zdrowia wymaga pokazania się takim, jakim się jest. Na każde pytanie można dać tylko jedną odpowiedź: „tak” lub „nie”. Proszę wybrać i zaznaczyć tę, która wydaje się właściwa. Jeśli sformułowanie jest niejasne i trudno się zdecydować, bo np. prawdziwe wydają się obie możliwości – proszę zwrócić się do osoby przeprowadzającej badanie. Przed zakończeniem wypełniania kwestionariusza proszę sprawdzić, czy przy każdym pytaniu jest zanotowana odpowiedź.",NA,"Istnieją duchy, które pomagają lub szkodzą","There are spirits that help or harm.","TAK",1,"yes"
"namprb_siwiak_2024_kon2066","main","KON-2006_IRRACJONALNOŚĆ_73","Kon-2066","Kwestionariusz ten składa się z szeregu pytań, dotyczących różnych cech, upodobań, skłonności, postaw, poglądów itp. Nie ma tu odpowiedzi dobrych lub złych, każdy człowiek jest przecież inny. Proszę odpowiadać szczerze i bez dłuższego zastanawiania się, zwłaszcza nie rozważać tego „jak powinno się na to pytanie odpowiedzieć” – prawidłowe rozeznanie stanu zdrowia wymaga pokazania się takim, jakim się jest. Na każde pytanie można dać tylko jedną odpowiedź: „tak” lub „nie”. Proszę wybrać i zaznaczyć tę, która wydaje się właściwa. Jeśli sformułowanie jest niejasne i trudno się zdecydować, bo np. prawdziwe wydają się obie możliwości – proszę zwrócić się do osoby przeprowadzającej badanie. Przed zakończeniem wypełniania kwestionariusza proszę sprawdzić, czy przy każdym pytaniu jest zanotowana odpowiedź.",NA,"Istnieją duchy, które pomagają lub szkodzą","There are spirits that help or harm.","NIE",0,"no"
"namprb_siwiak_2024_kon2066","main","KON-2006_IRRACJONALNOŚĆ_79","Kon-2066","Kwestionariusz ten składa się z szeregu pytań, dotyczących różnych cech, upodobań, skłonności, postaw, poglądów itp. Nie ma tu odpowiedzi dobrych lub złych, każdy człowiek jest przecież inny. Proszę odpowiadać szczerze i bez dłuższego zastanawiania się, zwłaszcza nie rozważać tego „jak powinno się na to pytanie odpowiedzieć” – prawidłowe rozeznanie stanu zdrowia wymaga pokazania się takim, jakim się jest. Na każde pytanie można dać tylko jedną odpowiedź: „tak” lub „nie”. Proszę wybrać i zaznaczyć tę, która wydaje się właściwa. Jeśli sformułowanie jest niejasne i trudno się zdecydować, bo np. prawdziwe wydają się obie możliwości – proszę zwrócić się do osoby przeprowadzającej badanie. Przed zakończeniem wypełniania kwestionariusza proszę sprawdzić, czy przy każdym pytaniu jest zanotowana odpowiedź.",NA,"Religia pomaga mi w życiu","Religion helps me in life.","NIE",0,"no"
"namprb_siwiak_2024_kon2066","main","KON-2006_IRRACJONALNOŚĆ_79","Kon-2066","Kwestionariusz ten składa się z szeregu pytań, dotyczących różnych cech, upodobań, skłonności, postaw, poglądów itp. Nie ma tu odpowiedzi dobrych lub złych, każdy człowiek jest przecież inny. Proszę odpowiadać szczerze i bez dłuższego zastanawiania się, zwłaszcza nie rozważać tego „jak powinno się na to pytanie odpowiedzieć” – prawidłowe rozeznanie stanu zdrowia wymaga pokazania się takim, jakim się jest. Na każde pytanie można dać tylko jedną odpowiedź: „tak” lub „nie”. Proszę wybrać i zaznaczyć tę, która wydaje się właściwa. Jeśli sformułowanie jest niejasne i trudno się zdecydować, bo np. prawdziwe wydają się obie możliwości – proszę zwrócić się do osoby przeprowadzającej badanie. Przed zakończeniem wypełniania kwestionariusza proszę sprawdzić, czy przy każdym pytaniu jest zanotowana odpowiedź.",NA,"Religia pomaga mi w życiu","Religion helps me in life.","TAK",1,"yes"
"namprb_siwiak_2024_kon2066","main","KON-2006_IRRACJONALNOŚĆ_96","Kon-2066","Kwestionariusz ten składa się z szeregu pytań, dotyczących różnych cech, upodobań, skłonności, postaw, poglądów itp. Nie ma tu odpowiedzi dobrych lub złych, każdy człowiek jest przecież inny. Proszę odpowiadać szczerze i bez dłuższego zastanawiania się, zwłaszcza nie rozważać tego „jak powinno się na to pytanie odpowiedzieć” – prawidłowe rozeznanie stanu zdrowia wymaga pokazania się takim, jakim się jest. Na każde pytanie można dać tylko jedną odpowiedź: „tak” lub „nie”. Proszę wybrać i zaznaczyć tę, która wydaje się właściwa. Jeśli sformułowanie jest niejasne i trudno się zdecydować, bo np. prawdziwe wydają się obie możliwości – proszę zwrócić się do osoby przeprowadzającej badanie. Przed zakończeniem wypełniania kwestionariusza proszę sprawdzić, czy przy każdym pytaniu jest zanotowana odpowiedź.",NA,"Wierzę, że zdarzają się cuda","I believe that miracles happen.","NIE",0,"no"
"namprb_siwiak_2024_kon2066","main","KON-2006_IRRACJONALNOŚĆ_96","Kon-2066","Kwestionariusz ten składa się z szeregu pytań, dotyczących różnych cech, upodobań, skłonności, postaw, poglądów itp. Nie ma tu odpowiedzi dobrych lub złych, każdy człowiek jest przecież inny. Proszę odpowiadać szczerze i bez dłuższego zastanawiania się, zwłaszcza nie rozważać tego „jak powinno się na to pytanie odpowiedzieć” – prawidłowe rozeznanie stanu zdrowia wymaga pokazania się takim, jakim się jest. Na każde pytanie można dać tylko jedną odpowiedź: „tak” lub „nie”. Proszę wybrać i zaznaczyć tę, która wydaje się właściwa. Jeśli sformułowanie jest niejasne i trudno się zdecydować, bo np. prawdziwe wydają się obie możliwości – proszę zwrócić się do osoby przeprowadzającej badanie. Przed zakończeniem wypełniania kwestionariusza proszę sprawdzić, czy przy każdym pytaniu jest zanotowana odpowiedź.",NA,"Wierzę, że zdarzają się cuda","I believe that miracles happen.","TAK",1,"yes"
"namprb_siwiak_2024_kon2066","main","KON-2006_IRRACJONALNOŚĆ_FANTAZJA_158","Kon-2066","Kwestionariusz ten składa się z szeregu pytań, dotyczących różnych cech, upodobań, skłonności, postaw, poglądów itp. Nie ma tu odpowiedzi dobrych lub złych, każdy człowiek jest przecież inny. Proszę odpowiadać szczerze i bez dłuższego zastanawiania się, zwłaszcza nie rozważać tego „jak powinno się na to pytanie odpowiedzieć” – prawidłowe rozeznanie stanu zdrowia wymaga pokazania się takim, jakim się jest. Na każde pytanie można dać tylko jedną odpowiedź: „tak” lub „nie”. Proszę wybrać i zaznaczyć tę, która wydaje się właściwa. Jeśli sformułowanie jest niejasne i trudno się zdecydować, bo np. prawdziwe wydają się obie możliwości – proszę zwrócić się do osoby przeprowadzającej badanie. Przed zakończeniem wypełniania kwestionariusza proszę sprawdzić, czy przy każdym pytaniu jest zanotowana odpowiedź.",NA,"Gdy jestem w trudnej sytuacji, spodziewam się, że coś mnie uratuje","When I'm in a difficult situation, I expect something to save me.","TAK",1,"yes"
"namprb_siwiak_2024_kon2066","main","KON-2006_IRRACJONALNOŚĆ_FANTAZJA_158","Kon-2066","Kwestionariusz ten składa się z szeregu pytań, dotyczących różnych cech, upodobań, skłonności, postaw, poglądów itp. Nie ma tu odpowiedzi dobrych lub złych, każdy człowiek jest przecież inny. Proszę odpowiadać szczerze i bez dłuższego zastanawiania się, zwłaszcza nie rozważać tego „jak powinno się na to pytanie odpowiedzieć” – prawidłowe rozeznanie stanu zdrowia wymaga pokazania się takim, jakim się jest. Na każde pytanie można dać tylko jedną odpowiedź: „tak” lub „nie”. Proszę wybrać i zaznaczyć tę, która wydaje się właściwa. Jeśli sformułowanie jest niejasne i trudno się zdecydować, bo np. prawdziwe wydają się obie możliwości – proszę zwrócić się do osoby przeprowadzającej badanie. Przed zakończeniem wypełniania kwestionariusza proszę sprawdzić, czy przy każdym pytaniu jest zanotowana odpowiedź.",NA,"Gdy jestem w trudnej sytuacji, spodziewam się, że coś mnie uratuje","When I'm in a difficult situation, I expect something to save me.","NIE",0,"no"
