"table","instrument","language","instructions","instructions_translated","section_id","section_prompt","section_prompt_translated","item","item_text","item_text_translated","correct_response","resp","option_text"
"lee_2025_nursing_exam","2023 Women's Health Nursing final examination, 4th-year first semester, Korean baccalaureate nursing programme","Korean","반드시, 시험지에 학번과 이름 기록해서 답지와 함께 제출해주세요. 시험 배점: 객관식 50문항 50점 = 총 50점 만점","Be sure to write your student number and name on the examination paper and hand it in together with the answer sheet. Scoring: 50 objective items, 50 points = 50 points in total.","lee_2025_nursing_exam_mcq","다음에 답은 OMR 카드에 적어주세요(1~39번, 각 1점씩).","Write the answers to the following on the OMR card (nos. 1-39, 1 point each).","item_12","자궁경부상피내종양의 중증 이형증(CIN Ⅲ)에 관한 설명으로 옳은 것은?
① 조기진단이 불가능하다.
② 침윤성암으로 방사선치료가 필요하다.
③ 단순포진 바이러스가 주요 유발요인이다.
④ 침윤성암의 전구 질환으로 CIS(carcinoma in situ)를 포함한다.
⑤ 정상 편평상피세포가 경증 궤양 변화를 일으킨 것이다.","Which statement about severe dysplasia (CIN III) of cervical intraepithelial neoplasia is correct?
① Early diagnosis is impossible.
② It is an invasive cancer and radiation therapy is needed.
③ Herpes simplex virus is the main causative factor.
④ As a precursor disease of invasive cancer it includes CIS (carcinoma in situ).
⑤ It is a mild ulcerative change of normal squamous epithelial cells.",4,1,"Correct"
"lee_2025_nursing_exam","2023 Women's Health Nursing final examination, 4th-year first semester, Korean baccalaureate nursing programme","Korean","반드시, 시험지에 학번과 이름 기록해서 답지와 함께 제출해주세요. 시험 배점: 객관식 50문항 50점 = 총 50점 만점","Be sure to write your student number and name on the examination paper and hand it in together with the answer sheet. Scoring: 50 objective items, 50 points = 50 points in total.","lee_2025_nursing_exam_mcq","다음에 답은 OMR 카드에 적어주세요(1~39번, 각 1점씩).","Write the answers to the following on the OMR card (nos. 1-39, 1 point each).","item_13","산과력 T2-P2-A0-L2인 42세 여자의 자궁경부질세포진검사(Pap test)에서 Class I 이었다. 예상되는 추후 관리는?
① 즉시 원추절제술
② 한 달 후 쉴러검사
③ 배란 시 질확대경검사
④ 월경이 끝난 후 자궁내막 생검
⑤ 정기적인 자궁경부질세포진검사","A 42-year-old woman with an obstetric history of T2-P2-A0-L2 had a Class I result on the cervical Pap test. What follow-up management is expected?
① Immediate conization
② Schiller test one month later
③ Colposcopy at ovulation
④ Endometrial biopsy after menstruation ends
⑤ Regular cervical Pap tests",5,0,"Incorrect"
"lee_2025_nursing_exam","2023 Women's Health Nursing final examination, 4th-year first semester, Korean baccalaureate nursing programme","Korean","반드시, 시험지에 학번과 이름 기록해서 답지와 함께 제출해주세요. 시험 배점: 객관식 50문항 50점 = 총 50점 만점","Be sure to write your student number and name on the examination paper and hand it in together with the answer sheet. Scoring: 50 objective items, 50 points = 50 points in total.","lee_2025_nursing_exam_mcq","다음에 답은 OMR 카드에 적어주세요(1~39번, 각 1점씩).","Write the answers to the following on the OMR card (nos. 1-39, 1 point each).","item_13","산과력 T2-P2-A0-L2인 42세 여자의 자궁경부질세포진검사(Pap test)에서 Class I 이었다. 예상되는 추후 관리는?
① 즉시 원추절제술
② 한 달 후 쉴러검사
③ 배란 시 질확대경검사
④ 월경이 끝난 후 자궁내막 생검
⑤ 정기적인 자궁경부질세포진검사","A 42-year-old woman with an obstetric history of T2-P2-A0-L2 had a Class I result on the cervical Pap test. What follow-up management is expected?
① Immediate conization
② Schiller test one month later
③ Colposcopy at ovulation
④ Endometrial biopsy after menstruation ends
⑤ Regular cervical Pap tests",5,1,"Correct"
"lee_2025_nursing_exam","2023 Women's Health Nursing final examination, 4th-year first semester, Korean baccalaureate nursing programme","Korean","반드시, 시험지에 학번과 이름 기록해서 답지와 함께 제출해주세요. 시험 배점: 객관식 50문항 50점 = 총 50점 만점","Be sure to write your student number and name on the examination paper and hand it in together with the answer sheet. Scoring: 50 objective items, 50 points = 50 points in total.","lee_2025_nursing_exam_mcq","다음에 답은 OMR 카드에 적어주세요(1~39번, 각 1점씩).","Write the answers to the following on the OMR card (nos. 1-39, 1 point each).","item_14","자궁경부암 치료로 내부 방사선 조사를 받는 대상자 간호는?
① 변비 예방을 위해서 고섬유성 식이를 제공한다.
② 정서 지지를 위해서 가족과 친구의 방문을 격려한다.
③ 방광팽만 예방을 위해서 유치 도뇨관을 삽입한다.
④ 활동을 제한하기 위해서 수분 섭취를 최소한으로 줄인다.
⑤ 요통이 있을 경우 자주 체위를 바꾸어 준다.","What is the nursing care for a patient receiving internal radiation therapy as treatment for cervical cancer?
① Provide a high-fibre diet to prevent constipation.
② Encourage visits from family and friends for emotional support.
③ Insert an indwelling catheter to prevent bladder distension.
④ Minimize fluid intake in order to restrict activity.
⑤ Change position frequently if there is back pain.",3,0,"Incorrect"
"lee_2025_nursing_exam","2023 Women's Health Nursing final examination, 4th-year first semester, Korean baccalaureate nursing programme","Korean","반드시, 시험지에 학번과 이름 기록해서 답지와 함께 제출해주세요. 시험 배점: 객관식 50문항 50점 = 총 50점 만점","Be sure to write your student number and name on the examination paper and hand it in together with the answer sheet. Scoring: 50 objective items, 50 points = 50 points in total.","lee_2025_nursing_exam_mcq","다음에 답은 OMR 카드에 적어주세요(1~39번, 각 1점씩).","Write the answers to the following on the OMR card (nos. 1-39, 1 point each).","item_14","자궁경부암 치료로 내부 방사선 조사를 받는 대상자 간호는?
① 변비 예방을 위해서 고섬유성 식이를 제공한다.
② 정서 지지를 위해서 가족과 친구의 방문을 격려한다.
③ 방광팽만 예방을 위해서 유치 도뇨관을 삽입한다.
④ 활동을 제한하기 위해서 수분 섭취를 최소한으로 줄인다.
⑤ 요통이 있을 경우 자주 체위를 바꾸어 준다.","What is the nursing care for a patient receiving internal radiation therapy as treatment for cervical cancer?
① Provide a high-fibre diet to prevent constipation.
② Encourage visits from family and friends for emotional support.
③ Insert an indwelling catheter to prevent bladder distension.
④ Minimize fluid intake in order to restrict activity.
⑤ Change position frequently if there is back pain.",3,1,"Correct"
"lee_2025_nursing_exam","2023 Women's Health Nursing final examination, 4th-year first semester, Korean baccalaureate nursing programme","Korean","반드시, 시험지에 학번과 이름 기록해서 답지와 함께 제출해주세요. 시험 배점: 객관식 50문항 50점 = 총 50점 만점","Be sure to write your student number and name on the examination paper and hand it in together with the answer sheet. Scoring: 50 objective items, 50 points = 50 points in total.","lee_2025_nursing_exam_mcq","다음에 답은 OMR 카드에 적어주세요(1~39번, 각 1점씩).","Write the answers to the following on the OMR card (nos. 1-39, 1 point each).","item_15","48세 여성이 자궁경부암 IIa기로 진단을 받았다. 이 여성에게 권고되는 치료 방법은?
① 원추절제술
② 전기소작술
③ 전자궁적출술
④ 환상투열요법
⑤ 근치자궁절제술","A 48-year-old woman was diagnosed with stage IIa cervical cancer. Which treatment is recommended for this woman?
① Conization
② Electrocauterization
③ Total hysterectomy
④ Loop electrosurgical diathermy
⑤ Radical hysterectomy",5,0,"Incorrect"
"lee_2025_nursing_exam","2023 Women's Health Nursing final examination, 4th-year first semester, Korean baccalaureate nursing programme","Korean","반드시, 시험지에 학번과 이름 기록해서 답지와 함께 제출해주세요. 시험 배점: 객관식 50문항 50점 = 총 50점 만점","Be sure to write your student number and name on the examination paper and hand it in together with the answer sheet. Scoring: 50 objective items, 50 points = 50 points in total.","lee_2025_nursing_exam_mcq","다음에 답은 OMR 카드에 적어주세요(1~39번, 각 1점씩).","Write the answers to the following on the OMR card (nos. 1-39, 1 point each).","item_15","48세 여성이 자궁경부암 IIa기로 진단을 받았다. 이 여성에게 권고되는 치료 방법은?
① 원추절제술
② 전기소작술
③ 전자궁적출술
④ 환상투열요법
⑤ 근치자궁절제술","A 48-year-old woman was diagnosed with stage IIa cervical cancer. Which treatment is recommended for this woman?
① Conization
② Electrocauterization
③ Total hysterectomy
④ Loop electrosurgical diathermy
⑤ Radical hysterectomy",5,1,"Correct"
"lee_2025_nursing_exam","2023 Women's Health Nursing final examination, 4th-year first semester, Korean baccalaureate nursing programme","Korean","반드시, 시험지에 학번과 이름 기록해서 답지와 함께 제출해주세요. 시험 배점: 객관식 50문항 50점 = 총 50점 만점","Be sure to write your student number and name on the examination paper and hand it in together with the answer sheet. Scoring: 50 objective items, 50 points = 50 points in total.","lee_2025_nursing_exam_mcq","다음에 답은 OMR 카드에 적어주세요(1~39번, 각 1점씩).","Write the answers to the following on the OMR card (nos. 1-39, 1 point each).","item_16","폐경이 안 된 42세 여성이 자궁근종과 왼쪽 난소종양으로 전자궁적출술과 좌측난소난관절제술을 시행하였다. 수술 후 교육으로 적절한 것은?
① “월경의 변화는 없을 것입니다.”
② “에스트론겐 분비는 지속됩니다.”
③ “두 달에 한 번 씩 배란이 될 것입니다.”
④ “열감이나 발한 증상이 나타날 수 있습니다.”
⑤ “성기능이 감소하여 성관계가 힘들 수 있습니다.”","A 42-year-old premenopausal woman underwent total hysterectomy and left salpingo-oophorectomy for uterine myoma and a left ovarian tumor. What is appropriate postoperative teaching?
① “There will be no change in menstruation.”
② “Estrogen secretion will continue.”
③ “You will ovulate once every two months.”
④ “Hot flashes or sweating may appear.”
⑤ “Sexual function will decrease and intercourse may be difficult.”",2,0,"Incorrect"
"lee_2025_nursing_exam","2023 Women's Health Nursing final examination, 4th-year first semester, Korean baccalaureate nursing programme","Korean","반드시, 시험지에 학번과 이름 기록해서 답지와 함께 제출해주세요. 시험 배점: 객관식 50문항 50점 = 총 50점 만점","Be sure to write your student number and name on the examination paper and hand it in together with the answer sheet. Scoring: 50 objective items, 50 points = 50 points in total.","lee_2025_nursing_exam_mcq","다음에 답은 OMR 카드에 적어주세요(1~39번, 각 1점씩).","Write the answers to the following on the OMR card (nos. 1-39, 1 point each).","item_16","폐경이 안 된 42세 여성이 자궁근종과 왼쪽 난소종양으로 전자궁적출술과 좌측난소난관절제술을 시행하였다. 수술 후 교육으로 적절한 것은?
① “월경의 변화는 없을 것입니다.”
② “에스트론겐 분비는 지속됩니다.”
③ “두 달에 한 번 씩 배란이 될 것입니다.”
④ “열감이나 발한 증상이 나타날 수 있습니다.”
⑤ “성기능이 감소하여 성관계가 힘들 수 있습니다.”","A 42-year-old premenopausal woman underwent total hysterectomy and left salpingo-oophorectomy for uterine myoma and a left ovarian tumor. What is appropriate postoperative teaching?
① “There will be no change in menstruation.”
② “Estrogen secretion will continue.”
③ “You will ovulate once every two months.”
④ “Hot flashes or sweating may appear.”
⑤ “Sexual function will decrease and intercourse may be difficult.”",2,1,"Correct"
"lee_2025_nursing_exam","2023 Women's Health Nursing final examination, 4th-year first semester, Korean baccalaureate nursing programme","Korean","반드시, 시험지에 학번과 이름 기록해서 답지와 함께 제출해주세요. 시험 배점: 객관식 50문항 50점 = 총 50점 만점","Be sure to write your student number and name on the examination paper and hand it in together with the answer sheet. Scoring: 50 objective items, 50 points = 50 points in total.","lee_2025_nursing_exam_mcq","다음에 답은 OMR 카드에 적어주세요(1~39번, 각 1점씩).","Write the answers to the following on the OMR card (nos. 1-39, 1 point each).","item_17","25세 여성이 한 달 전 산부인과 외래에서 우측 난소에 5cm 낭종을 진단받았다. 3시간 전 부터 갑자기 극심한 복부 통증으로 응급실로 왔다. 검사결과, 혈압 60/50mmHg, 맥박 110회/분, 체온 37℃, 호흡 24회/분, WBC 8000/μL, Hb 8.2g/dl, Hct 25%였다. 의심되는 건강문제는?
① 난관수종
② 난관임신
③ 골반내 감염
④ 난소낭종 염전
⑤ 난소낭종 파열","A 25-year-old woman was diagnosed a month ago at a gynecology outpatient clinic with a 5 cm cyst on the right ovary. She came to the emergency room with sudden severe abdominal pain beginning 3 hours ago. Examination results were blood pressure 60/50 mmHg, pulse 110/min, temperature 37C, respiration 24/min, WBC 8000/uL, Hb 8.2 g/dl, Hct 25%. What is the suspected health problem?
① Hydrosalpinx
② Tubal pregnancy
③ Pelvic inflammatory disease
④ Ovarian cyst torsion
⑤ Ovarian cyst rupture",5,0,"Incorrect"
"lee_2025_nursing_exam","2023 Women's Health Nursing final examination, 4th-year first semester, Korean baccalaureate nursing programme","Korean","반드시, 시험지에 학번과 이름 기록해서 답지와 함께 제출해주세요. 시험 배점: 객관식 50문항 50점 = 총 50점 만점","Be sure to write your student number and name on the examination paper and hand it in together with the answer sheet. Scoring: 50 objective items, 50 points = 50 points in total.","lee_2025_nursing_exam_mcq","다음에 답은 OMR 카드에 적어주세요(1~39번, 각 1점씩).","Write the answers to the following on the OMR card (nos. 1-39, 1 point each).","item_17","25세 여성이 한 달 전 산부인과 외래에서 우측 난소에 5cm 낭종을 진단받았다. 3시간 전 부터 갑자기 극심한 복부 통증으로 응급실로 왔다. 검사결과, 혈압 60/50mmHg, 맥박 110회/분, 체온 37℃, 호흡 24회/분, WBC 8000/μL, Hb 8.2g/dl, Hct 25%였다. 의심되는 건강문제는?
① 난관수종
② 난관임신
③ 골반내 감염
④ 난소낭종 염전
⑤ 난소낭종 파열","A 25-year-old woman was diagnosed a month ago at a gynecology outpatient clinic with a 5 cm cyst on the right ovary. She came to the emergency room with sudden severe abdominal pain beginning 3 hours ago. Examination results were blood pressure 60/50 mmHg, pulse 110/min, temperature 37C, respiration 24/min, WBC 8000/uL, Hb 8.2 g/dl, Hct 25%. What is the suspected health problem?
① Hydrosalpinx
② Tubal pregnancy
③ Pelvic inflammatory disease
④ Ovarian cyst torsion
⑤ Ovarian cyst rupture",5,1,"Correct"
"lee_2025_nursing_exam","2023 Women's Health Nursing final examination, 4th-year first semester, Korean baccalaureate nursing programme","Korean","반드시, 시험지에 학번과 이름 기록해서 답지와 함께 제출해주세요. 시험 배점: 객관식 50문항 50점 = 총 50점 만점","Be sure to write your student number and name on the examination paper and hand it in together with the answer sheet. Scoring: 50 objective items, 50 points = 50 points in total.","lee_2025_nursing_exam_mcq","다음에 답은 OMR 카드에 적어주세요(1~39번, 각 1점씩).","Write the answers to the following on the OMR card (nos. 1-39, 1 point each).","item_18","10세 전후 어린 여아에게 잘 발생하는 난소종양은?
① 생식세포종양
② Brenner 종양
③ Krukenberg 종양
④ 세르톨리 레디그 종양
⑤ 난소섬유종","Which ovarian tumor commonly occurs in young girls around 10 years of age?
① Germ cell tumour
② Brenner tumour
③ Krukenberg tumour
④ Sertoli-Leydig cell tumour
⑤ Ovarian fibroma",1,0,"Incorrect"
"lee_2025_nursing_exam","2023 Women's Health Nursing final examination, 4th-year first semester, Korean baccalaureate nursing programme","Korean","반드시, 시험지에 학번과 이름 기록해서 답지와 함께 제출해주세요. 시험 배점: 객관식 50문항 50점 = 총 50점 만점","Be sure to write your student number and name on the examination paper and hand it in together with the answer sheet. Scoring: 50 objective items, 50 points = 50 points in total.","lee_2025_nursing_exam_mcq","다음에 답은 OMR 카드에 적어주세요(1~39번, 각 1점씩).","Write the answers to the following on the OMR card (nos. 1-39, 1 point each).","item_18","10세 전후 어린 여아에게 잘 발생하는 난소종양은?
① 생식세포종양
② Brenner 종양
③ Krukenberg 종양
④ 세르톨리 레디그 종양
⑤ 난소섬유종","Which ovarian tumor commonly occurs in young girls around 10 years of age?
① Germ cell tumour
② Brenner tumour
③ Krukenberg tumour
④ Sertoli-Leydig cell tumour
⑤ Ovarian fibroma",1,1,"Correct"
"lee_2025_nursing_exam","2023 Women's Health Nursing final examination, 4th-year first semester, Korean baccalaureate nursing programme","Korean","반드시, 시험지에 학번과 이름 기록해서 답지와 함께 제출해주세요. 시험 배점: 객관식 50문항 50점 = 총 50점 만점","Be sure to write your student number and name on the examination paper and hand it in together with the answer sheet. Scoring: 50 objective items, 50 points = 50 points in total.","lee_2025_nursing_exam_mcq","다음에 답은 OMR 카드에 적어주세요(1~39번, 각 1점씩).","Write the answers to the following on the OMR card (nos. 1-39, 1 point each).","item_19","25세 여자가 왼쪽 난소낭종으로 낭종절제술을 받았다. 낭종 안에는 모발과 치아 등이 있었다. 수술 후 교육으로 옳은 것은?
① 월경 변화는 없다.
② 조기 폐경으로 호르몬대체요법이 필요하다.
③ 배란이 되지 않는다.
④ 매달 흉부 X선 검사를 한다.
⑤ 황체호르몬 치료가 필요하다.","A 25-year-old woman underwent cystectomy for a left ovarian cyst. The cyst contained hair and teeth. Which postoperative teaching is correct?
① There is no change in menstruation.
② Hormone replacement therapy is needed because of premature menopause.
③ Ovulation will not occur.
④ Have a chest X-ray every month.
⑤ Progesterone therapy is needed.",1,0,"Incorrect"
"lee_2025_nursing_exam","2023 Women's Health Nursing final examination, 4th-year first semester, Korean baccalaureate nursing programme","Korean","반드시, 시험지에 학번과 이름 기록해서 답지와 함께 제출해주세요. 시험 배점: 객관식 50문항 50점 = 총 50점 만점","Be sure to write your student number and name on the examination paper and hand it in together with the answer sheet. Scoring: 50 objective items, 50 points = 50 points in total.","lee_2025_nursing_exam_mcq","다음에 답은 OMR 카드에 적어주세요(1~39번, 각 1점씩).","Write the answers to the following on the OMR card (nos. 1-39, 1 point each).","item_19","25세 여자가 왼쪽 난소낭종으로 낭종절제술을 받았다. 낭종 안에는 모발과 치아 등이 있었다. 수술 후 교육으로 옳은 것은?
① 월경 변화는 없다.
② 조기 폐경으로 호르몬대체요법이 필요하다.
③ 배란이 되지 않는다.
④ 매달 흉부 X선 검사를 한다.
⑤ 황체호르몬 치료가 필요하다.","A 25-year-old woman underwent cystectomy for a left ovarian cyst. The cyst contained hair and teeth. Which postoperative teaching is correct?
① There is no change in menstruation.
② Hormone replacement therapy is needed because of premature menopause.
③ Ovulation will not occur.
④ Have a chest X-ray every month.
⑤ Progesterone therapy is needed.",1,1,"Correct"
"lee_2025_nursing_exam","2023 Women's Health Nursing final examination, 4th-year first semester, Korean baccalaureate nursing programme","Korean","반드시, 시험지에 학번과 이름 기록해서 답지와 함께 제출해주세요. 시험 배점: 객관식 50문항 50점 = 총 50점 만점","Be sure to write your student number and name on the examination paper and hand it in together with the answer sheet. Scoring: 50 objective items, 50 points = 50 points in total.","lee_2025_nursing_exam_mcq","다음에 답은 OMR 카드에 적어주세요(1~39번, 각 1점씩).","Write the answers to the following on the OMR card (nos. 1-39, 1 point each).","item_20","“양성” 난소종양에 대한 설명으로 옳은 것은?
① 점액성 낭선종은 크기가 크다.
② 성관계시 질 출혈이 주요 증상이다.
③ 시간이 경과하면 악성종양으로 바뀐다.
④ 양측성으로 빈발하고 고형의 특성이 있다.
⑤ 과립막세포종은 이십대 무월경과 남성화가 주요 증상이다.","Which statement about “benign” ovarian tumors is correct?
① Mucinous cystadenoma is large in size.
② Vaginal bleeding during intercourse is the main symptom.
③ It changes into a malignant tumour over time.
④ It occurs frequently bilaterally and has solid characteristics.
⑤ For granulosa cell tumour, amenorrhea and masculinization in the twenties are the main symptoms.",1,0,"Incorrect"
"lee_2025_nursing_exam","2023 Women's Health Nursing final examination, 4th-year first semester, Korean baccalaureate nursing programme","Korean","반드시, 시험지에 학번과 이름 기록해서 답지와 함께 제출해주세요. 시험 배점: 객관식 50문항 50점 = 총 50점 만점","Be sure to write your student number and name on the examination paper and hand it in together with the answer sheet. Scoring: 50 objective items, 50 points = 50 points in total.","lee_2025_nursing_exam_mcq","다음에 답은 OMR 카드에 적어주세요(1~39번, 각 1점씩).","Write the answers to the following on the OMR card (nos. 1-39, 1 point each).","item_20","“양성” 난소종양에 대한 설명으로 옳은 것은?
① 점액성 낭선종은 크기가 크다.
② 성관계시 질 출혈이 주요 증상이다.
③ 시간이 경과하면 악성종양으로 바뀐다.
④ 양측성으로 빈발하고 고형의 특성이 있다.
⑤ 과립막세포종은 이십대 무월경과 남성화가 주요 증상이다.","Which statement about “benign” ovarian tumors is correct?
① Mucinous cystadenoma is large in size.
② Vaginal bleeding during intercourse is the main symptom.
③ It changes into a malignant tumour over time.
④ It occurs frequently bilaterally and has solid characteristics.
⑤ For granulosa cell tumour, amenorrhea and masculinization in the twenties are the main symptoms.",1,1,"Correct"
"lee_2025_nursing_exam","2023 Women's Health Nursing final examination, 4th-year first semester, Korean baccalaureate nursing programme","Korean","반드시, 시험지에 학번과 이름 기록해서 답지와 함께 제출해주세요. 시험 배점: 객관식 50문항 50점 = 총 50점 만점","Be sure to write your student number and name on the examination paper and hand it in together with the answer sheet. Scoring: 50 objective items, 50 points = 50 points in total.","lee_2025_nursing_exam_mcq","다음에 답은 OMR 카드에 적어주세요(1~39번, 각 1점씩).","Write the answers to the following on the OMR card (nos. 1-39, 1 point each).","item_21","자궁내막증식증으로 진단받은 여자가 월경과다증(hypermenorrhea)이 있을 때 치료 목적으로 투여하는 호르몬은?
① 옥시토신
② 프로락틴
③ 프로게스테론
④ 프로스타글란딘
⑤ 감상샘자극호르몬","Which hormone is administered for treatment when a woman diagnosed with endometrial hyperplasia has hypermenorrhea?
① Oxytocin
② Prolactin
③ Progesterone
④ Prostaglandin
⑤ Thyroid-stimulating hormone",3,0,"Incorrect"
"lee_2025_nursing_exam","2023 Women's Health Nursing final examination, 4th-year first semester, Korean baccalaureate nursing programme","Korean","반드시, 시험지에 학번과 이름 기록해서 답지와 함께 제출해주세요. 시험 배점: 객관식 50문항 50점 = 총 50점 만점","Be sure to write your student number and name on the examination paper and hand it in together with the answer sheet. Scoring: 50 objective items, 50 points = 50 points in total.","lee_2025_nursing_exam_mcq","다음에 답은 OMR 카드에 적어주세요(1~39번, 각 1점씩).","Write the answers to the following on the OMR card (nos. 1-39, 1 point each).","item_21","자궁내막증식증으로 진단받은 여자가 월경과다증(hypermenorrhea)이 있을 때 치료 목적으로 투여하는 호르몬은?
① 옥시토신
② 프로락틴
③ 프로게스테론
④ 프로스타글란딘
⑤ 감상샘자극호르몬","Which hormone is administered for treatment when a woman diagnosed with endometrial hyperplasia has hypermenorrhea?
① Oxytocin
② Prolactin
③ Progesterone
④ Prostaglandin
⑤ Thyroid-stimulating hormone",3,1,"Correct"
"lee_2025_nursing_exam","2023 Women's Health Nursing final examination, 4th-year first semester, Korean baccalaureate nursing programme","Korean","반드시, 시험지에 학번과 이름 기록해서 답지와 함께 제출해주세요. 시험 배점: 객관식 50문항 50점 = 총 50점 만점","Be sure to write your student number and name on the examination paper and hand it in together with the answer sheet. Scoring: 50 objective items, 50 points = 50 points in total.","lee_2025_nursing_exam_mcq","다음에 답은 OMR 카드에 적어주세요(1~39번, 각 1점씩).","Write the answers to the following on the OMR card (nos. 1-39, 1 point each).","item_22","월경통과 성교통이 있는 여성이 진단검진한 결과, 난소에서 자궁내막조직이 발견되었다. 예상되는 건강문제는?
① 난포낭종
② 자궁선근증
③ 자궁내막증
④ 자궁내막증식증
⑤ 다낭난소증후군","A woman with dysmenorrhea and dyspareunia was found on diagnostic examination to have endometrial tissue in the ovary. What is the expected health problem?
① Follicular cyst
② Adenomyosis
③ Endometriosis
④ Endometrial hyperplasia
⑤ Polycystic ovary syndrome",3,0,"Incorrect"
"lee_2025_nursing_exam","2023 Women's Health Nursing final examination, 4th-year first semester, Korean baccalaureate nursing programme","Korean","반드시, 시험지에 학번과 이름 기록해서 답지와 함께 제출해주세요. 시험 배점: 객관식 50문항 50점 = 총 50점 만점","Be sure to write your student number and name on the examination paper and hand it in together with the answer sheet. Scoring: 50 objective items, 50 points = 50 points in total.","lee_2025_nursing_exam_mcq","다음에 답은 OMR 카드에 적어주세요(1~39번, 각 1점씩).","Write the answers to the following on the OMR card (nos. 1-39, 1 point each).","item_22","월경통과 성교통이 있는 여성이 진단검진한 결과, 난소에서 자궁내막조직이 발견되었다. 예상되는 건강문제는?
① 난포낭종
② 자궁선근증
③ 자궁내막증
④ 자궁내막증식증
⑤ 다낭난소증후군","A woman with dysmenorrhea and dyspareunia was found on diagnostic examination to have endometrial tissue in the ovary. What is the expected health problem?
① Follicular cyst
② Adenomyosis
③ Endometriosis
④ Endometrial hyperplasia
⑤ Polycystic ovary syndrome",3,1,"Correct"
"lee_2025_nursing_exam","2023 Women's Health Nursing final examination, 4th-year first semester, Korean baccalaureate nursing programme","Korean","반드시, 시험지에 학번과 이름 기록해서 답지와 함께 제출해주세요. 시험 배점: 객관식 50문항 50점 = 총 50점 만점","Be sure to write your student number and name on the examination paper and hand it in together with the answer sheet. Scoring: 50 objective items, 50 points = 50 points in total.","lee_2025_nursing_exam_mcq","다음에 답은 OMR 카드에 적어주세요(1~39번, 각 1점씩).","Write the answers to the following on the OMR card (nos. 1-39, 1 point each).","item_23","42세 여성이 임신반응 검사에서 음성인데 자궁이 커져 있고 월경과다증과 월경곤란증이 심해진다고 한다. 가장 의심이 되는 건강문제는?
① 자궁외임신
② 포도상기태
③ 자궁경부암
④ 자궁내막암
⑤ 자궁선근증","A 42-year-old woman has a negative pregnancy test but an enlarged uterus and says her hypermenorrhea and dysmenorrhea are worsening. What is the most suspected health problem?
① Ectopic pregnancy
② Hydatidiform mole
③ Cervical cancer
④ Endometrial cancer
⑤ Adenomyosis",5,0,"Incorrect"
"lee_2025_nursing_exam","2023 Women's Health Nursing final examination, 4th-year first semester, Korean baccalaureate nursing programme","Korean","반드시, 시험지에 학번과 이름 기록해서 답지와 함께 제출해주세요. 시험 배점: 객관식 50문항 50점 = 총 50점 만점","Be sure to write your student number and name on the examination paper and hand it in together with the answer sheet. Scoring: 50 objective items, 50 points = 50 points in total.","lee_2025_nursing_exam_mcq","다음에 답은 OMR 카드에 적어주세요(1~39번, 각 1점씩).","Write the answers to the following on the OMR card (nos. 1-39, 1 point each).","item_23","42세 여성이 임신반응 검사에서 음성인데 자궁이 커져 있고 월경과다증과 월경곤란증이 심해진다고 한다. 가장 의심이 되는 건강문제는?
① 자궁외임신
② 포도상기태
③ 자궁경부암
④ 자궁내막암
⑤ 자궁선근증","A 42-year-old woman has a negative pregnancy test but an enlarged uterus and says her hypermenorrhea and dysmenorrhea are worsening. What is the most suspected health problem?
① Ectopic pregnancy
② Hydatidiform mole
③ Cervical cancer
④ Endometrial cancer
⑤ Adenomyosis",5,1,"Correct"
"lee_2025_nursing_exam","2023 Women's Health Nursing final examination, 4th-year first semester, Korean baccalaureate nursing programme","Korean","반드시, 시험지에 학번과 이름 기록해서 답지와 함께 제출해주세요. 시험 배점: 객관식 50문항 50점 = 총 50점 만점","Be sure to write your student number and name on the examination paper and hand it in together with the answer sheet. Scoring: 50 objective items, 50 points = 50 points in total.","lee_2025_nursing_exam_mcq","다음에 답은 OMR 카드에 적어주세요(1~39번, 각 1점씩).","Write the answers to the following on the OMR card (nos. 1-39, 1 point each).","item_24","30세 여자가 다량의 농성 질분비물이 있으며 골반과 하복부에 심한 통증이 있고 체온은 38℃이다. 항생제 치료를 받고 있을 때 간호중재는?
① 반좌위를 취하게한다.
② 케겔운동을 권장한다.
③ 수분섭취를 제한한다.
④ 유치도뇨관을 삽입한다.
⑤ 저잔류식사를 제공한다.","A 30-year-old woman has a large amount of purulent vaginal discharge, severe pelvic and lower abdominal pain, and a temperature of 38C. What is the nursing intervention while she is receiving antibiotic treatment?
① Place her in a semi-Fowler’s position.
② Recommend Kegel exercises.
③ Restrict fluid intake.
④ Insert an indwelling catheter.
⑤ Provide a low-residue diet.",1,0,"Incorrect"
