"table","instrument","language","instructions","instructions_translated","section_id","section_prompt","section_prompt_translated","item","item_text","item_text_translated","correct_response","resp","option_text","option_text_translated"
"leon_guereno_2020_breq","Cuestionario de Regulación de la Conducta en el Ejercicio (BREQ-3), Spanish 23-item version (González-Cutre, Sicilia y Fernández, 2010)","Spanish","Yo hago ejercicio físico...","I exercise...","leon_guereno_2020_breq_1",NA,NA,"BREQ15","Porque veo el ejercicio físico como una parte fundamental de lo que soy","I consider exercise a fundamental part of who I am",NA,5,"Totalmente verdadero","Very true for me"
"leon_guereno_2020_breq","Cuestionario de Regulación de la Conducta en el Ejercicio (BREQ-3), Spanish 23-item version (González-Cutre, Sicilia y Fernández, 2010)","Spanish","Yo hago ejercicio físico...","I exercise...","leon_guereno_2020_breq_1",NA,NA,"BREQ16","Porque siento que he fallado cuando no he realizado un rato de ejercicio","I feel like a failure when I haven’t exercised in a while",NA,1,"Nada verdadero","Not true for me"
"leon_guereno_2020_breq","Cuestionario de Regulación de la Conducta en el Ejercicio (BREQ-3), Spanish 23-item version (González-Cutre, Sicilia y Fernández, 2010)","Spanish","Yo hago ejercicio físico...","I exercise...","leon_guereno_2020_breq_1",NA,NA,"BREQ16","Porque siento que he fallado cuando no he realizado un rato de ejercicio","I feel like a failure when I haven’t exercised in a while",NA,2,NA,NA
"leon_guereno_2020_breq","Cuestionario de Regulación de la Conducta en el Ejercicio (BREQ-3), Spanish 23-item version (González-Cutre, Sicilia y Fernández, 2010)","Spanish","Yo hago ejercicio físico...","I exercise...","leon_guereno_2020_breq_1",NA,NA,"BREQ16","Porque siento que he fallado cuando no he realizado un rato de ejercicio","I feel like a failure when I haven’t exercised in a while",NA,3,NA,"Sometimes true for me"
"leon_guereno_2020_breq","Cuestionario de Regulación de la Conducta en el Ejercicio (BREQ-3), Spanish 23-item version (González-Cutre, Sicilia y Fernández, 2010)","Spanish","Yo hago ejercicio físico...","I exercise...","leon_guereno_2020_breq_1",NA,NA,"BREQ16","Porque siento que he fallado cuando no he realizado un rato de ejercicio","I feel like a failure when I haven’t exercised in a while",NA,4,NA,NA
"leon_guereno_2020_breq","Cuestionario de Regulación de la Conducta en el Ejercicio (BREQ-3), Spanish 23-item version (González-Cutre, Sicilia y Fernández, 2010)","Spanish","Yo hago ejercicio físico...","I exercise...","leon_guereno_2020_breq_1",NA,NA,"BREQ16","Porque siento que he fallado cuando no he realizado un rato de ejercicio","I feel like a failure when I haven’t exercised in a while",NA,5,"Totalmente verdadero","Very true for me"
"leon_guereno_2020_breq","Cuestionario de Regulación de la Conducta en el Ejercicio (BREQ-3), Spanish 23-item version (González-Cutre, Sicilia y Fernández, 2010)","Spanish","Yo hago ejercicio físico...","I exercise...","leon_guereno_2020_breq_1",NA,NA,"BREQ17","Porque pienso que es importante hacer el esfuerzo de ejercitarse regularmente","I think it is important to make the effort to exercise regularly",NA,1,"Nada verdadero","Not true for me"
"leon_guereno_2020_breq","Cuestionario de Regulación de la Conducta en el Ejercicio (BREQ-3), Spanish 23-item version (González-Cutre, Sicilia y Fernández, 2010)","Spanish","Yo hago ejercicio físico...","I exercise...","leon_guereno_2020_breq_1",NA,NA,"BREQ17","Porque pienso que es importante hacer el esfuerzo de ejercitarse regularmente","I think it is important to make the effort to exercise regularly",NA,2,NA,NA
"leon_guereno_2020_breq","Cuestionario de Regulación de la Conducta en el Ejercicio (BREQ-3), Spanish 23-item version (González-Cutre, Sicilia y Fernández, 2010)","Spanish","Yo hago ejercicio físico...","I exercise...","leon_guereno_2020_breq_1",NA,NA,"BREQ17","Porque pienso que es importante hacer el esfuerzo de ejercitarse regularmente","I think it is important to make the effort to exercise regularly",NA,3,NA,"Sometimes true for me"
"leon_guereno_2020_breq","Cuestionario de Regulación de la Conducta en el Ejercicio (BREQ-3), Spanish 23-item version (González-Cutre, Sicilia y Fernández, 2010)","Spanish","Yo hago ejercicio físico...","I exercise...","leon_guereno_2020_breq_1",NA,NA,"BREQ17","Porque pienso que es importante hacer el esfuerzo de ejercitarse regularmente","I think it is important to make the effort to exercise regularly",NA,4,NA,NA
"leon_guereno_2020_breq","Cuestionario de Regulación de la Conducta en el Ejercicio (BREQ-3), Spanish 23-item version (González-Cutre, Sicilia y Fernández, 2010)","Spanish","Yo hago ejercicio físico...","I exercise...","leon_guereno_2020_breq_1",NA,NA,"BREQ17","Porque pienso que es importante hacer el esfuerzo de ejercitarse regularmente","I think it is important to make the effort to exercise regularly",NA,5,"Totalmente verdadero","Very true for me"
"leon_guereno_2020_breq","Cuestionario de Regulación de la Conducta en el Ejercicio (BREQ-3), Spanish 23-item version (González-Cutre, Sicilia y Fernández, 2010)","Spanish","Yo hago ejercicio físico...","I exercise...","leon_guereno_2020_breq_1",NA,NA,"BREQ18","Porque encuentro el ejercicio una actividad agradable","I find exercise a pleasurable activity",NA,1,"Nada verdadero","Not true for me"
"leon_guereno_2020_breq","Cuestionario de Regulación de la Conducta en el Ejercicio (BREQ-3), Spanish 23-item version (González-Cutre, Sicilia y Fernández, 2010)","Spanish","Yo hago ejercicio físico...","I exercise...","leon_guereno_2020_breq_1",NA,NA,"BREQ18","Porque encuentro el ejercicio una actividad agradable","I find exercise a pleasurable activity",NA,2,NA,NA
"leon_guereno_2020_breq","Cuestionario de Regulación de la Conducta en el Ejercicio (BREQ-3), Spanish 23-item version (González-Cutre, Sicilia y Fernández, 2010)","Spanish","Yo hago ejercicio físico...","I exercise...","leon_guereno_2020_breq_1",NA,NA,"BREQ18","Porque encuentro el ejercicio una actividad agradable","I find exercise a pleasurable activity",NA,3,NA,"Sometimes true for me"
"leon_guereno_2020_breq","Cuestionario de Regulación de la Conducta en el Ejercicio (BREQ-3), Spanish 23-item version (González-Cutre, Sicilia y Fernández, 2010)","Spanish","Yo hago ejercicio físico...","I exercise...","leon_guereno_2020_breq_1",NA,NA,"BREQ18","Porque encuentro el ejercicio una actividad agradable","I find exercise a pleasurable activity",NA,4,NA,NA
"leon_guereno_2020_breq","Cuestionario de Regulación de la Conducta en el Ejercicio (BREQ-3), Spanish 23-item version (González-Cutre, Sicilia y Fernández, 2010)","Spanish","Yo hago ejercicio físico...","I exercise...","leon_guereno_2020_breq_1",NA,NA,"BREQ18","Porque encuentro el ejercicio una actividad agradable","I find exercise a pleasurable activity",NA,5,"Totalmente verdadero","Very true for me"
"leon_guereno_2020_breq","Cuestionario de Regulación de la Conducta en el Ejercicio (BREQ-3), Spanish 23-item version (González-Cutre, Sicilia y Fernández, 2010)","Spanish","Yo hago ejercicio físico...","I exercise...","leon_guereno_2020_breq_1",NA,NA,"BREQ19","Porque me siento bajo la presión de mis amigos/familia para realizar ejercicio","I feel under pressure from my friends/family to exercise",NA,1,"Nada verdadero","Not true for me"
"leon_guereno_2020_breq","Cuestionario de Regulación de la Conducta en el Ejercicio (BREQ-3), Spanish 23-item version (González-Cutre, Sicilia y Fernández, 2010)","Spanish","Yo hago ejercicio físico...","I exercise...","leon_guereno_2020_breq_1",NA,NA,"BREQ19","Porque me siento bajo la presión de mis amigos/familia para realizar ejercicio","I feel under pressure from my friends/family to exercise",NA,2,NA,NA
"leon_guereno_2020_breq","Cuestionario de Regulación de la Conducta en el Ejercicio (BREQ-3), Spanish 23-item version (González-Cutre, Sicilia y Fernández, 2010)","Spanish","Yo hago ejercicio físico...","I exercise...","leon_guereno_2020_breq_1",NA,NA,"BREQ19","Porque me siento bajo la presión de mis amigos/familia para realizar ejercicio","I feel under pressure from my friends/family to exercise",NA,3,NA,"Sometimes true for me"
"leon_guereno_2020_breq","Cuestionario de Regulación de la Conducta en el Ejercicio (BREQ-3), Spanish 23-item version (González-Cutre, Sicilia y Fernández, 2010)","Spanish","Yo hago ejercicio físico...","I exercise...","leon_guereno_2020_breq_1",NA,NA,"BREQ19","Porque me siento bajo la presión de mis amigos/familia para realizar ejercicio","I feel under pressure from my friends/family to exercise",NA,4,NA,NA
"leon_guereno_2020_breq","Cuestionario de Regulación de la Conducta en el Ejercicio (BREQ-3), Spanish 23-item version (González-Cutre, Sicilia y Fernández, 2010)","Spanish","Yo hago ejercicio físico...","I exercise...","leon_guereno_2020_breq_1",NA,NA,"BREQ19","Porque me siento bajo la presión de mis amigos/familia para realizar ejercicio","I feel under pressure from my friends/family to exercise",NA,5,"Totalmente verdadero","Very true for me"
"leon_guereno_2020_breq","Cuestionario de Regulación de la Conducta en el Ejercicio (BREQ-3), Spanish 23-item version (González-Cutre, Sicilia y Fernández, 2010)","Spanish","Yo hago ejercicio físico...","I exercise...","leon_guereno_2020_breq_1",NA,NA,"BREQ20","Porque considero que el ejercicio físico está de acuerdo con mis valores","I consider exercise consistent with my values",NA,1,"Nada verdadero","Not true for me"
"leon_guereno_2020_breq","Cuestionario de Regulación de la Conducta en el Ejercicio (BREQ-3), Spanish 23-item version (González-Cutre, Sicilia y Fernández, 2010)","Spanish","Yo hago ejercicio físico...","I exercise...","leon_guereno_2020_breq_1",NA,NA,"BREQ20","Porque considero que el ejercicio físico está de acuerdo con mis valores","I consider exercise consistent with my values",NA,2,NA,NA
"leon_guereno_2020_breq","Cuestionario de Regulación de la Conducta en el Ejercicio (BREQ-3), Spanish 23-item version (González-Cutre, Sicilia y Fernández, 2010)","Spanish","Yo hago ejercicio físico...","I exercise...","leon_guereno_2020_breq_1",NA,NA,"BREQ20","Porque considero que el ejercicio físico está de acuerdo con mis valores","I consider exercise consistent with my values",NA,3,NA,"Sometimes true for me"
"leon_guereno_2020_breq","Cuestionario de Regulación de la Conducta en el Ejercicio (BREQ-3), Spanish 23-item version (González-Cutre, Sicilia y Fernández, 2010)","Spanish","Yo hago ejercicio físico...","I exercise...","leon_guereno_2020_breq_1",NA,NA,"BREQ20","Porque considero que el ejercicio físico está de acuerdo con mis valores","I consider exercise consistent with my values",NA,4,NA,NA
"leon_guereno_2020_breq","Cuestionario de Regulación de la Conducta en el Ejercicio (BREQ-3), Spanish 23-item version (González-Cutre, Sicilia y Fernández, 2010)","Spanish","Yo hago ejercicio físico...","I exercise...","leon_guereno_2020_breq_1",NA,NA,"BREQ20","Porque considero que el ejercicio físico está de acuerdo con mis valores","I consider exercise consistent with my values",NA,5,"Totalmente verdadero","Very true for me"
"leon_guereno_2020_breq","Cuestionario de Regulación de la Conducta en el Ejercicio (BREQ-3), Spanish 23-item version (González-Cutre, Sicilia y Fernández, 2010)","Spanish","Yo hago ejercicio físico...","I exercise...","leon_guereno_2020_breq_1",NA,NA,"BREQ21","Porque me pongo nervioso si no hago ejercicio regularmente","I get restless if I don’t exercise regularly",NA,1,"Nada verdadero","Not true for me"
"leon_guereno_2020_breq","Cuestionario de Regulación de la Conducta en el Ejercicio (BREQ-3), Spanish 23-item version (González-Cutre, Sicilia y Fernández, 2010)","Spanish","Yo hago ejercicio físico...","I exercise...","leon_guereno_2020_breq_1",NA,NA,"BREQ21","Porque me pongo nervioso si no hago ejercicio regularmente","I get restless if I don’t exercise regularly",NA,2,NA,NA
"leon_guereno_2020_breq","Cuestionario de Regulación de la Conducta en el Ejercicio (BREQ-3), Spanish 23-item version (González-Cutre, Sicilia y Fernández, 2010)","Spanish","Yo hago ejercicio físico...","I exercise...","leon_guereno_2020_breq_1",NA,NA,"BREQ21","Porque me pongo nervioso si no hago ejercicio regularmente","I get restless if I don’t exercise regularly",NA,3,NA,"Sometimes true for me"
"leon_guereno_2020_breq","Cuestionario de Regulación de la Conducta en el Ejercicio (BREQ-3), Spanish 23-item version (González-Cutre, Sicilia y Fernández, 2010)","Spanish","Yo hago ejercicio físico...","I exercise...","leon_guereno_2020_breq_1",NA,NA,"BREQ21","Porque me pongo nervioso si no hago ejercicio regularmente","I get restless if I don’t exercise regularly",NA,4,NA,NA
"leon_guereno_2020_breq","Cuestionario de Regulación de la Conducta en el Ejercicio (BREQ-3), Spanish 23-item version (González-Cutre, Sicilia y Fernández, 2010)","Spanish","Yo hago ejercicio físico...","I exercise...","leon_guereno_2020_breq_1",NA,NA,"BREQ21","Porque me pongo nervioso si no hago ejercicio regularmente","I get restless if I don’t exercise regularly",NA,5,"Totalmente verdadero","Very true for me"
"leon_guereno_2020_breq","Cuestionario de Regulación de la Conducta en el Ejercicio (BREQ-3), Spanish 23-item version (González-Cutre, Sicilia y Fernández, 2010)","Spanish","Yo hago ejercicio físico...","I exercise...","leon_guereno_2020_breq_1",NA,NA,"BREQ22","Porque me resulta placentero y satisfactorio el hacer ejercicio","I get pleasure and satisfaction from participating in exercise",NA,1,"Nada verdadero","Not true for me"
"leon_guereno_2020_breq","Cuestionario de Regulación de la Conducta en el Ejercicio (BREQ-3), Spanish 23-item version (González-Cutre, Sicilia y Fernández, 2010)","Spanish","Yo hago ejercicio físico...","I exercise...","leon_guereno_2020_breq_1",NA,NA,"BREQ22","Porque me resulta placentero y satisfactorio el hacer ejercicio","I get pleasure and satisfaction from participating in exercise",NA,2,NA,NA
"leon_guereno_2020_breq","Cuestionario de Regulación de la Conducta en el Ejercicio (BREQ-3), Spanish 23-item version (González-Cutre, Sicilia y Fernández, 2010)","Spanish","Yo hago ejercicio físico...","I exercise...","leon_guereno_2020_breq_1",NA,NA,"BREQ22","Porque me resulta placentero y satisfactorio el hacer ejercicio","I get pleasure and satisfaction from participating in exercise",NA,3,NA,"Sometimes true for me"
"leon_guereno_2020_breq","Cuestionario de Regulación de la Conducta en el Ejercicio (BREQ-3), Spanish 23-item version (González-Cutre, Sicilia y Fernández, 2010)","Spanish","Yo hago ejercicio físico...","I exercise...","leon_guereno_2020_breq_1",NA,NA,"BREQ22","Porque me resulta placentero y satisfactorio el hacer ejercicio","I get pleasure and satisfaction from participating in exercise",NA,4,NA,NA
"leon_guereno_2020_breq","Cuestionario de Regulación de la Conducta en el Ejercicio (BREQ-3), Spanish 23-item version (González-Cutre, Sicilia y Fernández, 2010)","Spanish","Yo hago ejercicio físico...","I exercise...","leon_guereno_2020_breq_1",NA,NA,"BREQ22","Porque me resulta placentero y satisfactorio el hacer ejercicio","I get pleasure and satisfaction from participating in exercise",NA,5,"Totalmente verdadero","Very true for me"
"leon_guereno_2020_breq","Cuestionario de Regulación de la Conducta en el Ejercicio (BREQ-3), Spanish 23-item version (González-Cutre, Sicilia y Fernández, 2010)","Spanish","Yo hago ejercicio físico...","I exercise...","leon_guereno_2020_breq_1",NA,NA,"BREQ23","Pienso que hacer ejercicio es una pérdida de tiempo","I think exercising is a waste of time",NA,1,"Nada verdadero","Not true for me"
"leon_guereno_2020_breq","Cuestionario de Regulación de la Conducta en el Ejercicio (BREQ-3), Spanish 23-item version (González-Cutre, Sicilia y Fernández, 2010)","Spanish","Yo hago ejercicio físico...","I exercise...","leon_guereno_2020_breq_1",NA,NA,"BREQ23","Pienso que hacer ejercicio es una pérdida de tiempo","I think exercising is a waste of time",NA,2,NA,NA
"leon_guereno_2020_breq","Cuestionario de Regulación de la Conducta en el Ejercicio (BREQ-3), Spanish 23-item version (González-Cutre, Sicilia y Fernández, 2010)","Spanish","Yo hago ejercicio físico...","I exercise...","leon_guereno_2020_breq_1",NA,NA,"BREQ23","Pienso que hacer ejercicio es una pérdida de tiempo","I think exercising is a waste of time",NA,3,NA,"Sometimes true for me"
"leon_guereno_2020_breq","Cuestionario de Regulación de la Conducta en el Ejercicio (BREQ-3), Spanish 23-item version (González-Cutre, Sicilia y Fernández, 2010)","Spanish","Yo hago ejercicio físico...","I exercise...","leon_guereno_2020_breq_1",NA,NA,"BREQ23","Pienso que hacer ejercicio es una pérdida de tiempo","I think exercising is a waste of time",NA,4,NA,NA
"leon_guereno_2020_breq","Cuestionario de Regulación de la Conducta en el Ejercicio (BREQ-3), Spanish 23-item version (González-Cutre, Sicilia y Fernández, 2010)","Spanish","Yo hago ejercicio físico...","I exercise...","leon_guereno_2020_breq_1",NA,NA,"BREQ23","Pienso que hacer ejercicio es una pérdida de tiempo","I think exercising is a waste of time",NA,5,"Totalmente verdadero","Very true for me"
