deposit,table,stratum,wave,slice
10.1371/journal.pone.0230103,chanal_2020_educphy,UNAVAILABLE,1,4
10.1371/journal.pone.0230103,chanal_2020_maths,UNAVAILABLE,1,4
https://osf.io/yuwqx/files/osfstorage,sandoval-Lentisco-impostor-scale-2020,never_assessed,1,4
10.7910/dvn/t5taqa,mental_health_wang_2024_gad,never_assessed,1,4
10.7910/dvn/t5taqa,mental_health_wang_2024_phq,never_assessed,1,4
10.6084/m9.figshare.32519529,cognitive_children_2026,never_assessed,1,5
10.1371/journal.pone.0274513,bukurov_2022_comq12,BLOCKED,1,5
table:robison_2026_retesting_tot,robison_2026_retesting_tot,never_assessed,1,5
10.1371/journal.pone.0291207,twis_2024_adverse_experience_types,UNAVAILABLE,1,5
https://ipip.ori.org/newhexaco_pi_key.htm,hexaco_ashton_2014_a,never_assessed,1,5
https://ipip.ori.org/newhexaco_pi_key.htm,hexaco_ashton_2014_c,never_assessed,1,5
https://ipip.ori.org/newhexaco_pi_key.htm,hexaco_ashton_2014_e,never_assessed,1,5
https://ipip.ori.org/newhexaco_pi_key.htm,hexaco_ashton_2014_h,never_assessed,1,5
https://ipip.ori.org/newhexaco_pi_key.htm,hexaco_ashton_2014_o,never_assessed,1,5
https://ipip.ori.org/newhexaco_pi_key.htm,hexaco_ashton_2014_x,never_assessed,1,5
https://www.cis.es/es/estudios/barometro-sanitario-2025-tercera-oleada-?charttype=bar&cuestionario=18010&muestra=26369&pregunta=657578&variable=1094813,spain_2025_sanitation_aicomfort,never_assessed,1,5
https://www.cis.es/es/estudios/barometro-sanitario-2025-tercera-oleada-?charttype=bar&cuestionario=18010&muestra=26369&pregunta=657578&variable=1094813,spain_2025_sanitation_aiconcern,never_assessed,1,5
https://www.cis.es/es/estudios/barometro-sanitario-2025-tercera-oleada-?charttype=bar&cuestionario=18010&muestra=26369&pregunta=657578&variable=1094813,spain_2025_sanitation_airegulation,never_assessed,1,5
https://www.cis.es/es/estudios/barometro-sanitario-2025-tercera-oleada-?charttype=bar&cuestionario=18010&muestra=26369&pregunta=657578&variable=1094813,spain_2025_sanitation_coordination,never_assessed,1,5
https://www.cis.es/es/estudios/barometro-sanitario-2025-tercera-oleada-?charttype=bar&cuestionario=18010&muestra=26369&pregunta=657578&variable=1094813,spain_2025_sanitation_diagnostics,never_assessed,1,5
https://www.cis.es/es/estudios/barometro-sanitario-2025-tercera-oleada-?charttype=bar&cuestionario=18010&muestra=26369&pregunta=657578&variable=1094813,spain_2025_sanitation_digital,never_assessed,1,5
https://www.cis.es/es/estudios/barometro-sanitario-2025-tercera-oleada-?charttype=bar&cuestionario=18010&muestra=26369&pregunta=657578&variable=1094813,spain_2025_sanitation_hospital,never_assessed,1,5
https://www.cis.es/es/estudios/barometro-sanitario-2025-tercera-oleada-?charttype=bar&cuestionario=18010&muestra=26369&pregunta=657578&variable=1094813,spain_2025_sanitation_mental,never_assessed,1,5
https://www.cis.es/es/estudios/barometro-sanitario-2025-tercera-oleada-?charttype=bar&cuestionario=18010&muestra=26369&pregunta=657578&variable=1094813,spain_2025_sanitation_primary,never_assessed,1,5
https://www.cis.es/es/estudios/barometro-sanitario-2025-tercera-oleada-?charttype=bar&cuestionario=18010&muestra=26369&pregunta=657578&variable=1094813,spain_2025_sanitation_regional,never_assessed,1,5
https://www.cis.es/es/estudios/barometro-sanitario-2025-tercera-oleada-?charttype=bar&cuestionario=18010&muestra=26369&pregunta=657578&variable=1094813,spain_2025_sanitation_services,never_assessed,1,5
https://www.cis.es/es/estudios/barometro-sanitario-2025-tercera-oleada-?charttype=bar&cuestionario=18010&muestra=26369&pregunta=657578&variable=1094813,spain_2025_sanitation_specialist,never_assessed,1,5
https://www.cis.es/es/estudios/barometro-sanitario-2025-tercera-oleada-?charttype=bar&cuestionario=18010&muestra=26369&pregunta=657578&variable=1094813,spain_2025_sanitation_system,never_assessed,1,5
10.3758/s13428-023-02239-6,rating_speed_2025,never_assessed,1,5
10.1371/journal.pone.0149913,wurm_2016_hbi,UNAVAILABLE,1,5
10.17632/whsbpyxy6w,nguyen_2026_autonomy_academic_motivation,never_assessed,1,5
10.17632/whsbpyxy6w,nguyen_2026_autonomy_academic_pressure,never_assessed,1,5
10.17632/whsbpyxy6w,nguyen_2026_autonomy_family_factors,never_assessed,1,5
10.17632/whsbpyxy6w,nguyen_2026_autonomy_school_autonomy_support,never_assessed,1,5
10.17632/whsbpyxy6w,nguyen_2026_autonomy_student_choice,never_assessed,1,5
10.17632/whsbpyxy6w,nguyen_2026_autonomy_student_ownership,never_assessed,1,5
10.17632/whsbpyxy6w,nguyen_2026_autonomy_student_voice,never_assessed,1,5
10.17632/k8zk3xhcjf.1,PPPSSAPIS_Figlova_2021_PSS10,never_assessed,1,5
10.5334/jopd.99,mentalrotation_wolf_2024,never_assessed,1,5
table:zhou_2025_peer_relationship_inventory,zhou_2025_peer_relationship_inventory,never_assessed,1,5
10.6084/m9.figshare.28737626,gao2025_attachment_avoidance,UNAVAILABLE,1,5
10.6084/m9.figshare.28737626,gao2025_family_support,UNAVAILABLE,1,5
10.6084/m9.figshare.28737626,gao2025_sse,UNAVAILABLE,1,5
10.1080/23279095.2023.2235453,dsgi_brinkmann_2022,never_assessed,1,5
10.1007/bf02291262,lsat,UNAVAILABLE,1,5
10.1016/j.paid.2025.113621,sadism_west_2026_cast,never_assessed,1,5
10.1016/j.paid.2025.113621,sadism_west_2026_srp,never_assessed,1,5
table:robison_2026_retesting_orientation,robison_2026_retesting_orientation,never_assessed,1,5
10.1371/journal.pone.0260827,colomer_perez_2021_asa,UNAVAILABLE,1,5
10.7910/dvn/y75cp2,dpt_noncog__psychological_flexibility,UNAVAILABLE,1,5
10.7910/dvn/y75cp2,dpt_noncog__social_intelligence,UNAVAILABLE,1,5
10.3758/s13428-022-01834-3,spelling_assessment_study1,BLOCKED,1,5
10.3758/s13428-022-01834-3,spelling_assessment_study2,BLOCKED,1,5
10.31234/osf.io/36xkp,mhscdc_fried_2020_ps,never_assessed,2,1
10.3758/s13428-025-02724-0,musifeast17_vanderwalle_2025,never_assessed,2,1
10.3390/bs14100928,shi2024_sas,UNAVAILABLE,2,1
10.1371/journal.pone.0331084,shi_2025_resilience,UNAVAILABLE,2,1
10.1037/pas0001354,narcissism_schneider_2025_study1_jauk_emotionality,never_assessed,2,1
10.1037/pas0001354,narcissism_schneider_2025_study1_jauk_extraversion,never_assessed,2,1
10.1037/pas0001354,narcissism_schneider_2025_study1_jauk_honestyhumility,never_assessed,2,1
10.1037/pas0001354,narcissism_schneider_2025_study1_jauk_hsns,never_assessed,2,1
10.1037/pas0001354,narcissism_schneider_2025_study1_jauk_npi,never_assessed,2,1
10.1037/pas0001354,narcissism_schneider_2025_study1_koeberl_hsns,never_assessed,2,1
10.1037/pas0001354,narcissism_schneider_2025_study1_morf_hsns,never_assessed,2,1
10.1037/pas0001354,narcissism_schneider_2025_study2_audit,never_assessed,2,1
10.1037/pas0001354,narcissism_schneider_2025_study2_bfi,never_assessed,2,1
10.1037/pas0001354,narcissism_schneider_2025_study2_cape,never_assessed,2,1
10.1037/pas0001354,narcissism_schneider_2025_study2_det,never_assessed,2,1
10.1037/pas0001354,narcissism_schneider_2025_study2_ffni,never_assessed,2,1
10.1037/pas0001354,narcissism_schneider_2025_study2_hexaco,never_assessed,2,1
10.1037/pas0001354,narcissism_schneider_2025_study2_hsns,never_assessed,2,1
10.1037/pas0001354,narcissism_schneider_2025_study2_idasii,never_assessed,2,1
10.1037/pas0001354,narcissism_schneider_2025_study2_lpfs,never_assessed,2,1
10.1037/pas0001354,narcissism_schneider_2025_study2_narq,never_assessed,2,1
10.1037/pas0001354,narcissism_schneider_2025_study2_npi,never_assessed,2,1
10.1037/pas0001354,narcissism_schneider_2025_study2_phq,never_assessed,2,1
10.1037/pas0001354,narcissism_schneider_2025_study2_pid,never_assessed,2,1
10.1037/pas0001354,narcissism_schneider_2025_study2_pni,never_assessed,2,1
10.1037/pas0001354,narcissism_schneider_2025_study2_rses,never_assessed,2,1
10.1037/pas0001354,narcissism_schneider_2025_study2_shs,never_assessed,2,1
10.1037/pas0001354,narcissism_schneider_2025_study2_swls,never_assessed,2,1
10.1037/pas0001354,narcissism_schneider_2025_study2_who,never_assessed,2,1
https://github.com/philchalmers/mirt/blob/main/data/sat12.rdata,sat12_wilson_2003,UNAVAILABLE,2,1
10.17632/mhfkgs7z3c,khulwa_2025_algorithm_awareness,never_assessed,2,1
10.17632/mhfkgs7z3c,khulwa_2025_engagement,never_assessed,2,1
10.17632/mhfkgs7z3c,khulwa_2025_motivation_1,never_assessed,2,1
10.17632/mhfkgs7z3c,khulwa_2025_motivation_2,never_assessed,2,1
10.17632/mhfkgs7z3c,khulwa_2025_motivation_3,never_assessed,2,1
10.17632/mhfkgs7z3c,khulwa_2025_motivation_4,never_assessed,2,1
10.3758/s13428-025-02611-8,rrca_mcneish_2025_bdi,never_assessed,2,1
10.3758/s13428-025-02611-8,rrca_mcneish_2025_exp,never_assessed,2,1
10.3758/s13428-025-02611-8,rrca_mcneish_2025_sen,never_assessed,2,1
10.3758/s13428-025-02611-8,rrca_mcneish_2025_use,never_assessed,2,1
10.3389/fendo.2024.1390564,gan_2024_alexithymia,never_assessed,2,1
10.3389/fendo.2024.1390564,gan_2024_depression,never_assessed,2,1
10.1371/journal.pone.0346229,wang_2026_technology_anxiety,UNAVAILABLE,2,1
10.1371/journal.pone.0246875,dolzdelcastellar_2021_eds,UNAVAILABLE,2,1
10.7910/dvn/hxi9sz,sekowski_2025_mast,never_assessed,2,1
10.7910/dvn/hxi9sz,sekowski_2025_pies,never_assessed,2,1
10.3758/s13428-023-02323-x,wilmer-mrmet-and-rmet-validation-data-set-2022,never_assessed,2,1
10.3758/s13428-023-02323-x,wilmer-mrmet-normative-data-set-2022,never_assessed,2,1
10.3758/s13428-023-02323-x,wilmer-rmet-normative-data-set-2022,never_assessed,2,1
https://www.cis.es/es/estudios/desinformacion-y-humor?cuestionario=18047&muestra=26461&pregunta=660164&variable=1110003&charttype=bar,spain_2026_disinformation_concern,never_assessed,2,1
https://www.cis.es/es/estudios/desinformacion-y-humor?cuestionario=18047&muestra=26461&pregunta=660164&variable=1110003&charttype=bar,spain_2026_disinformation_hostility,never_assessed,2,1
https://www.cis.es/es/estudios/desinformacion-y-humor?cuestionario=18047&muestra=26461&pregunta=660164&variable=1110003&charttype=bar,spain_2026_disinformation_humorclimate,never_assessed,2,1
https://www.cis.es/es/estudios/desinformacion-y-humor?cuestionario=18047&muestra=26461&pregunta=660164&variable=1110003&charttype=bar,spain_2026_disinformation_humorlimits,never_assessed,2,1
https://www.cis.es/es/estudios/desinformacion-y-humor?cuestionario=18047&muestra=26461&pregunta=660164&variable=1110003&charttype=bar,spain_2026_disinformation_humorperception,never_assessed,2,1
https://www.cis.es/es/estudios/desinformacion-y-humor?cuestionario=18047&muestra=26461&pregunta=660164&variable=1110003&charttype=bar,spain_2026_disinformation_memes,never_assessed,2,1
https://www.cis.es/es/estudios/desinformacion-y-humor?cuestionario=18047&muestra=26461&pregunta=660164&variable=1110003&charttype=bar,spain_2026_disinformation_offense,never_assessed,2,1
https://www.cis.es/es/estudios/desinformacion-y-humor?cuestionario=18047&muestra=26461&pregunta=660164&variable=1110003&charttype=bar,spain_2026_disinformation_personalhumor,never_assessed,2,1
https://www.cis.es/es/estudios/desinformacion-y-humor?cuestionario=18047&muestra=26461&pregunta=660164&variable=1110003&charttype=bar,spain_2026_disinformation_regulation,never_assessed,2,1
https://www.inegi.org.mx/programas/encig/2023/#microdatos,mexico_2023_quality_buses,never_assessed,2,1
https://www.inegi.org.mx/programas/encig/2023/#microdatos,mexico_2023_quality_cablecars,never_assessed,2,1
https://www.inegi.org.mx/programas/encig/2023/#microdatos,mexico_2023_quality_confidence,never_assessed,2,1
https://www.inegi.org.mx/programas/encig/2023/#microdatos,mexico_2023_quality_corruption,never_assessed,2,1
https://www.inegi.org.mx/programas/encig/2023/#microdatos,mexico_2023_quality_electricgovernment,never_assessed,2,1
https://www.inegi.org.mx/programas/encig/2023/#microdatos,mexico_2023_quality_generalcorruption,never_assessed,2,1
https://www.inegi.org.mx/programas/encig/2023/#microdatos,mexico_2023_quality_health,never_assessed,2,1
https://www.inegi.org.mx/programas/encig/2023/#microdatos,mexico_2023_quality_healthservice,never_assessed,2,1
https://www.inegi.org.mx/programas/encig/2023/#microdatos,mexico_2023_quality_highways,never_assessed,2,1
https://www.inegi.org.mx/programas/encig/2023/#microdatos,mexico_2023_quality_homelightning,never_assessed,2,1
https://www.inegi.org.mx/programas/encig/2023/#microdatos,mexico_2023_quality_low,never_assessed,2,1
https://www.inegi.org.mx/programas/encig/2023/#microdatos,mexico_2023_quality_parks,never_assessed,2,1
https://www.inegi.org.mx/programas/encig/2023/#microdatos,mexico_2023_quality_police,never_assessed,2,1
https://www.inegi.org.mx/programas/encig/2023/#microdatos,mexico_2023_quality_roads,never_assessed,2,1
https://www.inegi.org.mx/programas/encig/2023/#microdatos,mexico_2023_quality_schooling,never_assessed,2,1
https://www.inegi.org.mx/programas/encig/2023/#microdatos,mexico_2023_quality_streets,never_assessed,2,1
https://www.inegi.org.mx/programas/encig/2023/#microdatos,mexico_2023_quality_trains,never_assessed,2,1
https://www.inegi.org.mx/programas/encig/2023/#microdatos,mexico_2023_quality_transportationstations,never_assessed,2,1
https://www.inegi.org.mx/programas/encig/2023/#microdatos,mexico_2023_quality_trash,never_assessed,2,1
https://www.inegi.org.mx/programas/encig/2023/#microdatos,mexico_2023_quality_university,never_assessed,2,1
https://www.inegi.org.mx/programas/encig/2023/#microdatos,mexico_2023_quality_wellbeing,never_assessed,2,1
https://www.inegi.org.mx/programas/encig/2023/#microdatos,mexico_2023_quality_wellbeingservice,never_assessed,2,1
10.1080/00223891.2019.1591425,kemp_2019_mss_disorganized,never_assessed,2,1
10.1080/00223891.2019.1591425,kemp_2019_mss_negative,never_assessed,2,1
10.1080/00223891.2019.1591425,kemp_2019_mss_positive,never_assessed,2,1
10.1371/journal.pone.0312597,wu_2024_proactive_personality,UNAVAILABLE,2,1
10.1371/journal.pone.0312597,wu_2024_self_control,UNAVAILABLE,2,1
10.1371/journal.pone.0312597,wu_2024_video_addiction,UNAVAILABLE,2,1
10.7717/peerj.16246,arzamoncunill_2023_epq_admin,UNAVAILABLE,2,1
10.3758/s13428-025-02839-4,petley_2025_flanker_study1_childwoman,never_assessed,2,1
10.3758/s13428-025-02839-4,petley_2025_flanker_study1_girlman,never_assessed,2,1
10.3758/s13428-025-02839-4,petley_2025_flanker_study1_manwoman,never_assessed,2,1
10.3758/s13428-025-02839-4,petley_2025_flanker_study2_auditory,never_assessed,2,1
10.3758/s13428-025-02839-4,petley_2025_flanker_study2_visual,never_assessed,2,1
10.17632/tpgsnk4928,khoa_2023_assurance,never_assessed,2,1
10.17632/tpgsnk4928,khoa_2023_knowledge_acquisition,never_assessed,2,1
10.17632/tpgsnk4928,khoa_2023_knowledge_dissemination,never_assessed,2,1
10.17632/tpgsnk4928,khoa_2023_knowledge_use,never_assessed,2,1
10.17632/tpgsnk4928,khoa_2023_teaching_materials,never_assessed,2,1
https://www.cis.es/es/estudios/postelectoral-elecciones-autonomicas-2026-comunidad-autonoma-de-andalucia?cuestionario=18056&muestra=26478&pregunta=660701&variable=1112721&charttype=bar,spain_2026_elections_campaign,never_assessed,2,2
https://www.cis.es/es/estudios/postelectoral-elecciones-autonomicas-2026-comunidad-autonoma-de-andalucia?cuestionario=18056&muestra=26478&pregunta=660701&variable=1112721&charttype=bar,spain_2026_elections_garcia,never_assessed,2,2
https://www.cis.es/es/estudios/postelectoral-elecciones-autonomicas-2026-comunidad-autonoma-de-andalucia?cuestionario=18056&muestra=26478&pregunta=660701&variable=1112721&charttype=bar,spain_2026_elections_gavira,never_assessed,2,2
https://www.cis.es/es/estudios/postelectoral-elecciones-autonomicas-2026-comunidad-autonoma-de-andalucia?cuestionario=18056&muestra=26478&pregunta=660701&variable=1112721&charttype=bar,spain_2026_elections_leaderscampaign,never_assessed,2,2
https://www.cis.es/es/estudios/postelectoral-elecciones-autonomicas-2026-comunidad-autonoma-de-andalucia?cuestionario=18056&muestra=26478&pregunta=660701&variable=1112721&charttype=bar,spain_2026_elections_maillo,never_assessed,2,2
https://www.cis.es/es/estudios/postelectoral-elecciones-autonomicas-2026-comunidad-autonoma-de-andalucia?cuestionario=18056&muestra=26478&pregunta=660701&variable=1112721&charttype=bar,spain_2026_elections_montero,never_assessed,2,2
https://www.cis.es/es/estudios/postelectoral-elecciones-autonomicas-2026-comunidad-autonoma-de-andalucia?cuestionario=18056&muestra=26478&pregunta=660701&variable=1112721&charttype=bar,spain_2026_elections_moreno,never_assessed,2,2
10.31234/osf.io/mzwps,meng-competitiveness-2023,never_assessed,2,2
table:schoen_2021_bmtl_fip,schoen_2021_bmtl_fip,never_assessed,2,2
10.25403/upresearchdata.24784086,mthimkhulu_2023_pirls_reading,never_assessed,2,2
upcoming,parenting_anunciacao_2025_affect,never_assessed,2,2
upcoming,parenting_anunciacao_2025_goals,never_assessed,2,2
upcoming,parenting_anunciacao_2025_material_rewards,never_assessed,2,2
upcoming,parenting_anunciacao_2025_materialism,never_assessed,2,2
upcoming,parenting_anunciacao_2025_rejection,never_assessed,2,2
upcoming,parenting_anunciacao_2025_values,never_assessed,2,2
10.1159/000546101,dwyer_2025_genomics_ec,never_assessed,2,2
10.1159/000546101,dwyer_2025_genomics_gec,never_assessed,2,2
10.1159/000546101,dwyer_2025_genomics_os,never_assessed,2,2
10.1159/000546101,dwyer_2025_genomics_pb,never_assessed,2,2
10.1159/000546101,dwyer_2025_genomics_pc,never_assessed,2,2
10.1159/000546101,dwyer_2025_genomics_sjc,never_assessed,2,2
10.1111/cdev.14263,heise_2024_mental_divbeliefs,never_assessed,2,2
10.1111/cdev.14263,heise_2024_mental_divdesires,never_assessed,2,2
10.1111/cdev.14263,heise_2024_mental_falsebel,never_assessed,2,2
10.1111/cdev.14263,heise_2024_mental_falsesign,never_assessed,2,2
10.1111/cdev.14263,heise_2024_mental_knowaccess,never_assessed,2,2
10.1111/cdev.14263,heise_2024_mental_knowexpert,never_assessed,2,2
10.1111/cdev.14263,heise_2024_mental_truebel,never_assessed,2,2
10.1111/cdev.14263,heise_2024_mental_vpt,never_assessed,2,2
10.1371/journal.pone.0257303,tanck_2021_bcq,BLOCKED,2,2
10.1371/journal.pone.0197276,dominguez_2018_itl,UNAVAILABLE,2,2
10.7910/dvn/edevgy,galindo_2023_beliefs,AVAILABLE,2,2
10.7910/dvn/edevgy,galindo_2023_emotional_intelligence,AVAILABLE,2,2
10.7910/dvn/edevgy,galindo_2023_loneliness,AVAILABLE,2,2
10.7910/dvn/edevgy,galindo_2023_social_support,AVAILABLE,2,2
10.7910/dvn/sq8pjy,huang_2023_medseq,never_assessed,2,2
10.1371/journal.pone.0249815,daiku_2021_lying_frequency,BLOCKED,2,2
10.1371/journal.pone.0314338,liu_2025_jjqx,UNAVAILABLE,2,2
10.1371/journal.pone.0314338,liu_2025_perceived_competence,UNAVAILABLE,2,2
10.1371/journal.pone.0314338,liu_2025_teacher_support,UNAVAILABLE,2,2
10.1371/journal.pone.0314338,liu_2025_xljk,UNAVAILABLE,2,2
10.1371/journal.pone.0314338,liu_2025_ydlq,UNAVAILABLE,2,2
10.51561/cspsych.68.1.30,APFCompact_Ptacek_2024_AAQ_II,never_assessed,2,2
10.51561/cspsych.68.1.30,APFCompact_Ptacek_2024_SWLS,never_assessed,2,2
10.3758/s13428-024-02444-x,emoji_scheffler_2024,never_assessed,2,2
10.1371/journal.pone.0211053,silk_2019_hyperactive,never_assessed,2,2
10.1371/journal.pone.0211053,silk_2019_inattentive,never_assessed,2,2
10.5281/zenodo.17159652,hahn_2025_sqc,never_assessed,2,2
10.3758/s13428-025-02743-x,peters_2025_att_exp_eval,BLOCKED,2,2
10.3758/s13428-025-02743-x,peters_2025_att_instr_strength,BLOCKED,2,2
10.3758/s13428-025-02743-x,peters_2025_ciberlite,BLOCKED,2,2
10.3758/s13428-025-02743-x,peters_2025_gen_risk_eval,BLOCKED,2,2
10.3758/s13428-025-02743-x,peters_2025_hw_frequency,BLOCKED,2,2
10.3758/s13428-025-02743-x,peters_2025_hw_intensity,BLOCKED,2,2
10.3758/s13428-025-02743-x,peters_2025_nrm_desc_behavior,BLOCKED,2,2
10.3758/s13428-025-02743-x,peters_2025_nrm_desc_ident,BLOCKED,2,2
10.3758/s13428-025-02743-x,peters_2025_nrm_inj_motivation,BLOCKED,2,2
10.3758/s13428-025-02743-x,peters_2025_pbc_skill_import,BLOCKED,2,2
10.3758/s13428-025-02743-x,peters_2025_pbc_skill_prob,BLOCKED,2,2
10.3758/s13428-025-02743-x,peters_2025_si_current,BLOCKED,2,2
10.3758/s13428-025-02743-x,peters_2025_si_intention,BLOCKED,2,2
10.3758/s13428-025-02743-x,peters_2025_si_trigger,BLOCKED,2,2
10.3758/s13428-025-02743-x,peters_2025_work_precautions,BLOCKED,2,2
https://osf.io/ymj6u,DbdIFdM_Puga_2021,never_assessed,2,2
10.1371/journal.pone.0289123,tran_2023_gi_symptoms,UNAVAILABLE,2,2
10.7910/dvn/ioa6ee,goldberg_2018_spa_beliefs_about_intelligence,never_assessed,2,3
10.7910/dvn/ioa6ee,goldberg_2018_spa_bfi_forced_choice,never_assessed,2,3
10.7910/dvn/ioa6ee,goldberg_2018_spa_changeability,never_assessed,2,3
10.7910/dvn/ioa6ee,goldberg_2018_spa_cultural_familiarity,never_assessed,2,3
10.7910/dvn/ioa6ee,goldberg_2018_spa_ipip,never_assessed,2,3
10.7910/dvn/ioa6ee,goldberg_2018_spa_medical_history,never_assessed,2,3
10.7910/dvn/ioa6ee,goldberg_2018_spa_skill_proficiency,never_assessed,2,3
10.7910/dvn/ioa6ee,goldberg_2018_spa_skills,never_assessed,2,3
10.7910/dvn/ioa6ee,goldberg_2018_spa_speo,never_assessed,2,3
10.7910/dvn/ioa6ee,goldberg_2018_spa_spey,never_assessed,2,3
10.7910/dvn/ioa6ee,goldberg_2018_spa_talents,never_assessed,2,3
10.1016/j.dib.2020.106395,kfcovid_pss_Li2020,never_assessed,2,3
10.7910/dvn/ymbild,goldberg_2018_hpi,never_assessed,2,3
10.5281/zenodo.18601426,atik_2026_climate_anxiety,never_assessed,2,3
10.5281/zenodo.18601426,atik_2026_psych_resilience,never_assessed,2,3
10.3758/s13428-025-02709-z,moralvignettes_rakhmankulova_2025,never_assessed,2,3
10.1371/journal.pone.0323656,duong_2025_tbl_confidence,UNAVAILABLE,2,3
10.1371/journal.pone.0323656,duong_2025_tbl_experience,UNAVAILABLE,2,3
https://www.cis.es/es/estudios/felicidad-y-valores-sociales?cuestionario=17899&muestra=26100&pregunta=648979&variable=1053342&charttype=bar,spain_2024_values_difficulty,never_assessed,2,3
https://www.cis.es/es/estudios/felicidad-y-valores-sociales?cuestionario=17899&muestra=26100&pregunta=648979&variable=1053342&charttype=bar,spain_2024_values_institutions,never_assessed,2,3
https://www.cis.es/es/estudios/felicidad-y-valores-sociales?cuestionario=17899&muestra=26100&pregunta=648979&variable=1053342&charttype=bar,spain_2024_values_meaning,never_assessed,2,3
https://www.cis.es/es/estudios/felicidad-y-valores-sociales?cuestionario=17899&muestra=26100&pregunta=648979&variable=1053342&charttype=bar,spain_2024_values_political,never_assessed,2,3
https://www.cis.es/es/estudios/felicidad-y-valores-sociales?cuestionario=17899&muestra=26100&pregunta=648979&variable=1053342&charttype=bar,spain_2024_values_values,never_assessed,2,3
10.1371/journal.pone.0248591,tuason_2021_sense_of_agency,BLOCKED,2,3
10.1038/s41598-024-63589-5,tang_2024_academic_satisfaction,never_assessed,2,3
10.1038/s41598-024-63589-5,tang_2024_caregiver_child_attachment,never_assessed,2,3
10.1038/s41598-024-63589-5,tang_2024_caregiver_child_communication,never_assessed,2,3
10.1038/s41598-024-63589-5,tang_2024_caregiver_child_conflict,never_assessed,2,3
10.1038/s41598-024-63589-5,tang_2024_caregiver_child_regulation,never_assessed,2,3
10.1038/s41598-024-63589-5,tang_2024_environmental_support,never_assessed,2,3
10.1038/s41598-024-63589-5,tang_2024_goal_progress,never_assessed,2,3
10.1038/s41598-024-63589-5,tang_2024_outcome_expectations,never_assessed,2,3
10.1038/s41598-024-63589-5,tang_2024_panas_negative,never_assessed,2,3
10.1038/s41598-024-63589-5,tang_2024_panas_positive,never_assessed,2,3
10.1038/s41598-024-63589-5,tang_2024_self_construal,never_assessed,2,3
10.1038/s41598-024-63589-5,tang_2024_self_efficacy,never_assessed,2,3
10.1038/s41598-024-63589-5,tang_2024_swls,never_assessed,2,3
10.1371/journal.pone.0335734,page_2025_portrait10,BLOCKED,2,3
table:schoen_2021_bmtl_transmissionist,schoen_2021_bmtl_transmissionist,never_assessed,2,3
10.7910/dvn/z4wmfe,gilbert_meta_20,UNAVAILABLE,2,3
10.7910/dvn/vftk3k,thomeczek2025_les,never_assessed,2,3
10.1037/0022-3514.92.6.1087,grit,never_assessed,2,3
10.1145/2827872,ml_harper_2015,never_assessed,2,3
10.7910/dvn/f3ks7m,PSR-P_Scale_Intimacy_Hakim_2018_Study2_PSI,never_assessed,2,3
10.7910/dvn/f3ks7m,PSR-P_Scale_Intimacy_Hakim_2018_Study2_PSR,never_assessed,2,3
10.7910/dvn/f3ks7m,PSR-P_Scale_Intimacy_Hakim_2018_Study3,never_assessed,2,3
10.1371/journal.pone.0346696,zeng_2026_gai_exploration,UNAVAILABLE,2,3
10.3758/s13428-021-01680-9,matzke-etal-2019,never_assessed,2,3
10.3758/s13428-021-01680-9,matzke-experiment1-2022,never_assessed,2,3
10.3758/s13428-021-01680-9,matzke-experiment2-2022,never_assessed,2,3
10.3758/s13428-021-01680-9,matzke-experiment3-gamified-2022,never_assessed,2,3
10.3758/s13428-021-01680-9,matzke-experiment3-standard,never_assessed,2,3
table:robison_2026_retesting_symspan,robison_2026_retesting_symspan,never_assessed,2,3
10.1007/s00184-015-0542-z,immer09_immer,UNAVAILABLE,2,3
10.3758/s13428-025-02852-7,kay_2025_antonyms,never_assessed,2,4
10.6084/m9.figshare.32090683,che_2026_social_support,UNAVAILABLE,2,4
10.6084/m9.figshare.32090683,che_2026_social_wellbeing,UNAVAILABLE,2,4
10.6084/m9.figshare.32090683,che_2026_upward_social_comparison,UNAVAILABLE,2,4
10.6084/m9.figshare.32090683,che_2026_upward_social_identity,UNAVAILABLE,2,4
10.1371/journal.pone.0288563,gillman_2023_appraisals,UNAVAILABLE,2,4
10.1371/journal.pone.0238437,lee_2020_vr_usability,UNAVAILABLE,2,4
10.33009/ldbase.1667941609.e3ab,cure_data,never_assessed,2,4
table:FomoNegativeAffect_cremer_2026_fomo,FomoNegativeAffect_cremer_2026_fomo,never_assessed,2,4
10.7910/dvn/osxhwe,alloubani_2021_stai_state,never_assessed,2,4
10.7910/dvn/osxhwe,alloubani_2021_stai_trait,never_assessed,2,4
10.1371/journal.pone.0326490,ni_2025_knowledge_transfer,UNAVAILABLE,2,4
10.1371/journal.pone.0326490,ni_2025_relationship_network,UNAVAILABLE,2,4
10.17632/jkwhf3ys6z,szabo_2025_bwas,never_assessed,2,4
10.17632/jkwhf3ys6z,szabo_2025_family_conflict,never_assessed,2,4
10.17632/jkwhf3ys6z,szabo_2025_molbi,never_assessed,2,4
10.17632/jkwhf3ys6z,szabo_2025_passion,never_assessed,2,4
10.17632/jkwhf3ys6z,szabo_2025_pss4,never_assessed,2,4
10.17632/jkwhf3ys6z,szabo_2025_wellbeing,never_assessed,2,4
10.17632/jkwhf3ys6z,szabo_2025_work_addiction,never_assessed,2,4
10.17632/jkwhf3ys6z,szabo_2025_work_conflict,never_assessed,2,4
