"instrument","family","verdict","rule","clause","source_url","source_sha256","fetched","match_item_text","match_item_code","notes"
"Reading comprehension: Vermeiren et al. own test plus third-party texts (Griffin et al. 2008 ice-age text, KM test, Yeari & van den Broek adapted texts, AFOQT)","","block","2026-09-25 irw#2382 re-audit triage (waves 7); DRAFT for Ben to ratify; irw#1945 reserve-a-right test","The materials on this website is subject to the following CC license: CC BY-NC-SA 4.0","https://osf.io/download/29uh5/","1c96df5fcc840ebf7e2147ea7f13820fcda223ef78eb55cb505972dfed43248b","2026-09-25","","","1 table(s): vermeiren_2022_comp"
"RMET (36) + MRMET (37) combined, 73 items","","block","2026-09-25 irw#2382 re-audit triage (waves 2); DRAFT for Ben to ratify; irw#1945 reserve-a-right test","You can download them below provided that they are used for research purposes and not for commercial use ... You may not adapt or modify any of these tests, unless permission has been given by the Autism Research Centre.","https://www.autismresearchcentre.com/research/tests/","f545bc65b9dbdfffa64bcf7ea49114e408a4549050b62110a1e3e3870cca7cae","2026-09-25","","","1 table(s): wilmer-mrmet-and-rmet-validation-data-set-2022"
"Self-Reflection and Insight Scale (SRIS, 20 items; Grant, Franklin & Langford 2002)","","block","2026-09-25 irw#2382 re-audit triage (waves 4); DRAFT for Ben to ratify; irw#1945 reserve-a-right test","Permission is freely granted to use this scale for research and therapeutic/coaching purpose. Commercial use of this scale requires written permission from A. M .Grant.","https://osf.io/download/ytg7a/","0f029fd3c695d8f8bbd36fc716bedf9c37b4e0d35f087711819499a0e8d3adb3","2026-09-25","","","1 table(s): sris_silvia2022"
"Self-Report Psychopathy Scale (SRP-III / SRP 4, 64 items), Paulhus, Neumann & Hare","","block","2026-09-25 irw#2382 re-audit triage (waves 1); DRAFT for Ben to ratify; irw#1945 reserve-a-right test","SRP 4 ... Qualification Level B ... SRP 4 Full length (64 item QuikScore) This form is used to record ratings for an individual each of the 64 SRP 4 items","https://storefront.mhs.com/collections/srp-4","dbaf241ce2778deebd5b4a5a599916dfe88e13f7f3baa6615e76c91e87cf34e5","2026-09-25","","","1 table(s): sadism_west_2026_srp"
"Sense of Belonging scale (6 items), Meeuwisse, Severiens & Born (2010)","","block","2026-09-25 irw#2382 re-audit triage (waves 6); DRAFT for Ben to ratify; irw#1945 reserve-a-right test","Open Access This article is distributed under the terms of the Creative Commons Attribution Noncommercial License which permits any noncommercial use, distribution, and reproduction","https://repub.eur.nl/pub/65716/art-3A10.1007-2Fs11162-010-9168-1.pdf","531006973d04a97886e2a9f294287572fb76843ba72535e00d373dafda30ffcb","2026-09-25","","","1 table(s): dopmeijer_2022_sense_belonging"
"Self-Report Psychopathy Scale 4th ed. (SRP-4; Paulhus, Neumann & Hare), 64 items","","block","2026-09-25 irw#2382 re-audit triage (waves 1); DRAFT for Ben to ratify; irw#1945 reserve-a-right test","Printing or reproducing copyrighted materials or content including test items, scales, and scoring algorithms is prohibited by law and by these Terms and Conditions of Sale and Use.","https://storefront.mhs.com/policies/terms-of-service","6e43303404de3b28a02a2863777c9b756565d0b0d4f9f50d0edd75113774b767","2026-09-25","","","1 table(s): hyatt_2023_aggression_s3_srp4"
"Short Grit Scale (Grit-S, 8 items), Duckworth & Quinn 2009 -- INFERRED","","block","2026-09-25 irw#2382 re-audit triage (waves 6); DRAFT for Ben to ratify; irw#1945 reserve-a-right test","These scales are copyrighted. They cannot be published or used for commercial purposes or wide public distribution.","https://angeladuckworth.com/measures","a807eb3ca8a466ab0365c45fe855a5a7dd0b13b3f31cf0afbf8e0d7e4109dcb4","2026-09-25","","","1 table(s): peng_2024_grit"
"Short O-LIFE (Mason, Linney & Claridge 2005), 42 items","","block","2026-09-25 irw#2382 re-audit triage (waves 7); DRAFT for Ben to ratify; irw#1945 reserve-a-right test","It seems that the short O-LIFE can be used for research, but you need to acknowledge the authors and their research paper when writing about it","https://www.psytoolkit.org/survey-library/schizotypy-short-olife.html","f2f7edc7f5c44de02ec45e508144ab30fd0faddb3780187d4862f96f73fb7c91","2026-09-25","","","1 table(s): SPQVS_Barnby_2017_OLIFE"
"SF-12v2 Health Survey, Italian release (Ware et al. 2002; QualityMetric/Optum, now IQVIA COA)","","block","2026-09-25 irw#2382 re-audit triage (waves 4); DRAFT for Ben to ratify; irw#1945 reserve-a-right test","Use for professional, clinical, or research requires paid access and licensing agreement.","https://www.sralab.org/rehabilitation-measures/short-form-12-item-version-2-health-survey","1d17fcfbde8f6d5b56e1a28b87440b1ce14a025c29170a8449b64ca13403a710","2026-09-25","","","1 table(s): SF12_MLCIRTwithin"
"Reading Frequency Questionnaire (24 questions, 6 factors; Vermeiren et al.)","","block","2026-09-25 irw#2382 re-audit triage (waves 7); DRAFT for Ben to ratify; irw#1945 reserve-a-right test","The materials on this website is subject to the following CC license: CC BY-NC-SA 4.0","https://osf.io/download/29uh5/","1c96df5fcc840ebf7e2147ea7f13820fcda223ef78eb55cb505972dfed43248b","2026-09-25","","","1 table(s): vermeiren_2022_rf"
"Smartphone Addiction Inventory (SPAI), Spanish adaptation, 26 items","","block","2026-09-25 irw#2382 re-audit triage (waves 8); DRAFT for Ben to ratify; irw#1945 reserve-a-right test","conducted by Lin with the permission of Chen","","","2026-09-25","","","1 table(s): simo_sanz_2018_spai"
"Simplified Coping Style Questionnaire (SCSQ; Xie 1998)","","block","2026-09-25 irw#2382 re-audit triage (waves 6); DRAFT for Ben to ratify; irw#1945 reserve-a-right test","it is necessary for you to take the permission of scales from their representative authors before use because copyrights are reserved by the respected authors.","https://psychologyroots.com/simplified-coping-styles-questionnaire/","7aab3adcd35bfec5fbc7fd311744b3451fcb663bfb5d7d7e3f93a20f87ac2f49","2026-09-25","","","1 table(s): gao_2022_scsq"
"Social curiosity (5DC); Chinese/English adapted items, Chen et al. 2025 PeerJ 10.7717/peerj.19684","","block","2026-09-25 irw#2382 re-audit triage (waves 4); DRAFT for Ben to ratify; irw#1945 reserve-a-right test","distributed under the terms of the Creative Commons Attribution License, which permits using, remixing, and building upon the work non-commercially","https://creativecommons.org/licenses/by-nc/4.0/","4d5fb70d12bf38f6ab5aafa3a6d347a2ed113359067b407f170002a4a0192f8b","2026-09-25","","","1 table(s): chen_2024_sc"
"Social media usage; Chinese/English adapted items, Chen et al. 2025 PeerJ 10.7717/peerj.19684","","block","2026-09-25 irw#2382 re-audit triage (waves 4); DRAFT for Ben to ratify; irw#1945 reserve-a-right test","distributed under the terms of the Creative Commons Attribution License, which permits using, remixing, and building upon the work non-commercially","https://creativecommons.org/licenses/by-nc/4.0/","4d5fb70d12bf38f6ab5aafa3a6d347a2ed113359067b407f170002a4a0192f8b","2026-09-25","","","1 table(s): chen_2024_smu"
"StuVoc vocabulary tests (Vermeiren et al.) plus LexTALE word/nonword items","","block","2026-09-25 irw#2382 re-audit triage (waves 7); DRAFT for Ben to ratify; irw#1945 reserve-a-right test","The materials on this website is subject to the following CC license: CC BY-NC-SA 4.0","https://osf.io/download/29uh5/","1c96df5fcc840ebf7e2147ea7f13820fcda223ef78eb55cb505972dfed43248b","2026-09-25","","","1 table(s): vermeiren_2022_vocab"
"Student Well-Being Scale in Higher Education (Turkish, 19 items; Seki, Kocar & Dilmac) + ls1-5 + wb1-14","","block","2026-09-25 irw#2382 re-audit triage (waves 5); DRAFT for Ben to ratify; irw#1945 reserve-a-right test","Geliştirdiğim(iz) / uyarladığım(ız) ölçme aracının bilimsel araştırmalarda kullanılması için sorumlu yazara araştırmanın amacı ile bilgi notu içeren bir e-posta gönderilerek izin alınması zorunludur.","https://toad.halileksi.net/olcek/yuksekogretimde-ogrenci-iyi-olus-olcegi/","3488f42ea68bff21d5ba20a9415f167539692a50d3f7113188cd5f446ec50558","2026-09-25","","","1 table(s): wellbeing_kocar_2025"
"Socially Desirable Response Set Five-Item Survey (SDRS-5), Hays, Hayashi & Stewart 1989 (RAND), Czech version","","block","2026-09-25 irw#2382 re-audit triage (waves 6); DRAFT for Ben to ratify; irw#1945 reserve-a-right test","RAND does not charge or require permission for non-commercial use of these surveys. For queries about commercial use, please contact permissions@rand.org.","https://www.rand.org/health-care/surveys_tools/sdrs.html","9254fe7e93c2b10e0af2c1feb0daf1ffbf17b606714a8b01bdf89b562f295689","2026-09-25","","","1 table(s): teq_novak_2021_socdes"
"Sport enjoyment; Chinese/English adapted items, Chen et al. 2025 PeerJ 10.7717/peerj.19684","","block","2026-09-25 irw#2382 re-audit triage (waves 4); DRAFT for Ben to ratify; irw#1945 reserve-a-right test","distributed under the terms of the Creative Commons Attribution License, which permits using, remixing, and building upon the work non-commercially","https://creativecommons.org/licenses/by-nc/4.0/","4d5fb70d12bf38f6ab5aafa3a6d347a2ed113359067b407f170002a4a0192f8b","2026-09-25","","","1 table(s): chen_2024_spe"
"Thrill seeking (5DC); Chinese/English adapted items, Chen et al. 2025 PeerJ 10.7717/peerj.19684","","block","2026-09-25 irw#2382 re-audit triage (waves 4); DRAFT for Ben to ratify; irw#1945 reserve-a-right test","distributed under the terms of the Creative Commons Attribution License, which permits using, remixing, and building upon the work non-commercially","https://creativecommons.org/licenses/by-nc/4.0/","4d5fb70d12bf38f6ab5aafa3a6d347a2ed113359067b407f170002a4a0192f8b","2026-09-25","","","1 table(s): chen_2024_ts"
"Teachers' Sense of Efficacy Scale, short form (12 items), Tschannen-Moran & Hoy 2001","","block","2026-09-25 irw#2382 re-audit triage (waves 5); DRAFT for Ben to ratify; irw#1945 reserve-a-right test","You have my permission to use the Teacher Sense of Efficacy Scale ... in your research ... There is no cost for the measure when used for scholarly research.","https://wmit-pages-prod.s3.amazonaws.com/wp-content/uploads/sites/102/2026/01/19183444/TSES_Generic_Permission.pdf","4da3239ab10fccc1a4582d9d6bbade8462dd1e47842fdb9f5040b73657fba53b","2026-09-25","","","1 table(s): shao_2025_teacher_efficacy"
"UPPS-P short (SUPPS-P, 20 items), Cyders et al. 2014","","block","2026-09-25 irw#2382 re-audit triage (waves 6); DRAFT for Ben to ratify; irw#1945 reserve-a-right test","The authors have permission to use the MCQ and UPPS from the copyright holders.","https://www.ebi.ac.uk/europepmc/webservices/rest/PMC11892457/fullTextXML","b01149e9c2894154054b8c95e6e9702a09f728314ee27b7e916dc1ae9cc2503d","2026-09-25","","","1 table(s): allen_2025_upps"
"Transformation of time (flow); Chinese/English adapted items, Chen et al. 2025 PeerJ 10.7717/peerj.19684","","block","2026-09-25 irw#2382 re-audit triage (waves 4); DRAFT for Ben to ratify; irw#1945 reserve-a-right test","distributed under the terms of the Creative Commons Attribution License, which permits using, remixing, and building upon the work non-commercially","https://creativecommons.org/licenses/by-nc/4.0/","4d5fb70d12bf38f6ab5aafa3a6d347a2ed113359067b407f170002a4a0192f8b","2026-09-25","","","1 table(s): chen_2024_tot"
"Unambiguous feedback (flow); Chinese/English adapted items, Chen et al. 2025 PeerJ 10.7717/peerj.19684","","block","2026-09-25 irw#2382 re-audit triage (waves 4); DRAFT for Ben to ratify; irw#1945 reserve-a-right test","distributed under the terms of the Creative Commons Attribution License, which permits using, remixing, and building upon the work non-commercially","https://creativecommons.org/licenses/by-nc/4.0/","4d5fb70d12bf38f6ab5aafa3a6d347a2ed113359067b407f170002a4a0192f8b","2026-09-25","","","1 table(s): chen_2024_uf"
"Utrechtse Schaal voor Evaluatie van Revalidatie-Participatie (USER-P; the 21 items are presumably the restrictions and satisfaction parts)","","block","2026-09-25 irw#2382 re-audit triage (waves 2); DRAFT for Ben to ratify; irw#1945 reserve-a-right test","De USER-Participatie is, mits met bronvermelding, vrij te gebruiken. ... Breng geen veranderingen in de lijst aan zonder voorafgaande toestemming.","https://www.kcrutrecht.nl/producten/user-p/","e15bfdceeaa4a0aba7248936f24a801bc9201715610a118adf612117f0e5fe23","2026-09-25","","","1 table(s): neurodegenerative_huizinga_2019_user"
"Workplace Incivility Scale (WIS, 7), Cortina et al. 2001","","block","2026-09-25 irw#2382 re-audit triage (waves 3); DRAFT for Ben to ratify; irw#1945 reserve-a-right test","Researchers may download this scale from the articles below and use it for non-commercial scientific or educational purposes purposes.","https://web.archive.org/web/20240729084555/https://sites.lsa.umich.edu/liliacortina-lab/workplace-incivility-scale/","b2c4823de24e6aefa2d7f074854cba5c938de20669a9dd3efc48ff93abdb8205","2026-09-25","","","1 table(s): daderman_2023_wis"
"dictator game allocation (Forsythe et al. 1994 paradigm), study wording, French","","block","2026-09-25 irw#2382 re-audit triage (waves 6); DRAFT for Ben to ratify; irw#1945 reserve-a-right test","CC-BY Attribution-NonCommercial 4.0 International","","","2026-09-25","","","1 table(s): darkfactorfrench_pischel_2026_dictator_game"
