deposit,table,stratum,old_audit,n_items,n_participants,DOI__for_data_,DOI__for_paper_,URL__for_data_,Reference_x
10.1371/journal.pone.0232232,neurodegenerative_huizinga_2019_cvc,UNAVAILABLE,UNAVAILABLE,16.0,1461,,10.1371/journal.pone.0232232,https://dataverse.nl/dataset.xhtml?persistentId=doi:10.34894/CMJXAK&version=1.1,"Huizinga, F., Heutink, J., de Haan, G. A., van der Lijn, I., van der Feen, F. E., Vrijling, A. C., ... & Koerts, J. (2020). The development of the Screening of Visual Complaints questionnaire for patients with neurodegenerative disorders: Evaluation of psychometric features in a community sample. PLoS One, 15(4), e0232232."
10.1371/journal.pone.0232232,neurodegenerative_huizinga_2019_feda,UNAVAILABLE,UNAVAILABLE,27.0,1461,,10.1371/journal.pone.0232232,https://dataverse.nl/dataset.xhtml?persistentId=doi:10.34894/CMJXAK&version=1.1,"Huizinga, F., Heutink, J., de Haan, G. A., van der Lijn, I., van der Feen, F. E., Vrijling, A. C., ... & Koerts, J. (2020). The development of the Screening of Visual Complaints questionnaire for patients with neurodegenerative disorders: Evaluation of psychometric features in a community sample. PLoS One, 15(4), e0232232."
10.1371/journal.pone.0232232,neurodegenerative_huizinga_2019_sims,UNAVAILABLE_copyright,UNAVAILABLE (copyrighted),75.0,1461,,10.1371/journal.pone.0232232,https://dataverse.nl/dataset.xhtml?persistentId=doi:10.34894/CMJXAK&version=1.1,"Huizinga, F., Heutink, J., de Haan, G. A., van der Lijn, I., van der Feen, F. E., Vrijling, A. C., ... & Koerts, J. (2020). The development of the Screening of Visual Complaints questionnaire for patients with neurodegenerative disorders: Evaluation of psychometric features in a community sample. PLoS One, 15(4), e0232232."
10.1371/journal.pone.0232232,neurodegenerative_huizinga_2019_user,UNAVAILABLE,UNAVAILABLE,21.0,1461,,10.1371/journal.pone.0232232,https://dataverse.nl/dataset.xhtml?persistentId=doi:10.34894/CMJXAK&version=1.1,"Huizinga, F., Heutink, J., de Haan, G. A., van der Lijn, I., van der Feen, F. E., Vrijling, A. C., ... & Koerts, J. (2020). The development of the Screening of Visual Complaints questionnaire for patients with neurodegenerative disorders: Evaluation of psychometric features in a community sample. PLoS One, 15(4), e0232232."
10.1371/journal.pone.0235154,lee_2020_alcohol_use,never_assessed,,3.0,717,,10.1371/journal.pone.0235154,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0235154,"Lee KP, Yeung N, Wong C, Yip B, Luk LHF, Wong S (2020). Prevalence of medical students' burnout and its associated demographics and lifestyle factors in Hong Kong. PLOS ONE 15(7): e0235154. https://doi.org/10.1371/journal.pone.0235154"
10.1371/journal.pone.0235154,lee_2020_burnout,never_assessed,,22.0,733,,10.1371/journal.pone.0235154,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0235154,"Lee KP, Yeung N, Wong C, Yip B, Luk LHF, Wong S (2020). Prevalence of medical students' burnout and its associated demographics and lifestyle factors in Hong Kong. PLOS ONE 15(7): e0235154. https://doi.org/10.1371/journal.pone.0235154"
10.1371/journal.pone.0235154,lee_2020_empathy,never_assessed,,20.0,687,,10.1371/journal.pone.0235154,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0235154,"Lee KP, Yeung N, Wong C, Yip B, Luk LHF, Wong S (2020). Prevalence of medical students' burnout and its associated demographics and lifestyle factors in Hong Kong. PLOS ONE 15(7): e0235154. https://doi.org/10.1371/journal.pone.0235154"
10.1371/journal.pone.0235154,lee_2020_sleep_quality,never_assessed,,14.0,691,,10.1371/journal.pone.0235154,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0235154,"Lee KP, Yeung N, Wong C, Yip B, Luk LHF, Wong S (2020). Prevalence of medical students' burnout and its associated demographics and lifestyle factors in Hong Kong. PLOS ONE 15(7): e0235154. https://doi.org/10.1371/journal.pone.0235154"
10.1371/journal.pone.0235154,lee_2020_social_support,never_assessed,,10.0,702,,10.1371/journal.pone.0235154,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0235154,"Lee KP, Yeung N, Wong C, Yip B, Luk LHF, Wong S (2020). Prevalence of medical students' burnout and its associated demographics and lifestyle factors in Hong Kong. PLOS ONE 15(7): e0235154. https://doi.org/10.1371/journal.pone.0235154"
10.1371/journal.pone.0237710,afaya_2020_complications_knowledge,never_assessed,,7.0,330,,10.1371/journal.pone.0237710,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0237710,"Afaya, R. A., et al. (2020). Medication adherence and self-care behaviours among patients with type 2 diabetes mellitus in Ghana. PLOS ONE."
10.1371/journal.pone.0237710,afaya_2020_diet_knowledge,never_assessed,,13.0,330,,10.1371/journal.pone.0237710,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0237710,"Afaya, R. A., et al. (2020). Medication adherence and self-care behaviours among patients with type 2 diabetes mellitus in Ghana. PLOS ONE."
10.1371/journal.pone.0237710,afaya_2020_exercise_knowledge,never_assessed,,4.0,330,,10.1371/journal.pone.0237710,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0237710,"Afaya, R. A., et al. (2020). Medication adherence and self-care behaviours among patients with type 2 diabetes mellitus in Ghana. PLOS ONE."
10.1371/journal.pone.0237710,afaya_2020_footcare_knowledge,never_assessed,,14.0,330,,10.1371/journal.pone.0237710,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0237710,"Afaya, R. A., et al. (2020). Medication adherence and self-care behaviours among patients with type 2 diabetes mellitus in Ghana. PLOS ONE."
10.1371/journal.pone.0237710,afaya_2020_general_knowledge,never_assessed,,11.0,330,,10.1371/journal.pone.0237710,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0237710,"Afaya, R. A., et al. (2020). Medication adherence and self-care behaviours among patients with type 2 diabetes mellitus in Ghana. PLOS ONE."
10.1371/journal.pone.0237710,afaya_2020_medication_knowledge,never_assessed,,10.0,330,,10.1371/journal.pone.0237710,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0237710,"Afaya, R. A., et al. (2020). Medication adherence and self-care behaviours among patients with type 2 diabetes mellitus in Ghana. PLOS ONE."
10.1371/journal.pone.0237710,afaya_2020_monitoring_knowledge,never_assessed,,7.0,330,,10.1371/journal.pone.0237710,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0237710,"Afaya, R. A., et al. (2020). Medication adherence and self-care behaviours among patients with type 2 diabetes mellitus in Ghana. PLOS ONE."
10.1371/journal.pone.0237846,petrocchi_2020_neuroticism,UNAVAILABLE,UNAVAILABLE,10.0,160,,10.1371/journal.pone.0237846,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0237846,"Petrocchi, S., et al. (2020). 'What you say and how you say it' matters: An experimental evidence of the role of synchronicity, modality, and message valence during smartphone-mediated communication. PLOS ONE."
10.1371/journal.pone.0238437,lee_2020_vr_usability,UNAVAILABLE,UNAVAILABLE,17.0,60,,10.1371/journal.pone.0238437,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0238437,"Lee, Y., & Kim, S. K. (2020). Usability of mental illness simulation involving scenarios with patients with schizophrenia via immersive virtual reality: A mixed methods study. PLOS ONE."
10.1371/journal.pone.0239631,vanteffelen_2020_trait_anger,UNAVAILABLE_copyright,UNAVAILABLE (copyrighted),10.0,376,,10.1371/journal.pone.0239631,https://journals.plos.org/plosone/article/file?type=supplementary&id=10.1371/journal.pone.0239631.s001,"van Teffelen MW, Lobbestael J, Voncken MJ, Peeters F (2020) Uncovering the hierarchical structure of self-reported hostility. PLoS ONE."
10.1371/journal.pone.0240103,shan_2020_cs,UNAVAILABLE,UNAVAILABLE,3.0,202,,10.1371/journal.pone.0240103,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0240103,"Shan, C., et al. (2020). A mix-method investigation on acculturative stress among Pakistani students in China. PLOS ONE."
10.1371/journal.pone.0240103,shan_2020_f,UNAVAILABLE,UNAVAILABLE,4.0,202,,10.1371/journal.pone.0240103,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0240103,"Shan, C., et al. (2020). A mix-method investigation on acculturative stress among Pakistani students in China. PLOS ONE."
10.1371/journal.pone.0240103,shan_2020_pd,UNAVAILABLE,UNAVAILABLE,8.0,202,,10.1371/journal.pone.0240103,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0240103,"Shan, C., et al. (2020). A mix-method investigation on acculturative stress among Pakistani students in China. PLOS ONE."
10.1371/journal.pone.0240914,bitew_2020_anxiety,UNAVAILABLE,UNAVAILABLE,6.0,694,,10.1371/journal.pone.0240914,https://doi.org/10.1371/journal.pone.0240914.s001,"Bitew T, Birhan W, Wolie D (2020). Perceived learning difficulty associates with depressive symptoms and substance use among students of higher educational institutions in North Western Ethiopia: A cross sectional study. PLOS ONE, 15(11), e0240914. https://doi.org/10.1371/journal.pone.0240914"
10.1371/journal.pone.0241075,ritzel_2020_farmer_burden,UNAVAILABLE,UNAVAILABLE,13.0,801,,10.1371/journal.pone.0241075,https://journals.plos.org/plosone/article/file?type=supplementary&id=10.1371/journal.pone.0241075.s001,"Ritzel C, Mack G, Portmann M, Heitkämper K, El Benni N (2020) Empirical evidence on factors influencing farmers' administrative burden: A structural equation modeling approach. PLoS ONE."
10.1371/journal.pone.0241335,nteveros_2021_mbi,UNAVAILABLE_copyright,UNAVAILABLE (copyrighted),15.0,182,,10.1371/journal.pone.0241335,https://doi.org/10.1371/journal.pone.0241335.s012,"Nteveros A, Kyprianou M, Artemiadis A, Charalampous A, Christoforaki K, Cheilidis S, et al. (2020). Burnout among medical students in Cyprus: A cross-sectional study. PLOS ONE, 15(11), e0241335. https://doi.org/10.1371/journal.pone.0241335"
10.1371/journal.pone.0242902,johnhenderson_2020_disinfection_behavior,UNAVAILABLE,UNAVAILABLE,4.0,192,,10.1371/journal.pone.0242902,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0242902,"John-Henderson, N. A., et al. (2020). The relationship between health mindsets and health protective behaviors: An exploratory investigation in a convenience sample of American Indian adults during the COVID-19 pandemic. PLOS ONE."
10.1371/journal.pone.0244338,teo_2021_burnout,never_assessed,,22.0,329,,10.1371/journal.pone.0244338,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0244338,"Teo, Y. H.; Xu, J. T. K.; Ho, C.; Leong, J. M.; Tan, B. K. J.; Tan, E. K. H.; Goh, W.; Neo, E.; Chua, J. Y. J.; Ng, S. J. Y.; Cheong, J. J. Y.; Hwang, J. Y.; Lim, S. M.; Soo, T.; Sng, J. G. K.; Yi, S. (2021). Factors associated with self-reported burnout level in allied healthcare professionals in a tertiary hospital in Singapore. PLOS ONE, 16(1), e0244338. https://doi.org/10.1371/journal.pone.0244338"
10.1371/journal.pone.0244338,teo_2021_worklife,never_assessed,,28.0,329,,10.1371/journal.pone.0244338,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0244338,"Teo, Y. H.; Xu, J. T. K.; Ho, C.; Leong, J. M.; Tan, B. K. J.; Tan, E. K. H.; Goh, W.; Neo, E.; Chua, J. Y. J.; Ng, S. J. Y.; Cheong, J. J. Y.; Hwang, J. Y.; Lim, S. M.; Soo, T.; Sng, J. G. K.; Yi, S. (2021). Factors associated with self-reported burnout level in allied healthcare professionals in a tertiary hospital in Singapore. PLOS ONE, 16(1), e0244338. https://doi.org/10.1371/journal.pone.0244338"
10.1371/journal.pone.0245078,znidarsic_2021_coworker_support,never_assessed,,9.0,247,,10.1371/journal.pone.0245078,https://journals.plos.org/plosone/article/file?type=supplementary&id=10.1371/journal.pone.0245078.s001,"Žnidaršič, J.; Bernik, M. (2021). Impact of work-family balance results on employee work engagement within the organization: The case of Slovenia. PLOS ONE, 16(1), e0245078. https://doi.org/10.1371/journal.pone.0245078"
10.1371/journal.pone.0245078,znidarsic_2021_leader_support,never_assessed,,9.0,247,,10.1371/journal.pone.0245078,https://journals.plos.org/plosone/article/file?type=supplementary&id=10.1371/journal.pone.0245078.s001,"Žnidaršič, J.; Bernik, M. (2021). Impact of work-family balance results on employee work engagement within the organization: The case of Slovenia. PLOS ONE, 16(1), e0245078. https://doi.org/10.1371/journal.pone.0245078"
10.1371/journal.pone.0245078,znidarsic_2021_org_practices,never_assessed,,25.0,247,,10.1371/journal.pone.0245078,https://journals.plos.org/plosone/article/file?type=supplementary&id=10.1371/journal.pone.0245078.s001,"Žnidaršič, J.; Bernik, M. (2021). Impact of work-family balance results on employee work engagement within the organization: The case of Slovenia. PLOS ONE, 16(1), e0245078. https://doi.org/10.1371/journal.pone.0245078"
10.1371/journal.pone.0245078,znidarsic_2021_uwes,never_assessed,,9.0,247,,10.1371/journal.pone.0245078,https://journals.plos.org/plosone/article/file?type=supplementary&id=10.1371/journal.pone.0245078.s001,"Žnidaršič, J.; Bernik, M. (2021). Impact of work-family balance results on employee work engagement within the organization: The case of Slovenia. PLOS ONE, 16(1), e0245078. https://doi.org/10.1371/journal.pone.0245078"
10.1371/journal.pone.0245078,znidarsic_2021_wf_balance,never_assessed,,4.0,247,,10.1371/journal.pone.0245078,https://journals.plos.org/plosone/article/file?type=supplementary&id=10.1371/journal.pone.0245078.s001,"Žnidaršič, J.; Bernik, M. (2021). Impact of work-family balance results on employee work engagement within the organization: The case of Slovenia. PLOS ONE, 16(1), e0245078. https://doi.org/10.1371/journal.pone.0245078"
10.1371/journal.pone.0246875,dolzdelcastellar_2021_eds,UNAVAILABLE,UNAVAILABLE,74.0,185,,10.1371/journal.pone.0246875,https://doi.org/10.1371/journal.pone.0246875.s001,"Dolz-del-Castellar B, Oliver J (2021). Relationship between family functioning, differentiation of self and anxiety in Spanish young adults. PLOS ONE, 16(2), e0246875. https://doi.org/10.1371/journal.pone.0246875"
10.1371/journal.pone.0246875,dolzdelcastellar_2021_faces,UNAVAILABLE_copyright,UNAVAILABLE (copyrighted),20.0,185,,10.1371/journal.pone.0246875,https://doi.org/10.1371/journal.pone.0246875.s001,"Dolz-del-Castellar B, Oliver J (2021). Relationship between family functioning, differentiation of self and anxiety in Spanish young adults. PLOS ONE, 16(3), e0246875. https://doi.org/10.1371/journal.pone.0246875"
10.1371/journal.pone.0246875,dolzdelcastellar_2021_stai,UNAVAILABLE_copyright,UNAVAILABLE (copyrighted),20.0,185,,10.1371/journal.pone.0246875,https://doi.org/10.1371/journal.pone.0246875.s001,"Dolz-del-Castellar B, Oliver J (2021). Relationship between family functioning, differentiation of self and anxiety in Spanish young adults. PLOS ONE, 16(2), e0246875. https://doi.org/10.1371/journal.pone.0246875"
10.1371/journal.pone.0247114,dudasova_2021_hope,never_assessed,,12.0,282,,10.1371/journal.pone.0247114,https://doi.org/10.1371/journal.pone.0247114.s001,"Dudasova L, Prochazka J, Vaculik M, Lorenz T (2021). Measuring psychological capital: Revision of the Compound Psychological Capital Scale (CPC-12). PLOS ONE, 16(3), e0247114. https://doi.org/10.1371/journal.pone.0247114"
10.1371/journal.pone.0247114,dudasova_2021_job_satisfaction,UNAVAILABLE,UNAVAILABLE,3.0,282,,10.1371/journal.pone.0247114,https://doi.org/10.1371/journal.pone.0247114.s001,"Dudasova L, Prochazka J, Vaculik M, Lorenz T (2021). Measuring psychological capital: Revision of the Compound Psychological Capital Scale (CPC-12). PLOS ONE, 16(3), e0247114. https://doi.org/10.1371/journal.pone.0247114"
10.1371/journal.pone.0247114,dudasova_2021_performance,UNAVAILABLE,UNAVAILABLE,18.0,282,,10.1371/journal.pone.0247114,https://doi.org/10.1371/journal.pone.0247114.s001,"Dudasova L, Prochazka J, Vaculik M, Lorenz T (2021). Measuring psychological capital: Revision of the Compound Psychological Capital Scale (CPC-12). PLOS ONE, 16(3), e0247114. https://doi.org/10.1371/journal.pone.0247114"
10.1371/journal.pone.0247114,dudasova_2021_positive_affect,UNAVAILABLE,UNAVAILABLE,11.0,282,,10.1371/journal.pone.0247114,https://doi.org/10.1371/journal.pone.0247114.s001,"Dudasova L, Prochazka J, Vaculik M, Lorenz T (2021). Measuring psychological capital: Revision of the Compound Psychological Capital Scale (CPC-12). PLOS ONE, 16(3), e0247114. https://doi.org/10.1371/journal.pone.0247114"
10.1371/journal.pone.0247114,dudasova_2021_social_support,UNAVAILABLE,UNAVAILABLE,12.0,282,,10.1371/journal.pone.0247114,https://doi.org/10.1371/journal.pone.0247114.s001,"Dudasova L, Prochazka J, Vaculik M, Lorenz T (2021). Measuring psychological capital: Revision of the Compound Psychological Capital Scale (CPC-12). PLOS ONE, 16(3), e0247114. https://doi.org/10.1371/journal.pone.0247114"
10.1371/journal.pone.0247554,nabwera_2021_bdi,UNAVAILABLE_copyright,UNAVAILABLE (copyrighted),20.0,358,,10.1371/journal.pone.0247554,https://doi.org/10.1371/journal.pone.0247554.s002,"Nabwera HM, Shah V, Neville R, Sosseh F, Saidykhan M, Faal F, Sonko B, Keita O, Schmidt W-P, Torondel B (2021). Menstrual hygiene management practices and associated health outcomes among school-going adolescents in rural Gambia. PLOS ONE, 16(2), e0247554. https://doi.org/10.1371/journal.pone.0247554"
10.1371/journal.pone.0248591,tuason_2021_sense_of_agency,BLOCKED,BLOCKED,6.0,938,,10.1371/journal.pone.0248591,https://doi.org/10.1371/journal.pone.0248591,"Tuason, M. T., Guss, C. D., & Boyd, L. (2021). Thriving during COVID-19: Predictors of psychological well-being and ways of coping. PLOS ONE. https://doi.org/10.1371/journal.pone.0248591"
10.1371/journal.pone.0249397,kowal_2021_kidney_donor_body_image,BLOCKED,BLOCKED,35.0,25,,10.1371/journal.pone.0249397,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0249397,"Kowal, K., et al. (2021). Experiencing one's own body and body image in living kidney donors - A sociological and psychological study. PLOS ONE."
10.1371/journal.pone.0249815,daiku_2021_lying_frequency,BLOCKED,BLOCKED,10.0,305,,10.1371/journal.pone.0249815,https://doi.org/10.1371/journal.pone.0249815,"Daiku, Y., Serota, K. B., & Levine, T. R. (2021). A few prolific liars in Japan: Replication and the effects of Dark Triad personality traits. PLOS ONE. https://doi.org/10.1371/journal.pone.0249815"
10.1371/journal.pone.0249943,jelinek_2021_cdi,UNAVAILABLE_copyright,UNAVAILABLE (copyrighted),27.0,1515,,10.1371/journal.pone.0249943,https://journals.plos.org/plosone/article/file?type=supplementary&id=10.1371/journal.pone.0249943.s001,"Jelinek M., Kveton P., Buresova I., Klimusova H. (2021). Measuring depression in adolescence: Evaluation of a hierarchical factor model of the Children's Depression Inventory and measurement invariance across boys and girls. PLOS ONE. https://doi.org/10.1371/journal.pone.0249943"
10.1371/journal.pone.0250545,gilbert_meta_5,never_assessed,,7.0,2928,,10.1371/journal.pone.0250545,https://eprints.soton.ac.uk/448205/,"Woods-Townsend, K., Hardy-Johnson, P., Bagust, L., Barker, M., Davey, H., Griffiths, J., ... & Inskip, H. (2021). A cluster-randomised controlled trial of the LifeLab education intervention to improve health literacy in adolescents. PLoS One, 16(5), e0250545."
10.1371/journal.pone.0250590,beck_2021_cdrisc10,UNAVAILABLE_copyright,UNAVAILABLE (copyrighted),10.0,246,,10.1371/journal.pone.0250590,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0250590.s002&type=supplementary,"Beck K, Vincent A, Becker C, Keller A, Cam H, Schaefert R, et al. (2021) Prevalence and factors associated with psychological burden in COVID-19 patients and their relatives: A prospective observational cohort study. PLoS ONE 16(5): e0250590."
10.1371/journal.pone.0250590,beck_2021_hads,UNAVAILABLE_copyright,UNAVAILABLE (copyrighted),14.0,279,,10.1371/journal.pone.0250590,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0250590.s002&type=supplementary,"Beck K, Vincent A, Becker C, Keller A, Cam H, Schaefert R, et al. (2021) Prevalence and factors associated with psychological burden in COVID-19 patients and their relatives: A prospective observational cohort study. PLoS ONE 16(5): e0250590."
10.1371/journal.pone.0250878,li_2021_org_cultural_diversity,UNAVAILABLE,UNAVAILABLE,9.0,336,,10.1371/journal.pone.0250878,https://doi.org/10.1371/journal.pone.0250878.s002,"Li J, Wu N, Xiong S (2021). Sustainable innovation in the context of organizational cultural diversity: The role of cultural intelligence and knowledge sharing. PLOS ONE, 16(5), e0250878. https://doi.org/10.1371/journal.pone.0250878"
10.1371/journal.pone.0253044,bittencourt_2021_dfs2,BLOCKED,BLOCKED,36.0,681,,10.1371/journal.pone.0253044,https://journals.plos.org/plosone/article/file?type=supplementary&id=10.1371/journal.pone.0253044.s003,"Bittencourt I., Freires L., Lu Y., Challco G., Fernandes S., Coelho J., Costa J., Pian Y., Marinho A., Isotani S. (2021). Validation and psychometric properties of the Brazilian-Portuguese dispositional flow scale 2 (DFS-BR). PLOS ONE. https://doi.org/10.1371/journal.pone.0253044"
10.1371/journal.pone.0254329,batistafoguet_2021_mlq,UNAVAILABLE_copyright,UNAVAILABLE (copyrighted),45.0,300,,10.1371/journal.pone.0254329,https://doi.org/10.1371/journal.pone.0254329.s001,"Batista-Foguet J, Esteve M, van Witteloostuijn A (2021) Measuring leadership an assessment of the Multifactor Leadership Questionnaire. PLoS ONE."
10.1371/journal.pone.0255039,bled_2021_imagery_phenomenology,never_assessed,,3.0,119,,10.1371/journal.pone.0255039,https://doi.org/10.1371/journal.pone.0255039.s001,"Bled C, Guillon Q, Soulières I, Bouvet L (2021). Thinking in pictures in everyday life situations among autistic adults. PLOS ONE, 16(7), e0255039. https://doi.org/10.1371/journal.pone.0255039"
10.1371/journal.pone.0255039,bled_2021_imagery_use,never_assessed,,7.0,119,,10.1371/journal.pone.0255039,https://doi.org/10.1371/journal.pone.0255039.s001,"Bled C, Guillon Q, Soulières I, Bouvet L (2021). Thinking in pictures in everyday life situations among autistic adults. PLOS ONE, 16(7), e0255039. https://doi.org/10.1371/journal.pone.0255039"
10.1371/journal.pone.0255995,chinvararak_2021_bdi,UNAVAILABLE_copyright,UNAVAILABLE (copyrighted),21.0,180,,10.1371/journal.pone.0255995,https://doi.org/10.1371/journal.pone.0255995.s001,"Chinvararak C, Kirdchok P, Lueboonthavatchai P (2021). The association between attachment pattern and depression severity in Thai depressed patients. PLOS ONE, 16(8), e0255995. https://doi.org/10.1371/journal.pone.0255995"
10.1371/journal.pone.0255995,chinvararak_2021_ssq,UNAVAILABLE,UNAVAILABLE,16.0,180,,10.1371/journal.pone.0255995,https://doi.org/10.1371/journal.pone.0255995.s001,"Chinvararak C, Kirdchok P, Lueboonthavatchai P (2021). The association between attachment pattern and depression severity in Thai depressed patients. PLOS ONE, 16(8), e0255995. https://doi.org/10.1371/journal.pone.0255995"
10.1371/journal.pone.0255995,chinvararak_2021_ylseq,UNAVAILABLE,UNAVAILABLE,43.0,180,,10.1371/journal.pone.0255995,https://doi.org/10.1371/journal.pone.0255995.s001,"Chinvararak C, Kirdchok P, Lueboonthavatchai P (2021). The association between attachment pattern and depression severity in Thai depressed patients. PLOS ONE, 16(8), e0255995. https://doi.org/10.1371/journal.pone.0255995"
10.1371/journal.pone.0257303,tanck_2021_bcq,BLOCKED,BLOCKED,23.0,73,,10.1371/journal.pone.0257303,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0257303,"Tanck JA, Hartmann AS, Svaldi J, Vocks S (2021). Effects of full-body mirror exposure on eating pathology, body image and emotional states: Comparison between positive and negative verbalization. PLOS ONE 16(9):e0257303."
10.1371/journal.pone.0257577,stoyel_2021_body_dissat,UNAVAILABLE_copyright,UNAVAILABLE (copyrighted),9.0,802,,10.1371/journal.pone.0257577,https://journals.plos.org/plosone/article/file?type=supplementary&id=10.1371/journal.pone.0257577.s001,"Stoyel H, Stride C, Shanmuganathan-Felton V, Serpell L. (2021) Understanding risk factors for disordered eating symptomatology in athletes: A prospective study. PLoS ONE."
10.1371/journal.pone.0257577,stoyel_2021_bulimia,UNAVAILABLE_copyright,UNAVAILABLE (copyrighted),7.0,802,,10.1371/journal.pone.0257577,https://journals.plos.org/plosone/article/file?type=supplementary&id=10.1371/journal.pone.0257577.s001,"Stoyel H, Stride C, Shanmuganathan-Felton V, Serpell L. (2021) Understanding risk factors for disordered eating symptomatology in athletes: A prospective study. PLoS ONE."
10.1371/journal.pone.0257577,stoyel_2021_drive_thinness,UNAVAILABLE_copyright,UNAVAILABLE (copyrighted),7.0,802,,10.1371/journal.pone.0257577,https://journals.plos.org/plosone/article/file?type=supplementary&id=10.1371/journal.pone.0257577.s001,"Stoyel H, Stride C, Shanmuganathan-Felton V, Serpell L. (2021) Understanding risk factors for disordered eating symptomatology in athletes: A prospective study. PLoS ONE."
10.1371/journal.pone.0257577,stoyel_2021_ineffectiveness,UNAVAILABLE_copyright,UNAVAILABLE (copyrighted),10.0,802,,10.1371/journal.pone.0257577,https://journals.plos.org/plosone/article/file?type=supplementary&id=10.1371/journal.pone.0257577.s001,"Stoyel H, Stride C, Shanmuganathan-Felton V, Serpell L. (2021) Understanding risk factors for disordered eating symptomatology in athletes: A prospective study. PLoS ONE."
10.1371/journal.pone.0257577,stoyel_2021_interocept_awareness,UNAVAILABLE_copyright,UNAVAILABLE (copyrighted),10.0,802,,10.1371/journal.pone.0257577,https://journals.plos.org/plosone/article/file?type=supplementary&id=10.1371/journal.pone.0257577.s001,"Stoyel H, Stride C, Shanmuganathan-Felton V, Serpell L. (2021) Understanding risk factors for disordered eating symptomatology in athletes: A prospective study. PLoS ONE."
10.1371/journal.pone.0257577,stoyel_2021_interpersonal_distrust,UNAVAILABLE_copyright,UNAVAILABLE (copyrighted),7.0,802,,10.1371/journal.pone.0257577,https://journals.plos.org/plosone/article/file?type=supplementary&id=10.1371/journal.pone.0257577.s001,"Stoyel H, Stride C, Shanmuganathan-Felton V, Serpell L. (2021) Understanding risk factors for disordered eating symptomatology in athletes: A prospective study. PLoS ONE."
10.1371/journal.pone.0257577,stoyel_2021_maturity_fears,UNAVAILABLE_copyright,UNAVAILABLE (copyrighted),8.0,802,,10.1371/journal.pone.0257577,https://journals.plos.org/plosone/article/file?type=supplementary&id=10.1371/journal.pone.0257577.s001,"Stoyel H, Stride C, Shanmuganathan-Felton V, Serpell L. (2021) Understanding risk factors for disordered eating symptomatology in athletes: A prospective study. PLoS ONE."
10.1371/journal.pone.0257577,stoyel_2021_perfectionism,UNAVAILABLE_copyright,UNAVAILABLE (copyrighted),6.0,802,,10.1371/journal.pone.0257577,https://journals.plos.org/plosone/article/file?type=supplementary&id=10.1371/journal.pone.0257577.s001,"Stoyel H, Stride C, Shanmuganathan-Felton V, Serpell L. (2021) Understanding risk factors for disordered eating symptomatology in athletes: A prospective study. PLoS ONE."
10.1371/journal.pone.0257577,stoyel_2021_social_modeling,UNAVAILABLE,UNAVAILABLE,7.0,802,,10.1371/journal.pone.0257577,https://journals.plos.org/plosone/article/file?type=supplementary&id=10.1371/journal.pone.0257577.s001,"Stoyel H, Stride C, Shanmuganathan-Felton V, Serpell L. (2021) Understanding risk factors for disordered eating symptomatology in athletes: A prospective study. PLoS ONE."
10.1371/journal.pone.0259053,alsuhibani_2022_gcbs_extra_s2,never_assessed,,2.0,1508,,10.1371/journal.pone.0259053,https://doi.org/10.1371/journal.pone.0259053.s003,"Alsuhibani A, Shevlin M, Freeman D, Sheaves B, Bentall RP (2022). Why conspiracy theorists are not always paranoid: Conspiracy theories and paranoia form separate factors with distinct psychological predictors. PLOS ONE, 17(4), e0259053. https://doi.org/10.1371/journal.pone.0259053"
10.1371/journal.pone.0259053,alsuhibani_2022_paranoia_s3,never_assessed,,8.0,638,,10.1371/journal.pone.0259053,https://doi.org/10.1371/journal.pone.0259053.s004,"Alsuhibani A, Shevlin M, Freeman D, Sheaves B, Bentall RP (2022). Why conspiracy theorists are not always paranoid: Conspiracy theories and paranoia form separate factors with distinct psychological predictors. PLOS ONE, 17(4), e0259053. https://doi.org/10.1371/journal.pone.0259053"
