"table","section_id","item","instrument","instructions","instructions_translated","section_prompt","section_prompt_translated","item_text","item_text_translated","correct_response","option_text","option_text_translated","resp","language"
"chile_2023_social-welfare-survey_yy","chile_2023_social-welfare-survey_yy_1","yy3","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile","A continuación, le haré unas preguntas relacionadas a su percepción sobre sus ingresos.","Next, I will ask you some questions about your perception of your income.","Módulo Y: Ingresos","Module Y: Income","En su opinión, ¿de cuánto sería un ingreso suficiente para alcanzar a cubrir todas las necesidades de su hogar durante un mes?","In your opinion, how much income would be enough to cover all of your household's needs for one month?",NA,NA,NA,484000,"Spanish"
"chile_2023_social-welfare-survey_yy","chile_2023_social-welfare-survey_yy_1","yy3","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile","A continuación, le haré unas preguntas relacionadas a su percepción sobre sus ingresos.","Next, I will ask you some questions about your perception of your income.","Módulo Y: Ingresos","Module Y: Income","En su opinión, ¿de cuánto sería un ingreso suficiente para alcanzar a cubrir todas las necesidades de su hogar durante un mes?","In your opinion, how much income would be enough to cover all of your household's needs for one month?",NA,NA,NA,490000,"Spanish"
"chile_2023_social-welfare-survey_yy","chile_2023_social-welfare-survey_yy_1","yy3","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile","A continuación, le haré unas preguntas relacionadas a su percepción sobre sus ingresos.","Next, I will ask you some questions about your perception of your income.","Módulo Y: Ingresos","Module Y: Income","En su opinión, ¿de cuánto sería un ingreso suficiente para alcanzar a cubrir todas las necesidades de su hogar durante un mes?","In your opinion, how much income would be enough to cover all of your household's needs for one month?",NA,NA,NA,495000,"Spanish"
"chile_2023_social-welfare-survey_yy","chile_2023_social-welfare-survey_yy_1","yy3","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile","A continuación, le haré unas preguntas relacionadas a su percepción sobre sus ingresos.","Next, I will ask you some questions about your perception of your income.","Módulo Y: Ingresos","Module Y: Income","En su opinión, ¿de cuánto sería un ingreso suficiente para alcanzar a cubrir todas las necesidades de su hogar durante un mes?","In your opinion, how much income would be enough to cover all of your household's needs for one month?",NA,NA,NA,496000,"Spanish"
"chile_2023_social-welfare-survey_yy","chile_2023_social-welfare-survey_yy_1","yy3","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile","A continuación, le haré unas preguntas relacionadas a su percepción sobre sus ingresos.","Next, I will ask you some questions about your perception of your income.","Módulo Y: Ingresos","Module Y: Income","En su opinión, ¿de cuánto sería un ingreso suficiente para alcanzar a cubrir todas las necesidades de su hogar durante un mes?","In your opinion, how much income would be enough to cover all of your household's needs for one month?",NA,NA,NA,499000,"Spanish"
"chile_2023_social-welfare-survey_yy","chile_2023_social-welfare-survey_yy_1","yy3","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile","A continuación, le haré unas preguntas relacionadas a su percepción sobre sus ingresos.","Next, I will ask you some questions about your perception of your income.","Módulo Y: Ingresos","Module Y: Income","En su opinión, ¿de cuánto sería un ingreso suficiente para alcanzar a cubrir todas las necesidades de su hogar durante un mes?","In your opinion, how much income would be enough to cover all of your household's needs for one month?",NA,NA,NA,500000,"Spanish"
"chile_2023_social-welfare-survey_yy","chile_2023_social-welfare-survey_yy_1","yy3","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile","A continuación, le haré unas preguntas relacionadas a su percepción sobre sus ingresos.","Next, I will ask you some questions about your perception of your income.","Módulo Y: Ingresos","Module Y: Income","En su opinión, ¿de cuánto sería un ingreso suficiente para alcanzar a cubrir todas las necesidades de su hogar durante un mes?","In your opinion, how much income would be enough to cover all of your household's needs for one month?",NA,NA,NA,502000,"Spanish"
"chile_2023_social-welfare-survey_yy","chile_2023_social-welfare-survey_yy_1","yy3","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile","A continuación, le haré unas preguntas relacionadas a su percepción sobre sus ingresos.","Next, I will ask you some questions about your perception of your income.","Módulo Y: Ingresos","Module Y: Income","En su opinión, ¿de cuánto sería un ingreso suficiente para alcanzar a cubrir todas las necesidades de su hogar durante un mes?","In your opinion, how much income would be enough to cover all of your household's needs for one month?",NA,NA,NA,503000,"Spanish"
"chile_2023_social-welfare-survey_yy","chile_2023_social-welfare-survey_yy_1","yy3","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile","A continuación, le haré unas preguntas relacionadas a su percepción sobre sus ingresos.","Next, I will ask you some questions about your perception of your income.","Módulo Y: Ingresos","Module Y: Income","En su opinión, ¿de cuánto sería un ingreso suficiente para alcanzar a cubrir todas las necesidades de su hogar durante un mes?","In your opinion, how much income would be enough to cover all of your household's needs for one month?",NA,NA,NA,534000,"Spanish"
"chile_2023_social-welfare-survey_yy","chile_2023_social-welfare-survey_yy_1","yy3","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile","A continuación, le haré unas preguntas relacionadas a su percepción sobre sus ingresos.","Next, I will ask you some questions about your perception of your income.","Módulo Y: Ingresos","Module Y: Income","En su opinión, ¿de cuánto sería un ingreso suficiente para alcanzar a cubrir todas las necesidades de su hogar durante un mes?","In your opinion, how much income would be enough to cover all of your household's needs for one month?",NA,NA,NA,540000,"Spanish"
"chile_2023_social-welfare-survey_yy","chile_2023_social-welfare-survey_yy_1","yy3","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile","A continuación, le haré unas preguntas relacionadas a su percepción sobre sus ingresos.","Next, I will ask you some questions about your perception of your income.","Módulo Y: Ingresos","Module Y: Income","En su opinión, ¿de cuánto sería un ingreso suficiente para alcanzar a cubrir todas las necesidades de su hogar durante un mes?","In your opinion, how much income would be enough to cover all of your household's needs for one month?",NA,NA,NA,548000,"Spanish"
"chile_2023_social-welfare-survey_yy","chile_2023_social-welfare-survey_yy_1","yy3","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile","A continuación, le haré unas preguntas relacionadas a su percepción sobre sus ingresos.","Next, I will ask you some questions about your perception of your income.","Módulo Y: Ingresos","Module Y: Income","En su opinión, ¿de cuánto sería un ingreso suficiente para alcanzar a cubrir todas las necesidades de su hogar durante un mes?","In your opinion, how much income would be enough to cover all of your household's needs for one month?",NA,NA,NA,550000,"Spanish"
"chile_2023_social-welfare-survey_yy","chile_2023_social-welfare-survey_yy_1","yy3","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile","A continuación, le haré unas preguntas relacionadas a su percepción sobre sus ingresos.","Next, I will ask you some questions about your perception of your income.","Módulo Y: Ingresos","Module Y: Income","En su opinión, ¿de cuánto sería un ingreso suficiente para alcanzar a cubrir todas las necesidades de su hogar durante un mes?","In your opinion, how much income would be enough to cover all of your household's needs for one month?",NA,NA,NA,555000,"Spanish"
"chile_2023_social-welfare-survey_yy","chile_2023_social-welfare-survey_yy_1","yy3","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile","A continuación, le haré unas preguntas relacionadas a su percepción sobre sus ingresos.","Next, I will ask you some questions about your perception of your income.","Módulo Y: Ingresos","Module Y: Income","En su opinión, ¿de cuánto sería un ingreso suficiente para alcanzar a cubrir todas las necesidades de su hogar durante un mes?","In your opinion, how much income would be enough to cover all of your household's needs for one month?",NA,NA,NA,560000,"Spanish"
"chile_2023_social-welfare-survey_yy","chile_2023_social-welfare-survey_yy_1","yy3","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile","A continuación, le haré unas preguntas relacionadas a su percepción sobre sus ingresos.","Next, I will ask you some questions about your perception of your income.","Módulo Y: Ingresos","Module Y: Income","En su opinión, ¿de cuánto sería un ingreso suficiente para alcanzar a cubrir todas las necesidades de su hogar durante un mes?","In your opinion, how much income would be enough to cover all of your household's needs for one month?",NA,NA,NA,570000,"Spanish"
"chile_2023_social-welfare-survey_yy","chile_2023_social-welfare-survey_yy_1","yy3","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile","A continuación, le haré unas preguntas relacionadas a su percepción sobre sus ingresos.","Next, I will ask you some questions about your perception of your income.","Módulo Y: Ingresos","Module Y: Income","En su opinión, ¿de cuánto sería un ingreso suficiente para alcanzar a cubrir todas las necesidades de su hogar durante un mes?","In your opinion, how much income would be enough to cover all of your household's needs for one month?",NA,NA,NA,580000,"Spanish"
"chile_2023_social-welfare-survey_yy","chile_2023_social-welfare-survey_yy_1","yy3","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile","A continuación, le haré unas preguntas relacionadas a su percepción sobre sus ingresos.","Next, I will ask you some questions about your perception of your income.","Módulo Y: Ingresos","Module Y: Income","En su opinión, ¿de cuánto sería un ingreso suficiente para alcanzar a cubrir todas las necesidades de su hogar durante un mes?","In your opinion, how much income would be enough to cover all of your household's needs for one month?",NA,NA,NA,596000,"Spanish"
"chile_2023_social-welfare-survey_yy","chile_2023_social-welfare-survey_yy_1","yy3","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile","A continuación, le haré unas preguntas relacionadas a su percepción sobre sus ingresos.","Next, I will ask you some questions about your perception of your income.","Módulo Y: Ingresos","Module Y: Income","En su opinión, ¿de cuánto sería un ingreso suficiente para alcanzar a cubrir todas las necesidades de su hogar durante un mes?","In your opinion, how much income would be enough to cover all of your household's needs for one month?",NA,NA,NA,598000,"Spanish"
"chile_2023_social-welfare-survey_yy","chile_2023_social-welfare-survey_yy_1","yy3","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile","A continuación, le haré unas preguntas relacionadas a su percepción sobre sus ingresos.","Next, I will ask you some questions about your perception of your income.","Módulo Y: Ingresos","Module Y: Income","En su opinión, ¿de cuánto sería un ingreso suficiente para alcanzar a cubrir todas las necesidades de su hogar durante un mes?","In your opinion, how much income would be enough to cover all of your household's needs for one month?",NA,NA,NA,599000,"Spanish"
"chile_2023_social-welfare-survey_yy","chile_2023_social-welfare-survey_yy_1","yy3","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile","A continuación, le haré unas preguntas relacionadas a su percepción sobre sus ingresos.","Next, I will ask you some questions about your perception of your income.","Módulo Y: Ingresos","Module Y: Income","En su opinión, ¿de cuánto sería un ingreso suficiente para alcanzar a cubrir todas las necesidades de su hogar durante un mes?","In your opinion, how much income would be enough to cover all of your household's needs for one month?",NA,NA,NA,600000,"Spanish"
"chile_2023_social-welfare-survey_yy","chile_2023_social-welfare-survey_yy_1","yy3","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile","A continuación, le haré unas preguntas relacionadas a su percepción sobre sus ingresos.","Next, I will ask you some questions about your perception of your income.","Módulo Y: Ingresos","Module Y: Income","En su opinión, ¿de cuánto sería un ingreso suficiente para alcanzar a cubrir todas las necesidades de su hogar durante un mes?","In your opinion, how much income would be enough to cover all of your household's needs for one month?",NA,NA,NA,650000,"Spanish"
"chile_2023_social-welfare-survey_yy","chile_2023_social-welfare-survey_yy_1","yy3","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile","A continuación, le haré unas preguntas relacionadas a su percepción sobre sus ingresos.","Next, I will ask you some questions about your perception of your income.","Módulo Y: Ingresos","Module Y: Income","En su opinión, ¿de cuánto sería un ingreso suficiente para alcanzar a cubrir todas las necesidades de su hogar durante un mes?","In your opinion, how much income would be enough to cover all of your household's needs for one month?",NA,NA,NA,680000,"Spanish"
"chile_2023_social-welfare-survey_yy","chile_2023_social-welfare-survey_yy_1","yy3","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile","A continuación, le haré unas preguntas relacionadas a su percepción sobre sus ingresos.","Next, I will ask you some questions about your perception of your income.","Módulo Y: Ingresos","Module Y: Income","En su opinión, ¿de cuánto sería un ingreso suficiente para alcanzar a cubrir todas las necesidades de su hogar durante un mes?","In your opinion, how much income would be enough to cover all of your household's needs for one month?",NA,NA,NA,697000,"Spanish"
"chile_2023_social-welfare-survey_yy","chile_2023_social-welfare-survey_yy_1","yy3","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile","A continuación, le haré unas preguntas relacionadas a su percepción sobre sus ingresos.","Next, I will ask you some questions about your perception of your income.","Módulo Y: Ingresos","Module Y: Income","En su opinión, ¿de cuánto sería un ingreso suficiente para alcanzar a cubrir todas las necesidades de su hogar durante un mes?","In your opinion, how much income would be enough to cover all of your household's needs for one month?",NA,NA,NA,698000,"Spanish"
"chile_2023_social-welfare-survey_yy","chile_2023_social-welfare-survey_yy_1","yy3","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile","A continuación, le haré unas preguntas relacionadas a su percepción sobre sus ingresos.","Next, I will ask you some questions about your perception of your income.","Módulo Y: Ingresos","Module Y: Income","En su opinión, ¿de cuánto sería un ingreso suficiente para alcanzar a cubrir todas las necesidades de su hogar durante un mes?","In your opinion, how much income would be enough to cover all of your household's needs for one month?",NA,NA,NA,699000,"Spanish"
"chile_2023_social-welfare-survey_yy","chile_2023_social-welfare-survey_yy_1","yy3","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile","A continuación, le haré unas preguntas relacionadas a su percepción sobre sus ingresos.","Next, I will ask you some questions about your perception of your income.","Módulo Y: Ingresos","Module Y: Income","En su opinión, ¿de cuánto sería un ingreso suficiente para alcanzar a cubrir todas las necesidades de su hogar durante un mes?","In your opinion, how much income would be enough to cover all of your household's needs for one month?",NA,NA,NA,700000,"Spanish"
"chile_2023_social-welfare-survey_yy","chile_2023_social-welfare-survey_yy_1","yy3","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile","A continuación, le haré unas preguntas relacionadas a su percepción sobre sus ingresos.","Next, I will ask you some questions about your perception of your income.","Módulo Y: Ingresos","Module Y: Income","En su opinión, ¿de cuánto sería un ingreso suficiente para alcanzar a cubrir todas las necesidades de su hogar durante un mes?","In your opinion, how much income would be enough to cover all of your household's needs for one month?",NA,NA,NA,746000,"Spanish"
"chile_2023_social-welfare-survey_yy","chile_2023_social-welfare-survey_yy_1","yy3","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile","A continuación, le haré unas preguntas relacionadas a su percepción sobre sus ingresos.","Next, I will ask you some questions about your perception of your income.","Módulo Y: Ingresos","Module Y: Income","En su opinión, ¿de cuánto sería un ingreso suficiente para alcanzar a cubrir todas las necesidades de su hogar durante un mes?","In your opinion, how much income would be enough to cover all of your household's needs for one month?",NA,NA,NA,748000,"Spanish"
"chile_2023_social-welfare-survey_yy","chile_2023_social-welfare-survey_yy_1","yy3","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile","A continuación, le haré unas preguntas relacionadas a su percepción sobre sus ingresos.","Next, I will ask you some questions about your perception of your income.","Módulo Y: Ingresos","Module Y: Income","En su opinión, ¿de cuánto sería un ingreso suficiente para alcanzar a cubrir todas las necesidades de su hogar durante un mes?","In your opinion, how much income would be enough to cover all of your household's needs for one month?",NA,NA,NA,749000,"Spanish"
"chile_2023_social-welfare-survey_yy","chile_2023_social-welfare-survey_yy_1","yy3","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile","A continuación, le haré unas preguntas relacionadas a su percepción sobre sus ingresos.","Next, I will ask you some questions about your perception of your income.","Módulo Y: Ingresos","Module Y: Income","En su opinión, ¿de cuánto sería un ingreso suficiente para alcanzar a cubrir todas las necesidades de su hogar durante un mes?","In your opinion, how much income would be enough to cover all of your household's needs for one month?",NA,NA,NA,750000,"Spanish"
"chile_2023_social-welfare-survey_yy","chile_2023_social-welfare-survey_yy_1","yy3","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile","A continuación, le haré unas preguntas relacionadas a su percepción sobre sus ingresos.","Next, I will ask you some questions about your perception of your income.","Módulo Y: Ingresos","Module Y: Income","En su opinión, ¿de cuánto sería un ingreso suficiente para alcanzar a cubrir todas las necesidades de su hogar durante un mes?","In your opinion, how much income would be enough to cover all of your household's needs for one month?",NA,NA,NA,771000,"Spanish"
"chile_2023_social-welfare-survey_yy","chile_2023_social-welfare-survey_yy_1","yy3","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile","A continuación, le haré unas preguntas relacionadas a su percepción sobre sus ingresos.","Next, I will ask you some questions about your perception of your income.","Módulo Y: Ingresos","Module Y: Income","En su opinión, ¿de cuánto sería un ingreso suficiente para alcanzar a cubrir todas las necesidades de su hogar durante un mes?","In your opinion, how much income would be enough to cover all of your household's needs for one month?",NA,NA,NA,798000,"Spanish"
"chile_2023_social-welfare-survey_yy","chile_2023_social-welfare-survey_yy_1","yy3","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile","A continuación, le haré unas preguntas relacionadas a su percepción sobre sus ingresos.","Next, I will ask you some questions about your perception of your income.","Módulo Y: Ingresos","Module Y: Income","En su opinión, ¿de cuánto sería un ingreso suficiente para alcanzar a cubrir todas las necesidades de su hogar durante un mes?","In your opinion, how much income would be enough to cover all of your household's needs for one month?",NA,NA,NA,799000,"Spanish"
"chile_2023_social-welfare-survey_yy","chile_2023_social-welfare-survey_yy_1","yy3","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile","A continuación, le haré unas preguntas relacionadas a su percepción sobre sus ingresos.","Next, I will ask you some questions about your perception of your income.","Módulo Y: Ingresos","Module Y: Income","En su opinión, ¿de cuánto sería un ingreso suficiente para alcanzar a cubrir todas las necesidades de su hogar durante un mes?","In your opinion, how much income would be enough to cover all of your household's needs for one month?",NA,NA,NA,800000,"Spanish"
"chile_2023_social-welfare-survey_yy","chile_2023_social-welfare-survey_yy_1","yy3","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile","A continuación, le haré unas preguntas relacionadas a su percepción sobre sus ingresos.","Next, I will ask you some questions about your perception of your income.","Módulo Y: Ingresos","Module Y: Income","En su opinión, ¿de cuánto sería un ingreso suficiente para alcanzar a cubrir todas las necesidades de su hogar durante un mes?","In your opinion, how much income would be enough to cover all of your household's needs for one month?",NA,NA,NA,801000,"Spanish"
"chile_2023_social-welfare-survey_yy","chile_2023_social-welfare-survey_yy_1","yy3","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile","A continuación, le haré unas preguntas relacionadas a su percepción sobre sus ingresos.","Next, I will ask you some questions about your perception of your income.","Módulo Y: Ingresos","Module Y: Income","En su opinión, ¿de cuánto sería un ingreso suficiente para alcanzar a cubrir todas las necesidades de su hogar durante un mes?","In your opinion, how much income would be enough to cover all of your household's needs for one month?",NA,NA,NA,820000,"Spanish"
"chile_2023_social-welfare-survey_yy","chile_2023_social-welfare-survey_yy_1","yy3","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile","A continuación, le haré unas preguntas relacionadas a su percepción sobre sus ingresos.","Next, I will ask you some questions about your perception of your income.","Módulo Y: Ingresos","Module Y: Income","En su opinión, ¿de cuánto sería un ingreso suficiente para alcanzar a cubrir todas las necesidades de su hogar durante un mes?","In your opinion, how much income would be enough to cover all of your household's needs for one month?",NA,NA,NA,850000,"Spanish"
"chile_2023_social-welfare-survey_yy","chile_2023_social-welfare-survey_yy_1","yy3","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile","A continuación, le haré unas preguntas relacionadas a su percepción sobre sus ingresos.","Next, I will ask you some questions about your perception of your income.","Módulo Y: Ingresos","Module Y: Income","En su opinión, ¿de cuánto sería un ingreso suficiente para alcanzar a cubrir todas las necesidades de su hogar durante un mes?","In your opinion, how much income would be enough to cover all of your household's needs for one month?",NA,NA,NA,870000,"Spanish"
"chile_2023_social-welfare-survey_yy","chile_2023_social-welfare-survey_yy_1","yy3","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile","A continuación, le haré unas preguntas relacionadas a su percepción sobre sus ingresos.","Next, I will ask you some questions about your perception of your income.","Módulo Y: Ingresos","Module Y: Income","En su opinión, ¿de cuánto sería un ingreso suficiente para alcanzar a cubrir todas las necesidades de su hogar durante un mes?","In your opinion, how much income would be enough to cover all of your household's needs for one month?",NA,NA,NA,890000,"Spanish"
"chile_2023_social-welfare-survey_yy","chile_2023_social-welfare-survey_yy_1","yy3","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile","A continuación, le haré unas preguntas relacionadas a su percepción sobre sus ingresos.","Next, I will ask you some questions about your perception of your income.","Módulo Y: Ingresos","Module Y: Income","En su opinión, ¿de cuánto sería un ingreso suficiente para alcanzar a cubrir todas las necesidades de su hogar durante un mes?","In your opinion, how much income would be enough to cover all of your household's needs for one month?",NA,NA,NA,898000,"Spanish"
"chile_2023_social-welfare-survey_yy","chile_2023_social-welfare-survey_yy_1","yy3","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile","A continuación, le haré unas preguntas relacionadas a su percepción sobre sus ingresos.","Next, I will ask you some questions about your perception of your income.","Módulo Y: Ingresos","Module Y: Income","En su opinión, ¿de cuánto sería un ingreso suficiente para alcanzar a cubrir todas las necesidades de su hogar durante un mes?","In your opinion, how much income would be enough to cover all of your household's needs for one month?",NA,NA,NA,899000,"Spanish"
"chile_2023_social-welfare-survey_yy","chile_2023_social-welfare-survey_yy_1","yy3","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile","A continuación, le haré unas preguntas relacionadas a su percepción sobre sus ingresos.","Next, I will ask you some questions about your perception of your income.","Módulo Y: Ingresos","Module Y: Income","En su opinión, ¿de cuánto sería un ingreso suficiente para alcanzar a cubrir todas las necesidades de su hogar durante un mes?","In your opinion, how much income would be enough to cover all of your household's needs for one month?",NA,NA,NA,900000,"Spanish"
"chile_2023_social-welfare-survey_yy","chile_2023_social-welfare-survey_yy_1","yy3","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile","A continuación, le haré unas preguntas relacionadas a su percepción sobre sus ingresos.","Next, I will ask you some questions about your perception of your income.","Módulo Y: Ingresos","Module Y: Income","En su opinión, ¿de cuánto sería un ingreso suficiente para alcanzar a cubrir todas las necesidades de su hogar durante un mes?","In your opinion, how much income would be enough to cover all of your household's needs for one month?",NA,NA,NA,950000,"Spanish"
"chile_2023_social-welfare-survey_yy","chile_2023_social-welfare-survey_yy_1","yy3","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile","A continuación, le haré unas preguntas relacionadas a su percepción sobre sus ingresos.","Next, I will ask you some questions about your perception of your income.","Módulo Y: Ingresos","Module Y: Income","En su opinión, ¿de cuánto sería un ingreso suficiente para alcanzar a cubrir todas las necesidades de su hogar durante un mes?","In your opinion, how much income would be enough to cover all of your household's needs for one month?",NA,NA,NA,980000,"Spanish"
"chile_2023_social-welfare-survey_yy","chile_2023_social-welfare-survey_yy_1","yy3","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile","A continuación, le haré unas preguntas relacionadas a su percepción sobre sus ingresos.","Next, I will ask you some questions about your perception of your income.","Módulo Y: Ingresos","Module Y: Income","En su opinión, ¿de cuánto sería un ingreso suficiente para alcanzar a cubrir todas las necesidades de su hogar durante un mes?","In your opinion, how much income would be enough to cover all of your household's needs for one month?",NA,NA,NA,988000,"Spanish"
"chile_2023_social-welfare-survey_yy","chile_2023_social-welfare-survey_yy_1","yy3","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile","A continuación, le haré unas preguntas relacionadas a su percepción sobre sus ingresos.","Next, I will ask you some questions about your perception of your income.","Módulo Y: Ingresos","Module Y: Income","En su opinión, ¿de cuánto sería un ingreso suficiente para alcanzar a cubrir todas las necesidades de su hogar durante un mes?","In your opinion, how much income would be enough to cover all of your household's needs for one month?",NA,NA,NA,989000,"Spanish"
"chile_2023_social-welfare-survey_yy","chile_2023_social-welfare-survey_yy_1","yy3","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile","A continuación, le haré unas preguntas relacionadas a su percepción sobre sus ingresos.","Next, I will ask you some questions about your perception of your income.","Módulo Y: Ingresos","Module Y: Income","En su opinión, ¿de cuánto sería un ingreso suficiente para alcanzar a cubrir todas las necesidades de su hogar durante un mes?","In your opinion, how much income would be enough to cover all of your household's needs for one month?",NA,NA,NA,1000000,"Spanish"
"chile_2023_social-welfare-survey_yy","chile_2023_social-welfare-survey_yy_1","yy3","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile","A continuación, le haré unas preguntas relacionadas a su percepción sobre sus ingresos.","Next, I will ask you some questions about your perception of your income.","Módulo Y: Ingresos","Module Y: Income","En su opinión, ¿de cuánto sería un ingreso suficiente para alcanzar a cubrir todas las necesidades de su hogar durante un mes?","In your opinion, how much income would be enough to cover all of your household's needs for one month?",NA,NA,NA,1100000,"Spanish"
"chile_2023_social-welfare-survey_yy","chile_2023_social-welfare-survey_yy_1","yy3","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile","A continuación, le haré unas preguntas relacionadas a su percepción sobre sus ingresos.","Next, I will ask you some questions about your perception of your income.","Módulo Y: Ingresos","Module Y: Income","En su opinión, ¿de cuánto sería un ingreso suficiente para alcanzar a cubrir todas las necesidades de su hogar durante un mes?","In your opinion, how much income would be enough to cover all of your household's needs for one month?",NA,NA,NA,1140000,"Spanish"
