"table","section_id","item","instrument","language","instructions","instructions_translated","section_prompt","item_text","item_text_translated","correct_response","option_text","option_text_translated","resp"
"spain_2014_debate_leaders","spain_2014_debate_leaders_1","p13_14","CIS Estudio 3016, Debate sobre el estado de la nación (XXIV) (febrero 2014), P.13: valoración de las intervenciones de cada líder político en el Debate","Spanish","En términos generales, ¿cómo le parecieron: muy bien, bastante bien, bastante mal o muy mal, las intervenciones a lo largo del Debate de…?","Overall, how did you find: very good, fairly good, fairly bad or very bad, the interventions throughout the Debate of…?",NA,"Enrique Álvarez Sostres","Enrique Álvarez Sostres",NA,"Muy mal","Very bad",5
"spain_2014_debate_leaders","spain_2014_debate_leaders_1","p13_15","CIS Estudio 3016, Debate sobre el estado de la nación (XXIV) (febrero 2014), P.13: valoración de las intervenciones de cada líder político en el Debate","Spanish","En términos generales, ¿cómo le parecieron: muy bien, bastante bien, bastante mal o muy mal, las intervenciones a lo largo del Debate de…?","Overall, how did you find: very good, fairly good, fairly bad or very bad, the interventions throughout the Debate of…?",NA,"Uxue Barkos","Uxue Barkos",NA,"Muy bien","Very good",1
"spain_2014_debate_leaders","spain_2014_debate_leaders_1","p13_15","CIS Estudio 3016, Debate sobre el estado de la nación (XXIV) (febrero 2014), P.13: valoración de las intervenciones de cada líder político en el Debate","Spanish","En términos generales, ¿cómo le parecieron: muy bien, bastante bien, bastante mal o muy mal, las intervenciones a lo largo del Debate de…?","Overall, how did you find: very good, fairly good, fairly bad or very bad, the interventions throughout the Debate of…?",NA,"Uxue Barkos","Uxue Barkos",NA,"Bastante bien","Fairly good",2
"spain_2014_debate_leaders","spain_2014_debate_leaders_1","p13_15","CIS Estudio 3016, Debate sobre el estado de la nación (XXIV) (febrero 2014), P.13: valoración de las intervenciones de cada líder político en el Debate","Spanish","En términos generales, ¿cómo le parecieron: muy bien, bastante bien, bastante mal o muy mal, las intervenciones a lo largo del Debate de…?","Overall, how did you find: very good, fairly good, fairly bad or very bad, the interventions throughout the Debate of…?",NA,"Uxue Barkos","Uxue Barkos",NA,"Bastante mal","Fairly bad",4
"spain_2014_debate_leaders","spain_2014_debate_leaders_1","p13_15","CIS Estudio 3016, Debate sobre el estado de la nación (XXIV) (febrero 2014), P.13: valoración de las intervenciones de cada líder político en el Debate","Spanish","En términos generales, ¿cómo le parecieron: muy bien, bastante bien, bastante mal o muy mal, las intervenciones a lo largo del Debate de…?","Overall, how did you find: very good, fairly good, fairly bad or very bad, the interventions throughout the Debate of…?",NA,"Uxue Barkos","Uxue Barkos",NA,"Muy mal","Very bad",5
"spain_2014_debate_leaders","spain_2014_debate_leaders_1","p13_16","CIS Estudio 3016, Debate sobre el estado de la nación (XXIV) (febrero 2014), P.13: valoración de las intervenciones de cada líder político en el Debate","Spanish","En términos generales, ¿cómo le parecieron: muy bien, bastante bien, bastante mal o muy mal, las intervenciones a lo largo del Debate de…?","Overall, how did you find: very good, fairly good, fairly bad or very bad, the interventions throughout the Debate of…?",NA,"Carlos Salvador","Carlos Salvador",NA,"Muy bien","Very good",1
"spain_2014_debate_leaders","spain_2014_debate_leaders_1","p13_16","CIS Estudio 3016, Debate sobre el estado de la nación (XXIV) (febrero 2014), P.13: valoración de las intervenciones de cada líder político en el Debate","Spanish","En términos generales, ¿cómo le parecieron: muy bien, bastante bien, bastante mal o muy mal, las intervenciones a lo largo del Debate de…?","Overall, how did you find: very good, fairly good, fairly bad or very bad, the interventions throughout the Debate of…?",NA,"Carlos Salvador","Carlos Salvador",NA,"Bastante bien","Fairly good",2
"spain_2014_debate_leaders","spain_2014_debate_leaders_1","p13_16","CIS Estudio 3016, Debate sobre el estado de la nación (XXIV) (febrero 2014), P.13: valoración de las intervenciones de cada líder político en el Debate","Spanish","En términos generales, ¿cómo le parecieron: muy bien, bastante bien, bastante mal o muy mal, las intervenciones a lo largo del Debate de…?","Overall, how did you find: very good, fairly good, fairly bad or very bad, the interventions throughout the Debate of…?",NA,"Carlos Salvador","Carlos Salvador",NA,"Bastante mal","Fairly bad",4
"spain_2014_debate_leaders","spain_2014_debate_leaders_1","p13_16","CIS Estudio 3016, Debate sobre el estado de la nación (XXIV) (febrero 2014), P.13: valoración de las intervenciones de cada líder político en el Debate","Spanish","En términos generales, ¿cómo le parecieron: muy bien, bastante bien, bastante mal o muy mal, las intervenciones a lo largo del Debate de…?","Overall, how did you find: very good, fairly good, fairly bad or very bad, the interventions throughout the Debate of…?",NA,"Carlos Salvador","Carlos Salvador",NA,"Muy mal","Very bad",5
"spain_2014_debate_leaders","spain_2014_debate_leaders_1","p13_17","CIS Estudio 3016, Debate sobre el estado de la nación (XXIV) (febrero 2014), P.13: valoración de las intervenciones de cada líder político en el Debate","Spanish","En términos generales, ¿cómo le parecieron: muy bien, bastante bien, bastante mal o muy mal, las intervenciones a lo largo del Debate de…?","Overall, how did you find: very good, fairly good, fairly bad or very bad, the interventions throughout the Debate of…?",NA,"Alfonso Alonso","Alfonso Alonso",NA,"Muy bien","Very good",1
"spain_2014_debate_leaders","spain_2014_debate_leaders_1","p13_17","CIS Estudio 3016, Debate sobre el estado de la nación (XXIV) (febrero 2014), P.13: valoración de las intervenciones de cada líder político en el Debate","Spanish","En términos generales, ¿cómo le parecieron: muy bien, bastante bien, bastante mal o muy mal, las intervenciones a lo largo del Debate de…?","Overall, how did you find: very good, fairly good, fairly bad or very bad, the interventions throughout the Debate of…?",NA,"Alfonso Alonso","Alfonso Alonso",NA,"Bastante bien","Fairly good",2
"spain_2014_debate_leaders","spain_2014_debate_leaders_1","p13_17","CIS Estudio 3016, Debate sobre el estado de la nación (XXIV) (febrero 2014), P.13: valoración de las intervenciones de cada líder político en el Debate","Spanish","En términos generales, ¿cómo le parecieron: muy bien, bastante bien, bastante mal o muy mal, las intervenciones a lo largo del Debate de…?","Overall, how did you find: very good, fairly good, fairly bad or very bad, the interventions throughout the Debate of…?",NA,"Alfonso Alonso","Alfonso Alonso",NA,"Bastante mal","Fairly bad",4
"spain_2014_debate_leaders","spain_2014_debate_leaders_1","p13_17","CIS Estudio 3016, Debate sobre el estado de la nación (XXIV) (febrero 2014), P.13: valoración de las intervenciones de cada líder político en el Debate","Spanish","En términos generales, ¿cómo le parecieron: muy bien, bastante bien, bastante mal o muy mal, las intervenciones a lo largo del Debate de…?","Overall, how did you find: very good, fairly good, fairly bad or very bad, the interventions throughout the Debate of…?",NA,"Alfonso Alonso","Alfonso Alonso",NA,"Muy mal","Very bad",5
