"table","section_id","item","instrument","language","instructions","section_prompt","item_text","correct_response","option_text","resp"
"ai_fear_dong_2026_other_fear","ai_fear_dong_2026_other_fear_1","Doctor_fair","Beliefs about others’ fear of AI being deployed in six occupations (Dong et al., Fears about artificial intelligence across 20 countries and six domains of application)","English; Chinese; German; French; Italian; Japanese; Korean; Russian; Turkish; Arabic; Portuguese; Spanish; Hindi","To what extent do you think most people in [country] are afraid of AI being ...? Please give your best estimate.",NA,"Doctor",NA,NA,95
"ai_fear_dong_2026_other_fear","ai_fear_dong_2026_other_fear_1","Doctor_fair","Beliefs about others’ fear of AI being deployed in six occupations (Dong et al., Fears about artificial intelligence across 20 countries and six domains of application)","English; Chinese; German; French; Italian; Japanese; Korean; Russian; Turkish; Arabic; Portuguese; Spanish; Hindi","To what extent do you think most people in [country] are afraid of AI being ...? Please give your best estimate.",NA,"Doctor",NA,NA,96
"ai_fear_dong_2026_other_fear","ai_fear_dong_2026_other_fear_1","Doctor_fair","Beliefs about others’ fear of AI being deployed in six occupations (Dong et al., Fears about artificial intelligence across 20 countries and six domains of application)","English; Chinese; German; French; Italian; Japanese; Korean; Russian; Turkish; Arabic; Portuguese; Spanish; Hindi","To what extent do you think most people in [country] are afraid of AI being ...? Please give your best estimate.",NA,"Doctor",NA,NA,97
"ai_fear_dong_2026_other_fear","ai_fear_dong_2026_other_fear_1","Doctor_fair","Beliefs about others’ fear of AI being deployed in six occupations (Dong et al., Fears about artificial intelligence across 20 countries and six domains of application)","English; Chinese; German; French; Italian; Japanese; Korean; Russian; Turkish; Arabic; Portuguese; Spanish; Hindi","To what extent do you think most people in [country] are afraid of AI being ...? Please give your best estimate.",NA,"Doctor",NA,NA,98
"ai_fear_dong_2026_other_fear","ai_fear_dong_2026_other_fear_1","Doctor_fair","Beliefs about others’ fear of AI being deployed in six occupations (Dong et al., Fears about artificial intelligence across 20 countries and six domains of application)","English; Chinese; German; French; Italian; Japanese; Korean; Russian; Turkish; Arabic; Portuguese; Spanish; Hindi","To what extent do you think most people in [country] are afraid of AI being ...? Please give your best estimate.",NA,"Doctor",NA,NA,99
"ai_fear_dong_2026_other_fear","ai_fear_dong_2026_other_fear_1","Doctor_fair","Beliefs about others’ fear of AI being deployed in six occupations (Dong et al., Fears about artificial intelligence across 20 countries and six domains of application)","English; Chinese; German; French; Italian; Japanese; Korean; Russian; Turkish; Arabic; Portuguese; Spanish; Hindi","To what extent do you think most people in [country] are afraid of AI being ...? Please give your best estimate.",NA,"Doctor",NA,"Extremely afraid",100
"ai_fear_dong_2026_other_fear","ai_fear_dong_2026_other_fear_1","Doctor_imaginative","Beliefs about others’ fear of AI being deployed in six occupations (Dong et al., Fears about artificial intelligence across 20 countries and six domains of application)","English; Chinese; German; French; Italian; Japanese; Korean; Russian; Turkish; Arabic; Portuguese; Spanish; Hindi","To what extent do you think most people in [country] are afraid of AI being ...? Please give your best estimate.",NA,"Doctor",NA,"Not at all afraid",0
"ai_fear_dong_2026_other_fear","ai_fear_dong_2026_other_fear_1","Doctor_imaginative","Beliefs about others’ fear of AI being deployed in six occupations (Dong et al., Fears about artificial intelligence across 20 countries and six domains of application)","English; Chinese; German; French; Italian; Japanese; Korean; Russian; Turkish; Arabic; Portuguese; Spanish; Hindi","To what extent do you think most people in [country] are afraid of AI being ...? Please give your best estimate.",NA,"Doctor",NA,NA,1
"ai_fear_dong_2026_other_fear","ai_fear_dong_2026_other_fear_1","Doctor_imaginative","Beliefs about others’ fear of AI being deployed in six occupations (Dong et al., Fears about artificial intelligence across 20 countries and six domains of application)","English; Chinese; German; French; Italian; Japanese; Korean; Russian; Turkish; Arabic; Portuguese; Spanish; Hindi","To what extent do you think most people in [country] are afraid of AI being ...? Please give your best estimate.",NA,"Doctor",NA,NA,2
"ai_fear_dong_2026_other_fear","ai_fear_dong_2026_other_fear_1","Doctor_imaginative","Beliefs about others’ fear of AI being deployed in six occupations (Dong et al., Fears about artificial intelligence across 20 countries and six domains of application)","English; Chinese; German; French; Italian; Japanese; Korean; Russian; Turkish; Arabic; Portuguese; Spanish; Hindi","To what extent do you think most people in [country] are afraid of AI being ...? Please give your best estimate.",NA,"Doctor",NA,NA,3
"ai_fear_dong_2026_other_fear","ai_fear_dong_2026_other_fear_1","Doctor_imaginative","Beliefs about others’ fear of AI being deployed in six occupations (Dong et al., Fears about artificial intelligence across 20 countries and six domains of application)","English; Chinese; German; French; Italian; Japanese; Korean; Russian; Turkish; Arabic; Portuguese; Spanish; Hindi","To what extent do you think most people in [country] are afraid of AI being ...? Please give your best estimate.",NA,"Doctor",NA,NA,4
"ai_fear_dong_2026_other_fear","ai_fear_dong_2026_other_fear_1","Doctor_imaginative","Beliefs about others’ fear of AI being deployed in six occupations (Dong et al., Fears about artificial intelligence across 20 countries and six domains of application)","English; Chinese; German; French; Italian; Japanese; Korean; Russian; Turkish; Arabic; Portuguese; Spanish; Hindi","To what extent do you think most people in [country] are afraid of AI being ...? Please give your best estimate.",NA,"Doctor",NA,NA,5
"ai_fear_dong_2026_other_fear","ai_fear_dong_2026_other_fear_1","Doctor_imaginative","Beliefs about others’ fear of AI being deployed in six occupations (Dong et al., Fears about artificial intelligence across 20 countries and six domains of application)","English; Chinese; German; French; Italian; Japanese; Korean; Russian; Turkish; Arabic; Portuguese; Spanish; Hindi","To what extent do you think most people in [country] are afraid of AI being ...? Please give your best estimate.",NA,"Doctor",NA,NA,6
"ai_fear_dong_2026_other_fear","ai_fear_dong_2026_other_fear_1","Doctor_imaginative","Beliefs about others’ fear of AI being deployed in six occupations (Dong et al., Fears about artificial intelligence across 20 countries and six domains of application)","English; Chinese; German; French; Italian; Japanese; Korean; Russian; Turkish; Arabic; Portuguese; Spanish; Hindi","To what extent do you think most people in [country] are afraid of AI being ...? Please give your best estimate.",NA,"Doctor",NA,NA,7
"ai_fear_dong_2026_other_fear","ai_fear_dong_2026_other_fear_1","Doctor_imaginative","Beliefs about others’ fear of AI being deployed in six occupations (Dong et al., Fears about artificial intelligence across 20 countries and six domains of application)","English; Chinese; German; French; Italian; Japanese; Korean; Russian; Turkish; Arabic; Portuguese; Spanish; Hindi","To what extent do you think most people in [country] are afraid of AI being ...? Please give your best estimate.",NA,"Doctor",NA,NA,8
"ai_fear_dong_2026_other_fear","ai_fear_dong_2026_other_fear_1","Doctor_imaginative","Beliefs about others’ fear of AI being deployed in six occupations (Dong et al., Fears about artificial intelligence across 20 countries and six domains of application)","English; Chinese; German; French; Italian; Japanese; Korean; Russian; Turkish; Arabic; Portuguese; Spanish; Hindi","To what extent do you think most people in [country] are afraid of AI being ...? Please give your best estimate.",NA,"Doctor",NA,NA,9
"ai_fear_dong_2026_other_fear","ai_fear_dong_2026_other_fear_1","Doctor_imaginative","Beliefs about others’ fear of AI being deployed in six occupations (Dong et al., Fears about artificial intelligence across 20 countries and six domains of application)","English; Chinese; German; French; Italian; Japanese; Korean; Russian; Turkish; Arabic; Portuguese; Spanish; Hindi","To what extent do you think most people in [country] are afraid of AI being ...? Please give your best estimate.",NA,"Doctor",NA,NA,10
"ai_fear_dong_2026_other_fear","ai_fear_dong_2026_other_fear_1","Doctor_imaginative","Beliefs about others’ fear of AI being deployed in six occupations (Dong et al., Fears about artificial intelligence across 20 countries and six domains of application)","English; Chinese; German; French; Italian; Japanese; Korean; Russian; Turkish; Arabic; Portuguese; Spanish; Hindi","To what extent do you think most people in [country] are afraid of AI being ...? Please give your best estimate.",NA,"Doctor",NA,NA,11
"ai_fear_dong_2026_other_fear","ai_fear_dong_2026_other_fear_1","Doctor_imaginative","Beliefs about others’ fear of AI being deployed in six occupations (Dong et al., Fears about artificial intelligence across 20 countries and six domains of application)","English; Chinese; German; French; Italian; Japanese; Korean; Russian; Turkish; Arabic; Portuguese; Spanish; Hindi","To what extent do you think most people in [country] are afraid of AI being ...? Please give your best estimate.",NA,"Doctor",NA,NA,12
"ai_fear_dong_2026_other_fear","ai_fear_dong_2026_other_fear_1","Doctor_imaginative","Beliefs about others’ fear of AI being deployed in six occupations (Dong et al., Fears about artificial intelligence across 20 countries and six domains of application)","English; Chinese; German; French; Italian; Japanese; Korean; Russian; Turkish; Arabic; Portuguese; Spanish; Hindi","To what extent do you think most people in [country] are afraid of AI being ...? Please give your best estimate.",NA,"Doctor",NA,NA,13
"ai_fear_dong_2026_other_fear","ai_fear_dong_2026_other_fear_1","Doctor_imaginative","Beliefs about others’ fear of AI being deployed in six occupations (Dong et al., Fears about artificial intelligence across 20 countries and six domains of application)","English; Chinese; German; French; Italian; Japanese; Korean; Russian; Turkish; Arabic; Portuguese; Spanish; Hindi","To what extent do you think most people in [country] are afraid of AI being ...? Please give your best estimate.",NA,"Doctor",NA,NA,14
"ai_fear_dong_2026_other_fear","ai_fear_dong_2026_other_fear_1","Doctor_imaginative","Beliefs about others’ fear of AI being deployed in six occupations (Dong et al., Fears about artificial intelligence across 20 countries and six domains of application)","English; Chinese; German; French; Italian; Japanese; Korean; Russian; Turkish; Arabic; Portuguese; Spanish; Hindi","To what extent do you think most people in [country] are afraid of AI being ...? Please give your best estimate.",NA,"Doctor",NA,NA,15
"ai_fear_dong_2026_other_fear","ai_fear_dong_2026_other_fear_1","Doctor_imaginative","Beliefs about others’ fear of AI being deployed in six occupations (Dong et al., Fears about artificial intelligence across 20 countries and six domains of application)","English; Chinese; German; French; Italian; Japanese; Korean; Russian; Turkish; Arabic; Portuguese; Spanish; Hindi","To what extent do you think most people in [country] are afraid of AI being ...? Please give your best estimate.",NA,"Doctor",NA,NA,16
"ai_fear_dong_2026_other_fear","ai_fear_dong_2026_other_fear_1","Doctor_imaginative","Beliefs about others’ fear of AI being deployed in six occupations (Dong et al., Fears about artificial intelligence across 20 countries and six domains of application)","English; Chinese; German; French; Italian; Japanese; Korean; Russian; Turkish; Arabic; Portuguese; Spanish; Hindi","To what extent do you think most people in [country] are afraid of AI being ...? Please give your best estimate.",NA,"Doctor",NA,NA,17
"ai_fear_dong_2026_other_fear","ai_fear_dong_2026_other_fear_1","Doctor_imaginative","Beliefs about others’ fear of AI being deployed in six occupations (Dong et al., Fears about artificial intelligence across 20 countries and six domains of application)","English; Chinese; German; French; Italian; Japanese; Korean; Russian; Turkish; Arabic; Portuguese; Spanish; Hindi","To what extent do you think most people in [country] are afraid of AI being ...? Please give your best estimate.",NA,"Doctor",NA,NA,18
"ai_fear_dong_2026_other_fear","ai_fear_dong_2026_other_fear_1","Doctor_imaginative","Beliefs about others’ fear of AI being deployed in six occupations (Dong et al., Fears about artificial intelligence across 20 countries and six domains of application)","English; Chinese; German; French; Italian; Japanese; Korean; Russian; Turkish; Arabic; Portuguese; Spanish; Hindi","To what extent do you think most people in [country] are afraid of AI being ...? Please give your best estimate.",NA,"Doctor",NA,NA,19
"ai_fear_dong_2026_other_fear","ai_fear_dong_2026_other_fear_1","Doctor_imaginative","Beliefs about others’ fear of AI being deployed in six occupations (Dong et al., Fears about artificial intelligence across 20 countries and six domains of application)","English; Chinese; German; French; Italian; Japanese; Korean; Russian; Turkish; Arabic; Portuguese; Spanish; Hindi","To what extent do you think most people in [country] are afraid of AI being ...? Please give your best estimate.",NA,"Doctor",NA,NA,20
"ai_fear_dong_2026_other_fear","ai_fear_dong_2026_other_fear_1","Doctor_imaginative","Beliefs about others’ fear of AI being deployed in six occupations (Dong et al., Fears about artificial intelligence across 20 countries and six domains of application)","English; Chinese; German; French; Italian; Japanese; Korean; Russian; Turkish; Arabic; Portuguese; Spanish; Hindi","To what extent do you think most people in [country] are afraid of AI being ...? Please give your best estimate.",NA,"Doctor",NA,NA,21
"ai_fear_dong_2026_other_fear","ai_fear_dong_2026_other_fear_1","Doctor_imaginative","Beliefs about others’ fear of AI being deployed in six occupations (Dong et al., Fears about artificial intelligence across 20 countries and six domains of application)","English; Chinese; German; French; Italian; Japanese; Korean; Russian; Turkish; Arabic; Portuguese; Spanish; Hindi","To what extent do you think most people in [country] are afraid of AI being ...? Please give your best estimate.",NA,"Doctor",NA,NA,22
"ai_fear_dong_2026_other_fear","ai_fear_dong_2026_other_fear_1","Doctor_imaginative","Beliefs about others’ fear of AI being deployed in six occupations (Dong et al., Fears about artificial intelligence across 20 countries and six domains of application)","English; Chinese; German; French; Italian; Japanese; Korean; Russian; Turkish; Arabic; Portuguese; Spanish; Hindi","To what extent do you think most people in [country] are afraid of AI being ...? Please give your best estimate.",NA,"Doctor",NA,NA,23
"ai_fear_dong_2026_other_fear","ai_fear_dong_2026_other_fear_1","Doctor_imaginative","Beliefs about others’ fear of AI being deployed in six occupations (Dong et al., Fears about artificial intelligence across 20 countries and six domains of application)","English; Chinese; German; French; Italian; Japanese; Korean; Russian; Turkish; Arabic; Portuguese; Spanish; Hindi","To what extent do you think most people in [country] are afraid of AI being ...? Please give your best estimate.",NA,"Doctor",NA,NA,24
"ai_fear_dong_2026_other_fear","ai_fear_dong_2026_other_fear_1","Doctor_imaginative","Beliefs about others’ fear of AI being deployed in six occupations (Dong et al., Fears about artificial intelligence across 20 countries and six domains of application)","English; Chinese; German; French; Italian; Japanese; Korean; Russian; Turkish; Arabic; Portuguese; Spanish; Hindi","To what extent do you think most people in [country] are afraid of AI being ...? Please give your best estimate.",NA,"Doctor",NA,NA,25
"ai_fear_dong_2026_other_fear","ai_fear_dong_2026_other_fear_1","Doctor_imaginative","Beliefs about others’ fear of AI being deployed in six occupations (Dong et al., Fears about artificial intelligence across 20 countries and six domains of application)","English; Chinese; German; French; Italian; Japanese; Korean; Russian; Turkish; Arabic; Portuguese; Spanish; Hindi","To what extent do you think most people in [country] are afraid of AI being ...? Please give your best estimate.",NA,"Doctor",NA,NA,26
"ai_fear_dong_2026_other_fear","ai_fear_dong_2026_other_fear_1","Doctor_imaginative","Beliefs about others’ fear of AI being deployed in six occupations (Dong et al., Fears about artificial intelligence across 20 countries and six domains of application)","English; Chinese; German; French; Italian; Japanese; Korean; Russian; Turkish; Arabic; Portuguese; Spanish; Hindi","To what extent do you think most people in [country] are afraid of AI being ...? Please give your best estimate.",NA,"Doctor",NA,NA,27
"ai_fear_dong_2026_other_fear","ai_fear_dong_2026_other_fear_1","Doctor_imaginative","Beliefs about others’ fear of AI being deployed in six occupations (Dong et al., Fears about artificial intelligence across 20 countries and six domains of application)","English; Chinese; German; French; Italian; Japanese; Korean; Russian; Turkish; Arabic; Portuguese; Spanish; Hindi","To what extent do you think most people in [country] are afraid of AI being ...? Please give your best estimate.",NA,"Doctor",NA,NA,28
"ai_fear_dong_2026_other_fear","ai_fear_dong_2026_other_fear_1","Doctor_imaginative","Beliefs about others’ fear of AI being deployed in six occupations (Dong et al., Fears about artificial intelligence across 20 countries and six domains of application)","English; Chinese; German; French; Italian; Japanese; Korean; Russian; Turkish; Arabic; Portuguese; Spanish; Hindi","To what extent do you think most people in [country] are afraid of AI being ...? Please give your best estimate.",NA,"Doctor",NA,NA,29
"ai_fear_dong_2026_other_fear","ai_fear_dong_2026_other_fear_1","Doctor_imaginative","Beliefs about others’ fear of AI being deployed in six occupations (Dong et al., Fears about artificial intelligence across 20 countries and six domains of application)","English; Chinese; German; French; Italian; Japanese; Korean; Russian; Turkish; Arabic; Portuguese; Spanish; Hindi","To what extent do you think most people in [country] are afraid of AI being ...? Please give your best estimate.",NA,"Doctor",NA,NA,30
"ai_fear_dong_2026_other_fear","ai_fear_dong_2026_other_fear_1","Doctor_imaginative","Beliefs about others’ fear of AI being deployed in six occupations (Dong et al., Fears about artificial intelligence across 20 countries and six domains of application)","English; Chinese; German; French; Italian; Japanese; Korean; Russian; Turkish; Arabic; Portuguese; Spanish; Hindi","To what extent do you think most people in [country] are afraid of AI being ...? Please give your best estimate.",NA,"Doctor",NA,NA,31
"ai_fear_dong_2026_other_fear","ai_fear_dong_2026_other_fear_1","Doctor_imaginative","Beliefs about others’ fear of AI being deployed in six occupations (Dong et al., Fears about artificial intelligence across 20 countries and six domains of application)","English; Chinese; German; French; Italian; Japanese; Korean; Russian; Turkish; Arabic; Portuguese; Spanish; Hindi","To what extent do you think most people in [country] are afraid of AI being ...? Please give your best estimate.",NA,"Doctor",NA,NA,32
"ai_fear_dong_2026_other_fear","ai_fear_dong_2026_other_fear_1","Doctor_imaginative","Beliefs about others’ fear of AI being deployed in six occupations (Dong et al., Fears about artificial intelligence across 20 countries and six domains of application)","English; Chinese; German; French; Italian; Japanese; Korean; Russian; Turkish; Arabic; Portuguese; Spanish; Hindi","To what extent do you think most people in [country] are afraid of AI being ...? Please give your best estimate.",NA,"Doctor",NA,NA,33
"ai_fear_dong_2026_other_fear","ai_fear_dong_2026_other_fear_1","Doctor_imaginative","Beliefs about others’ fear of AI being deployed in six occupations (Dong et al., Fears about artificial intelligence across 20 countries and six domains of application)","English; Chinese; German; French; Italian; Japanese; Korean; Russian; Turkish; Arabic; Portuguese; Spanish; Hindi","To what extent do you think most people in [country] are afraid of AI being ...? Please give your best estimate.",NA,"Doctor",NA,NA,34
"ai_fear_dong_2026_other_fear","ai_fear_dong_2026_other_fear_1","Doctor_imaginative","Beliefs about others’ fear of AI being deployed in six occupations (Dong et al., Fears about artificial intelligence across 20 countries and six domains of application)","English; Chinese; German; French; Italian; Japanese; Korean; Russian; Turkish; Arabic; Portuguese; Spanish; Hindi","To what extent do you think most people in [country] are afraid of AI being ...? Please give your best estimate.",NA,"Doctor",NA,NA,35
"ai_fear_dong_2026_other_fear","ai_fear_dong_2026_other_fear_1","Doctor_imaginative","Beliefs about others’ fear of AI being deployed in six occupations (Dong et al., Fears about artificial intelligence across 20 countries and six domains of application)","English; Chinese; German; French; Italian; Japanese; Korean; Russian; Turkish; Arabic; Portuguese; Spanish; Hindi","To what extent do you think most people in [country] are afraid of AI being ...? Please give your best estimate.",NA,"Doctor",NA,NA,36
"ai_fear_dong_2026_other_fear","ai_fear_dong_2026_other_fear_1","Doctor_imaginative","Beliefs about others’ fear of AI being deployed in six occupations (Dong et al., Fears about artificial intelligence across 20 countries and six domains of application)","English; Chinese; German; French; Italian; Japanese; Korean; Russian; Turkish; Arabic; Portuguese; Spanish; Hindi","To what extent do you think most people in [country] are afraid of AI being ...? Please give your best estimate.",NA,"Doctor",NA,NA,37
"ai_fear_dong_2026_other_fear","ai_fear_dong_2026_other_fear_1","Doctor_imaginative","Beliefs about others’ fear of AI being deployed in six occupations (Dong et al., Fears about artificial intelligence across 20 countries and six domains of application)","English; Chinese; German; French; Italian; Japanese; Korean; Russian; Turkish; Arabic; Portuguese; Spanish; Hindi","To what extent do you think most people in [country] are afraid of AI being ...? Please give your best estimate.",NA,"Doctor",NA,NA,38
"ai_fear_dong_2026_other_fear","ai_fear_dong_2026_other_fear_1","Doctor_imaginative","Beliefs about others’ fear of AI being deployed in six occupations (Dong et al., Fears about artificial intelligence across 20 countries and six domains of application)","English; Chinese; German; French; Italian; Japanese; Korean; Russian; Turkish; Arabic; Portuguese; Spanish; Hindi","To what extent do you think most people in [country] are afraid of AI being ...? Please give your best estimate.",NA,"Doctor",NA,NA,39
"ai_fear_dong_2026_other_fear","ai_fear_dong_2026_other_fear_1","Doctor_imaginative","Beliefs about others’ fear of AI being deployed in six occupations (Dong et al., Fears about artificial intelligence across 20 countries and six domains of application)","English; Chinese; German; French; Italian; Japanese; Korean; Russian; Turkish; Arabic; Portuguese; Spanish; Hindi","To what extent do you think most people in [country] are afraid of AI being ...? Please give your best estimate.",NA,"Doctor",NA,NA,40
"ai_fear_dong_2026_other_fear","ai_fear_dong_2026_other_fear_1","Doctor_imaginative","Beliefs about others’ fear of AI being deployed in six occupations (Dong et al., Fears about artificial intelligence across 20 countries and six domains of application)","English; Chinese; German; French; Italian; Japanese; Korean; Russian; Turkish; Arabic; Portuguese; Spanish; Hindi","To what extent do you think most people in [country] are afraid of AI being ...? Please give your best estimate.",NA,"Doctor",NA,NA,41
"ai_fear_dong_2026_other_fear","ai_fear_dong_2026_other_fear_1","Doctor_imaginative","Beliefs about others’ fear of AI being deployed in six occupations (Dong et al., Fears about artificial intelligence across 20 countries and six domains of application)","English; Chinese; German; French; Italian; Japanese; Korean; Russian; Turkish; Arabic; Portuguese; Spanish; Hindi","To what extent do you think most people in [country] are afraid of AI being ...? Please give your best estimate.",NA,"Doctor",NA,NA,42
"ai_fear_dong_2026_other_fear","ai_fear_dong_2026_other_fear_1","Doctor_imaginative","Beliefs about others’ fear of AI being deployed in six occupations (Dong et al., Fears about artificial intelligence across 20 countries and six domains of application)","English; Chinese; German; French; Italian; Japanese; Korean; Russian; Turkish; Arabic; Portuguese; Spanish; Hindi","To what extent do you think most people in [country] are afraid of AI being ...? Please give your best estimate.",NA,"Doctor",NA,NA,43
"ai_fear_dong_2026_other_fear","ai_fear_dong_2026_other_fear_1","Doctor_imaginative","Beliefs about others’ fear of AI being deployed in six occupations (Dong et al., Fears about artificial intelligence across 20 countries and six domains of application)","English; Chinese; German; French; Italian; Japanese; Korean; Russian; Turkish; Arabic; Portuguese; Spanish; Hindi","To what extent do you think most people in [country] are afraid of AI being ...? Please give your best estimate.",NA,"Doctor",NA,NA,44
"ai_fear_dong_2026_other_fear","ai_fear_dong_2026_other_fear_1","Doctor_imaginative","Beliefs about others’ fear of AI being deployed in six occupations (Dong et al., Fears about artificial intelligence across 20 countries and six domains of application)","English; Chinese; German; French; Italian; Japanese; Korean; Russian; Turkish; Arabic; Portuguese; Spanish; Hindi","To what extent do you think most people in [country] are afraid of AI being ...? Please give your best estimate.",NA,"Doctor",NA,NA,45
"ai_fear_dong_2026_other_fear","ai_fear_dong_2026_other_fear_1","Doctor_imaginative","Beliefs about others’ fear of AI being deployed in six occupations (Dong et al., Fears about artificial intelligence across 20 countries and six domains of application)","English; Chinese; German; French; Italian; Japanese; Korean; Russian; Turkish; Arabic; Portuguese; Spanish; Hindi","To what extent do you think most people in [country] are afraid of AI being ...? Please give your best estimate.",NA,"Doctor",NA,NA,46
"ai_fear_dong_2026_other_fear","ai_fear_dong_2026_other_fear_1","Doctor_imaginative","Beliefs about others’ fear of AI being deployed in six occupations (Dong et al., Fears about artificial intelligence across 20 countries and six domains of application)","English; Chinese; German; French; Italian; Japanese; Korean; Russian; Turkish; Arabic; Portuguese; Spanish; Hindi","To what extent do you think most people in [country] are afraid of AI being ...? Please give your best estimate.",NA,"Doctor",NA,NA,47
"ai_fear_dong_2026_other_fear","ai_fear_dong_2026_other_fear_1","Doctor_imaginative","Beliefs about others’ fear of AI being deployed in six occupations (Dong et al., Fears about artificial intelligence across 20 countries and six domains of application)","English; Chinese; German; French; Italian; Japanese; Korean; Russian; Turkish; Arabic; Portuguese; Spanish; Hindi","To what extent do you think most people in [country] are afraid of AI being ...? Please give your best estimate.",NA,"Doctor",NA,NA,48
"ai_fear_dong_2026_other_fear","ai_fear_dong_2026_other_fear_1","Doctor_imaginative","Beliefs about others’ fear of AI being deployed in six occupations (Dong et al., Fears about artificial intelligence across 20 countries and six domains of application)","English; Chinese; German; French; Italian; Japanese; Korean; Russian; Turkish; Arabic; Portuguese; Spanish; Hindi","To what extent do you think most people in [country] are afraid of AI being ...? Please give your best estimate.",NA,"Doctor",NA,NA,49
"ai_fear_dong_2026_other_fear","ai_fear_dong_2026_other_fear_1","Doctor_imaginative","Beliefs about others’ fear of AI being deployed in six occupations (Dong et al., Fears about artificial intelligence across 20 countries and six domains of application)","English; Chinese; German; French; Italian; Japanese; Korean; Russian; Turkish; Arabic; Portuguese; Spanish; Hindi","To what extent do you think most people in [country] are afraid of AI being ...? Please give your best estimate.",NA,"Doctor",NA,NA,50
"ai_fear_dong_2026_other_fear","ai_fear_dong_2026_other_fear_1","Doctor_imaginative","Beliefs about others’ fear of AI being deployed in six occupations (Dong et al., Fears about artificial intelligence across 20 countries and six domains of application)","English; Chinese; German; French; Italian; Japanese; Korean; Russian; Turkish; Arabic; Portuguese; Spanish; Hindi","To what extent do you think most people in [country] are afraid of AI being ...? Please give your best estimate.",NA,"Doctor",NA,NA,51
"ai_fear_dong_2026_other_fear","ai_fear_dong_2026_other_fear_1","Doctor_imaginative","Beliefs about others’ fear of AI being deployed in six occupations (Dong et al., Fears about artificial intelligence across 20 countries and six domains of application)","English; Chinese; German; French; Italian; Japanese; Korean; Russian; Turkish; Arabic; Portuguese; Spanish; Hindi","To what extent do you think most people in [country] are afraid of AI being ...? Please give your best estimate.",NA,"Doctor",NA,NA,52
"ai_fear_dong_2026_other_fear","ai_fear_dong_2026_other_fear_1","Doctor_imaginative","Beliefs about others’ fear of AI being deployed in six occupations (Dong et al., Fears about artificial intelligence across 20 countries and six domains of application)","English; Chinese; German; French; Italian; Japanese; Korean; Russian; Turkish; Arabic; Portuguese; Spanish; Hindi","To what extent do you think most people in [country] are afraid of AI being ...? Please give your best estimate.",NA,"Doctor",NA,NA,53
"ai_fear_dong_2026_other_fear","ai_fear_dong_2026_other_fear_1","Doctor_imaginative","Beliefs about others’ fear of AI being deployed in six occupations (Dong et al., Fears about artificial intelligence across 20 countries and six domains of application)","English; Chinese; German; French; Italian; Japanese; Korean; Russian; Turkish; Arabic; Portuguese; Spanish; Hindi","To what extent do you think most people in [country] are afraid of AI being ...? Please give your best estimate.",NA,"Doctor",NA,NA,54
"ai_fear_dong_2026_other_fear","ai_fear_dong_2026_other_fear_1","Doctor_imaginative","Beliefs about others’ fear of AI being deployed in six occupations (Dong et al., Fears about artificial intelligence across 20 countries and six domains of application)","English; Chinese; German; French; Italian; Japanese; Korean; Russian; Turkish; Arabic; Portuguese; Spanish; Hindi","To what extent do you think most people in [country] are afraid of AI being ...? Please give your best estimate.",NA,"Doctor",NA,NA,55
"ai_fear_dong_2026_other_fear","ai_fear_dong_2026_other_fear_1","Doctor_imaginative","Beliefs about others’ fear of AI being deployed in six occupations (Dong et al., Fears about artificial intelligence across 20 countries and six domains of application)","English; Chinese; German; French; Italian; Japanese; Korean; Russian; Turkish; Arabic; Portuguese; Spanish; Hindi","To what extent do you think most people in [country] are afraid of AI being ...? Please give your best estimate.",NA,"Doctor",NA,NA,56
"ai_fear_dong_2026_other_fear","ai_fear_dong_2026_other_fear_1","Doctor_imaginative","Beliefs about others’ fear of AI being deployed in six occupations (Dong et al., Fears about artificial intelligence across 20 countries and six domains of application)","English; Chinese; German; French; Italian; Japanese; Korean; Russian; Turkish; Arabic; Portuguese; Spanish; Hindi","To what extent do you think most people in [country] are afraid of AI being ...? Please give your best estimate.",NA,"Doctor",NA,NA,57
"ai_fear_dong_2026_other_fear","ai_fear_dong_2026_other_fear_1","Doctor_imaginative","Beliefs about others’ fear of AI being deployed in six occupations (Dong et al., Fears about artificial intelligence across 20 countries and six domains of application)","English; Chinese; German; French; Italian; Japanese; Korean; Russian; Turkish; Arabic; Portuguese; Spanish; Hindi","To what extent do you think most people in [country] are afraid of AI being ...? Please give your best estimate.",NA,"Doctor",NA,NA,58
"ai_fear_dong_2026_other_fear","ai_fear_dong_2026_other_fear_1","Doctor_imaginative","Beliefs about others’ fear of AI being deployed in six occupations (Dong et al., Fears about artificial intelligence across 20 countries and six domains of application)","English; Chinese; German; French; Italian; Japanese; Korean; Russian; Turkish; Arabic; Portuguese; Spanish; Hindi","To what extent do you think most people in [country] are afraid of AI being ...? Please give your best estimate.",NA,"Doctor",NA,NA,59
"ai_fear_dong_2026_other_fear","ai_fear_dong_2026_other_fear_1","Doctor_imaginative","Beliefs about others’ fear of AI being deployed in six occupations (Dong et al., Fears about artificial intelligence across 20 countries and six domains of application)","English; Chinese; German; French; Italian; Japanese; Korean; Russian; Turkish; Arabic; Portuguese; Spanish; Hindi","To what extent do you think most people in [country] are afraid of AI being ...? Please give your best estimate.",NA,"Doctor",NA,NA,60
