"table","section_id","item","instrument","language","instructions","instructions_translated","section_prompt","item_text","correct_response","option_text","resp"
"megart_tonkovic_2021","megart_tonkovic_2021_1","elektron","MegaRT lexical decision task (Croatian nouns and Wuggy-matched pseudowords)","Croatian","Tijekom istraživačkog postupka od Vas će se tražiti da na računalu odgovarate na podražaje koji će biti prikazani na ekranu, a oni će se sastojati od niza slova. Vaš će zadatak biti da za svaki niz odredite radi li se o riječi ili pseudoriječi i u skladu s tim što brže i što točnije date odgovor. Detaljne upute i način odgovaranja bit će prezentirani računalno.","During the research procedure you will be asked to respond on a computer to stimuli that will be shown on the screen, and these will consist of a string of letters. Your task will be to decide for each string whether it is a word or a pseudoword and, accordingly, to respond as quickly and as accurately as possible. Detailed instructions and the method of responding will be presented on the computer.",NA,"elektron",1,"Incorrect",0
"megart_tonkovic_2021","megart_tonkovic_2021_1","elektron","MegaRT lexical decision task (Croatian nouns and Wuggy-matched pseudowords)","Croatian","Tijekom istraživačkog postupka od Vas će se tražiti da na računalu odgovarate na podražaje koji će biti prikazani na ekranu, a oni će se sastojati od niza slova. Vaš će zadatak biti da za svaki niz odredite radi li se o riječi ili pseudoriječi i u skladu s tim što brže i što točnije date odgovor. Detaljne upute i način odgovaranja bit će prezentirani računalno.","During the research procedure you will be asked to respond on a computer to stimuli that will be shown on the screen, and these will consist of a string of letters. Your task will be to decide for each string whether it is a word or a pseudoword and, accordingly, to respond as quickly and as accurately as possible. Detailed instructions and the method of responding will be presented on the computer.",NA,"elektron",1,"Correct",1
"megart_tonkovic_2021","megart_tonkovic_2021_1","element","MegaRT lexical decision task (Croatian nouns and Wuggy-matched pseudowords)","Croatian","Tijekom istraživačkog postupka od Vas će se tražiti da na računalu odgovarate na podražaje koji će biti prikazani na ekranu, a oni će se sastojati od niza slova. Vaš će zadatak biti da za svaki niz odredite radi li se o riječi ili pseudoriječi i u skladu s tim što brže i što točnije date odgovor. Detaljne upute i način odgovaranja bit će prezentirani računalno.","During the research procedure you will be asked to respond on a computer to stimuli that will be shown on the screen, and these will consist of a string of letters. Your task will be to decide for each string whether it is a word or a pseudoword and, accordingly, to respond as quickly and as accurately as possible. Detailed instructions and the method of responding will be presented on the computer.",NA,"element",1,"Incorrect",0
"megart_tonkovic_2021","megart_tonkovic_2021_1","element","MegaRT lexical decision task (Croatian nouns and Wuggy-matched pseudowords)","Croatian","Tijekom istraživačkog postupka od Vas će se tražiti da na računalu odgovarate na podražaje koji će biti prikazani na ekranu, a oni će se sastojati od niza slova. Vaš će zadatak biti da za svaki niz odredite radi li se o riječi ili pseudoriječi i u skladu s tim što brže i što točnije date odgovor. Detaljne upute i način odgovaranja bit će prezentirani računalno.","During the research procedure you will be asked to respond on a computer to stimuli that will be shown on the screen, and these will consist of a string of letters. Your task will be to decide for each string whether it is a word or a pseudoword and, accordingly, to respond as quickly and as accurately as possible. Detailed instructions and the method of responding will be presented on the computer.",NA,"element",1,"Correct",1
"megart_tonkovic_2021","megart_tonkovic_2021_1","elezjend","MegaRT lexical decision task (Croatian nouns and Wuggy-matched pseudowords)","Croatian","Tijekom istraživačkog postupka od Vas će se tražiti da na računalu odgovarate na podražaje koji će biti prikazani na ekranu, a oni će se sastojati od niza slova. Vaš će zadatak biti da za svaki niz odredite radi li se o riječi ili pseudoriječi i u skladu s tim što brže i što točnije date odgovor. Detaljne upute i način odgovaranja bit će prezentirani računalno.","During the research procedure you will be asked to respond on a computer to stimuli that will be shown on the screen, and these will consist of a string of letters. Your task will be to decide for each string whether it is a word or a pseudoword and, accordingly, to respond as quickly and as accurately as possible. Detailed instructions and the method of responding will be presented on the computer.",NA,"elezjend",1,"Incorrect",0
"megart_tonkovic_2021","megart_tonkovic_2021_1","elezjend","MegaRT lexical decision task (Croatian nouns and Wuggy-matched pseudowords)","Croatian","Tijekom istraživačkog postupka od Vas će se tražiti da na računalu odgovarate na podražaje koji će biti prikazani na ekranu, a oni će se sastojati od niza slova. Vaš će zadatak biti da za svaki niz odredite radi li se o riječi ili pseudoriječi i u skladu s tim što brže i što točnije date odgovor. Detaljne upute i način odgovaranja bit će prezentirani računalno.","During the research procedure you will be asked to respond on a computer to stimuli that will be shown on the screen, and these will consist of a string of letters. Your task will be to decide for each string whether it is a word or a pseudoword and, accordingly, to respond as quickly and as accurately as possible. Detailed instructions and the method of responding will be presented on the computer.",NA,"elezjend",1,"Correct",1
"megart_tonkovic_2021","megart_tonkovic_2021_1","elećajz","MegaRT lexical decision task (Croatian nouns and Wuggy-matched pseudowords)","Croatian","Tijekom istraživačkog postupka od Vas će se tražiti da na računalu odgovarate na podražaje koji će biti prikazani na ekranu, a oni će se sastojati od niza slova. Vaš će zadatak biti da za svaki niz odredite radi li se o riječi ili pseudoriječi i u skladu s tim što brže i što točnije date odgovor. Detaljne upute i način odgovaranja bit će prezentirani računalno.","During the research procedure you will be asked to respond on a computer to stimuli that will be shown on the screen, and these will consist of a string of letters. Your task will be to decide for each string whether it is a word or a pseudoword and, accordingly, to respond as quickly and as accurately as possible. Detailed instructions and the method of responding will be presented on the computer.",NA,"elećajz",1,"Incorrect",0
"megart_tonkovic_2021","megart_tonkovic_2021_1","elećajz","MegaRT lexical decision task (Croatian nouns and Wuggy-matched pseudowords)","Croatian","Tijekom istraživačkog postupka od Vas će se tražiti da na računalu odgovarate na podražaje koji će biti prikazani na ekranu, a oni će se sastojati od niza slova. Vaš će zadatak biti da za svaki niz odredite radi li se o riječi ili pseudoriječi i u skladu s tim što brže i što točnije date odgovor. Detaljne upute i način odgovaranja bit će prezentirani računalno.","During the research procedure you will be asked to respond on a computer to stimuli that will be shown on the screen, and these will consist of a string of letters. Your task will be to decide for each string whether it is a word or a pseudoword and, accordingly, to respond as quickly and as accurately as possible. Detailed instructions and the method of responding will be presented on the computer.",NA,"elećajz",1,"Correct",1
"megart_tonkovic_2021","megart_tonkovic_2021_1","elivorinor","MegaRT lexical decision task (Croatian nouns and Wuggy-matched pseudowords)","Croatian","Tijekom istraživačkog postupka od Vas će se tražiti da na računalu odgovarate na podražaje koji će biti prikazani na ekranu, a oni će se sastojati od niza slova. Vaš će zadatak biti da za svaki niz odredite radi li se o riječi ili pseudoriječi i u skladu s tim što brže i što točnije date odgovor. Detaljne upute i način odgovaranja bit će prezentirani računalno.","During the research procedure you will be asked to respond on a computer to stimuli that will be shown on the screen, and these will consist of a string of letters. Your task will be to decide for each string whether it is a word or a pseudoword and, accordingly, to respond as quickly and as accurately as possible. Detailed instructions and the method of responding will be presented on the computer.",NA,"elivorinor",1,"Incorrect",0
"megart_tonkovic_2021","megart_tonkovic_2021_1","elivorinor","MegaRT lexical decision task (Croatian nouns and Wuggy-matched pseudowords)","Croatian","Tijekom istraživačkog postupka od Vas će se tražiti da na računalu odgovarate na podražaje koji će biti prikazani na ekranu, a oni će se sastojati od niza slova. Vaš će zadatak biti da za svaki niz odredite radi li se o riječi ili pseudoriječi i u skladu s tim što brže i što točnije date odgovor. Detaljne upute i način odgovaranja bit će prezentirani računalno.","During the research procedure you will be asked to respond on a computer to stimuli that will be shown on the screen, and these will consist of a string of letters. Your task will be to decide for each string whether it is a word or a pseudoword and, accordingly, to respond as quickly and as accurately as possible. Detailed instructions and the method of responding will be presented on the computer.",NA,"elivorinor",1,"Correct",1
"megart_tonkovic_2021","megart_tonkovic_2021_1","elsoduz","MegaRT lexical decision task (Croatian nouns and Wuggy-matched pseudowords)","Croatian","Tijekom istraživačkog postupka od Vas će se tražiti da na računalu odgovarate na podražaje koji će biti prikazani na ekranu, a oni će se sastojati od niza slova. Vaš će zadatak biti da za svaki niz odredite radi li se o riječi ili pseudoriječi i u skladu s tim što brže i što točnije date odgovor. Detaljne upute i način odgovaranja bit će prezentirani računalno.","During the research procedure you will be asked to respond on a computer to stimuli that will be shown on the screen, and these will consist of a string of letters. Your task will be to decide for each string whether it is a word or a pseudoword and, accordingly, to respond as quickly and as accurately as possible. Detailed instructions and the method of responding will be presented on the computer.",NA,"elsoduz",1,"Incorrect",0
"megart_tonkovic_2021","megart_tonkovic_2021_1","elsoduz","MegaRT lexical decision task (Croatian nouns and Wuggy-matched pseudowords)","Croatian","Tijekom istraživačkog postupka od Vas će se tražiti da na računalu odgovarate na podražaje koji će biti prikazani na ekranu, a oni će se sastojati od niza slova. Vaš će zadatak biti da za svaki niz odredite radi li se o riječi ili pseudoriječi i u skladu s tim što brže i što točnije date odgovor. Detaljne upute i način odgovaranja bit će prezentirani računalno.","During the research procedure you will be asked to respond on a computer to stimuli that will be shown on the screen, and these will consist of a string of letters. Your task will be to decide for each string whether it is a word or a pseudoword and, accordingly, to respond as quickly and as accurately as possible. Detailed instructions and the method of responding will be presented on the computer.",NA,"elsoduz",1,"Correct",1
"megart_tonkovic_2021","megart_tonkovic_2021_1","emabeja","MegaRT lexical decision task (Croatian nouns and Wuggy-matched pseudowords)","Croatian","Tijekom istraživačkog postupka od Vas će se tražiti da na računalu odgovarate na podražaje koji će biti prikazani na ekranu, a oni će se sastojati od niza slova. Vaš će zadatak biti da za svaki niz odredite radi li se o riječi ili pseudoriječi i u skladu s tim što brže i što točnije date odgovor. Detaljne upute i način odgovaranja bit će prezentirani računalno.","During the research procedure you will be asked to respond on a computer to stimuli that will be shown on the screen, and these will consist of a string of letters. Your task will be to decide for each string whether it is a word or a pseudoword and, accordingly, to respond as quickly and as accurately as possible. Detailed instructions and the method of responding will be presented on the computer.",NA,"emabeja",1,"Incorrect",0
"megart_tonkovic_2021","megart_tonkovic_2021_1","emabeja","MegaRT lexical decision task (Croatian nouns and Wuggy-matched pseudowords)","Croatian","Tijekom istraživačkog postupka od Vas će se tražiti da na računalu odgovarate na podražaje koji će biti prikazani na ekranu, a oni će se sastojati od niza slova. Vaš će zadatak biti da za svaki niz odredite radi li se o riječi ili pseudoriječi i u skladu s tim što brže i što točnije date odgovor. Detaljne upute i način odgovaranja bit će prezentirani računalno.","During the research procedure you will be asked to respond on a computer to stimuli that will be shown on the screen, and these will consist of a string of letters. Your task will be to decide for each string whether it is a word or a pseudoword and, accordingly, to respond as quickly and as accurately as possible. Detailed instructions and the method of responding will be presented on the computer.",NA,"emabeja",1,"Correct",1
"megart_tonkovic_2021","megart_tonkovic_2021_1","emocija","MegaRT lexical decision task (Croatian nouns and Wuggy-matched pseudowords)","Croatian","Tijekom istraživačkog postupka od Vas će se tražiti da na računalu odgovarate na podražaje koji će biti prikazani na ekranu, a oni će se sastojati od niza slova. Vaš će zadatak biti da za svaki niz odredite radi li se o riječi ili pseudoriječi i u skladu s tim što brže i što točnije date odgovor. Detaljne upute i način odgovaranja bit će prezentirani računalno.","During the research procedure you will be asked to respond on a computer to stimuli that will be shown on the screen, and these will consist of a string of letters. Your task will be to decide for each string whether it is a word or a pseudoword and, accordingly, to respond as quickly and as accurately as possible. Detailed instructions and the method of responding will be presented on the computer.",NA,"emocija",1,"Incorrect",0
"megart_tonkovic_2021","megart_tonkovic_2021_1","emocija","MegaRT lexical decision task (Croatian nouns and Wuggy-matched pseudowords)","Croatian","Tijekom istraživačkog postupka od Vas će se tražiti da na računalu odgovarate na podražaje koji će biti prikazani na ekranu, a oni će se sastojati od niza slova. Vaš će zadatak biti da za svaki niz odredite radi li se o riječi ili pseudoriječi i u skladu s tim što brže i što točnije date odgovor. Detaljne upute i način odgovaranja bit će prezentirani računalno.","During the research procedure you will be asked to respond on a computer to stimuli that will be shown on the screen, and these will consist of a string of letters. Your task will be to decide for each string whether it is a word or a pseudoword and, accordingly, to respond as quickly and as accurately as possible. Detailed instructions and the method of responding will be presented on the computer.",NA,"emocija",1,"Correct",1
"megart_tonkovic_2021","megart_tonkovic_2021_1","emokostaj","MegaRT lexical decision task (Croatian nouns and Wuggy-matched pseudowords)","Croatian","Tijekom istraživačkog postupka od Vas će se tražiti da na računalu odgovarate na podražaje koji će biti prikazani na ekranu, a oni će se sastojati od niza slova. Vaš će zadatak biti da za svaki niz odredite radi li se o riječi ili pseudoriječi i u skladu s tim što brže i što točnije date odgovor. Detaljne upute i način odgovaranja bit će prezentirani računalno.","During the research procedure you will be asked to respond on a computer to stimuli that will be shown on the screen, and these will consist of a string of letters. Your task will be to decide for each string whether it is a word or a pseudoword and, accordingly, to respond as quickly and as accurately as possible. Detailed instructions and the method of responding will be presented on the computer.",NA,"emokostaj",1,"Incorrect",0
"megart_tonkovic_2021","megart_tonkovic_2021_1","emokostaj","MegaRT lexical decision task (Croatian nouns and Wuggy-matched pseudowords)","Croatian","Tijekom istraživačkog postupka od Vas će se tražiti da na računalu odgovarate na podražaje koji će biti prikazani na ekranu, a oni će se sastojati od niza slova. Vaš će zadatak biti da za svaki niz odredite radi li se o riječi ili pseudoriječi i u skladu s tim što brže i što točnije date odgovor. Detaljne upute i način odgovaranja bit će prezentirani računalno.","During the research procedure you will be asked to respond on a computer to stimuli that will be shown on the screen, and these will consist of a string of letters. Your task will be to decide for each string whether it is a word or a pseudoword and, accordingly, to respond as quickly and as accurately as possible. Detailed instructions and the method of responding will be presented on the computer.",NA,"emokostaj",1,"Correct",1
"megart_tonkovic_2021","megart_tonkovic_2021_1","endem","MegaRT lexical decision task (Croatian nouns and Wuggy-matched pseudowords)","Croatian","Tijekom istraživačkog postupka od Vas će se tražiti da na računalu odgovarate na podražaje koji će biti prikazani na ekranu, a oni će se sastojati od niza slova. Vaš će zadatak biti da za svaki niz odredite radi li se o riječi ili pseudoriječi i u skladu s tim što brže i što točnije date odgovor. Detaljne upute i način odgovaranja bit će prezentirani računalno.","During the research procedure you will be asked to respond on a computer to stimuli that will be shown on the screen, and these will consist of a string of letters. Your task will be to decide for each string whether it is a word or a pseudoword and, accordingly, to respond as quickly and as accurately as possible. Detailed instructions and the method of responding will be presented on the computer.",NA,"endem",1,"Incorrect",0
"megart_tonkovic_2021","megart_tonkovic_2021_1","endem","MegaRT lexical decision task (Croatian nouns and Wuggy-matched pseudowords)","Croatian","Tijekom istraživačkog postupka od Vas će se tražiti da na računalu odgovarate na podražaje koji će biti prikazani na ekranu, a oni će se sastojati od niza slova. Vaš će zadatak biti da za svaki niz odredite radi li se o riječi ili pseudoriječi i u skladu s tim što brže i što točnije date odgovor. Detaljne upute i način odgovaranja bit će prezentirani računalno.","During the research procedure you will be asked to respond on a computer to stimuli that will be shown on the screen, and these will consist of a string of letters. Your task will be to decide for each string whether it is a word or a pseudoword and, accordingly, to respond as quickly and as accurately as possible. Detailed instructions and the method of responding will be presented on the computer.",NA,"endem",1,"Correct",1
"megart_tonkovic_2021","megart_tonkovic_2021_1","energent","MegaRT lexical decision task (Croatian nouns and Wuggy-matched pseudowords)","Croatian","Tijekom istraživačkog postupka od Vas će se tražiti da na računalu odgovarate na podražaje koji će biti prikazani na ekranu, a oni će se sastojati od niza slova. Vaš će zadatak biti da za svaki niz odredite radi li se o riječi ili pseudoriječi i u skladu s tim što brže i što točnije date odgovor. Detaljne upute i način odgovaranja bit će prezentirani računalno.","During the research procedure you will be asked to respond on a computer to stimuli that will be shown on the screen, and these will consist of a string of letters. Your task will be to decide for each string whether it is a word or a pseudoword and, accordingly, to respond as quickly and as accurately as possible. Detailed instructions and the method of responding will be presented on the computer.",NA,"energent",1,"Incorrect",0
"megart_tonkovic_2021","megart_tonkovic_2021_1","energent","MegaRT lexical decision task (Croatian nouns and Wuggy-matched pseudowords)","Croatian","Tijekom istraživačkog postupka od Vas će se tražiti da na računalu odgovarate na podražaje koji će biti prikazani na ekranu, a oni će se sastojati od niza slova. Vaš će zadatak biti da za svaki niz odredite radi li se o riječi ili pseudoriječi i u skladu s tim što brže i što točnije date odgovor. Detaljne upute i način odgovaranja bit će prezentirani računalno.","During the research procedure you will be asked to respond on a computer to stimuli that will be shown on the screen, and these will consist of a string of letters. Your task will be to decide for each string whether it is a word or a pseudoword and, accordingly, to respond as quickly and as accurately as possible. Detailed instructions and the method of responding will be presented on the computer.",NA,"energent",1,"Correct",1
"megart_tonkovic_2021","megart_tonkovic_2021_1","energija","MegaRT lexical decision task (Croatian nouns and Wuggy-matched pseudowords)","Croatian","Tijekom istraživačkog postupka od Vas će se tražiti da na računalu odgovarate na podražaje koji će biti prikazani na ekranu, a oni će se sastojati od niza slova. Vaš će zadatak biti da za svaki niz odredite radi li se o riječi ili pseudoriječi i u skladu s tim što brže i što točnije date odgovor. Detaljne upute i način odgovaranja bit će prezentirani računalno.","During the research procedure you will be asked to respond on a computer to stimuli that will be shown on the screen, and these will consist of a string of letters. Your task will be to decide for each string whether it is a word or a pseudoword and, accordingly, to respond as quickly and as accurately as possible. Detailed instructions and the method of responding will be presented on the computer.",NA,"energija",1,"Incorrect",0
"megart_tonkovic_2021","megart_tonkovic_2021_1","energija","MegaRT lexical decision task (Croatian nouns and Wuggy-matched pseudowords)","Croatian","Tijekom istraživačkog postupka od Vas će se tražiti da na računalu odgovarate na podražaje koji će biti prikazani na ekranu, a oni će se sastojati od niza slova. Vaš će zadatak biti da za svaki niz odredite radi li se o riječi ili pseudoriječi i u skladu s tim što brže i što točnije date odgovor. Detaljne upute i način odgovaranja bit će prezentirani računalno.","During the research procedure you will be asked to respond on a computer to stimuli that will be shown on the screen, and these will consist of a string of letters. Your task will be to decide for each string whether it is a word or a pseudoword and, accordingly, to respond as quickly and as accurately as possible. Detailed instructions and the method of responding will be presented on the computer.",NA,"energija",1,"Correct",1
"megart_tonkovic_2021","megart_tonkovic_2021_1","enerzund","MegaRT lexical decision task (Croatian nouns and Wuggy-matched pseudowords)","Croatian","Tijekom istraživačkog postupka od Vas će se tražiti da na računalu odgovarate na podražaje koji će biti prikazani na ekranu, a oni će se sastojati od niza slova. Vaš će zadatak biti da za svaki niz odredite radi li se o riječi ili pseudoriječi i u skladu s tim što brže i što točnije date odgovor. Detaljne upute i način odgovaranja bit će prezentirani računalno.","During the research procedure you will be asked to respond on a computer to stimuli that will be shown on the screen, and these will consist of a string of letters. Your task will be to decide for each string whether it is a word or a pseudoword and, accordingly, to respond as quickly and as accurately as possible. Detailed instructions and the method of responding will be presented on the computer.",NA,"enerzund",1,"Incorrect",0
"megart_tonkovic_2021","megart_tonkovic_2021_1","enerzund","MegaRT lexical decision task (Croatian nouns and Wuggy-matched pseudowords)","Croatian","Tijekom istraživačkog postupka od Vas će se tražiti da na računalu odgovarate na podražaje koji će biti prikazani na ekranu, a oni će se sastojati od niza slova. Vaš će zadatak biti da za svaki niz odredite radi li se o riječi ili pseudoriječi i u skladu s tim što brže i što točnije date odgovor. Detaljne upute i način odgovaranja bit će prezentirani računalno.","During the research procedure you will be asked to respond on a computer to stimuli that will be shown on the screen, and these will consist of a string of letters. Your task will be to decide for each string whether it is a word or a pseudoword and, accordingly, to respond as quickly and as accurately as possible. Detailed instructions and the method of responding will be presented on the computer.",NA,"enerzund",1,"Correct",1
"megart_tonkovic_2021","megart_tonkovic_2021_1","enrivim","MegaRT lexical decision task (Croatian nouns and Wuggy-matched pseudowords)","Croatian","Tijekom istraživačkog postupka od Vas će se tražiti da na računalu odgovarate na podražaje koji će biti prikazani na ekranu, a oni će se sastojati od niza slova. Vaš će zadatak biti da za svaki niz odredite radi li se o riječi ili pseudoriječi i u skladu s tim što brže i što točnije date odgovor. Detaljne upute i način odgovaranja bit će prezentirani računalno.","During the research procedure you will be asked to respond on a computer to stimuli that will be shown on the screen, and these will consist of a string of letters. Your task will be to decide for each string whether it is a word or a pseudoword and, accordingly, to respond as quickly and as accurately as possible. Detailed instructions and the method of responding will be presented on the computer.",NA,"enrivim",1,"Incorrect",0
"megart_tonkovic_2021","megart_tonkovic_2021_1","enrivim","MegaRT lexical decision task (Croatian nouns and Wuggy-matched pseudowords)","Croatian","Tijekom istraživačkog postupka od Vas će se tražiti da na računalu odgovarate na podražaje koji će biti prikazani na ekranu, a oni će se sastojati od niza slova. Vaš će zadatak biti da za svaki niz odredite radi li se o riječi ili pseudoriječi i u skladu s tim što brže i što točnije date odgovor. Detaljne upute i način odgovaranja bit će prezentirani računalno.","During the research procedure you will be asked to respond on a computer to stimuli that will be shown on the screen, and these will consist of a string of letters. Your task will be to decide for each string whether it is a word or a pseudoword and, accordingly, to respond as quickly and as accurately as possible. Detailed instructions and the method of responding will be presented on the computer.",NA,"enrivim",1,"Correct",1
"megart_tonkovic_2021","megart_tonkovic_2021_1","epidemija","MegaRT lexical decision task (Croatian nouns and Wuggy-matched pseudowords)","Croatian","Tijekom istraživačkog postupka od Vas će se tražiti da na računalu odgovarate na podražaje koji će biti prikazani na ekranu, a oni će se sastojati od niza slova. Vaš će zadatak biti da za svaki niz odredite radi li se o riječi ili pseudoriječi i u skladu s tim što brže i što točnije date odgovor. Detaljne upute i način odgovaranja bit će prezentirani računalno.","During the research procedure you will be asked to respond on a computer to stimuli that will be shown on the screen, and these will consist of a string of letters. Your task will be to decide for each string whether it is a word or a pseudoword and, accordingly, to respond as quickly and as accurately as possible. Detailed instructions and the method of responding will be presented on the computer.",NA,"epidemija",1,"Incorrect",0
"megart_tonkovic_2021","megart_tonkovic_2021_1","epidemija","MegaRT lexical decision task (Croatian nouns and Wuggy-matched pseudowords)","Croatian","Tijekom istraživačkog postupka od Vas će se tražiti da na računalu odgovarate na podražaje koji će biti prikazani na ekranu, a oni će se sastojati od niza slova. Vaš će zadatak biti da za svaki niz odredite radi li se o riječi ili pseudoriječi i u skladu s tim što brže i što točnije date odgovor. Detaljne upute i način odgovaranja bit će prezentirani računalno.","During the research procedure you will be asked to respond on a computer to stimuli that will be shown on the screen, and these will consist of a string of letters. Your task will be to decide for each string whether it is a word or a pseudoword and, accordingly, to respond as quickly and as accurately as possible. Detailed instructions and the method of responding will be presented on the computer.",NA,"epidemija",1,"Correct",1
"megart_tonkovic_2021","megart_tonkovic_2021_1","epilog","MegaRT lexical decision task (Croatian nouns and Wuggy-matched pseudowords)","Croatian","Tijekom istraživačkog postupka od Vas će se tražiti da na računalu odgovarate na podražaje koji će biti prikazani na ekranu, a oni će se sastojati od niza slova. Vaš će zadatak biti da za svaki niz odredite radi li se o riječi ili pseudoriječi i u skladu s tim što brže i što točnije date odgovor. Detaljne upute i način odgovaranja bit će prezentirani računalno.","During the research procedure you will be asked to respond on a computer to stimuli that will be shown on the screen, and these will consist of a string of letters. Your task will be to decide for each string whether it is a word or a pseudoword and, accordingly, to respond as quickly and as accurately as possible. Detailed instructions and the method of responding will be presented on the computer.",NA,"epilog",1,"Incorrect",0
"megart_tonkovic_2021","megart_tonkovic_2021_1","epilog","MegaRT lexical decision task (Croatian nouns and Wuggy-matched pseudowords)","Croatian","Tijekom istraživačkog postupka od Vas će se tražiti da na računalu odgovarate na podražaje koji će biti prikazani na ekranu, a oni će se sastojati od niza slova. Vaš će zadatak biti da za svaki niz odredite radi li se o riječi ili pseudoriječi i u skladu s tim što brže i što točnije date odgovor. Detaljne upute i način odgovaranja bit će prezentirani računalno.","During the research procedure you will be asked to respond on a computer to stimuli that will be shown on the screen, and these will consist of a string of letters. Your task will be to decide for each string whether it is a word or a pseudoword and, accordingly, to respond as quickly and as accurately as possible. Detailed instructions and the method of responding will be presented on the computer.",NA,"epilog",1,"Correct",1
"megart_tonkovic_2021","megart_tonkovic_2021_1","epnatuv","MegaRT lexical decision task (Croatian nouns and Wuggy-matched pseudowords)","Croatian","Tijekom istraživačkog postupka od Vas će se tražiti da na računalu odgovarate na podražaje koji će biti prikazani na ekranu, a oni će se sastojati od niza slova. Vaš će zadatak biti da za svaki niz odredite radi li se o riječi ili pseudoriječi i u skladu s tim što brže i što točnije date odgovor. Detaljne upute i način odgovaranja bit će prezentirani računalno.","During the research procedure you will be asked to respond on a computer to stimuli that will be shown on the screen, and these will consist of a string of letters. Your task will be to decide for each string whether it is a word or a pseudoword and, accordingly, to respond as quickly and as accurately as possible. Detailed instructions and the method of responding will be presented on the computer.",NA,"epnatuv",1,"Incorrect",0
"megart_tonkovic_2021","megart_tonkovic_2021_1","epnatuv","MegaRT lexical decision task (Croatian nouns and Wuggy-matched pseudowords)","Croatian","Tijekom istraživačkog postupka od Vas će se tražiti da na računalu odgovarate na podražaje koji će biti prikazani na ekranu, a oni će se sastojati od niza slova. Vaš će zadatak biti da za svaki niz odredite radi li se o riječi ili pseudoriječi i u skladu s tim što brže i što točnije date odgovor. Detaljne upute i način odgovaranja bit će prezentirani računalno.","During the research procedure you will be asked to respond on a computer to stimuli that will be shown on the screen, and these will consist of a string of letters. Your task will be to decide for each string whether it is a word or a pseudoword and, accordingly, to respond as quickly and as accurately as possible. Detailed instructions and the method of responding will be presented on the computer.",NA,"epnatuv",1,"Correct",1
"megart_tonkovic_2021","megart_tonkovic_2021_1","epoha","MegaRT lexical decision task (Croatian nouns and Wuggy-matched pseudowords)","Croatian","Tijekom istraživačkog postupka od Vas će se tražiti da na računalu odgovarate na podražaje koji će biti prikazani na ekranu, a oni će se sastojati od niza slova. Vaš će zadatak biti da za svaki niz odredite radi li se o riječi ili pseudoriječi i u skladu s tim što brže i što točnije date odgovor. Detaljne upute i način odgovaranja bit će prezentirani računalno.","During the research procedure you will be asked to respond on a computer to stimuli that will be shown on the screen, and these will consist of a string of letters. Your task will be to decide for each string whether it is a word or a pseudoword and, accordingly, to respond as quickly and as accurately as possible. Detailed instructions and the method of responding will be presented on the computer.",NA,"epoha",1,"Incorrect",0
"megart_tonkovic_2021","megart_tonkovic_2021_1","epoha","MegaRT lexical decision task (Croatian nouns and Wuggy-matched pseudowords)","Croatian","Tijekom istraživačkog postupka od Vas će se tražiti da na računalu odgovarate na podražaje koji će biti prikazani na ekranu, a oni će se sastojati od niza slova. Vaš će zadatak biti da za svaki niz odredite radi li se o riječi ili pseudoriječi i u skladu s tim što brže i što točnije date odgovor. Detaljne upute i način odgovaranja bit će prezentirani računalno.","During the research procedure you will be asked to respond on a computer to stimuli that will be shown on the screen, and these will consist of a string of letters. Your task will be to decide for each string whether it is a word or a pseudoword and, accordingly, to respond as quickly and as accurately as possible. Detailed instructions and the method of responding will be presented on the computer.",NA,"epoha",1,"Correct",1
"megart_tonkovic_2021","megart_tonkovic_2021_1","era","MegaRT lexical decision task (Croatian nouns and Wuggy-matched pseudowords)","Croatian","Tijekom istraživačkog postupka od Vas će se tražiti da na računalu odgovarate na podražaje koji će biti prikazani na ekranu, a oni će se sastojati od niza slova. Vaš će zadatak biti da za svaki niz odredite radi li se o riječi ili pseudoriječi i u skladu s tim što brže i što točnije date odgovor. Detaljne upute i način odgovaranja bit će prezentirani računalno.","During the research procedure you will be asked to respond on a computer to stimuli that will be shown on the screen, and these will consist of a string of letters. Your task will be to decide for each string whether it is a word or a pseudoword and, accordingly, to respond as quickly and as accurately as possible. Detailed instructions and the method of responding will be presented on the computer.",NA,"era",1,"Incorrect",0
"megart_tonkovic_2021","megart_tonkovic_2021_1","era","MegaRT lexical decision task (Croatian nouns and Wuggy-matched pseudowords)","Croatian","Tijekom istraživačkog postupka od Vas će se tražiti da na računalu odgovarate na podražaje koji će biti prikazani na ekranu, a oni će se sastojati od niza slova. Vaš će zadatak biti da za svaki niz odredite radi li se o riječi ili pseudoriječi i u skladu s tim što brže i što točnije date odgovor. Detaljne upute i način odgovaranja bit će prezentirani računalno.","During the research procedure you will be asked to respond on a computer to stimuli that will be shown on the screen, and these will consist of a string of letters. Your task will be to decide for each string whether it is a word or a pseudoword and, accordingly, to respond as quickly and as accurately as possible. Detailed instructions and the method of responding will be presented on the computer.",NA,"era",1,"Correct",1
