source,journal,doi,title,url,pmcid,license,flag,reasons,data_availability,external_link,data_file,n_responses,n_participants,n_items,density,n_other_files
pmc,screports,10.1038/s41598-026-50892-6,"A one-hour delayed school start improves sleep, sleepiness and inhibitory control in early adolescents in a randomized controlled trial.",https://europepmc.org/article/PMC/PMC13369917,PMC13369917,cc-by,no_usable_file,no tabular-format file among 1 supplementary file(s): 41598_2026_50892_MOESM1_ESM.docx,Data availability The datasets generated during and/or analysed during the current study are available from the corresponding author on reasonable request.,,,,,,,
pmc,screports,10.1038/s41598-026-51912-1,Learning-based cognitive control: developmental trajectories in children aged 5- to 14- years.,https://europepmc.org/article/PMC/PMC13347041,PMC13347041,cc-by-nc-nd,license_restricted,license 'cc-by-nc-nd' does not permit redistribution,,,,,,,,
pmc,screports,10.1038/s41598-024-55885-x,The Joint Simon task is not joint for capuchin monkeys.,https://europepmc.org/article/PMC/PMC10928181,PMC10928181,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | No column met the id heuristic (≥50% unique, non-float); used the row position as the person id (one row = one respondent) and kept every source column available as an item or covariate — verify the file really is one row per person. | Detected trial_* columns (['trial_number', 'trial_type']). This may be trials-base",,,41598_2024_55885_MOESM1_ESM.xlsx,,,,,0
pmc,screports,10.1038/s41598-023-39161-y,Frontal two-electrode transcranial direct current stimulation protocols may not affect performance on a combined flanker Go/No-Go task.,https://europepmc.org/article/PMC/PMC10366169,PMC10366169,cc-by,no_usable_file,no tabular-format file among 1 supplementary file(s): 41598_2023_39161_MOESM1_ESM.docx,Data availability The datasets generated and analyzed during the current study are available from the corresponding author on reasonable request.,,,,,,,
pmc,peerj,10.7717/peerj.10104,Hyaluronic acid ameliorates the proliferative ability of human amniotic epithelial cells through activation of TGF-β/BMP signaling.,https://europepmc.org/article/PMC/PMC7532780,PMC7532780,cc-by,no_usable_file,no tabular-format file among 2 supplementary file(s): peerj-08-10104-s001.docx; peerj-08-10104-s002.docx,,,,,,,,
pmc,screports,10.1038/s41598-026-56279-x,War-related stress is associated with resting-state functional connectivity of cognitive control and sensory networks in children.,https://europepmc.org/article/PMC/PMC13473536,PMC13473536,cc-by-nc-nd,license_restricted,license 'cc-by-nc-nd' does not permit redistribution,,,,,,,,
pmc,peerj,10.7717/peerj.16389,Thinking about it: the impact of COVID-19-related stimuli on prospective memory.,https://europepmc.org/article/PMC/PMC10657566,PMC10657566,cc-by,no_usable_file,no tabular-format file among 5 supplementary file(s): peerj-11-16389-s002.mp4; peerj-11-16389-s004.zip; peerj-11-16389-s003.mp4; peerj-11-16389-s005.pdf; peerj-11-16389-s001.mp4,"Data Availability Statement The following information was supplied regarding data availability: A copy of the experimental paradigm(s), anonymized data and materials used are available at the Open Science Framework: Vicentin, Stefano. 2023. “THAI—The Impact of COVID-Related Information on Prospectiv",,,,,,,
pmc,screports,10.1038/s41598-025-09144-2,Digital leadership enhances organizational resilience by fostering job crafting: the moderating role of organizational culture.,https://europepmc.org/article/PMC/PMC12241576,PMC12241576,cc-by-nc-nd,license_restricted,license 'cc-by-nc-nd' does not permit redistribution,,,,,,,,
pmc,screports,10.1038/s41598-026-54710-x,"Effects of exergames on depression, anxiety, and sleep in adolescents with subthreshold depression: a randomized controlled trial.",https://europepmc.org/article/PMC/PMC13421659,PMC13421659,cc-by-nc-nd,license_restricted,license 'cc-by-nc-nd' does not permit redistribution,,,,,,,,
pmc,screports,10.1038/s41598-026-44452-1,Shared leadership relates to civil servants' voice behavior via psychological capital and organizational identification.,https://europepmc.org/article/PMC/PMC13150019,PMC13150019,cc-by-nc-nd,license_restricted,license 'cc-by-nc-nd' does not permit redistribution,,,,,,,,
pmc,screports,10.1038/s41598-024-52409-5,Work motivation and factors associated with it among health professionals in Debre Markos Comprehensive Specialized Hospital.,https://europepmc.org/article/PMC/PMC10825199,PMC10825199,cc-by,no_usable_file,no tabular-format file among 1 supplementary file(s): 41598_2024_52409_MOESM1_ESM.docx,Data availability The dataset is accessible at the corresponding author upon reasonable request.,,,,,,,
pmc,screports,10.1038/s41598-026-54762-z,"Fostering psychological safety in classroom assessments: moderated-mediation effects of bullying, gender and counselling.",https://europepmc.org/article/PMC/PMC13443947,PMC13443947,cc-by-nc-nd,license_restricted,license 'cc-by-nc-nd' does not permit redistribution,,,,,,,,
pmc,peerj,10.7717/peerj.1896,Job satisfaction and intention to quit: an empirical analysis of nurses in Turkey.,https://europepmc.org/article/PMC/PMC4860322,PMC4860322,cc-by,no_usable_file,no tabular-format file among 1 supplementary file(s): peerj-04-1896-s001.pdf,,,,,,,,
pmc,heliyon,10.1016/j.heliyon.2023.e19673,Impact of despotic leadership and workplace incivility on innovative work behavior of employees: Application of mediation-moderation model.,https://europepmc.org/article/PMC/PMC10558936,PMC10558936,cc-by-nc-nd,license_restricted,license 'cc-by-nc-nd' does not permit redistribution,,,,,,,,
pmc,behavsci,10.3390/bs15020215,Bystanders to Bias: Witnessing Gendered Microaggressions Affects Men's and Women's Outcomes in STEM Small Group Contexts.,https://europepmc.org/article/PMC/PMC11852149,PMC11852149,unknown,download_failed,"via Data Availability link https://osf.io/zrhsn/?view_only=5ca599af01524daaae4af386b3f450b2 | HTTPSConnectionPool(host='osf.io', port=443): Max retries exceeded with url: /download/ev68n/?view_only=5ca599af01524daaae4af386b3f450b2&view_only=5ca599af01524daaae4af386b3f450b2 (Caused by ProxyErro","Data Availability Statement Datasets and code underlying the findings presented are available on OSF: https://osf.io/zrhsn/?view_only=5ca599af01524daaae4af386b3f450b2 , accessed on 24 January 2025.",https://osf.io/zrhsn/?view_only=5ca599af01524daaae4af386b3f450b2,Study1.csv,,,,,
pmc,screports,10.1038/s41598-024-66671-0,Validation of the Hungarian version of the 6-item turnover intention scale among elderly care workers.,https://europepmc.org/article/PMC/PMC11227566,PMC11227566,cc-by,no_usable_file,no tabular-format file among 1 supplementary file(s): 41598_2024_66671_MOESM1_ESM.pdf,Data availability The quantitative statistical data used to support the findings of this study are available from the corresponding author upon request.,,,,,,,
pmc,heliyon,10.1016/j.heliyon.2024.e32961,Research on abusive supervision of sports teams under the Chinese parental leadership: Perspective based on contingency theory.,https://europepmc.org/article/PMC/PMC11234019,PMC11234019,cc-by-nc-nd,license_restricted,license 'cc-by-nc-nd' does not permit redistribution,,,,,,,,
pmc,bmcpubhealth,10.1186/s12889-021-11039-6,"Knowledge, attitude and practice of Sari birth cohort members during early weeks of COVID-19 outbreak in Iran.",https://europepmc.org/article/PMC/PMC8148405,PMC8148405,cc-by,no_usable_file,no tabular-format file among 1 supplementary file(s): 12889_2021_11039_MOESM1_ESM.docx,Data Availability Statement The datasets generated and/or analysed during the current study are not publicly available but are some parts of it is available from the corresponding author on reasonable request.,,,,,,,
pmc,peerj,10.7717/peerj.18658,The impact of nurses' stress situation coping on somatization: a mediated moderation model.,https://europepmc.org/article/PMC/PMC11627075,PMC11627075,cc-by,human_assistance,"resp has >50 unique values after wide-to-long melt — likely continuous/aggregate data, not ordinal item responses. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale*, resp_scale_mixed, composite_items*",,,peerj-12-18658-s001.xlsx,23147,293,79,1.0,0
pmc,screports,10.1038/s41598-026-47364-2,Categorizing health beliefs among cancer survivors using latent profile analysis to identify targets for promoting medication adherence and quality of life.,https://europepmc.org/article/PMC/PMC13416135,PMC13416135,cc-by-nc-nd,license_restricted,license 'cc-by-nc-nd' does not permit redistribution,,,,,,,,
pmc,peerj,10.7717/peerj.16338,The influence of media narratives on microplastics risk perception.,https://europepmc.org/article/PMC/PMC10625762,PMC10625762,cc-by,human_assistance,"Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, resp_scale_mixed",,,peerj-11-16338-s001.xlsx,5421,417,13,1.0,0
pmc,screports,10.1038/s41598-026-52376-z,AI literacy and school tier moderate educators' ethical coping mechanisms through sedative and reverse Matthew effects.,https://europepmc.org/article/PMC/PMC13369881,PMC13369881,cc-by,no_usable_file,no tabular-format file among 1 supplementary file(s): 41598_2026_52376_MOESM1_ESM.docx,Data availability The datasets used and/or analyzed during the current study are available from the corresponding author on reasonable request.,,,,,,,
pmc,screports,10.1038/s41598-023-48835-6,"Impact of gamification on green consumption behavior integrating technological awareness, motivation, enjoyment and virtual CSR.",https://europepmc.org/article/PMC/PMC10709464,PMC10709464,cc-by,no_usable_file,no tabular-format file among 1 supplementary file(s): 41598_2023_48835_MOESM1_ESM.docx,"Data Availability Statement The raw data supporting the conclusions of this article will be made available by the authors, without undue reservation. Data can be obtained upon reasonable request by Co-author, Muhammad Farrukh Shahzad (farrukhshahzad207@gmail.com).",,,,,,,
pmc,peerj,10.7717/peerj.11943,Preference and effect of gustatory sense on sugar-feeding of fire ants.,https://europepmc.org/article/PMC/PMC8364317,PMC8364317,cc-by-nc,license_restricted,license 'cc-by-nc' does not permit redistribution,,,,,,,,
pmc,screports,10.1038/s41598-023-27601-8,Job satisfaction has differential associations with delay discounting and risk-taking.,https://europepmc.org/article/PMC/PMC9840618,PMC9840618,cc-by,no_usable_file,no tabular-format file among 1 supplementary file(s): 41598_2023_27601_MOESM1_ESM.pdf,Data Availability Statement The data used in this study was obtained from the UK Biobank Cohort. Access to the UK Biobank data source can be obtained after successful registration and application process. Details can be found on the UK Biobank website: https://www.ukbiobank.ac.uk/,,,,,,,
pmc,screports,10.1038/s41598-026-57429-x,"Research on the pathways through which rural large-scale sporting events enhance the well-being of local residents-a grounded theory study based on Guizhou, China.",https://europepmc.org/article/PMC/PMC13427750,PMC13427750,cc-by-nc-nd,license_restricted,license 'cc-by-nc-nd' does not permit redistribution,,,,,,,,
pmc,screports,10.1038/s41598-026-56620-4,EEG activities and connectivities associated with surtitle presentation during live opera viewing: an exploratory analysis of cognitive absorption.,https://europepmc.org/article/PMC/PMC13550472,PMC13550472,cc-by-nc-nd,license_restricted,license 'cc-by-nc-nd' does not permit redistribution,,,,,,,,
pmc,screports,10.1038/s41598-019-56443-6,Post-comatose patients with minimal consciousness tend to preserve reading comprehension skills but neglect syntax and spelling.,https://europepmc.org/article/PMC/PMC6934549,PMC6934549,cc-by,no_usable_file,no tabular-format file among 1 supplementary file(s): 41598_2019_56443_MOESM1_ESM.docx,Data Availability Statement The datasets generated and analysed during the current study are available from the corresponding author on reasonable request.,,,,,,,
pmc,behavsci,10.3390/bs14070585,Learning to Listen: Changes in Children's Brain Activity Following a Listening Comprehension Intervention.,https://europepmc.org/article/PMC/PMC11273652,PMC11273652,cc-by,no_usable_file,no tabular-format file among 1 supplementary file(s): behavsci-14-00585-s001.zip,Data Availability Statement All data are available at the Open Science Framework [ 28 ].,,,,,,,
pmc,screports,10.1038/s41598-026-51704-7,Exploring how textual complexity affects cognitive load during reading: an eye-tracking study.,https://europepmc.org/article/PMC/PMC13376601,PMC13376601,cc-by-nc-nd,license_restricted,license 'cc-by-nc-nd' does not permit redistribution,,,,,,,,
pmc,jofintelligence,10.3390/jintelligence14070114,Latent Profiles of Academic Anxiety and Working Memory in Adults with Varying Dyslexia-Related Risk.,https://europepmc.org/article/PMC/PMC13412682,PMC13412682,cc-by,no_usable_file,no tabular-format file among 1 supplementary file(s): jintelligence-14-00114-s001.zip,Data Availability Statement The original contributions presented in this study are included in the article or Supplementary Material . Further inquiries can be directed to the corresponding author(s).,,,,,,,
pmc,screports,10.1038/s41598-026-55839-5,Health-related quality of life in patients with psoriasis eligible for biologic therapy in southern Iran via the EQ-5D-5 L and DLQI.,https://europepmc.org/article/PMC/PMC13534552,PMC13534552,cc-by,no_usable_file,no tabular-format file among 1 supplementary file(s): 41598_2026_55839_MOESM1_ESM.docx,Data Availability Statement The datasets used and/or analyzed during the current study are available from the corresponding author on reasonable request.,,,,,,,
pmc,behavsci,10.3390/bs16071235,Does Educational Assortative Mating Matter? Parental Education Matching and Children's Academic Achievement in Urban China.,https://europepmc.org/article/PMC/PMC13405836,PMC13405836,cc-by,no_usable_file,no tabular-format file among 1 supplementary file(s): behavsci-16-01235-s001.zip,Data Availability Statement Restrictions apply to the availability of these data. Data were obtained from the Jiangsu Basic Education Quality Monitoring Center and are available from the authors upon reasonable request with the permission of the Jiangsu Basic Education Quality Monitoring Center.,,,,,,,
pmc,screports,10.1038/s41598-024-61099-y,Objective numeracy exacerbates framing effects from decision-making under political risk.,https://europepmc.org/article/PMC/PMC11076582,PMC11076582,cc0,human_assistance,"via Data Availability link https://dataverse.harvard.edu/citation?persistentId=doi:10.7910/DVN/MMOGJI | QC failed on: dup_id_item | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale*, resp_scale_mixed",Data availability Data and all supporting replication materials are publicly available at 10.7910/DVN/MMOGJI.,https://doi.org/10.7910/DVN/MMOGJI,Replication Data for Objective Numeracy.tab,488250,2211,175,1.2619,0
pmc,screports,10.1038/s41598-026-52297-x,Investigation of low enthalpy geothermal resources in the transitional geological environment: a pathway to Nigeria's Sustainable Development Goals achievement.,https://europepmc.org/article/PMC/PMC13365566,PMC13365566,cc-by-nc-nd,license_restricted,license 'cc-by-nc-nd' does not permit redistribution,,,,,,,,
pmc,jofintelligence,10.3390/jintelligence14070139,Modelling Divergent Thinking as a Mediator Between Artificial Intelligence Cognitive Stimulation and EFL Learners' Cognitive Creativity.,https://europepmc.org/article/PMC/PMC13413378,PMC13413378,cc-by,no_usable_file,no tabular-format file among 1 supplementary file(s): jintelligence-14-00139-s001.zip,Data Availability Statement The dataset for this study is available on reasonable request.,,,,,,,
pmc,screports,10.1038/s41598-026-52758-3,Changes in dietary habits and mental well-being among university students following an educational intervention: pilot study.,https://europepmc.org/article/PMC/PMC13369924,PMC13369924,cc-by-nc-nd,license_restricted,license 'cc-by-nc-nd' does not permit redistribution,,,,,,,,
pmc,jofintelligence,10.3390/jintelligence14070143,Adaptive Cognitive Intervention Architecture: An Exploratory Computational Framework for Precision Reading Comprehension in Higher Education.,https://europepmc.org/article/PMC/PMC13413156,PMC13413156,cc-by,no_usable_file,no tabular-format file among 1 supplementary file(s): jintelligence-14-00143-s001.zip,Data Availability Statement The datasets generated and analyzed during the current study are available from the corresponding author upon reasonable request. Participant-level data are not publicly available because of confidentiality and ethical restrictions. Participant confidentiality was strictl,,,,,,,
pmc,screports,10.1038/s41598-026-51712-7,Agreement among brief patient health questionnaire (PHQ) versions for measuring symptoms of depression in the Brazilian national health survey (PNS).,https://europepmc.org/article/PMC/PMC13328707,PMC13328707,cc-by-nc-nd,license_restricted,license 'cc-by-nc-nd' does not permit redistribution,,,,,,,,
pmc,screports,10.1038/s41598-026-54596-9,Intelligent automated essay scoring under uncertainty using type 2 neutrosophic ontologies.,https://europepmc.org/article/PMC/PMC13234136,PMC13234136,cc-by,no_usable_file,no tabular-format file among 1 supplementary file(s): 41598_2026_54596_MOESM1_ESM.pdf,"Data Availability Statement The datasets generated and/or analyzed during the current study are available in the Kaggle repository, https://www.kaggle.com/competitions/learning-agency-lab-automated-essay-scoring-2. Statement : The Python implementation of the proposed Type-2 Neutrosophic Ontology-ba",,,,,,,
pmc,screports,10.1038/s41598-026-52292-2,"Development and validation of a knowledge, attitude and practice questionnaire of occupational therapy.",https://europepmc.org/article/PMC/PMC13350809,PMC13350809,cc-by-nc-nd,license_restricted,license 'cc-by-nc-nd' does not permit redistribution,,,,,,,,
pmc,screports,10.1038/s41598-026-48030-3,Patient-friendly simplification and translation of neuroradiology impressions using artificial intelligence.,https://europepmc.org/article/PMC/PMC13396350,PMC13396350,cc-by-nc-nd,license_restricted,license 'cc-by-nc-nd' does not permit redistribution,,,,,,,,
pmc,screports,10.1038/s41598-026-51470-6,Association of inflammation and serum adipocytokines with depression and anxiety burden in axial spondyloarthritis.,https://europepmc.org/article/PMC/PMC13342654,PMC13342654,cc-by-nc-nd,license_restricted,license 'cc-by-nc-nd' does not permit redistribution,,,,,,,,
pmc,jofintelligence,10.3390/jintelligence14080185,"Generative AI as an External Cognitive Tool: Cognitive Dependence, AI Literacy, and Perceived Academic Creativity.",https://europepmc.org/article/PMC/PMC13514563,PMC13514563,cc-by,no_usable_file,no tabular-format file among 1 supplementary file(s): jintelligence-14-00185-s001.zip,Data Availability Statement The data that support the findings of this study are available from the corresponding author upon reasonable request. The data are not publicly available due to participant confidentiality and ethical restrictions.,,,,,,,
pmc,screports,10.1038/s41598-026-62772-0,FKBP10 may affect the malignant phenotype of oral squamous cell carcinoma cells through the ECM/WNT signaling pathway.,https://europepmc.org/article/PMC/PMC13400627,PMC13400627,cc-by-nc-nd,license_restricted,license 'cc-by-nc-nd' does not permit redistribution,,,,,,,,
pmc,peerj,10.7717/peerj.19263,Effects of low-frequency vibration training on walking ability and body composition among older adults: a randomized controlled trial.,https://europepmc.org/article/PMC/PMC12009026,PMC12009026,cc-by,not_item_response,Does NOT look like item-response data — not a candidate for IRW. | 69% of responses are unique (real items reuse a small scale; this looks like a results table) | 69% of resp values are non-integer — ordinal item responses are almost always integer-valued,,,peerj-13-19263-s001.xlsx,760,24,20,1.5833,0
pmc,peerj,10.7717/peerj.16235,Trainee psychotherapists' emotion recognition accuracy during 1.5 years of psychotherapy education compared to a control group: no improvement after psychotherapy training.,https://europepmc.org/article/PMC/PMC10720477,PMC10720477,cc-by,no_usable_file,no tabular-format file among 1 supplementary file(s): peerj-11-16235-s001.pdf,"Data Availability Statement The following information was supplied regarding data availability: The data is available at OSF: Döllinger, Lillian. 2023. “Open Data Manuscript PeerJ.” OSF. August 31. osf.io/rnc3p.",,,,,,,
pmc,bmcmrm,10.1186/s12874-017-0410-9,Item response models for the longitudinal analysis of health-related quality of life in cancer clinical trials.,https://europepmc.org/article/PMC/PMC5615461,PMC5615461,cc-by,no_usable_file,no tabular-format file among 1 supplementary file(s): 12874_2017_410_MOESM1_ESM.pdf,,,,,,,,
pmc,behavsci,10.3390/bs16081341,Beyond Screen Time: Parent-Adolescent Relationship as a Mediating Pathway Between Problematic Internet Use and Psychological Well-Being Among Malaysian Adolescents.,https://europepmc.org/article/PMC/PMC13510131,PMC13510131,cc-by,no_usable_file,no tabular-format file among 1 supplementary file(s): behavsci-16-01341-s001.zip,Data Availability Statement The data presented in this study are available on request from the corresponding author due to privacy and ethical restrictions.,,,,,,,
pmc,screports,10.1038/s41598-026-55039-1,Peripheral miRNA profiling identifies therapy-specific biological trajectories in the treatment of cognitive dysfunction in depression: an exploratory mechanistic study.,https://europepmc.org/article/PMC/PMC13454330,PMC13454330,cc-by,no_usable_file,no tabular-format file among 1 supplementary file(s): 41598_2026_55039_MOESM1_ESM.pdf,"Data availability The data that support the findings of this study are available from the corresponding authors, AB, upon reasonable request.",,,,,,,
pmc,screports,10.1038/s41598-026-54325-2,Impact of body roundness index on cognitive decline and cognitive impairment in middle-aged and older adults ≥ 45 years: mediating role of biological aging.,https://europepmc.org/article/PMC/PMC13439067,PMC13439067,cc-by,no_usable_file,no tabular-format file among 1 supplementary file(s): 41598_2026_54325_MOESM1_ESM.docx,Data Availability Statement The original data of this study are available and can be accessed at the following official website: https://charls.pku.edu.cn/en/ .,,,,,,,
pmc,screports,10.1038/s41598-025-08373-9,Lizards and tortoises show evidence of low inhibitory control.,https://europepmc.org/article/PMC/PMC12222717,PMC12222717,cc-by,human_assistance,"Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, resp_scale_mixed",,,41598_2025_8373_MOESM1_ESM.xlsx,3200,640,5,1.0,0
pmc,behavsci,10.3390/bs16071122,"""Brain Injuries Affect Everything:"" Long-Term Caregiver Perspectives on Medical and Educational Needs Following Inpatient Rehabilitation for Pediatric TBI.",https://europepmc.org/article/PMC/PMC13403691,PMC13403691,cc-by,no_usable_file,no tabular-format file among 1 supplementary file(s): behavsci-16-01122-s001.zip,Data Availability Statement The data that support the findings of this study are available from the corresponding author upon reasonable request.,,,,,,,
pmc,bmcpubhealth,10.1186/s12889-020-8391-8,Development and content validity of the Abilitator: a self-report questionnaire on work ability and functioning aimed at the population in a weak labour market position.,https://europepmc.org/article/PMC/PMC7071596,PMC7071596,cc-by,no_usable_file,no tabular-format file among 4 supplementary file(s): 12889_2020_8391_MOESM1_ESM.pdf; 12889_2020_8391_MOESM3_ESM.pdf; 12889_2020_8391_MOESM4_ESM.pdf; 12889_2020_8391_MOESM2_ESM.pdf,"Data Availability Statement The raw material for this study not found in the text or the additional files contains qualitative notes from the co-development process. Access to this material can be requested from the corresponding author Miia Wikström, miia.wikstrom@ttl.fi. The raw material from the ",,,,,,,
