"table","instrument","language","instructions","section_id","section_prompt","section_prompt_translated","item","item_text","item_text_translated","correct_response","resp","option_text","option_text_translated"
"hua_2023_efl_study_engagement","EFL Study Engagement Scale (EFL-SESS), an adapted version of the Utrecht Work Engagement Scale-Student (UWES-S)","Chinese",NA,"hua_2023_efl_study_engagement_1",NA,NA,"EFL_LE_Absorption_Q2","当我全身心投入英语学习时，我感到很快乐","When I am fully immersed in studying English, I feel happy",NA,6,"十分频繁","Very often"
"hua_2023_efl_study_engagement","EFL Study Engagement Scale (EFL-SESS), an adapted version of the Utrecht Work Engagement Scale-Student (UWES-S)","Chinese",NA,"hua_2023_efl_study_engagement_1",NA,NA,"EFL_LE_Absorption_Q2","当我全身心投入英语学习时，我感到很快乐","When I am fully immersed in studying English, I feel happy",NA,7,"总是","Always"
"hua_2023_efl_study_engagement","EFL Study Engagement Scale (EFL-SESS), an adapted version of the Utrecht Work Engagement Scale-Student (UWES-S)","Chinese",NA,"hua_2023_efl_study_engagement_1",NA,NA,"EFL_LE_Absorption_Q3","学英语时，我感到时间过得很快","When studying English, I feel that time passes very quickly",NA,1,"从来没有","Never"
"hua_2023_efl_study_engagement","EFL Study Engagement Scale (EFL-SESS), an adapted version of the Utrecht Work Engagement Scale-Student (UWES-S)","Chinese",NA,"hua_2023_efl_study_engagement_1",NA,NA,"EFL_LE_Absorption_Q3","学英语时，我感到时间过得很快","When studying English, I feel that time passes very quickly",NA,2,"几乎没有","Almost never"
"hua_2023_efl_study_engagement","EFL Study Engagement Scale (EFL-SESS), an adapted version of the Utrecht Work Engagement Scale-Student (UWES-S)","Chinese",NA,"hua_2023_efl_study_engagement_1",NA,NA,"EFL_LE_Absorption_Q3","学英语时，我感到时间过得很快","When studying English, I feel that time passes very quickly",NA,3,"很少","Rarely"
"hua_2023_efl_study_engagement","EFL Study Engagement Scale (EFL-SESS), an adapted version of the Utrecht Work Engagement Scale-Student (UWES-S)","Chinese",NA,"hua_2023_efl_study_engagement_1",NA,NA,"EFL_LE_Absorption_Q3","学英语时，我感到时间过得很快","When studying English, I feel that time passes very quickly",NA,4,"有时","Sometimes"
"hua_2023_efl_study_engagement","EFL Study Engagement Scale (EFL-SESS), an adapted version of the Utrecht Work Engagement Scale-Student (UWES-S)","Chinese",NA,"hua_2023_efl_study_engagement_1",NA,NA,"EFL_LE_Absorption_Q3","学英语时，我感到时间过得很快","When studying English, I feel that time passes very quickly",NA,5,"经常","Often"
"hua_2023_efl_study_engagement","EFL Study Engagement Scale (EFL-SESS), an adapted version of the Utrecht Work Engagement Scale-Student (UWES-S)","Chinese",NA,"hua_2023_efl_study_engagement_1",NA,NA,"EFL_LE_Absorption_Q3","学英语时，我感到时间过得很快","When studying English, I feel that time passes very quickly",NA,6,"十分频繁","Very often"
"hua_2023_efl_study_engagement","EFL Study Engagement Scale (EFL-SESS), an adapted version of the Utrecht Work Engagement Scale-Student (UWES-S)","Chinese",NA,"hua_2023_efl_study_engagement_1",NA,NA,"EFL_LE_Absorption_Q3","学英语时，我感到时间过得很快","When studying English, I feel that time passes very quickly",NA,7,"总是","Always"
"hua_2023_efl_study_engagement","EFL Study Engagement Scale (EFL-SESS), an adapted version of the Utrecht Work Engagement Scale-Student (UWES-S)","Chinese",NA,"hua_2023_efl_study_engagement_1",NA,NA,"EFL_LE_Absorption_Q4","我难以放下手中的英语学习","I find it hard to put down the English studying I am doing",NA,1,"从来没有","Never"
"hua_2023_efl_study_engagement","EFL Study Engagement Scale (EFL-SESS), an adapted version of the Utrecht Work Engagement Scale-Student (UWES-S)","Chinese",NA,"hua_2023_efl_study_engagement_1",NA,NA,"EFL_LE_Absorption_Q4","我难以放下手中的英语学习","I find it hard to put down the English studying I am doing",NA,2,"几乎没有","Almost never"
"hua_2023_efl_study_engagement","EFL Study Engagement Scale (EFL-SESS), an adapted version of the Utrecht Work Engagement Scale-Student (UWES-S)","Chinese",NA,"hua_2023_efl_study_engagement_1",NA,NA,"EFL_LE_Absorption_Q4","我难以放下手中的英语学习","I find it hard to put down the English studying I am doing",NA,3,"很少","Rarely"
"hua_2023_efl_study_engagement","EFL Study Engagement Scale (EFL-SESS), an adapted version of the Utrecht Work Engagement Scale-Student (UWES-S)","Chinese",NA,"hua_2023_efl_study_engagement_1",NA,NA,"EFL_LE_Absorption_Q4","我难以放下手中的英语学习","I find it hard to put down the English studying I am doing",NA,4,"有时","Sometimes"
"hua_2023_efl_study_engagement","EFL Study Engagement Scale (EFL-SESS), an adapted version of the Utrecht Work Engagement Scale-Student (UWES-S)","Chinese",NA,"hua_2023_efl_study_engagement_1",NA,NA,"EFL_LE_Absorption_Q4","我难以放下手中的英语学习","I find it hard to put down the English studying I am doing",NA,5,"经常","Often"
"hua_2023_efl_study_engagement","EFL Study Engagement Scale (EFL-SESS), an adapted version of the Utrecht Work Engagement Scale-Student (UWES-S)","Chinese",NA,"hua_2023_efl_study_engagement_1",NA,NA,"EFL_LE_Absorption_Q4","我难以放下手中的英语学习","I find it hard to put down the English studying I am doing",NA,6,"十分频繁","Very often"
"hua_2023_efl_study_engagement","EFL Study Engagement Scale (EFL-SESS), an adapted version of the Utrecht Work Engagement Scale-Student (UWES-S)","Chinese",NA,"hua_2023_efl_study_engagement_1",NA,NA,"EFL_LE_Absorption_Q4","我难以放下手中的英语学习","I find it hard to put down the English studying I am doing",NA,7,"总是","Always"
