"table","section_id","item","instrument","instructions","section_prompt","item_text","correct_response","resp","option_text"
"peters_2025_pbc_cond_presence","peters_2025_pbc_cond_presence_1","techtouch","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived presence of condition component",NA,NA,"If you want to keep at least {{distRec}} distance from others, how likely do you think it is that you have technology to keep in touch with others?",NA,1,"very unlikely"
"peters_2025_pbc_cond_presence","peters_2025_pbc_cond_presence_1","techtouch","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived presence of condition component",NA,NA,"If you want to keep at least {{distRec}} distance from others, how likely do you think it is that you have technology to keep in touch with others?",NA,2,NA
"peters_2025_pbc_cond_presence","peters_2025_pbc_cond_presence_1","techtouch","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived presence of condition component",NA,NA,"If you want to keep at least {{distRec}} distance from others, how likely do you think it is that you have technology to keep in touch with others?",NA,3,NA
"peters_2025_pbc_cond_presence","peters_2025_pbc_cond_presence_1","techtouch","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived presence of condition component",NA,NA,"If you want to keep at least {{distRec}} distance from others, how likely do you think it is that you have technology to keep in touch with others?",NA,4,NA
"peters_2025_pbc_cond_presence","peters_2025_pbc_cond_presence_1","techtouch","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived presence of condition component",NA,NA,"If you want to keep at least {{distRec}} distance from others, how likely do you think it is that you have technology to keep in touch with others?",NA,5,"very likely"
"peters_2025_pbc_cond_presence","peters_2025_pbc_cond_presence_1","tired","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived presence of condition component",NA,NA,"If you want to keep at least {{distRec}} distance from others, how likely do you think it is that you will be tired?",NA,1,"very unlikely"
"peters_2025_pbc_cond_presence","peters_2025_pbc_cond_presence_1","tired","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived presence of condition component",NA,NA,"If you want to keep at least {{distRec}} distance from others, how likely do you think it is that you will be tired?",NA,2,NA
"peters_2025_pbc_cond_presence","peters_2025_pbc_cond_presence_1","tired","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived presence of condition component",NA,NA,"If you want to keep at least {{distRec}} distance from others, how likely do you think it is that you will be tired?",NA,3,NA
"peters_2025_pbc_cond_presence","peters_2025_pbc_cond_presence_1","tired","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived presence of condition component",NA,NA,"If you want to keep at least {{distRec}} distance from others, how likely do you think it is that you will be tired?",NA,4,NA
"peters_2025_pbc_cond_presence","peters_2025_pbc_cond_presence_1","tired","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived presence of condition component",NA,NA,"If you want to keep at least {{distRec}} distance from others, how likely do you think it is that you will be tired?",NA,5,"very likely"
"peters_2025_pbc_cond_presence","peters_2025_pbc_cond_presence_1","usualact","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived presence of condition component",NA,NA,"If you want to keep at least {{distRec}} distance from others, how likely do you think it is that you will want to go about your usual activities?",NA,1,"very unlikely"
"peters_2025_pbc_cond_presence","peters_2025_pbc_cond_presence_1","usualact","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived presence of condition component",NA,NA,"If you want to keep at least {{distRec}} distance from others, how likely do you think it is that you will want to go about your usual activities?",NA,2,NA
"peters_2025_pbc_cond_presence","peters_2025_pbc_cond_presence_1","usualact","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived presence of condition component",NA,NA,"If you want to keep at least {{distRec}} distance from others, how likely do you think it is that you will want to go about your usual activities?",NA,3,NA
"peters_2025_pbc_cond_presence","peters_2025_pbc_cond_presence_1","usualact","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived presence of condition component",NA,NA,"If you want to keep at least {{distRec}} distance from others, how likely do you think it is that you will want to go about your usual activities?",NA,4,NA
"peters_2025_pbc_cond_presence","peters_2025_pbc_cond_presence_1","usualact","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived presence of condition component",NA,NA,"If you want to keep at least {{distRec}} distance from others, how likely do you think it is that you will want to go about your usual activities?",NA,5,"very likely"
"peters_2025_pbc_cond_presence","peters_2025_pbc_cond_presence_1","work","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived presence of condition component",NA,NA,"If you want to keep at least {{distRec}} distance from others, how likely do you think it is that you will have to go to work?",NA,1,"very unlikely"
"peters_2025_pbc_cond_presence","peters_2025_pbc_cond_presence_1","work","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived presence of condition component",NA,NA,"If you want to keep at least {{distRec}} distance from others, how likely do you think it is that you will have to go to work?",NA,2,NA
"peters_2025_pbc_cond_presence","peters_2025_pbc_cond_presence_1","work","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived presence of condition component",NA,NA,"If you want to keep at least {{distRec}} distance from others, how likely do you think it is that you will have to go to work?",NA,3,NA
"peters_2025_pbc_cond_presence","peters_2025_pbc_cond_presence_1","work","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived presence of condition component",NA,NA,"If you want to keep at least {{distRec}} distance from others, how likely do you think it is that you will have to go to work?",NA,4,NA
"peters_2025_pbc_cond_presence","peters_2025_pbc_cond_presence_1","work","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived presence of condition component",NA,NA,"If you want to keep at least {{distRec}} distance from others, how likely do you think it is that you will have to go to work?",NA,5,"very likely"
