"table","section_id","item","instrument","language","instructions","section_prompt","item_text","correct_response","option_text","resp"
"peters_2025_pbc_skill_import","peters_2025_pbc_skill_import_1","remwalk","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived subskill importance component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; German; Hungarian; Arabic; Amharic; Polish; Chinese (Simplified); Chinese (Traditional, Hong Kong); Japanese; Hebrew",NA,NA,"For me to successfully keep {{distRec}} distance from others, remembering to do so when I go out for a walk is …",NA,NA,4
"peters_2025_pbc_skill_import","peters_2025_pbc_skill_import_1","remwalk","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived subskill importance component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; German; Hungarian; Arabic; Amharic; Polish; Chinese (Simplified); Chinese (Traditional, Hong Kong); Japanese; Hebrew",NA,NA,"For me to successfully keep {{distRec}} distance from others, remembering to do so when I go out for a walk is …",NA,"extremely important",5
"peters_2025_pbc_skill_import","peters_2025_pbc_skill_import_1","techtouch","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived subskill importance component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; German; Hungarian; Arabic; Amharic; Polish; Chinese (Simplified); Chinese (Traditional, Hong Kong); Japanese; Hebrew",NA,NA,"For me to successfully keep {{distRec}} distance from others, having the technology to be able to keep in touch with others is…",NA,"not at all important",1
"peters_2025_pbc_skill_import","peters_2025_pbc_skill_import_1","techtouch","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived subskill importance component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; German; Hungarian; Arabic; Amharic; Polish; Chinese (Simplified); Chinese (Traditional, Hong Kong); Japanese; Hebrew",NA,NA,"For me to successfully keep {{distRec}} distance from others, having the technology to be able to keep in touch with others is…",NA,NA,2
"peters_2025_pbc_skill_import","peters_2025_pbc_skill_import_1","techtouch","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived subskill importance component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; German; Hungarian; Arabic; Amharic; Polish; Chinese (Simplified); Chinese (Traditional, Hong Kong); Japanese; Hebrew",NA,NA,"For me to successfully keep {{distRec}} distance from others, having the technology to be able to keep in touch with others is…",NA,NA,3
"peters_2025_pbc_skill_import","peters_2025_pbc_skill_import_1","techtouch","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived subskill importance component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; German; Hungarian; Arabic; Amharic; Polish; Chinese (Simplified); Chinese (Traditional, Hong Kong); Japanese; Hebrew",NA,NA,"For me to successfully keep {{distRec}} distance from others, having the technology to be able to keep in touch with others is…",NA,NA,4
"peters_2025_pbc_skill_import","peters_2025_pbc_skill_import_1","techtouch","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived subskill importance component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; German; Hungarian; Arabic; Amharic; Polish; Chinese (Simplified); Chinese (Traditional, Hong Kong); Japanese; Hebrew",NA,NA,"For me to successfully keep {{distRec}} distance from others, having the technology to be able to keep in touch with others is…",NA,"extremely important",5
"peters_2025_pbc_skill_import","peters_2025_pbc_skill_import_1","tellothers","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived subskill importance component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; German; Hungarian; Arabic; Amharic; Polish; Chinese (Simplified); Chinese (Traditional, Hong Kong); Japanese; Hebrew",NA,NA,"For me to successfully keep {{distRec}} distance from others, being able to tell others to keep their distance is…",NA,"not at all important",1
"peters_2025_pbc_skill_import","peters_2025_pbc_skill_import_1","tellothers","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived subskill importance component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; German; Hungarian; Arabic; Amharic; Polish; Chinese (Simplified); Chinese (Traditional, Hong Kong); Japanese; Hebrew",NA,NA,"For me to successfully keep {{distRec}} distance from others, being able to tell others to keep their distance is…",NA,NA,2
"peters_2025_pbc_skill_import","peters_2025_pbc_skill_import_1","tellothers","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived subskill importance component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; German; Hungarian; Arabic; Amharic; Polish; Chinese (Simplified); Chinese (Traditional, Hong Kong); Japanese; Hebrew",NA,NA,"For me to successfully keep {{distRec}} distance from others, being able to tell others to keep their distance is…",NA,NA,3
"peters_2025_pbc_skill_import","peters_2025_pbc_skill_import_1","tellothers","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived subskill importance component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; German; Hungarian; Arabic; Amharic; Polish; Chinese (Simplified); Chinese (Traditional, Hong Kong); Japanese; Hebrew",NA,NA,"For me to successfully keep {{distRec}} distance from others, being able to tell others to keep their distance is…",NA,NA,4
"peters_2025_pbc_skill_import","peters_2025_pbc_skill_import_1","tellothers","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived subskill importance component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; German; Hungarian; Arabic; Amharic; Polish; Chinese (Simplified); Chinese (Traditional, Hong Kong); Japanese; Hebrew",NA,NA,"For me to successfully keep {{distRec}} distance from others, being able to tell others to keep their distance is…",NA,"extremely important",5
"peters_2025_pbc_skill_import","peters_2025_pbc_skill_import_1","walkfast","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived subskill importance component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; German; Hungarian; Arabic; Amharic; Polish; Chinese (Simplified); Chinese (Traditional, Hong Kong); Japanese; Hebrew",NA,NA,"For me to successfully keep {{distRec}} distance from others, being able to walk fast is…",NA,"not at all important",1
"peters_2025_pbc_skill_import","peters_2025_pbc_skill_import_1","walkfast","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived subskill importance component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; German; Hungarian; Arabic; Amharic; Polish; Chinese (Simplified); Chinese (Traditional, Hong Kong); Japanese; Hebrew",NA,NA,"For me to successfully keep {{distRec}} distance from others, being able to walk fast is…",NA,NA,2
"peters_2025_pbc_skill_import","peters_2025_pbc_skill_import_1","walkfast","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived subskill importance component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; German; Hungarian; Arabic; Amharic; Polish; Chinese (Simplified); Chinese (Traditional, Hong Kong); Japanese; Hebrew",NA,NA,"For me to successfully keep {{distRec}} distance from others, being able to walk fast is…",NA,NA,3
"peters_2025_pbc_skill_import","peters_2025_pbc_skill_import_1","walkfast","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived subskill importance component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; German; Hungarian; Arabic; Amharic; Polish; Chinese (Simplified); Chinese (Traditional, Hong Kong); Japanese; Hebrew",NA,NA,"For me to successfully keep {{distRec}} distance from others, being able to walk fast is…",NA,NA,4
"peters_2025_pbc_skill_import","peters_2025_pbc_skill_import_1","walkfast","COVID-19 Risk Assessment Tool (Your COVID-19 Risk / YCR) -- Perceived behavioural control items, perceived subskill importance component","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; German; Hungarian; Arabic; Amharic; Polish; Chinese (Simplified); Chinese (Traditional, Hong Kong); Japanese; Hebrew",NA,NA,"For me to successfully keep {{distRec}} distance from others, being able to walk fast is…",NA,"extremely important",5
