"table","instrument","instructions","section_id","section_prompt","item","item_text","correct_response","resp","option_text"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q9","These questions are about how you feel and how things have been with you during the past 4 weeks. For each question, please give the one answer that comes closest to the way you have been feeling. How much of the time during the past 4 weeks...","SF36Q9c","Have you felt so down in the dumps that nothing could cheer you up?",NA,2,"a little of the time"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q9","These questions are about how you feel and how things have been with you during the past 4 weeks. For each question, please give the one answer that comes closest to the way you have been feeling. How much of the time during the past 4 weeks...","SF36Q9c","Have you felt so down in the dumps that nothing could cheer you up?",NA,3,"some of the time"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q9","These questions are about how you feel and how things have been with you during the past 4 weeks. For each question, please give the one answer that comes closest to the way you have been feeling. How much of the time during the past 4 weeks...","SF36Q9c","Have you felt so down in the dumps that nothing could cheer you up?",NA,4,"a good bit of the time"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q9","These questions are about how you feel and how things have been with you during the past 4 weeks. For each question, please give the one answer that comes closest to the way you have been feeling. How much of the time during the past 4 weeks...","SF36Q9c","Have you felt so down in the dumps that nothing could cheer you up?",NA,5,"most of the time"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q9","These questions are about how you feel and how things have been with you during the past 4 weeks. For each question, please give the one answer that comes closest to the way you have been feeling. How much of the time during the past 4 weeks...","SF36Q9c","Have you felt so down in the dumps that nothing could cheer you up?",NA,6,"all the time"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q9","These questions are about how you feel and how things have been with you during the past 4 weeks. For each question, please give the one answer that comes closest to the way you have been feeling. How much of the time during the past 4 weeks...","SF36Q9d","Have you felt calm and peaceful?",NA,1,"none of the time"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q9","These questions are about how you feel and how things have been with you during the past 4 weeks. For each question, please give the one answer that comes closest to the way you have been feeling. How much of the time during the past 4 weeks...","SF36Q9d","Have you felt calm and peaceful?",NA,2,"a little of the time"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q9","These questions are about how you feel and how things have been with you during the past 4 weeks. For each question, please give the one answer that comes closest to the way you have been feeling. How much of the time during the past 4 weeks...","SF36Q9d","Have you felt calm and peaceful?",NA,3,"some of the time"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q9","These questions are about how you feel and how things have been with you during the past 4 weeks. For each question, please give the one answer that comes closest to the way you have been feeling. How much of the time during the past 4 weeks...","SF36Q9d","Have you felt calm and peaceful?",NA,4,"a good bit of the time"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q9","These questions are about how you feel and how things have been with you during the past 4 weeks. For each question, please give the one answer that comes closest to the way you have been feeling. How much of the time during the past 4 weeks...","SF36Q9d","Have you felt calm and peaceful?",NA,5,"most of the time"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q9","These questions are about how you feel and how things have been with you during the past 4 weeks. For each question, please give the one answer that comes closest to the way you have been feeling. How much of the time during the past 4 weeks...","SF36Q9d","Have you felt calm and peaceful?",NA,6,"all the time"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q9","These questions are about how you feel and how things have been with you during the past 4 weeks. For each question, please give the one answer that comes closest to the way you have been feeling. How much of the time during the past 4 weeks...","SF36Q9e","Did you have a lot of energy?",NA,1,"none of the time"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q9","These questions are about how you feel and how things have been with you during the past 4 weeks. For each question, please give the one answer that comes closest to the way you have been feeling. How much of the time during the past 4 weeks...","SF36Q9e","Did you have a lot of energy?",NA,2,"a little of the time"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q9","These questions are about how you feel and how things have been with you during the past 4 weeks. For each question, please give the one answer that comes closest to the way you have been feeling. How much of the time during the past 4 weeks...","SF36Q9e","Did you have a lot of energy?",NA,3,"some of the time"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q9","These questions are about how you feel and how things have been with you during the past 4 weeks. For each question, please give the one answer that comes closest to the way you have been feeling. How much of the time during the past 4 weeks...","SF36Q9e","Did you have a lot of energy?",NA,4,"a good bit of the time"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q9","These questions are about how you feel and how things have been with you during the past 4 weeks. For each question, please give the one answer that comes closest to the way you have been feeling. How much of the time during the past 4 weeks...","SF36Q9e","Did you have a lot of energy?",NA,5,"most of the time"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q9","These questions are about how you feel and how things have been with you during the past 4 weeks. For each question, please give the one answer that comes closest to the way you have been feeling. How much of the time during the past 4 weeks...","SF36Q9e","Did you have a lot of energy?",NA,6,"all the time"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q9","These questions are about how you feel and how things have been with you during the past 4 weeks. For each question, please give the one answer that comes closest to the way you have been feeling. How much of the time during the past 4 weeks...","SF36Q9f","Have you felt downhearted and blue?",NA,1,"none of the time"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q9","These questions are about how you feel and how things have been with you during the past 4 weeks. For each question, please give the one answer that comes closest to the way you have been feeling. How much of the time during the past 4 weeks...","SF36Q9f","Have you felt downhearted and blue?",NA,2,"a little of the time"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q9","These questions are about how you feel and how things have been with you during the past 4 weeks. For each question, please give the one answer that comes closest to the way you have been feeling. How much of the time during the past 4 weeks...","SF36Q9f","Have you felt downhearted and blue?",NA,3,"some of the time"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q9","These questions are about how you feel and how things have been with you during the past 4 weeks. For each question, please give the one answer that comes closest to the way you have been feeling. How much of the time during the past 4 weeks...","SF36Q9f","Have you felt downhearted and blue?",NA,4,"a good bit of the time"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q9","These questions are about how you feel and how things have been with you during the past 4 weeks. For each question, please give the one answer that comes closest to the way you have been feeling. How much of the time during the past 4 weeks...","SF36Q9f","Have you felt downhearted and blue?",NA,5,"most of the time"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q9","These questions are about how you feel and how things have been with you during the past 4 weeks. For each question, please give the one answer that comes closest to the way you have been feeling. How much of the time during the past 4 weeks...","SF36Q9f","Have you felt downhearted and blue?",NA,6,"all the time"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q9","These questions are about how you feel and how things have been with you during the past 4 weeks. For each question, please give the one answer that comes closest to the way you have been feeling. How much of the time during the past 4 weeks...","SF36Q9g","Did you feel worn out?",NA,1,"none of the time"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q9","These questions are about how you feel and how things have been with you during the past 4 weeks. For each question, please give the one answer that comes closest to the way you have been feeling. How much of the time during the past 4 weeks...","SF36Q9g","Did you feel worn out?",NA,2,"a little of the time"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q9","These questions are about how you feel and how things have been with you during the past 4 weeks. For each question, please give the one answer that comes closest to the way you have been feeling. How much of the time during the past 4 weeks...","SF36Q9g","Did you feel worn out?",NA,3,"some of the time"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q9","These questions are about how you feel and how things have been with you during the past 4 weeks. For each question, please give the one answer that comes closest to the way you have been feeling. How much of the time during the past 4 weeks...","SF36Q9g","Did you feel worn out?",NA,4,"a good bit of the time"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q9","These questions are about how you feel and how things have been with you during the past 4 weeks. For each question, please give the one answer that comes closest to the way you have been feeling. How much of the time during the past 4 weeks...","SF36Q9g","Did you feel worn out?",NA,5,"most of the time"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q9","These questions are about how you feel and how things have been with you during the past 4 weeks. For each question, please give the one answer that comes closest to the way you have been feeling. How much of the time during the past 4 weeks...","SF36Q9g","Did you feel worn out?",NA,6,"all the time"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q9","These questions are about how you feel and how things have been with you during the past 4 weeks. For each question, please give the one answer that comes closest to the way you have been feeling. How much of the time during the past 4 weeks...","SF36Q9h","Have you been a happy person?",NA,1,"none of the time"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q9","These questions are about how you feel and how things have been with you during the past 4 weeks. For each question, please give the one answer that comes closest to the way you have been feeling. How much of the time during the past 4 weeks...","SF36Q9h","Have you been a happy person?",NA,2,"a little of the time"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q9","These questions are about how you feel and how things have been with you during the past 4 weeks. For each question, please give the one answer that comes closest to the way you have been feeling. How much of the time during the past 4 weeks...","SF36Q9h","Have you been a happy person?",NA,3,"some of the time"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q9","These questions are about how you feel and how things have been with you during the past 4 weeks. For each question, please give the one answer that comes closest to the way you have been feeling. How much of the time during the past 4 weeks...","SF36Q9h","Have you been a happy person?",NA,4,"a good bit of the time"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q9","These questions are about how you feel and how things have been with you during the past 4 weeks. For each question, please give the one answer that comes closest to the way you have been feeling. How much of the time during the past 4 weeks...","SF36Q9h","Have you been a happy person?",NA,5,"most of the time"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q9","These questions are about how you feel and how things have been with you during the past 4 weeks. For each question, please give the one answer that comes closest to the way you have been feeling. How much of the time during the past 4 weeks...","SF36Q9h","Have you been a happy person?",NA,6,"all the time"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q9","These questions are about how you feel and how things have been with you during the past 4 weeks. For each question, please give the one answer that comes closest to the way you have been feeling. How much of the time during the past 4 weeks...","SF36Q9i","Did you feel tired?",NA,1,"none of the time"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q9","These questions are about how you feel and how things have been with you during the past 4 weeks. For each question, please give the one answer that comes closest to the way you have been feeling. How much of the time during the past 4 weeks...","SF36Q9i","Did you feel tired?",NA,2,"a little of the time"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q9","These questions are about how you feel and how things have been with you during the past 4 weeks. For each question, please give the one answer that comes closest to the way you have been feeling. How much of the time during the past 4 weeks...","SF36Q9i","Did you feel tired?",NA,3,"some of the time"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q9","These questions are about how you feel and how things have been with you during the past 4 weeks. For each question, please give the one answer that comes closest to the way you have been feeling. How much of the time during the past 4 weeks...","SF36Q9i","Did you feel tired?",NA,4,"a good bit of the time"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q9","These questions are about how you feel and how things have been with you during the past 4 weeks. For each question, please give the one answer that comes closest to the way you have been feeling. How much of the time during the past 4 weeks...","SF36Q9i","Did you feel tired?",NA,5,"most of the time"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q9","These questions are about how you feel and how things have been with you during the past 4 weeks. For each question, please give the one answer that comes closest to the way you have been feeling. How much of the time during the past 4 weeks...","SF36Q9i","Did you feel tired?",NA,6,"all the time"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q10",NA,"SF36Q10","During the past 4 weeks, how much of the time has your physical health or emotional problems interfered with your social activities (like visiting with friends, relatives, etc.)?",NA,1,"none of the time"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q10",NA,"SF36Q10","During the past 4 weeks, how much of the time has your physical health or emotional problems interfered with your social activities (like visiting with friends, relatives, etc.)?",NA,2,"a little of the time"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q10",NA,"SF36Q10","During the past 4 weeks, how much of the time has your physical health or emotional problems interfered with your social activities (like visiting with friends, relatives, etc.)?",NA,3,"some of the time"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q10",NA,"SF36Q10","During the past 4 weeks, how much of the time has your physical health or emotional problems interfered with your social activities (like visiting with friends, relatives, etc.)?",NA,5,"most of the time"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q10",NA,"SF36Q10","During the past 4 weeks, how much of the time has your physical health or emotional problems interfered with your social activities (like visiting with friends, relatives, etc.)?",NA,6,"all the time"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q11","How TRUE or FALSE is each of the following statements for you.","SF36Q11a","I seem to get sick a little easier than other people",NA,1,"definitely false"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q11","How TRUE or FALSE is each of the following statements for you.","SF36Q11a","I seem to get sick a little easier than other people",NA,2,"mostly false"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q11","How TRUE or FALSE is each of the following statements for you.","SF36Q11a","I seem to get sick a little easier than other people",NA,3,"mostly true"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q11","How TRUE or FALSE is each of the following statements for you.","SF36Q11a","I seem to get sick a little easier than other people",NA,4,"definitely true"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q11","How TRUE or FALSE is each of the following statements for you.","SF36Q11b","I am as healthy as anybody I know",NA,1,"definitely false"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q11","How TRUE or FALSE is each of the following statements for you.","SF36Q11b","I am as healthy as anybody I know",NA,2,"mostly false"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q11","How TRUE or FALSE is each of the following statements for you.","SF36Q11b","I am as healthy as anybody I know",NA,3,"mostly true"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q11","How TRUE or FALSE is each of the following statements for you.","SF36Q11b","I am as healthy as anybody I know",NA,4,"definitely true"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q11","How TRUE or FALSE is each of the following statements for you.","SF36Q11c","I expect my health to get worse",NA,1,"definitely false"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q11","How TRUE or FALSE is each of the following statements for you.","SF36Q11c","I expect my health to get worse",NA,2,"mostly false"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q11","How TRUE or FALSE is each of the following statements for you.","SF36Q11c","I expect my health to get worse",NA,3,"mostly true"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q11","How TRUE or FALSE is each of the following statements for you.","SF36Q11c","I expect my health to get worse",NA,4,"definitely true"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q11","How TRUE or FALSE is each of the following statements for you.","SF36Q11d","My health is excellent",NA,1,"definitely false"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q11","How TRUE or FALSE is each of the following statements for you.","SF36Q11d","My health is excellent",NA,2,"mostly false"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q11","How TRUE or FALSE is each of the following statements for you.","SF36Q11d","My health is excellent",NA,3,"mostly true"
"ibrahim_2015_sf36","RAND 36-Item Health Survey 1.0 (MOS SF-36), developed at RAND as part of the Medical Outcomes Study","Choose one option for each questionnaire item.","ibrahim_2015_sf36_q11","How TRUE or FALSE is each of the following statements for you.","SF36Q11d","My health is excellent",NA,4,"definitely true"
