"table","section_id","item","instrument","language","instructions","section_prompt","item_text","item_text_translated","correct_response","option_text","resp"
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm25","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"average",3
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm25","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"agree",4
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm25","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"strongly agree",5
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm26","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"strongly disagree",1
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm26","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"disagree",2
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm26","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"average",3
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm26","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"agree",4
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm26","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"strongly agree",5
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm27","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"다른 사람의 생각이 내 생각과 반드시 일치할 필요는 없다",NA,NA,"strongly disagree",1
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm27","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"다른 사람의 생각이 내 생각과 반드시 일치할 필요는 없다",NA,NA,"disagree",2
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm27","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"다른 사람의 생각이 내 생각과 반드시 일치할 필요는 없다",NA,NA,"average",3
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm27","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"다른 사람의 생각이 내 생각과 반드시 일치할 필요는 없다",NA,NA,"agree",4
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm27","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"다른 사람의 생각이 내 생각과 반드시 일치할 필요는 없다",NA,NA,"strongly agree",5
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm28","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"strongly disagree",1
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm28","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"disagree",2
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm28","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"average",3
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm28","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"agree",4
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm28","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"strongly agree",5
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm29","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"나 때문에 일이 그르치는 것을 보면 참을 수 없다.","I can't bear to see things go wrong because of me.",NA,"strongly disagree",1
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm29","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"나 때문에 일이 그르치는 것을 보면 참을 수 없다.","I can't bear to see things go wrong because of me.",NA,"disagree",2
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm29","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"나 때문에 일이 그르치는 것을 보면 참을 수 없다.","I can't bear to see things go wrong because of me.",NA,"average",3
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm29","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"나 때문에 일이 그르치는 것을 보면 참을 수 없다.","I can't bear to see things go wrong because of me.",NA,"agree",4
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm29","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"나 때문에 일이 그르치는 것을 보면 참을 수 없다.","I can't bear to see things go wrong because of me.",NA,"strongly agree",5
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm30","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"strongly disagree",1
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm30","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"disagree",2
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm30","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"average",3
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm30","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"agree",4
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm30","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"strongly agree",5
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm31","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"어떤 어려운 문제라도 해결할 수 있는 실마리가 있다고 생각한다.",NA,NA,"strongly disagree",1
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm31","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"어떤 어려운 문제라도 해결할 수 있는 실마리가 있다고 생각한다.",NA,NA,"disagree",2
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm31","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"어떤 어려운 문제라도 해결할 수 있는 실마리가 있다고 생각한다.",NA,NA,"average",3
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm31","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"어떤 어려운 문제라도 해결할 수 있는 실마리가 있다고 생각한다.",NA,NA,"agree",4
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm31","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"어떤 어려운 문제라도 해결할 수 있는 실마리가 있다고 생각한다.",NA,NA,"strongly agree",5
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm32","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"다른 사람들에 비해 쉽게 지친다.","I get tired easily compared to other people.",NA,"strongly disagree",1
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm32","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"다른 사람들에 비해 쉽게 지친다.","I get tired easily compared to other people.",NA,"disagree",2
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm32","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"다른 사람들에 비해 쉽게 지친다.","I get tired easily compared to other people.",NA,"average",3
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm32","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"다른 사람들에 비해 쉽게 지친다.","I get tired easily compared to other people.",NA,"agree",4
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm32","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"다른 사람들에 비해 쉽게 지친다.","I get tired easily compared to other people.",NA,"strongly agree",5
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm33","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"불행한 사람들을 보면 그들에게 도움이 되는 일을 하고 싶다.","When I see unhappy people, I want to do something to help them.",NA,"strongly disagree",1
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm33","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"불행한 사람들을 보면 그들에게 도움이 되는 일을 하고 싶다.","When I see unhappy people, I want to do something to help them.",NA,"disagree",2
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm33","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"불행한 사람들을 보면 그들에게 도움이 되는 일을 하고 싶다.","When I see unhappy people, I want to do something to help them.",NA,"average",3
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm33","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"불행한 사람들을 보면 그들에게 도움이 되는 일을 하고 싶다.","When I see unhappy people, I want to do something to help them.",NA,"agree",4
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm33","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"불행한 사람들을 보면 그들에게 도움이 되는 일을 하고 싶다.","When I see unhappy people, I want to do something to help them.",NA,"strongly agree",5
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm34","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"마땅히 할 이야기가 없어도 상대방과 즐겁게 대화할 수 있다.","Even if I don't have anything to say, I can have a pleasant conversation with the other person.",NA,"strongly disagree",1
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm34","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"마땅히 할 이야기가 없어도 상대방과 즐겁게 대화할 수 있다.","Even if I don't have anything to say, I can have a pleasant conversation with the other person.",NA,"disagree",2
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm34","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"마땅히 할 이야기가 없어도 상대방과 즐겁게 대화할 수 있다.","Even if I don't have anything to say, I can have a pleasant conversation with the other person.",NA,"average",3
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm34","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"마땅히 할 이야기가 없어도 상대방과 즐겁게 대화할 수 있다.","Even if I don't have anything to say, I can have a pleasant conversation with the other person.",NA,"agree",4
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm34","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"마땅히 할 이야기가 없어도 상대방과 즐겁게 대화할 수 있다.","Even if I don't have anything to say, I can have a pleasant conversation with the other person.",NA,"strongly agree",5
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm35","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"다양한 의견을 많이 접하면 더 좋은 의견이 나오게 된다",NA,NA,"strongly disagree",1
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm35","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"다양한 의견을 많이 접하면 더 좋은 의견이 나오게 된다",NA,NA,"disagree",2
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm35","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"다양한 의견을 많이 접하면 더 좋은 의견이 나오게 된다",NA,NA,"average",3
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm35","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"다양한 의견을 많이 접하면 더 좋은 의견이 나오게 된다",NA,NA,"agree",4
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm35","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"다양한 의견을 많이 접하면 더 좋은 의견이 나오게 된다",NA,NA,"strongly agree",5
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm36","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"strongly disagree",1
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm36","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"disagree",2
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm36","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"average",3
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm36","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"agree",4
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm36","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"strongly agree",5
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm37","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"나는 맡은 일을 절대 대충 하는 법이 없다.","I never do anything sloppy.",NA,"strongly disagree",1
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm37","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"나는 맡은 일을 절대 대충 하는 법이 없다.","I never do anything sloppy.",NA,"disagree",2
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm37","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"나는 맡은 일을 절대 대충 하는 법이 없다.","I never do anything sloppy.",NA,"average",3
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm37","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"나는 맡은 일을 절대 대충 하는 법이 없다.","I never do anything sloppy.",NA,"agree",4
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm37","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"나는 맡은 일을 절대 대충 하는 법이 없다.","I never do anything sloppy.",NA,"strongly agree",5
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm38","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"strongly disagree",1
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm38","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"disagree",2
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm38","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"average",3
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm38","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"agree",4
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm38","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"strongly agree",5
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm39","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"무슨 일이든 열심히 하면 언젠가는 보상이 따라온다고 생각한다.",NA,NA,"strongly disagree",1
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm39","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"무슨 일이든 열심히 하면 언젠가는 보상이 따라온다고 생각한다.",NA,NA,"disagree",2
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm39","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"무슨 일이든 열심히 하면 언젠가는 보상이 따라온다고 생각한다.",NA,NA,"average",3
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm39","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"무슨 일이든 열심히 하면 언젠가는 보상이 따라온다고 생각한다.",NA,NA,"agree",4
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm39","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"무슨 일이든 열심히 하면 언젠가는 보상이 따라온다고 생각한다.",NA,NA,"strongly agree",5
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm40","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"다른 재미에 빠져서 할 일을 마무리하지 못하는 경우가 많다.","There are many cases where I can't finish the work to do because I'm absorbed in other fun.",NA,"strongly disagree",1
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm40","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"다른 재미에 빠져서 할 일을 마무리하지 못하는 경우가 많다.","There are many cases where I can't finish the work to do because I'm absorbed in other fun.",NA,"disagree",2
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm40","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"다른 재미에 빠져서 할 일을 마무리하지 못하는 경우가 많다.","There are many cases where I can't finish the work to do because I'm absorbed in other fun.",NA,"average",3
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm40","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"다른 재미에 빠져서 할 일을 마무리하지 못하는 경우가 많다.","There are many cases where I can't finish the work to do because I'm absorbed in other fun.",NA,"agree",4
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm40","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"다른 재미에 빠져서 할 일을 마무리하지 못하는 경우가 많다.","There are many cases where I can't finish the work to do because I'm absorbed in other fun.",NA,"strongly agree",5
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm41","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"나는 남들보다 이타적인 마음을 가지고 있는 사람이다.","I am a person with a more altruistic heart than others.",NA,"strongly disagree",1
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm41","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"나는 남들보다 이타적인 마음을 가지고 있는 사람이다.","I am a person with a more altruistic heart than others.",NA,"disagree",2
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm41","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"나는 남들보다 이타적인 마음을 가지고 있는 사람이다.","I am a person with a more altruistic heart than others.",NA,"average",3
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm41","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"나는 남들보다 이타적인 마음을 가지고 있는 사람이다.","I am a person with a more altruistic heart than others.",NA,"agree",4
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm41","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"나는 남들보다 이타적인 마음을 가지고 있는 사람이다.","I am a person with a more altruistic heart than others.",NA,"strongly agree",5
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm42","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"strongly disagree",1
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm42","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"disagree",2
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm42","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"average",3
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm42","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"agree",4
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm42","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"strongly agree",5
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm43","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"strongly disagree",1
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm43","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"disagree",2
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm43","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"average",3
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm43","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"agree",4
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm43","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"strongly agree",5
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm44","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"strongly disagree",1
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm44","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"disagree",2
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm44","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"average",3
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm44","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"agree",4
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm44","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"strongly agree",5
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm45","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"strongly disagree",1
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm45","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"disagree",2
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm45","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"average",3
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm45","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"agree",4
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm45","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"strongly agree",5
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm46","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"strongly disagree",1
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm46","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"disagree",2
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm46","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"average",3
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm46","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"agree",4
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm46","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"strongly agree",5
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm47","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"지금 당장은 어려워도 미래를 생각하면서 열심히 살고자 노력한다.",NA,NA,"strongly disagree",1
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm47","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"지금 당장은 어려워도 미래를 생각하면서 열심히 살고자 노력한다.",NA,NA,"disagree",2
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm47","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"지금 당장은 어려워도 미래를 생각하면서 열심히 살고자 노력한다.",NA,NA,"average",3
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm47","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"지금 당장은 어려워도 미래를 생각하면서 열심히 살고자 노력한다.",NA,NA,"agree",4
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm47","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"지금 당장은 어려워도 미래를 생각하면서 열심히 살고자 노력한다.",NA,NA,"strongly agree",5
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm48","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"strongly disagree",1
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm48","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"disagree",2
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm48","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"average",3
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm48","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"agree",4
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm48","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,NA,NA,NA,"strongly agree",5
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm49","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"내가 싫어하는 일이라도 다른 사람이 도움을 요청하면 들어 준다.","I listen when others ask for help, even if it's something I don't like.",NA,"strongly disagree",1
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm49","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"내가 싫어하는 일이라도 다른 사람이 도움을 요청하면 들어 준다.","I listen when others ask for help, even if it's something I don't like.",NA,"disagree",2
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm49","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"내가 싫어하는 일이라도 다른 사람이 도움을 요청하면 들어 준다.","I listen when others ask for help, even if it's something I don't like.",NA,"average",3
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm49","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"내가 싫어하는 일이라도 다른 사람이 도움을 요청하면 들어 준다.","I listen when others ask for help, even if it's something I don't like.",NA,"agree",4
"CQTMS_Hur_2023","CQTMS_Hur_2023_1","itm49","Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form","Korean",NA,NA,"내가 싫어하는 일이라도 다른 사람이 도움을 요청하면 들어 준다.","I listen when others ask for help, even if it's something I don't like.",NA,"strongly agree",5
