tier,score,source,title,doi,url,license,n_files,tabular,signals
B,8,surf,Data from ‘Cohort Differences in Big Five Personality Factors Over a Period of 25 Years’,10.34894/8nga0r,https://doi.org/10.34894/8NGA0R,CC0-1.0,2,data5pft19822007.csv|data5pft19822007.sav,file:survey-format;file:raw-ish;files:tractable;lic:cc0
B,8,surf,The COMT Val158Met polymorphism does not modulate the after-effect of tDCS on working memory,10.34894/5xktsv,https://doi.org/10.34894/5XKTSV,CC0-1.0,1,5 Processed N-back data.sav,file:survey-format;file:raw-ish;files:tractable;lic:cc0
B,8,zenodo,"Dataset Questionnaire The Impact Perceived Desirability, Propensity to Act, and Perceived Feasibility towards Technoprenurial Commitment Based on A Entreprenurial Event Theory",10.5281/zenodo.14015395,https://zenodo.org/records/14015395,cc-by-4.0,1,Dataset_EE_Intention.csv,title:instrument;file:raw-ish;files:tractable
B,8,zenodo,Study data: Psychometric properties of the Multigroup Ethnic Identity Measure-Revised in Peruvian university students,10.5281/zenodo.22117910,https://zenodo.org/records/22117910,cc-by-4.0,1,Data_Multigroup.xlsx,title:instrument;file:raw-ish;files:tractable
B,8,surf,"In the Mood for Food: Monotony, Boredom and Snacking During Work",10.34894/plm0re,https://doi.org/10.34894/PLM0RE,"Our data, or part of the data,  has been set to restrictive because the data is pseudonymous and therefore subject to the EU GDPR privacy regulations. 
According to our policy, the researcher who deposited the data will be informed about the access request. The depositor of the data might contact the requester for further consultation about the (re)use of the data. If the researcher decides to make the data available an agreement needs to be signed. 
If this dataset also contains unrestricted data, a 'cc-zero public domain dedication' applies to these unrestricted data.
",3,Cronbach's alpha_In the Mood for Food.sav|Final data long_In the Mood for Food.sav|Final data wide_In the Mood for Food.sav,file:survey-format;file:raw-ish;files:tractable;lic:cc0
B,8,surf,Effects of the Digital Intervention StudentPOWR on the Subjective Wellbeing of Students Studying from Home: a Randomized Wait-List Control Trial,10.34894/tzhhio,https://doi.org/10.34894/TZHHIO,"Our data, or part of the data,  has been set to restrictive because the data is pseudonymous and therefore subject to the EU GDPR privacy regulations. 
According to our policy, the researcher who deposited the data will be informed about the access request. The depositor of the data might contact the requester for further consultation about the (re)use of the data. If the researcher decides to make the data available an agreement needs to be signed. 
If this dataset also contains unrestricted data, a 'cc-zero public domain dedication' applies to these unrestricted data.
",2,All Data Including SPANE Change.sav|All Data Including SPANE Change.xlsx,file:survey-format;file:raw-ish;files:tractable;lic:cc0
B,8,surf,Promoting students’ autonomous motivation for the ongoing curriculum using a ‘Societal Impact Project’ with basic psychological needs characteristics,10.34894/gompfn,https://doi.org/10.34894/GOMPFN,CC0-1.0,1,Study 4_Survey responses and calculated variable scores.sav,file:survey-format;file:raw-ish;files:tractable;lic:cc0
B,8,zenodo,"Survey Questionnaire, Spanish Wineries and NoLo Wine Production",10.5281/zenodo.19269968,https://zenodo.org/records/19269968,cc-by-4.0,2,data.csv|codebook.csv,title:instrument;file:raw-ish;files:tractable
B,8,zenodo,Debugging Questionnaire Dataset,10.5281/zenodo.4449045,https://zenodo.org/records/4449045,cc-by-4.0,2,answers_english.csv|answers_german.csv,title:instrument;file:raw-ish;files:tractable
B,8,zenodo,Scarlet Cosmetics Questionnaire,10.5281/zenodo.15382756,https://zenodo.org/records/15382756,cc-by-4.0,1,Data Quesioner Scarlet.xlsx,title:instrument;file:raw-ish;files:tractable
B,8,zenodo,Data ERI questionnaire,10.5281/zenodo.11149861,https://zenodo.org/records/11149861,cc-by-4.0,1,Data_ERI.xlsx,title:instrument;file:raw-ish;files:tractable
B,8,zenodo,Akkadian Teaching Questionnaire,10.5281/zenodo.15590889,https://zenodo.org/records/15590889,cc-by-4.0,1,Akkadian questionnaire data.xlsx,title:instrument;file:raw-ish;files:tractable
B,8,zenodo,DOMAIN questionnaire dataset,10.5281/zenodo.13220746,https://zenodo.org/records/13220746,cc-by-4.0,1,DND_Datafile.csv,title:instrument;file:raw-ish;files:tractable
B,8,surf,Spontaneous helping behavior of autistic and non-autistic (pre-) adolescents: A matter of motivation?,10.34894/w3qrsv,https://doi.org/10.34894/W3QRSV,CC0-1.0,2,3. Raw data_autism helping.sav|5. Processed data_autism helping.sav,file:survey-format;file:raw-ish;files:tractable;lic:cc0
B,8,zenodo,Standardized comparison of different versions of the DUFSS questionnaire using the EMPRO tool.,10.5281/zenodo.8211219,https://zenodo.org/records/8211219,cc-by-4.0,1,Data set_EMPRO Evaluation.xlsx,title:instrument;file:raw-ish;files:tractable
B,8,zenodo,Digital Fatigue Questionnaire Responses,10.5281/zenodo.21408658,https://zenodo.org/records/21408658,cc-by-4.0,1,Digital Fatigue Questionnaire (Responses).xlsx,title:instrument;file:raw-ish;files:tractable
B,8,zenodo,CITIZENSHIP BEHAVIOR QUESTIONNAIRE (CBQ),10.5281/zenodo.10105133,https://zenodo.org/records/10105133,cc-by-4.0,2,Citizenship Behavior Questionnaire (Raw Data) (1).xlsx|Citizenship Behavior Questionnaire (Codebook).xlsx,title:instrument;file:raw-ish;files:tractable
B,8,zenodo,Interviews Questionnaire Pilot Islands,10.5281/zenodo.8348386,https://zenodo.org/records/8348386,cc-by-4.0,1,REACT -DATA set ZENODO Questionnaire-Interviews-.xls,title:instrument;file:raw-ish;files:tractable
B,8,zenodo,SQLand - Questionnaire and Data,10.5281/zenodo.11167217,https://zenodo.org/records/11167217,cc-by-4.0,2,original_data.xlsx|Itens do questionário.xlsx,title:instrument;file:raw-ish;files:tractable
B,8,surf,Specificity of relations between adolescents’ cognitive emotion regulation strategies and symptoms of depression and anxiety,10.34894/kipdui,https://doi.org/10.34894/KIPDUI,CC0-1.0,1,Data article Emotion and Cognition 2018.sav,file:survey-format;file:raw-ish;files:tractable;lic:cc0
B,8,zenodo,Dataset and R code for the validation of the QPE4PLimpact questionnaire,10.5281/zenodo.19221973,https://zenodo.org/records/19221973,cc-by-4.0,1,dataqpee4plimpact.csv,title:instrument;file:raw-ish;files:tractable
B,8,zenodo,"Soil Health Guards: Citizen-science soil health observations, expert validation, and participant questionnaire data from Serbia",10.5281/zenodo.20709386,https://zenodo.org/records/20709386,cc-by-4.0,4,08_Post_implementation_questionnaire_results.xlsx|02_Expert_validation_dataset_v1.0.xlsx|05_Pre_implementation_questionnaire_results.xlsx|01_CS_dataset_deidentified_v1.0.xlsx,title:instrument;file:raw-ish;files:tractable
B,8,zenodo,Dataset used for validation of the Danish 20-item Spiritual Needs Questionnaire.,10.5281/zenodo.5524334,https://zenodo.org/records/5524334,cc-by-4.0,3,Dataset_sampleA_anonymized_SpNQ+WHO5.xls|Dataset_full_anonymized_SpNQ+WHO5.xls|Dataset_sampleB_anonymized_SpNQ+WHO5.xls,title:instrument;file:raw-ish;files:tractable
B,8,zenodo,"Dataset for ""Development and Multidimensional IRT-Based Validation of the AI-Induced Occupational Anxiety Scale Among University Students""",10.5281/zenodo.20475015,https://zenodo.org/records/20475015,cc-by-4.0,1,AIOAS_DataSet.xlsx,title:instrument;file:raw-ish;files:tractable
B,8,zenodo,Data set for Rasch and graphical loglinear Rasch analyses of the Statistical Anxiety and Attitudes Towards Statistics Questionnaire (Holdning og Forhold til Statistik – revised; HFS-R),10.5281/zenodo.14288514,https://zenodo.org/records/14288514,cc-by-4.0,1,Data-HFS-R_2024.csv,title:instrument;file:raw-ish;files:tractable
B,8,zenodo,Hospital Anxiety and Depression Scale (HADS),10.5281/zenodo.10066477,https://zenodo.org/records/10066477,cc-by-4.0,1,Data Depression.xlsx,title:instrument;file:raw-ish;files:tractable
B,8,zenodo,Dataset on Psychometric Evaluation of the Puerto Rican Spanish Adaptation of the Statistical Anxiety Rating Scale,10.5281/zenodo.20573110,https://zenodo.org/records/20573110,cc-by-4.0,3,data_diccionary.csv.xlsx|data.csv|dfi_6factor_250.rds,title:instrument;file:raw-ish;files:tractable
B,8,zenodo,Dataset for Rasch analyses of the brief Critical Thinking Scale (CTh) and assessment of change,10.5281/zenodo.6401225,https://zenodo.org/records/6401225,cc-by-4.0,2,Critical_Thinking_baseline.csv|Critical_Thinking_longitudinal.csv,title:instrument;file:raw-ish;files:tractable
B,8,surf,Negative social self-cognitions: How shyness may lead to social anxiety,10.34894/lzjnrk,https://doi.org/10.34894/LZJNRK,CC0-1.0,1,3. Data 171214_Shyness_234.sav,file:survey-format;file:raw-ish;files:tractable;lic:cc0
B,8,surf,The role of performance quality in adolescents’ self-evaluation and rumination after a speech: Is it contingent on social anxiety level?,10.34894/bndtks,https://doi.org/10.34894/BNDTKS,CC0-1.0,1,3. Data 160603.PerfT3sav.sav,file:survey-format;file:raw-ish;files:tractable;lic:cc0
B,8,dataverse,Replication Data for: Assessing Public Value Failure in Government Adoption of Artificial Intelligence,10.7910/dvn/ligara,https://doi.org/10.7910/DVN/LIGARA,CC0 1.0,1,ads_raw.sav,file:survey-format;file:raw-ish;files:tractable;lic:cc0
B,8,zenodo,Questionnaire and Responses Supporting: A Study on UI/UX and E-Commerce Profitability,10.5281/zenodo.15628398,https://zenodo.org/records/15628398,cc-by-4.0,1,How UI_UX Design Influences - suppl Material - Data.xlsx,title:instrument;file:raw-ish;files:tractable
B,8,surf,Go/No-Go training alters food evaluations independently of cognitive load,10.34894/8mpnea,https://doi.org/10.34894/8MPNEA,"Our data, or part of the data,  has been set to restrictive because the data is pseudonymous and therefore subject to the EU GDPR privacy regulations. 
According to our policy, the researcher who deposited the data will be informed about the access request. The depositor of the data might contact the requester for further consultation about the (re)use of the data. If the researcher decides to make the data available an agreement needs to be signed. 
If this dataset also contains unrestricted data, a 'cc-zero public domain dedication' applies to these unrestricted data.

",1,datafile GNG & load.sav,file:survey-format;file:raw-ish;files:tractable;lic:cc0
B,8,zenodo,Cultural diversity self-assessment model - Questionnaire dataset,10.5281/zenodo.13909231,https://zenodo.org/records/13909231,cc-by-4.0,1,Questionnaire data and analysis.xlsx,title:instrument;file:raw-ish;files:tractable
B,8,zenodo,Questionnaire Draft and Respons for Study of Online Learning for Accounting Subjects in Vocational School During the Pandemic Period,10.5281/zenodo.4498280,https://zenodo.org/records/4498280,cc-by-4.0,2,Questionnaire Respons Data Summarize.xlsx|Raw Questionnaire Respons Data.xlsx,title:instrument;file:raw-ish;files:tractable
B,8,zenodo,Questionnaire Data Set: The Effect of Gadget Use Intensity on Learning Concentration of SDN Pajajaran 01 Elementary School Students,10.5281/zenodo.16892994,https://zenodo.org/records/16892994,cc-by-4.0,1,Recap Data of Student Answers of SDN Pajajaran 01.xlsx,title:instrument;file:raw-ish;files:tractable
B,8,figshare,"Questionnaire survey data for the study titled:   
<strong>Scaffolding self-regulated learning in operative dentistry through self-assessment training: a mixed-method study</strong>",10.6084/m9.figshare.23047181.v1,https://figshare.com/articles/dataset/Questionnaire_survey_data_for_the_study_titled_strong_Scaffolding_self-regulated_learning_in_operative_dentistry_through_self-assessment_training_a_mixed-method_study_strong_/23047181,CC BY 4.0,1,Questionnaire survey data.xlsx,title:instrument;file:raw-ish;files:tractable
B,8,surf,Student Well-being in Times of COVID-19 in the Netherlands,10.34894/wltwcq,https://doi.org/10.34894/WLTWCQ,CC0-1.0,4,"Data_Kiltz, Trippenzee, Fleer, Fokkens-Bruinsma, & Jansen.sav|Data_Kiltz, Trippenzee, Fleer, Fokkens-Bruinsma, & Jansen.xlsx|Supplementary Information III (Kiltz et al., 2023) - Codebook.xlsx|Supplementary Information VI (Kiltz et al., under review) - Codebook.xlsx",file:survey-format;file:raw-ish;files:tractable;lic:cc0
B,8,surf,Reflection in Learning to Write an Academic Text How does reflection affect observational learning and learning-by-doing in a research synthesis task? [dataset] ,10.34894/iqd8mt,https://doi.org/10.34894/IQD8MT,CC0-1.0,1,Reflection_Data_File.sav,file:survey-format;file:raw-ish;files:tractable;lic:cc0
B,8,zenodo,Quantitative Data from the questionnaire on the Students' Learning Engagement,10.5281/zenodo.20679768,https://zenodo.org/records/20679768,cc-by-4.0,1,Dataset Learning Engagement (pretest-posttest).xlsx,title:instrument;file:raw-ish;files:tractable
B,8,figshare,"Questionnaire and Anonymized Dataset for ""What Makes a Teacher? A Study on the Impact of Educational Digital Humans' Technological Affordances on Learning Engagement in Film and Television Production Practice""<p></p>",10.6084/m9.figshare.32211417.v1,https://figshare.com/articles/dataset/Questionnaire_and_Anonymized_Dataset_for_What_Makes_a_Teacher_A_Study_on_the_Impact_of_Educational_Digital_Humans_Technological_Affordances_on_Learning_Engagement_in_Film_and_Television_Production_Practice_p_p_/32211417,CC BY 4.0,1,data.csv,title:instrument;file:raw-ish;files:tractable
B,8,dataverse,Development and Validation of a Self-Efficacy Item Bank,10.7910/dvn/tgwzqj,https://doi.org/10.7910/DVN/TGWZQJ,CC0 1.0,2,final_dataset_6mar2015.sas7bdat|PROMIS SELF EFFICACY CodeBook.tab,file:survey-format;file:raw-ish;files:tractable;lic:cc0
B,8,zenodo,Questionnaire data to research small-scale farmers' information sharing for adapting to climate change in Mozambique (2019-2020),10.5281/zenodo.4288741,https://zenodo.org/records/4288741,cc-by-4.0,2,IS_200803_ForDatabase.csv|IS_200803_ForDatabase.xlsx,title:instrument;file:raw-ish;files:tractable
B,8,zenodo,Dataset of The latent factor structure and assessment of childbirth-related PTSD in fathers and co-parents: psychometric characteristics of the City Birth Trauma Scale – French version (partner version),10.5281/zenodo.6683900,https://zenodo.org/records/6683900,cc-by-4.0,3,Dataset_City-BiTS-F_partner_validation.csv|Codebook_City-BiTS-F_partner_validation.xlsx|Dataset_City-BiTS-F_partner_validation.xlsx,title:instrument;file:raw-ish;files:tractable
B,8,figshare,Table_3_The Depression Anxiety Stress Scale 8-Items Expresses Robust Psychometric Properties as an Ideal Shorter Version of the Depression Anxiety Stress Scale 21 Among Healthy Respondents From Three Continents.XLSX,10.3389/fpsyg.2022.799769.s003,https://frontiersin.figshare.com/articles/dataset/Table_3_The_Depression_Anxiety_Stress_Scale_8-Items_Expresses_Robust_Psychometric_Properties_as_an_Ideal_Shorter_Version_of_the_Depression_Anxiety_Stress_Scale_21_Among_Healthy_Respondents_From_Three_Continents_XLSX/19589485,CC BY 4.0,1,Table_3_The Depression Anxiety Stress Scale 8-Items Expresses Robust Psychometric Properties as an Ideal Shorter Version of the Depression Anxiety Str.XLSX,title:instrument;file:raw-ish;files:tractable
B,8,surf,Basic and Complex Cognitive Functions in Adult ADHD,10.34894/k3eijx,https://doi.org/10.34894/K3EIJX,CC0-1.0,2,Basic_and_Complex_Cognitive_Functions_in_Adult_ADHD_dataSet.sav|calculating_effects_sizes_Basic_and_Complex_Cognitive_Functions_in_Adult_ADHD.xlsx,file:survey-format;file:raw-ish;files:tractable;lic:cc0
B,8,zenodo,Trust Questionnaire Response Data,10.5281/zenodo.19567326,https://zenodo.org/records/19567326,cc-by-4.0,1,Trust Questionnaire Data.xlsx,title:instrument;file:raw-ish;files:tractable
B,8,zenodo,MED-LINKS. WP5. POST-MEASUREMENT QUESTIONNAIRE,10.5281/zenodo.12706283,https://zenodo.org/records/12706283,cc-by-4.0,1,PostmeasurementQuestionnaire_Data.xlsx,title:instrument;file:raw-ish;files:tractable
B,8,zenodo,Beelingua Questionnaire Gamification & ILLA,10.5281/zenodo.16499502,https://zenodo.org/records/16499502,cc-by-4.0,1,GAMEX (Responses) censored.xlsx,title:instrument;file:raw-ish;files:tractable
B,8,zenodo,FD questionnaire: contacts and answers,10.5281/zenodo.3522722,https://zenodo.org/records/3522722,cc-by-4.0,1,questionnaire answers.xlsx,title:instrument;file:raw-ish;files:tractable
B,8,zenodo,Production engineering students' perception about the use of RStudio - questionnaire validation,10.5281/zenodo.15256891,https://zenodo.org/records/15256891,cc-by-4.0,1,Data AJEE.xlsx,title:instrument;file:raw-ish;files:tractable
B,8,zenodo,ARTIMATION Conflict detection and resolution visualisation questionnaire results,10.5281/zenodo.7428888,https://zenodo.org/records/7428888,cc-by-4.0,1,ARTIMATION UC1 questionnaire dataset.xlsx,title:instrument;file:raw-ish;files:tractable
B,8,zenodo,"Dataset and Questionnaire Items of AI Acceptancy: ""Evaluation of Factors Influencing the Acceptance of Artificial Intelligence (AI) Technology in the World of Photography Based on the Technology Acceptance Model (TAM)""",10.5281/zenodo.21502225,https://zenodo.org/records/21502225,cc-by-4.0,2,Kuisioner Thesis.csv|Questionnaire Items.xlsx,title:instrument;file:raw-ish;files:tractable
B,8,zenodo,Dataset Questionnaire The Effect of Gamification on Brand Awareness and Customer Loyalty Through Perceived Usefulness and Customer Engagement based on The Technology Acceptance Model Theory,10.5281/zenodo.17628395,https://zenodo.org/records/17628395,cc-by-4.0,1,247_Dataset_2025.xlsx,title:instrument;file:raw-ish;files:tractable
B,8,zenodo,What Factors' Gen Z Acceptance of AI Learning as Powered Study Assistants Questionnaire,10.5281/zenodo.18320735,https://zenodo.org/records/18320735,cc-by-4.0,1,Final Data.csv,title:instrument;file:raw-ish;files:tractable
B,8,zenodo,Survey Dataset and Questionnaire for the Evaluation of Attendance Application Implementation Success Using the DeLone and McLean Model at a Mining Contractor Services Company,10.5281/zenodo.17590038,https://zenodo.org/records/17590038,cc-by-4.0,2,Survey_Responses_AttendanceApp.xlsx|Questionnaire_Instrument_AttendanceApp.xlsx,title:instrument;file:raw-ish;files:tractable
B,8,zenodo,q-ILT. Questionnaire on Interpreters use of Language Technology,10.5281/zenodo.15315619,https://zenodo.org/records/15315619,cc-by-4.0,1,CILT_data_upload.csv,title:instrument;file:raw-ish;files:tractable
B,8,dataverse,Replication data for: Should Mothers Work? How Perceptions of the Social Norm Affect Individual Attitudes Toward Work in the U.S,10.7910/dvn/og88eu,https://doi.org/10.7910/DVN/OG88EU,CC0 1.0,2,followup_surveydata.dta|survey_shuffledid.dta,file:survey-format;file:raw-ish;files:tractable;lic:cc0
B,8,zenodo,Dataset for the paper: Psychometric Properties of the Greek Version of the ASKAT: Assessing Teachers' Knowledge and Attitudes Toward ADHD,10.5281/zenodo.20584835,https://zenodo.org/records/20584835,cc-by-4.0,2,ASKAT_raw_data_.csv|ASKAT_raw_data_English_version.csv,title:instrument;file:raw-ish;files:tractable
B,8,surf,Tinnitus-related fear: Mediating the effects of a cognitive behavioural specialised tinnitus treatment,10.34894/5trzsh,https://doi.org/10.34894/5TRZSH,CC0-1.0,1,DatasetMediationFear_Cima.sav,file:survey-format;file:raw-ish;files:tractable;lic:cc0
B,8,figshare,"Transcultural adaptation of an environmental health questionnaire with attitude, knowledge and skills scales for Portuguese nursing students",10.6084/m9.figshare.27312150.v1,https://figshare.com/articles/dataset/Transcultural_adaptation_of_an_environmental_health_questionnaire_with_attitude_knowledge_and_skills_scales_for_Portuguese_nursing_students/27312150,CC BY 4.0,1,Bases de datos_Figshare.xlsx,title:instrument;file:raw-ish;files:tractable
B,8,zenodo,PSYCHOMETRIC PROPERTIES OF THE PROSOCIAL BEHAVIOR SCALE IN SAMPLE INDONESIAN ADOLESCENTS,10.5281/zenodo.13117893,https://zenodo.org/records/13117893,cc-by-4.0,1,datariset.xlsx,title:instrument;file:raw-ish;files:tractable
B,8,dataverse,"Replication Data for: ""Body Politic: Disgust, Partisanship, and Public Opinion on Viral Outbreaks""",10.7910/dvn/8ftpax,https://doi.org/10.7910/DVN/8FTPAX,CC0 1.0,4,AppC_intxn_published.tab|Body_Politic_All_datasets.tab|Body_Politic_datasets_with_infections_data.tab|CCES14_YAL_OUTPUT_Aug2015_vm.dta,file:survey-format;file:raw-ish;files:tractable;lic:cc0
B,8,zenodo,"Dataset Questionnaire E-WOM Credibility, Brand Image, Online Purchase Intention",10.5281/zenodo.14903363,https://zenodo.org/records/14903363,cc-by-4.0,1,PENGARUH E-WOM CREDIBILITY TERHADAP ONLINE PURCHASE INTENTION MELALUI BRAND IMAGE PADA PRODUK KECANTIKAN (Responses).xlsx,title:instrument;file:raw-ish;files:tractable
B,8,zenodo,"Dataset Questionnaire Examining the roles of digital marketing, online destination image, and authenticity on virtual heritage tourism",10.5281/zenodo.19212819,https://zenodo.org/records/19212819,cc-by-4.0,1,Dataset_Virtual Heritage Tourism.csv,title:instrument;file:raw-ish;files:tractable
B,8,zenodo,A dataset of questionnaire on the domestic image of China and media use for China's post-90s and post-00s,10.5281/zenodo.20017889,https://zenodo.org/records/20017889,cc-by-4.0,4,SurveyData-China-Post90s.csv|SurveyData-China-Post90s.xlsx|SurveyData-China-Post00s.csv|SurveyData-China-Post00s.xlsx,title:instrument;file:raw-ish;files:tractable
B,8,figshare,"<b>Psychometric Evaluation of the Insomnia Severity Index in 570,295 Chinese Adolescents: A Bifactor Item Response Theory Analysis</b>",10.6084/m9.figshare.25144025.v2,https://figshare.com/articles/dataset/_b_Large-Scale_Evaluation_of_the_Insomnia_Severity_Index_in_570_295_Chinese_Adolescents_A_Bifactor_Item_Response_Theory_Analysis_b_/25144025,CC BY 4.0,1,isi_bifactor_data.xlsx,title:instrument;file:raw-ish;files:tractable
B,8,figshare,The Pain Catastrophizing Scale Data,10.25449/ruspsydata.14701230.v1,https://ruspsydata.figshare.com/articles/dataset/The_Pain_Catastrophizing_Scale_Data/14701230,CC BY 4.0,2,The Pain Catastrophizing Scale Data (English).xls|The Pain Catastrophizing Scale Data (Russian).xls,title:instrument;file:raw-ish;files:tractable
B,8,datacite,The Pain Catastrophizing Scale Data,10.25449/ruspsydata.14701230,https://ruspsydata.figshare.com/articles/dataset/The_Pain_Catastrophizing_Scale_Data/14701230/1,CC BY 4.0,2,The Pain Catastrophizing Scale Data (English).xls|The Pain Catastrophizing Scale Data (Russian).xls,title:instrument;file:raw-ish;files:tractable
B,8,figshare,Validation of the Thai version of the World Health Organization’s Quality of Life Scale (WHOQOL-BREF-THAI) among Thai Nursing Students in Northeast Thailand: A multi-canter study,10.6084/m9.figshare.28136420.v2,https://figshare.com/articles/dataset/Validation_of_the_Thai_version_of_the_World_Health_Organization_s_Quality_of_Life_Scale_WHOQOL-BREF-THAI_among_Thai_Nursing_Students_in_Northeast_Thailand_A_multi-canter_study/28136420,CC BY 4.0,1,DATA.xlsx,title:instrument;file:raw-ish;files:tractable
B,8,surf,Replication Data for: Fitness costs and benefits associated with hand preference in humans,10.34894/yotusm,https://doi.org/10.34894/YOTUSM,CC0-1.0,3,analysis_data.csv|analysis_data_excel.xlsx|analysis_data.sav,file:survey-format;file:raw-ish;files:tractable;lic:cc0
B,8,surf,Replication Data for: Adherence to driving cessation advice given to patients with cognitive impairment and consequences for mobility,10.34894/ddcngq,https://doi.org/10.34894/DDCNGQ,CC0-1.0,1,Piersma ao FitCI Follow-ups for data repository.sav,file:survey-format;file:raw-ish;files:tractable;lic:cc0
B,8,zenodo,Data for Rasch analysis of  the three Field Practice Experiences Scales,10.5281/zenodo.5510561,https://zenodo.org/records/5510561,cc-by-4.0,1,Data_Field_Practice_Experience_Scales.csv,title:instrument;file:raw-ish;files:tractable
B,8,zenodo,Psychometric Evaluation of the GHQ-28 in a South African Recidivist Sample,10.5281/zenodo.20159924,https://zenodo.org/records/20159924,cc-by-4.0,1,data recidivism.csv,title:instrument;file:raw-ish;files:tractable
B,8,dataverse,Replication Data for Democracy at Work: Moving Beyond Elections to Improve Wellbeing,10.7910/dvn/kdsf60,https://doi.org/10.7910/DVN/KDSF60,CC0 1.0,1,APSR Data (Democracy at Work).dta,file:survey-format;file:raw-ish;files:tractable;lic:cc0
B,8,zenodo,The impact of small-scale green infrastructure on the affective wellbeing associated with urban sites,10.5281/zenodo.7457585,https://zenodo.org/records/7457585,cc-by-4.0,1,Data Panas_NSR.xls,title:instrument;file:raw-ish;files:tractable
B,8,figshare,"SCS: Self-Compassion Scale, validation of the French version",10.6084/m9.figshare.3122734.v3,https://figshare.com/articles/dataset/SCSdata/3122734,CC BY 4.0,1,SCSdata.xls,title:instrument;file:raw-ish;files:tractable
B,8,dataverse,"Redistributing under fiscal constraint: partisanship, debt, inequality and labor market regulation",10.7910/dvn/sake9d,https://doi.org/10.7910/DVN/SAKE9D,CC0 1.0,1,Dataset redistributing.dta,file:survey-format;file:raw-ish;files:tractable;lic:cc0
B,8,figshare,The Effects of Choice on the Reading Comprehension and Enjoyment of Children with Severe Inattention and no Attentional Difficulties: Key data analysed and discussed in the published paper,10.5522/04/14816121.v1,https://rdr.ucl.ac.uk/articles/dataset/The_Effects_of_Choice_on_the_Reading_Comprehension_and_Enjoyment_of_Children_with_Severe_Inattention_and_no_Attentional_Difficulties_Key_data_analysed_and_discussed_in_the_published_paper/14816121,CC0,1,The Effects of Choice on the Reading Comprehension and Enjoyment of Children with Severe Inattention and no Attentional Difficulties_Key data analysed and discussed in the paper (1).sav,file:survey-format;file:raw-ish;files:tractable;lic:cc0
B,8,zenodo,Questionnaire on typical hazards and community vulnerability and capacity,10.5281/zenodo.8430158,https://zenodo.org/records/8430158,cc-by-4.0,1,PANTHEON_JOAFG_WP2_Questionnaire_hazards_vulnerability_capacity_Answers_V1.0.xlsx,title:instrument;file:raw-ish;files:tractable
B,8,zenodo,SchoolNET survey Data and questionnaire,10.5281/zenodo.15827963,https://zenodo.org/records/15827963,cc-by-4.0,2,raw_data_export.csv|questions_list.csv,title:instrument;file:raw-ish;files:tractable
B,8,zenodo,Demographic data and questionnaire responses,10.5281/zenodo.20680230,https://zenodo.org/records/20680230,cc-by-4.0,1,dataset_EHL villagers.xlsx,title:instrument;file:raw-ish;files:tractable
B,8,zenodo,MEDIATOR Driving Simulator Study Germany: Questionnaire Data User Evaluation HMI,10.5281/zenodo.7638299,https://zenodo.org/records/7638299,cc-by-4.0,2,MEDIATOR_Driving_Simulator_Study_Germany_Questionnaire_Data_User_Evaluation_HMI.csv|MEDIATOR_Driving_Simulator_Study_Germany_Questionnaire_Data_User_Evaluation_HMI.xlsx,title:instrument;file:raw-ish;files:tractable
B,8,figshare,Data_Sheet_1_Factor Structure and Measurement Invariance of Youth Psychopathic Traits Inventory-Child Version in Chinese Children.xlsx,10.3389/fpsyg.2019.02550.s001,https://frontiersin.figshare.com/articles/dataset/Data_Sheet_1_Factor_Structure_and_Measurement_Invariance_of_Youth_Psychopathic_Traits_Inventory-Child_Version_in_Chinese_Children_xlsx/11283215,CC BY 4.0,1,Data_Sheet_1_Factor Structure and Measurement Invariance of Youth Psychopathic Traits Inventory-Child Version in Chinese Children.xlsx,title:instrument;file:raw-ish;files:tractable
B,8,zenodo,Questionnaire Dataset for the Study on Continuance Usage Intention of ChatGPT Among University Students in DKI Jakarta,10.5281/zenodo.15332365,https://zenodo.org/records/15332365,cc-by-4.0,1,Questionnaire Dataset for the Study on Continuance Usage Intention of ChatGPT Among University Students in DKI Jakarta.csv,title:instrument;file:raw-ish;files:tractable
B,8,zenodo,"Dataset Questionnaire Person - Technology Fit, Workplace Ethics, Job Satisfaction, Job Performance",10.5281/zenodo.14841901,https://zenodo.org/records/14841901,cc-by-4.0,1,Dataset_PT Fit_Job Performance.csv,title:instrument;file:raw-ish;files:tractable
B,8,zenodo,"Dataset Questionnaire Servant Leadership, Organizational Justice, and Job Performance",10.5281/zenodo.22089166,https://zenodo.org/records/22089166,cc-by-4.0,1,Dataset_SL&WE and Job Performance.xlsx,title:instrument;file:raw-ish;files:tractable
B,8,zenodo,Dataset Questionnaire Exploring the Link Between Digipreneurship Intention and Commitment in Higher Education,10.5281/zenodo.17000012,https://zenodo.org/records/17000012,cc-by-4.0,1,Dataset_Digipreneur_ICIMCIS_2025.csv,title:instrument;file:raw-ish;files:tractable
B,8,zenodo,Dataset Questionnaire The determinants of Indonesian students' intention and commitment to entrepreneurship: A multilevel study,10.5281/zenodo.15511693,https://zenodo.org/records/15511693,cc-by-4.0,1,Dataset_Indonesian students' intention and commitment to entrepreneurship.xlsx,title:instrument;file:raw-ish;files:tractable
