table,was,now,kind
eammi_grahe_2018_npi,Adult (18+),Adult (18+),confirmed
ecuador_2011_safety_confidence,Mixed,Mixed,confirmed
ecps_sahm_2024_trust,Adult (18+),Adult (18+),confirmed
ecps_sahm_2024_stress,Adult (18+),Adult (18+),confirmed
ecps_sahm_2024_emotion,Adult (18+),Adult (18+),confirmed
eammi_grahe_2018_transgressions,Adult (18+),Adult (18+),confirmed
eammi_grahe_2018_moa2,Adult (18+),Adult (18+),confirmed
ecuador_2011_safety_crime,Mixed,Mixed,confirmed
eammi_grahe_2018_stress,Adult (18+),Adult (18+),confirmed
eammi_grahe_2018_physsx,Adult (18+),Adult (18+),confirmed
ecps_sahm_2024_dtl,Adult (18+),Adult (18+),confirmed
ecps_sahm_2024_vaccine,Adult (18+),Adult (18+),confirmed
ecps_sahm_2024_sscd,Adult (18+),Adult (18+),confirmed
eammi_grahe_2018_support,Adult (18+),Adult (18+),confirmed
eammi_grahe_2018_socmedia,Adult (18+),Adult (18+),confirmed
ecps_sahm_2024_distrust,Adult (18+),Adult (18+),confirmed
ecps_sahm_2024_identity,Adult (18+),Adult (18+),confirmed
ecuador_2011_safety_homesec,Mixed,Mixed,confirmed
ecps_sahm_2024_support,Adult (18+),Adult (18+),confirmed
eammi_grahe_2018_swb,Adult (18+),Adult (18+),confirmed
eammi_grahe_2018_moa1,Adult (18+),Adult (18+),confirmed
ecps_sahm_2024_moral,Adult (18+),Adult (18+),confirmed
ecuador_2011_safety_avoidance,Mixed,Mixed,confirmed
emiral_2025_aips,,Adult (18+),new row
ecuador_2011_safety_victimtype,Mixed,Mixed,confirmed
ecuador_2011_safety_victim,Mixed,Mixed,confirmed
ecuador_2011_safety_safety,Mixed,Mixed,confirmed
EEEDPRM_Bulut_2021,,Mixed,filled a blank
ecuador_2011_safety_operatives,Mixed,Mixed,confirmed
ecuador_2011_safety_places,Mixed,Mixed,confirmed
ees_sarling_2024,Adult (18+),Adult (18+),confirmed
estevez_2021_actitu,,Child (<18y),new row
ecuador_2011_safety_trend,Mixed,Mixed,confirmed
erf_breuer_2017_tai,Child (<18y),Mixed,changed
erf_breuer_2017_dosp,Child (<18y),Mixed,changed
erf_breuer_2017_frmfr,Child (<18y),Mixed,changed
envirisk_lalot_2025,Adult (18+),Adult (18+),confirmed
erf_breuer_2017_frmmc,Child (<18y),Mixed,changed
ecuador_2011_safety_surroundings,Mixed,Mixed,confirmed
estevez_2021_feepad,,Child (<18y),new row
estevez_2021_feepr,,Child (<18y),new row
estevez_2021_gest,,Child (<18y),new row
estevez_2021_homework_engagement,,Child (<18y),new row
estevez_2021_inter,,Child (<18y),new row
estevez_2021_math_attitudes,,Child (<18y),new row
estevez_2021_motiv,,Child (<18y),new row
evpromisi_stone_2021_cdiag,Adult (18+),Adult (18+),confirmed
evpromisi_stone_2021_ddedanx,Adult (18+),Adult (18+),confirmed
evpromisi_stone_2021_ddeddep,Adult (18+),Adult (18+),confirmed
evpromisi_stone_2021_global,Adult (18+),Adult (18+),confirmed
extremera_2016_ei,,Adult (18+),new row
extremera_2016_sbq,,Adult (18+),new row
extremera_2016_shs,,Adult (18+),new row
extremera_2016_swls,,Adult (18+),new row
eyrenci_2025_mental_health_literacy,,Adult (18+),new row
face_memory_amado_2024,Adult (18+),Adult (18+),confirmed
FAD_fadplus_goto2021,Adult (18+),Adult (18+),confirmed
falih_2026_dass21,,Adult (18+),new row
falih_2026_mds16,,Adult (18+),new row
fatima_2025_mslq,,Adult (18+),new row
fcupanas_cffsdas_reyna_2018,Adult (18+),Mixed,changed
feng2026_autonomy,,Mixed,new row
feng2026_behavioral_intention,,Mixed,new row
feng2026_competence,,Mixed,new row
feng2026_ec,,Mixed,new row
feng2026_intrinsic_motivation,,Mixed,new row
feng2026_perceived_ease_of_use,,Mixed,new row
feng2026_perceived_usefulness,,Mixed,new row
figalova_2021_bdi,,Adult (18+),new row
figalova_2021_pss,,Adult (18+),new row
figalova_2021_stai_state,,Adult (18+),new row
figalova_2021_stai_trait,,Adult (18+),new row
fitriana_2022_hapwork_field,,Adult (18+),new row
florida_twins_auth,Child (<18y),Mixed,changed
florida_twins_cads,Child (<18y),Child (<18y),confirmed
florida_twins_chaos,Child (<18y),Child (<18y),confirmed
florida_twins_class,Child (<18y),Child (<18y),confirmed
florida_twins_dbi,Child (<18y),Mixed,changed
florida_twins_dweck,Child (<18y),Mixed,changed
florida_twins_friends,Child (<18y),Mixed,changed
florida_twins_game,Child (<18y),Mixed,changed
florida_twins_grades,Child (<18y),Mixed,changed
florida_twins_grit,Child (<18y),Child (<18y),confirmed
florida_twins_hwk,Child (<18y),Mixed,changed
florida_twins_leq,Child (<18y),Mixed,changed
florida_twins_media,Child (<18y),Mixed,changed
florida_twins_nes,Child (<18y),Mixed,changed
florida_twins_pals,Child (<18y),Child (<18y),confirmed
forrest_2021_phys_activity_child,,Child (<18y),new row
forrest_2021_positive_affect_child,,Child (<18y),new row
forrest_2021_phys_stress_child,,Child (<18y),new row
forrest_2021_global_health_child,,Child (<18y),new row
forrest_2021_meaning_purpose_child,,Child (<18y),new row
forrest_2021_life_satisfaction_child,,Child (<18y),new row
FomoNegativeAffect_cremer_2026_phq,Adult (18+),Adult (18+),confirmed
forrest_2021_family_involve_child,,Child (<18y),new row
FomoNegativeAffect_cremer_2026_rrs,Adult (18+),Adult (18+),confirmed
FomoNegativeAffect_cremer_2026_panas,Adult (18+),Adult (18+),confirmed
forrest_2021_family_belonging_child,,Child (<18y),new row
FomoNegativeAffect_cremer_2026_fomo,Adult (18+),Adult (18+),confirmed
florida_twins_read,Child (<18y),Child (<18y),confirmed
florida_twins_sch,Child (<18y),Child (<18y),confirmed
florida_twins_par,Child (<18y),Mixed,changed
florida_twins_tech,Child (<18y),Mixed,changed
florida_twins_panas,Child (<18y),Mixed,changed
gao_2022_pss10,,Adult (18+),new row
gan_2015_rrs,,Elderly (minimum age >50),new row
gan_2015_ucla_loneliness,,Elderly (minimum age >50),new row
Forthmann-2024-creative_quality,Mixed,Adult (18+),changed
Forthmann-2024-cleverness_ratings,Mixed,Adult (18+),changed
gao_2022_emotional_resilience,,Adult (18+),new row
gao_2022_stress_response,,Adult (18+),new row
gao_2022_scsq,,Adult (18+),new row
frikha_2023_pe_ms,,Adult (18+),new row
gan_2015_cesd,,Elderly (minimum age >50),new row
gahps_korner_2021,Adult (18+),Adult (18+),confirmed
forrest_2021_psych_stress_child,,Child (<18y),new row
forrest_2021_strength_child,,Child (<18y),new row
franco_2024_unfolding,Adult (18+),Adult (18+),confirmed
frikha_2023_pe_acrs,,Adult (18+),new row
fraijo_2022_mslq,,Mixed,new row
germann_2026_immigration,,Adult (18+),new row
genpsych_russell_2024_llama3,Adult (18+),Adult (18+),confirmed
genpsych_russell_2024_gpt3_5,Adult (18+),Adult (18+),confirmed
gcb5_2025,Adult (18+),Adult (18+),confirmed
germann_2026_redistribution,,Adult (18+),new row
genpsych_russell_2024_mixtral,Adult (18+),Adult (18+),confirmed
germann_2026_state_intervention,,Adult (18+),new row
garciabatista_2021_erq,,Adult (18+),new row
germann_2026_environment,,Adult (18+),new row
GBJW_fadplus_goto2021,Adult (18+),Adult (18+),confirmed
ghanbari_2016_helma_access,,Mixed,new row
genpsych_russell_2024_gpt4o,Adult (18+),Adult (18+),confirmed
germann_2026_national_identity,,Adult (18+),new row
GART_Grolig_2020,Adult (18+),Mixed,changed
genpsych_russell_2024_gemma,Adult (18+),Adult (18+),confirmed
gilbert_meta_32,Child (<18y),Child (<18y),confirmed
gilbert_meta_24,Child (<18y),Child (<18y),confirmed
gilbert_meta_16,Child (<18y),Child (<18y),confirmed
gilbert_meta_28,Mixed,Adult (18+),changed
gilbert_meta_27,Mixed,Adult (18+),changed
gilbert_meta_107,Child (<18y),Child (<18y),confirmed
gilbert_meta_106,Child (<18y),Child (<18y),confirmed
gilbert_meta_105,Child (<18y),Child (<18y),confirmed
ghanbari_2016_helma_use,,Mixed,new row
ghanbari_2016_helma_understand,,Mixed,new row
ghanbari_2016_helma_reading,,Mixed,new row
ghanbari_2016_helma_numeracy,,Mixed,new row
ghanbari_2016_helma_appraise,,Mixed,new row
ghanbari_2016_helma_comm,,Mixed,new row
gilbert_meta_49,Mixed,Mixed,confirmed
gilbert_meta_62,Adult (18+),Adult (18+),confirmed
gilbert_meta_45,Adult (18+),Adult (18+),confirmed
gilbert_meta_38,Adult (18+),Adult (18+),confirmed
gilbert_meta_44,Elderly (minimum age >50),Elderly (minimum age >50),confirmed
gilbert_meta_60,Child (<18y),Mixed,changed
gilbert_meta_4,Adult (18+),Adult (18+),confirmed
gilbert_meta_59,Adult (18+),Adult (18+),confirmed
gilbert_meta_58,Adult (18+),Adult (18+),confirmed
gilbert_meta_33,Child (<18y),Child (<18y),confirmed
gilbert_meta_61,Child (<18y),Mixed,changed
gilbert_meta_5,Child (<18y),Child (<18y),confirmed
gilbert_meta_37,Adult (18+),Adult (18+),confirmed
gilbert_meta_57,Adult (18+),Adult (18+),confirmed
gilbert_meta_85,Child (<18y),Mixed,changed
gilbert_meta_86,,Adult (18+),filled a blank
gobbens_2018_iadl,,Elderly (minimum age >50),new row
girma_2021_oslo3,,Mixed,new row
gilbert_meta_84,Child (<18y),Mixed,changed
gilbert_meta_9,Adult (18+),Mixed,changed
gmc_kay_2025,Adult (18+),Adult (18+),confirmed
goksel_2026_embarrassment_authenticity,Adult (18+),Adult (18+),confirmed
girma_2021_phq9,,Mixed,new row
gizaw_2023_phq9,,Adult (18+),new row
gillman_2023_pss,,Adult (18+),new row
gobbens_2018_adl,,Elderly (minimum age >50),new row
gobbens_2018_sf12,,Elderly (minimum age >50),new row
goksel_2026_embarrassment_emb_perception,Adult (18+),Adult (18+),confirmed
goksel_2026_embarrassment_appeasement,Adult (18+),Adult (18+),confirmed
gilbert_meta_98,Adult (18+),Adult (18+),confirmed
goksel_2026_embarrassment_liking,Adult (18+),Adult (18+),confirmed
gilbert_meta_87,,Adult (18+),filled a blank
gillman_2023_appraisals,,Adult (18+),new row
goksel_2026_embarrassment_affectivetrust,Adult (18+),Adult (18+),confirmed
gilbert_meta_83,Child (<18y),Mixed,changed
gilbert_meta_97,Adult (18+),Adult (18+),confirmed
goldberg_2018_eps_adjectives,,Adult (18+),new row
goldberg_2018_eps_life_events,,Adult (18+),new row
goldberg_2018_eps_ipip,,Adult (18+),new row
goldberg_2018_eps_spirituality,,Adult (18+),new row
goldberg_2018_eps_s11,,Adult (18+),new row
goksel_2026_embarrassment_resilience,Adult (18+),Adult (18+),confirmed
goldberg_2018_dop_ab5c_vignettes,,Adult (18+),new row
goksel_2026_embarrassment_puremorality,Adult (18+),Adult (18+),confirmed
goldberg_2018_bri_feel,,Adult (18+),new row
goksel_2026_embarrassment_socialnorm,Adult (18+),Adult (18+),confirmed
goldberg_2018_bri_ofood,,Adult (18+),new row
goldberg_2018_dop_avocational_interests,,Adult (18+),new row
goldberg_2018_eps_cesd,,Adult (18+),new row
goldberg_2018_bri_bri,,Adult (18+),new row
goksel_2026_embarrassment_purewarmth,Adult (18+),Adult (18+),confirmed
goksel_2026_embarrassment_wcm,Adult (18+),Adult (18+),confirmed
goldberg_2018_bri_curio,,Adult (18+),new row
goldberg_2018_ciss,,Adult (18+),new row
goldberg_2018_cpi,,Adult (18+),new row
goldberg_2018_bri_food,,Adult (18+),new row
goksel_2026_embarrassment_moralityandwarmth,Adult (18+),Adult (18+),confirmed
goksel_2026_embarrassment_warmth_competence,Adult (18+),Adult (18+),confirmed
goksel_2026_embarrassment_similarity,Adult (18+),Adult (18+),confirmed
goksel_2026_embarrassment_socialcompetence,Adult (18+),Adult (18+),confirmed
goldberg_2018_hpi,,Adult (18+),new row
goldberg_2018_pda360,,Adult (18+),new row
goldberg_2018_prs_movie_preferences,,Adult (18+),new row
goldberg_2018_ppq_music,,Adult (18+),new row
goldberg_2018_sdv_desirability,,Adult (18+),new row
goldberg_2018_hpq_h,,Adult (18+),new row
goldberg_2018_ppq_via_strengths,,Adult (18+),new row
goldberg_2018_pf16_p,,Adult (18+),new row
goldberg_2018_prs_tv_preferences,,Adult (18+),new row
goldberg_2018_prs_pey,,Adult (18+),new row
goldberg_2018_prs_ipip,,Adult (18+),new row
goldberg_2018_ipip,,Adult (18+),new row
goldberg_2018_sbo,,Adult (18+),new row
goldberg_2018_prs_music_preferences,,Adult (18+),new row
goldberg_2018_prs_bas_bis,,Adult (18+),new row
goldberg_2018_prs_peo,,Adult (18+),new row
goldberg_2018_pas_adjectives,,Adult (18+),new row
goldberg_2018_prs_gray_wilson,,Adult (18+),new row
goldberg_2018_jpir,,Adult (18+),new row
goldberg_2018_pas_ipip_scales,,Adult (18+),new row
goldberg_2018_prs_hexaco,,Adult (18+),new row
goldberg_2018_ppq_beliefs,,Adult (18+),new row
goldberg_2018_pda525,,Adult (18+),new row
goldberg_2018_ppq_dream,,Adult (18+),new row
goldberg_2018_sdv_adjectives,,Adult (18+),new row
goldberg_2018_prs_reading_preferences,,Adult (18+),new row
goldberg_2018_sdv_force,,Adult (18+),new row
goldberg_2018_sdv_happy,,Adult (18+),new row
goldberg_2018_sdv_influ,,Adult (18+),new row
goldberg_2018_sdv_ipip_temperament,,Adult (18+),new row
goldberg_2018_sdv_likelihood,,Adult (18+),new row
goldberg_2018_sdv_schwartz_values,,Adult (18+),new row
goldberg_2018_sdv_views,,Adult (18+),new row
goldberg_2018_spa_beliefs_about_intelligence,,Adult (18+),new row
goldberg_2018_spa_bfi_forced_choice,,Adult (18+),new row
goldberg_2018_spa_changeability,,Adult (18+),new row
goldberg_2018_spa_cultural_familiarity,,Adult (18+),new row
goldberg_2018_spa_ipip,,Adult (18+),new row
goldberg_2018_spa_medical_history,,Adult (18+),new row
goldberg_2018_spa_skill_proficiency,,Adult (18+),new row
goldberg_2018_spa_skills,,Adult (18+),new row
goldberg_2018_spa_speo,,Adult (18+),new row
goldberg_2018_spa_spey,,Adult (18+),new row
goldberg_2018_spa_talents,,Adult (18+),new row
goldberg_2018_tci,,Adult (18+),new row
gomez_2020_mpq,,Adult (18+),new row
guatemala_2024_homes_avenues,Mixed,Adult (18+),changed
guatemala_2024_homes_country,Mixed,Adult (18+),changed
guatemala_2024_homes_drainage,Mixed,Adult (18+),changed
guatemala_2024_homes_emergencies,Mixed,Adult (18+),changed
hao_2025_emotional_regulation,,Child (<18y),new row
hao_2025_self_efficacy,,Child (<18y),new row
hao_2025_foreign_language_anxiety,,Child (<18y),new row
haehner_2026_personality_subsaharan_b2i,Adult (18+),Mixed,changed
gumus_2025_dietarian_identity,,Adult (18+),new row
guatemala_2024_homes_roads,Mixed,Adult (18+),changed
guatemala_2024_homes_safety,Mixed,Adult (18+),changed
guatemala_2024_homes_transparency,Mixed,Adult (18+),changed
haehner_2026_personality_subsaharan_ecq,Adult (18+),Mixed,changed
hannachi_2025_eco_anxiety_heas,Adult (18+),Adult (18+),confirmed
hao_2025_metacognitive_regulation,,Child (<18y),new row
hannachi_2025_eco_anxiety_cas,Adult (18+),Adult (18+),confirmed
hannachi_2025_eco_anxiety_affect,Adult (18+),Adult (18+),confirmed
guatemala_2024_homes_water,Mixed,Adult (18+),changed
guatemala_2024_homes_publiceducation,Mixed,Adult (18+),changed
guatemala_2024_homes_trash,Mixed,Adult (18+),changed
guatemala_2024_homes_parks,Mixed,Adult (18+),changed
guatemala_2024_homes_publichealth,Mixed,Adult (18+),changed
hannachi_2025_eco_anxiety_cope,Adult (18+),Adult (18+),confirmed
guatemala_2024_homes_publicclinic,Mixed,Adult (18+),changed
guatemala_2024_homes_energy,Mixed,Adult (18+),changed
guatemala_2024_homes_nutrition,Mixed,Adult (18+),changed
guatemala_2024_homes_lighting,Mixed,Adult (18+),changed
guatemala_2024_homes_transport,Mixed,Adult (18+),changed
hexaco_silvia_2025,Adult (18+),Adult (18+),confirmed
holden_2026_bsri,,Adult (18+),new row
hayek_2022_self_efficacy,,Mixed,new row
hayek_2022_subj_norm,,Mixed,new row
herrera_2018_iri,,Mixed,new row
herrera_2018_beliefs_about_empathy,,Mixed,new row
herrera_2018_se_d_items,,Mixed,new row
herrera_2018_attitudes_homeless,,Mixed,new row
hao_2025_social_regulation,,Child (<18y),new row
hayek_2022_attitude,,Mixed,new row
ipip_openpsychometrics_sc,Adult (18+),Adult (18+),confirmed
ibrahim_2015_bfi,,Adult (18+),new row
iandolo_2021_asq,,Adult (18+),new row
hyatt_2023_aggression_neo,Adult (18+),Adult (18+),confirmed
hyatt_2023_aggression_rpa,Adult (18+),Adult (18+),confirmed
ipip_openpsychometrics_do,Adult (18+),Adult (18+),confirmed
hyatt_2023_aggression_cab,Adult (18+),Adult (18+),confirmed
ibrahim_2015_sf36,,Adult (18+),new row
hyatt_2023_aggression_prelim2_epa,Adult (18+),Adult (18+),confirmed
ilearnathome_regalado_2025,Adult (18+),Adult (18+),confirmed
ipip_openpsychometrics_as,Adult (18+),Adult (18+),confirmed
ipip_openpsychometrics_ad,Adult (18+),Adult (18+),confirmed
identity_fusion_gomez_2025,Adult (18+),Adult (18+),confirmed
huang_2016_neo_neuroticism,,Adult (18+),new row
hyatt_2023_aggression_aeq,Adult (18+),Adult (18+),confirmed
huang_2016_neo_conscientious,,Adult (18+),new row
hpwt_bayona_2025_workcharacteristics,Adult (18+),Adult (18+),confirmed
hpwt_bayona_2025_jobperformance,Adult (18+),Adult (18+),confirmed
huang_2016_cesd,,Adult (18+),new row
hpwt_bayona_2025_jobsatisfaction,Adult (18+),Adult (18+),confirmed
jeon_2019_cbi,,Adult (18+),new row
jelinek_2021_cdi,,Child (<18y),new row
islam_2022_gad7,,Mixed,new row
iwasa_2016_dpssr,,Adult (18+),new row
islam_2022_phq9,,Mixed,new row
iwasa_2016_asi,,Adult (18+),new row
jaen_2024_odor_id,,Adult (18+),new row
janoffbulman_2016_moralmotives_s2,,Adult (18+),new row
iwasa_2016_padua_inventory,,Adult (18+),new row
islam_2022_igds9sf,,Mixed,new row
janoffbulman_2016_moralmotives_s1,,Adult (18+),new row
iwasa_2016_stai_trait,,Adult (18+),new row
islam_2022_bsmas,,Mixed,new row
islam_2022_gdt,,Mixed,new row
jimenezherrera_2022_moral_sensitivity,,Adult (18+),new row
jo_2023_arp,,Adult (18+),new row
jian-wen-low-sepsis-and-trauma-resuscitation-2024,Mixed,Adult (18+),changed
jeon_2019_cesd10,,Adult (18+),new row
jo_2023_cfs,,Adult (18+),new row
jo_2023_crp,,Adult (18+),new row
jo_2023_pbc,,Adult (18+),new row
jo_2023_sni,,Adult (18+),new row
jo_2023_sno,,Adult (18+),new row
johansson-swedish-pss-rasch-analysis-2024,Adult (18+),Adult (18+),confirmed
johnhenderson_2020_disinfection_behavior,,Adult (18+),new row
johnhenderson_2020_health_mindset,,Adult (18+),new row
jovanovic_2026_conscientiousness_bfi,Child (<18y),Mixed,changed
jovanovic_2026_conscientiousness_dass_d,Child (<18y),Mixed,changed
jovanovic_2026_conscientiousness_panas_na,Child (<18y),Mixed,changed
jovanovic_2026_conscientiousness_spane_na,Child (<18y),Mixed,changed
jovanovic_2026_conscientiousness_yips,Child (<18y),Mixed,changed
jung_2018_media_use,,Adult (18+),new row
kalczajanosi_2021_covid_fear,,Adult (18+),new row
kalczajanosi_2021_covid_risk,,Adult (18+),new row
kalczajanosi_2021_vaccine_skepticism,,Adult (18+),new row
Karim2022_tmoca_subscales_longitudinal,Elderly (minimum age >50),Elderly (minimum age >50),confirmed
Karim2022_tmoca_subscales_single,Elderly (minimum age >50),Elderly (minimum age >50),confirmed
kokoszka_2022_zjn,,Adult (18+),new row
kermen_2022_self_efficacy,,Mixed,new row
kokoszka_2022_soc,,Adult (18+),new row
kermen_2022_attention,,Mixed,new row
kilic_2024_nutrition_attitude,,Mixed,new row
kim_2025_hads,,Adult (18+),new row
kilic_2024_mental_toughness,,Mixed,new row
kim_2023_gad7,,Adult (18+),new row
kinyanjui_2023_substance_use,,Adult (18+),new row
kim_2023_pss10,,Adult (18+),new row
kim_2025_isi,,Adult (18+),new row
kermen_2022_self_regulation,,Mixed,new row
kim_2025_psqi,,Adult (18+),new row
kokoszka_2022_who5,,Adult (18+),new row
kermen_2022_anxiety,,Mixed,new row
kokoszka_2022_hamd,,Adult (18+),new row
kim_2025_psas,,Adult (18+),new row
kemp_2019_mss_disorganized,Adult (18+),Adult (18+),confirmed
kokoszka_2022_paid,,Adult (18+),new row
kim_2023_phq9,,Adult (18+),new row
kepaq_balparda_2021,Mixed,Mixed,confirmed
kemp_2019_mss_positive,Adult (18+),Adult (18+),confirmed
kemp_2019_mss_negative,Adult (18+),Adult (18+),confirmed
konerding_2019_patientsatisfaction,,Adult (18+),new row
koksal_2023_psycap,,Adult (18+),new row
kushnir2017_ftnd,,Adult (18+),new row
kushnir2017_bfi,,Adult (18+),new row
kushnir2017_tsrq,,Adult (18+),new row
komura_2026_gqs_animacy,,Adult (18+),new row
kuehner_2017_mw_rumination,,Adult (18+),new row
kushnir2017_anrt,,Adult (18+),new row
komura_2026_gqs_perceived_safety,,Adult (18+),new row
komura_2026_mdmt_sincere,,Adult (18+),new row
komura_2026_gqs_likeability,,Adult (18+),new row
komura_2026_mdmt_ethical,,Adult (18+),new row
koksal_2023_work_depression,,Adult (18+),new row
komura_2026_mdmt_reliable,,Adult (18+),new row
komura_2026_gqs_anthropomorphism,,Adult (18+),new row
komura_2026_gqs_perceived_intelligence,,Adult (18+),new row
komura_2026_mdmt_capable,,Adult (18+),new row
koksal_2023_life_satisfaction,,Adult (18+),new row
lhsbrasil_couto_2023_pss,Adult (18+),Adult (18+),confirmed
lee_2024_social_support,,Adult (18+),new row
lee_2024_panas,,Adult (18+),new row
lee_2024_swls,,Adult (18+),new row
lee_2020_empathy,,Mixed,new row
lee_2020_social_support,,Mixed,new row
lee_2020_alcohol_use,,Mixed,new row
lee_2024_tci,,Adult (18+),new row
lhsbrasil_couto_2023_lhs,Adult (18+),Adult (18+),confirmed
lec5_xiong_2025,Mixed,Mixed,confirmed
lee_2020_vr_usability,,Adult (18+),new row
lhsbrasil_couto_2023_ses,Adult (18+),Adult (18+),confirmed
lee_2020_burnout,,Mixed,new row
lee_2020_sleep_quality,,Mixed,new row
liu_2017_communication,,Adult (18+),new row
liu_2017_qol,,Adult (18+),new row
liu_2017_mcmq_coping,,Adult (18+),new row
liu_2017_benefit_finding,,Adult (18+),new row
liu_2017_ssrs_support,,Adult (18+),new row
lindstrom2021_team_identification,,Adult (18+),new row
lindstrom2021_honesty_humility,,Adult (18+),new row
liu_2017_scale_d,,Adult (18+),new row
liu_2017_scale_o,,Adult (18+),new row
liu_2021_vrexp_depression,Adult (18+),Adult (18+),confirmed
liu_2021_vrexp_breq,Adult (18+),Adult (18+),confirmed
lindstrom2021_conscientiousness,,Adult (18+),new row
liu_2021_vrexp_brums,Adult (18+),Adult (18+),confirmed
lindstrom2021_violent_intentions,,Adult (18+),new row
luo_2021_host_ties,,Adult (18+),new row
luo_2021_conational_ties,,Adult (18+),new row
luo_2021_ecr,,Adult (18+),new row
lsbq_maleki_2025_persian_comprehension,Adult (18+),Adult (18+),confirmed
luo_2021_acculturation_index,,Adult (18+),new row
lsbq_maleki_2025_persian_switching,Adult (18+),Adult (18+),confirmed
lsbq_maleki_2025_non_persian_proficiency,Adult (18+),Adult (18+),confirmed
lsbq_maleki_2025_non_persian_use,Adult (18+),Adult (18+),confirmed
lsbq_maleki_2025_dominant_language_home_community,Adult (18+),Adult (18+),confirmed
liu_2025_ydlq,,Child (<18y),new row
LOC_fadplus_goto2021,Adult (18+),Adult (18+),confirmed
liu_2025_ydcy,,Child (<18y),new row
liu_2025_xljk,,Child (<18y),new row
liu_2025_mlq,,Adult (18+),new row
liu_2025_positive_cognition,,Adult (18+),new row
liu_2025_teacher_support,,Child (<18y),new row
liu_2025_learning_motivation,,Adult (18+),new row
liu_2025_nlgz,,Child (<18y),new row
liu_2022_fragreading_cdq,,Adult (18+),new row
liu_2025_perceived_competence,,Child (<18y),new row
liu_2021_vrexp_experience,Adult (18+),Adult (18+),confirmed
liu_2022_fragreading_frq,,Adult (18+),new row
liu_2025_jjqx,,Child (<18y),new row
luo_2021_intl_ties,,Adult (18+),new row
malik_2018_social_motivation,,Adult (18+),new row
lys_2020_rape_3_sj,Mixed,Adult (18+),changed
magnus-format-study2_2022,Adult (18+),Adult (18+),confirmed
lys_2020_rape_3_asi,Mixed,Adult (18+),changed
magnus-format-study1_2022,Adult (18+),Adult (18+),confirmed
makransky_2016_self_efficacy,,Adult (18+),new row
lys_2020_rape_2_rma,Mixed,Adult (18+),changed
lys_2020_rape_3_rma,Mixed,Adult (18+),changed
malik_2018_individual_motivation,,Adult (18+),new row
lys_2020_rape_3_sds,Mixed,Adult (18+),changed
lys_2020_rape_3_diff,Mixed,Adult (18+),changed
lys_2020_rape_2_rma_pre,Mixed,Adult (18+),changed
malik_2018_organizational_motivation,,Adult (18+),new row
lys_2020_rape_1_rma,Mixed,Adult (18+),changed
makransky_2016_motivation,,Adult (18+),new row
lys_2020_rape_3_kpnts,Mixed,Adult (18+),changed
lys_2020_rape_3_cons,Mixed,Adult (18+),changed
magiccats_ozono_2020,Adult (18+),Adult (18+),confirmed
lys_2020_rape_3_unjust,Mixed,Adult (18+),changed
mancone_2024_ravlt_intrusion,,Adult (18+),new row
makransky_2016_mcq_correct,,Adult (18+),new row
lys_2020_rape_3_rwa,Mixed,Adult (18+),changed
marquessanchez_2023_kidmed,,Mixed,new row
margaretto_2025_translation_study_1_lextale,Mixed,Adult (18+),changed
margaretto_2025_translation_study_1_generalknowledge,Mixed,Adult (18+),changed
matarboumosleh_2017_spai26,,Adult (18+),new row
marcussonclavertz_2019_velten,,Adult (18+),new row
matarboumosleh_2017_gad2,,Adult (18+),new row
matosaslopez_2024_teacher_assessment,,Adult (18+),new row
manolika_2021_mini_ipip,,Adult (18+),new row
margaretto_2025_translation_study_1_vocabulary_3,Mixed,Adult (18+),changed
matosaslopez_2022_bars_teaching,,Adult (18+),new row
mascherini_2021_meddiet,,Adult (18+),new row
matarboumosleh_2017_phq2,,Adult (18+),new row
margaretto_2025_translation_study_2_readingcomprehension,Mixed,Adult (18+),changed
matosaslopez_2024_questionnaire_quality,,Adult (18+),new row
margaretto_2025_translation_study_2_generalknowledge_1,Mixed,Adult (18+),changed
margaretto_2025_translation_study_1_readingcomprehension,Mixed,Adult (18+),changed
margaretto_2025_translation_study_2_lextale,Mixed,Adult (18+),changed
margaretto_2025_translation_study_2_generalknowledge_2,Mixed,Adult (18+),changed
manolika_2021_movie_preferences,,Adult (18+),new row
margaretto_2025_translation_study_1_vocabulary_2,Mixed,Adult (18+),changed
manolika_2021_reading_preferences,,Adult (18+),new row
margaretto_2025_translation_study_1_vocabulary_1,Mixed,Adult (18+),changed
margaretto_2025_translation_study_2_vocabulary_full,Mixed,Adult (18+),changed
manolika_2021_dirty_dozen,,Adult (18+),new row
mancone_2024_ravlt_recall,,Adult (18+),new row
medvedev_2018_ql,,Adult (18+),new row
medvedev_2018_pan,,Adult (18+),new row
mede_2025_clim_polsupport,,Adult (18+),new row
mede_2025_normperc,,Adult (18+),new row
mede_2025_sdo,,Adult (18+),new row
mede_2025_sciengage,,Adult (18+),new row
mede_2025_scipop,,Adult (18+),new row
mede_2025_outspokenness,,Adult (18+),new row
mede_2025_clim_weather_future,,Adult (18+),new row
mboya_2020_gds15,,Elderly (minimum age >50),new row
mclaughlin_samuel_2025_auditory_session_1,Adult (18+),Adult (18+),confirmed
mede_2025_goals_priority,,Adult (18+),new row
matranga_2019_hpv_knowledge,,Adult (18+),new row
mede_2025_clim_government,,Adult (18+),new row
mede_2025_sciinfo,,Adult (18+),new row
mede_2025_clim_emotions,,Adult (18+),new row
