"id","item","resp"
560,"cbi6",0
560,"cbi7",0
560,"cbi8",0
560,"cbi9",0
560,"cbi10",0
560,"cbi11",0
560,"cbi12",0
560,"cbi13",0
560,"cbi14",0
560,"cbi15",0
560,"cbi16",0
560,"cbi17",0
560,"cbi18",0
560,"cbi19",0
560,"cbi20",0
560,"cbi21",0
560,"cbi22",2
560,"cbi23",1
560,"cbi24",0
560,"cbi25",0
560,"cbi26",0
560,"cbi27",0
560,"cbi28",0
561,"cbi1",0
561,"cbi2",0
561,"cbi3",0
561,"cbi4",1
561,"cbi5",1
561,"cbi6",2
561,"cbi7",3
561,"cbi8",2
561,"cbi9",2
561,"cbi10",2
561,"cbi11",2
561,"cbi12",1
561,"cbi13",1
561,"cbi14",0
561,"cbi15",2
561,"cbi16",2
561,"cbi17",1
561,"cbi18",1
561,"cbi19",3
561,"cbi20",2
561,"cbi21",3
561,"cbi22",2
561,"cbi23",1
561,"cbi24",2
561,"cbi25",2
561,"cbi26",3
561,"cbi27",2
561,"cbi28",2
562,"cbi1",0
562,"cbi2",2
562,"cbi3",2
562,"cbi4",0
562,"cbi5",1
562,"cbi6",0
562,"cbi7",2
562,"cbi8",3
562,"cbi9",3
562,"cbi10",0
562,"cbi11",2
562,"cbi12",2
562,"cbi13",0
562,"cbi14",1
562,"cbi15",0
562,"cbi16",2
562,"cbi17",2
562,"cbi18",1
562,"cbi19",0
562,"cbi20",2
562,"cbi21",0
562,"cbi22",0
562,"cbi23",2
562,"cbi24",2
562,"cbi25",0
562,"cbi26",1
562,"cbi27",0
562,"cbi28",2
563,"cbi1",1
563,"cbi2",1
563,"cbi3",0
563,"cbi4",0
563,"cbi5",0
563,"cbi6",0
563,"cbi7",0
563,"cbi8",0
563,"cbi9",0
563,"cbi10",0
563,"cbi11",0
563,"cbi12",0
563,"cbi13",0
563,"cbi14",0
563,"cbi15",0
563,"cbi16",0
563,"cbi17",0
563,"cbi18",0
563,"cbi19",0
563,"cbi20",0
563,"cbi21",0
563,"cbi22",0
563,"cbi23",0
563,"cbi24",0
563,"cbi25",0
563,"cbi26",0
563,"cbi27",0
563,"cbi28",0
564,"cbi1",1
564,"cbi2",1
564,"cbi3",1
564,"cbi4",0
564,"cbi5",1
564,"cbi6",0
564,"cbi7",0
564,"cbi8",2
564,"cbi9",0
564,"cbi10",0
564,"cbi11",0
564,"cbi12",0
564,"cbi13",0
564,"cbi14",1
564,"cbi15",0
564,"cbi16",0
564,"cbi17",0
564,"cbi18",0
564,"cbi19",0
564,"cbi20",0
564,"cbi21",0
564,"cbi22",0
564,"cbi23",0
564,"cbi24",0
564,"cbi25",0
564,"cbi26",0
564,"cbi27",0
564,"cbi28",0
565,"cbi1",0
565,"cbi2",0
565,"cbi3",1
565,"cbi4",1
565,"cbi5",1
565,"cbi6",1
565,"cbi7",1
565,"cbi8",1
565,"cbi9",2
565,"cbi10",1
565,"cbi11",1
565,"cbi12",1
565,"cbi13",1
565,"cbi14",2
565,"cbi15",0
565,"cbi16",1
565,"cbi17",0
565,"cbi18",0
565,"cbi19",0
565,"cbi20",0
565,"cbi21",2
565,"cbi22",2
565,"cbi23",1
565,"cbi24",1
565,"cbi25",1
565,"cbi26",1
565,"cbi27",2
565,"cbi28",1
566,"cbi1",3
566,"cbi2",1
566,"cbi3",1
566,"cbi4",0
566,"cbi5",2
566,"cbi6",0
566,"cbi7",0
566,"cbi8",1
566,"cbi9",0
566,"cbi10",0
566,"cbi11",0
566,"cbi12",1
566,"cbi13",1
566,"cbi14",0
566,"cbi15",0
566,"cbi16",1
566,"cbi17",1
566,"cbi18",2
566,"cbi19",3
566,"cbi20",0
566,"cbi21",0
566,"cbi22",3
566,"cbi23",0
566,"cbi24",1
566,"cbi25",0
566,"cbi26",1
566,"cbi27",3
566,"cbi28",1
567,"cbi1",3
567,"cbi2",1
567,"cbi3",0
567,"cbi4",0
567,"cbi5",1
567,"cbi6",0
567,"cbi7",1
567,"cbi8",0
567,"cbi9",1
567,"cbi10",0
567,"cbi11",1
567,"cbi12",0
567,"cbi13",1
567,"cbi14",2
567,"cbi15",0
567,"cbi16",0
567,"cbi17",0
567,"cbi18",0
567,"cbi19",3
567,"cbi20",0
567,"cbi21",2
567,"cbi22",0
567,"cbi23",3
567,"cbi24",1
567,"cbi25",0
567,"cbi26",3
567,"cbi27",1
567,"cbi28",1
568,"cbi1",0
568,"cbi2",1
568,"cbi3",0
568,"cbi4",0
568,"cbi5",0
568,"cbi6",0
568,"cbi7",1
568,"cbi8",0
568,"cbi9",0
568,"cbi10",0
568,"cbi11",0
568,"cbi12",0
568,"cbi13",1
568,"cbi14",0
568,"cbi15",1
568,"cbi16",1
568,"cbi17",0
568,"cbi18",0
568,"cbi19",0
568,"cbi20",0
568,"cbi21",0
568,"cbi22",0
568,"cbi23",0
568,"cbi24",0
568,"cbi25",0
568,"cbi26",1
568,"cbi27",0
568,"cbi28",0
569,"cbi1",1
569,"cbi2",3
569,"cbi3",0
569,"cbi4",0
569,"cbi5",3
569,"cbi6",0
569,"cbi7",0
569,"cbi8",0
569,"cbi9",0
569,"cbi10",0
569,"cbi11",1
569,"cbi12",0
569,"cbi13",1
569,"cbi14",0
569,"cbi15",1
569,"cbi16",1
569,"cbi17",0
569,"cbi18",1
569,"cbi19",0
569,"cbi20",1
569,"cbi21",0
569,"cbi22",0
569,"cbi23",2
569,"cbi24",0
569,"cbi25",0
569,"cbi26",1
569,"cbi27",1
569,"cbi28",1
570,"cbi1",2
570,"cbi2",3
570,"cbi3",0
570,"cbi4",0
570,"cbi5",2
570,"cbi6",0
570,"cbi7",0
570,"cbi8",0
570,"cbi9",0
570,"cbi10",0
570,"cbi11",2
570,"cbi12",0
570,"cbi13",0
570,"cbi14",2
570,"cbi15",0
570,"cbi16",0
570,"cbi17",0
570,"cbi18",0
570,"cbi19",2
570,"cbi20",0
570,"cbi21",0
570,"cbi22",0
570,"cbi23",1
570,"cbi24",2
570,"cbi25",0
570,"cbi26",0
570,"cbi27",0
570,"cbi28",0
571,"cbi1",1
571,"cbi2",2
571,"cbi3",2
571,"cbi4",2
571,"cbi5",2
571,"cbi6",2
571,"cbi7",2
571,"cbi8",2
571,"cbi9",3
571,"cbi10",1
571,"cbi11",1
571,"cbi12",1
571,"cbi13",0
571,"cbi14",0
571,"cbi15",3
571,"cbi16",2
571,"cbi17",3
571,"cbi18",3
571,"cbi19",3
571,"cbi20",3
571,"cbi21",3
571,"cbi22",1
571,"cbi23",3
571,"cbi24",2
571,"cbi25",2
571,"cbi26",2
571,"cbi27",2
571,"cbi28",2
572,"cbi1",1
572,"cbi2",1
572,"cbi3",1
572,"cbi4",1
572,"cbi5",1
572,"cbi6",1
572,"cbi7",1
572,"cbi8",1
572,"cbi9",1
572,"cbi10",1
572,"cbi11",1
572,"cbi12",1
572,"cbi13",1
572,"cbi14",1
572,"cbi15",1
572,"cbi16",1
572,"cbi17",1
572,"cbi18",1
572,"cbi19",1
572,"cbi20",1
572,"cbi21",1
572,"cbi22",1
572,"cbi23",1
572,"cbi24",1
572,"cbi25",1
572,"cbi26",1
572,"cbi27",1
572,"cbi28",1
573,"cbi1",1
573,"cbi2",2
573,"cbi3",0
573,"cbi4",0
573,"cbi5",2
573,"cbi6",0
573,"cbi7",0
573,"cbi8",0
573,"cbi9",2
573,"cbi10",0
573,"cbi11",0
573,"cbi12",0
573,"cbi13",0
573,"cbi14",1
573,"cbi15",0
573,"cbi16",0
573,"cbi17",2
573,"cbi18",1
573,"cbi19",0
573,"cbi20",1
573,"cbi21",2
573,"cbi22",0
573,"cbi23",2
573,"cbi24",0
573,"cbi25",0
573,"cbi26",0
573,"cbi27",0
573,"cbi28",2
574,"cbi1",0
574,"cbi2",0
574,"cbi3",0
574,"cbi4",0
574,"cbi5",0
574,"cbi6",1
574,"cbi7",3
574,"cbi8",1
574,"cbi9",1
574,"cbi10",1
574,"cbi11",2
574,"cbi12",2
574,"cbi13",2
574,"cbi14",1
574,"cbi15",1
574,"cbi16",1
574,"cbi17",1
574,"cbi18",0
574,"cbi19",0
574,"cbi20",0
574,"cbi21",0
574,"cbi22",0
574,"cbi23",0
574,"cbi24",0
574,"cbi25",0
574,"cbi26",0
574,"cbi27",0
574,"cbi28",0
575,"cbi1",1
575,"cbi2",2
575,"cbi3",2
575,"cbi4",2
575,"cbi5",1
575,"cbi6",0
575,"cbi7",1
575,"cbi8",1
575,"cbi9",2
575,"cbi10",1
575,"cbi11",1
575,"cbi12",2
575,"cbi13",1
575,"cbi14",1
575,"cbi15",1
575,"cbi16",2
575,"cbi17",2
575,"cbi18",3
575,"cbi19",2
575,"cbi20",2
575,"cbi21",2
575,"cbi22",1
575,"cbi23",2
575,"cbi24",3
575,"cbi25",1
575,"cbi26",1
575,"cbi27",1
575,"cbi28",2
576,"cbi1",0
576,"cbi2",0
576,"cbi3",0
576,"cbi4",0
576,"cbi5",0
576,"cbi6",0
576,"cbi7",0
576,"cbi8",0
576,"cbi9",0
576,"cbi10",0
576,"cbi11",0
576,"cbi12",0
576,"cbi13",0
576,"cbi14",0
576,"cbi15",0
576,"cbi16",0
576,"cbi17",0
576,"cbi18",0
576,"cbi19",0
576,"cbi20",0
576,"cbi21",1
576,"cbi22",0
576,"cbi23",0
576,"cbi24",0
576,"cbi25",0
576,"cbi26",0
576,"cbi27",0
576,"cbi28",0
577,"cbi1",1
577,"cbi2",0
577,"cbi3",0
577,"cbi4",0
577,"cbi5",2
577,"cbi6",1
577,"cbi7",1
577,"cbi8",0
577,"cbi9",1
577,"cbi10",1
577,"cbi11",1
577,"cbi12",0
577,"cbi13",0
577,"cbi14",0
577,"cbi15",0
577,"cbi16",0
577,"cbi17",1
577,"cbi18",0
577,"cbi19",1
577,"cbi20",1
577,"cbi21",1
577,"cbi22",1
577,"cbi23",0
577,"cbi24",1
577,"cbi25",1
577,"cbi26",0
577,"cbi27",0
577,"cbi28",1
578,"cbi1",0
578,"cbi2",0
578,"cbi3",0
578,"cbi4",0
578,"cbi5",0
578,"cbi6",0
578,"cbi7",0
578,"cbi8",0
578,"cbi9",1
578,"cbi10",0
578,"cbi11",0
578,"cbi12",0
578,"cbi13",0
578,"cbi14",0
578,"cbi15",0
578,"cbi16",0
578,"cbi17",0
578,"cbi18",0
578,"cbi19",0
578,"cbi20",0
578,"cbi21",0
578,"cbi22",0
578,"cbi23",0
578,"cbi24",0
578,"cbi25",0
578,"cbi26",0
578,"cbi27",0
578,"cbi28",0
579,"cbi1",0
579,"cbi2",0
579,"cbi3",0
579,"cbi4",0
579,"cbi5",1
579,"cbi6",1
579,"cbi7",1
579,"cbi8",1
579,"cbi9",0
579,"cbi10",0
579,"cbi11",0
579,"cbi12",0
579,"cbi13",0
579,"cbi14",0
579,"cbi15",0
579,"cbi16",0
579,"cbi17",0
579,"cbi18",0
579,"cbi19",0
579,"cbi20",0
579,"cbi21",1
579,"cbi22",1
579,"cbi23",1
579,"cbi24",1
579,"cbi25",1
579,"cbi26",1
579,"cbi27",0
579,"cbi28",1
580,"cbi1",0
580,"cbi2",0
580,"cbi3",0
580,"cbi4",0
580,"cbi5",2
580,"cbi6",0
580,"cbi7",0
580,"cbi8",0
580,"cbi9",0
580,"cbi10",0
580,"cbi11",0
580,"cbi12",0
580,"cbi13",0
580,"cbi14",0
580,"cbi15",0
580,"cbi16",0
580,"cbi17",0
580,"cbi18",0
580,"cbi19",0
580,"cbi20",0
580,"cbi21",0
580,"cbi22",0
580,"cbi23",0
580,"cbi24",0
580,"cbi25",0
580,"cbi26",0
580,"cbi27",0
580,"cbi28",0
581,"cbi1",2
581,"cbi2",1
581,"cbi3",0
581,"cbi4",0
581,"cbi5",0
581,"cbi6",0
581,"cbi7",0
581,"cbi8",0
581,"cbi9",0
581,"cbi10",0
581,"cbi11",0
581,"cbi12",0
581,"cbi13",0
581,"cbi14",0
581,"cbi15",0
581,"cbi16",0
581,"cbi17",0
581,"cbi18",2
581,"cbi19",0
581,"cbi20",0
581,"cbi21",0
581,"cbi22",0
581,"cbi23",0
581,"cbi24",0
581,"cbi25",0
581,"cbi26",0
581,"cbi27",2
581,"cbi28",2
582,"cbi1",0
582,"cbi2",0
582,"cbi3",0
582,"cbi4",0
582,"cbi5",0
582,"cbi6",0
582,"cbi7",0
582,"cbi8",0
582,"cbi9",0
582,"cbi10",0
582,"cbi11",0
582,"cbi12",0
582,"cbi13",0
582,"cbi14",0
582,"cbi15",0
582,"cbi16",0
582,"cbi17",0
582,"cbi18",0
582,"cbi19",0
582,"cbi20",0
582,"cbi21",0
582,"cbi22",0
582,"cbi23",0
582,"cbi24",0
582,"cbi25",0
582,"cbi26",0
582,"cbi27",0
582,"cbi28",0
583,"cbi1",2
583,"cbi2",1
583,"cbi3",1
583,"cbi4",0
583,"cbi5",1
583,"cbi6",0
583,"cbi7",1
583,"cbi8",1
583,"cbi9",1
583,"cbi10",0
583,"cbi11",1
583,"cbi12",0
583,"cbi13",1
583,"cbi14",3
583,"cbi15",1
583,"cbi16",2
583,"cbi17",0
583,"cbi18",0
583,"cbi19",2
583,"cbi20",0
583,"cbi21",2
583,"cbi22",0
583,"cbi23",1
583,"cbi24",1
583,"cbi25",0
583,"cbi26",3
583,"cbi27",1
583,"cbi28",1
584,"cbi1",0
584,"cbi2",0
584,"cbi3",0
584,"cbi4",0
584,"cbi5",1
584,"cbi6",0
584,"cbi7",0
584,"cbi8",0
584,"cbi9",1
584,"cbi10",0
584,"cbi11",1
584,"cbi12",1
584,"cbi13",0
584,"cbi14",0
584,"cbi15",0
584,"cbi16",0
584,"cbi17",0
584,"cbi18",0
584,"cbi19",0
584,"cbi20",1
584,"cbi21",1
584,"cbi22",1
584,"cbi23",1
584,"cbi24",0
584,"cbi25",1
584,"cbi26",1
584,"cbi27",0
584,"cbi28",1
585,"cbi1",0
585,"cbi2",1
585,"cbi3",1
585,"cbi4",1
585,"cbi5",1
585,"cbi6",1
585,"cbi7",1
585,"cbi8",0
585,"cbi9",1
585,"cbi10",0
585,"cbi11",1
585,"cbi12",1
585,"cbi13",0
585,"cbi14",0
585,"cbi15",1
585,"cbi16",0
585,"cbi17",1
585,"cbi18",0
585,"cbi19",0
585,"cbi20",1
585,"cbi21",0
585,"cbi22",1
585,"cbi23",0
585,"cbi24",1
585,"cbi25",2
585,"cbi26",1
585,"cbi27",1
585,"cbi28",2
586,"cbi1",0
586,"cbi2",0
586,"cbi3",0
586,"cbi4",0
586,"cbi5",0
586,"cbi6",0
586,"cbi7",0
586,"cbi8",0
586,"cbi9",0
586,"cbi10",0
586,"cbi11",0
586,"cbi12",0
586,"cbi13",0
586,"cbi14",0
586,"cbi15",0
586,"cbi16",0
586,"cbi17",0
586,"cbi18",1
586,"cbi19",0
586,"cbi20",0
586,"cbi21",0
586,"cbi22",0
586,"cbi23",0
586,"cbi24",0
586,"cbi25",0
586,"cbi26",0
586,"cbi27",0
586,"cbi28",0
587,"cbi1",1
587,"cbi2",2
587,"cbi3",0
587,"cbi4",2
587,"cbi5",2
587,"cbi6",0
587,"cbi7",0
587,"cbi8",0
587,"cbi9",3
587,"cbi10",0
587,"cbi11",0
587,"cbi12",0
587,"cbi13",0
587,"cbi14",2
587,"cbi15",0
587,"cbi16",0
587,"cbi17",2
587,"cbi18",3
587,"cbi19",0
587,"cbi20",0
587,"cbi21",3
587,"cbi22",1
587,"cbi23",3
587,"cbi24",0
587,"cbi25",0
587,"cbi26",0
587,"cbi27",2
587,"cbi28",3
588,"cbi1",0
588,"cbi2",1
588,"cbi3",0
588,"cbi4",1
588,"cbi5",2
588,"cbi6",0
588,"cbi7",0
588,"cbi8",0
588,"cbi9",0
588,"cbi10",0
588,"cbi11",0
588,"cbi12",0
588,"cbi13",0
588,"cbi14",0
588,"cbi15",0
588,"cbi16",0
588,"cbi17",0
588,"cbi18",1
588,"cbi19",0
588,"cbi20",0
588,"cbi21",0
588,"cbi22",0
588,"cbi23",0
588,"cbi24",0
588,"cbi25",0
588,"cbi26",0
588,"cbi27",0
588,"cbi28",2
589,"cbi1",1
589,"cbi2",1
589,"cbi3",0
589,"cbi4",1
589,"cbi5",2
589,"cbi6",0
589,"cbi7",0
589,"cbi8",0
589,"cbi9",0
589,"cbi10",0
589,"cbi11",0
589,"cbi12",0
589,"cbi13",0
589,"cbi14",0
589,"cbi15",0
589,"cbi16",0
589,"cbi17",0
589,"cbi18",1
589,"cbi19",1
589,"cbi20",3
589,"cbi21",0
589,"cbi22",1
589,"cbi23",0
589,"cbi24",1
589,"cbi25",1
589,"cbi26",0
589,"cbi27",3
589,"cbi28",2
590,"cbi1",3
590,"cbi2",3
590,"cbi3",1
590,"cbi4",1
590,"cbi5",3
590,"cbi6",2
590,"cbi7",1
590,"cbi8",0
590,"cbi9",0
590,"cbi10",0
590,"cbi11",0
590,"cbi12",0
590,"cbi13",0
590,"cbi14",0
590,"cbi15",0
590,"cbi16",0
590,"cbi17",2
590,"cbi18",3
590,"cbi19",0
590,"cbi20",0
590,"cbi21",0
590,"cbi22",3
590,"cbi23",3
590,"cbi24",1
590,"cbi25",0
590,"cbi26",2
590,"cbi27",0
590,"cbi28",3
591,"cbi1",1
591,"cbi2",2
591,"cbi3",0
591,"cbi4",0
591,"cbi5",1
591,"cbi6",0
591,"cbi7",0
591,"cbi8",0
591,"cbi9",0
591,"cbi10",0
591,"cbi11",1
591,"cbi12",0
591,"cbi13",0
591,"cbi14",1
591,"cbi15",0
591,"cbi16",0
591,"cbi17",0
591,"cbi18",0
591,"cbi19",0
591,"cbi20",1
591,"cbi21",1
591,"cbi22",0
591,"cbi23",0
591,"cbi24",0
591,"cbi25",0
591,"cbi26",0
591,"cbi27",0
591,"cbi28",0
592,"cbi1",1
592,"cbi2",3
592,"cbi3",1
592,"cbi4",1
592,"cbi5",1
592,"cbi6",1
592,"cbi7",1
592,"cbi8",1
592,"cbi9",1
592,"cbi10",1
592,"cbi11",1
592,"cbi12",0
592,"cbi13",1
592,"cbi14",1
592,"cbi15",1
592,"cbi16",0
592,"cbi17",1
592,"cbi18",1
592,"cbi19",1
592,"cbi20",1
592,"cbi21",1
592,"cbi22",1
592,"cbi23",1
592,"cbi24",2
592,"cbi25",1
592,"cbi26",1
592,"cbi27",1
592,"cbi28",1
593,"cbi1",1
593,"cbi2",1
593,"cbi3",1
593,"cbi4",1
593,"cbi5",1
593,"cbi6",1
593,"cbi7",1
593,"cbi8",2
593,"cbi9",1
593,"cbi10",0
593,"cbi11",2
593,"cbi12",0
593,"cbi13",1
593,"cbi14",1
593,"cbi15",1
593,"cbi16",1
593,"cbi17",1
593,"cbi18",1
593,"cbi19",1
593,"cbi20",1
593,"cbi21",2
593,"cbi22",1
593,"cbi23",1
593,"cbi24",1
593,"cbi25",0
593,"cbi26",0
593,"cbi27",0
593,"cbi28",1
594,"cbi1",0
594,"cbi2",0
594,"cbi3",0
594,"cbi4",1
594,"cbi5",3
594,"cbi6",0
594,"cbi7",0
594,"cbi8",3
594,"cbi9",1
594,"cbi10",0
594,"cbi11",0
594,"cbi12",0
594,"cbi13",0
594,"cbi14",0
594,"cbi15",0
594,"cbi16",0
594,"cbi17",0
594,"cbi18",0
594,"cbi19",1
594,"cbi20",0
594,"cbi21",1
594,"cbi22",0
594,"cbi23",0
594,"cbi24",0
594,"cbi25",0
594,"cbi26",0
594,"cbi27",0
594,"cbi28",1
595,"cbi1",2
595,"cbi2",3
595,"cbi3",1
595,"cbi4",0
595,"cbi5",3
595,"cbi6",1
595,"cbi7",3
595,"cbi8",0
595,"cbi9",3
595,"cbi10",0
595,"cbi11",0
595,"cbi12",0
595,"cbi13",3
595,"cbi14",2
595,"cbi15",3
595,"cbi16",3
595,"cbi17",3
595,"cbi18",3
595,"cbi19",3
595,"cbi20",0
595,"cbi21",1
595,"cbi22",0
595,"cbi23",3
595,"cbi24",3
595,"cbi25",0
595,"cbi26",3
595,"cbi27",0
595,"cbi28",3
596,"cbi1",0
596,"cbi2",0
596,"cbi3",0
596,"cbi4",1
596,"cbi5",1
596,"cbi6",0
596,"cbi7",0
596,"cbi8",0
596,"cbi9",0
596,"cbi10",0
596,"cbi11",0
596,"cbi12",0
596,"cbi13",1
596,"cbi14",2
596,"cbi15",0
596,"cbi16",1
596,"cbi17",0
596,"cbi18",0
596,"cbi19",1
596,"cbi20",2
596,"cbi21",1
596,"cbi22",1
596,"cbi23",0
596,"cbi24",1
596,"cbi25",1
596,"cbi26",0
596,"cbi27",1
596,"cbi28",1
597,"cbi1",1
597,"cbi2",0
597,"cbi3",0
597,"cbi4",0
597,"cbi5",0
597,"cbi6",0
597,"cbi7",0
597,"cbi8",0
597,"cbi9",0
597,"cbi10",0
597,"cbi11",0
597,"cbi12",0
597,"cbi13",0
597,"cbi14",1
597,"cbi15",0
597,"cbi16",0
597,"cbi17",0
597,"cbi18",0
597,"cbi19",0
597,"cbi20",0
597,"cbi21",0
597,"cbi22",0
597,"cbi23",0
597,"cbi24",0
597,"cbi25",0
597,"cbi26",0
597,"cbi27",0
597,"cbi28",0
598,"cbi1",0
598,"cbi2",0
598,"cbi3",0
598,"cbi4",0
598,"cbi5",0
598,"cbi6",0
598,"cbi7",0
598,"cbi8",0
598,"cbi9",0
598,"cbi10",0
598,"cbi11",0
598,"cbi12",0
598,"cbi13",0
598,"cbi14",1
598,"cbi15",0
598,"cbi16",0
598,"cbi17",0
598,"cbi18",0
598,"cbi19",0
598,"cbi20",1
598,"cbi21",0
598,"cbi22",0
598,"cbi23",0
598,"cbi24",0
598,"cbi25",0
598,"cbi26",0
598,"cbi27",0
598,"cbi28",0
599,"cbi1",1
599,"cbi2",2
599,"cbi3",0
599,"cbi4",0
599,"cbi5",2
599,"cbi6",1
599,"cbi7",0
599,"cbi8",1
599,"cbi9",1
599,"cbi10",0
599,"cbi11",1
599,"cbi12",0
599,"cbi13",1
599,"cbi14",0
599,"cbi15",0
599,"cbi16",1
599,"cbi17",0
599,"cbi18",0
599,"cbi19",2
599,"cbi20",0
599,"cbi21",0
599,"cbi22",0
599,"cbi23",2
599,"cbi24",0
599,"cbi25",0
599,"cbi26",1
599,"cbi27",1
599,"cbi28",0
600,"cbi1",0
600,"cbi2",0
600,"cbi3",0
600,"cbi4",0
600,"cbi5",1
600,"cbi6",0
600,"cbi7",0
600,"cbi8",0
600,"cbi9",0
600,"cbi10",0
600,"cbi11",0
600,"cbi12",0
600,"cbi13",0
600,"cbi14",0
600,"cbi15",0
600,"cbi16",0
600,"cbi17",0
600,"cbi18",0
600,"cbi19",0
600,"cbi20",0
600,"cbi21",0
600,"cbi22",0
600,"cbi23",0
600,"cbi24",1
600,"cbi25",0
600,"cbi26",0
600,"cbi27",0
600,"cbi28",0
601,"cbi1",3
601,"cbi2",1
601,"cbi3",1
601,"cbi4",1
601,"cbi5",3
601,"cbi6",2
601,"cbi7",1
601,"cbi8",1
601,"cbi9",3
601,"cbi10",0
601,"cbi11",2
601,"cbi12",2
601,"cbi13",1
601,"cbi14",3
601,"cbi15",1
601,"cbi16",2
601,"cbi17",1
601,"cbi18",3
601,"cbi19",3
601,"cbi20",1
601,"cbi21",3
601,"cbi22",0
601,"cbi23",3
601,"cbi24",3
601,"cbi25",1
601,"cbi26",1
601,"cbi27",3
601,"cbi28",2
602,"cbi1",1
602,"cbi2",2
602,"cbi3",0
602,"cbi4",0
602,"cbi5",0
602,"cbi6",0
602,"cbi7",0
602,"cbi8",1
602,"cbi9",2
602,"cbi10",0
602,"cbi11",0
602,"cbi12",0
602,"cbi13",0
602,"cbi14",1
602,"cbi15",0
602,"cbi16",0
602,"cbi17",0
602,"cbi18",3
602,"cbi19",2
602,"cbi20",2
602,"cbi21",0
602,"cbi22",0
602,"cbi23",0
602,"cbi24",0
602,"cbi25",0
602,"cbi26",0
602,"cbi27",0
602,"cbi28",2
603,"cbi1",0
603,"cbi2",0
603,"cbi3",0
603,"cbi4",0
603,"cbi5",1
603,"cbi6",0
603,"cbi7",0
603,"cbi8",0
603,"cbi9",1
603,"cbi10",0
603,"cbi11",0
603,"cbi12",0
603,"cbi13",0
603,"cbi14",0
603,"cbi15",1
603,"cbi16",0
603,"cbi17",0
603,"cbi18",1
603,"cbi19",0
603,"cbi20",0
603,"cbi21",0
603,"cbi22",0
603,"cbi23",0
603,"cbi24",0
603,"cbi25",0
603,"cbi26",0
603,"cbi27",0
603,"cbi28",0
604,"cbi1",1
604,"cbi2",0
604,"cbi3",0
604,"cbi4",3
604,"cbi5",3
604,"cbi6",0
604,"cbi7",0
604,"cbi8",1
604,"cbi9",3
604,"cbi10",0
604,"cbi11",3
604,"cbi12",0
604,"cbi13",0
604,"cbi14",0
604,"cbi15",0
604,"cbi16",2
604,"cbi17",0
604,"cbi18",2
604,"cbi19",0
604,"cbi20",0
604,"cbi21",3
604,"cbi22",0
604,"cbi23",3
604,"cbi24",0
604,"cbi25",0
604,"cbi26",0
604,"cbi27",0
604,"cbi28",0
605,"cbi1",1
605,"cbi2",1
605,"cbi3",1
605,"cbi4",0
605,"cbi5",1
605,"cbi6",1
605,"cbi7",1
605,"cbi8",0
605,"cbi9",1
605,"cbi10",0
605,"cbi11",1
605,"cbi12",0
605,"cbi13",0
605,"cbi14",0
605,"cbi15",0
605,"cbi16",0
605,"cbi17",0
605,"cbi18",2
605,"cbi19",0
605,"cbi20",0
605,"cbi21",2
605,"cbi22",0
605,"cbi23",2
605,"cbi24",0
605,"cbi25",0
605,"cbi26",0
605,"cbi27",0
605,"cbi28",1
606,"cbi1",0
606,"cbi2",0
606,"cbi3",0
606,"cbi4",0
606,"cbi5",0
606,"cbi6",0
606,"cbi7",0
606,"cbi8",0
606,"cbi9",0
606,"cbi10",0
606,"cbi11",0
606,"cbi12",0
606,"cbi13",0
606,"cbi14",0
606,"cbi15",0
606,"cbi16",0
606,"cbi17",0
606,"cbi18",0
606,"cbi19",0
606,"cbi20",0
606,"cbi21",0
606,"cbi22",0
606,"cbi23",0
606,"cbi24",0
606,"cbi25",0
606,"cbi26",0
606,"cbi27",0
606,"cbi28",0
607,"cbi1",3
607,"cbi2",0
607,"cbi3",1
607,"cbi4",1
607,"cbi5",2
607,"cbi6",2
607,"cbi7",1
607,"cbi8",1
607,"cbi9",2
607,"cbi10",2
607,"cbi11",3
607,"cbi12",0
607,"cbi13",0
607,"cbi14",0
607,"cbi15",0
607,"cbi16",1
607,"cbi17",1
607,"cbi18",0
607,"cbi19",0
607,"cbi20",2
607,"cbi21",1
607,"cbi22",1
607,"cbi23",3
607,"cbi24",3
607,"cbi25",1
607,"cbi26",0
607,"cbi27",0
607,"cbi28",0
608,"cbi1",1
608,"cbi2",2
608,"cbi3",1
608,"cbi4",0
608,"cbi5",1
608,"cbi6",0
608,"cbi7",0
608,"cbi8",1
608,"cbi9",0
608,"cbi10",0
608,"cbi11",1
608,"cbi12",1
608,"cbi13",0
608,"cbi14",0
608,"cbi15",0
608,"cbi16",0
608,"cbi17",0
608,"cbi18",0
608,"cbi19",0
608,"cbi20",0
608,"cbi21",0
608,"cbi22",0
608,"cbi23",2
608,"cbi24",0
608,"cbi25",1
608,"cbi26",0
608,"cbi27",0
608,"cbi28",0
609,"cbi1",1
609,"cbi2",0
609,"cbi3",0
609,"cbi4",0
609,"cbi5",1
609,"cbi6",0
609,"cbi7",0
609,"cbi8",0
609,"cbi9",0
609,"cbi10",0
609,"cbi11",0
609,"cbi12",0
609,"cbi13",0
609,"cbi14",0
609,"cbi15",0
609,"cbi16",0
609,"cbi17",0
609,"cbi18",0
609,"cbi19",0
609,"cbi20",0
609,"cbi21",0
609,"cbi22",0
609,"cbi23",0
609,"cbi24",0
609,"cbi25",0
609,"cbi26",0
609,"cbi27",0
609,"cbi28",0
610,"cbi1",0
610,"cbi2",1
610,"cbi3",1
610,"cbi4",1
