cbi1,cbi2,cbi3,cbi4,cbi5,cbi6,cbi7,cbi8,cbi9,cbi10,cbi11,cbi12,cbi13,cbi14,cbi15,cbi16,cbi17,cbi18,cbi19,cbi20,cbi21,cbi22,cbi23,cbi24,cbi25,cbi26,cbi27,cbi28,age,gender,study
0,3,0,1,3,1,0,1,2,1,0,1,1,1,0,1,1,0,0,1,2,3,3,1,1,0,0,1,18,1,JRP
0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,2,0,2,0,0,2,0,0,18,1,JRP
0,2,0,1,3,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,2,0,0,0,2,0,18,0,JRP
1,0,0,1,2,0,0,0,3,0,0,0,0,0,0,2,3,0,2,1,1,0,3,0,0,1,0,3,18,1,JRP
1,3,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,1,3,0,0,18,1,JRP
0,2,0,1,2,0,0,0,3,0,0,0,1,0,0,0,0,3,1,0,2,1,1,0,1,0,0,1,18,1,JRP
1,1,1,0,2,0,1,0,2,0,1,0,0,1,0,0,0,0,1,3,1,2,1,0,1,1,2,0,20,0,JRP
0,1,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,18,1,JRP
1,1,0,0,2,0,1,0,0,0,0,0,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,27,1,JRP
1,3,0,2,3,2,1,0,2,0,0,1,2,0,0,1,2,1,0,1,1,0,3,1,0,2,1,2,18,1,JRP
0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,19,0,JRP
0,1,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,19,1,JRP
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18,1,JRP
3,3,0,0,3,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,2,2,18,1,JRP
0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,1,0,0,0,1,0,0,18,0,JRP
0,2,0,1,2,0,0,0,1,0,3,0,0,1,0,0,0,1,0,2,0,0,1,1,0,1,0,0,18,1,JRP
0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,1,0,18,1,JRP
0,0,0,1,3,0,0,2,3,0,0,0,0,1,0,0,0,1,2,1,2,1,1,1,0,0,0,0,18,1,JRP
0,1,0,0,1,1,0,0,2,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,19,1,JRP
0,3,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,2,1,0,0,1,1,0,22,1,JRP
0,3,0,0,2,0,0,1,0,0,2,0,0,1,0,0,2,2,0,0,0,0,3,0,0,0,0,0,18,1,JRP
1,1,0,1,2,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,19,1,JRP
0,3,0,0,3,0,0,0,0,0,0,0,2,0,0,1,0,3,0,0,0,0,3,0,0,1,0,0,18,1,JRP
1,3,0,1,3,0,1,1,2,0,1,0,0,0,0,0,2,2,0,1,0,0,0,1,0,0,1,0,18,1,JRP
2,3,0,1,1,0,0,0,3,0,0,0,1,1,0,0,2,1,0,3,0,0,1,0,0,0,0,2,18,1,JRP
1,1,0,2,2,0,0,0,1,0,1,1,0,0,0,0,2,1,1,1,1,2,1,1,0,1,0,0,19,1,JRP
0,1,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,2,1,0,2,0,0,2,0,0,18,1,JRP
0,3,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,19,1,JRP
1,1,0,1,0,1,1,1,3,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,18,1,JRP
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,19,1,JRP
0,0,0,0,0,0,0,1,3,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,34,1,JRP
2,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,20,1,JRP
2,1,0,0,1,0,0,0,2,0,1,0,1,0,0,0,0,1,1,2,1,0,0,0,0,1,1,1,20,0,JRP
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,32,1,JRP
0,1,0,1,3,0,0,0,3,0,0,0,3,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,18,1,JRP
1,2,0,0,2,0,1,0,3,0,0,0,2,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,18,1,JRP
0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0,18,1,JRP
0,3,0,1,3,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,18,1,JRP
2,2,1,2,3,1,0,1,1,0,1,1,1,0,0,1,0,2,0,1,1,1,2,1,2,0,1,2,19,1,JRP
0,1,0,1,3,0,1,1,1,0,1,1,1,1,0,1,0,0,0,1,1,1,2,1,1,1,2,2,19,1,JRP
1,0,0,3,2,0,0,0,0,0,1,0,0,1,0,3,0,0,3,0,0,0,2,0,0,0,0,1,20,1,JRP
0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,18,0,JRP
3,1,1,0,1,1,2,1,1,0,1,1,2,3,0,1,0,0,1,1,0,0,1,0,1,3,1,0,18,1,JRP
3,3,1,3,2,1,1,3,3,0,1,1,1,1,0,1,2,3,2,1,3,3,1,1,0,3,1,1,22,1,JRP
1,2,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,19,1,JRP
1,2,0,1,1,0,0,0,1,0,2,1,0,1,0,0,1,0,1,0,0,0,2,0,0,1,0,1,18,1,JRP
3,1,1,0,3,0,0,0,3,0,3,1,1,3,0,1,1,3,3,3,1,0,1,1,0,3,1,3,20,0,JRP
1,3,1,1,3,0,1,1,2,2,1,0,1,0,0,0,1,0,3,1,3,0,3,0,2,2,1,2,20,0,JRP
1,1,0,0,0,0,0,0,3,0,2,0,0,0,1,0,0,0,3,3,0,0,0,1,0,3,3,0,20,0,JRP
1,2,0,0,1,1,1,0,2,1,0,1,0,1,0,0,0,0,0,0,3,0,2,0,0,1,0,1,19,1,JRP
2,3,0,3,2,1,0,1,1,0,0,0,2,1,0,0,2,1,0,1,0,1,3,0,1,0,0,1,18,1,JRP
1,2,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,19,1,JRP
0,3,0,2,3,3,0,0,1,0,0,0,1,0,0,0,1,2,0,1,1,2,2,0,1,3,1,0,19,1,JRP
1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,19,1,JRP
0,3,0,3,3,3,0,0,3,0,0,0,0,0,0,0,1,3,2,0,0,3,2,0,0,0,0,0,53,1,JRP
2,1,0,1,1,0,0,0,3,0,2,0,0,1,0,0,0,0,2,3,3,2,0,0,2,0,0,0,18,1,JRP
0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,1,19,1,JRP
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,18,1,JRP
0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,3,0,3,3,0,3,3,0,2,19,1,JRP
3,3,0,3,3,0,1,1,3,0,1,0,0,2,0,0,0,3,3,1,1,1,3,3,1,3,1,1,18,1,JRP
0,0,0,0,0,0,1,1,3,1,0,0,1,0,0,0,0,0,0,3,3,2,0,0,0,0,1,0,20,1,JRP
1,3,0,1,2,0,0,0,3,0,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,3,0,0,19,1,JRP
3,3,0,1,3,0,0,0,3,0,1,0,1,0,0,1,2,3,3,0,0,0,3,3,2,3,1,2,18,1,JRP
1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,21,0,JRP
3,3,1,3,3,0,0,3,0,1,1,1,0,2,0,0,0,0,3,0,3,0,0,1,1,3,0,0,18,0,JRP
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,JRP
1,1,0,2,3,0,1,1,2,0,1,0,0,1,0,1,1,1,1,2,1,2,1,2,0,1,1,0,18,1,JRP
0,1,0,0,2,0,0,0,3,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,18,1,JRP
1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,18,1,JRP
0,2,0,1,1,0,0,0,0,0,0,0,1,0,1,2,0,0,0,2,0,0,0,0,0,0,1,0,18,0,JRP
0,1,1,0,2,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,1,2,0,0,1,2,0,19,0,JRP
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,0,JRP
3,3,0,1,3,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,3,0,18,1,JRP
0,1,0,1,3,0,0,0,2,0,1,0,0,0,0,0,1,0,0,1,0,0,3,0,0,1,1,3,18,1,JRP
0,0,2,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,1,3,3,0,0,0,0,1,3,0,18,0,JRP
2,3,0,2,1,0,1,0,3,0,1,0,0,1,0,0,1,0,0,3,1,3,1,0,0,0,1,1,18,0,JRP
1,3,0,1,3,0,1,3,3,3,3,0,0,0,0,0,0,1,0,3,3,3,0,0,2,0,0,0,20,1,JRP
0,0,0,1,3,0,0,1,3,0,0,0,1,0,0,0,0,0,0,3,3,0,3,0,1,0,0,0,18,1,JRP
3,2,0,1,1,0,0,1,1,1,2,0,0,1,0,0,0,0,0,3,1,0,2,1,0,2,1,2,18,1,JRP
0,3,1,0,3,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,2,1,18,1,JRP
1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,18,1,JRP
1,2,0,0,2,1,0,0,0,0,0,0,2,0,0,0,0,2,1,0,0,1,1,0,0,0,0,1,18,1,JRP
0,2,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,19,1,JRP
0,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,1,0,0,1,1,1,18,1,JRP
0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,JRP
1,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,3,1,0,3,2,3,19,1,JRP
0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,3,0,0,0,0,1,18,1,JRP
1,3,0,1,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,19,1,JRP
0,3,0,1,2,0,0,0,3,0,0,0,1,0,0,0,0,1,0,2,1,0,2,0,0,0,0,0,18,1,JRP
1,2,1,3,3,1,0,0,1,0,0,0,1,1,0,2,0,0,3,2,0,0,2,2,1,3,0,1,18,1,JRP
1,3,1,2,3,0,0,3,3,0,1,0,0,0,0,0,1,0,0,0,2,2,2,0,0,3,0,1,18,1,JRP
1,2,0,3,3,2,0,0,0,2,2,0,1,1,0,2,3,3,0,2,1,3,3,1,1,1,2,3,18,1,JRP
0,1,0,1,1,0,0,2,2,0,1,0,0,0,0,0,0,1,0,1,1,0,2,0,0,0,0,0,18,1,JRP
2,3,0,1,3,1,1,1,3,0,1,1,3,3,0,3,3,1,1,3,0,0,3,1,0,3,3,0,18,1,JRP
1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,2,0,0,0,2,0,0,1,0,1,18,1,JRP
0,0,0,1,3,0,0,0,0,0,1,1,1,0,1,0,2,3,0,2,0,0,3,1,1,0,2,0,18,1,JRP
3,0,0,1,2,0,0,0,1,0,0,0,1,2,0,0,3,1,3,1,1,0,3,0,0,3,0,1,18,1,JRP
0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,2,0,3,2,0,1,1,0,0,3,0,0,18,1,JRP
2,2,0,1,0,0,2,0,2,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,1,1,0,18,0,JRP
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,18,0,JRP
0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,22,0,JRP
0,3,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,20,1,JRP
0,2,0,0,2,1,0,1,0,1,0,0,1,0,0,2,0,2,1,2,1,0,2,0,0,2,1,1,18,1,JRP
0,0,1,1,3,1,1,0,1,0,1,1,1,2,0,0,1,0,2,2,0,0,0,1,1,0,2,2,18,0,JRP
0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,19,1,JRP
0,3,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,18,1,JRP
0,1,0,3,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,18,0,JRP
3,3,3,0,3,1,1,2,3,1,0,0,3,3,0,0,1,2,3,3,3,0,3,0,0,3,0,0,19,1,JRP
0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,JRP
1,0,1,0,2,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,2,1,1,19,0,JRP
0,3,0,0,2,0,0,0,0,0,2,0,1,1,0,0,1,0,0,2,0,0,0,0,0,0,0,1,18,1,JRP
3,2,0,0,3,0,1,0,0,0,3,0,1,3,0,0,0,0,3,1,0,0,0,1,3,3,0,0,18,0,JRP
0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,18,1,JRP
1,0,0,1,2,0,1,0,2,0,1,0,0,0,0,0,0,0,0,1,1,1,3,1,1,1,0,0,18,1,JRP
0,2,0,1,1,0,0,1,2,0,2,1,0,0,0,0,1,1,2,3,1,2,1,0,1,1,0,1,18,1,JRP
1,0,0,1,3,0,0,2,3,1,1,0,0,1,0,0,0,0,0,2,3,1,1,0,3,3,0,1,18,1,JRP
2,2,0,0,3,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,3,0,0,0,0,0,18,1,JRP
1,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,18,1,JRP
0,3,0,2,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,18,0,JRP
0,1,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,JRP
3,2,1,0,1,2,3,0,1,0,3,1,0,3,1,3,0,2,3,1,1,2,2,3,1,3,1,1,19,0,JRP
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,JRP
0,0,0,1,3,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,1,0,3,0,0,0,1,1,18,1,JRP
0,2,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18,1,JRP
1,3,0,1,2,0,0,0,2,0,1,1,0,0,0,1,0,1,0,0,1,0,2,0,0,1,1,0,19,1,JRP
0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,18,0,JRP
1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,18,1,JRP
3,3,3,0,3,3,3,0,2,0,0,0,3,0,1,3,1,1,3,1,1,1,3,0,1,3,1,3,18,1,JRP
2,1,1,0,3,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,3,3,2,0,2,1,0,18,1,JRP
0,3,0,2,3,2,1,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,2,0,0,0,0,0,18,1,JRP
1,1,0,0,1,1,0,0,3,0,1,0,0,0,1,0,0,1,3,1,0,0,1,1,0,1,1,0,18,0,JRP
2,3,0,3,3,0,1,0,0,0,1,0,0,3,0,1,0,0,3,2,0,0,3,1,0,3,0,0,19,1,JRP
3,1,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,3,3,0,0,3,3,0,3,0,1,19,1,JRP
3,3,2,2,3,1,3,2,3,0,1,0,2,1,0,0,1,1,3,2,3,1,3,2,0,3,1,3,21,1,JRP
0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,1,0,0,1,0,3,0,0,19,1,JRP
3,1,1,2,3,0,2,1,1,0,3,0,1,3,0,0,1,1,3,3,3,2,1,2,3,3,3,1,18,0,JRP
3,3,0,1,3,0,1,0,3,0,2,0,1,3,0,0,0,0,3,3,2,0,0,3,1,3,0,0,18,0,JRP
3,1,0,0,1,0,3,1,2,0,2,1,0,3,0,0,0,0,3,1,2,0,1,1,0,3,1,0,18,1,JRP
0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,1,21,1,MDDr15
0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,MDDr15
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,25,1,MDDr15
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,MDDr15
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,MDDr15
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19,1,MDDr15
0,2,0,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,20,1,MDDr15
1,1,0,0,1,0,0,0,2,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,2,1,0,22,1,MDDr15
1,2,0,1,2,0,0,2,3,2,1,1,0,0,1,1,1,1,1,0,2,2,0,1,1,0,1,1,25,0,MDDr15
0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,2,0,0,20,1,MDDr15
1,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,1,2,1,1,0,2,0,0,2,0,0,20,1,MDDr15
1,0,0,3,0,0,0,0,1,0,1,0,0,1,0,0,0,0,3,0,0,0,1,0,0,1,0,0,19,0,MDDr15
0,2,0,0,2,0,0,1,3,3,1,2,0,0,0,0,0,1,3,2,3,0,1,1,0,0,0,0,22,1,MDDr15
0,2,0,0,2,0,0,0,3,0,1,0,0,0,1,1,2,0,1,3,0,2,1,0,2,1,0,1,21,1,MDDr15
2,1,0,1,1,0,1,0,1,0,1,0,0,2,0,0,0,0,3,1,1,0,1,0,0,3,0,1,27,1,MDDr15
3,2,1,0,3,0,3,2,1,1,2,3,3,3,3,3,3,2,3,1,3,1,3,3,1,3,3,3,30,1,MDDr15
0,0,0,2,0,0,0,2,3,0,1,1,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,23,1,MDDr15
3,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,3,0,0,0,0,3,0,3,0,0,22,0,MDDr15
0,2,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,19,1,MDDr15
0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,19,1,MDDr15
2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,1,0,0,20,1,MDDr15
3,3,0,0,2,0,0,2,3,0,0,1,0,2,0,0,0,0,3,3,3,0,1,0,0,2,0,0,20,1,MDDr15
3,0,1,0,1,0,1,0,0,0,2,0,1,2,0,0,0,0,3,0,0,1,0,2,3,3,2,1,19,1,MDDr15
0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,3,0,0,0,0,0,0,2,1,0,19,0,MDDr15
3,3,0,0,2,1,2,0,2,0,2,0,0,3,0,3,1,1,3,1,0,1,3,3,2,3,1,1,20,1,MDDr15
1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,2,0,0,2,2,1,23,1,MDDr15
0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,3,1,0,1,0,0,0,0,0,28,1,MDDr15
0,0,2,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,2,1,0,0,23,1,MDDr15
2,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,2,2,0,0,1,0,1,20,1,MDDr15
1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,23,1,MDDr15
0,2,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,2,0,0,0,0,0,39,0,MDDr15
0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,3,1,1,0,1,3,0,37,0,MDDr15
0,2,0,0,2,0,0,2,0,0,1,1,0,0,0,2,0,3,0,0,0,2,3,0,0,0,0,0,25,1,MDDr15
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,21,0,MDDr15
1,2,0,0,2,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,18,1,MDDr15
0,3,0,1,3,0,0,0,3,0,0,0,2,1,0,0,0,1,0,1,3,0,3,1,1,0,1,0,21,1,MDDr15
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18,1,MDDr15
1,1,0,1,3,0,0,0,2,0,0,0,0,1,0,0,1,0,1,1,3,0,0,0,0,0,1,0,21,1,MDDr15
0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,1,MDDr15
1,1,1,0,2,1,1,0,1,1,2,1,2,3,1,1,0,1,0,1,1,3,1,1,1,1,3,1,38,0,MDDr15
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,MDDr15
1,3,0,2,2,1,1,0,2,0,1,0,1,1,0,1,0,1,3,2,1,1,2,1,0,3,0,1,22,1,MDDr15
0,1,0,0,0,0,0,1,2,0,1,0,0,1,0,0,0,0,0,1,2,0,1,1,0,2,0,1,21,1,MDDr15
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,24,1,MDDr15
0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1,0,0,0,21,1,MDDr15
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,19,1,MDDr15
3,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,3,0,0,19,1,MDDr15
3,3,0,0,1,0,2,0,0,0,3,2,2,0,0,1,1,0,3,3,1,0,0,2,0,3,0,2,23,1,MDDr15
0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,32,1,MDDr15
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,MDDr15
0,0,0,0,2,0,1,0,3,1,1,2,0,1,1,0,0,0,2,1,3,2,0,0,0,1,1,1,23,0,MDDr15
0,1,1,1,2,0,0,1,0,0,2,2,1,2,0,1,0,1,0,0,0,1,0,2,0,1,2,2,23,0,MDDr15
3,0,0,0,2,0,0,0,1,0,0,0,1,3,0,1,0,0,3,3,0,0,1,0,0,1,1,0,22,0,MDDr15
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,29,1,MDDr15
0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,26,0,MDDr15
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,27,1,MDDr15
1,1,1,0,1,0,0,3,1,2,3,0,0,1,0,0,0,0,2,2,1,3,1,1,3,0,1,0,20,1,MDDr15
0,0,0,0,3,0,0,1,1,0,0,1,2,0,0,0,2,0,0,0,3,0,1,0,0,0,0,0,27,1,MDDr15
2,1,0,1,3,0,0,0,3,1,0,0,0,0,1,0,0,2,1,1,1,3,0,0,0,0,1,1,25,0,MDDr15
0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,0,MDDr15
3,3,0,0,3,0,0,1,2,0,3,1,0,0,0,0,0,0,0,0,1,0,2,1,0,1,0,2,25,1,MDDr15
1,1,0,0,1,0,0,0,1,0,0,0,3,3,0,0,2,0,3,1,0,1,1,0,0,3,2,2,25,1,MDDr15
3,2,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,2,0,0,0,0,0,0,0,18,1,MDDr15
0,2,0,0,3,0,0,0,2,0,0,0,1,0,0,0,1,0,1,1,2,0,3,0,1,2,1,0,19,1,MDDr15
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,41,0,MDDr15
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,1,0,0,0,0,0,0,20,1,MDDr15
3,3,0,0,3,0,0,2,3,0,3,3,3,3,0,0,0,3,3,3,3,3,3,3,3,3,2,2,22,1,MDDr15
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,18,0,MDDr15
0,1,0,1,1,0,0,0,1,0,2,0,0,0,0,0,0,0,1,2,0,1,1,1,0,0,0,0,22,1,MDDr15
3,3,0,1,1,0,1,1,1,1,1,3,1,2,0,0,2,2,1,2,1,0,2,1,1,3,0,2,20,1,MDDr15
1,0,0,1,1,0,0,0,2,0,1,1,0,1,1,0,0,1,0,2,1,1,0,0,0,1,1,0,20,0,MDDr15
0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,1,19,1,MDDr15
0,3,0,2,1,0,2,0,3,1,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,0,1,27,1,MDDr15
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19,1,MDDr15
1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,1,1,0,0,0,0,0,30,1,MDDr15
0,2,0,1,1,0,0,0,2,0,0,0,0,1,0,0,0,1,1,1,1,3,0,0,1,1,1,1,28,0,MDDr15
