cbi1,cbi2,cbi3,cbi4,cbi5,cbi6,cbi7,cbi8,cbi9,cbi10,cbi11,cbi12,cbi13,cbi14,cbi15,cbi16,cbi17,cbi18,cbi19,cbi20,cbi21,cbi22,cbi23,cbi24,cbi25,cbi26,cbi27,cbi28,age,gender,study,id
0,1,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,20.0,1,JRP,student_190
0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19.0,1,JRP,student_191
0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,19.0,1,JRP,student_192
0,3,0,0,2,0,0,0,3,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,19.0,1,JRP,student_193
0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,3,1,0,0,0,1,1,0,1,0,1,0,46.0,1,JRP,student_194
0,3,0,0,1,1,0,2,3,0,1,0,0,0,0,0,0,1,0,2,3,1,1,0,0,0,0,0,19.0,1,JRP,student_195
1,2,0,1,2,0,0,0,3,1,0,0,3,1,0,0,0,3,3,1,3,0,3,0,3,3,1,1,18.0,1,JRP,student_196
0,3,0,1,3,1,0,0,1,1,0,0,3,0,0,0,1,2,0,0,0,1,2,0,0,0,1,1,19.0,1,JRP,student_197
0,3,0,2,3,0,0,0,2,1,0,1,2,0,0,1,2,2,0,0,1,0,2,0,0,3,1,2,18.0,1,JRP,student_198
0,1,0,0,2,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0,1,JRP,student_199
2,1,1,1,2,0,0,0,2,0,2,0,0,1,0,0,0,3,0,3,0,0,2,1,0,2,0,1,18.0,1,JRP,student_200
1,2,0,1,1,0,1,2,3,0,1,0,1,2,0,1,1,0,2,3,3,0,0,1,0,0,0,0,19.0,1,JRP,student_201
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0,1,JRP,student_202
1,2,0,1,1,0,3,0,0,0,1,0,1,0,0,3,2,1,3,1,0,0,3,0,0,0,1,0,18.0,1,JRP,student_203
1,3,0,3,2,0,0,0,0,0,2,0,0,1,1,0,1,2,0,0,1,0,3,2,0,1,3,0,18.0,1,JRP,student_204
1,3,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2,1,0,2,0,0,18.0,1,JRP,student_205
2,1,0,1,0,0,1,0,3,0,0,0,0,3,0,3,0,0,3,0,3,0,0,1,0,3,1,0,18.0,1,JRP,student_206
0,0,1,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,18.0,1,JRP,student_207
0,3,0,1,3,1,0,1,2,1,0,1,1,1,0,1,1,0,0,1,2,3,3,1,1,0,0,1,18.0,1,JRP,student_208
0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,2,0,2,0,0,2,0,0,18.0,1,JRP,student_209
0,2,0,1,3,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,2,0,0,0,2,0,18.0,0,JRP,student_210
1,0,0,1,2,0,0,0,3,0,0,0,0,0,0,2,3,0,2,1,1,0,3,0,0,1,0,3,18.0,1,JRP,student_211
1,3,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,1,3,0,0,18.0,1,JRP,student_212
0,2,0,1,2,0,0,0,3,0,0,0,1,0,0,0,0,3,1,0,2,1,1,0,1,0,0,1,18.0,1,JRP,student_213
1,1,1,0,2,0,1,0,2,0,1,0,0,1,0,0,0,0,1,3,1,2,1,0,1,1,2,0,20.0,0,JRP,student_214
0,1,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,18.0,1,JRP,student_215
1,1,0,0,2,0,1,0,0,0,0,0,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,27.0,1,JRP,student_216
1,3,0,2,3,2,1,0,2,0,0,1,2,0,0,1,2,1,0,1,1,0,3,1,0,2,1,2,18.0,1,JRP,student_217
0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,19.0,0,JRP,student_218
0,1,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,19.0,1,JRP,student_219
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.0,1,JRP,student_220
3,3,0,0,3,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,2,2,18.0,1,JRP,student_221
0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,1,0,0,0,1,0,0,18.0,0,JRP,student_222
0,2,0,1,2,0,0,0,1,0,3,0,0,1,0,0,0,1,0,2,0,0,1,1,0,1,0,0,18.0,1,JRP,student_223
0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,1,0,18.0,1,JRP,student_224
0,0,0,1,3,0,0,2,3,0,0,0,0,1,0,0,0,1,2,1,2,1,1,1,0,0,0,0,18.0,1,JRP,student_225
0,1,0,0,1,1,0,0,2,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,19.0,1,JRP,student_226
0,3,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,2,1,0,0,1,1,0,22.0,1,JRP,student_227
0,3,0,0,2,0,0,1,0,0,2,0,0,1,0,0,2,2,0,0,0,0,3,0,0,0,0,0,18.0,1,JRP,student_228
1,1,0,1,2,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,19.0,1,JRP,student_229
0,3,0,0,3,0,0,0,0,0,0,0,2,0,0,1,0,3,0,0,0,0,3,0,0,1,0,0,18.0,1,JRP,student_230
1,3,0,1,3,0,1,1,2,0,1,0,0,0,0,0,2,2,0,1,0,0,0,1,0,0,1,0,18.0,1,JRP,student_231
2,3,0,1,1,0,0,0,3,0,0,0,1,1,0,0,2,1,0,3,0,0,1,0,0,0,0,2,18.0,1,JRP,student_232
1,1,0,2,2,0,0,0,1,0,1,1,0,0,0,0,2,1,1,1,1,2,1,1,0,1,0,0,19.0,1,JRP,student_233
0,1,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,2,1,0,2,0,0,2,0,0,18.0,1,JRP,student_234
0,3,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,19.0,1,JRP,student_235
1,1,0,1,0,1,1,1,3,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,18.0,1,JRP,student_236
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,19.0,1,JRP,student_237
0,0,0,0,0,0,0,1,3,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,34.0,1,JRP,student_238
2,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,20.0,1,JRP,student_239
2,1,0,0,1,0,0,0,2,0,1,0,1,0,0,0,0,1,1,2,1,0,0,0,0,1,1,1,20.0,0,JRP,student_240
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,32.0,1,JRP,student_241
0,1,0,1,3,0,0,0,3,0,0,0,3,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,18.0,1,JRP,student_242
1,2,0,0,2,0,1,0,3,0,0,0,2,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,18.0,1,JRP,student_243
0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0,18.0,1,JRP,student_244
0,3,0,1,3,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,18.0,1,JRP,student_245
2,2,1,2,3,1,0,1,1,0,1,1,1,0,0,1,0,2,0,1,1,1,2,1,2,0,1,2,19.0,1,JRP,student_246
0,1,0,1,3,0,1,1,1,0,1,1,1,1,0,1,0,0,0,1,1,1,2,1,1,1,2,2,19.0,1,JRP,student_247
1,0,0,3,2,0,0,0,0,0,1,0,0,1,0,3,0,0,3,0,0,0,2,0,0,0,0,1,20.0,1,JRP,student_248
0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,18.0,0,JRP,student_249
3,1,1,0,1,1,2,1,1,0,1,1,2,3,0,1,0,0,1,1,0,0,1,0,1,3,1,0,18.0,1,JRP,student_250
3,3,1,3,2,1,1,3,3,0,1,1,1,1,0,1,2,3,2,1,3,3,1,1,0,3,1,1,22.0,1,JRP,student_251
1,2,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,19.0,1,JRP,student_252
1,2,0,1,1,0,0,0,1,0,2,1,0,1,0,0,1,0,1,0,0,0,2,0,0,1,0,1,18.0,1,JRP,student_253
3,1,1,0,3,0,0,0,3,0,3,1,1,3,0,1,1,3,3,3,1,0,1,1,0,3,1,3,20.0,0,JRP,student_254
1,3,1,1,3,0,1,1,2,2,1,0,1,0,0,0,1,0,3,1,3,0,3,0,2,2,1,2,20.0,0,JRP,student_255
1,1,0,0,0,0,0,0,3,0,2,0,0,0,1,0,0,0,3,3,0,0,0,1,0,3,3,0,20.0,0,JRP,student_256
1,2,0,0,1,1,1,0,2,1,0,1,0,1,0,0,0,0,0,0,3,0,2,0,0,1,0,1,19.0,1,JRP,student_257
2,3,0,3,2,1,0,1,1,0,0,0,2,1,0,0,2,1,0,1,0,1,3,0,1,0,0,1,18.0,1,JRP,student_258
1,2,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,19.0,1,JRP,student_259
0,3,0,2,3,3,0,0,1,0,0,0,1,0,0,0,1,2,0,1,1,2,2,0,1,3,1,0,19.0,1,JRP,student_260
1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,19.0,1,JRP,student_261
0,3,0,3,3,3,0,0,3,0,0,0,0,0,0,0,1,3,2,0,0,3,2,0,0,0,0,0,53.0,1,JRP,student_262
2,1,0,1,1,0,0,0,3,0,2,0,0,1,0,0,0,0,2,3,3,2,0,0,2,0,0,0,18.0,1,JRP,student_263
0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,1,19.0,1,JRP,student_264
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,18.0,1,JRP,student_265
0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,3,0,3,3,0,3,3,0,2,19.0,1,JRP,student_266
3,3,0,3,3,0,1,1,3,0,1,0,0,2,0,0,0,3,3,1,1,1,3,3,1,3,1,1,18.0,1,JRP,student_267
0,0,0,0,0,0,1,1,3,1,0,0,1,0,0,0,0,0,0,3,3,2,0,0,0,0,1,0,20.0,1,JRP,student_268
1,3,0,1,2,0,0,0,3,0,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,3,0,0,19.0,1,JRP,student_269
3,3,0,1,3,0,0,0,3,0,1,0,1,0,0,1,2,3,3,0,0,0,3,3,2,3,1,2,18.0,1,JRP,student_270
1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,21.0,0,JRP,student_271
3,3,1,3,3,0,0,3,0,1,1,1,0,2,0,0,0,0,3,0,3,0,0,1,1,3,0,0,18.0,0,JRP,student_272
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0,1,JRP,student_273
1,1,0,2,3,0,1,1,2,0,1,0,0,1,0,1,1,1,1,2,1,2,1,2,0,1,1,0,18.0,1,JRP,student_274
0,1,0,0,2,0,0,0,3,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,18.0,1,JRP,student_275
1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,18.0,1,JRP,student_276
0,2,0,1,1,0,0,0,0,0,0,0,1,0,1,2,0,0,0,2,0,0,0,0,0,0,1,0,18.0,0,JRP,student_277
0,1,1,0,2,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,1,2,0,0,1,2,0,19.0,0,JRP,student_278
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20.0,0,JRP,student_279
3,3,0,1,3,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,3,0,18.0,1,JRP,student_280
0,1,0,1,3,0,0,0,2,0,1,0,0,0,0,0,1,0,0,1,0,0,3,0,0,1,1,3,18.0,1,JRP,student_281
0,0,2,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,1,3,3,0,0,0,0,1,3,0,18.0,0,JRP,student_282
2,3,0,2,1,0,1,0,3,0,1,0,0,1,0,0,1,0,0,3,1,3,1,0,0,0,1,1,18.0,0,JRP,student_283
1,3,0,1,3,0,1,3,3,3,3,0,0,0,0,0,0,1,0,3,3,3,0,0,2,0,0,0,20.0,1,JRP,student_284
0,0,0,1,3,0,0,1,3,0,0,0,1,0,0,0,0,0,0,3,3,0,3,0,1,0,0,0,18.0,1,JRP,student_285
3,2,0,1,1,0,0,1,1,1,2,0,0,1,0,0,0,0,0,3,1,0,2,1,0,2,1,2,18.0,1,JRP,student_286
0,3,1,0,3,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,2,1,18.0,1,JRP,student_287
1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,18.0,1,JRP,student_288
1,2,0,0,2,1,0,0,0,0,0,0,2,0,0,0,0,2,1,0,0,1,1,0,0,0,0,1,18.0,1,JRP,student_289
0,2,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,19.0,1,JRP,student_290
0,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,1,0,0,1,1,1,18.0,1,JRP,student_291
0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0,1,JRP,student_292
1,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,3,1,0,3,2,3,19.0,1,JRP,student_293
0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,3,0,0,0,0,1,18.0,1,JRP,student_294
1,3,0,1,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,19.0,1,JRP,student_295
0,3,0,1,2,0,0,0,3,0,0,0,1,0,0,0,0,1,0,2,1,0,2,0,0,0,0,0,18.0,1,JRP,student_296
1,2,1,3,3,1,0,0,1,0,0,0,1,1,0,2,0,0,3,2,0,0,2,2,1,3,0,1,18.0,1,JRP,student_297
1,3,1,2,3,0,0,3,3,0,1,0,0,0,0,0,1,0,0,0,2,2,2,0,0,3,0,1,18.0,1,JRP,student_298
1,2,0,3,3,2,0,0,0,2,2,0,1,1,0,2,3,3,0,2,1,3,3,1,1,1,2,3,18.0,1,JRP,student_299
0,1,0,1,1,0,0,2,2,0,1,0,0,0,0,0,0,1,0,1,1,0,2,0,0,0,0,0,18.0,1,JRP,student_300
2,3,0,1,3,1,1,1,3,0,1,1,3,3,0,3,3,1,1,3,0,0,3,1,0,3,3,0,18.0,1,JRP,student_301
1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,2,0,0,0,2,0,0,1,0,1,18.0,1,JRP,student_302
0,0,0,1,3,0,0,0,0,0,1,1,1,0,1,0,2,3,0,2,0,0,3,1,1,0,2,0,18.0,1,JRP,student_303
3,0,0,1,2,0,0,0,1,0,0,0,1,2,0,0,3,1,3,1,1,0,3,0,0,3,0,1,18.0,1,JRP,student_304
0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,2,0,3,2,0,1,1,0,0,3,0,0,18.0,1,JRP,student_305
2,2,0,1,0,0,2,0,2,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,1,1,0,18.0,0,JRP,student_306
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,18.0,0,JRP,student_307
0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,22.0,0,JRP,student_308
0,3,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,20.0,1,JRP,student_309
0,2,0,0,2,1,0,1,0,1,0,0,1,0,0,2,0,2,1,2,1,0,2,0,0,2,1,1,18.0,1,JRP,student_310
0,0,1,1,3,1,1,0,1,0,1,1,1,2,0,0,1,0,2,2,0,0,0,1,1,0,2,2,18.0,0,JRP,student_311
0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,19.0,1,JRP,student_312
0,3,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,18.0,1,JRP,student_313
0,1,0,3,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,18.0,0,JRP,student_314
3,3,3,0,3,1,1,2,3,1,0,0,3,3,0,0,1,2,3,3,3,0,3,0,0,3,0,0,19.0,1,JRP,student_315
0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0,1,JRP,student_316
1,0,1,0,2,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,2,1,1,19.0,0,JRP,student_317
0,3,0,0,2,0,0,0,0,0,2,0,1,1,0,0,1,0,0,2,0,0,0,0,0,0,0,1,18.0,1,JRP,student_318
3,2,0,0,3,0,1,0,0,0,3,0,1,3,0,0,0,0,3,1,0,0,0,1,3,3,0,0,18.0,0,JRP,student_319
0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,18.0,1,JRP,student_320
1,0,0,1,2,0,1,0,2,0,1,0,0,0,0,0,0,0,0,1,1,1,3,1,1,1,0,0,18.0,1,JRP,student_321
0,2,0,1,1,0,0,1,2,0,2,1,0,0,0,0,1,1,2,3,1,2,1,0,1,1,0,1,18.0,1,JRP,student_322
1,0,0,1,3,0,0,2,3,1,1,0,0,1,0,0,0,0,0,2,3,1,1,0,3,3,0,1,18.0,1,JRP,student_323
2,2,0,0,3,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,3,0,0,0,0,0,18.0,1,JRP,student_324
1,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,18.0,1,JRP,student_325
0,3,0,2,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,18.0,0,JRP,student_326
0,1,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,1,JRP,student_327
3,2,1,0,1,2,3,0,1,0,3,1,0,3,1,3,0,2,3,1,1,2,2,3,1,3,1,1,19.0,0,JRP,student_328
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0,0,JRP,student_329
0,0,0,1,3,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,1,0,3,0,0,0,1,1,18.0,1,JRP,student_330
0,2,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18.0,1,JRP,student_331
1,3,0,1,2,0,0,0,2,0,1,1,0,0,0,1,0,1,0,0,1,0,2,0,0,1,1,0,19.0,1,JRP,student_332
0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,18.0,0,JRP,student_333
1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,18.0,1,JRP,student_334
3,3,3,0,3,3,3,0,2,0,0,0,3,0,1,3,1,1,3,1,1,1,3,0,1,3,1,3,18.0,1,JRP,student_335
2,1,1,0,3,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,3,3,2,0,2,1,0,18.0,1,JRP,student_336
0,3,0,2,3,2,1,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,2,0,0,0,0,0,18.0,1,JRP,student_337
1,1,0,0,1,1,0,0,3,0,1,0,0,0,1,0,0,1,3,1,0,0,1,1,0,1,1,0,18.0,0,JRP,student_338
2,3,0,3,3,0,1,0,0,0,1,0,0,3,0,1,0,0,3,2,0,0,3,1,0,3,0,0,19.0,1,JRP,student_339
3,1,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,3,3,0,0,3,3,0,3,0,1,19.0,1,JRP,student_340
3,3,2,2,3,1,3,2,3,0,1,0,2,1,0,0,1,1,3,2,3,1,3,2,0,3,1,3,21.0,1,JRP,student_341
0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,1,0,0,1,0,3,0,0,19.0,1,JRP,student_342
3,1,1,2,3,0,2,1,1,0,3,0,1,3,0,0,1,1,3,3,3,2,1,2,3,3,3,1,18.0,0,JRP,student_343
3,3,0,1,3,0,1,0,3,0,2,0,1,3,0,0,0,0,3,3,2,0,0,3,1,3,0,0,18.0,0,JRP,student_344
3,1,0,0,1,0,3,1,2,0,2,1,0,3,0,0,0,0,3,1,2,0,1,1,0,3,1,0,18.0,1,JRP,student_345
0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,1,21.0,1,MDDr15,student_346
0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0,1,MDDr15,student_347
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,25.0,1,MDDr15,student_348
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,1,MDDr15,student_349
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,1,MDDr15,student_350
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19.0,1,MDDr15,student_351
0,2,0,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,20.0,1,MDDr15,student_352
1,1,0,0,1,0,0,0,2,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,2,1,0,22.0,1,MDDr15,student_353
1,2,0,1,2,0,0,2,3,2,1,1,0,0,1,1,1,1,1,0,2,2,0,1,1,0,1,1,25.0,0,MDDr15,student_354
0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,2,0,0,20.0,1,MDDr15,student_355
1,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,1,2,1,1,0,2,0,0,2,0,0,20.0,1,MDDr15,student_356
1,0,0,3,0,0,0,0,1,0,1,0,0,1,0,0,0,0,3,0,0,0,1,0,0,1,0,0,19.0,0,MDDr15,student_357
0,2,0,0,2,0,0,1,3,3,1,2,0,0,0,0,0,1,3,2,3,0,1,1,0,0,0,0,22.0,1,MDDr15,student_358
0,2,0,0,2,0,0,0,3,0,1,0,0,0,1,1,2,0,1,3,0,2,1,0,2,1,0,1,21.0,1,MDDr15,student_359
2,1,0,1,1,0,1,0,1,0,1,0,0,2,0,0,0,0,3,1,1,0,1,0,0,3,0,1,27.0,1,MDDr15,student_360
3,2,1,0,3,0,3,2,1,1,2,3,3,3,3,3,3,2,3,1,3,1,3,3,1,3,3,3,30.0,1,MDDr15,student_361
0,0,0,2,0,0,0,2,3,0,1,1,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,23.0,1,MDDr15,student_362
3,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,3,0,0,0,0,3,0,3,0,0,22.0,0,MDDr15,student_363
0,2,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,19.0,1,MDDr15,student_364
0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,19.0,1,MDDr15,student_365
2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,1,0,0,20.0,1,MDDr15,student_366
3,3,0,0,2,0,0,2,3,0,0,1,0,2,0,0,0,0,3,3,3,0,1,0,0,2,0,0,20.0,1,MDDr15,student_367
3,0,1,0,1,0,1,0,0,0,2,0,1,2,0,0,0,0,3,0,0,1,0,2,3,3,2,1,19.0,1,MDDr15,student_368
0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,3,0,0,0,0,0,0,2,1,0,19.0,0,MDDr15,student_369
3,3,0,0,2,1,2,0,2,0,2,0,0,3,0,3,1,1,3,1,0,1,3,3,2,3,1,1,20.0,1,MDDr15,student_370
1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,2,0,0,2,2,1,23.0,1,MDDr15,student_371
0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,3,1,0,1,0,0,0,0,0,28.0,1,MDDr15,student_372
0,0,2,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,2,1,0,0,23.0,1,MDDr15,student_373
2,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,2,2,0,0,1,0,1,20.0,1,MDDr15,student_374
1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,23.0,1,MDDr15,student_375
0,2,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,2,0,0,0,0,0,39.0,0,MDDr15,student_376
0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,3,1,1,0,1,3,0,37.0,0,MDDr15,student_377
0,2,0,0,2,0,0,2,0,0,1,1,0,0,0,2,0,3,0,0,0,2,3,0,0,0,0,0,25.0,1,MDDr15,student_378
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,21.0,0,MDDr15,student_379
1,2,0,0,2,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,18.0,1,MDDr15,student_380
0,3,0,1,3,0,0,0,3,0,0,0,2,1,0,0,0,1,0,1,3,0,3,1,1,0,1,0,21.0,1,MDDr15,student_381
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.0,1,MDDr15,student_382
1,1,0,1,3,0,0,0,2,0,0,0,0,1,0,0,1,0,1,1,3,0,0,0,0,0,1,0,21.0,1,MDDr15,student_383
0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20.0,1,MDDr15,student_384
1,1,1,0,2,1,1,0,1,1,2,1,2,3,1,1,0,1,0,1,1,3,1,1,1,1,3,1,38.0,0,MDDr15,student_385
