"table","section_id","item","instrument","instructions","section_prompt","item_text","item_text_translated","correct_response","option_text","option_text_translated","resp","language"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_G2","FAD_G_18","Free Will and Determinism-Plus, Japanese translation FAD-J (Goto et al. 2015)",NA,"Scientific Determinism","人間の行動は他の動物たちと同じように、いつも自然の摂理に従っている","As with other animals, human behavior always follows the laws of nature.",NA,"とてもよくあてはまる","Strongly agree",5,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_G4","FAD_G_19","Free Will and Determinism-Plus, Japanese translation FAD-J (Goto et al. 2015)",NA,"Unpredictability","日々の出来事は全くもって一貫性を持たないため、先を予測することは難しい","Life is hard to predict because it is almost totally random.",NA,"まったくあてはまらない","Strongly disagree",1,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_G4","FAD_G_19","Free Will and Determinism-Plus, Japanese translation FAD-J (Goto et al. 2015)",NA,"Unpredictability","日々の出来事は全くもって一貫性を持たないため、先を予測することは難しい","Life is hard to predict because it is almost totally random.",NA,NA,NA,2,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_G4","FAD_G_19","Free Will and Determinism-Plus, Japanese translation FAD-J (Goto et al. 2015)",NA,"Unpredictability","日々の出来事は全くもって一貫性を持たないため、先を予測することは難しい","Life is hard to predict because it is almost totally random.",NA,NA,NA,3,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_G4","FAD_G_19","Free Will and Determinism-Plus, Japanese translation FAD-J (Goto et al. 2015)",NA,"Unpredictability","日々の出来事は全くもって一貫性を持たないため、先を予測することは難しい","Life is hard to predict because it is almost totally random.",NA,NA,NA,4,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_G4","FAD_G_19","Free Will and Determinism-Plus, Japanese translation FAD-J (Goto et al. 2015)",NA,"Unpredictability","日々の出来事は全くもって一貫性を持たないため、先を予測することは難しい","Life is hard to predict because it is almost totally random.",NA,"とてもよくあてはまる","Strongly agree",5,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_G4","FAD_G_20","Free Will and Determinism-Plus, Japanese translation FAD-J (Goto et al. 2015)",NA,"Unpredictability","人生は運に負うところが大きい","Luck plays a big role in people's lives.",NA,"まったくあてはまらない","Strongly disagree",1,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_G4","FAD_G_20","Free Will and Determinism-Plus, Japanese translation FAD-J (Goto et al. 2015)",NA,"Unpredictability","人生は運に負うところが大きい","Luck plays a big role in people's lives.",NA,NA,NA,2,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_G4","FAD_G_20","Free Will and Determinism-Plus, Japanese translation FAD-J (Goto et al. 2015)",NA,"Unpredictability","人生は運に負うところが大きい","Luck plays a big role in people's lives.",NA,NA,NA,3,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_G4","FAD_G_20","Free Will and Determinism-Plus, Japanese translation FAD-J (Goto et al. 2015)",NA,"Unpredictability","人生は運に負うところが大きい","Luck plays a big role in people's lives.",NA,NA,NA,4,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_G4","FAD_G_20","Free Will and Determinism-Plus, Japanese translation FAD-J (Goto et al. 2015)",NA,"Unpredictability","人生は運に負うところが大きい","Luck plays a big role in people's lives.",NA,"とてもよくあてはまる","Strongly agree",5,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_G1","FAD_G_21","Free Will and Determinism-Plus, Japanese translation FAD-J (Goto et al. 2015)",NA,"Free Will","人は自らの自由な意志や思考で行動している","People have complete free will.",NA,"まったくあてはまらない","Strongly disagree",1,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_G1","FAD_G_21","Free Will and Determinism-Plus, Japanese translation FAD-J (Goto et al. 2015)",NA,"Free Will","人は自らの自由な意志や思考で行動している","People have complete free will.",NA,NA,NA,2,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_G1","FAD_G_21","Free Will and Determinism-Plus, Japanese translation FAD-J (Goto et al. 2015)",NA,"Free Will","人は自らの自由な意志や思考で行動している","People have complete free will.",NA,NA,NA,3,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_G1","FAD_G_21","Free Will and Determinism-Plus, Japanese translation FAD-J (Goto et al. 2015)",NA,"Free Will","人は自らの自由な意志や思考で行動している","People have complete free will.",NA,NA,NA,4,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_G1","FAD_G_21","Free Will and Determinism-Plus, Japanese translation FAD-J (Goto et al. 2015)",NA,"Free Will","人は自らの自由な意志や思考で行動している","People have complete free will.",NA,"とてもよくあてはまる","Strongly agree",5,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_G2","FAD_G_22","Free Will and Determinism-Plus, Japanese translation FAD-J (Goto et al. 2015)",NA,"Scientific Determinism","親の持つ性質は、子どもの性質を決めている","Parents' character will determine the character of their children.",NA,"まったくあてはまらない","Strongly disagree",1,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_G2","FAD_G_22","Free Will and Determinism-Plus, Japanese translation FAD-J (Goto et al. 2015)",NA,"Scientific Determinism","親の持つ性質は、子どもの性質を決めている","Parents' character will determine the character of their children.",NA,NA,NA,2,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_G2","FAD_G_22","Free Will and Determinism-Plus, Japanese translation FAD-J (Goto et al. 2015)",NA,"Scientific Determinism","親の持つ性質は、子どもの性質を決めている","Parents' character will determine the character of their children.",NA,NA,NA,3,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_G2","FAD_G_22","Free Will and Determinism-Plus, Japanese translation FAD-J (Goto et al. 2015)",NA,"Scientific Determinism","親の持つ性質は、子どもの性質を決めている","Parents' character will determine the character of their children.",NA,NA,NA,4,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_G2","FAD_G_22","Free Will and Determinism-Plus, Japanese translation FAD-J (Goto et al. 2015)",NA,"Scientific Determinism","親の持つ性質は、子どもの性質を決めている","Parents' character will determine the character of their children.",NA,"とてもよくあてはまる","Strongly agree",5,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_G1","FAD_G_23","Free Will and Determinism-Plus, Japanese translation FAD-J (Goto et al. 2015)",NA,"Free Will","人は、自分のあやまちにいつも責任を負っている","People are always at fault for their bad behavior.",NA,"まったくあてはまらない","Strongly disagree",1,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_G1","FAD_G_23","Free Will and Determinism-Plus, Japanese translation FAD-J (Goto et al. 2015)",NA,"Free Will","人は、自分のあやまちにいつも責任を負っている","People are always at fault for their bad behavior.",NA,NA,NA,2,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_G1","FAD_G_23","Free Will and Determinism-Plus, Japanese translation FAD-J (Goto et al. 2015)",NA,"Free Will","人は、自分のあやまちにいつも責任を負っている","People are always at fault for their bad behavior.",NA,NA,NA,3,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_G1","FAD_G_23","Free Will and Determinism-Plus, Japanese translation FAD-J (Goto et al. 2015)",NA,"Free Will","人は、自分のあやまちにいつも責任を負っている","People are always at fault for their bad behavior.",NA,NA,NA,4,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_G1","FAD_G_23","Free Will and Determinism-Plus, Japanese translation FAD-J (Goto et al. 2015)",NA,"Free Will","人は、自分のあやまちにいつも責任を負っている","People are always at fault for their bad behavior.",NA,"とてもよくあてはまる","Strongly agree",5,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_G2","FAD_G_24","Free Will and Determinism-Plus, Japanese translation FAD-J (Goto et al. 2015)",NA,"Scientific Determinism","大人になってから成功するかは子どもの頃の環境で決まる","Childhood environment will determine your success as an adult.",NA,"まったくあてはまらない","Strongly disagree",1,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_G2","FAD_G_24","Free Will and Determinism-Plus, Japanese translation FAD-J (Goto et al. 2015)",NA,"Scientific Determinism","大人になってから成功するかは子どもの頃の環境で決まる","Childhood environment will determine your success as an adult.",NA,NA,NA,2,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_G2","FAD_G_24","Free Will and Determinism-Plus, Japanese translation FAD-J (Goto et al. 2015)",NA,"Scientific Determinism","大人になってから成功するかは子どもの頃の環境で決まる","Childhood environment will determine your success as an adult.",NA,NA,NA,3,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_G2","FAD_G_24","Free Will and Determinism-Plus, Japanese translation FAD-J (Goto et al. 2015)",NA,"Scientific Determinism","大人になってから成功するかは子どもの頃の環境で決まる","Childhood environment will determine your success as an adult.",NA,NA,NA,4,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_G2","FAD_G_24","Free Will and Determinism-Plus, Japanese translation FAD-J (Goto et al. 2015)",NA,"Scientific Determinism","大人になってから成功するかは子どもの頃の環境で決まる","Childhood environment will determine your success as an adult.",NA,"とてもよくあてはまる","Strongly agree",5,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_G4","FAD_G_25","Free Will and Determinism-Plus, Japanese translation FAD-J (Goto et al. 2015)",NA,"Unpredictability","人に起こる出来事は、偶然の産物である","What happens to people is a matter of chance.",NA,"まったくあてはまらない","Strongly disagree",1,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_G4","FAD_G_25","Free Will and Determinism-Plus, Japanese translation FAD-J (Goto et al. 2015)",NA,"Unpredictability","人に起こる出来事は、偶然の産物である","What happens to people is a matter of chance.",NA,NA,NA,2,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_G4","FAD_G_25","Free Will and Determinism-Plus, Japanese translation FAD-J (Goto et al. 2015)",NA,"Unpredictability","人に起こる出来事は、偶然の産物である","What happens to people is a matter of chance.",NA,NA,NA,3,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_G4","FAD_G_25","Free Will and Determinism-Plus, Japanese translation FAD-J (Goto et al. 2015)",NA,"Unpredictability","人に起こる出来事は、偶然の産物である","What happens to people is a matter of chance.",NA,NA,NA,4,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_G4","FAD_G_25","Free Will and Determinism-Plus, Japanese translation FAD-J (Goto et al. 2015)",NA,"Unpredictability","人に起こる出来事は、偶然の産物である","What happens to people is a matter of chance.",NA,"とてもよくあてはまる","Strongly agree",5,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_G1","FAD_G_26","Free Will and Determinism-Plus, Japanese translation FAD-J (Goto et al. 2015)",NA,"Free Will","精神力が強ければ、自分に生じた欲望をいつも抑えることができる","Strength of mind can always overcome the body's desires.",NA,"まったくあてはまらない","Strongly disagree",1,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_G1","FAD_G_26","Free Will and Determinism-Plus, Japanese translation FAD-J (Goto et al. 2015)",NA,"Free Will","精神力が強ければ、自分に生じた欲望をいつも抑えることができる","Strength of mind can always overcome the body's desires.",NA,NA,NA,2,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_G1","FAD_G_26","Free Will and Determinism-Plus, Japanese translation FAD-J (Goto et al. 2015)",NA,"Free Will","精神力が強ければ、自分に生じた欲望をいつも抑えることができる","Strength of mind can always overcome the body's desires.",NA,NA,NA,3,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_G1","FAD_G_26","Free Will and Determinism-Plus, Japanese translation FAD-J (Goto et al. 2015)",NA,"Free Will","精神力が強ければ、自分に生じた欲望をいつも抑えることができる","Strength of mind can always overcome the body's desires.",NA,NA,NA,4,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_G1","FAD_G_26","Free Will and Determinism-Plus, Japanese translation FAD-J (Goto et al. 2015)",NA,"Free Will","精神力が強ければ、自分に生じた欲望をいつも抑えることができる","Strength of mind can always overcome the body's desires.",NA,"とてもよくあてはまる","Strongly agree",5,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_G4","FAD_G_27","Free Will and Determinism-Plus, Japanese translation FAD-J (Goto et al. 2015)",NA,"Unpredictability","人の将来は予測することができない","People's futures cannot be predicted.",NA,"まったくあてはまらない","Strongly disagree",1,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_G4","FAD_G_27","Free Will and Determinism-Plus, Japanese translation FAD-J (Goto et al. 2015)",NA,"Unpredictability","人の将来は予測することができない","People's futures cannot be predicted.",NA,NA,NA,2,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_G4","FAD_G_27","Free Will and Determinism-Plus, Japanese translation FAD-J (Goto et al. 2015)",NA,"Unpredictability","人の将来は予測することができない","People's futures cannot be predicted.",NA,NA,NA,3,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_G4","FAD_G_27","Free Will and Determinism-Plus, Japanese translation FAD-J (Goto et al. 2015)",NA,"Unpredictability","人の将来は予測することができない","People's futures cannot be predicted.",NA,NA,NA,4,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_G4","FAD_G_27","Free Will and Determinism-Plus, Japanese translation FAD-J (Goto et al. 2015)",NA,"Unpredictability","人の将来は予測することができない","People's futures cannot be predicted.",NA,"とてもよくあてはまる","Strongly agree",5,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W3","FAD_W_1","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Fatalistic Determinism","未来は運命によってすでに決定されていると思う","I believe that the future has already been determined by fate.",NA,"まったくあてはまらない","Strongly disagree",1,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W3","FAD_W_1","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Fatalistic Determinism","未来は運命によってすでに決定されていると思う","I believe that the future has already been determined by fate.",NA,NA,NA,2,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W3","FAD_W_1","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Fatalistic Determinism","未来は運命によってすでに決定されていると思う","I believe that the future has already been determined by fate.",NA,NA,NA,3,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W3","FAD_W_1","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Fatalistic Determinism","未来は運命によってすでに決定されていると思う","I believe that the future has already been determined by fate.",NA,NA,NA,4,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W3","FAD_W_1","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Fatalistic Determinism","未来は運命によってすでに決定されていると思う","I believe that the future has already been determined by fate.",NA,"とてもよくあてはまる","Strongly agree",5,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W2","FAD_W_2","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Scientific Determinism","人の生物学的な形質が、その人の才能や性格を決定する","People's biological makeup determines their talents and personality.",NA,"まったくあてはまらない","Strongly disagree",1,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W2","FAD_W_2","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Scientific Determinism","人の生物学的な形質が、その人の才能や性格を決定する","People's biological makeup determines their talents and personality.",NA,NA,NA,2,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W2","FAD_W_2","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Scientific Determinism","人の生物学的な形質が、その人の才能や性格を決定する","People's biological makeup determines their talents and personality.",NA,NA,NA,3,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W2","FAD_W_2","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Scientific Determinism","人の生物学的な形質が、その人の才能や性格を決定する","People's biological makeup determines their talents and personality.",NA,NA,NA,4,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W2","FAD_W_2","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Scientific Determinism","人の生物学的な形質が、その人の才能や性格を決定する","People's biological makeup determines their talents and personality.",NA,"とてもよくあてはまる","Strongly agree",5,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W4","FAD_W_3","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Unpredictability","偶発的な出来事が人類の歴史の主要な要因となっているように思う","Chance events seem to be the major cause of human history.",NA,"まったくあてはまらない","Strongly disagree",1,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W4","FAD_W_3","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Unpredictability","偶発的な出来事が人類の歴史の主要な要因となっているように思う","Chance events seem to be the major cause of human history.",NA,NA,NA,2,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W4","FAD_W_3","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Unpredictability","偶発的な出来事が人類の歴史の主要な要因となっているように思う","Chance events seem to be the major cause of human history.",NA,NA,NA,3,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W4","FAD_W_3","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Unpredictability","偶発的な出来事が人類の歴史の主要な要因となっているように思う","Chance events seem to be the major cause of human history.",NA,NA,NA,4,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W4","FAD_W_3","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Unpredictability","偶発的な出来事が人類の歴史の主要な要因となっているように思う","Chance events seem to be the major cause of human history.",NA,"とてもよくあてはまる","Strongly agree",5,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W1","FAD_W_4","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Free Will","人々は自分自身が下す決定を完全にコントロールしている","People have complete control over the decisions they make.",NA,"まったくあてはまらない","Strongly disagree",1,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W1","FAD_W_4","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Free Will","人々は自分自身が下す決定を完全にコントロールしている","People have complete control over the decisions they make.",NA,NA,NA,2,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W1","FAD_W_4","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Free Will","人々は自分自身が下す決定を完全にコントロールしている","People have complete control over the decisions they make.",NA,NA,NA,3,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W1","FAD_W_4","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Free Will","人々は自分自身が下す決定を完全にコントロールしている","People have complete control over the decisions they make.",NA,NA,NA,4,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W1","FAD_W_4","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Free Will","人々は自分自身が下す決定を完全にコントロールしている","People have complete control over the decisions they make.",NA,"とてもよくあてはまる","Strongly agree",5,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W3","FAD_W_5","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Fatalistic Determinism","どんなに努力しても、みずからの宿命を変えることはできない","No matter how hard you try, you can't change your destiny.",NA,"まったくあてはまらない","Strongly disagree",1,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W3","FAD_W_5","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Fatalistic Determinism","どんなに努力しても、みずからの宿命を変えることはできない","No matter how hard you try, you can't change your destiny.",NA,NA,NA,2,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W3","FAD_W_5","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Fatalistic Determinism","どんなに努力しても、みずからの宿命を変えることはできない","No matter how hard you try, you can't change your destiny.",NA,NA,NA,3,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W3","FAD_W_5","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Fatalistic Determinism","どんなに努力しても、みずからの宿命を変えることはできない","No matter how hard you try, you can't change your destiny.",NA,NA,NA,4,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W3","FAD_W_5","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Fatalistic Determinism","どんなに努力しても、みずからの宿命を変えることはできない","No matter how hard you try, you can't change your destiny.",NA,"とてもよくあてはまる","Strongly agree",5,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W2","FAD_W_6","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Scientific Determinism","心理学者や精神科医は、いずれすべての人間行動を解明するだろう","Psychologists and psychiatrists will eventually figure out all human behvior.",NA,"まったくあてはまらない","Strongly disagree",1,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W2","FAD_W_6","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Scientific Determinism","心理学者や精神科医は、いずれすべての人間行動を解明するだろう","Psychologists and psychiatrists will eventually figure out all human behvior.",NA,NA,NA,2,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W2","FAD_W_6","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Scientific Determinism","心理学者や精神科医は、いずれすべての人間行動を解明するだろう","Psychologists and psychiatrists will eventually figure out all human behvior.",NA,NA,NA,3,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W2","FAD_W_6","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Scientific Determinism","心理学者や精神科医は、いずれすべての人間行動を解明するだろう","Psychologists and psychiatrists will eventually figure out all human behvior.",NA,NA,NA,4,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W2","FAD_W_6","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Scientific Determinism","心理学者や精神科医は、いずれすべての人間行動を解明するだろう","Psychologists and psychiatrists will eventually figure out all human behvior.",NA,"とてもよくあてはまる","Strongly agree",5,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W4","FAD_W_7","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Unpredictability","この世界で何が生じるかは、誰も予測ができない","No one can predict what will happen in this world.",NA,"まったくあてはまらない","Strongly disagree",1,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W4","FAD_W_7","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Unpredictability","この世界で何が生じるかは、誰も予測ができない","No one can predict what will happen in this world.",NA,NA,NA,2,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W4","FAD_W_7","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Unpredictability","この世界で何が生じるかは、誰も予測ができない","No one can predict what will happen in this world.",NA,NA,NA,3,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W4","FAD_W_7","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Unpredictability","この世界で何が生じるかは、誰も予測ができない","No one can predict what will happen in this world.",NA,NA,NA,4,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W4","FAD_W_7","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Unpredictability","この世界で何が生じるかは、誰も予測ができない","No one can predict what will happen in this world.",NA,"とてもよくあてはまる","Strongly agree",5,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W1","FAD_W_8","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Free Will","人々は自分がした誤った選択に対して、すべての責任を取らなければならない","People must take full responsibility for any bad choices they make.",NA,"まったくあてはまらない","Strongly disagree",1,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W1","FAD_W_8","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Free Will","人々は自分がした誤った選択に対して、すべての責任を取らなければならない","People must take full responsibility for any bad choices they make.",NA,NA,NA,2,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W1","FAD_W_8","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Free Will","人々は自分がした誤った選択に対して、すべての責任を取らなければならない","People must take full responsibility for any bad choices they make.",NA,NA,NA,3,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W1","FAD_W_8","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Free Will","人々は自分がした誤った選択に対して、すべての責任を取らなければならない","People must take full responsibility for any bad choices they make.",NA,NA,NA,4,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W1","FAD_W_8","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Free Will","人々は自分がした誤った選択に対して、すべての責任を取らなければならない","People must take full responsibility for any bad choices they make.",NA,"とてもよくあてはまる","Strongly agree",5,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W3","FAD_W_9","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Fatalistic Determinism","すべての人には、運命によって未来図が用意されている","Fate already has a plan for everyone.",NA,"まったくあてはまらない","Strongly disagree",1,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W3","FAD_W_9","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Fatalistic Determinism","すべての人には、運命によって未来図が用意されている","Fate already has a plan for everyone.",NA,NA,NA,2,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W3","FAD_W_9","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Fatalistic Determinism","すべての人には、運命によって未来図が用意されている","Fate already has a plan for everyone.",NA,NA,NA,3,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W3","FAD_W_9","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Fatalistic Determinism","すべての人には、運命によって未来図が用意されている","Fate already has a plan for everyone.",NA,NA,NA,4,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W3","FAD_W_9","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Fatalistic Determinism","すべての人には、運命によって未来図が用意されている","Fate already has a plan for everyone.",NA,"とてもよくあてはまる","Strongly agree",5,"Japanese"
"FAD_fadplus_goto2021","FAD_fadplus_goto2021_W2","FAD_W_10","Free Will and Determinism-Plus, Japanese translation FAD+ (Watanabe et al. 2014)",NA,"Scientific Determinism","遺伝子が人の将来を決定する","Your genes determine your future.",NA,"まったくあてはまらない","Strongly disagree",1,"Japanese"
