"table","section_id","item","item_text","correct_response","section_prompt","instrument","instructions","option_text","resp"
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv13","Health",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Neither like nor dislike",4
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv13","Health",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Like a Little",5
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv13","Health",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Like Moderately",6
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv13","Health",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Like Strongly",7
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv14","Horror",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Dislike Strongly",1
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv14","Horror",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Dislike Moderately",2
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv14","Horror",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Dislike a Little",3
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv14","Horror",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Neither like nor dislike",4
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv14","Horror",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Like a Little",5
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv14","Horror",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Like Moderately",6
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv14","Horror",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Like Strongly",7
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv15","Late night talk shows",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Dislike Strongly",1
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv15","Late night talk shows",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Dislike Moderately",2
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv15","Late night talk shows",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Dislike a Little",3
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv15","Late night talk shows",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Neither like nor dislike",4
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv15","Late night talk shows",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Like a Little",5
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv15","Late night talk shows",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Like Moderately",6
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv15","Late night talk shows",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Like Strongly",7
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv16","Lawyer shows",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Dislike Strongly",1
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv16","Lawyer shows",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Dislike Moderately",2
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv16","Lawyer shows",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Dislike a Little",3
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv16","Lawyer shows",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Neither like nor dislike",4
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv16","Lawyer shows",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Like a Little",5
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv16","Lawyer shows",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Like Moderately",6
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv16","Lawyer shows",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Like Strongly",7
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv17","Medical shows",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Dislike Strongly",1
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv17","Medical shows",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Dislike Moderately",2
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv17","Medical shows",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Dislike a Little",3
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv17","Medical shows",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Neither like nor dislike",4
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv17","Medical shows",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Like a Little",5
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv17","Medical shows",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Like Moderately",6
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv17","Medical shows",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Like Strongly",7
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv18","Movie coverage",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Dislike Strongly",1
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv18","Movie coverage",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Dislike Moderately",2
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv18","Movie coverage",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Dislike a Little",3
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv18","Movie coverage",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Neither like nor dislike",4
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv18","Movie coverage",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Like a Little",5
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv18","Movie coverage",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Like Moderately",6
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv18","Movie coverage",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Like Strongly",7
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv19","Made for TV movies",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Dislike Strongly",1
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv19","Made for TV movies",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Dislike Moderately",2
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv19","Made for TV movies",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Dislike a Little",3
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv19","Made for TV movies",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Neither like nor dislike",4
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv19","Made for TV movies",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Like a Little",5
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv19","Made for TV movies",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Like Moderately",6
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv19","Made for TV movies",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Like Strongly",7
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv20","Music television",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Dislike Strongly",1
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv20","Music television",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Dislike Moderately",2
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv20","Music television",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Dislike a Little",3
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv20","Music television",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Neither like nor dislike",4
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv20","Music television",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Like a Little",5
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv20","Music television",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Like Moderately",6
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv20","Music television",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Like Strongly",7
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv21","Mystery",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Dislike Strongly",1
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv21","Mystery",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Dislike Moderately",2
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv21","Mystery",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Dislike a Little",3
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv21","Mystery",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Neither like nor dislike",4
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv21","Mystery",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Like a Little",5
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv21","Mystery",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Like Moderately",6
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv21","Mystery",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Like Strongly",7
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv22","News/current events",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Dislike Strongly",1
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv22","News/current events",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Dislike Moderately",2
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv22","News/current events",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Dislike a Little",3
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv22","News/current events",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Neither like nor dislike",4
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv22","News/current events",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Like a Little",5
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv22","News/current events",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Like Moderately",6
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv22","News/current events",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Like Strongly",7
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv23","Public access",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Dislike Strongly",1
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv23","Public access",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Dislike Moderately",2
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv23","Public access",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Dislike a Little",3
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv23","Public access",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Neither like nor dislike",4
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv23","Public access",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Like a Little",5
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv23","Public access",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Like Moderately",6
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv23","Public access",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Like Strongly",7
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv24","Real-life mysteries",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Dislike Strongly",1
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv24","Real-life mysteries",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Dislike Moderately",2
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv24","Real-life mysteries",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Dislike a Little",3
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv24","Real-life mysteries",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Neither like nor dislike",4
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv24","Real-life mysteries",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Like a Little",5
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv24","Real-life mysteries",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Like Moderately",6
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv24","Real-life mysteries",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Like Strongly",7
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv25","Reality television",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Dislike Strongly",1
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv25","Reality television",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Dislike Moderately",2
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv25","Reality television",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Dislike a Little",3
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv25","Reality television",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Neither like nor dislike",4
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv25","Reality television",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Like a Little",5
"goldberg_2018_prs_tv_preferences","goldberg_2018_prs_tv_preferences_1","tv25","Reality television",NA,NA,"Personal Reactions Survey: Leisure Preferences - TELEVISION PROGRAMS","Listed below are four different kinds of leisure pastimes and the various styles within each. Please indicate the extent to which you like each of them. If you haven't heard of one, leave it blank.","Like Moderately",6
