"id","item","resp","cov_gender","cov_individualism","cov_powerdistance","cov_hdi","cov_year","cov_age","cov_country"
3598,korean_big5_nervous,5,Female,18,60,0.925,2021,22,South Korea
3598,korean_big5_laidback,2,Female,18,60,0.925,2021,22,South Korea
3598,korean_big5_lazy,5,Female,18,60,0.925,2021,22,South Korea
3629,korean_big5_conservative,1,Male,18,60,0.925,2021,22,South Korea
3629,korean_big5_faults,4,Male,18,60,0.925,2021,22,South Korea
3629,korean_big5_thorough,6,Male,18,60,0.925,2021,22,South Korea
3629,korean_big5_trustworthy,6,Male,18,60,0.925,2021,22,South Korea
3629,korean_big5_sociable,6,Male,18,60,0.925,2021,22,South Korea
3629,korean_big5_imaginative,6,Male,18,60,0.925,2021,22,South Korea
3629,korean_big5_lazy,1,Male,18,60,0.925,2021,22,South Korea
3629,korean_big5_laidback,5,Male,18,60,0.925,2021,22,South Korea
3629,korean_big5_nervous,4,Male,18,60,0.925,2021,22,South Korea
3636,korean_big5_imaginative,4,Female,18,60,0.925,2021,22,South Korea
3636,korean_big5_laidback,3,Female,18,60,0.925,2021,22,South Korea
3636,korean_big5_conservative,3,Female,18,60,0.925,2021,22,South Korea
3636,korean_big5_thorough,5,Female,18,60,0.925,2021,22,South Korea
3636,korean_big5_lazy,3,Female,18,60,0.925,2021,22,South Korea
3636,korean_big5_sociable,5,Female,18,60,0.925,2021,22,South Korea
3636,korean_big5_nervous,3,Female,18,60,0.925,2021,22,South Korea
3636,korean_big5_faults,2,Female,18,60,0.925,2021,22,South Korea
3636,korean_big5_trustworthy,5,Female,18,60,0.925,2021,22,South Korea
3653,korean_big5_conservative,5,Female,18,60,0.925,2021,22,South Korea
3653,korean_big5_thorough,3,Female,18,60,0.925,2021,22,South Korea
3653,korean_big5_trustworthy,3,Female,18,60,0.925,2021,22,South Korea
3653,korean_big5_nervous,5,Female,18,60,0.925,2021,22,South Korea
3653,korean_big5_faults,6,Female,18,60,0.925,2021,22,South Korea
3653,korean_big5_sociable,2,Female,18,60,0.925,2021,22,South Korea
3653,korean_big5_imaginative,1,Female,18,60,0.925,2021,22,South Korea
3653,korean_big5_laidback,3,Female,18,60,0.925,2021,22,South Korea
3653,korean_big5_lazy,3,Female,18,60,0.925,2021,22,South Korea
3400,korean_big5_sociable,,Male,18,60,0.925,2021,23,South Korea
3400,korean_big5_laidback,,Male,18,60,0.925,2021,23,South Korea
3400,korean_big5_faults,,Male,18,60,0.925,2021,23,South Korea
3400,korean_big5_lazy,,Male,18,60,0.925,2021,23,South Korea
3400,korean_big5_conservative,,Male,18,60,0.925,2021,23,South Korea
3400,korean_big5_trustworthy,,Male,18,60,0.925,2021,23,South Korea
3400,korean_big5_nervous,,Male,18,60,0.925,2021,23,South Korea
3400,korean_big5_thorough,,Male,18,60,0.925,2021,23,South Korea
3400,korean_big5_imaginative,,Male,18,60,0.925,2021,23,South Korea
3404,korean_big5_trustworthy,,Female,18,60,0.925,2021,23,South Korea
3404,korean_big5_lazy,,Female,18,60,0.925,2021,23,South Korea
3404,korean_big5_imaginative,,Female,18,60,0.925,2021,23,South Korea
3404,korean_big5_thorough,,Female,18,60,0.925,2021,23,South Korea
3404,korean_big5_sociable,,Female,18,60,0.925,2021,23,South Korea
3404,korean_big5_nervous,,Female,18,60,0.925,2021,23,South Korea
3404,korean_big5_conservative,,Female,18,60,0.925,2021,23,South Korea
3404,korean_big5_faults,,Female,18,60,0.925,2021,23,South Korea
3404,korean_big5_laidback,,Female,18,60,0.925,2021,23,South Korea
3408,korean_big5_thorough,,Female,18,60,0.925,2021,23,South Korea
3408,korean_big5_nervous,,Female,18,60,0.925,2021,23,South Korea
3408,korean_big5_sociable,,Female,18,60,0.925,2021,23,South Korea
3408,korean_big5_laidback,,Female,18,60,0.925,2021,23,South Korea
3408,korean_big5_lazy,,Female,18,60,0.925,2021,23,South Korea
3408,korean_big5_trustworthy,,Female,18,60,0.925,2021,23,South Korea
3408,korean_big5_conservative,,Female,18,60,0.925,2021,23,South Korea
3408,korean_big5_faults,,Female,18,60,0.925,2021,23,South Korea
3408,korean_big5_imaginative,,Female,18,60,0.925,2021,23,South Korea
3433,korean_big5_nervous,2,Male,18,60,0.925,2021,23,South Korea
3433,korean_big5_trustworthy,2,Male,18,60,0.925,2021,23,South Korea
3433,korean_big5_conservative,6,Male,18,60,0.925,2021,23,South Korea
3433,korean_big5_lazy,4,Male,18,60,0.925,2021,23,South Korea
3433,korean_big5_laidback,4,Male,18,60,0.925,2021,23,South Korea
3433,korean_big5_faults,2,Male,18,60,0.925,2021,23,South Korea
3433,korean_big5_sociable,7,Male,18,60,0.925,2021,23,South Korea
3433,korean_big5_imaginative,2,Male,18,60,0.925,2021,23,South Korea
3433,korean_big5_thorough,4,Male,18,60,0.925,2021,23,South Korea
3541,korean_big5_laidback,3,Female,18,60,0.925,2021,23,South Korea
3541,korean_big5_thorough,3,Female,18,60,0.925,2021,23,South Korea
3541,korean_big5_sociable,6,Female,18,60,0.925,2021,23,South Korea
3541,korean_big5_nervous,3,Female,18,60,0.925,2021,23,South Korea
3541,korean_big5_trustworthy,3,Female,18,60,0.925,2021,23,South Korea
3541,korean_big5_conservative,2,Female,18,60,0.925,2021,23,South Korea
3541,korean_big5_faults,4,Female,18,60,0.925,2021,23,South Korea
3541,korean_big5_imaginative,3,Female,18,60,0.925,2021,23,South Korea
3541,korean_big5_lazy,4,Female,18,60,0.925,2021,23,South Korea
3543,korean_big5_thorough,5,Female,18,60,0.925,2021,23,South Korea
3543,korean_big5_faults,4,Female,18,60,0.925,2021,23,South Korea
3543,korean_big5_conservative,3,Female,18,60,0.925,2021,23,South Korea
3543,korean_big5_imaginative,4,Female,18,60,0.925,2021,23,South Korea
3543,korean_big5_trustworthy,5,Female,18,60,0.925,2021,23,South Korea
3543,korean_big5_sociable,5,Female,18,60,0.925,2021,23,South Korea
3543,korean_big5_lazy,3,Female,18,60,0.925,2021,23,South Korea
3543,korean_big5_laidback,4,Female,18,60,0.925,2021,23,South Korea
3543,korean_big5_nervous,2,Female,18,60,0.925,2021,23,South Korea
3562,korean_big5_trustworthy,2,Female,18,60,0.925,2021,23,South Korea
3562,korean_big5_thorough,3,Female,18,60,0.925,2021,23,South Korea
3562,korean_big5_conservative,4,Female,18,60,0.925,2021,23,South Korea
3562,korean_big5_faults,5,Female,18,60,0.925,2021,23,South Korea
3562,korean_big5_sociable,2,Female,18,60,0.925,2021,23,South Korea
3562,korean_big5_nervous,3,Female,18,60,0.925,2021,23,South Korea
3562,korean_big5_imaginative,5,Female,18,60,0.925,2021,23,South Korea
3562,korean_big5_laidback,3,Female,18,60,0.925,2021,23,South Korea
3562,korean_big5_lazy,4,Female,18,60,0.925,2021,23,South Korea
3582,korean_big5_thorough,6,Female,18,60,0.925,2021,23,South Korea
3582,korean_big5_lazy,2,Female,18,60,0.925,2021,23,South Korea
3582,korean_big5_conservative,5,Female,18,60,0.925,2021,23,South Korea
3582,korean_big5_laidback,3,Female,18,60,0.925,2021,23,South Korea
3582,korean_big5_nervous,3,Female,18,60,0.925,2021,23,South Korea
3582,korean_big5_trustworthy,6,Female,18,60,0.925,2021,23,South Korea
3582,korean_big5_faults,3,Female,18,60,0.925,2021,23,South Korea
3582,korean_big5_sociable,5,Female,18,60,0.925,2021,23,South Korea
3582,korean_big5_imaginative,3,Female,18,60,0.925,2021,23,South Korea
3635,korean_big5_lazy,5,Female,18,60,0.925,2021,23,South Korea
3635,korean_big5_faults,3,Female,18,60,0.925,2021,23,South Korea
3635,korean_big5_thorough,5,Female,18,60,0.925,2021,23,South Korea
3635,korean_big5_nervous,4,Female,18,60,0.925,2021,23,South Korea
3635,korean_big5_laidback,4,Female,18,60,0.925,2021,23,South Korea
3635,korean_big5_trustworthy,5,Female,18,60,0.925,2021,23,South Korea
3635,korean_big5_imaginative,2,Female,18,60,0.925,2021,23,South Korea
3635,korean_big5_sociable,4,Female,18,60,0.925,2021,23,South Korea
3635,korean_big5_conservative,4,Female,18,60,0.925,2021,23,South Korea
3645,korean_big5_trustworthy,7,Female,18,60,0.925,2021,23,South Korea
3645,korean_big5_thorough,7,Female,18,60,0.925,2021,23,South Korea
3645,korean_big5_lazy,1,Female,18,60,0.925,2021,23,South Korea
3645,korean_big5_conservative,5,Female,18,60,0.925,2021,23,South Korea
3645,korean_big5_imaginative,4,Female,18,60,0.925,2021,23,South Korea
3645,korean_big5_faults,1,Female,18,60,0.925,2021,23,South Korea
3645,korean_big5_sociable,5,Female,18,60,0.925,2021,23,South Korea
3645,korean_big5_nervous,1,Female,18,60,0.925,2021,23,South Korea
3645,korean_big5_laidback,1,Female,18,60,0.925,2021,23,South Korea
3667,korean_big5_thorough,6,Male,18,60,0.925,2021,23,South Korea
3667,korean_big5_nervous,5,Male,18,60,0.925,2021,23,South Korea
3667,korean_big5_conservative,2,Male,18,60,0.925,2021,23,South Korea
3667,korean_big5_trustworthy,6,Male,18,60,0.925,2021,23,South Korea
3667,korean_big5_faults,3,Male,18,60,0.925,2021,23,South Korea
3667,korean_big5_imaginative,6,Male,18,60,0.925,2021,23,South Korea
3667,korean_big5_laidback,6,Male,18,60,0.925,2021,23,South Korea
3667,korean_big5_sociable,6,Male,18,60,0.925,2021,23,South Korea
3667,korean_big5_lazy,5,Male,18,60,0.925,2021,23,South Korea
3427,korean_big5_thorough,6,Male,18,60,0.925,2021,24,South Korea
3427,korean_big5_sociable,7,Male,18,60,0.925,2021,24,South Korea
3427,korean_big5_imaginative,5,Male,18,60,0.925,2021,24,South Korea
3427,korean_big5_lazy,1,Male,18,60,0.925,2021,24,South Korea
3427,korean_big5_faults,3,Male,18,60,0.925,2021,24,South Korea
3427,korean_big5_laidback,5,Male,18,60,0.925,2021,24,South Korea
3427,korean_big5_conservative,4,Male,18,60,0.925,2021,24,South Korea
3427,korean_big5_nervous,3,Male,18,60,0.925,2021,24,South Korea
3427,korean_big5_trustworthy,6,Male,18,60,0.925,2021,24,South Korea
3459,korean_big5_sociable,5,Male,18,60,0.925,2021,24,South Korea
3459,korean_big5_imaginative,3,Male,18,60,0.925,2021,24,South Korea
3459,korean_big5_laidback,5,Male,18,60,0.925,2021,24,South Korea
3459,korean_big5_faults,1,Male,18,60,0.925,2021,24,South Korea
3459,korean_big5_conservative,2,Male,18,60,0.925,2021,24,South Korea
3459,korean_big5_thorough,5,Male,18,60,0.925,2021,24,South Korea
3459,korean_big5_trustworthy,6,Male,18,60,0.925,2021,24,South Korea
3459,korean_big5_lazy,4,Male,18,60,0.925,2021,24,South Korea
3459,korean_big5_nervous,2,Male,18,60,0.925,2021,24,South Korea
3472,korean_big5_laidback,5,Female,18,60,0.925,2021,24,South Korea
3472,korean_big5_sociable,7,Female,18,60,0.925,2021,24,South Korea
3472,korean_big5_thorough,6,Female,18,60,0.925,2021,24,South Korea
3472,korean_big5_conservative,4,Female,18,60,0.925,2021,24,South Korea
3472,korean_big5_lazy,2,Female,18,60,0.925,2021,24,South Korea
3472,korean_big5_imaginative,4,Female,18,60,0.925,2021,24,South Korea
3472,korean_big5_trustworthy,6,Female,18,60,0.925,2021,24,South Korea
3472,korean_big5_nervous,1,Female,18,60,0.925,2021,24,South Korea
3472,korean_big5_faults,1,Female,18,60,0.925,2021,24,South Korea
3475,korean_big5_trustworthy,5,Female,18,60,0.925,2021,24,South Korea
3475,korean_big5_sociable,6,Female,18,60,0.925,2021,24,South Korea
3475,korean_big5_conservative,4,Female,18,60,0.925,2021,24,South Korea
3475,korean_big5_imaginative,4,Female,18,60,0.925,2021,24,South Korea
3475,korean_big5_faults,2,Female,18,60,0.925,2021,24,South Korea
3475,korean_big5_nervous,2,Female,18,60,0.925,2021,24,South Korea
3475,korean_big5_lazy,2,Female,18,60,0.925,2021,24,South Korea
3475,korean_big5_thorough,5,Female,18,60,0.925,2021,24,South Korea
3475,korean_big5_laidback,4,Female,18,60,0.925,2021,24,South Korea
3491,korean_big5_nervous,2,Female,18,60,0.925,2021,24,South Korea
3491,korean_big5_laidback,2,Female,18,60,0.925,2021,24,South Korea
3491,korean_big5_trustworthy,5,Female,18,60,0.925,2021,24,South Korea
3491,korean_big5_sociable,1,Female,18,60,0.925,2021,24,South Korea
3491,korean_big5_conservative,3,Female,18,60,0.925,2021,24,South Korea
3491,korean_big5_imaginative,3,Female,18,60,0.925,2021,24,South Korea
3491,korean_big5_faults,4,Female,18,60,0.925,2021,24,South Korea
3491,korean_big5_thorough,6,Female,18,60,0.925,2021,24,South Korea
3491,korean_big5_lazy,6,Female,18,60,0.925,2021,24,South Korea
3530,korean_big5_thorough,6,Female,18,60,0.925,2021,24,South Korea
3530,korean_big5_faults,1,Female,18,60,0.925,2021,24,South Korea
3530,korean_big5_lazy,3,Female,18,60,0.925,2021,24,South Korea
3530,korean_big5_conservative,5,Female,18,60,0.925,2021,24,South Korea
3530,korean_big5_sociable,6,Female,18,60,0.925,2021,24,South Korea
3530,korean_big5_nervous,2,Female,18,60,0.925,2021,24,South Korea
3530,korean_big5_trustworthy,6,Female,18,60,0.925,2021,24,South Korea
3530,korean_big5_laidback,5,Female,18,60,0.925,2021,24,South Korea
3530,korean_big5_imaginative,4,Female,18,60,0.925,2021,24,South Korea
3576,korean_big5_thorough,1,Female,18,60,0.925,2021,24,South Korea
3576,korean_big5_laidback,7,Female,18,60,0.925,2021,24,South Korea
3576,korean_big5_faults,7,Female,18,60,0.925,2021,24,South Korea
3576,korean_big5_sociable,1,Female,18,60,0.925,2021,24,South Korea
3576,korean_big5_trustworthy,1,Female,18,60,0.925,2021,24,South Korea
3576,korean_big5_imaginative,1,Female,18,60,0.925,2021,24,South Korea
3576,korean_big5_conservative,7,Female,18,60,0.925,2021,24,South Korea
3576,korean_big5_nervous,6,Female,18,60,0.925,2021,24,South Korea
3576,korean_big5_lazy,5,Female,18,60,0.925,2021,24,South Korea
3601,korean_big5_thorough,1,Female,18,60,0.925,2021,24,South Korea
3601,korean_big5_nervous,3,Female,18,60,0.925,2021,24,South Korea
3601,korean_big5_laidback,1,Female,18,60,0.925,2021,24,South Korea
3601,korean_big5_lazy,4,Female,18,60,0.925,2021,24,South Korea
3601,korean_big5_trustworthy,3,Female,18,60,0.925,2021,24,South Korea
3601,korean_big5_faults,4,Female,18,60,0.925,2021,24,South Korea
3601,korean_big5_sociable,4,Female,18,60,0.925,2021,24,South Korea
3601,korean_big5_conservative,5,Female,18,60,0.925,2021,24,South Korea
3601,korean_big5_imaginative,5,Female,18,60,0.925,2021,24,South Korea
3615,korean_big5_faults,1,Female,18,60,0.925,2021,24,South Korea
3615,korean_big5_sociable,6,Female,18,60,0.925,2021,24,South Korea
3615,korean_big5_laidback,5,Female,18,60,0.925,2021,24,South Korea
3615,korean_big5_nervous,1,Female,18,60,0.925,2021,24,South Korea
3615,korean_big5_conservative,3,Female,18,60,0.925,2021,24,South Korea
3615,korean_big5_trustworthy,6,Female,18,60,0.925,2021,24,South Korea
3615,korean_big5_thorough,7,Female,18,60,0.925,2021,24,South Korea
3615,korean_big5_lazy,1,Female,18,60,0.925,2021,24,South Korea
3615,korean_big5_imaginative,6,Female,18,60,0.925,2021,24,South Korea
3616,korean_big5_thorough,5,Female,18,60,0.925,2021,24,South Korea
3616,korean_big5_nervous,5,Female,18,60,0.925,2021,24,South Korea
3616,korean_big5_lazy,6,Female,18,60,0.925,2021,24,South Korea
3616,korean_big5_imaginative,4,Female,18,60,0.925,2021,24,South Korea
3616,korean_big5_faults,4,Female,18,60,0.925,2021,24,South Korea
3616,korean_big5_laidback,6,Female,18,60,0.925,2021,24,South Korea
3616,korean_big5_conservative,4,Female,18,60,0.925,2021,24,South Korea
3616,korean_big5_sociable,3,Female,18,60,0.925,2021,24,South Korea
3616,korean_big5_trustworthy,4,Female,18,60,0.925,2021,24,South Korea
3634,korean_big5_faults,6,Female,18,60,0.925,2021,24,South Korea
3634,korean_big5_imaginative,6,Female,18,60,0.925,2021,24,South Korea
3634,korean_big5_trustworthy,5,Female,18,60,0.925,2021,24,South Korea
3634,korean_big5_laidback,2,Female,18,60,0.925,2021,24,South Korea
3634,korean_big5_nervous,6,Female,18,60,0.925,2021,24,South Korea
3634,korean_big5_lazy,6,Female,18,60,0.925,2021,24,South Korea
3634,korean_big5_conservative,6,Female,18,60,0.925,2021,24,South Korea
3634,korean_big5_thorough,5,Female,18,60,0.925,2021,24,South Korea
3634,korean_big5_sociable,3,Female,18,60,0.925,2021,24,South Korea
3654,korean_big5_thorough,5,Male,18,60,0.925,2021,24,South Korea
3654,korean_big5_trustworthy,6,Male,18,60,0.925,2021,24,South Korea
3654,korean_big5_sociable,5,Male,18,60,0.925,2021,24,South Korea
3654,korean_big5_nervous,2,Male,18,60,0.925,2021,24,South Korea
3654,korean_big5_imaginative,4,Male,18,60,0.925,2021,24,South Korea
3654,korean_big5_conservative,3,Male,18,60,0.925,2021,24,South Korea
3654,korean_big5_laidback,5,Male,18,60,0.925,2021,24,South Korea
3654,korean_big5_faults,2,Male,18,60,0.925,2021,24,South Korea
3654,korean_big5_lazy,3,Male,18,60,0.925,2021,24,South Korea
3407,korean_big5_lazy,,Female,18,60,0.925,2021,25,South Korea
3407,korean_big5_trustworthy,,Female,18,60,0.925,2021,25,South Korea
3407,korean_big5_imaginative,,Female,18,60,0.925,2021,25,South Korea
3407,korean_big5_laidback,,Female,18,60,0.925,2021,25,South Korea
3407,korean_big5_sociable,,Female,18,60,0.925,2021,25,South Korea
3407,korean_big5_nervous,,Female,18,60,0.925,2021,25,South Korea
3407,korean_big5_conservative,,Female,18,60,0.925,2021,25,South Korea
3407,korean_big5_faults,,Female,18,60,0.925,2021,25,South Korea
3407,korean_big5_thorough,,Female,18,60,0.925,2021,25,South Korea
3411,korean_big5_sociable,,Female,18,60,0.925,2021,25,South Korea
3411,korean_big5_thorough,,Female,18,60,0.925,2021,25,South Korea
3411,korean_big5_trustworthy,,Female,18,60,0.925,2021,25,South Korea
3411,korean_big5_faults,,Female,18,60,0.925,2021,25,South Korea
3411,korean_big5_conservative,,Female,18,60,0.925,2021,25,South Korea
3411,korean_big5_nervous,,Female,18,60,0.925,2021,25,South Korea
3411,korean_big5_imaginative,,Female,18,60,0.925,2021,25,South Korea
3411,korean_big5_laidback,,Female,18,60,0.925,2021,25,South Korea
3411,korean_big5_lazy,,Female,18,60,0.925,2021,25,South Korea
3428,korean_big5_trustworthy,7,Female,18,60,0.925,2021,25,South Korea
3428,korean_big5_lazy,1,Female,18,60,0.925,2021,25,South Korea
3428,korean_big5_imaginative,7,Female,18,60,0.925,2021,25,South Korea
3428,korean_big5_thorough,7,Female,18,60,0.925,2021,25,South Korea
3428,korean_big5_laidback,7,Female,18,60,0.925,2021,25,South Korea
3428,korean_big5_sociable,7,Female,18,60,0.925,2021,25,South Korea
3428,korean_big5_faults,1,Female,18,60,0.925,2021,25,South Korea
3428,korean_big5_nervous,1,Female,18,60,0.925,2021,25,South Korea
3428,korean_big5_conservative,1,Female,18,60,0.925,2021,25,South Korea
3447,korean_big5_trustworthy,6,Female,18,60,0.925,2021,25,South Korea
3447,korean_big5_thorough,7,Female,18,60,0.925,2021,25,South Korea
3447,korean_big5_lazy,5,Female,18,60,0.925,2021,25,South Korea
3447,korean_big5_laidback,6,Female,18,60,0.925,2021,25,South Korea
3447,korean_big5_conservative,5,Female,18,60,0.925,2021,25,South Korea
3447,korean_big5_sociable,4,Female,18,60,0.925,2021,25,South Korea
3447,korean_big5_faults,6,Female,18,60,0.925,2021,25,South Korea
3447,korean_big5_imaginative,7,Female,18,60,0.925,2021,25,South Korea
3447,korean_big5_nervous,7,Female,18,60,0.925,2021,25,South Korea
3467,korean_big5_imaginative,2,Female,18,60,0.925,2021,25,South Korea
3467,korean_big5_conservative,6,Female,18,60,0.925,2021,25,South Korea
3467,korean_big5_faults,1,Female,18,60,0.925,2021,25,South Korea
3467,korean_big5_lazy,4,Female,18,60,0.925,2021,25,South Korea
3467,korean_big5_trustworthy,7,Female,18,60,0.925,2021,25,South Korea
3467,korean_big5_nervous,4,Female,18,60,0.925,2021,25,South Korea
3467,korean_big5_sociable,5,Female,18,60,0.925,2021,25,South Korea
3467,korean_big5_thorough,7,Female,18,60,0.925,2021,25,South Korea
3467,korean_big5_laidback,5,Female,18,60,0.925,2021,25,South Korea
3480,korean_big5_conservative,1,Male,18,60,0.925,2021,25,South Korea
3480,korean_big5_nervous,1,Male,18,60,0.925,2021,25,South Korea
3480,korean_big5_faults,1,Male,18,60,0.925,2021,25,South Korea
3480,korean_big5_laidback,7,Male,18,60,0.925,2021,25,South Korea
3480,korean_big5_imaginative,4,Male,18,60,0.925,2021,25,South Korea
3480,korean_big5_thorough,6,Male,18,60,0.925,2021,25,South Korea
3480,korean_big5_trustworthy,7,Male,18,60,0.925,2021,25,South Korea
3480,korean_big5_lazy,3,Male,18,60,0.925,2021,25,South Korea
3480,korean_big5_sociable,7,Male,18,60,0.925,2021,25,South Korea
3490,korean_big5_thorough,6,Female,18,60,0.925,2021,25,South Korea
3490,korean_big5_trustworthy,6,Female,18,60,0.925,2021,25,South Korea
3490,korean_big5_sociable,6,Female,18,60,0.925,2021,25,South Korea
3490,korean_big5_lazy,3,Female,18,60,0.925,2021,25,South Korea
3490,korean_big5_conservative,5,Female,18,60,0.925,2021,25,South Korea
3490,korean_big5_nervous,5,Female,18,60,0.925,2021,25,South Korea
3490,korean_big5_imaginative,5,Female,18,60,0.925,2021,25,South Korea
3490,korean_big5_laidback,5,Female,18,60,0.925,2021,25,South Korea
3490,korean_big5_faults,4,Female,18,60,0.925,2021,25,South Korea
3504,korean_big5_thorough,5,Female,18,60,0.925,2021,25,South Korea
3504,korean_big5_conservative,4,Female,18,60,0.925,2021,25,South Korea
3504,korean_big5_faults,5,Female,18,60,0.925,2021,25,South Korea
3504,korean_big5_trustworthy,6,Female,18,60,0.925,2021,25,South Korea
3504,korean_big5_nervous,4,Female,18,60,0.925,2021,25,South Korea
3504,korean_big5_lazy,5,Female,18,60,0.925,2021,25,South Korea
3504,korean_big5_sociable,3,Female,18,60,0.925,2021,25,South Korea
3504,korean_big5_laidback,5,Female,18,60,0.925,2021,25,South Korea
3504,korean_big5_imaginative,6,Female,18,60,0.925,2021,25,South Korea
3522,korean_big5_thorough,3,Male,18,60,0.925,2021,25,South Korea
3522,korean_big5_laidback,4,Male,18,60,0.925,2021,25,South Korea
3522,korean_big5_nervous,3,Male,18,60,0.925,2021,25,South Korea
3522,korean_big5_lazy,4,Male,18,60,0.925,2021,25,South Korea
3522,korean_big5_sociable,4,Male,18,60,0.925,2021,25,South Korea
3522,korean_big5_faults,3,Male,18,60,0.925,2021,25,South Korea
3522,korean_big5_trustworthy,4,Male,18,60,0.925,2021,25,South Korea
3522,korean_big5_conservative,3,Male,18,60,0.925,2021,25,South Korea
3522,korean_big5_imaginative,4,Male,18,60,0.925,2021,25,South Korea
3523,korean_big5_thorough,4,Female,18,60,0.925,2021,25,South Korea
3523,korean_big5_sociable,4,Female,18,60,0.925,2021,25,South Korea
3523,korean_big5_lazy,2,Female,18,60,0.925,2021,25,South Korea
3523,korean_big5_nervous,3,Female,18,60,0.925,2021,25,South Korea
3523,korean_big5_imaginative,4,Female,18,60,0.925,2021,25,South Korea
3523,korean_big5_laidback,5,Female,18,60,0.925,2021,25,South Korea
3523,korean_big5_faults,3,Female,18,60,0.925,2021,25,South Korea
3523,korean_big5_trustworthy,3,Female,18,60,0.925,2021,25,South Korea
3523,korean_big5_conservative,4,Female,18,60,0.925,2021,25,South Korea
3539,korean_big5_sociable,5,Female,18,60,0.925,2021,25,South Korea
3539,korean_big5_lazy,3,Female,18,60,0.925,2021,25,South Korea
3539,korean_big5_thorough,4,Female,18,60,0.925,2021,25,South Korea
3539,korean_big5_nervous,5,Female,18,60,0.925,2021,25,South Korea
3539,korean_big5_conservative,2,Female,18,60,0.925,2021,25,South Korea
3539,korean_big5_laidback,5,Female,18,60,0.925,2021,25,South Korea
3539,korean_big5_faults,5,Female,18,60,0.925,2021,25,South Korea
3539,korean_big5_imaginative,3,Female,18,60,0.925,2021,25,South Korea
3539,korean_big5_trustworthy,5,Female,18,60,0.925,2021,25,South Korea
3544,korean_big5_trustworthy,6,Male,18,60,0.925,2021,25,South Korea
3544,korean_big5_lazy,6,Male,18,60,0.925,2021,25,South Korea
3544,korean_big5_nervous,5,Male,18,60,0.925,2021,25,South Korea
3544,korean_big5_laidback,5,Male,18,60,0.925,2021,25,South Korea
3544,korean_big5_conservative,6,Male,18,60,0.925,2021,25,South Korea
3544,korean_big5_sociable,6,Male,18,60,0.925,2021,25,South Korea
3544,korean_big5_faults,5,Male,18,60,0.925,2021,25,South Korea
3544,korean_big5_thorough,4,Male,18,60,0.925,2021,25,South Korea
3544,korean_big5_imaginative,5,Male,18,60,0.925,2021,25,South Korea
3556,korean_big5_trustworthy,5,Male,18,60,0.925,2021,25,South Korea
3556,korean_big5_nervous,6,Male,18,60,0.925,2021,25,South Korea
3556,korean_big5_imaginative,3,Male,18,60,0.925,2021,25,South Korea
3556,korean_big5_laidback,7,Male,18,60,0.925,2021,25,South Korea
3556,korean_big5_conservative,5,Male,18,60,0.925,2021,25,South Korea
3556,korean_big5_sociable,7,Male,18,60,0.925,2021,25,South Korea
3556,korean_big5_faults,7,Male,18,60,0.925,2021,25,South Korea
3556,korean_big5_thorough,5,Male,18,60,0.925,2021,25,South Korea
3556,korean_big5_lazy,4,Male,18,60,0.925,2021,25,South Korea
3599,korean_big5_lazy,5,Female,18,60,0.925,2021,25,South Korea
3599,korean_big5_trustworthy,7,Female,18,60,0.925,2021,25,South Korea
3599,korean_big5_laidback,4,Female,18,60,0.925,2021,25,South Korea
3599,korean_big5_sociable,2,Female,18,60,0.925,2021,25,South Korea
3599,korean_big5_nervous,2,Female,18,60,0.925,2021,25,South Korea
3599,korean_big5_thorough,5,Female,18,60,0.925,2021,25,South Korea
3599,korean_big5_faults,2,Female,18,60,0.925,2021,25,South Korea
3599,korean_big5_conservative,7,Female,18,60,0.925,2021,25,South Korea
3599,korean_big5_imaginative,7,Female,18,60,0.925,2021,25,South Korea
3614,korean_big5_faults,2,Male,18,60,0.925,2021,25,South Korea
3614,korean_big5_laidback,5,Male,18,60,0.925,2021,25,South Korea
3614,korean_big5_sociable,4,Male,18,60,0.925,2021,25,South Korea
3614,korean_big5_imaginative,5,Male,18,60,0.925,2021,25,South Korea
3614,korean_big5_conservative,3,Male,18,60,0.925,2021,25,South Korea
3614,korean_big5_trustworthy,6,Male,18,60,0.925,2021,25,South Korea
3614,korean_big5_lazy,2,Male,18,60,0.925,2021,25,South Korea
3614,korean_big5_thorough,6,Male,18,60,0.925,2021,25,South Korea
3614,korean_big5_nervous,2,Male,18,60,0.925,2021,25,South Korea
3663,korean_big5_sociable,3,Male,18,60,0.925,2021,25,South Korea
3663,korean_big5_thorough,4,Male,18,60,0.925,2021,25,South Korea
3663,korean_big5_lazy,5,Male,18,60,0.925,2021,25,South Korea
3663,korean_big5_faults,3,Male,18,60,0.925,2021,25,South Korea
3663,korean_big5_laidback,3,Male,18,60,0.925,2021,25,South Korea
3663,korean_big5_nervous,3,Male,18,60,0.925,2021,25,South Korea
3663,korean_big5_imaginative,1,Male,18,60,0.925,2021,25,South Korea
3663,korean_big5_conservative,2,Male,18,60,0.925,2021,25,South Korea
3663,korean_big5_trustworthy,3,Male,18,60,0.925,2021,25,South Korea
3439,korean_big5_imaginative,4,Female,18,60,0.925,2021,26,South Korea
3439,korean_big5_trustworthy,2,Female,18,60,0.925,2021,26,South Korea
3439,korean_big5_nervous,4,Female,18,60,0.925,2021,26,South Korea
3439,korean_big5_sociable,3,Female,18,60,0.925,2021,26,South Korea
3439,korean_big5_conservative,3,Female,18,60,0.925,2021,26,South Korea
