"table","instrument","instructions","section_id","section_prompt","item","item_text","correct_response","resp","option_text"
"goldberg_2018_spa_cultural_familiarity","Eugene-Springfield Community Sample, Skills, Possessions, & Abilities (SPA): What Are You Familiar With?","Please rate your familiarity with each item by filling in the appropriate number from 1 to 5. EXAMPLES 1. If you're asked about POLITICIANS and the item said ""Bill Clinton,"" you would probably mark '4' or '5' to indicate that you are familiar with him. 2. If the category was FAMOUS ATHLETES and the item said ""Fred Gruneburg,"" you would probably mark '1' because you have never heard of him or a '2' because he sounds vaguely familiar.","goldberg_2018_spa_cultural_familiarity_2","Country Artists:","FAMCOU13","Joe Ely",NA,3,"Somewhat familiar"
"goldberg_2018_spa_cultural_familiarity","Eugene-Springfield Community Sample, Skills, Possessions, & Abilities (SPA): What Are You Familiar With?","Please rate your familiarity with each item by filling in the appropriate number from 1 to 5. EXAMPLES 1. If you're asked about POLITICIANS and the item said ""Bill Clinton,"" you would probably mark '4' or '5' to indicate that you are familiar with him. 2. If the category was FAMOUS ATHLETES and the item said ""Fred Gruneburg,"" you would probably mark '1' because you have never heard of him or a '2' because he sounds vaguely familiar.","goldberg_2018_spa_cultural_familiarity_2","Country Artists:","FAMCOU13","Joe Ely",NA,4,NA
"goldberg_2018_spa_cultural_familiarity","Eugene-Springfield Community Sample, Skills, Possessions, & Abilities (SPA): What Are You Familiar With?","Please rate your familiarity with each item by filling in the appropriate number from 1 to 5. EXAMPLES 1. If you're asked about POLITICIANS and the item said ""Bill Clinton,"" you would probably mark '4' or '5' to indicate that you are familiar with him. 2. If the category was FAMOUS ATHLETES and the item said ""Fred Gruneburg,"" you would probably mark '1' because you have never heard of him or a '2' because he sounds vaguely familiar.","goldberg_2018_spa_cultural_familiarity_2","Country Artists:","FAMCOU13","Joe Ely",NA,5,"Very familiar"
"goldberg_2018_spa_cultural_familiarity","Eugene-Springfield Community Sample, Skills, Possessions, & Abilities (SPA): What Are You Familiar With?","Please rate your familiarity with each item by filling in the appropriate number from 1 to 5. EXAMPLES 1. If you're asked about POLITICIANS and the item said ""Bill Clinton,"" you would probably mark '4' or '5' to indicate that you are familiar with him. 2. If the category was FAMOUS ATHLETES and the item said ""Fred Gruneburg,"" you would probably mark '1' because you have never heard of him or a '2' because he sounds vaguely familiar.","goldberg_2018_spa_cultural_familiarity_2","Country Artists:","FAMCOU14","Shelly West",NA,1,"Never heard of it"
"goldberg_2018_spa_cultural_familiarity","Eugene-Springfield Community Sample, Skills, Possessions, & Abilities (SPA): What Are You Familiar With?","Please rate your familiarity with each item by filling in the appropriate number from 1 to 5. EXAMPLES 1. If you're asked about POLITICIANS and the item said ""Bill Clinton,"" you would probably mark '4' or '5' to indicate that you are familiar with him. 2. If the category was FAMOUS ATHLETES and the item said ""Fred Gruneburg,"" you would probably mark '1' because you have never heard of him or a '2' because he sounds vaguely familiar.","goldberg_2018_spa_cultural_familiarity_2","Country Artists:","FAMCOU14","Shelly West",NA,2,NA
"goldberg_2018_spa_cultural_familiarity","Eugene-Springfield Community Sample, Skills, Possessions, & Abilities (SPA): What Are You Familiar With?","Please rate your familiarity with each item by filling in the appropriate number from 1 to 5. EXAMPLES 1. If you're asked about POLITICIANS and the item said ""Bill Clinton,"" you would probably mark '4' or '5' to indicate that you are familiar with him. 2. If the category was FAMOUS ATHLETES and the item said ""Fred Gruneburg,"" you would probably mark '1' because you have never heard of him or a '2' because he sounds vaguely familiar.","goldberg_2018_spa_cultural_familiarity_2","Country Artists:","FAMCOU14","Shelly West",NA,3,"Somewhat familiar"
"goldberg_2018_spa_cultural_familiarity","Eugene-Springfield Community Sample, Skills, Possessions, & Abilities (SPA): What Are You Familiar With?","Please rate your familiarity with each item by filling in the appropriate number from 1 to 5. EXAMPLES 1. If you're asked about POLITICIANS and the item said ""Bill Clinton,"" you would probably mark '4' or '5' to indicate that you are familiar with him. 2. If the category was FAMOUS ATHLETES and the item said ""Fred Gruneburg,"" you would probably mark '1' because you have never heard of him or a '2' because he sounds vaguely familiar.","goldberg_2018_spa_cultural_familiarity_2","Country Artists:","FAMCOU14","Shelly West",NA,4,NA
"goldberg_2018_spa_cultural_familiarity","Eugene-Springfield Community Sample, Skills, Possessions, & Abilities (SPA): What Are You Familiar With?","Please rate your familiarity with each item by filling in the appropriate number from 1 to 5. EXAMPLES 1. If you're asked about POLITICIANS and the item said ""Bill Clinton,"" you would probably mark '4' or '5' to indicate that you are familiar with him. 2. If the category was FAMOUS ATHLETES and the item said ""Fred Gruneburg,"" you would probably mark '1' because you have never heard of him or a '2' because he sounds vaguely familiar.","goldberg_2018_spa_cultural_familiarity_2","Country Artists:","FAMCOU14","Shelly West",NA,5,"Very familiar"
"goldberg_2018_spa_cultural_familiarity","Eugene-Springfield Community Sample, Skills, Possessions, & Abilities (SPA): What Are You Familiar With?","Please rate your familiarity with each item by filling in the appropriate number from 1 to 5. EXAMPLES 1. If you're asked about POLITICIANS and the item said ""Bill Clinton,"" you would probably mark '4' or '5' to indicate that you are familiar with him. 2. If the category was FAMOUS ATHLETES and the item said ""Fred Gruneburg,"" you would probably mark '1' because you have never heard of him or a '2' because he sounds vaguely familiar.","goldberg_2018_spa_cultural_familiarity_2","Country Artists:","FAMCOU15","Slim Whitman",NA,1,"Never heard of it"
"goldberg_2018_spa_cultural_familiarity","Eugene-Springfield Community Sample, Skills, Possessions, & Abilities (SPA): What Are You Familiar With?","Please rate your familiarity with each item by filling in the appropriate number from 1 to 5. EXAMPLES 1. If you're asked about POLITICIANS and the item said ""Bill Clinton,"" you would probably mark '4' or '5' to indicate that you are familiar with him. 2. If the category was FAMOUS ATHLETES and the item said ""Fred Gruneburg,"" you would probably mark '1' because you have never heard of him or a '2' because he sounds vaguely familiar.","goldberg_2018_spa_cultural_familiarity_2","Country Artists:","FAMCOU15","Slim Whitman",NA,2,NA
"goldberg_2018_spa_cultural_familiarity","Eugene-Springfield Community Sample, Skills, Possessions, & Abilities (SPA): What Are You Familiar With?","Please rate your familiarity with each item by filling in the appropriate number from 1 to 5. EXAMPLES 1. If you're asked about POLITICIANS and the item said ""Bill Clinton,"" you would probably mark '4' or '5' to indicate that you are familiar with him. 2. If the category was FAMOUS ATHLETES and the item said ""Fred Gruneburg,"" you would probably mark '1' because you have never heard of him or a '2' because he sounds vaguely familiar.","goldberg_2018_spa_cultural_familiarity_2","Country Artists:","FAMCOU15","Slim Whitman",NA,3,"Somewhat familiar"
"goldberg_2018_spa_cultural_familiarity","Eugene-Springfield Community Sample, Skills, Possessions, & Abilities (SPA): What Are You Familiar With?","Please rate your familiarity with each item by filling in the appropriate number from 1 to 5. EXAMPLES 1. If you're asked about POLITICIANS and the item said ""Bill Clinton,"" you would probably mark '4' or '5' to indicate that you are familiar with him. 2. If the category was FAMOUS ATHLETES and the item said ""Fred Gruneburg,"" you would probably mark '1' because you have never heard of him or a '2' because he sounds vaguely familiar.","goldberg_2018_spa_cultural_familiarity_2","Country Artists:","FAMCOU15","Slim Whitman",NA,4,NA
"goldberg_2018_spa_cultural_familiarity","Eugene-Springfield Community Sample, Skills, Possessions, & Abilities (SPA): What Are You Familiar With?","Please rate your familiarity with each item by filling in the appropriate number from 1 to 5. EXAMPLES 1. If you're asked about POLITICIANS and the item said ""Bill Clinton,"" you would probably mark '4' or '5' to indicate that you are familiar with him. 2. If the category was FAMOUS ATHLETES and the item said ""Fred Gruneburg,"" you would probably mark '1' because you have never heard of him or a '2' because he sounds vaguely familiar.","goldberg_2018_spa_cultural_familiarity_2","Country Artists:","FAMCOU15","Slim Whitman",NA,5,"Very familiar"
"goldberg_2018_spa_cultural_familiarity","Eugene-Springfield Community Sample, Skills, Possessions, & Abilities (SPA): What Are You Familiar With?","Please rate your familiarity with each item by filling in the appropriate number from 1 to 5. EXAMPLES 1. If you're asked about POLITICIANS and the item said ""Bill Clinton,"" you would probably mark '4' or '5' to indicate that you are familiar with him. 2. If the category was FAMOUS ATHLETES and the item said ""Fred Gruneburg,"" you would probably mark '1' because you have never heard of him or a '2' because he sounds vaguely familiar.","goldberg_2018_spa_cultural_familiarity_3","Classical Artists:","FAMCLS1","Schoenberg",NA,1,"Never heard of it"
"goldberg_2018_spa_cultural_familiarity","Eugene-Springfield Community Sample, Skills, Possessions, & Abilities (SPA): What Are You Familiar With?","Please rate your familiarity with each item by filling in the appropriate number from 1 to 5. EXAMPLES 1. If you're asked about POLITICIANS and the item said ""Bill Clinton,"" you would probably mark '4' or '5' to indicate that you are familiar with him. 2. If the category was FAMOUS ATHLETES and the item said ""Fred Gruneburg,"" you would probably mark '1' because you have never heard of him or a '2' because he sounds vaguely familiar.","goldberg_2018_spa_cultural_familiarity_3","Classical Artists:","FAMCLS1","Schoenberg",NA,2,NA
"goldberg_2018_spa_cultural_familiarity","Eugene-Springfield Community Sample, Skills, Possessions, & Abilities (SPA): What Are You Familiar With?","Please rate your familiarity with each item by filling in the appropriate number from 1 to 5. EXAMPLES 1. If you're asked about POLITICIANS and the item said ""Bill Clinton,"" you would probably mark '4' or '5' to indicate that you are familiar with him. 2. If the category was FAMOUS ATHLETES and the item said ""Fred Gruneburg,"" you would probably mark '1' because you have never heard of him or a '2' because he sounds vaguely familiar.","goldberg_2018_spa_cultural_familiarity_3","Classical Artists:","FAMCLS1","Schoenberg",NA,3,"Somewhat familiar"
"goldberg_2018_spa_cultural_familiarity","Eugene-Springfield Community Sample, Skills, Possessions, & Abilities (SPA): What Are You Familiar With?","Please rate your familiarity with each item by filling in the appropriate number from 1 to 5. EXAMPLES 1. If you're asked about POLITICIANS and the item said ""Bill Clinton,"" you would probably mark '4' or '5' to indicate that you are familiar with him. 2. If the category was FAMOUS ATHLETES and the item said ""Fred Gruneburg,"" you would probably mark '1' because you have never heard of him or a '2' because he sounds vaguely familiar.","goldberg_2018_spa_cultural_familiarity_3","Classical Artists:","FAMCLS1","Schoenberg",NA,4,NA
"goldberg_2018_spa_cultural_familiarity","Eugene-Springfield Community Sample, Skills, Possessions, & Abilities (SPA): What Are You Familiar With?","Please rate your familiarity with each item by filling in the appropriate number from 1 to 5. EXAMPLES 1. If you're asked about POLITICIANS and the item said ""Bill Clinton,"" you would probably mark '4' or '5' to indicate that you are familiar with him. 2. If the category was FAMOUS ATHLETES and the item said ""Fred Gruneburg,"" you would probably mark '1' because you have never heard of him or a '2' because he sounds vaguely familiar.","goldberg_2018_spa_cultural_familiarity_3","Classical Artists:","FAMCLS1","Schoenberg",NA,5,"Very familiar"
"goldberg_2018_spa_cultural_familiarity","Eugene-Springfield Community Sample, Skills, Possessions, & Abilities (SPA): What Are You Familiar With?","Please rate your familiarity with each item by filling in the appropriate number from 1 to 5. EXAMPLES 1. If you're asked about POLITICIANS and the item said ""Bill Clinton,"" you would probably mark '4' or '5' to indicate that you are familiar with him. 2. If the category was FAMOUS ATHLETES and the item said ""Fred Gruneburg,"" you would probably mark '1' because you have never heard of him or a '2' because he sounds vaguely familiar.","goldberg_2018_spa_cultural_familiarity_3","Classical Artists:","FAMCLS2","Ochberg",NA,1,"Never heard of it"
"goldberg_2018_spa_cultural_familiarity","Eugene-Springfield Community Sample, Skills, Possessions, & Abilities (SPA): What Are You Familiar With?","Please rate your familiarity with each item by filling in the appropriate number from 1 to 5. EXAMPLES 1. If you're asked about POLITICIANS and the item said ""Bill Clinton,"" you would probably mark '4' or '5' to indicate that you are familiar with him. 2. If the category was FAMOUS ATHLETES and the item said ""Fred Gruneburg,"" you would probably mark '1' because you have never heard of him or a '2' because he sounds vaguely familiar.","goldberg_2018_spa_cultural_familiarity_3","Classical Artists:","FAMCLS2","Ochberg",NA,2,NA
"goldberg_2018_spa_cultural_familiarity","Eugene-Springfield Community Sample, Skills, Possessions, & Abilities (SPA): What Are You Familiar With?","Please rate your familiarity with each item by filling in the appropriate number from 1 to 5. EXAMPLES 1. If you're asked about POLITICIANS and the item said ""Bill Clinton,"" you would probably mark '4' or '5' to indicate that you are familiar with him. 2. If the category was FAMOUS ATHLETES and the item said ""Fred Gruneburg,"" you would probably mark '1' because you have never heard of him or a '2' because he sounds vaguely familiar.","goldberg_2018_spa_cultural_familiarity_3","Classical Artists:","FAMCLS2","Ochberg",NA,3,"Somewhat familiar"
"goldberg_2018_spa_cultural_familiarity","Eugene-Springfield Community Sample, Skills, Possessions, & Abilities (SPA): What Are You Familiar With?","Please rate your familiarity with each item by filling in the appropriate number from 1 to 5. EXAMPLES 1. If you're asked about POLITICIANS and the item said ""Bill Clinton,"" you would probably mark '4' or '5' to indicate that you are familiar with him. 2. If the category was FAMOUS ATHLETES and the item said ""Fred Gruneburg,"" you would probably mark '1' because you have never heard of him or a '2' because he sounds vaguely familiar.","goldberg_2018_spa_cultural_familiarity_3","Classical Artists:","FAMCLS2","Ochberg",NA,4,NA
"goldberg_2018_spa_cultural_familiarity","Eugene-Springfield Community Sample, Skills, Possessions, & Abilities (SPA): What Are You Familiar With?","Please rate your familiarity with each item by filling in the appropriate number from 1 to 5. EXAMPLES 1. If you're asked about POLITICIANS and the item said ""Bill Clinton,"" you would probably mark '4' or '5' to indicate that you are familiar with him. 2. If the category was FAMOUS ATHLETES and the item said ""Fred Gruneburg,"" you would probably mark '1' because you have never heard of him or a '2' because he sounds vaguely familiar.","goldberg_2018_spa_cultural_familiarity_3","Classical Artists:","FAMCLS2","Ochberg",NA,5,"Very familiar"
"goldberg_2018_spa_cultural_familiarity","Eugene-Springfield Community Sample, Skills, Possessions, & Abilities (SPA): What Are You Familiar With?","Please rate your familiarity with each item by filling in the appropriate number from 1 to 5. EXAMPLES 1. If you're asked about POLITICIANS and the item said ""Bill Clinton,"" you would probably mark '4' or '5' to indicate that you are familiar with him. 2. If the category was FAMOUS ATHLETES and the item said ""Fred Gruneburg,"" you would probably mark '1' because you have never heard of him or a '2' because he sounds vaguely familiar.","goldberg_2018_spa_cultural_familiarity_3","Classical Artists:","FAMCLS3","Beethoven",NA,1,"Never heard of it"
"goldberg_2018_spa_cultural_familiarity","Eugene-Springfield Community Sample, Skills, Possessions, & Abilities (SPA): What Are You Familiar With?","Please rate your familiarity with each item by filling in the appropriate number from 1 to 5. EXAMPLES 1. If you're asked about POLITICIANS and the item said ""Bill Clinton,"" you would probably mark '4' or '5' to indicate that you are familiar with him. 2. If the category was FAMOUS ATHLETES and the item said ""Fred Gruneburg,"" you would probably mark '1' because you have never heard of him or a '2' because he sounds vaguely familiar.","goldberg_2018_spa_cultural_familiarity_3","Classical Artists:","FAMCLS3","Beethoven",NA,2,NA
"goldberg_2018_spa_cultural_familiarity","Eugene-Springfield Community Sample, Skills, Possessions, & Abilities (SPA): What Are You Familiar With?","Please rate your familiarity with each item by filling in the appropriate number from 1 to 5. EXAMPLES 1. If you're asked about POLITICIANS and the item said ""Bill Clinton,"" you would probably mark '4' or '5' to indicate that you are familiar with him. 2. If the category was FAMOUS ATHLETES and the item said ""Fred Gruneburg,"" you would probably mark '1' because you have never heard of him or a '2' because he sounds vaguely familiar.","goldberg_2018_spa_cultural_familiarity_3","Classical Artists:","FAMCLS3","Beethoven",NA,3,"Somewhat familiar"
"goldberg_2018_spa_cultural_familiarity","Eugene-Springfield Community Sample, Skills, Possessions, & Abilities (SPA): What Are You Familiar With?","Please rate your familiarity with each item by filling in the appropriate number from 1 to 5. EXAMPLES 1. If you're asked about POLITICIANS and the item said ""Bill Clinton,"" you would probably mark '4' or '5' to indicate that you are familiar with him. 2. If the category was FAMOUS ATHLETES and the item said ""Fred Gruneburg,"" you would probably mark '1' because you have never heard of him or a '2' because he sounds vaguely familiar.","goldberg_2018_spa_cultural_familiarity_3","Classical Artists:","FAMCLS3","Beethoven",NA,4,NA
"goldberg_2018_spa_cultural_familiarity","Eugene-Springfield Community Sample, Skills, Possessions, & Abilities (SPA): What Are You Familiar With?","Please rate your familiarity with each item by filling in the appropriate number from 1 to 5. EXAMPLES 1. If you're asked about POLITICIANS and the item said ""Bill Clinton,"" you would probably mark '4' or '5' to indicate that you are familiar with him. 2. If the category was FAMOUS ATHLETES and the item said ""Fred Gruneburg,"" you would probably mark '1' because you have never heard of him or a '2' because he sounds vaguely familiar.","goldberg_2018_spa_cultural_familiarity_3","Classical Artists:","FAMCLS3","Beethoven",NA,5,"Very familiar"
"goldberg_2018_spa_cultural_familiarity","Eugene-Springfield Community Sample, Skills, Possessions, & Abilities (SPA): What Are You Familiar With?","Please rate your familiarity with each item by filling in the appropriate number from 1 to 5. EXAMPLES 1. If you're asked about POLITICIANS and the item said ""Bill Clinton,"" you would probably mark '4' or '5' to indicate that you are familiar with him. 2. If the category was FAMOUS ATHLETES and the item said ""Fred Gruneburg,"" you would probably mark '1' because you have never heard of him or a '2' because he sounds vaguely familiar.","goldberg_2018_spa_cultural_familiarity_3","Classical Artists:","FAMCLS4","Copland",NA,1,"Never heard of it"
"goldberg_2018_spa_cultural_familiarity","Eugene-Springfield Community Sample, Skills, Possessions, & Abilities (SPA): What Are You Familiar With?","Please rate your familiarity with each item by filling in the appropriate number from 1 to 5. EXAMPLES 1. If you're asked about POLITICIANS and the item said ""Bill Clinton,"" you would probably mark '4' or '5' to indicate that you are familiar with him. 2. If the category was FAMOUS ATHLETES and the item said ""Fred Gruneburg,"" you would probably mark '1' because you have never heard of him or a '2' because he sounds vaguely familiar.","goldberg_2018_spa_cultural_familiarity_3","Classical Artists:","FAMCLS4","Copland",NA,2,NA
"goldberg_2018_spa_cultural_familiarity","Eugene-Springfield Community Sample, Skills, Possessions, & Abilities (SPA): What Are You Familiar With?","Please rate your familiarity with each item by filling in the appropriate number from 1 to 5. EXAMPLES 1. If you're asked about POLITICIANS and the item said ""Bill Clinton,"" you would probably mark '4' or '5' to indicate that you are familiar with him. 2. If the category was FAMOUS ATHLETES and the item said ""Fred Gruneburg,"" you would probably mark '1' because you have never heard of him or a '2' because he sounds vaguely familiar.","goldberg_2018_spa_cultural_familiarity_3","Classical Artists:","FAMCLS4","Copland",NA,3,"Somewhat familiar"
"goldberg_2018_spa_cultural_familiarity","Eugene-Springfield Community Sample, Skills, Possessions, & Abilities (SPA): What Are You Familiar With?","Please rate your familiarity with each item by filling in the appropriate number from 1 to 5. EXAMPLES 1. If you're asked about POLITICIANS and the item said ""Bill Clinton,"" you would probably mark '4' or '5' to indicate that you are familiar with him. 2. If the category was FAMOUS ATHLETES and the item said ""Fred Gruneburg,"" you would probably mark '1' because you have never heard of him or a '2' because he sounds vaguely familiar.","goldberg_2018_spa_cultural_familiarity_3","Classical Artists:","FAMCLS4","Copland",NA,4,NA
"goldberg_2018_spa_cultural_familiarity","Eugene-Springfield Community Sample, Skills, Possessions, & Abilities (SPA): What Are You Familiar With?","Please rate your familiarity with each item by filling in the appropriate number from 1 to 5. EXAMPLES 1. If you're asked about POLITICIANS and the item said ""Bill Clinton,"" you would probably mark '4' or '5' to indicate that you are familiar with him. 2. If the category was FAMOUS ATHLETES and the item said ""Fred Gruneburg,"" you would probably mark '1' because you have never heard of him or a '2' because he sounds vaguely familiar.","goldberg_2018_spa_cultural_familiarity_3","Classical Artists:","FAMCLS4","Copland",NA,5,"Very familiar"
"goldberg_2018_spa_cultural_familiarity","Eugene-Springfield Community Sample, Skills, Possessions, & Abilities (SPA): What Are You Familiar With?","Please rate your familiarity with each item by filling in the appropriate number from 1 to 5. EXAMPLES 1. If you're asked about POLITICIANS and the item said ""Bill Clinton,"" you would probably mark '4' or '5' to indicate that you are familiar with him. 2. If the category was FAMOUS ATHLETES and the item said ""Fred Gruneburg,"" you would probably mark '1' because you have never heard of him or a '2' because he sounds vaguely familiar.","goldberg_2018_spa_cultural_familiarity_3","Classical Artists:","FAMCLS5","Rentzig",NA,1,"Never heard of it"
"goldberg_2018_spa_cultural_familiarity","Eugene-Springfield Community Sample, Skills, Possessions, & Abilities (SPA): What Are You Familiar With?","Please rate your familiarity with each item by filling in the appropriate number from 1 to 5. EXAMPLES 1. If you're asked about POLITICIANS and the item said ""Bill Clinton,"" you would probably mark '4' or '5' to indicate that you are familiar with him. 2. If the category was FAMOUS ATHLETES and the item said ""Fred Gruneburg,"" you would probably mark '1' because you have never heard of him or a '2' because he sounds vaguely familiar.","goldberg_2018_spa_cultural_familiarity_3","Classical Artists:","FAMCLS5","Rentzig",NA,2,NA
"goldberg_2018_spa_cultural_familiarity","Eugene-Springfield Community Sample, Skills, Possessions, & Abilities (SPA): What Are You Familiar With?","Please rate your familiarity with each item by filling in the appropriate number from 1 to 5. EXAMPLES 1. If you're asked about POLITICIANS and the item said ""Bill Clinton,"" you would probably mark '4' or '5' to indicate that you are familiar with him. 2. If the category was FAMOUS ATHLETES and the item said ""Fred Gruneburg,"" you would probably mark '1' because you have never heard of him or a '2' because he sounds vaguely familiar.","goldberg_2018_spa_cultural_familiarity_3","Classical Artists:","FAMCLS5","Rentzig",NA,3,"Somewhat familiar"
"goldberg_2018_spa_cultural_familiarity","Eugene-Springfield Community Sample, Skills, Possessions, & Abilities (SPA): What Are You Familiar With?","Please rate your familiarity with each item by filling in the appropriate number from 1 to 5. EXAMPLES 1. If you're asked about POLITICIANS and the item said ""Bill Clinton,"" you would probably mark '4' or '5' to indicate that you are familiar with him. 2. If the category was FAMOUS ATHLETES and the item said ""Fred Gruneburg,"" you would probably mark '1' because you have never heard of him or a '2' because he sounds vaguely familiar.","goldberg_2018_spa_cultural_familiarity_3","Classical Artists:","FAMCLS5","Rentzig",NA,4,NA
"goldberg_2018_spa_cultural_familiarity","Eugene-Springfield Community Sample, Skills, Possessions, & Abilities (SPA): What Are You Familiar With?","Please rate your familiarity with each item by filling in the appropriate number from 1 to 5. EXAMPLES 1. If you're asked about POLITICIANS and the item said ""Bill Clinton,"" you would probably mark '4' or '5' to indicate that you are familiar with him. 2. If the category was FAMOUS ATHLETES and the item said ""Fred Gruneburg,"" you would probably mark '1' because you have never heard of him or a '2' because he sounds vaguely familiar.","goldberg_2018_spa_cultural_familiarity_3","Classical Artists:","FAMCLS5","Rentzig",NA,5,"Very familiar"
"goldberg_2018_spa_cultural_familiarity","Eugene-Springfield Community Sample, Skills, Possessions, & Abilities (SPA): What Are You Familiar With?","Please rate your familiarity with each item by filling in the appropriate number from 1 to 5. EXAMPLES 1. If you're asked about POLITICIANS and the item said ""Bill Clinton,"" you would probably mark '4' or '5' to indicate that you are familiar with him. 2. If the category was FAMOUS ATHLETES and the item said ""Fred Gruneburg,"" you would probably mark '1' because you have never heard of him or a '2' because he sounds vaguely familiar.","goldberg_2018_spa_cultural_familiarity_3","Classical Artists:","FAMCLS6","Brahms",NA,1,"Never heard of it"
"goldberg_2018_spa_cultural_familiarity","Eugene-Springfield Community Sample, Skills, Possessions, & Abilities (SPA): What Are You Familiar With?","Please rate your familiarity with each item by filling in the appropriate number from 1 to 5. EXAMPLES 1. If you're asked about POLITICIANS and the item said ""Bill Clinton,"" you would probably mark '4' or '5' to indicate that you are familiar with him. 2. If the category was FAMOUS ATHLETES and the item said ""Fred Gruneburg,"" you would probably mark '1' because you have never heard of him or a '2' because he sounds vaguely familiar.","goldberg_2018_spa_cultural_familiarity_3","Classical Artists:","FAMCLS6","Brahms",NA,2,NA
"goldberg_2018_spa_cultural_familiarity","Eugene-Springfield Community Sample, Skills, Possessions, & Abilities (SPA): What Are You Familiar With?","Please rate your familiarity with each item by filling in the appropriate number from 1 to 5. EXAMPLES 1. If you're asked about POLITICIANS and the item said ""Bill Clinton,"" you would probably mark '4' or '5' to indicate that you are familiar with him. 2. If the category was FAMOUS ATHLETES and the item said ""Fred Gruneburg,"" you would probably mark '1' because you have never heard of him or a '2' because he sounds vaguely familiar.","goldberg_2018_spa_cultural_familiarity_3","Classical Artists:","FAMCLS6","Brahms",NA,3,"Somewhat familiar"
"goldberg_2018_spa_cultural_familiarity","Eugene-Springfield Community Sample, Skills, Possessions, & Abilities (SPA): What Are You Familiar With?","Please rate your familiarity with each item by filling in the appropriate number from 1 to 5. EXAMPLES 1. If you're asked about POLITICIANS and the item said ""Bill Clinton,"" you would probably mark '4' or '5' to indicate that you are familiar with him. 2. If the category was FAMOUS ATHLETES and the item said ""Fred Gruneburg,"" you would probably mark '1' because you have never heard of him or a '2' because he sounds vaguely familiar.","goldberg_2018_spa_cultural_familiarity_3","Classical Artists:","FAMCLS6","Brahms",NA,4,NA
"goldberg_2018_spa_cultural_familiarity","Eugene-Springfield Community Sample, Skills, Possessions, & Abilities (SPA): What Are You Familiar With?","Please rate your familiarity with each item by filling in the appropriate number from 1 to 5. EXAMPLES 1. If you're asked about POLITICIANS and the item said ""Bill Clinton,"" you would probably mark '4' or '5' to indicate that you are familiar with him. 2. If the category was FAMOUS ATHLETES and the item said ""Fred Gruneburg,"" you would probably mark '1' because you have never heard of him or a '2' because he sounds vaguely familiar.","goldberg_2018_spa_cultural_familiarity_3","Classical Artists:","FAMCLS6","Brahms",NA,5,"Very familiar"
"goldberg_2018_spa_cultural_familiarity","Eugene-Springfield Community Sample, Skills, Possessions, & Abilities (SPA): What Are You Familiar With?","Please rate your familiarity with each item by filling in the appropriate number from 1 to 5. EXAMPLES 1. If you're asked about POLITICIANS and the item said ""Bill Clinton,"" you would probably mark '4' or '5' to indicate that you are familiar with him. 2. If the category was FAMOUS ATHLETES and the item said ""Fred Gruneburg,"" you would probably mark '1' because you have never heard of him or a '2' because he sounds vaguely familiar.","goldberg_2018_spa_cultural_familiarity_3","Classical Artists:","FAMCLS7","Grieg",NA,1,"Never heard of it"
"goldberg_2018_spa_cultural_familiarity","Eugene-Springfield Community Sample, Skills, Possessions, & Abilities (SPA): What Are You Familiar With?","Please rate your familiarity with each item by filling in the appropriate number from 1 to 5. EXAMPLES 1. If you're asked about POLITICIANS and the item said ""Bill Clinton,"" you would probably mark '4' or '5' to indicate that you are familiar with him. 2. If the category was FAMOUS ATHLETES and the item said ""Fred Gruneburg,"" you would probably mark '1' because you have never heard of him or a '2' because he sounds vaguely familiar.","goldberg_2018_spa_cultural_familiarity_3","Classical Artists:","FAMCLS7","Grieg",NA,2,NA
"goldberg_2018_spa_cultural_familiarity","Eugene-Springfield Community Sample, Skills, Possessions, & Abilities (SPA): What Are You Familiar With?","Please rate your familiarity with each item by filling in the appropriate number from 1 to 5. EXAMPLES 1. If you're asked about POLITICIANS and the item said ""Bill Clinton,"" you would probably mark '4' or '5' to indicate that you are familiar with him. 2. If the category was FAMOUS ATHLETES and the item said ""Fred Gruneburg,"" you would probably mark '1' because you have never heard of him or a '2' because he sounds vaguely familiar.","goldberg_2018_spa_cultural_familiarity_3","Classical Artists:","FAMCLS7","Grieg",NA,3,"Somewhat familiar"
"goldberg_2018_spa_cultural_familiarity","Eugene-Springfield Community Sample, Skills, Possessions, & Abilities (SPA): What Are You Familiar With?","Please rate your familiarity with each item by filling in the appropriate number from 1 to 5. EXAMPLES 1. If you're asked about POLITICIANS and the item said ""Bill Clinton,"" you would probably mark '4' or '5' to indicate that you are familiar with him. 2. If the category was FAMOUS ATHLETES and the item said ""Fred Gruneburg,"" you would probably mark '1' because you have never heard of him or a '2' because he sounds vaguely familiar.","goldberg_2018_spa_cultural_familiarity_3","Classical Artists:","FAMCLS7","Grieg",NA,4,NA
"goldberg_2018_spa_cultural_familiarity","Eugene-Springfield Community Sample, Skills, Possessions, & Abilities (SPA): What Are You Familiar With?","Please rate your familiarity with each item by filling in the appropriate number from 1 to 5. EXAMPLES 1. If you're asked about POLITICIANS and the item said ""Bill Clinton,"" you would probably mark '4' or '5' to indicate that you are familiar with him. 2. If the category was FAMOUS ATHLETES and the item said ""Fred Gruneburg,"" you would probably mark '1' because you have never heard of him or a '2' because he sounds vaguely familiar.","goldberg_2018_spa_cultural_familiarity_3","Classical Artists:","FAMCLS7","Grieg",NA,5,"Very familiar"
