table,was,now,kind
dejesus_2017_womac,Elderly (minimum age >50),Elderly (minimum age >50),confirmed
den_kay_2025,Adult (18+),Adult (18+),confirmed
dopmeijer_2022_performance_pressure,Mixed,Mixed,confirmed
dominguez_2018_jcs,Adult (18+),Adult (18+),confirmed
derubeis_2017_arsq,Mixed,Mixed,confirmed
derubeis_2017_bdi,Mixed,Mixed,confirmed
duboz_2021_pss10,Adult (18+),Adult (18+),confirmed
dominguez_2018_mbi,Adult (18+),Adult (18+),confirmed
dopmeijer_2022_ubos,Mixed,Mixed,confirmed
dolzdelcastellar_2021_stai,Adult (18+),Adult (18+),confirmed
depression_hymcohort_tang2022,Mixed,Mixed,confirmed
dolzdelcastellar_2021_eds,Adult (18+),Adult (18+),confirmed
dominguez_2018_itl,Adult (18+),Adult (18+),confirmed
disgust_berger2014,Adult (18+),Adult (18+),confirmed
divia_2025_tiktok_fomo_shopping,Mixed,Mixed,confirmed
dinic_2025_shortdarktriad,Adult (18+),Adult (18+),confirmed
ders16_xiong_2025,Mixed,Mixed,confirmed
ders_valencia_2025,Adult (18+),Adult (18+),confirmed
eammi_grahe_2018_belong,Adult (18+),Adult (18+),confirmed
eammi_grahe_2018_idea,Adult (18+),Adult (18+),confirmed
dvivdtws_ppmial_marcatto_2023_dtw,Adult (18+),Adult (18+),confirmed
eammi_grahe_2018_american_dream,Adult (18+),Adult (18+),confirmed
eammi_grahe_2018_efficacy,Adult (18+),Adult (18+),confirmed
dwyer_2025_genomics_pc,Adult (18+),Adult (18+),confirmed
dvivdtws_ppmial_marcatto_2023_ocs,Adult (18+),Adult (18+),confirmed
dwyer_2025_genomics_sjc,Adult (18+),Adult (18+),confirmed
dwyer_2019_clinton_activist,Adult (18+),Adult (18+),confirmed
eammi_grahe_2018_marriage_identity_allocation,Adult (18+),Adult (18+),confirmed
eammi_grahe_2018_disability_identity,Adult (18+),Adult (18+),confirmed
eammi_grahe_2018_exploit,Adult (18+),Adult (18+),confirmed
eammi_grahe_2018_marriage_attitudes,Adult (18+),Adult (18+),confirmed
dwyer_2025_genomics_gec,Adult (18+),Adult (18+),confirmed
dwyer_2025_genomics_pb,Adult (18+),Adult (18+),confirmed
dvivdtws_ppmial_marcatto_2023_snaq,Adult (18+),Adult (18+),confirmed
dwyer_2025_genomics_os,Adult (18+),Adult (18+),confirmed
dwyer_2025_genomics_ec,Adult (18+),Adult (18+),confirmed
eammi_grahe_2018_mindful,Adult (18+),Adult (18+),confirmed
dwyer_2019_clinton_cesd,Adult (18+),Adult (18+),confirmed
dvivdtws_ppmial_marcatto_2023_ocb,Adult (18+),Adult (18+),confirmed
dvivdtws_ppmial_marcatto_2023_cwb,Adult (18+),Adult (18+),confirmed
duboz_2021_swls,Adult (18+),Adult (18+),confirmed
ecps_sahm_2024_ia,Adult (18+),Adult (18+),confirmed
ecuador_2011_safety_impact,Mixed,Mixed,confirmed
eammi_grahe_2018_npi,Adult (18+),Adult (18+),confirmed
ecuador_2011_safety_confidence,Mixed,Mixed,confirmed
ecps_sahm_2024_trust,Adult (18+),Adult (18+),confirmed
ecps_sahm_2024_stress,Adult (18+),Adult (18+),confirmed
ecps_sahm_2024_emotion,Adult (18+),Adult (18+),confirmed
eammi_grahe_2018_transgressions,Adult (18+),Adult (18+),confirmed
eammi_grahe_2018_moa2,Adult (18+),Adult (18+),confirmed
ecuador_2011_safety_crime,Mixed,Mixed,confirmed
eammi_grahe_2018_stress,Adult (18+),Adult (18+),confirmed
eammi_grahe_2018_physsx,Adult (18+),Adult (18+),confirmed
ecps_sahm_2024_dtl,Adult (18+),Adult (18+),confirmed
ecps_sahm_2024_vaccine,Adult (18+),Adult (18+),confirmed
ecps_sahm_2024_sscd,Adult (18+),Adult (18+),confirmed
eammi_grahe_2018_support,Adult (18+),Adult (18+),confirmed
eammi_grahe_2018_socmedia,Adult (18+),Adult (18+),confirmed
ecps_sahm_2024_distrust,Adult (18+),Adult (18+),confirmed
ecps_sahm_2024_identity,Adult (18+),Adult (18+),confirmed
ecuador_2011_safety_homesec,Mixed,Mixed,confirmed
ecps_sahm_2024_support,Adult (18+),Adult (18+),confirmed
eammi_grahe_2018_swb,Adult (18+),Adult (18+),confirmed
eammi_grahe_2018_moa1,Adult (18+),Adult (18+),confirmed
ecps_sahm_2024_moral,Adult (18+),Adult (18+),confirmed
ecuador_2011_safety_avoidance,Mixed,Mixed,confirmed
emiral_2025_aips,Adult (18+),Adult (18+),confirmed
ecuador_2011_safety_victimtype,Mixed,Mixed,confirmed
ecuador_2011_safety_victim,Mixed,Mixed,confirmed
ecuador_2011_safety_safety,Mixed,Mixed,confirmed
EEEDPRM_Bulut_2021,Mixed,Mixed,confirmed
ecuador_2011_safety_operatives,Mixed,Mixed,confirmed
ecuador_2011_safety_places,Mixed,Mixed,confirmed
ees_sarling_2024,Adult (18+),Adult (18+),confirmed
estevez_2021_actitu,Child (<18y),Child (<18y),confirmed
ecuador_2011_safety_trend,Mixed,Mixed,confirmed
erf_breuer_2017_tai,Mixed,Mixed,confirmed
erf_breuer_2017_dosp,Mixed,Mixed,confirmed
erf_breuer_2017_frmfr,Mixed,Mixed,confirmed
envirisk_lalot_2025,Adult (18+),Adult (18+),confirmed
erf_breuer_2017_frmmc,Mixed,Mixed,confirmed
ecuador_2011_safety_surroundings,Mixed,Mixed,confirmed
estevez_2021_feepad,Child (<18y),Child (<18y),confirmed
estevez_2021_feepr,Child (<18y),Child (<18y),confirmed
estevez_2021_gest,Child (<18y),Child (<18y),confirmed
estevez_2021_homework_engagement,Child (<18y),Child (<18y),confirmed
estevez_2021_inter,Child (<18y),Child (<18y),confirmed
estevez_2021_math_attitudes,Child (<18y),Child (<18y),confirmed
estevez_2021_motiv,Child (<18y),Child (<18y),confirmed
evpromisi_stone_2021_cdiag,Adult (18+),Adult (18+),confirmed
evpromisi_stone_2021_ddedanx,Adult (18+),Adult (18+),confirmed
evpromisi_stone_2021_ddeddep,Adult (18+),Adult (18+),confirmed
evpromisi_stone_2021_global,Adult (18+),Adult (18+),confirmed
extremera_2016_ei,Adult (18+),Adult (18+),confirmed
extremera_2016_sbq,Adult (18+),Adult (18+),confirmed
extremera_2016_shs,Adult (18+),Adult (18+),confirmed
extremera_2016_swls,Adult (18+),Adult (18+),confirmed
eyrenci_2025_mental_health_literacy,Adult (18+),Adult (18+),confirmed
face_memory_amado_2024,Adult (18+),Adult (18+),confirmed
FAD_fadplus_goto2021,Adult (18+),Adult (18+),confirmed
falih_2026_dass21,Adult (18+),Adult (18+),confirmed
falih_2026_mds16,Adult (18+),Adult (18+),confirmed
fatima_2025_mslq,Adult (18+),Adult (18+),confirmed
fcupanas_cffsdas_reyna_2018,Mixed,Mixed,confirmed
feng2026_autonomy,Mixed,Mixed,confirmed
feng2026_behavioral_intention,Mixed,Mixed,confirmed
feng2026_competence,Mixed,Mixed,confirmed
feng2026_ec,Mixed,Mixed,confirmed
feng2026_intrinsic_motivation,Mixed,Mixed,confirmed
feng2026_perceived_ease_of_use,Mixed,Mixed,confirmed
feng2026_perceived_usefulness,Mixed,Mixed,confirmed
figalova_2021_bdi,Adult (18+),Adult (18+),confirmed
figalova_2021_pss,Adult (18+),Adult (18+),confirmed
figalova_2021_stai_state,Adult (18+),Adult (18+),confirmed
figalova_2021_stai_trait,Adult (18+),Adult (18+),confirmed
fitriana_2022_hapwork_field,Adult (18+),Adult (18+),confirmed
florida_twins_auth,Mixed,Mixed,confirmed
florida_twins_cads,Child (<18y),Child (<18y),confirmed
florida_twins_chaos,Child (<18y),Child (<18y),confirmed
florida_twins_class,Child (<18y),Child (<18y),confirmed
florida_twins_dbi,Mixed,Mixed,confirmed
florida_twins_dweck,Mixed,Mixed,confirmed
florida_twins_friends,Mixed,Mixed,confirmed
florida_twins_game,Mixed,Mixed,confirmed
florida_twins_grades,Mixed,Mixed,confirmed
florida_twins_grit,Child (<18y),Child (<18y),confirmed
florida_twins_hwk,Mixed,Mixed,confirmed
florida_twins_leq,Mixed,Mixed,confirmed
florida_twins_media,Mixed,Mixed,confirmed
florida_twins_nes,Mixed,Mixed,confirmed
florida_twins_pals,Child (<18y),Child (<18y),confirmed
forrest_2021_positive_affect_proxy,Child (<18y),Child (<18y),confirmed
forrest_2021_phys_activity_child,Child (<18y),Child (<18y),confirmed
forrest_2021_positive_affect_child,Child (<18y),Child (<18y),confirmed
forrest_2021_phys_stress_child,Child (<18y),Child (<18y),confirmed
forrest_2021_global_health_child,Child (<18y),Child (<18y),confirmed
forrest_2021_family_involve_proxy,Child (<18y),Child (<18y),confirmed
forrest_2021_life_satisfaction_proxy,Child (<18y),Child (<18y),confirmed
forrest_2021_meaning_purpose_child,Child (<18y),Child (<18y),confirmed
forrest_2021_global_health_proxy,Child (<18y),Child (<18y),confirmed
forrest_2021_phys_activity_proxy,Child (<18y),Child (<18y),confirmed
forrest_2021_meaning_purpose_proxy,Child (<18y),Child (<18y),confirmed
forrest_2021_life_satisfaction_child,Child (<18y),Child (<18y),confirmed
forrest_2021_phys_stress_proxy,Child (<18y),Child (<18y),confirmed
FomoNegativeAffect_cremer_2026_phq,Adult (18+),Adult (18+),confirmed
forrest_2021_family_involve_child,Child (<18y),Child (<18y),confirmed
FomoNegativeAffect_cremer_2026_rrs,Adult (18+),Adult (18+),confirmed
forrest_2021_family_belonging_proxy,Child (<18y),Child (<18y),confirmed
FomoNegativeAffect_cremer_2026_panas,Adult (18+),Adult (18+),confirmed
forrest_2021_family_belonging_child,Child (<18y),Child (<18y),confirmed
FomoNegativeAffect_cremer_2026_fomo,Adult (18+),Adult (18+),confirmed
florida_twins_read,Child (<18y),Child (<18y),confirmed
florida_twins_sch,Child (<18y),Child (<18y),confirmed
florida_twins_par,Mixed,Mixed,confirmed
florida_twins_tech,Mixed,Mixed,confirmed
florida_twins_panas,Mixed,Mixed,confirmed
gao_2022_pss10,Adult (18+),Adult (18+),confirmed
gan_2015_rrs,Elderly (minimum age >50),Elderly (minimum age >50),confirmed
gan_2015_ucla_loneliness,Elderly (minimum age >50),Elderly (minimum age >50),confirmed
forrest_2021_psych_stress_proxy,Child (<18y),Child (<18y),confirmed
Forthmann-2024-creative_quality,Adult (18+),Adult (18+),confirmed
Forthmann-2024-cleverness_ratings,Adult (18+),Adult (18+),confirmed
gao_2022_emotional_resilience,Adult (18+),Adult (18+),confirmed
gao_2022_stress_response,Adult (18+),Adult (18+),confirmed
gao_2022_scsq,Adult (18+),Adult (18+),confirmed
frikha_2023_pe_ms,Adult (18+),Adult (18+),confirmed
gan_2015_cesd,Elderly (minimum age >50),Elderly (minimum age >50),confirmed
gahps_korner_2021,Adult (18+),Adult (18+),confirmed
forrest_2021_psych_stress_child,Child (<18y),Child (<18y),confirmed
forrest_2021_strength_child,Child (<18y),Child (<18y),confirmed
franco_2024_unfolding,Adult (18+),Adult (18+),confirmed
frikha_2023_pe_acrs,Adult (18+),Adult (18+),confirmed
forrest_2021_strength_proxy,Child (<18y),Child (<18y),confirmed
fraijo_2022_mslq,Mixed,Mixed,confirmed
gerber_2022_selfesteem,Child (<18y),Child (<18y),confirmed
gerber_2022_altruism,Child (<18y),Child (<18y),confirmed
germann_2026_immigration,Adult (18+),Adult (18+),confirmed
genpsych_russell_2024_llama3,Adult (18+),Adult (18+),confirmed
genpsych_russell_2024_gpt3_5,Adult (18+),Adult (18+),confirmed
gcb5_2025,Adult (18+),Adult (18+),confirmed
germann_2026_redistribution,Adult (18+),Adult (18+),confirmed
genpsych_russell_2024_mixtral,Adult (18+),Adult (18+),confirmed
germann_2026_state_intervention,Adult (18+),Adult (18+),confirmed
gerber_2022_eas_temperament,Child (<18y),Child (<18y),confirmed
garciabatista_2021_erq,Adult (18+),Adult (18+),confirmed
germann_2026_environment,Adult (18+),Adult (18+),confirmed
gerber_2022_self_esteem,Child (<18y),Child (<18y),confirmed
GBJW_fadplus_goto2021,Adult (18+),Adult (18+),confirmed
ghanbari_2016_helma_access,Mixed,Mixed,confirmed
genpsych_russell_2024_gpt4o,Adult (18+),Adult (18+),confirmed
germann_2026_national_identity,Adult (18+),Adult (18+),confirmed
GART_Grolig_2020,Mixed,Mixed,confirmed
genpsych_russell_2024_gemma,Adult (18+),Adult (18+),confirmed
gilbert_meta_32,Child (<18y),Child (<18y),confirmed
gilbert_meta_24,Child (<18y),Child (<18y),confirmed
gilbert_meta_16,Child (<18y),Child (<18y),confirmed
gilbert_meta_19,Child (<18y),Child (<18y),confirmed
gilbert_meta_18,Child (<18y),Child (<18y),confirmed
gilbert_meta_28,Adult (18+),Adult (18+),confirmed
gilbert_meta_27,Adult (18+),Adult (18+),confirmed
gilbert_meta_107,Child (<18y),Child (<18y),confirmed
gilbert_meta_106,Child (<18y),Child (<18y),confirmed
gilbert_meta_105,Child (<18y),Child (<18y),confirmed
gilbert_meta_13,Mixed,Mixed,confirmed
ghanbari_2016_helma_use,Mixed,Mixed,confirmed
gilbert_meta_15,Mixed,Mixed,confirmed
ghanbari_2016_helma_understand,Mixed,Mixed,confirmed
ghanbari_2016_helma_reading,Mixed,Mixed,confirmed
ghanbari_2016_helma_numeracy,Mixed,Mixed,confirmed
ghanbari_2016_helma_appraise,Mixed,Mixed,confirmed
gilbert_meta_14,Mixed,Mixed,confirmed
ghanbari_2016_helma_comm,Mixed,Mixed,confirmed
gilbert_meta_17,Child (<18y),Child (<18y),confirmed
gilbert_meta_49,Mixed,Mixed,confirmed
gilbert_meta_62,Adult (18+),Adult (18+),confirmed
gilbert_meta_45,Adult (18+),Adult (18+),confirmed
gilbert_meta_47,Child (<18y),Child (<18y),confirmed
gilbert_meta_46,Child (<18y),Child (<18y),confirmed
gilbert_meta_38,Adult (18+),Adult (18+),confirmed
gilbert_meta_44,Elderly (minimum age >50),Elderly (minimum age >50),confirmed
gilbert_meta_60,Mixed,Mixed,confirmed
gilbert_meta_56,Child (<18y),Child (<18y),confirmed
gilbert_meta_4,Adult (18+),Adult (18+),confirmed
gilbert_meta_59,Adult (18+),Adult (18+),confirmed
gilbert_meta_58,Adult (18+),Adult (18+),confirmed
gilbert_meta_55,Child (<18y),Child (<18y),confirmed
gilbert_meta_33,Child (<18y),Child (<18y),confirmed
gilbert_meta_61,Mixed,Mixed,confirmed
gilbert_meta_5,Child (<18y),Child (<18y),confirmed
gilbert_meta_37,Adult (18+),Adult (18+),confirmed
gilbert_meta_41,Child (<18y),Child (<18y),confirmed
gilbert_meta_57,Adult (18+),Adult (18+),confirmed
gilbert_meta_85,Mixed,Mixed,confirmed
gilbert_meta_86,Adult (18+),Adult (18+),confirmed
gobbens_2018_iadl,Elderly (minimum age >50),Elderly (minimum age >50),confirmed
girma_2021_oslo3,Mixed,Mixed,confirmed
gilbert_meta_84,Mixed,Mixed,confirmed
gilbert_meta_9,Mixed,Mixed,confirmed
gmc_kay_2025,Adult (18+),Adult (18+),confirmed
gilbert_meta_72,Child (<18y),Child (<18y),confirmed
goksel_2026_embarrassment_authenticity,Adult (18+),Adult (18+),confirmed
girma_2021_phq9,Mixed,Mixed,confirmed
gizaw_2023_phq9,Adult (18+),Adult (18+),confirmed
gillman_2023_pss,Adult (18+),Adult (18+),confirmed
gobbens_2018_adl,Elderly (minimum age >50),Elderly (minimum age >50),confirmed
gobbens_2018_sf12,Elderly (minimum age >50),Elderly (minimum age >50),confirmed
goksel_2026_embarrassment_emb_perception,Adult (18+),Adult (18+),confirmed
goksel_2026_embarrassment_appeasement,Adult (18+),Adult (18+),confirmed
gilbert_meta_98,Adult (18+),Adult (18+),confirmed
goksel_2026_embarrassment_liking,Adult (18+),Adult (18+),confirmed
gilbert_meta_87,Adult (18+),Adult (18+),confirmed
gillman_2023_appraisals,Adult (18+),Adult (18+),confirmed
goksel_2026_embarrassment_affectivetrust,Adult (18+),Adult (18+),confirmed
gilbert_meta_73,Child (<18y),Child (<18y),confirmed
gilbert_meta_83,Mixed,Mixed,confirmed
gilbert_meta_97,Adult (18+),Adult (18+),confirmed
goldberg_2018_eps_adjectives,Adult (18+),Adult (18+),confirmed
goldberg_2018_eps_life_events,Adult (18+),Adult (18+),confirmed
goldberg_2018_eps_ipip,Adult (18+),Adult (18+),confirmed
goldberg_2018_eps_spirituality,Adult (18+),Adult (18+),confirmed
goldberg_2018_eps_s11,Adult (18+),Adult (18+),confirmed
goksel_2026_embarrassment_resilience,Adult (18+),Adult (18+),confirmed
goldberg_2018_dop_ab5c_vignettes,Adult (18+),Adult (18+),confirmed
goksel_2026_embarrassment_puremorality,Adult (18+),Adult (18+),confirmed
goldberg_2018_bri_feel,Adult (18+),Adult (18+),confirmed
goksel_2026_embarrassment_socialnorm,Adult (18+),Adult (18+),confirmed
goldberg_2018_bri_ofood,Adult (18+),Adult (18+),confirmed
goldberg_2018_dop_avocational_interests,Adult (18+),Adult (18+),confirmed
goldberg_2018_eps_cesd,Adult (18+),Adult (18+),confirmed
goldberg_2018_bri_bri,Adult (18+),Adult (18+),confirmed
goksel_2026_embarrassment_purewarmth,Adult (18+),Adult (18+),confirmed
goksel_2026_embarrassment_wcm,Adult (18+),Adult (18+),confirmed
goldberg_2018_bri_curio,Adult (18+),Adult (18+),confirmed
goldberg_2018_ciss,Adult (18+),Adult (18+),confirmed
goldberg_2018_cpi,Adult (18+),Adult (18+),confirmed
goldberg_2018_bri_food,Adult (18+),Adult (18+),confirmed
goksel_2026_embarrassment_moralityandwarmth,Adult (18+),Adult (18+),confirmed
goksel_2026_embarrassment_warmth_competence,Adult (18+),Adult (18+),confirmed
goksel_2026_embarrassment_similarity,Adult (18+),Adult (18+),confirmed
goksel_2026_embarrassment_socialcompetence,Adult (18+),Adult (18+),confirmed
goldberg_2018_hpi,Adult (18+),Adult (18+),confirmed
goldberg_2018_pda360,Adult (18+),Adult (18+),confirmed
goldberg_2018_prs_movie_preferences,Adult (18+),Adult (18+),confirmed
goldberg_2018_ppq_music,Adult (18+),Adult (18+),confirmed
goldberg_2018_sdv_desirability,Adult (18+),Adult (18+),confirmed
goldberg_2018_hpq_h,Adult (18+),Adult (18+),confirmed
goldberg_2018_ppq_via_strengths,Adult (18+),Adult (18+),confirmed
goldberg_2018_pf16_p,Adult (18+),Adult (18+),confirmed
goldberg_2018_prs_tv_preferences,Adult (18+),Adult (18+),confirmed
goldberg_2018_prs_pey,Adult (18+),Adult (18+),confirmed
goldberg_2018_prs_ipip,Adult (18+),Adult (18+),confirmed
goldberg_2018_ipip,Adult (18+),Adult (18+),confirmed
goldberg_2018_sbo,Adult (18+),Adult (18+),confirmed
goldberg_2018_prs_music_preferences,Adult (18+),Adult (18+),confirmed
goldberg_2018_prs_bas_bis,Adult (18+),Adult (18+),confirmed
goldberg_2018_prs_peo,Adult (18+),Adult (18+),confirmed
goldberg_2018_pas_adjectives,Adult (18+),Adult (18+),confirmed
goldberg_2018_prs_gray_wilson,Adult (18+),Adult (18+),confirmed
goldberg_2018_jpir,Adult (18+),Adult (18+),confirmed
goldberg_2018_pas_ipip_scales,Adult (18+),Adult (18+),confirmed
goldberg_2018_prs_hexaco,Adult (18+),Adult (18+),confirmed
goldberg_2018_ppq_beliefs,Adult (18+),Adult (18+),confirmed
goldberg_2018_pda525,Adult (18+),Adult (18+),confirmed
goldberg_2018_ppq_dream,Adult (18+),Adult (18+),confirmed
goldberg_2018_sdv_adjectives,Adult (18+),Adult (18+),confirmed
goldberg_2018_prs_reading_preferences,Adult (18+),Adult (18+),confirmed
goldberg_2018_sdv_force,Adult (18+),Adult (18+),confirmed
goldberg_2018_sdv_happy,Adult (18+),Adult (18+),confirmed
goldberg_2018_sdv_influ,Adult (18+),Adult (18+),confirmed
goldberg_2018_sdv_ipip_temperament,Adult (18+),Adult (18+),confirmed
goldberg_2018_sdv_likelihood,Adult (18+),Adult (18+),confirmed
goldberg_2018_sdv_schwartz_values,Adult (18+),Adult (18+),confirmed
goldberg_2018_sdv_views,Adult (18+),Adult (18+),confirmed
goldberg_2018_spa_beliefs_about_intelligence,Adult (18+),Adult (18+),confirmed
goldberg_2018_spa_bfi_forced_choice,Adult (18+),Adult (18+),confirmed
goldberg_2018_spa_changeability,Adult (18+),Adult (18+),confirmed
goldberg_2018_spa_cultural_familiarity,Adult (18+),Adult (18+),confirmed
goldberg_2018_spa_ipip,Adult (18+),Adult (18+),confirmed
goldberg_2018_spa_medical_history,Adult (18+),Adult (18+),confirmed
goldberg_2018_spa_skill_proficiency,Adult (18+),Adult (18+),confirmed
goldberg_2018_spa_skills,Adult (18+),Adult (18+),confirmed
goldberg_2018_spa_speo,Adult (18+),Adult (18+),confirmed
goldberg_2018_spa_spey,Adult (18+),Adult (18+),confirmed
goldberg_2018_spa_talents,Adult (18+),Adult (18+),confirmed
goldberg_2018_tci,Adult (18+),Adult (18+),confirmed
gomez_2020_mpq,Adult (18+),Adult (18+),confirmed
guatemala_2024_homes_avenues,Adult (18+),Adult (18+),confirmed
guatemala_2024_homes_country,Adult (18+),Adult (18+),confirmed
guatemala_2024_homes_drainage,Adult (18+),Adult (18+),confirmed
guatemala_2024_homes_emergencies,Adult (18+),Adult (18+),confirmed
hao_2025_emotional_regulation,Child (<18y),Child (<18y),confirmed
hao_2025_self_efficacy,Child (<18y),Child (<18y),confirmed
hao_2025_foreign_language_anxiety,Child (<18y),Child (<18y),confirmed
haehner_2026_personality_subsaharan_b2i,Mixed,Mixed,confirmed
gumus_2025_dietarian_identity,Adult (18+),Adult (18+),confirmed
guatemala_2024_homes_roads,Adult (18+),Adult (18+),confirmed
guatemala_2024_homes_safety,Adult (18+),Adult (18+),confirmed
guatemala_2024_homes_transparency,Adult (18+),Adult (18+),confirmed
haehner_2026_personality_subsaharan_ecq,Mixed,Mixed,confirmed
hannachi_2025_eco_anxiety_heas,Adult (18+),Adult (18+),confirmed
hao_2025_metacognitive_regulation,Child (<18y),Child (<18y),confirmed
hannachi_2025_eco_anxiety_cas,Adult (18+),Adult (18+),confirmed
hannachi_2025_eco_anxiety_affect,Adult (18+),Adult (18+),confirmed
guatemala_2024_homes_water,Adult (18+),Adult (18+),confirmed
guatemala_2024_homes_publiceducation,Adult (18+),Adult (18+),confirmed
hahn_2025_sqc,Child (<18y),Child (<18y),confirmed
guatemala_2024_homes_trash,Adult (18+),Adult (18+),confirmed
guatemala_2024_homes_parks,Adult (18+),Adult (18+),confirmed
guatemala_2024_homes_publichealth,Adult (18+),Adult (18+),confirmed
hannachi_2025_eco_anxiety_cope,Adult (18+),Adult (18+),confirmed
guatemala_2024_homes_publicclinic,Adult (18+),Adult (18+),confirmed
guatemala_2024_homes_energy,Adult (18+),Adult (18+),confirmed
guatemala_2024_homes_nutrition,Adult (18+),Adult (18+),confirmed
guatemala_2024_homes_lighting,Adult (18+),Adult (18+),confirmed
guatemala_2024_homes_transport,Adult (18+),Adult (18+),confirmed
horiuchi_2024_rsmsm,Child (<18y),Child (<18y),confirmed
hexaco_silvia_2025,Adult (18+),Adult (18+),confirmed
holden_2026_bsri,Adult (18+),Adult (18+),confirmed
heise_2024_mental_falsesign,Child (<18y),Child (<18y),confirmed
hayek_2022_self_efficacy,Mixed,Mixed,confirmed
heise_2024_mental_divdesires,Child (<18y),Child (<18y),confirmed
hayek_2022_subj_norm,Mixed,Mixed,confirmed
herrera_2018_iri,Mixed,Mixed,confirmed
herrera_2018_beliefs_about_empathy,Mixed,Mixed,confirmed
horiuchi_2024_attachment,Child (<18y),Child (<18y),confirmed
heise_2024_mental_truebel,Child (<18y),Child (<18y),confirmed
heise_2024_mental_vpt,Child (<18y),Child (<18y),confirmed
heise_2024_mental_knowexpert,Child (<18y),Child (<18y),confirmed
herrera_2018_se_d_items,Mixed,Mixed,confirmed
horiuchi_2024_dissociation,Child (<18y),Child (<18y),confirmed
heise_2024_mental_falsebel,Child (<18y),Child (<18y),confirmed
heise_2024_mental_knowaccess,Child (<18y),Child (<18y),confirmed
herrera_2018_attitudes_homeless,Mixed,Mixed,confirmed
heise_2024_mental_divbeliefs,Child (<18y),Child (<18y),confirmed
hao_2025_social_regulation,Child (<18y),Child (<18y),confirmed
hayek_2022_attitude,Mixed,Mixed,confirmed
huang_2023_d_scale,Child (<18y),Child (<18y),confirmed
ipip_openpsychometrics_sc,Adult (18+),Adult (18+),confirmed
huang_2023_b_scale,Child (<18y),Child (<18y),confirmed
ibrahim_2015_bfi,Adult (18+),Adult (18+),confirmed
iandolo_2021_asq,Adult (18+),Adult (18+),confirmed
hyatt_2023_aggression_neo,Adult (18+),Adult (18+),confirmed
hyatt_2023_aggression_rpa,Adult (18+),Adult (18+),confirmed
ipip_openpsychometrics_do,Adult (18+),Adult (18+),confirmed
huang_2023_e_scale,Child (<18y),Child (<18y),confirmed
hyatt_2023_aggression_cab,Adult (18+),Adult (18+),confirmed
ibrahim_2015_sf36,Adult (18+),Adult (18+),confirmed
hyatt_2023_aggression_prelim2_epa,Adult (18+),Adult (18+),confirmed
ilearnathome_regalado_2025,Adult (18+),Adult (18+),confirmed
ipip_openpsychometrics_as,Adult (18+),Adult (18+),confirmed
imps2025_hf,Child (<18y),Child (<18y),confirmed
ipip_openpsychometrics_ad,Adult (18+),Adult (18+),confirmed
identity_fusion_gomez_2025,Adult (18+),Adult (18+),confirmed
huang_2016_neo_neuroticism,Adult (18+),Adult (18+),confirmed
hyatt_2023_aggression_aeq,Adult (18+),Adult (18+),confirmed
huang_2016_neo_conscientious,Adult (18+),Adult (18+),confirmed
hpwt_bayona_2025_workcharacteristics,Adult (18+),Adult (18+),confirmed
hpwt_bayona_2025_jobperformance,Adult (18+),Adult (18+),confirmed
huang_2016_cesd,Adult (18+),Adult (18+),confirmed
huang_2023_c_scale,Child (<18y),Child (<18y),confirmed
hpwt_bayona_2025_jobsatisfaction,Adult (18+),Adult (18+),confirmed
jeon_2019_cbi,Adult (18+),Adult (18+),confirmed
jelinek_2021_cdi,Child (<18y),Child (<18y),confirmed
islam_2022_gad7,Mixed,Mixed,confirmed
iwasa_2016_dpssr,Adult (18+),Adult (18+),confirmed
islam_2022_phq9,Mixed,Mixed,confirmed
iwasa_2016_asi,Adult (18+),Adult (18+),confirmed
jaen_2024_odor_id,Adult (18+),Adult (18+),confirmed
janoffbulman_2016_moralmotives_s2,Adult (18+),Adult (18+),confirmed
iwasa_2016_padua_inventory,Adult (18+),Adult (18+),confirmed
islam_2022_igds9sf,Mixed,Mixed,confirmed
janoffbulman_2016_moralmotives_s1,Adult (18+),Adult (18+),confirmed
iwasa_2016_stai_trait,Adult (18+),Adult (18+),confirmed
islam_2022_bsmas,Mixed,Mixed,confirmed
islam_2022_gdt,Mixed,Mixed,confirmed
jimenezherrera_2022_moral_sensitivity,Adult (18+),Adult (18+),confirmed
jo_2023_arp,Adult (18+),Adult (18+),confirmed
jian-wen-low-sepsis-and-trauma-resuscitation-2024,Adult (18+),Adult (18+),confirmed
jeon_2019_cesd10,Adult (18+),Adult (18+),confirmed
jo_2023_cfs,Adult (18+),Adult (18+),confirmed
jo_2023_crp,Adult (18+),Adult (18+),confirmed
jo_2023_pbc,Adult (18+),Adult (18+),confirmed
jo_2023_sni,Adult (18+),Adult (18+),confirmed
jo_2023_sno,Adult (18+),Adult (18+),confirmed
johansson-swedish-pss-rasch-analysis-2024,Adult (18+),Adult (18+),confirmed
johnhenderson_2020_disinfection_behavior,Adult (18+),Adult (18+),confirmed
johnhenderson_2020_health_mindset,Adult (18+),Adult (18+),confirmed
jovanovic_2026_conscientiousness_bfi,Mixed,Mixed,confirmed
jovanovic_2026_conscientiousness_dass_d,Mixed,Mixed,confirmed
jovanovic_2026_conscientiousness_panas_na,Mixed,Mixed,confirmed
jovanovic_2026_conscientiousness_spane_na,Mixed,Mixed,confirmed
jovanovic_2026_conscientiousness_yips,Mixed,Mixed,confirmed
jung_2018_media_use,Adult (18+),Adult (18+),confirmed
