"table","section_id","item","instrument","language","instructions","section_prompt","item_text","correct_response","option_text","resp"
"peters_2025_att_instr_strength","peters_2025_att_instr_strength_1","famrelax","Your COVID-19 Risk tool: instrumental attitude, belief expectation (Reasoned Action Approach determinant mapping questions)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Greek; Portuguese; German; Chinese (Simplified); Hungarian; Arabic; Amharic; Polish; Japanese; Chinese (Traditional, Hong Kong); Urdu; Korean; Hebrew",NA,NA,"If I keep at least {{distRec}} distance from others, my family will ...",NA,NA,2
"peters_2025_att_instr_strength","peters_2025_att_instr_strength_1","famrelax","Your COVID-19 Risk tool: instrumental attitude, belief expectation (Reasoned Action Approach determinant mapping questions)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Greek; Portuguese; German; Chinese (Simplified); Hungarian; Arabic; Amharic; Polish; Japanese; Chinese (Traditional, Hong Kong); Urdu; Korean; Hebrew",NA,NA,"If I keep at least {{distRec}} distance from others, my family will ...",NA,NA,3
"peters_2025_att_instr_strength","peters_2025_att_instr_strength_1","famrelax","Your COVID-19 Risk tool: instrumental attitude, belief expectation (Reasoned Action Approach determinant mapping questions)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Greek; Portuguese; German; Chinese (Simplified); Hungarian; Arabic; Amharic; Polish; Japanese; Chinese (Traditional, Hong Kong); Urdu; Korean; Hebrew",NA,NA,"If I keep at least {{distRec}} distance from others, my family will ...",NA,NA,4
"peters_2025_att_instr_strength","peters_2025_att_instr_strength_1","famrelax","Your COVID-19 Risk tool: instrumental attitude, belief expectation (Reasoned Action Approach determinant mapping questions)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Greek; Portuguese; German; Chinese (Simplified); Hungarian; Arabic; Amharic; Polish; Japanese; Chinese (Traditional, Hong Kong); Urdu; Korean; Hebrew",NA,NA,"If I keep at least {{distRec}} distance from others, my family will ...",NA,NA,5
"peters_2025_att_instr_strength","peters_2025_att_instr_strength_1","famrelax","Your COVID-19 Risk tool: instrumental attitude, belief expectation (Reasoned Action Approach determinant mapping questions)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Greek; Portuguese; German; Chinese (Simplified); Hungarian; Arabic; Amharic; Polish; Japanese; Chinese (Traditional, Hong Kong); Urdu; Korean; Hebrew",NA,NA,"If I keep at least {{distRec}} distance from others, my family will ...",NA,NA,6
"peters_2025_att_instr_strength","peters_2025_att_instr_strength_1","famrelax","Your COVID-19 Risk tool: instrumental attitude, belief expectation (Reasoned Action Approach determinant mapping questions)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Greek; Portuguese; German; Chinese (Simplified); Hungarian; Arabic; Amharic; Polish; Japanese; Chinese (Traditional, Hong Kong); Urdu; Korean; Hebrew",NA,NA,"If I keep at least {{distRec}} distance from others, my family will ...",NA,"get very upset",7
"peters_2025_att_instr_strength","peters_2025_att_instr_strength_1","fined","Your COVID-19 Risk tool: instrumental attitude, belief expectation (Reasoned Action Approach determinant mapping questions)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Greek; Portuguese; German; Chinese (Simplified); Hungarian; Arabic; Amharic; Polish; Japanese; Chinese (Traditional, Hong Kong); Urdu; Korean; Hebrew",NA,NA,"If I keep at least {{distRec}} distance from others, ...",NA,"I will certainly not get fined",1
"peters_2025_att_instr_strength","peters_2025_att_instr_strength_1","fined","Your COVID-19 Risk tool: instrumental attitude, belief expectation (Reasoned Action Approach determinant mapping questions)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Greek; Portuguese; German; Chinese (Simplified); Hungarian; Arabic; Amharic; Polish; Japanese; Chinese (Traditional, Hong Kong); Urdu; Korean; Hebrew",NA,NA,"If I keep at least {{distRec}} distance from others, ...",NA,NA,2
"peters_2025_att_instr_strength","peters_2025_att_instr_strength_1","fined","Your COVID-19 Risk tool: instrumental attitude, belief expectation (Reasoned Action Approach determinant mapping questions)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Greek; Portuguese; German; Chinese (Simplified); Hungarian; Arabic; Amharic; Polish; Japanese; Chinese (Traditional, Hong Kong); Urdu; Korean; Hebrew",NA,NA,"If I keep at least {{distRec}} distance from others, ...",NA,NA,3
"peters_2025_att_instr_strength","peters_2025_att_instr_strength_1","fined","Your COVID-19 Risk tool: instrumental attitude, belief expectation (Reasoned Action Approach determinant mapping questions)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Greek; Portuguese; German; Chinese (Simplified); Hungarian; Arabic; Amharic; Polish; Japanese; Chinese (Traditional, Hong Kong); Urdu; Korean; Hebrew",NA,NA,"If I keep at least {{distRec}} distance from others, ...",NA,NA,4
"peters_2025_att_instr_strength","peters_2025_att_instr_strength_1","fined","Your COVID-19 Risk tool: instrumental attitude, belief expectation (Reasoned Action Approach determinant mapping questions)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Greek; Portuguese; German; Chinese (Simplified); Hungarian; Arabic; Amharic; Polish; Japanese; Chinese (Traditional, Hong Kong); Urdu; Korean; Hebrew",NA,NA,"If I keep at least {{distRec}} distance from others, ...",NA,"I will certainly get fined",5
"peters_2025_att_instr_strength","peters_2025_att_instr_strength_1","friendshappy","Your COVID-19 Risk tool: instrumental attitude, belief expectation (Reasoned Action Approach determinant mapping questions)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Greek; Portuguese; German; Chinese (Simplified); Hungarian; Arabic; Amharic; Polish; Japanese; Chinese (Traditional, Hong Kong); Urdu; Korean; Hebrew",NA,NA,"If I keep at least {{distRec}} distance from others, I will make my friends ...",NA,"very sad",1
"peters_2025_att_instr_strength","peters_2025_att_instr_strength_1","friendshappy","Your COVID-19 Risk tool: instrumental attitude, belief expectation (Reasoned Action Approach determinant mapping questions)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Greek; Portuguese; German; Chinese (Simplified); Hungarian; Arabic; Amharic; Polish; Japanese; Chinese (Traditional, Hong Kong); Urdu; Korean; Hebrew",NA,NA,"If I keep at least {{distRec}} distance from others, I will make my friends ...",NA,NA,2
"peters_2025_att_instr_strength","peters_2025_att_instr_strength_1","friendshappy","Your COVID-19 Risk tool: instrumental attitude, belief expectation (Reasoned Action Approach determinant mapping questions)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Greek; Portuguese; German; Chinese (Simplified); Hungarian; Arabic; Amharic; Polish; Japanese; Chinese (Traditional, Hong Kong); Urdu; Korean; Hebrew",NA,NA,"If I keep at least {{distRec}} distance from others, I will make my friends ...",NA,NA,3
"peters_2025_att_instr_strength","peters_2025_att_instr_strength_1","friendshappy","Your COVID-19 Risk tool: instrumental attitude, belief expectation (Reasoned Action Approach determinant mapping questions)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Greek; Portuguese; German; Chinese (Simplified); Hungarian; Arabic; Amharic; Polish; Japanese; Chinese (Traditional, Hong Kong); Urdu; Korean; Hebrew",NA,NA,"If I keep at least {{distRec}} distance from others, I will make my friends ...",NA,NA,4
"peters_2025_att_instr_strength","peters_2025_att_instr_strength_1","friendshappy","Your COVID-19 Risk tool: instrumental attitude, belief expectation (Reasoned Action Approach determinant mapping questions)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Greek; Portuguese; German; Chinese (Simplified); Hungarian; Arabic; Amharic; Polish; Japanese; Chinese (Traditional, Hong Kong); Urdu; Korean; Hebrew",NA,NA,"If I keep at least {{distRec}} distance from others, I will make my friends ...",NA,NA,5
"peters_2025_att_instr_strength","peters_2025_att_instr_strength_1","friendshappy","Your COVID-19 Risk tool: instrumental attitude, belief expectation (Reasoned Action Approach determinant mapping questions)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Greek; Portuguese; German; Chinese (Simplified); Hungarian; Arabic; Amharic; Polish; Japanese; Chinese (Traditional, Hong Kong); Urdu; Korean; Hebrew",NA,NA,"If I keep at least {{distRec}} distance from others, I will make my friends ...",NA,NA,6
"peters_2025_att_instr_strength","peters_2025_att_instr_strength_1","friendshappy","Your COVID-19 Risk tool: instrumental attitude, belief expectation (Reasoned Action Approach determinant mapping questions)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Greek; Portuguese; German; Chinese (Simplified); Hungarian; Arabic; Amharic; Polish; Japanese; Chinese (Traditional, Hong Kong); Urdu; Korean; Hebrew",NA,NA,"If I keep at least {{distRec}} distance from others, I will make my friends ...",NA,"very happy",7
"peters_2025_att_instr_strength","peters_2025_att_instr_strength_1","friendsinf","Your COVID-19 Risk tool: instrumental attitude, belief expectation (Reasoned Action Approach determinant mapping questions)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Greek; Portuguese; German; Chinese (Simplified); Hungarian; Arabic; Amharic; Polish; Japanese; Chinese (Traditional, Hong Kong); Urdu; Korean; Hebrew",NA,NA,"If I keep at least {{distRec}} distance from others, the probability of my friends infecting me with the coronavirus is ...",NA,"very low",1
"peters_2025_att_instr_strength","peters_2025_att_instr_strength_1","friendsinf","Your COVID-19 Risk tool: instrumental attitude, belief expectation (Reasoned Action Approach determinant mapping questions)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Greek; Portuguese; German; Chinese (Simplified); Hungarian; Arabic; Amharic; Polish; Japanese; Chinese (Traditional, Hong Kong); Urdu; Korean; Hebrew",NA,NA,"If I keep at least {{distRec}} distance from others, the probability of my friends infecting me with the coronavirus is ...",NA,NA,2
"peters_2025_att_instr_strength","peters_2025_att_instr_strength_1","friendsinf","Your COVID-19 Risk tool: instrumental attitude, belief expectation (Reasoned Action Approach determinant mapping questions)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Greek; Portuguese; German; Chinese (Simplified); Hungarian; Arabic; Amharic; Polish; Japanese; Chinese (Traditional, Hong Kong); Urdu; Korean; Hebrew",NA,NA,"If I keep at least {{distRec}} distance from others, the probability of my friends infecting me with the coronavirus is ...",NA,NA,3
"peters_2025_att_instr_strength","peters_2025_att_instr_strength_1","friendsinf","Your COVID-19 Risk tool: instrumental attitude, belief expectation (Reasoned Action Approach determinant mapping questions)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Greek; Portuguese; German; Chinese (Simplified); Hungarian; Arabic; Amharic; Polish; Japanese; Chinese (Traditional, Hong Kong); Urdu; Korean; Hebrew",NA,NA,"If I keep at least {{distRec}} distance from others, the probability of my friends infecting me with the coronavirus is ...",NA,NA,4
"peters_2025_att_instr_strength","peters_2025_att_instr_strength_1","friendsinf","Your COVID-19 Risk tool: instrumental attitude, belief expectation (Reasoned Action Approach determinant mapping questions)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Greek; Portuguese; German; Chinese (Simplified); Hungarian; Arabic; Amharic; Polish; Japanese; Chinese (Traditional, Hong Kong); Urdu; Korean; Hebrew",NA,NA,"If I keep at least {{distRec}} distance from others, the probability of my friends infecting me with the coronavirus is ...",NA,"very high",5
"peters_2025_att_instr_strength","peters_2025_att_instr_strength_1","friendsrelax","Your COVID-19 Risk tool: instrumental attitude, belief expectation (Reasoned Action Approach determinant mapping questions)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Greek; Portuguese; German; Chinese (Simplified); Hungarian; Arabic; Amharic; Polish; Japanese; Chinese (Traditional, Hong Kong); Urdu; Korean; Hebrew",NA,NA,"If I keep at least {{distRec}} distance from others, my friends will ...",NA,"be much more relaxed",1
"peters_2025_att_instr_strength","peters_2025_att_instr_strength_1","friendsrelax","Your COVID-19 Risk tool: instrumental attitude, belief expectation (Reasoned Action Approach determinant mapping questions)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Greek; Portuguese; German; Chinese (Simplified); Hungarian; Arabic; Amharic; Polish; Japanese; Chinese (Traditional, Hong Kong); Urdu; Korean; Hebrew",NA,NA,"If I keep at least {{distRec}} distance from others, my friends will ...",NA,NA,2
"peters_2025_att_instr_strength","peters_2025_att_instr_strength_1","friendsrelax","Your COVID-19 Risk tool: instrumental attitude, belief expectation (Reasoned Action Approach determinant mapping questions)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Greek; Portuguese; German; Chinese (Simplified); Hungarian; Arabic; Amharic; Polish; Japanese; Chinese (Traditional, Hong Kong); Urdu; Korean; Hebrew",NA,NA,"If I keep at least {{distRec}} distance from others, my friends will ...",NA,NA,3
"peters_2025_att_instr_strength","peters_2025_att_instr_strength_1","friendsrelax","Your COVID-19 Risk tool: instrumental attitude, belief expectation (Reasoned Action Approach determinant mapping questions)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Greek; Portuguese; German; Chinese (Simplified); Hungarian; Arabic; Amharic; Polish; Japanese; Chinese (Traditional, Hong Kong); Urdu; Korean; Hebrew",NA,NA,"If I keep at least {{distRec}} distance from others, my friends will ...",NA,NA,4
"peters_2025_att_instr_strength","peters_2025_att_instr_strength_1","friendsrelax","Your COVID-19 Risk tool: instrumental attitude, belief expectation (Reasoned Action Approach determinant mapping questions)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Greek; Portuguese; German; Chinese (Simplified); Hungarian; Arabic; Amharic; Polish; Japanese; Chinese (Traditional, Hong Kong); Urdu; Korean; Hebrew",NA,NA,"If I keep at least {{distRec}} distance from others, my friends will ...",NA,NA,5
"peters_2025_att_instr_strength","peters_2025_att_instr_strength_1","friendsrelax","Your COVID-19 Risk tool: instrumental attitude, belief expectation (Reasoned Action Approach determinant mapping questions)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Greek; Portuguese; German; Chinese (Simplified); Hungarian; Arabic; Amharic; Polish; Japanese; Chinese (Traditional, Hong Kong); Urdu; Korean; Hebrew",NA,NA,"If I keep at least {{distRec}} distance from others, my friends will ...",NA,NA,6
"peters_2025_att_instr_strength","peters_2025_att_instr_strength_1","friendsrelax","Your COVID-19 Risk tool: instrumental attitude, belief expectation (Reasoned Action Approach determinant mapping questions)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Greek; Portuguese; German; Chinese (Simplified); Hungarian; Arabic; Amharic; Polish; Japanese; Chinese (Traditional, Hong Kong); Urdu; Korean; Hebrew",NA,NA,"If I keep at least {{distRec}} distance from others, my friends will ...",NA,"get very upset",7
"peters_2025_att_instr_strength","peters_2025_att_instr_strength_1","health","Your COVID-19 Risk tool: instrumental attitude, belief expectation (Reasoned Action Approach determinant mapping questions)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Greek; Portuguese; German; Chinese (Simplified); Hungarian; Arabic; Amharic; Polish; Japanese; Chinese (Traditional, Hong Kong); Urdu; Korean; Hebrew",NA,NA,"If I keep at least {{distRec}} distance from others, I will be ...",NA,"very unhealthy",1
"peters_2025_att_instr_strength","peters_2025_att_instr_strength_1","health","Your COVID-19 Risk tool: instrumental attitude, belief expectation (Reasoned Action Approach determinant mapping questions)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Greek; Portuguese; German; Chinese (Simplified); Hungarian; Arabic; Amharic; Polish; Japanese; Chinese (Traditional, Hong Kong); Urdu; Korean; Hebrew",NA,NA,"If I keep at least {{distRec}} distance from others, I will be ...",NA,NA,2
"peters_2025_att_instr_strength","peters_2025_att_instr_strength_1","health","Your COVID-19 Risk tool: instrumental attitude, belief expectation (Reasoned Action Approach determinant mapping questions)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Greek; Portuguese; German; Chinese (Simplified); Hungarian; Arabic; Amharic; Polish; Japanese; Chinese (Traditional, Hong Kong); Urdu; Korean; Hebrew",NA,NA,"If I keep at least {{distRec}} distance from others, I will be ...",NA,NA,3
"peters_2025_att_instr_strength","peters_2025_att_instr_strength_1","health","Your COVID-19 Risk tool: instrumental attitude, belief expectation (Reasoned Action Approach determinant mapping questions)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Greek; Portuguese; German; Chinese (Simplified); Hungarian; Arabic; Amharic; Polish; Japanese; Chinese (Traditional, Hong Kong); Urdu; Korean; Hebrew",NA,NA,"If I keep at least {{distRec}} distance from others, I will be ...",NA,NA,4
"peters_2025_att_instr_strength","peters_2025_att_instr_strength_1","health","Your COVID-19 Risk tool: instrumental attitude, belief expectation (Reasoned Action Approach determinant mapping questions)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Greek; Portuguese; German; Chinese (Simplified); Hungarian; Arabic; Amharic; Polish; Japanese; Chinese (Traditional, Hong Kong); Urdu; Korean; Hebrew",NA,NA,"If I keep at least {{distRec}} distance from others, I will be ...",NA,NA,5
"peters_2025_att_instr_strength","peters_2025_att_instr_strength_1","health","Your COVID-19 Risk tool: instrumental attitude, belief expectation (Reasoned Action Approach determinant mapping questions)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Greek; Portuguese; German; Chinese (Simplified); Hungarian; Arabic; Amharic; Polish; Japanese; Chinese (Traditional, Hong Kong); Urdu; Korean; Hebrew",NA,NA,"If I keep at least {{distRec}} distance from others, I will be ...",NA,NA,6
"peters_2025_att_instr_strength","peters_2025_att_instr_strength_1","health","Your COVID-19 Risk tool: instrumental attitude, belief expectation (Reasoned Action Approach determinant mapping questions)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Greek; Portuguese; German; Chinese (Simplified); Hungarian; Arabic; Amharic; Polish; Japanese; Chinese (Traditional, Hong Kong); Urdu; Korean; Hebrew",NA,NA,"If I keep at least {{distRec}} distance from others, I will be ...",NA,"very healthy",7
"peters_2025_att_instr_strength","peters_2025_att_instr_strength_1","house","Your COVID-19 Risk tool: instrumental attitude, belief expectation (Reasoned Action Approach determinant mapping questions)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Greek; Portuguese; German; Chinese (Simplified); Hungarian; Arabic; Amharic; Polish; Japanese; Chinese (Traditional, Hong Kong); Urdu; Korean; Hebrew",NA,NA,"If I keep at least {{distRec}} distance from others, I will ...",NA,"infect people in my household  with the coronavirus",1
"peters_2025_att_instr_strength","peters_2025_att_instr_strength_1","house","Your COVID-19 Risk tool: instrumental attitude, belief expectation (Reasoned Action Approach determinant mapping questions)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Greek; Portuguese; German; Chinese (Simplified); Hungarian; Arabic; Amharic; Polish; Japanese; Chinese (Traditional, Hong Kong); Urdu; Korean; Hebrew",NA,NA,"If I keep at least {{distRec}} distance from others, I will ...",NA,NA,2
"peters_2025_att_instr_strength","peters_2025_att_instr_strength_1","house","Your COVID-19 Risk tool: instrumental attitude, belief expectation (Reasoned Action Approach determinant mapping questions)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Greek; Portuguese; German; Chinese (Simplified); Hungarian; Arabic; Amharic; Polish; Japanese; Chinese (Traditional, Hong Kong); Urdu; Korean; Hebrew",NA,NA,"If I keep at least {{distRec}} distance from others, I will ...",NA,NA,3
"peters_2025_att_instr_strength","peters_2025_att_instr_strength_1","house","Your COVID-19 Risk tool: instrumental attitude, belief expectation (Reasoned Action Approach determinant mapping questions)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Greek; Portuguese; German; Chinese (Simplified); Hungarian; Arabic; Amharic; Polish; Japanese; Chinese (Traditional, Hong Kong); Urdu; Korean; Hebrew",NA,NA,"If I keep at least {{distRec}} distance from others, I will ...",NA,NA,4
"peters_2025_att_instr_strength","peters_2025_att_instr_strength_1","house","Your COVID-19 Risk tool: instrumental attitude, belief expectation (Reasoned Action Approach determinant mapping questions)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Greek; Portuguese; German; Chinese (Simplified); Hungarian; Arabic; Amharic; Polish; Japanese; Chinese (Traditional, Hong Kong); Urdu; Korean; Hebrew",NA,NA,"If I keep at least {{distRec}} distance from others, I will ...",NA,"avoid infecting people in my household with the coronavirus",5
"peters_2025_att_instr_strength","peters_2025_att_instr_strength_1","hybriduni","Your COVID-19 Risk tool: instrumental attitude, belief expectation (Reasoned Action Approach determinant mapping questions)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Greek; Portuguese; German; Chinese (Simplified); Hungarian; Arabic; Amharic; Polish; Japanese; Chinese (Traditional, Hong Kong); Urdu; Korean; Hebrew",NA,NA,"If I keep at least {{distRec}} distance from others, the probability of getting infected with the coronavirus is ...",NA,"very high",1
"peters_2025_att_instr_strength","peters_2025_att_instr_strength_1","hybriduni","Your COVID-19 Risk tool: instrumental attitude, belief expectation (Reasoned Action Approach determinant mapping questions)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Greek; Portuguese; German; Chinese (Simplified); Hungarian; Arabic; Amharic; Polish; Japanese; Chinese (Traditional, Hong Kong); Urdu; Korean; Hebrew",NA,NA,"If I keep at least {{distRec}} distance from others, the probability of getting infected with the coronavirus is ...",NA,NA,2
"peters_2025_att_instr_strength","peters_2025_att_instr_strength_1","hybriduni","Your COVID-19 Risk tool: instrumental attitude, belief expectation (Reasoned Action Approach determinant mapping questions)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Greek; Portuguese; German; Chinese (Simplified); Hungarian; Arabic; Amharic; Polish; Japanese; Chinese (Traditional, Hong Kong); Urdu; Korean; Hebrew",NA,NA,"If I keep at least {{distRec}} distance from others, the probability of getting infected with the coronavirus is ...",NA,NA,3
"peters_2025_att_instr_strength","peters_2025_att_instr_strength_1","hybriduni","Your COVID-19 Risk tool: instrumental attitude, belief expectation (Reasoned Action Approach determinant mapping questions)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Greek; Portuguese; German; Chinese (Simplified); Hungarian; Arabic; Amharic; Polish; Japanese; Chinese (Traditional, Hong Kong); Urdu; Korean; Hebrew",NA,NA,"If I keep at least {{distRec}} distance from others, the probability of getting infected with the coronavirus is ...",NA,NA,4
"peters_2025_att_instr_strength","peters_2025_att_instr_strength_1","hybriduni","Your COVID-19 Risk tool: instrumental attitude, belief expectation (Reasoned Action Approach determinant mapping questions)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Greek; Portuguese; German; Chinese (Simplified); Hungarian; Arabic; Amharic; Polish; Japanese; Chinese (Traditional, Hong Kong); Urdu; Korean; Hebrew",NA,NA,"If I keep at least {{distRec}} distance from others, the probability of getting infected with the coronavirus is ...",NA,"very low",5
"peters_2025_att_instr_strength","peters_2025_att_instr_strength_1","hybridunifl","Your COVID-19 Risk tool: instrumental attitude, belief expectation (Reasoned Action Approach determinant mapping questions)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Greek; Portuguese; German; Chinese (Simplified); Hungarian; Arabic; Amharic; Polish; Japanese; Chinese (Traditional, Hong Kong); Urdu; Korean; Hebrew",NA,NA,"If I keep at least {{distRec}} distance from others, the probability of getting infected with the coronavirus is ...",NA,"very low",1
"peters_2025_att_instr_strength","peters_2025_att_instr_strength_1","hybridunifl","Your COVID-19 Risk tool: instrumental attitude, belief expectation (Reasoned Action Approach determinant mapping questions)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Greek; Portuguese; German; Chinese (Simplified); Hungarian; Arabic; Amharic; Polish; Japanese; Chinese (Traditional, Hong Kong); Urdu; Korean; Hebrew",NA,NA,"If I keep at least {{distRec}} distance from others, the probability of getting infected with the coronavirus is ...",NA,NA,2
"peters_2025_att_instr_strength","peters_2025_att_instr_strength_1","hybridunifl","Your COVID-19 Risk tool: instrumental attitude, belief expectation (Reasoned Action Approach determinant mapping questions)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Greek; Portuguese; German; Chinese (Simplified); Hungarian; Arabic; Amharic; Polish; Japanese; Chinese (Traditional, Hong Kong); Urdu; Korean; Hebrew",NA,NA,"If I keep at least {{distRec}} distance from others, the probability of getting infected with the coronavirus is ...",NA,NA,3
"peters_2025_att_instr_strength","peters_2025_att_instr_strength_1","hybridunifl","Your COVID-19 Risk tool: instrumental attitude, belief expectation (Reasoned Action Approach determinant mapping questions)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Greek; Portuguese; German; Chinese (Simplified); Hungarian; Arabic; Amharic; Polish; Japanese; Chinese (Traditional, Hong Kong); Urdu; Korean; Hebrew",NA,NA,"If I keep at least {{distRec}} distance from others, the probability of getting infected with the coronavirus is ...",NA,NA,4
"peters_2025_att_instr_strength","peters_2025_att_instr_strength_1","hybridunifl","Your COVID-19 Risk tool: instrumental attitude, belief expectation (Reasoned Action Approach determinant mapping questions)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Greek; Portuguese; German; Chinese (Simplified); Hungarian; Arabic; Amharic; Polish; Japanese; Chinese (Traditional, Hong Kong); Urdu; Korean; Hebrew",NA,NA,"If I keep at least {{distRec}} distance from others, the probability of getting infected with the coronavirus is ...",NA,"very high",5
"peters_2025_att_instr_strength","peters_2025_att_instr_strength_1","implcomp","Your COVID-19 Risk tool: instrumental attitude, belief expectation (Reasoned Action Approach determinant mapping questions)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Greek; Portuguese; German; Chinese (Simplified); Hungarian; Arabic; Amharic; Polish; Japanese; Chinese (Traditional, Hong Kong); Urdu; Korean; Hebrew",NA,NA,"If I keep at least {{distRec}} distance from others, the probability of getting infected with the coronavirus is ...",NA,"much lower",1
"peters_2025_att_instr_strength","peters_2025_att_instr_strength_1","implcomp","Your COVID-19 Risk tool: instrumental attitude, belief expectation (Reasoned Action Approach determinant mapping questions)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Greek; Portuguese; German; Chinese (Simplified); Hungarian; Arabic; Amharic; Polish; Japanese; Chinese (Traditional, Hong Kong); Urdu; Korean; Hebrew",NA,NA,"If I keep at least {{distRec}} distance from others, the probability of getting infected with the coronavirus is ...",NA,NA,2
"peters_2025_att_instr_strength","peters_2025_att_instr_strength_1","implcomp","Your COVID-19 Risk tool: instrumental attitude, belief expectation (Reasoned Action Approach determinant mapping questions)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Greek; Portuguese; German; Chinese (Simplified); Hungarian; Arabic; Amharic; Polish; Japanese; Chinese (Traditional, Hong Kong); Urdu; Korean; Hebrew",NA,NA,"If I keep at least {{distRec}} distance from others, the probability of getting infected with the coronavirus is ...",NA,NA,3
