journal,pmcid,license_raw
BMC Psychology,PMC11481429,cc by-nc-nd
BMC Psychology,PMC10233520,cc by
BMC Psychology,PMC12442266,cc by
BMC Psychology,PMC10877810,cc by
BMC Psychology,PMC10709850,cc by
BMC Psychology,PMC11877902,cc by-nc-nd
BMC Psychology,PMC10623872,cc by
BMC Psychology,PMC11837613,cc by-nc-nd
BMC Psychology,PMC12306056,cc by-nc-nd
BMC Psychology,PMC12363055,cc by-nc-nd
BMC Psychology,PMC12506414,cc by-nc-nd
BMC Psychology,PMC12683799,cc by-nc-nd
BMC Psychology,PMC11316421,cc by
BMC Psychology,PMC11889799,cc by
BMC Psychology,PMC11899392,cc by
BMC Psychology,PMC11742506,cc by-nc-nd
BMC Psychology,PMC12593878,cc by-nc-nd
BMC Psychology,PMC12821866,cc by
BMC Psychology,PMC11457322,cc by-nc-nd
BMC Psychology,PMC10918902,cc by
BMC Psychology,PMC12849253,cc by
BMC Psychology,PMC11657745,cc by-nc-nd
BMC Psychology,PMC10809670,cc by
BMC Psychology,PMC10943838,cc by
BMC Psychology,PMC12226876,cc by
BMC Psychology,PMC12801691,cc by-nc-nd
BMC Psychology,PMC12036200,cc by
BMC Psychology,PMC11887264,cc by-nc-nd
BMC Psychology,PMC12751818,cc by-nc-nd
BMC Psychology,PMC12135237,cc by-nc-nd
BMC Psychology,PMC12584382,cc by-nc-nd
BMC Psychology,PMC10797738,cc by
BMC Psychology,PMC12341315,cc by
BMC Public Health,PMC12755011,cc by-nc-nd
BMC Public Health,PMC12771737,cc by-nc-nd
BMC Public Health,PMC10494378,cc by
BMC Public Health,PMC12261826,cc by
BMC Public Health,PMC12802032,cc by-nc-nd
BMC Public Health,PMC11773747,cc by-nc-nd
BMC Public Health,PMC11321203,cc by-nc-nd
BMC Public Health,PMC10811880,cc by
BMC Public Health,PMC11866627,cc by-nc-nd
BMC Public Health,PMC11220996,cc by
BMC Public Health,PMC12273279,cc by
BMC Public Health,PMC11780851,cc by-nc-nd
BMC Public Health,PMC9926690,cc by
BMC Public Health,PMC12217195,cc by-nc-nd
BMC Public Health,PMC12308928,cc by-nc-nd
BMC Public Health,PMC10349486,cc by
BMC Public Health,PMC11295912,cc by-nc-nd
BMC Public Health,PMC9940677,cc by
BMC Public Health,PMC11907845,cc by-nc-nd
BMC Public Health,PMC12752344,cc by-nc-nd
BMC Public Health,PMC11657517,cc by
BMC Public Health,PMC11320885,cc by
BMC Public Health,PMC12628527,cc by-nc-nd
BMC Public Health,PMC12781805,cc by-nc-nd
BMC Public Health,PMC12495613,cc by-nc-nd
BMC Public Health,PMC11789398,cc by-nc-nd
BMC Public Health,PMC12004567,cc by-nc-nd
BMC Public Health,PMC10877816,cc by
BMC Public Health,PMC10088152,cc by
BMC Public Health,PMC10472565,cc by
BMC Public Health,PMC11267771,cc by
BMC Public Health,PMC10436445,cc by
BMC Public Health,PMC12535110,cc by-nc-nd
BMC Public Health,PMC11129429,cc by
BMC Public Health,PMC12329932,cc by
BMC Public Health,PMC11924830,cc by-nc-nd
BMC Public Health,PMC11605889,cc by-nc-nd
BMC Public Health,PMC12570526,cc by-nc-nd
BMC Public Health,PMC12512916,cc by
BMC Public Health,PMC12257784,cc by
BMC Public Health,PMC11823235,cc by-nc-nd
BMC Public Health,PMC10223838,cc by
BMC Public Health,PMC10941612,cc by
BMC Public Health,PMC10629010,cc by
BMC Public Health,PMC11376060,cc by-nc-nd
BMC Public Health,PMC10941366,cc by
BMC Public Health,PMC12607137,cc by-nc-nd
BMC Public Health,PMC11755899,cc by-nc-nd
BMC Public Health,PMC12406563,cc by-nc-nd
BMC Public Health,PMC10215035,cc by
BMC Public Health,PMC10401754,cc by
BMC Public Health,PMC9808701,cc by
BMC Public Health,PMC12557842,cc by-nc-nd
BMC Public Health,PMC12275367,cc by
BMC Public Health,PMC11438263,cc by-nc-nd
BMC Public Health,PMC10243257,cc by
BMC Public Health,PMC10943782,cc by
BMC Public Health,PMC10401736,cc by
BMC Public Health,PMC12542504,cc by-nc-nd
BMC Public Health,PMC10512644,cc by
BMC Public Health,PMC12551324,cc by-nc-nd
BMC Public Health,PMC12797725,cc by
BMC Public Health,PMC10463909,cc by
BMC Public Health,PMC10332032,cc by
BMC Public Health,PMC11450993,cc by-nc-nd
BMC Public Health,PMC10294379,cc by
BMC Public Health,PMC11193897,cc by
BMC Public Health,PMC10759684,cc by
BMC Public Health,PMC11102189,cc by
BMC Public Health,PMC12121105,cc by-nc-nd
BMC Public Health,PMC9900554,cc by
BMC Public Health,PMC12625338,cc by-nc-nd
BMC Public Health,PMC12273318,cc by-nc-nd
BMC Public Health,PMC11382525,cc by
BMC Public Health,PMC10375644,cc by
BMC Public Health,PMC10763378,cc by
BMC Public Health,PMC11895141,cc by-nc-nd
BMC Public Health,PMC11325596,cc by-nc-nd
BMC Public Health,PMC12150507,cc by-nc-nd
BMC Public Health,PMC10071681,cc by
BMC Public Health,PMC11144316,cc by
BMC Public Health,PMC10986103,cc by
BMC Public Health,PMC9841683,cc by
BMC Public Health,PMC10840213,cc by
BMC Public Health,PMC10631143,cc by
BMC Public Health,PMC11721322,cc by-nc-nd
BMC Public Health,PMC10936087,cc by
BMC Public Health,PMC10116779,cc by
BMC Public Health,PMC12512475,cc by-nc-nd
BMC Public Health,PMC12817408,cc by-nc-nd
BMC Public Health,PMC10699064,cc by
BMC Public Health,PMC11998159,cc by-nc-nd
BMC Public Health,PMC10863149,cc by
BMC Public Health,PMC11140989,cc by
BMC Public Health,PMC11744960,cc by-nc-nd
BMC Public Health,PMC10369831,cc by
BMC Public Health,PMC10152580,cc by
BMC Public Health,PMC9817356,cc by
BMC Public Health,PMC10598948,cc by
BMC Public Health,PMC11179300,cc by
BMC Medical Research Methodology,PMC12551268,cc by-nc-nd
BMC Medical Research Methodology,PMC11921607,cc by-nc-nd
BMC Medical Research Methodology,PMC10557333,cc by
BMC Medical Research Methodology,PMC10026491,cc by
BMC Medical Research Methodology,PMC12004754,cc by-nc-nd
BMC Medical Research Methodology,PMC12065358,cc by-nc-nd
BMC Medical Research Methodology,PMC10858609,cc by
BMC Medical Research Methodology,PMC11654179,cc by-nc-nd
BMC Medical Research Methodology,PMC11758729,cc by-nc-nd
BMC Medical Research Methodology,PMC10921716,cc by
BMC Medical Research Methodology,PMC12079878,cc by-nc-nd
BMC Medical Research Methodology,PMC11000309,cc by
BMC Medical Research Methodology,PMC11956446,cc by
BMC Medical Research Methodology,PMC10858611,cc by
BMC Medical Research Methodology,PMC10722843,cc by
BMC Medical Research Methodology,PMC11484224,cc by
BMC Medical Research Methodology,PMC11526521,cc by-nc-nd
BMC Medical Research Methodology,PMC10492264,cc by
BMC Medical Research Methodology,PMC11250979,cc by
BMC Medical Research Methodology,PMC11846319,cc by
BMC Medical Research Methodology,PMC11823227,cc by
BMC Medical Research Methodology,PMC11887180,cc by
BMC Medical Research Methodology,PMC11403996,cc by-nc-nd
BMC Medical Research Methodology,PMC11308558,cc by
BMC Medical Research Methodology,PMC10127382,cc by
BMC Medical Research Methodology,PMC10440950,cc by
BMC Medical Research Methodology,PMC11552307,cc by-nc-nd
BMC Medical Research Methodology,PMC12492767,cc by-nc-nd
BMC Medical Research Methodology,PMC12709853,cc by-nc-nd
BMC Medical Research Methodology,PMC11662801,cc by
BMC Medical Research Methodology,PMC11776168,cc by-nc-nd
BMC Medical Research Methodology,PMC11290279,cc by
BMC Medical Research Methodology,PMC12107878,cc by-nc-nd
BMC Medical Research Methodology,PMC10071454,cc by
BMC Medical Research Methodology,PMC10568861,cc by
BMC Medical Research Methodology,PMC11963434,cc by
BMC Medical Research Methodology,PMC9969937,cc by
BMC Medical Research Methodology,PMC10724933,cc by
BMC Medical Research Methodology,PMC12016328,cc by
BMC Medical Research Methodology,PMC11290221,cc by
BMC Medical Research Methodology,PMC11193245,cc by
BMC Medical Research Methodology,PMC11846227,cc by
BMC Medical Research Methodology,PMC10792895,cc by
BMC Medical Research Methodology,PMC11403848,cc by
BMC Medical Research Methodology,PMC12103786,cc by
BMC Medical Research Methodology,PMC11476659,cc by-nc-nd
BMC Medical Research Methodology,PMC9930279,cc by
BMC Medical Research Methodology,PMC12649034,cc by
BMC Medical Research Methodology,PMC10770973,cc by
BMC Medical Research Methodology,PMC11328391,cc by
BMC Medical Research Methodology,PMC10868104,cc by
BMC Medical Research Methodology,PMC9933385,cc by
BMC Medical Research Methodology,PMC12060433,cc by-nc-nd
BMC Medical Research Methodology,PMC11707912,cc by-nc-nd
BMC Medical Research Methodology,PMC10363301,cc by
BMC Medical Research Methodology,PMC11583411,cc by
BMC Medical Research Methodology,PMC12079916,cc by-nc-nd
BMC Medical Research Methodology,PMC10226243,cc by
BMC Medical Research Methodology,PMC12105200,cc by-nc-nd
BMC Medical Research Methodology,PMC12372245,cc by-nc-nd
BMC Medical Research Methodology,PMC9969950,cc by
BMC Medical Research Methodology,PMC10782776,cc by
BMC Medical Research Methodology,PMC10388517,cc by
BMC Medical Research Methodology,PMC11264781,cc by
BMC Medical Research Methodology,PMC12016486,cc by-nc-nd
BMC Medical Research Methodology,PMC10782611,cc by
BMC Medical Research Methodology,PMC10870595,cc by
BMC Medical Research Methodology,PMC11806830,cc by
BMC Medical Research Methodology,PMC11256559,cc by
BMC Medical Research Methodology,PMC11963288,cc by-nc-nd
BMC Medical Research Methodology,PMC10308790,cc by
BMC Medical Research Methodology,PMC12465983,cc by
BMC Medical Research Methodology,PMC10601254,cc by
BMC Medical Research Methodology,PMC10040120,cc by
BMC Medical Research Methodology,PMC11583646,cc by-nc-nd
BMC Medical Research Methodology,PMC10576389,cc by
BMC Medical Research Methodology,PMC12754954,cc by
BMC Medical Research Methodology,PMC11558901,cc by
BMC Medical Research Methodology,PMC10311749,cc by
BMC Medical Research Methodology,PMC11749527,cc by
BMC Medical Research Methodology,PMC10585864,cc by
BMC Medical Research Methodology,PMC10858585,cc by
BMC Medical Research Methodology,PMC10702035,cc by
BMC Medical Research Methodology,PMC11823033,cc by
BMC Medical Research Methodology,PMC10201694,cc by
BMC Medical Research Methodology,PMC11921719,cc by-nc-nd
BMC Medical Research Methodology,PMC11577646,cc by-nc-nd
BMC Medical Research Methodology,PMC11264712,cc by
BMC Medical Research Methodology,PMC12049040,cc by-nc-nd
BMC Medical Research Methodology,PMC10391966,cc by
BMC Medical Research Methodology,PMC10120171,cc by
BMC Medical Research Methodology,PMC10502971,cc by
BMC Medical Research Methodology,PMC10074803,cc by
BMC Medical Research Methodology,PMC11302844,cc by-nc-nd
BMC Medical Research Methodology,PMC11730470,cc by
BMC Medical Research Methodology,PMC11771019,cc by
BMC Medical Research Methodology,PMC11753003,cc by
BMC Medical Research Methodology,PMC11059665,cc by
BMC Medical Research Methodology,PMC11523832,cc by-nc-nd
BMC Medical Research Methodology,PMC11872303,cc by-nc-nd
PeerJ,PMC12721124,cc by
PeerJ,PMC10158762,cc by
PeerJ,PMC12292311,cc by
PeerJ,PMC10164373,cc by
PeerJ,PMC9951798,cc by
PeerJ,PMC11867033,cc by
PeerJ,PMC12330822,cc by
PeerJ,PMC10237178,cc by
PeerJ,PMC12275900,cc by
PeerJ,PMC11610461,cc by
PeerJ,PMC11490225,cc by
PeerJ,PMC10475274,cc by
PeerJ,PMC9869777,cc by
PeerJ,PMC10538298,cc by
PeerJ,PMC10493083,cc by
PeerJ,PMC11657187,cc by
PeerJ,PMC12330821,cc by
PeerJ,PMC11122037,cc by
PeerJ,PMC10399557,cc by
PeerJ,PMC10693817,cc by
PeerJ,PMC10183160,cc by
PeerJ,PMC10124540,cc by
PeerJ,PMC10656902,cc by
PeerJ,PMC11064857,cc by
PeerJ,PMC10039650,cc by
PeerJ,PMC12399073,cc by
PeerJ,PMC10399560,cc by
PeerJ,PMC10081455,cc by
PeerJ,PMC11075808,cc by
PeerJ,PMC11144401,cc by
PeerJ,PMC10601900,cc by
PeerJ,PMC11874943,cc by
PeerJ,PMC10019337,cc by
PeerJ,PMC12399072,cc by
PeerJ,PMC11102064,cc by
PeerJ,PMC12315826,cc by
PeerJ,PMC11017974,cc by
PeerJ,PMC9933739,cc by
PeerJ,PMC9854376,cc by
PeerJ,PMC9912947,cc by
PeerJ,PMC12318501,cc by
PeerJ,PMC12681232,cc by
PeerJ,PMC10541812,cc by
PeerJ,PMC12312688,cc by
PeerJ,PMC11365486,cc by
PeerJ,PMC11366233,cc by
PeerJ,PMC11648691,cc by-nc
PeerJ,PMC10885794,cc by
PeerJ,PMC9897067,cc by
PeerJ,PMC11243965,cc by
PeerJ,PMC10950207,cc by
PeerJ,PMC10658889,cc by
PeerJ,PMC10506583,cc by
PeerJ,PMC10257902,cc by
PeerJ,PMC10688305,cc by-nc
PeerJ,PMC12593724,cc by
PeerJ,PMC12372785,cc by
PeerJ,PMC11830371,cc by
PeerJ,PMC12513373,cc by
PeerJ,PMC10601904,cc by
PeerJ,PMC10259439,cc by
PeerJ,PMC10182760,cc by
PeerJ,PMC10981416,cc by
PeerJ,PMC11416098,cc by
PeerJ,PMC10540771,cc by
PeerJ,PMC10312197,cc by
PeerJ,PMC11439377,cc by
PeerJ,PMC12372786,cc by
PeerJ,PMC10961060,cc by
PeerJ,PMC11276771,cc by
PeerJ,PMC10998632,cc by
PeerJ,PMC10613441,cc by
PeerJ,PMC12101437,cc by
PeerJ,PMC12199735,cc by
PeerJ,PMC11249015,cc by
PeerJ,PMC12032954,cc by
PeerJ,PMC10105563,cc by
PeerJ,PMC10704986,cc by
PeerJ,PMC12716138,cc by
PeerJ,PMC10981408,cc by
PeerJ,PMC10691382,cc by
PeerJ,PMC10000307,cc by
PeerJ,PMC10501369,cc by
PeerJ,PMC12640128,cc by
PeerJ,PMC10149055,cc by
PeerJ,PMC11146334,cc by-nc
PeerJ,PMC10984172,cc by
PeerJ,PMC11871903,cc by
PeerJ,PMC10183166,cc by
PeerJ,PMC11849518,cc by
PeerJ,PMC10541808,cc by
PeerJ,PMC9934812,cc by
PeerJ,PMC11781266,cc by
PeerJ,PMC10518164,cc by
PeerJ,PMC10117387,cc by
PeerJ,PMC11871894,cc by
PeerJ,PMC10474832,cc by
PeerJ,PMC11949107,cc by
PeerJ,PMC11930216,cc by
PeerJ,PMC10158770,cc by
Scientific Reports,PMC12783289,cc by-nc-nd
Scientific Reports,PMC12715213,cc by-nc-nd
Scientific Reports,PMC12753758,cc by
Scientific Reports,PMC12680661,cc by-nc-nd
Scientific Reports,PMC12311183,cc by-nc-nd
Scientific Reports,PMC12350955,cc by-nc-nd
Scientific Reports,PMC12783737,cc by-nc-nd
Scientific Reports,PMC12698705,cc by-nc-nd
Scientific Reports,PMC12489127,cc by-nc-nd
Scientific Reports,PMC12552702,cc by
Scientific Reports,PMC12511603,cc by-nc-nd
Scientific Reports,PMC12728197,cc by-nc-nd
Scientific Reports,PMC12381251,cc by-nc-nd
Scientific Reports,PMC12663159,cc by-nc-nd
Scientific Reports,PMC12484872,cc by-nc-nd
Scientific Reports,PMC12378180,cc by-nc-nd
Scientific Reports,PMC12764949,cc by-nc-nd
Scientific Reports,PMC12432134,cc by
Scientific Reports,PMC12379292,cc by-nc-nd
Scientific Reports,PMC12568951,cc by-nc-nd
Scientific Reports,PMC12528682,cc by-nc-nd
Scientific Reports,PMC12325616,cc by-nc-nd
Scientific Reports,PMC12686528,cc by-nc-nd
Scientific Reports,PMC12480121,cc by-nc-nd
Scientific Reports,PMC12357922,cc by
Scientific Reports,PMC12484876,cc by-nc-nd
Scientific Reports,PMC12753753,cc by-nc-nd
Scientific Reports,PMC12796491,cc by
Scientific Reports,PMC12796429,cc by-nc-nd
Scientific Reports,PMC12559189,cc by
Scientific Reports,PMC12540940,cc by-nc-nd
Scientific Reports,PMC12748628,cc by-nc-nd
Scientific Reports,PMC12660735,cc by-nc-nd
Scientific Reports,PMC12647861,cc by-nc-nd
Scientific Reports,PMC12494855,cc by
Scientific Reports,PMC12592506,cc by-nc-nd
Scientific Reports,PMC12572268,cc by
Scientific Reports,PMC12397207,cc by-nc-nd
Scientific Reports,PMC12491573,cc by-nc-nd
Scientific Reports,PMC12749595,cc by-nc-nd
Scientific Reports,PMC12317091,cc by
Scientific Reports,PMC12808668,cc by-nc-nd
Scientific Reports,PMC12370960,cc by-nc-nd
Scientific Reports,PMC12835240,cc by-nc-nd
Scientific Reports,PMC12749326,cc by
Scientific Reports,PMC12457623,cc by
Scientific Reports,PMC12464160,cc by-nc-nd
Scientific Reports,PMC12533240,cc by-nc-nd
Scientific Reports,PMC12504460,cc by-nc-nd
Scientific Reports,PMC12623468,cc by-nc-nd
Scientific Reports,PMC12783713,cc by
Scientific Reports,PMC12816658,cc by
Scientific Reports,PMC12749300,cc by-nc-nd
Scientific Reports,PMC12521476,cc by-nc-nd
Scientific Reports,PMC12689634,cc by
Scientific Reports,PMC12540701,cc by-nc-nd
Scientific Reports,PMC12504658,cc by
Scientific Reports,PMC12514024,cc by-nc-nd
Scientific Reports,PMC12663293,cc by-nc-nd
Scientific Reports,PMC12630882,cc by-nc-nd
Scientific Reports,PMC12494753,cc by
Scientific Reports,PMC12479986,cc by-nc-nd
Scientific Reports,PMC12738801,cc by
Scientific Reports,PMC12748765,cc by-nc-nd
Scientific Reports,PMC12685994,cc by-nc-nd
Scientific Reports,PMC12695948,cc by
Scientific Reports,PMC12749731,cc by-nc-nd
Scientific Reports,PMC12689673,cc by-nc-nd
Scientific Reports,PMC12540822,cc by-nc-nd
Scientific Reports,PMC12579244,cc by
Scientific Reports,PMC12518540,cc by-nc-nd
Scientific Reports,PMC12381066,cc by-nc-nd
Scientific Reports,PMC12635229,cc by
Scientific Reports,PMC12603211,cc by-nc-nd
Scientific Reports,PMC12405496,cc by-nc-nd
Scientific Reports,PMC12589515,cc by-nc-nd
Scientific Reports,PMC12317018,cc by-nc-nd
Scientific Reports,PMC12779944,cc by-nc-nd
Scientific Reports,PMC12623782,cc by-nc-nd
Scientific Reports,PMC12484795,cc by-nc-nd
Scientific Reports,PMC12663398,cc by-nc-nd
Scientific Reports,PMC12494996,cc by-nc-nd
Scientific Reports,PMC12340078,cc by
Scientific Reports,PMC12501239,cc by-nc-nd
Scientific Reports,PMC12660793,cc by-nc-nd
Scientific Reports,PMC12775449,cc by-nc-nd
Scientific Reports,PMC12618560,cc by
Scientific Reports,PMC12334607,cc by
Scientific Reports,PMC12460772,cc by
Scientific Reports,PMC12378945,cc by
Scientific Reports,PMC12343943,cc by
Scientific Reports,PMC12657921,cc by-nc-nd
Scientific Reports,PMC12375797,cc by-nc-nd
Scientific Reports,PMC12808780,cc by-nc-nd
Scientific Reports,PMC12559304,cc by-nc-nd
Scientific Reports,PMC12328659,cc by
Scientific Reports,PMC12484570,cc by-nc-nd
Scientific Reports,PMC12678786,cc by
Scientific Reports,PMC12521661,cc by-nc-nd
Scientific Reports,PMC12325629,cc by
Royal Society Open Science,PMC12173489,cc by
Royal Society Open Science,PMC12046529,cc by
Royal Society Open Science,PMC12055295,cc by
Royal Society Open Science,PMC12606205,cc by
Royal Society Open Science,PMC9810418,cc by
Royal Society Open Science,PMC11707547,cc by
Royal Society Open Science,PMC10245198,cc by
Royal Society Open Science,PMC9993054,cc by
Royal Society Open Science,PMC10410211,cc by
Royal Society Open Science,PMC11335401,cc by
Royal Society Open Science,PMC12303103,cc by
Royal Society Open Science,PMC12040466,cc by
Royal Society Open Science,PMC10645098,cc by
Royal Society Open Science,PMC11937926,cc by
Royal Society Open Science,PMC10762440,cc by
Royal Society Open Science,PMC12312646,cc by
Royal Society Open Science,PMC11285847,cc by
Royal Society Open Science,PMC12000934,cc by
Royal Society Open Science,PMC12308335,cc by
Royal Society Open Science,PMC11421893,cc by
Royal Society Open Science,PMC11061641,cc by
Royal Society Open Science,PMC12381663,cc by
Royal Society Open Science,PMC9810421,cc by
Royal Society Open Science,PMC11304337,cc by
Royal Society Open Science,PMC9890089,cc by
Royal Society Open Science,PMC11251756,cc by
Royal Society Open Science,PMC11706651,cc by
Royal Society Open Science,PMC10480696,cc by
Royal Society Open Science,PMC11285902,cc by
Royal Society Open Science,PMC10014242,cc by
Royal Society Open Science,PMC12055293,cc by
Royal Society Open Science,PMC11296081,cc by
Royal Society Open Science,PMC10663787,cc by
Royal Society Open Science,PMC11750404,cc by
Royal Society Open Science,PMC11750376,cc by
Royal Society Open Science,PMC9993038,cc by
Royal Society Open Science,PMC11285612,cc by
Royal Society Open Science,PMC10282586,cc by
Royal Society Open Science,PMC10716647,cc by
Royal Society Open Science,PMC11774586,cc by
Royal Society Open Science,PMC11706658,cc by
Royal Society Open Science,PMC10565383,cc by
Royal Society Open Science,PMC9832288,cc by
Royal Society Open Science,PMC11296198,cc by
Royal Society Open Science,PMC11521594,cc by
Royal Society Open Science,PMC11289652,cc by
Royal Society Open Science,PMC12541810,cc by
Royal Society Open Science,PMC12522995,cc by
Royal Society Open Science,PMC11296201,cc by
Royal Society Open Science,PMC11285766,cc by
Royal Society Open Science,PMC11522985,cc by
Royal Society Open Science,PMC11321859,cc by
Royal Society Open Science,PMC11631461,cc by
Royal Society Open Science,PMC10320357,cc by
Royal Society Open Science,PMC11540178,cc by
Royal Society Open Science,PMC11265912,cc by
Royal Society Open Science,PMC12092116,cc by
Royal Society Open Science,PMC10966394,cc by
Royal Society Open Science,PMC11387051,cc by
Royal Society Open Science,PMC11252672,cc by
Royal Society Open Science,PMC11288683,cc by
Royal Society Open Science,PMC12303108,cc by
Royal Society Open Science,PMC11495951,cc by
Royal Society Open Science,PMC10598417,cc by
Royal Society Open Science,PMC10230187,cc by
Royal Society Open Science,PMC10827437,cc by
Royal Society Open Science,PMC10049760,cc by
Royal Society Open Science,PMC12539968,cc by
Royal Society Open Science,PMC11651908,cc by
Royal Society Open Science,PMC10698478,cc by
Royal Society Open Science,PMC10791520,cc by
Royal Society Open Science,PMC10394403,cc by
Royal Society Open Science,PMC11732401,cc by
Royal Society Open Science,PMC11285770,cc by
Royal Society Open Science,PMC10827429,cc by
Royal Society Open Science,PMC12344284,cc by
Royal Society Open Science,PMC10645120,cc by
Royal Society Open Science,PMC11479755,cc by
Royal Society Open Science,PMC10427817,cc by
Royal Society Open Science,PMC10113819,cc by
Royal Society Open Science,PMC10663792,cc by
Royal Society Open Science,PMC11444788,cc by
Royal Society Open Science,PMC12092101,cc by
Royal Society Open Science,PMC10300676,cc by
Royal Society Open Science,PMC10445016,cc by
Royal Society Open Science,PMC11303033,cc by
Royal Society Open Science,PMC12646762,cc by
Royal Society Open Science,PMC11461048,cc by
Royal Society Open Science,PMC10300679,cc by
Royal Society Open Science,PMC11004673,cc by
Royal Society Open Science,PMC10336375,cc by
Royal Society Open Science,PMC11021934,cc by
Royal Society Open Science,PMC11296159,cc by
Royal Society Open Science,PMC10966398,cc by
Royal Society Open Science,PMC9905987,cc by
Royal Society Open Science,PMC11285846,cc by
Royal Society Open Science,PMC11862830,cc by
Royal Society Open Science,PMC11978442,cc by
Royal Society Open Science,PMC9905978,cc by
Royal Society Open Science,PMC11461087,cc by
Heliyon,PMC11214352,cc by-nc-nd
Heliyon,PMC11758127,cc by-nc-nd
Heliyon,PMC10711119,cc by-nc-nd
Heliyon,PMC10696099,cc by
Heliyon,PMC11334658,cc by-nc-nd
Heliyon,PMC11419852,cc by-nc
Heliyon,PMC11414498,cc by-nc
Heliyon,PMC11388602,cc by-nc
Heliyon,PMC11255508,cc by-nc
Heliyon,PMC10711024,cc by
Heliyon,PMC11876930,cc by-nc-nd
Heliyon,PMC11176792,cc by-nc
Heliyon,PMC10951463,cc by-nc-nd
Heliyon,PMC10685359,cc by
Heliyon,PMC11058731,cc by-nc
Heliyon,PMC10965528,cc by-nc-nd
Heliyon,PMC10950596,cc by-nc-nd
Heliyon,PMC11599972,cc by
Heliyon,PMC10878867,cc by-nc-nd
Heliyon,PMC11053207,cc by
Heliyon,PMC10844030,cc by
Heliyon,PMC11491885,cc by-nc
Heliyon,PMC11078642,cc by
Heliyon,PMC11096971,cc by
Heliyon,PMC11200296,cc by-nc-nd
Heliyon,PMC11334832,cc by
Heliyon,PMC10731002,cc by-nc-nd
Heliyon,PMC10687288,cc by
Heliyon,PMC10827445,cc by
Heliyon,PMC11043951,cc by
Heliyon,PMC11400618,cc by
Heliyon,PMC11066410,cc by-nc
Heliyon,PMC11266990,cc by-nc-nd
Heliyon,PMC11190594,cc by-nc-nd
Heliyon,PMC11079106,cc by-nc
Heliyon,PMC10865266,cc by-nc-nd
Heliyon,PMC10770464,cc by
Heliyon,PMC10696181,cc by-nc-nd
Heliyon,PMC11004754,cc by-nc
Heliyon,PMC11336345,cc by-nc
Heliyon,PMC10835000,cc by-nc-nd
Heliyon,PMC10877439,cc by-nc-nd
Heliyon,PMC11774786,cc by
Heliyon,PMC10788429,cc by
Heliyon,PMC10789597,cc by
Heliyon,PMC11101782,cc by-nc-nd
Heliyon,PMC11407046,cc by-nc-nd
Heliyon,PMC11231600,cc by
Heliyon,PMC11096742,cc by-nc
Heliyon,PMC11565379,cc by
Heliyon,PMC11532848,cc by-nc-nd
Heliyon,PMC11315203,cc by-nc-nd
Heliyon,PMC11261029,cc by-nc-nd
Heliyon,PMC11035062,cc by
Heliyon,PMC11699337,cc by-nc-nd
Heliyon,PMC11531625,cc by
Heliyon,PMC11535977,cc by-nc
Heliyon,PMC11269883,cc by-nc-nd
Heliyon,PMC10750155,cc by-nc-nd
Heliyon,PMC11467540,cc by-nc
Heliyon,PMC11416268,cc by
Heliyon,PMC11829107,cc by
Heliyon,PMC11315187,cc by-nc
Heliyon,PMC11283034,cc by-nc
Heliyon,PMC11620096,cc by-nc-nd
Heliyon,PMC10696195,cc by
Heliyon,PMC10882059,cc by
Heliyon,PMC11327567,cc by-nc
Heliyon,PMC11033144,cc by-nc
Heliyon,PMC11699367,cc by
Heliyon,PMC11137505,cc by-nc
Heliyon,PMC11015408,cc by-nc-nd
Heliyon,PMC10950490,cc by-nc-nd
Heliyon,PMC11564927,cc by-nc
Heliyon,PMC10797156,cc by-nc-nd
Heliyon,PMC10776934,cc by-nc-nd
Heliyon,PMC10963633,cc by
Heliyon,PMC11850153,cc by-nc-nd
Heliyon,PMC11336888,cc by-nc-nd
Heliyon,PMC11280265,cc by
Heliyon,PMC10881544,cc by-nc-nd
Heliyon,PMC11367030,cc by-nc
Heliyon,PMC11024546,cc by-nc-nd
Heliyon,PMC10881434,cc by-nc-nd
Heliyon,PMC10907768,cc by-nc-nd
Heliyon,PMC11380009,cc by-nc-nd
Heliyon,PMC10958415,cc by-nc-nd
Heliyon,PMC10881331,cc by-nc-nd
Heliyon,PMC11284415,cc by-nc-nd
Heliyon,PMC11401184,cc by-nc
Heliyon,PMC10957430,cc by-nc-nd
Heliyon,PMC11609248,cc by
Heliyon,PMC10828053,cc by-nc-nd
Heliyon,PMC10881852,cc by-nc-nd
Heliyon,PMC11031834,cc by-nc
Heliyon,PMC10981116,cc by-nc
Heliyon,PMC11325064,cc by-nc
Heliyon,PMC11233944,cc by-nc-nd
Heliyon,PMC11625257,cc by-nc
Heliyon,PMC11783020,cc by
Cognitive Research: Principles and Implications,PMC10499724,cc by
Cognitive Research: Principles and Implications,PMC11190114,cc by
Cognitive Research: Principles and Implications,PMC11366733,cc by
Cognitive Research: Principles and Implications,PMC11490596,cc by
Cognitive Research: Principles and Implications,PMC10140198,cc by
Cognitive Research: Principles and Implications,PMC11953508,cc by
Cognitive Research: Principles and Implications,PMC12449295,cc by
Cognitive Research: Principles and Implications,PMC12460217,cc by
Cognitive Research: Principles and Implications,PMC10366061,cc by
Cognitive Research: Principles and Implications,PMC10628061,cc by
Cognitive Research: Principles and Implications,PMC11806188,cc by
Cognitive Research: Principles and Implications,PMC12620345,cc by
Cognitive Research: Principles and Implications,PMC11345343,cc by
