"table","section_id","item","item_text","correct_response","section_prompt","instrument","instructions","option_text","resp"
"alsuhibani_2022_sers","alsuhibani_2022_sers_1","SERS_18","I feel that I get pushed around more than others.",NA,NA,"Self-Esteem Rating Scale-Short Form (SERS)","Participants rate each statement from 1, ""never"", to 7, ""always"".","Rarely",2
"alsuhibani_2022_sers","alsuhibani_2022_sers_1","SERS_18","I feel that I get pushed around more than others.",NA,NA,"Self-Esteem Rating Scale-Short Form (SERS)","Participants rate each statement from 1, ""never"", to 7, ""always"".","A little of the time",3
"alsuhibani_2022_sers","alsuhibani_2022_sers_1","SERS_18","I feel that I get pushed around more than others.",NA,NA,"Self-Esteem Rating Scale-Short Form (SERS)","Participants rate each statement from 1, ""never"", to 7, ""always"".","Some of the time",4
"alsuhibani_2022_sers","alsuhibani_2022_sers_1","SERS_18","I feel that I get pushed around more than others.",NA,NA,"Self-Esteem Rating Scale-Short Form (SERS)","Participants rate each statement from 1, ""never"", to 7, ""always"".","A good part of the time",5
"alsuhibani_2022_sers","alsuhibani_2022_sers_1","SERS_18","I feel that I get pushed around more than others.",NA,NA,"Self-Esteem Rating Scale-Short Form (SERS)","Participants rate each statement from 1, ""never"", to 7, ""always"".","Most of the time",6
"alsuhibani_2022_sers","alsuhibani_2022_sers_1","SERS_18","I feel that I get pushed around more than others.",NA,NA,"Self-Esteem Rating Scale-Short Form (SERS)","Participants rate each statement from 1, ""never"", to 7, ""always"".","Always",7
"alsuhibani_2022_sers","alsuhibani_2022_sers_1","SERS_19","I feel that people have a good time when they are with me",NA,NA,"Self-Esteem Rating Scale-Short Form (SERS)","Participants rate each statement from 1, ""never"", to 7, ""always"".","Never",1
"alsuhibani_2022_sers","alsuhibani_2022_sers_1","SERS_19","I feel that people have a good time when they are with me",NA,NA,"Self-Esteem Rating Scale-Short Form (SERS)","Participants rate each statement from 1, ""never"", to 7, ""always"".","Rarely",2
"alsuhibani_2022_sers","alsuhibani_2022_sers_1","SERS_19","I feel that people have a good time when they are with me",NA,NA,"Self-Esteem Rating Scale-Short Form (SERS)","Participants rate each statement from 1, ""never"", to 7, ""always"".","A little of the time",3
"alsuhibani_2022_sers","alsuhibani_2022_sers_1","SERS_19","I feel that people have a good time when they are with me",NA,NA,"Self-Esteem Rating Scale-Short Form (SERS)","Participants rate each statement from 1, ""never"", to 7, ""always"".","Some of the time",4
"alsuhibani_2022_sers","alsuhibani_2022_sers_1","SERS_19","I feel that people have a good time when they are with me",NA,NA,"Self-Esteem Rating Scale-Short Form (SERS)","Participants rate each statement from 1, ""never"", to 7, ""always"".","A good part of the time",5
"alsuhibani_2022_sers","alsuhibani_2022_sers_1","SERS_19","I feel that people have a good time when they are with me",NA,NA,"Self-Esteem Rating Scale-Short Form (SERS)","Participants rate each statement from 1, ""never"", to 7, ""always"".","Most of the time",6
"alsuhibani_2022_sers","alsuhibani_2022_sers_1","SERS_19","I feel that people have a good time when they are with me",NA,NA,"Self-Esteem Rating Scale-Short Form (SERS)","Participants rate each statement from 1, ""never"", to 7, ""always"".","Always",7
"alsuhibani_2022_sers","alsuhibani_2022_sers_1","SERS_20","I wish that I were someone else",NA,NA,"Self-Esteem Rating Scale-Short Form (SERS)","Participants rate each statement from 1, ""never"", to 7, ""always"".","Never",1
"alsuhibani_2022_sers","alsuhibani_2022_sers_1","SERS_20","I wish that I were someone else",NA,NA,"Self-Esteem Rating Scale-Short Form (SERS)","Participants rate each statement from 1, ""never"", to 7, ""always"".","Rarely",2
"alsuhibani_2022_sers","alsuhibani_2022_sers_1","SERS_20","I wish that I were someone else",NA,NA,"Self-Esteem Rating Scale-Short Form (SERS)","Participants rate each statement from 1, ""never"", to 7, ""always"".","A little of the time",3
"alsuhibani_2022_sers","alsuhibani_2022_sers_1","SERS_20","I wish that I were someone else",NA,NA,"Self-Esteem Rating Scale-Short Form (SERS)","Participants rate each statement from 1, ""never"", to 7, ""always"".","Some of the time",4
"alsuhibani_2022_sers","alsuhibani_2022_sers_1","SERS_20","I wish that I were someone else",NA,NA,"Self-Esteem Rating Scale-Short Form (SERS)","Participants rate each statement from 1, ""never"", to 7, ""always"".","A good part of the time",5
"alsuhibani_2022_sers","alsuhibani_2022_sers_1","SERS_20","I wish that I were someone else",NA,NA,"Self-Esteem Rating Scale-Short Form (SERS)","Participants rate each statement from 1, ""never"", to 7, ""always"".","Most of the time",6
"alsuhibani_2022_sers","alsuhibani_2022_sers_1","SERS_20","I wish that I were someone else",NA,NA,"Self-Esteem Rating Scale-Short Form (SERS)","Participants rate each statement from 1, ""never"", to 7, ""always"".","Always",7
