"table","section_id","item","instrument","instructions","section_prompt","item_text","correct_response","option_text","resp"
"alsuhibani_2022_gcbs","alsuhibani_2022_gcbs_1","GCBS_13","Generic Conspiracist Beliefs Scale (GCBS)","There is often debate about whether or not the public is told the whole truth about various important issues. This brief survey is designed to assess your beliefs about some of these subjects. Please indicate the degree to which you believe each statement is likely to be true on the following scale: Definitely not true; Probably not true; Not sure/cannot decide; Probably true; Definitely true","NA","Some UFO sightings and rumours are planned or staged in order to distract the public from real alien contact.","NA","Probably true","4"
"alsuhibani_2022_gcbs","alsuhibani_2022_gcbs_1","GCBS_13","Generic Conspiracist Beliefs Scale (GCBS)","There is often debate about whether or not the public is told the whole truth about various important issues. This brief survey is designed to assess your beliefs about some of these subjects. Please indicate the degree to which you believe each statement is likely to be true on the following scale: Definitely not true; Probably not true; Not sure/cannot decide; Probably true; Definitely true","NA","Some UFO sightings and rumours are planned or staged in order to distract the public from real alien contact.","NA","Definitely true","5"
"alsuhibani_2022_gcbs","alsuhibani_2022_gcbs_1","GCBS_14","Generic Conspiracist Beliefs Scale (GCBS)","There is often debate about whether or not the public is told the whole truth about various important issues. This brief survey is designed to assess your beliefs about some of these subjects. Please indicate the degree to which you believe each statement is likely to be true on the following scale: Definitely not true; Probably not true; Not sure/cannot decide; Probably true; Definitely true","NA","Experiments involving new drugs or technologies are routinely carried out on the public without their knowledge or consent.","NA","Definitely not true","1"
"alsuhibani_2022_gcbs","alsuhibani_2022_gcbs_1","GCBS_14","Generic Conspiracist Beliefs Scale (GCBS)","There is often debate about whether or not the public is told the whole truth about various important issues. This brief survey is designed to assess your beliefs about some of these subjects. Please indicate the degree to which you believe each statement is likely to be true on the following scale: Definitely not true; Probably not true; Not sure/cannot decide; Probably true; Definitely true","NA","Experiments involving new drugs or technologies are routinely carried out on the public without their knowledge or consent.","NA","Probably not true","2"
"alsuhibani_2022_gcbs","alsuhibani_2022_gcbs_1","GCBS_14","Generic Conspiracist Beliefs Scale (GCBS)","There is often debate about whether or not the public is told the whole truth about various important issues. This brief survey is designed to assess your beliefs about some of these subjects. Please indicate the degree to which you believe each statement is likely to be true on the following scale: Definitely not true; Probably not true; Not sure/cannot decide; Probably true; Definitely true","NA","Experiments involving new drugs or technologies are routinely carried out on the public without their knowledge or consent.","NA","Not sure/cannot decide","3"
"alsuhibani_2022_gcbs","alsuhibani_2022_gcbs_1","GCBS_14","Generic Conspiracist Beliefs Scale (GCBS)","There is often debate about whether or not the public is told the whole truth about various important issues. This brief survey is designed to assess your beliefs about some of these subjects. Please indicate the degree to which you believe each statement is likely to be true on the following scale: Definitely not true; Probably not true; Not sure/cannot decide; Probably true; Definitely true","NA","Experiments involving new drugs or technologies are routinely carried out on the public without their knowledge or consent.","NA","Probably true","4"
"alsuhibani_2022_gcbs","alsuhibani_2022_gcbs_1","GCBS_14","Generic Conspiracist Beliefs Scale (GCBS)","There is often debate about whether or not the public is told the whole truth about various important issues. This brief survey is designed to assess your beliefs about some of these subjects. Please indicate the degree to which you believe each statement is likely to be true on the following scale: Definitely not true; Probably not true; Not sure/cannot decide; Probably true; Definitely true","NA","Experiments involving new drugs or technologies are routinely carried out on the public without their knowledge or consent.","NA","Definitely true","5"
"alsuhibani_2022_gcbs","alsuhibani_2022_gcbs_1","GCBS_15","Generic Conspiracist Beliefs Scale (GCBS)","There is often debate about whether or not the public is told the whole truth about various important issues. This brief survey is designed to assess your beliefs about some of these subjects. Please indicate the degree to which you believe each statement is likely to be true on the following scale: Definitely not true; Probably not true; Not sure/cannot decide; Probably true; Definitely true","NA","A lot of important information is deliberately concealed from the public out of self-interest.","NA","Definitely not true","1"
"alsuhibani_2022_gcbs","alsuhibani_2022_gcbs_1","GCBS_15","Generic Conspiracist Beliefs Scale (GCBS)","There is often debate about whether or not the public is told the whole truth about various important issues. This brief survey is designed to assess your beliefs about some of these subjects. Please indicate the degree to which you believe each statement is likely to be true on the following scale: Definitely not true; Probably not true; Not sure/cannot decide; Probably true; Definitely true","NA","A lot of important information is deliberately concealed from the public out of self-interest.","NA","Probably not true","2"
"alsuhibani_2022_gcbs","alsuhibani_2022_gcbs_1","GCBS_15","Generic Conspiracist Beliefs Scale (GCBS)","There is often debate about whether or not the public is told the whole truth about various important issues. This brief survey is designed to assess your beliefs about some of these subjects. Please indicate the degree to which you believe each statement is likely to be true on the following scale: Definitely not true; Probably not true; Not sure/cannot decide; Probably true; Definitely true","NA","A lot of important information is deliberately concealed from the public out of self-interest.","NA","Not sure/cannot decide","3"
"alsuhibani_2022_gcbs","alsuhibani_2022_gcbs_1","GCBS_15","Generic Conspiracist Beliefs Scale (GCBS)","There is often debate about whether or not the public is told the whole truth about various important issues. This brief survey is designed to assess your beliefs about some of these subjects. Please indicate the degree to which you believe each statement is likely to be true on the following scale: Definitely not true; Probably not true; Not sure/cannot decide; Probably true; Definitely true","NA","A lot of important information is deliberately concealed from the public out of self-interest.","NA","Probably true","4"
"alsuhibani_2022_gcbs","alsuhibani_2022_gcbs_1","GCBS_15","Generic Conspiracist Beliefs Scale (GCBS)","There is often debate about whether or not the public is told the whole truth about various important issues. This brief survey is designed to assess your beliefs about some of these subjects. Please indicate the degree to which you believe each statement is likely to be true on the following scale: Definitely not true; Probably not true; Not sure/cannot decide; Probably true; Definitely true","NA","A lot of important information is deliberately concealed from the public out of self-interest.","NA","Definitely true","5"
