"table","instrument","language","instructions","section_id","section_prompt","item","item_text","item_text_translated","correct_response","resp","option_text","option_text_translated"
"kuczyk_2024_facemask_fbe","Questionnaire on expectations and experiences with wearing face masks, post-version (experiences)","German",NA,"kuczyk_2024_facemask_fbe_1",NA,"FBE_24","The therapist's mask made me feel better protected from infection.",NA,NA,2,"slightly disagree",NA
"kuczyk_2024_facemask_fbe","Questionnaire on expectations and experiences with wearing face masks, post-version (experiences)","German",NA,"kuczyk_2024_facemask_fbe_1",NA,"FBE_24","The therapist's mask made me feel better protected from infection.",NA,NA,3,"undecided",NA
"kuczyk_2024_facemask_fbe","Questionnaire on expectations and experiences with wearing face masks, post-version (experiences)","German",NA,"kuczyk_2024_facemask_fbe_1",NA,"FBE_24","The therapist's mask made me feel better protected from infection.",NA,NA,4,"slightly agree",NA
"kuczyk_2024_facemask_fbe","Questionnaire on expectations and experiences with wearing face masks, post-version (experiences)","German",NA,"kuczyk_2024_facemask_fbe_1",NA,"FBE_24","The therapist's mask made me feel better protected from infection.",NA,NA,5,"definitely agree",NA
"kuczyk_2024_facemask_fbe","Questionnaire on expectations and experiences with wearing face masks, post-version (experiences)","German",NA,"kuczyk_2024_facemask_fbe_1",NA,"FBE_25","The therapist’s mask made it harder for me to understand the therapist acoustically.",NA,NA,1,"definitely disagree",NA
"kuczyk_2024_facemask_fbe","Questionnaire on expectations and experiences with wearing face masks, post-version (experiences)","German",NA,"kuczyk_2024_facemask_fbe_1",NA,"FBE_25","The therapist’s mask made it harder for me to understand the therapist acoustically.",NA,NA,2,"slightly disagree",NA
"kuczyk_2024_facemask_fbe","Questionnaire on expectations and experiences with wearing face masks, post-version (experiences)","German",NA,"kuczyk_2024_facemask_fbe_1",NA,"FBE_25","The therapist’s mask made it harder for me to understand the therapist acoustically.",NA,NA,3,"undecided",NA
"kuczyk_2024_facemask_fbe","Questionnaire on expectations and experiences with wearing face masks, post-version (experiences)","German",NA,"kuczyk_2024_facemask_fbe_1",NA,"FBE_25","The therapist’s mask made it harder for me to understand the therapist acoustically.",NA,NA,4,"slightly agree",NA
"kuczyk_2024_facemask_fbe","Questionnaire on expectations and experiences with wearing face masks, post-version (experiences)","German",NA,"kuczyk_2024_facemask_fbe_1",NA,"FBE_25","The therapist’s mask made it harder for me to understand the therapist acoustically.",NA,NA,5,"definitely agree",NA
"kuczyk_2024_facemask_fbe","Questionnaire on expectations and experiences with wearing face masks, post-version (experiences)","German",NA,"kuczyk_2024_facemask_fbe_1",NA,"FBE_26","Through the therapist’s mask, I could not see how he/she responded to me.",NA,NA,1,"definitely disagree",NA
"kuczyk_2024_facemask_fbe","Questionnaire on expectations and experiences with wearing face masks, post-version (experiences)","German",NA,"kuczyk_2024_facemask_fbe_1",NA,"FBE_26","Through the therapist’s mask, I could not see how he/she responded to me.",NA,NA,2,"slightly disagree",NA
"kuczyk_2024_facemask_fbe","Questionnaire on expectations and experiences with wearing face masks, post-version (experiences)","German",NA,"kuczyk_2024_facemask_fbe_1",NA,"FBE_26","Through the therapist’s mask, I could not see how he/she responded to me.",NA,NA,3,"undecided",NA
"kuczyk_2024_facemask_fbe","Questionnaire on expectations and experiences with wearing face masks, post-version (experiences)","German",NA,"kuczyk_2024_facemask_fbe_1",NA,"FBE_26","Through the therapist’s mask, I could not see how he/she responded to me.",NA,NA,4,"slightly agree",NA
"kuczyk_2024_facemask_fbe","Questionnaire on expectations and experiences with wearing face masks, post-version (experiences)","German",NA,"kuczyk_2024_facemask_fbe_1",NA,"FBE_26","Through the therapist’s mask, I could not see how he/she responded to me.",NA,NA,5,"definitely agree",NA
"kuczyk_2024_facemask_fbe","Questionnaire on expectations and experiences with wearing face masks, post-version (experiences)","German",NA,"kuczyk_2024_facemask_fbe_1",NA,"FBE_27","The therapist’s mask made it harder for me to recognize the therapist.",NA,NA,1,"definitely disagree",NA
"kuczyk_2024_facemask_fbe","Questionnaire on expectations and experiences with wearing face masks, post-version (experiences)","German",NA,"kuczyk_2024_facemask_fbe_1",NA,"FBE_27","The therapist’s mask made it harder for me to recognize the therapist.",NA,NA,2,"slightly disagree",NA
"kuczyk_2024_facemask_fbe","Questionnaire on expectations and experiences with wearing face masks, post-version (experiences)","German",NA,"kuczyk_2024_facemask_fbe_1",NA,"FBE_27","The therapist’s mask made it harder for me to recognize the therapist.",NA,NA,3,"undecided",NA
"kuczyk_2024_facemask_fbe","Questionnaire on expectations and experiences with wearing face masks, post-version (experiences)","German",NA,"kuczyk_2024_facemask_fbe_1",NA,"FBE_27","The therapist’s mask made it harder for me to recognize the therapist.",NA,NA,4,"slightly agree",NA
"kuczyk_2024_facemask_fbe","Questionnaire on expectations and experiences with wearing face masks, post-version (experiences)","German",NA,"kuczyk_2024_facemask_fbe_1",NA,"FBE_27","The therapist’s mask made it harder for me to recognize the therapist.",NA,NA,5,"definitely agree",NA
"kuczyk_2024_facemask_fbe","Questionnaire on expectations and experiences with wearing face masks, post-version (experiences)","German",NA,"kuczyk_2024_facemask_fbe_1",NA,"FBE_28","Through the therapist’s mask, I could not recognize when he/she smiled at me.",NA,NA,1,"definitely disagree",NA
"kuczyk_2024_facemask_fbe","Questionnaire on expectations and experiences with wearing face masks, post-version (experiences)","German",NA,"kuczyk_2024_facemask_fbe_1",NA,"FBE_28","Through the therapist’s mask, I could not recognize when he/she smiled at me.",NA,NA,2,"slightly disagree",NA
"kuczyk_2024_facemask_fbe","Questionnaire on expectations and experiences with wearing face masks, post-version (experiences)","German",NA,"kuczyk_2024_facemask_fbe_1",NA,"FBE_28","Through the therapist’s mask, I could not recognize when he/she smiled at me.",NA,NA,3,"undecided",NA
"kuczyk_2024_facemask_fbe","Questionnaire on expectations and experiences with wearing face masks, post-version (experiences)","German",NA,"kuczyk_2024_facemask_fbe_1",NA,"FBE_28","Through the therapist’s mask, I could not recognize when he/she smiled at me.",NA,NA,4,"slightly agree",NA
"kuczyk_2024_facemask_fbe","Questionnaire on expectations and experiences with wearing face masks, post-version (experiences)","German",NA,"kuczyk_2024_facemask_fbe_1",NA,"FBE_28","Through the therapist’s mask, I could not recognize when he/she smiled at me.",NA,NA,5,"definitely agree",NA
