"table","instrument","language","instructions","section_id","section_prompt","section_prompt_translated","item","item_text","item_text_translated","correct_response","resp","option_text","option_text_translated"
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_19","The therapist’s mask will make it harder for me to trust the therapist than if he/she does not wear a mask.",NA,NA,3,"undecided",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_19","The therapist’s mask will make it harder for me to trust the therapist than if he/she does not wear a mask.",NA,NA,4,"slightly agree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_19","The therapist’s mask will make it harder for me to trust the therapist than if he/she does not wear a mask.",NA,NA,5,"definitely agree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_20","The therapist’s mask will make him/her look disfigured to me.",NA,NA,1,"definitely disagree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_20","The therapist’s mask will make him/her look disfigured to me.",NA,NA,2,"slightly disagree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_20","The therapist’s mask will make him/her look disfigured to me.",NA,NA,3,"undecided",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_20","The therapist’s mask will make him/her look disfigured to me.",NA,NA,4,"slightly agree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_20","The therapist’s mask will make him/her look disfigured to me.",NA,NA,5,"definitely agree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_21","The therapist’s mask will cause fear in me.",NA,NA,1,"definitely disagree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_21","The therapist’s mask will cause fear in me.",NA,NA,2,"slightly disagree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_21","The therapist’s mask will cause fear in me.",NA,NA,3,"undecided",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_21","The therapist’s mask will cause fear in me.",NA,NA,4,"slightly agree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_21","The therapist’s mask will cause fear in me.",NA,NA,5,"definitely agree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_22","The therapist’s mask will make me feel less distracted by his/her appearance.",NA,NA,1,"definitely disagree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_22","The therapist’s mask will make me feel less distracted by his/her appearance.",NA,NA,2,"slightly disagree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_22","The therapist’s mask will make me feel less distracted by his/her appearance.",NA,NA,3,"undecided",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_22","The therapist’s mask will make me feel less distracted by his/her appearance.",NA,NA,4,"slightly agree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_22","The therapist’s mask will make me feel less distracted by his/her appearance.",NA,NA,5,"definitely agree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_23","The therapist’s mask will distract me from the therapy session.",NA,NA,1,"definitely disagree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_23","The therapist’s mask will distract me from the therapy session.",NA,NA,2,"slightly disagree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_23","The therapist’s mask will distract me from the therapy session.",NA,NA,3,"undecided",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_23","The therapist’s mask will distract me from the therapy session.",NA,NA,4,"slightly agree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_23","The therapist’s mask will distract me from the therapy session.",NA,NA,5,"definitely agree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_24","The therapist’s mask will make me feel better protected from infection.",NA,NA,1,"definitely disagree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_24","The therapist’s mask will make me feel better protected from infection.",NA,NA,2,"slightly disagree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_24","The therapist’s mask will make me feel better protected from infection.",NA,NA,3,"undecided",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_24","The therapist’s mask will make me feel better protected from infection.",NA,NA,4,"slightly agree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_24","The therapist’s mask will make me feel better protected from infection.",NA,NA,5,"definitely agree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_25","The therapist’s mask will make it harder for me to understand the therapist acoustically.",NA,NA,1,"definitely disagree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_25","The therapist’s mask will make it harder for me to understand the therapist acoustically.",NA,NA,2,"slightly disagree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_25","The therapist’s mask will make it harder for me to understand the therapist acoustically.",NA,NA,3,"undecided",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_25","The therapist’s mask will make it harder for me to understand the therapist acoustically.",NA,NA,4,"slightly agree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_25","The therapist’s mask will make it harder for me to understand the therapist acoustically.",NA,NA,5,"definitely agree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_26","Through the therapist’s mask, I will not see how he/she will respond to me.",NA,NA,1,"definitely disagree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_26","Through the therapist’s mask, I will not see how he/she will respond to me.",NA,NA,2,"slightly disagree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_26","Through the therapist’s mask, I will not see how he/she will respond to me.",NA,NA,3,"undecided",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_26","Through the therapist’s mask, I will not see how he/she will respond to me.",NA,NA,4,"slightly agree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_26","Through the therapist’s mask, I will not see how he/she will respond to me.",NA,NA,5,"definitely agree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_27","The therapist’s mask made it harder for me to recognize the therapist.",NA,NA,1,"definitely disagree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_27","The therapist’s mask made it harder for me to recognize the therapist.",NA,NA,2,"slightly disagree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_27","The therapist’s mask made it harder for me to recognize the therapist.",NA,NA,3,"undecided",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_27","The therapist’s mask made it harder for me to recognize the therapist.",NA,NA,4,"slightly agree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_27","The therapist’s mask made it harder for me to recognize the therapist.",NA,NA,5,"definitely agree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_28","Through the therapist’s mask, I will not recognize if he/she smiles at me.",NA,NA,1,"definitely disagree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_28","Through the therapist’s mask, I will not recognize if he/she smiles at me.",NA,NA,2,"slightly disagree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_28","Through the therapist’s mask, I will not recognize if he/she smiles at me.",NA,NA,3,"undecided",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_28","Through the therapist’s mask, I will not recognize if he/she smiles at me.",NA,NA,4,"slightly agree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_28","Through the therapist’s mask, I will not recognize if he/she smiles at me.",NA,NA,5,"definitely agree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_29_in_general_pre","I would like the therapist to wear a mask during the therapy session.",NA,NA,1,"definitely disagree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_29_in_general_pre","I would like the therapist to wear a mask during the therapy session.",NA,NA,2,"slightly disagree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_29_in_general_pre","I would like the therapist to wear a mask during the therapy session.",NA,NA,3,"undecided",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_29_in_general_pre","I would like the therapist to wear a mask during the therapy session.",NA,NA,4,"slightly agree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_29_in_general_pre","I would like the therapist to wear a mask during the therapy session.",NA,NA,5,"definitely agree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_30_in_general_pre","The mask on my face causes pain or an uncomfortable feeling when worn.",NA,NA,1,"definitely disagree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_30_in_general_pre","The mask on my face causes pain or an uncomfortable feeling when worn.",NA,NA,2,"slightly disagree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_30_in_general_pre","The mask on my face causes pain or an uncomfortable feeling when worn.",NA,NA,3,"undecided",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_30_in_general_pre","The mask on my face causes pain or an uncomfortable feeling when worn.",NA,NA,4,"slightly agree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_30_in_general_pre","The mask on my face causes pain or an uncomfortable feeling when worn.",NA,NA,5,"definitely agree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_31_in_general_pre","I feel restricted in my everyday life due to the mask.",NA,NA,1,"definitely disagree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_31_in_general_pre","I feel restricted in my everyday life due to the mask.",NA,NA,2,"slightly disagree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_31_in_general_pre","I feel restricted in my everyday life due to the mask.",NA,NA,3,"undecided",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_31_in_general_pre","I feel restricted in my everyday life due to the mask.",NA,NA,4,"slightly agree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_31_in_general_pre","I feel restricted in my everyday life due to the mask.",NA,NA,5,"definitely agree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_32_in_general_pre","Thanks to the mask, I have to pay less attention to my appearance in everyday life (e.g. make-up on my lips; shaving).",NA,NA,1,"definitely disagree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_32_in_general_pre","Thanks to the mask, I have to pay less attention to my appearance in everyday life (e.g. make-up on my lips; shaving).",NA,NA,2,"slightly disagree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_32_in_general_pre","Thanks to the mask, I have to pay less attention to my appearance in everyday life (e.g. make-up on my lips; shaving).",NA,NA,3,"undecided",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_32_in_general_pre","Thanks to the mask, I have to pay less attention to my appearance in everyday life (e.g. make-up on my lips; shaving).",NA,NA,4,"slightly agree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_32_in_general_pre","Thanks to the mask, I have to pay less attention to my appearance in everyday life (e.g. make-up on my lips; shaving).",NA,NA,5,"definitely agree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_33_in_general_pre","The mask triggers a feeling of breathlessness.",NA,NA,1,"definitely disagree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_33_in_general_pre","The mask triggers a feeling of breathlessness.",NA,NA,2,"slightly disagree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_33_in_general_pre","The mask triggers a feeling of breathlessness.",NA,NA,3,"undecided",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_33_in_general_pre","The mask triggers a feeling of breathlessness.",NA,NA,4,"slightly agree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_33_in_general_pre","The mask triggers a feeling of breathlessness.",NA,NA,5,"definitely agree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_34_in_general_pre","Since I can hardly recognize other people's faces through the mask, I feel insecure in public.",NA,NA,1,"definitely disagree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_34_in_general_pre","Since I can hardly recognize other people's faces through the mask, I feel insecure in public.",NA,NA,2,"slightly disagree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_34_in_general_pre","Since I can hardly recognize other people's faces through the mask, I feel insecure in public.",NA,NA,3,"undecided",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_34_in_general_pre","Since I can hardly recognize other people's faces through the mask, I feel insecure in public.",NA,NA,4,"slightly agree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_34_in_general_pre","Since I can hardly recognize other people's faces through the mask, I feel insecure in public.",NA,NA,5,"definitely agree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_35_in_general_pre","Since you can hardly recognize my face through the mask, I feel comfortable in public.",NA,NA,1,"definitely disagree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_35_in_general_pre","Since you can hardly recognize my face through the mask, I feel comfortable in public.",NA,NA,2,"slightly disagree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_35_in_general_pre","Since you can hardly recognize my face through the mask, I feel comfortable in public.",NA,NA,3,"undecided",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_35_in_general_pre","Since you can hardly recognize my face through the mask, I feel comfortable in public.",NA,NA,4,"slightly agree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_35_in_general_pre","Since you can hardly recognize my face through the mask, I feel comfortable in public.",NA,NA,5,"definitely agree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_36_in_general_pre","The mask protects me from infection.",NA,NA,1,"definitely disagree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_36_in_general_pre","The mask protects me from infection.",NA,NA,2,"slightly disagree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_36_in_general_pre","The mask protects me from infection.",NA,NA,3,"undecided",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_36_in_general_pre","The mask protects me from infection.",NA,NA,4,"slightly agree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_36_in_general_pre","The mask protects me from infection.",NA,NA,5,"definitely agree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_37_in_general_pre","I take the obligation to wear a mask in public places very seriously.",NA,NA,1,"definitely disagree",NA
"kuczyk_2024_facemask_fba","Questionnaire on expectations and experiences with wearing face masks in inpatient and day hospitals, pre-version (expectations), with the general mask-attitude validity items","German",NA,"kuczyk_2024_facemask_fba_1",NA,NA,"FBA_37_in_general_pre","I take the obligation to wear a mask in public places very seriously.",NA,NA,2,"slightly disagree",NA
