table,section_id,item,instrument,instructions,section_prompt,item_text,correct_response,option_text,resp
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi18,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I have to do things several times before I think they are properly done.,,Very much,4
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi19,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I tend to keep on checking things more often than necessary.,,Not at all,0
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi19,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I tend to keep on checking things more often than necessary.,,A little,1
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi19,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I tend to keep on checking things more often than necessary.,,Some,2
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi19,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I tend to keep on checking things more often than necessary.,,A lot,3
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi19,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I tend to keep on checking things more often than necessary.,,Very much,4
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi20,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I check and recheck gas and water taps and light switches after turning them off.,,Not at all,0
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi20,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I check and recheck gas and water taps and light switches after turning them off.,,A little,1
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi20,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I check and recheck gas and water taps and light switches after turning them off.,,Some,2
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi20,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I check and recheck gas and water taps and light switches after turning them off.,,A lot,3
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi20,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I check and recheck gas and water taps and light switches after turning them off.,,Very much,4
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi21,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,"I return home to check doors, windows, drawers, etc. to make sure they are properly shut.",,Not at all,0
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi21,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,"I return home to check doors, windows, drawers, etc. to make sure they are properly shut.",,A little,1
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi21,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,"I return home to check doors, windows, drawers, etc. to make sure they are properly shut.",,Some,2
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi21,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,"I return home to check doors, windows, drawers, etc. to make sure they are properly shut.",,A lot,3
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi21,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,"I return home to check doors, windows, drawers, etc. to make sure they are properly shut.",,Very much,4
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi22,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,"I keep on checking forms, documents, checks, etc. in detail to make sure I have filled them out correctly.",,Not at all,0
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi22,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,"I keep on checking forms, documents, checks, etc. in detail to make sure I have filled them out correctly.",,A little,1
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi22,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,"I keep on checking forms, documents, checks, etc. in detail to make sure I have filled them out correctly.",,Some,2
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi22,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,"I keep on checking forms, documents, checks, etc. in detail to make sure I have filled them out correctly.",,A lot,3
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi22,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,"I keep on checking forms, documents, checks, etc. in detail to make sure I have filled them out correctly.",,Very much,4
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi23,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,"I keep going back to see that matches, cigarettes, etc. are properly extinguished.",,Not at all,0
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi23,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,"I keep going back to see that matches, cigarettes, etc. are properly extinguished.",,A little,1
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi23,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,"I keep going back to see that matches, cigarettes, etc. are properly extinguished.",,Some,2
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi23,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,"I keep going back to see that matches, cigarettes, etc. are properly extinguished.",,A lot,3
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi23,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,"I keep going back to see that matches, cigarettes, etc. are properly extinguished.",,Very much,4
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi24,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,When I handle money I count and recount it several times.,,Not at all,0
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi24,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,When I handle money I count and recount it several times.,,A little,1
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi24,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,When I handle money I count and recount it several times.,,Some,2
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi24,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,When I handle money I count and recount it several times.,,A lot,3
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi24,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,When I handle money I count and recount it several times.,,Very much,4
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi25,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I check letters carefully many times before posting them.,,Not at all,0
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi25,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I check letters carefully many times before posting them.,,A little,1
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi25,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I check letters carefully many times before posting them.,,Some,2
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi25,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I check letters carefully many times before posting them.,,A lot,3
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi25,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I check letters carefully many times before posting them.,,Very much,4
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi26,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,"I find it difficult to make decisions, even about unimportant matters.",,Not at all,0
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi26,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,"I find it difficult to make decisions, even about unimportant matters.",,A little,1
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi26,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,"I find it difficult to make decisions, even about unimportant matters.",,Some,2
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi26,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,"I find it difficult to make decisions, even about unimportant matters.",,A lot,3
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi26,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,"I find it difficult to make decisions, even about unimportant matters.",,Very much,4
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi27,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,Sometimes I am not sure I have done things that in fact I know I have done.,,Not at all,0
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi27,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,Sometimes I am not sure I have done things that in fact I know I have done.,,A little,1
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi27,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,Sometimes I am not sure I have done things that in fact I know I have done.,,Some,2
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi27,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,Sometimes I am not sure I have done things that in fact I know I have done.,,A lot,3
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi27,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,Sometimes I am not sure I have done things that in fact I know I have done.,,Very much,4
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi28,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,"I have the impression that I will never be able to explain things clearly, especially when talking about important matters that involve me.",,Not at all,0
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi28,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,"I have the impression that I will never be able to explain things clearly, especially when talking about important matters that involve me.",,A little,1
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi28,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,"I have the impression that I will never be able to explain things clearly, especially when talking about important matters that involve me.",,Some,2
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi28,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,"I have the impression that I will never be able to explain things clearly, especially when talking about important matters that involve me.",,A lot,3
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi28,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,"I have the impression that I will never be able to explain things clearly, especially when talking about important matters that involve me.",,Very much,4
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi29,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,"After doing something carefully, I still have the impression I have either done it badly or not finished it.",,Not at all,0
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi29,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,"After doing something carefully, I still have the impression I have either done it badly or not finished it.",,A little,1
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi29,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,"After doing something carefully, I still have the impression I have either done it badly or not finished it.",,Some,2
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi29,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,"After doing something carefully, I still have the impression I have either done it badly or not finished it.",,A lot,3
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi29,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,"After doing something carefully, I still have the impression I have either done it badly or not finished it.",,Very much,4
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi30,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I am sometimes late because I keep on doing certain things more often than necessary.,,Not at all,0
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi30,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I am sometimes late because I keep on doing certain things more often than necessary.,,A little,1
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi30,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I am sometimes late because I keep on doing certain things more often than necessary.,,Some,2
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi30,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I am sometimes late because I keep on doing certain things more often than necessary.,,A lot,3
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi30,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I am sometimes late because I keep on doing certain things more often than necessary.,,Very much,4
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi31,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I invent doubts and problems about most of the things I do.,,Not at all,0
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi31,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I invent doubts and problems about most of the things I do.,,A little,1
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi31,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I invent doubts and problems about most of the things I do.,,Some,2
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi31,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I invent doubts and problems about most of the things I do.,,A lot,3
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi31,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I invent doubts and problems about most of the things I do.,,Very much,4
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi32,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,"When I start thinking of certain things, I become obsessed with them.",,Not at all,0
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi32,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,"When I start thinking of certain things, I become obsessed with them.",,A little,1
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi32,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,"When I start thinking of certain things, I become obsessed with them.",,Some,2
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi32,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,"When I start thinking of certain things, I become obsessed with them.",,A lot,3
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi32,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,"When I start thinking of certain things, I become obsessed with them.",,Very much,4
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi33,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,Unpleasant thoughts come into my mind against my will and I cannot get rid of them.,,Not at all,0
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi33,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,Unpleasant thoughts come into my mind against my will and I cannot get rid of them.,,A little,1
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi33,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,Unpleasant thoughts come into my mind against my will and I cannot get rid of them.,,Some,2
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi33,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,Unpleasant thoughts come into my mind against my will and I cannot get rid of them.,,A lot,3
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi33,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,Unpleasant thoughts come into my mind against my will and I cannot get rid of them.,,Very much,4
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi34,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,Obscene or dirty words come into my mind and I cannot get rid of them.,,Not at all,0
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi34,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,Obscene or dirty words come into my mind and I cannot get rid of them.,,A little,1
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi34,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,Obscene or dirty words come into my mind and I cannot get rid of them.,,Some,2
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi34,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,Obscene or dirty words come into my mind and I cannot get rid of them.,,A lot,3
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi34,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,Obscene or dirty words come into my mind and I cannot get rid of them.,,Very much,4
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi35,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,My brain constantly goes its own way and I find it difficult to attend to what is happening around me.,,Not at all,0
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi35,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,My brain constantly goes its own way and I find it difficult to attend to what is happening around me.,,A little,1
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi35,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,My brain constantly goes its own way and I find it difficult to attend to what is happening around me.,,Some,2
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi35,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,My brain constantly goes its own way and I find it difficult to attend to what is happening around me.,,A lot,3
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi35,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,My brain constantly goes its own way and I find it difficult to attend to what is happening around me.,,Very much,4
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi36,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I imagine catastrophic consequences as a result of absent-mindedness or minor errors I have made.,,Not at all,0
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi36,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I imagine catastrophic consequences as a result of absent-mindedness or minor errors I have made.,,A little,1
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi36,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I imagine catastrophic consequences as a result of absent-mindedness or minor errors I have made.,,Some,2
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi36,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I imagine catastrophic consequences as a result of absent-mindedness or minor errors I have made.,,A lot,3
