source,journal,doi,title,url,pmcid,license,flag,reasons,data_file,n_responses,n_participants,n_items,density,n_other_files
pmc,peerj,10.7717/peerj.3286,Exercise and dietary program-induced weight reduction is associated with cognitive function among obese adolescents: a longitudinal study.,https://europepmc.org/article/PMC/PMC5436556,PMC5436556,cc-by,not_item_response,Does NOT look like item-response data — not a candidate for IRW. | only 2 distinct ids (too few to be respondents) | 64% of responses are unique (real items reuse a small scale; this looks like a results table) | 81% of resp values are non-integer — ordinal item responses are almost always integer-valued,peerj-05-3286-s001.sav,1160,2,20,29.0,0
pmc,peerj,10.7717/peerj.2994,Modafinil decreases anxiety-like behaviour in zebrafish.,https://europepmc.org/article/PMC/PMC5312568,PMC5312568,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | No column met the id heuristic (≥50% unique, non-float); used first column '0' as fallback — verify this is the person identifier. | Could not confidently identify item columns. | Columns present: ['0', '2', '20', '200']",peerj-05-2994-s001.xlsx,,,,,0
pmc,screports,10.1038/s41598-023-32389-8,Synesthesia has specific cognitive processing during Go/No-go paradigms.,https://europepmc.org/article/PMC/PMC10105738,PMC10105738,cc-by,no_usable_file,no tabular-format file among 5 supplementary file(s): 41598_2023_32389_Fig1_HTML.gif; 41598_2023_32389_Fig2_HTML.gif; 41598_2023_32389_MOESM1_ESM.docx; 41598_2023_32389_Fig1_HTML.jpg; 41598_2023_32389_Fig2_HTML.jpg,,,,,,
pmc,peerj,10.7717/peerj.13034,<i>SEPALLATA-</i>-like genes of <i>Isatis indigotica</i> can affect the architecture of the inflorescences and the development of the floral organs.,https://europepmc.org/article/PMC/PMC8896020,PMC8896020,cc-by,no_usable_file,no tabular-format file among 18 supplementary file(s): peerj-10-13034-g003.gif; peerj-10-13034-s001.doc; peerj-10-13034-g007.gif; peerj-10-13034-g004.gif; peerj-10-13034-g001.gif; peerj-10-13034-g005.jpg; peerj-10-13034-g006.jpg; peerj-10-13034-g008.jpg; peerj-10-13034-g001.jpg; peerj-10-13034-g002.jpg,,,,,,
pmc,peerj,10.7717/peerj.5601,Neural processing of working memory in adults with ADHD in a visuospatial change detection task with distractors.,https://europepmc.org/article/PMC/PMC6149497,PMC6149497,cc-by,no_usable_file,no tabular-format file among 7 supplementary file(s): peerj-06-5601-g002.jpg; peerj-06-5601-g003.jpg; peerj-06-5601-g001.gif; peerj-06-5601-g002.gif; peerj-06-5601-g001.jpg; peerj-06-5601-s001.docx; peerj-06-5601-g003.gif,,,,,,
pmc,screports,10.1038/s41598-025-95507-8,A computational approach to understanding the interaction of personality and online product affordances.,https://europepmc.org/article/PMC/PMC11958826,PMC11958826,cc-by-nc-nd,license_restricted,license 'cc-by-nc-nd' does not permit redistribution,,,,,,
pmc,peerj,10.7717/peerj.19127,Knowledge and attitude of dental school faculties towards stem cell therapies and their applications.,https://europepmc.org/article/PMC/PMC11967409,PMC11967409,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_direction*, imputed_values*",peerj-13-19127-s004.sav,3264,101,32,1.0099,0
pmc,peerj,10.7717/peerj.2613,"A pilot study examining the effects of low-volume high-intensity interval training and continuous low to moderate intensity training on quality of life, functional capacity and cardiovascular risk factors in cancer survivors.",https://europepmc.org/article/PMC/PMC5075690,PMC5075690,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: id_na, resp_ordinal*, resp_direction*",peerj-04-2613-s001.xlsx,651,12,31,1.75,0
pmc,screports,10.1038/s41598-025-20753-9,Psychometric evaluation of an instrument measuring artificial intelligence utilization in decision-making domains of healthcare organizations.,https://europepmc.org/article/PMC/PMC12540851,PMC12540851,cc-by,no_usable_file,no tabular-format file among 12 supplementary file(s): 41598_2025_20753_Fig3_HTML.gif; 41598_2025_20753_Fig2_HTML.jpg; 41598_2025_20753_Fig1_HTML.gif; 41598_2025_20753_Fig3_HTML.jpg; 41598_2025_20753_Article_Equb.gif; 41598_2025_20753_MOESM2_ESM.pdf; 41598_2025_20753_MOESM1_ESM.docx; 41598_2025_20753_Fig4_HTML.jpg; 41598_2025_20753_Fig4_HTML.gif; 41598_2025_20753_Fig2_HTML.gif,,,,,,
pmc,peerj,10.7717/peerj.13367,How training loads in the preparation and competitive period affect the biochemical indicators of training stress in youth soccer players?,https://europepmc.org/article/PMC/PMC9080429,PMC9080429,cc-by,not_item_response,Does NOT look like item-response data — not a candidate for IRW. | 96% of responses are unique (real items reuse a small scale; this looks like a results table) | 60% of resp values are non-integer — ordinal item responses are almost always integer-valued,peerj-10-13367-s001.xlsx,360,18,20,1.0,0
pmc,screports,10.1038/s41598-025-31505-0,"Comparative effects of multimodal, traditional, and technology-based interventions on stress and well-being.",https://europepmc.org/article/PMC/PMC12796495,PMC12796495,cc-by-nc-nd,license_restricted,license 'cc-by-nc-nd' does not permit redistribution,,,,,,
pmc,screports,10.1038/s41598-026-35987-4,Assessment of multiple outcomes of habitat models can significantly affect conservation decisions for threatened species.,https://europepmc.org/article/PMC/PMC12894702,PMC12894702,cc-by-nc-nd,license_restricted,license 'cc-by-nc-nd' does not permit redistribution,,,,,,
pmc,screports,10.1038/s41598-025-14345-w,Depressive and anxiety symptoms mediate the relationship between family support and alcohol relapse in transplant recipients with alcohol-associated liver disease.,https://europepmc.org/article/PMC/PMC12325935,PMC12325935,cc-by-nc-nd,license_restricted,license 'cc-by-nc-nd' does not permit redistribution,,,,,,
pmc,peerj,10.7717/peerj.18088,"Evaluation of shaping ability, apical transportation and centering ratio of T-Endo Must, WaveOne Gold, and Trunatomy in resin blocks.",https://europepmc.org/article/PMC/PMC11485059,PMC11485059,cc-by,error,index 0 is out of bounds for axis 0 with size 0,peerj-12-18088-s002.xlsx,,,,,
pmc,screports,10.1038/s41598-025-09470-5,Predicting factors associated with anxiety by patients undergoing treatment for infectious diseases using a random-forest machine learning approach.,https://europepmc.org/article/PMC/PMC12402099,PMC12402099,cc-by-nc-nd,license_restricted,license 'cc-by-nc-nd' does not permit redistribution,,,,,,
pmc,screports,10.1038/s41598-025-34459-5,The impact of digital literacy on green consumption behavior under the moderation of prosocial behavior.,https://europepmc.org/article/PMC/PMC12865023,PMC12865023,cc-by-nc-nd,license_restricted,license 'cc-by-nc-nd' does not permit redistribution,,,,,,
pmc,screports,10.1038/s41598-023-29815-2,Risk perception and gratitude mediate the negative relationship between COVID-19 management satisfaction and public anxiety.,https://europepmc.org/article/PMC/PMC9969377,PMC9969377,cc-by,no_usable_file,no tabular-format file among 5 supplementary file(s): 41598_2023_29815_MOESM1_ESM.docx; 41598_2023_29815_Fig2_HTML.jpg; 41598_2023_29815_Fig1_HTML.gif; 41598_2023_29815_Fig1_HTML.jpg; 41598_2023_29815_Fig2_HTML.gif,,,,,,
pmc,peerj,10.7717/peerj.1407,Trail Making Test performance contributes to subjective judgment of visual efficiency in older adults.,https://europepmc.org/article/PMC/PMC4675109,PMC4675109,cc-by,no_usable_file,no tabular-format file among 6 supplementary file(s): peerj-03-1407-g002.jpg; peerj-03-1407-g001.gif; peerj-03-1407-s002.docx; peerj-03-1407-g001.jpg; peerj-03-1407-s001.docx; peerj-03-1407-g002.gif,,,,,,
pmc,screports,10.1038/s41598-025-85741-5,How does live streaming affect tourists' intention - a psychology theory perspective.,https://europepmc.org/article/PMC/PMC11742013,PMC11742013,cc-by-nc-nd,license_restricted,license 'cc-by-nc-nd' does not permit redistribution,,,,,,
pmc,peerj,10.7717/peerj.20180,Study on the influence of TRX suspension training on the specific balance ability of surfers.,https://europepmc.org/article/PMC/PMC12535740,PMC12535740,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify NUMERIC item columns, but 4 column(s) look like text-coded Likert items (e.g. ['Ⅳ', 'Ⅰ.1', 'Ⅱ.1']) rather than numeric codes. Needs a human to confirm the category set/order and recode to numeric. | Columns present: ['Participants ', 'Ⅰ', 'Ⅱ', 'Ⅲ', 'Ⅳ', 'Unnamed: 5', 'Participants .1', ",peerj-13-20180-s001.xlsx,,,,,0
pmc,screports,10.1038/s41598-023-46378-4,The role of chronic pain and pain anxiety in delay discounting of pain and monetary losses.,https://europepmc.org/article/PMC/PMC10628274,PMC10628274,cc-by,no_usable_file,no tabular-format file among 5 supplementary file(s): 41598_2023_46378_MOESM1_ESM.zip; 41598_2023_46378_Fig1_HTML.jpg; 41598_2023_46378_Fig2_HTML.jpg; 41598_2023_46378_Fig2_HTML.gif; 41598_2023_46378_Fig1_HTML.gif,,,,,,
pmc,peerj,10.7717/peerj.6940,Imagery ability of elite level athletes from individual vs. team and contact vs. no-contact sports.,https://europepmc.org/article/PMC/PMC6535038,PMC6535038,cc-by,download_failed,`Import xlrd` failed. Install xlrd >= 2.0.1 for xls Excel support Use pip or conda to install the xlrd package.,peerj-07-6940-s001.xls,,,,,
pmc,screports,10.1038/s41598-025-95771-8,Analysis of the characteristics of university common spaces that affect university students' psychological restoration.,https://europepmc.org/article/PMC/PMC12019356,PMC12019356,cc-by-nc-nd,license_restricted,license 'cc-by-nc-nd' does not permit redistribution,,,,,,
pmc,peerj,10.7717/peerj.14740,Genetic variants of IFIH1 and DHX58 affect the chronicity of hepatitis C in the Chinese Han population.,https://europepmc.org/article/PMC/PMC9893905,PMC9893905,cc-by,human_assistance,"QC failed on: dup_id_item | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*",peerj-11-14740-s001.xlsx,22038,1334,14,1.18,0
pmc,screports,10.1038/s41598-025-28467-8,The associational relationships between multidimensional digital literacy and wage income: evidence from urban-rural heterogeneity.,https://europepmc.org/article/PMC/PMC12669597,PMC12669597,cc-by-nc-nd,license_restricted,license 'cc-by-nc-nd' does not permit redistribution,,,,,,
