_key,source,title,url,doi,flag,reasons,n_responses,n_participants,n_items,density,data_file,n_other_files,license,refined_flag,refined_reason
,figshare,"Mean (SDs) log-transformed RTs and accuracy rates for each Point*Grammar, followed by mean (SDs) log-transformed RTs and accuracy rates in Fib and Skip grammars and for points 010 and 011.",https://plos.figshare.com/articles/dataset/Mean_SDs_log-transformed_RTs_and_accuracy_rates_for_each_Point_Grammar_followed_by_mean_SDs_log-transformed_RTs_and_accuracy_rates_in_Fib_and_Skip_grammars_and_for_points_010_and_011_/28363914,10.1371/journal.pone.0318638.t006,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b></b>', '<b>Fib<break xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink""></break>010</b>', '<b>Fib<break xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink""></break>011</b>'",,,,,Table 6.xls,0.0,cc-by,not_item_response,"HTML markup in column names — file is a scraped paper table, not raw data"
,figshare,Stroop test and MMSE assessment at baseline (pre) and week 2 (post).,https://plos.figshare.com/articles/dataset/Stroop_test_and_MMSE_assessment_at_baseline_pre_and_week_2_post_/26663142,10.1371/journal.pone.0307812.t002,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b></b>', '<b>Control<break xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink""></break>(n = 15)</b>', 'Unnamed: 2', 'Unnamed: 3', 'Unnamed: 4', '<b>Exercise<break xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xml",,,,,Table 2.xls,0.0,cc-by,not_item_response,"HTML markup in column names — file is a scraped paper table, not raw data"
,figshare,"Correlation analysis of sleep outcomes, race performance and cognitive performance N = 11.",https://plos.figshare.com/articles/dataset/Correlation_analysis_of_sleep_outcomes_race_performance_and_cognitive_performance_N_11_/25410054,10.1371/journal.pone.0299475.t003,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b></b>', '<b>Δ2CRT Reaction Time<sup>b\'<a href=""http://www.plosone.org/article/info:doi/10.1371/journal.pone.0299475#t003fn002"" target=""_blank"">*</a>\'</sup></b>', '<b>Δ2CRT Throughput</b>', '<b>Δ Interference Score</b>', '<b>Sleep rating<a target=\'",,,,,Table 3.xls,0.0,cc-by,not_item_response,"HTML markup in column names — file is a scraped paper table, not raw data"
,figshare,Cognitive performance before and after the Suffolk backyard ultra-marathon (N = 11).,https://plos.figshare.com/articles/dataset/Cognitive_performance_before_and_after_the_Suffolk_backyard_ultra-marathon_N_11_/25410048,10.1371/journal.pone.0299475.t001,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b></b>', '<b>Pre-race</b>', '<b>Post-race</b>', '<b>Δ</b>', '<b>p-value</b>', ""<b>Cohen’s d<a target='_blank' href='http://www.plosone.org/article/info:doi/10.1371/journal.pone.0299475#t001fn003'><sup>b</sup></a></b>"", '<b>1-β</b>']",,,,,Table 1.xls,0.0,cc-by,not_item_response,"HTML markup in column names — file is a scraped paper table, not raw data"
,figshare,"Models of reading (fluency and accuracy), spelling (accuracy), and calculation (speed and accuracy) based on general cognitive factors.",https://plos.figshare.com/articles/dataset/Models_of_reading_fluency_and_accuracy_spelling_accuracy_and_calculation_speed_and_accuracy_based_on_general_cognitive_factors_/12224720,10.1371/journal.pone.0231937.t002,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b></b>', '<b>A. Reading (fluency)</b>', 'Unnamed: 2', 'Unnamed: 3', 'Unnamed: 4', 'Unnamed: 5', '<b>B. Reading (accuracy)</b>', 'Unnamed: 7', 'Unnamed: 8', 'Unnamed: 9', 'Unnamed: 10', '<b>C. Spelling (accuracy)</b>', 'Unnamed: 12', 'Unnamed: 13', 'Un",,,,,Table 2.xls,0.0,cc-by,not_item_response,"HTML markup in column names — file is a scraped paper table, not raw data"
,figshare,Results for reaction time analysis in <i>n</i>-back and flanker task.,https://plos.figshare.com/articles/dataset/Results_for_reaction_time_analysis_in_i_n_i_-back_and_flanker_task_/24009584,10.1371/journal.pone.0289428.t004,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Parameter', 'Unnamed: 1', '<b><i>N</i>-back</b>', 'Unnamed: 3', 'Unnamed: 4', 'Unnamed: 5', '<b>Flanker</b>', 'Unnamed: 7', 'Unnamed: 8', 'Unnamed: 9']",,,,,Table 4.xls,0.0,cc-by,not_item_response,"HTML markup in column names — file is a scraped paper table, not raw data"
,figshare,Main effects of cognitive abilities and crystallized intelligence in <i>n</i>-back and flanker task.,https://plos.figshare.com/articles/dataset/Main_effects_of_cognitive_abilities_and_crystallized_intelligence_in_i_n_i_-back_and_flanker_task_/24009575,10.1371/journal.pone.0289428.t001,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b>Parameter</b>', '<b><i>N</i>-back</b>', 'Unnamed: 2', '<b>Flanker</b>', 'Unnamed: 4']",,,,,Table 1.xls,0.0,cc-by,not_item_response,"HTML markup in column names — file is a scraped paper table, not raw data"
,figshare,WRMT-3 Oral Reading Fluency and Passage Comprehension mean grade level changes and Welch’s t-test results.,https://plos.figshare.com/articles/dataset/WRMT-3_Oral_Reading_Fluency_and_Passage_Comprehension_mean_grade_level_changes_and_Welch_s_t-test_results_/23720660,10.1371/journal.pone.0288292.t005,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b>Variable</b>', '<b>Readable English</b>', 'Unnamed: 2', 'Unnamed: 3', '<b>Typical Practice</b>', 'Unnamed: 5', 'Unnamed: 6', '<b>Welch’s T Test</b>', 'Unnamed: 8', 'Unnamed: 9', 'Unnamed: 10']",,,,,Table 5.xls,0.0,cc-by,not_item_response,"HTML markup in column names — file is a scraped paper table, not raw data"
,figshare,Means and standard deviations in the Flanker task and the Backwards Colour Recall task at pre- and post-test for the three different groups.,https://plos.figshare.com/articles/dataset/Means_and_standard_deviations_in_the_Flanker_task_and_the_Backwards_Colour_Recall_task_at_pre-_and_post-test_for_the_three_different_groups_/7809701,10.1371/journal.pone.0212482.t002,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b></b>', '<b>Accuracy <i>M (SD)</i></b>', 'Unnamed: 2', 'Unnamed: 3', '<b>Reaction Time <i>M</i> (<i>SD</i>)</b>', 'Unnamed: 5', 'Unnamed: 6']",,,,,Table 2.xls,0.0,cc-by,not_item_response,"HTML markup in column names — file is a scraped paper table, not raw data"
,figshare,SEM analyses of associations between the flanker task and waist circumference through the metabolic risk factors (β-values and 95% CI).,https://plos.figshare.com/articles/dataset/SEM_analyses_of_associations_between_the_flanker_task_and_waist_circumference_through_the_metabolic_risk_factors_-values_and_95_CI_/6589463,10.1371/journal.pone.0199281.t003,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b></b>', '<b></b>.1', '<b>Reaction Time</b>', 'Unnamed: 3', '<b>Accuracy</b>', 'Unnamed: 5', '<b>Interference score</b>', 'Unnamed: 7']",,,,,Table 3.xls,0.0,cc-by,not_item_response,"HTML markup in column names — file is a scraped paper table, not raw data"
,figshare,"Associations (total associations) between waist circumference, metabolic risk factors and the flanker task (β-values and 95% CI).",https://plos.figshare.com/articles/dataset/Associations_total_associations_between_waist_circumference_metabolic_risk_factors_and_the_flanker_task_-values_and_95_CI_/6589454,10.1371/journal.pone.0199281.t002,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b></b>', '<b>Reaction Time</b>', 'Unnamed: 2', '<b>Accuracy</b>', 'Unnamed: 4', '<b>Interference score</b>', 'Unnamed: 6']",,,,,Table 2.xls,0.0,cc-by,not_item_response,"HTML markup in column names — file is a scraped paper table, not raw data"
,figshare,Mean accuracy and response time during the three conditions of the Flanker Fish task.,https://plos.figshare.com/articles/dataset/Mean_accuracy_and_response_time_during_the_three_conditions_of_the_Flanker_Fish_task_/5551984,10.1371/journal.pone.0187254.t004,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b></b>', '<b>Controls</b>', 'Unnamed: 2', '<b>Music</b>', 'Unnamed: 4', '<b>Sports</b>', 'Unnamed: 6', '<b>Total</b>', 'Unnamed: 8']",,,,,Table 4.xls,0.0,cc-by,not_item_response,"HTML markup in column names — file is a scraped paper table, not raw data"
,figshare,Correlations (<i>r</i>) of conventional measurements between the Eriksen flanker task (EFT) and simple reaction task (SRT) for each visit.,https://plos.figshare.com/articles/dataset/Correlations_i_r_i_of_conventional_measurements_between_the_Eriksen_flanker_task_EFT_and_simple_reaction_task_SRT_for_each_visit_/5408401,10.1371/journal.pone.0184476.t005,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b></b>', '<b><i>r</i></b>', '<b><i>P</i></b>']",,,,,Table 5.xls,0.0,cc-by,not_item_response,"HTML markup in column names — file is a scraped paper table, not raw data"
,figshare,Intra-class correlation (ICC) coefficients of RT-ALFF between iterations of the Eriksen flanker task (EFT) and simple reaction task (SRT).,https://plos.figshare.com/articles/dataset/Intra-class_correlation_ICC_coefficients_of_RT-ALFF_between_iterations_of_the_Eriksen_flanker_task_EFT_and_simple_reaction_task_SRT_/5408383,10.1371/journal.pone.0184476.t003,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b></b>', '<b>First Visit</b>', 'Unnamed: 2', '<b>Second Visit</b>', 'Unnamed: 4', '<b></b>.1', '<b></b>.2']",,,,,Table 3.xls,0.0,cc-by,not_item_response,"HTML markup in column names — file is a scraped paper table, not raw data"
,figshare,Test-retest reliability of conventional measurements of the Eriksen flanker task (EFT) and simple reaction task (SRT).,https://plos.figshare.com/articles/dataset/Test-retest_reliability_of_conventional_measurements_of_the_Eriksen_flanker_task_EFT_and_simple_reaction_task_SRT_/5408377,10.1371/journal.pone.0184476.t002,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b></b>', '<b>First Visit</b>', 'Unnamed: 2', '<b>Second Visit</b>', 'Unnamed: 4', '<b></b>.1', '<b></b>.2']",,,,,Table 2.xls,0.0,cc-by,not_item_response,"HTML markup in column names — file is a scraped paper table, not raw data"
,figshare,Conventional measurements of the Eriksen flanker task (EFT) for three conditions.,https://plos.figshare.com/articles/dataset/Conventional_measurements_of_the_Eriksen_flanker_task_EFT_for_three_conditions_/5408371,10.1371/journal.pone.0184476.t001,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b></b>', '<b>congruent</b>', '<b>neutral</b>', '<b>incongruent</b>']",,,,,Table 1.xls,0.0,cc-by,not_item_response,"HTML markup in column names — file is a scraped paper table, not raw data"
,figshare,Intervention effects on the flanker task and academic performance.,https://plos.figshare.com/articles/dataset/Intervention_effects_on_the_flanker_task_and_academic_performance_/3926034,10.1371/journal.pone.0158087.t003,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b></b>', '<b>Intervention</b>', 'Unnamed: 2', 'Unnamed: 3', 'Unnamed: 4', '<b>Control</b>', 'Unnamed: 6', 'Unnamed: 7', 'Unnamed: 8', '<b></b>.1', '<b></b>.2', 'Unnamed: 11', '<b></b>.3']",,,,,Table 3.xls,0.0,cc-by,not_item_response,"HTML markup in column names — file is a scraped paper table, not raw data"
,figshare,"GLM of Iowa gambling test (IGT), self-report impulsivity (UPPS-P) and stroop color task.",https://plos.figshare.com/articles/dataset/GLM_of_Iowa_gambling_test_IGT_self-report_impulsivity_UPPS-P_and_stroop_color_task_/24519322,10.1371/journal.pone.0293502.t003,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b></b>', '<b>Predictors</b>', '<b>Estimate</b>', '<b>95% CI</b>', 'Unnamed: 4', '<b><i>p</i></b>', '<b>Estimate</b>.1', '<b>95% CI</b>.1', 'Unnamed: 8', '<b><i>p</i></b>.1', '<b>Estimate</b>.2', '<b>95% CI</b>.2', 'Unnamed: 12', '<b><i>p</i></b>.2', '",,,,,Table 3.xls,0.0,cc-by,not_item_response,"HTML markup in column names — file is a scraped paper table, not raw data"
,figshare,Result of the Stroop task.,https://plos.figshare.com/articles/dataset/Result_of_the_Stroop_task_/24222217,10.1371/journal.pone.0292321.t001,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b>Variables</b>', '<b>NDC (<i>N</i> = 36)</b>', '<b>QC (<i>N</i> = 36)</b>', '<b><i>t</i></b>', '<b><i>p</i></b>', '<b>Cohen’s <i>d</i></b>']",,,,,Table 1.xls,0.0,cc-by,not_item_response,"HTML markup in column names — file is a scraped paper table, not raw data"
,figshare,Results for P3 amplitude analysis in <i>n</i>-back and flanker task.,https://plos.figshare.com/articles/dataset/Results_for_P3_amplitude_analysis_in_i_n_i_-back_and_flanker_task_/24009599,10.1371/journal.pone.0289428.t009,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Parameter', 'Unnamed: 1', '<b><i>N</i>-back</b>', 'Unnamed: 3', 'Unnamed: 4', 'Unnamed: 5', '<b>Flanker</b>', 'Unnamed: 7', 'Unnamed: 8', 'Unnamed: 9']",,,,,Table 9.xls,0.0,cc-by,not_item_response,"HTML markup in column names — file is a scraped paper table, not raw data"
,figshare,Results for early frontal midline theta power analysis in <i>n</i>-back and flanker task.,https://plos.figshare.com/articles/dataset/Results_for_early_frontal_midline_theta_power_analysis_in_i_n_i_-back_and_flanker_task_/24009590,10.1371/journal.pone.0289428.t006,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Parameter', 'Unnamed: 1', '<b><i>N</i>-back</b>', 'Unnamed: 3', 'Unnamed: 4', 'Unnamed: 5', '<b>Flanker</b>', 'Unnamed: 7', 'Unnamed: 8', 'Unnamed: 9']",,,,,Table 6.xls,0.0,cc-by,not_item_response,"HTML markup in column names — file is a scraped paper table, not raw data"
,figshare,Self-report data.,https://plos.figshare.com/articles/dataset/Self-report_data_/21933107,10.1371/journal.pone.0278826.t002,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Unnamed: 0', 'Unnamed: 1', '<i>n</i>', 'TEQ <i>M</i>(<i>SD</i>)', 'STAI<sup>b\'<a href=""http://www.plosone.org/article/info:doi/10.1371/journal.pone.0278826#t002fn003"" target=""_blank"">*</a>\'</sup> <i>M</i>(<i>SD</i>)', 'SCS <i>M</i>(<i>SD</i>)', 'PSWQ",,,,,Table 2.xls,0.0,cc-by,not_item_response,"HTML markup in column names — file is a scraped paper table, not raw data"
,figshare,Mean (<i>SD</i>) for the reaction time data (ms) of the subliminal dot-probe task for itch per group (priming vs. control) and congruency (congruent vs. incongruent) (<i>n</i> = 127).,https://plos.figshare.com/articles/dataset/Mean_i_SD_i_for_the_reaction_time_data_ms_of_the_subliminal_dot-probe_task_for_itch_per_group_priming_vs_control_and_congruency_congruent_vs_incongruent_i_n_i_127_/20810843,10.1371/journal.pone.0273581.t002,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b></b>', '<b>Priming Group</b>', '<b>Control Group</b>']",,,,,Table 2.xls,0.0,cc-by,not_item_response,"HTML markup in column names — file is a scraped paper table, not raw data"
,figshare,"Pearson correlation coefficients for depressed participants between Stroop performance in the positive word/negative face condition, and recall of consequences, social problem-solving and self-reported depression and rumination.",https://plos.figshare.com/articles/dataset/Pearson_correlation_coefficients_for_depressed_participants_between_Stroop_performance_in_the_positive_word_negative_face_condition_and_recall_of_consequences_social_problem-solving_and_self-reported_depression_and_rumination_/20203443,10.1371/journal.pone.0270661.t005,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b></b>', '<b>Stroop Pos Word/Neg Face Acc (N = 79)</b>', '<b>Stroop Pos Word/Neg Face RT (N = 79)</b>']",,,,,Table 5.xls,0.0,cc-by,not_item_response,"HTML markup in column names — file is a scraped paper table, not raw data"
,figshare,WRMT-3 Oral Reading Fluency and Passage Comprehension mean GSV changes and t-test results.,https://plos.figshare.com/articles/dataset/WRMT-3_Oral_Reading_Fluency_and_Passage_Comprehension_mean_GSV_changes_and_t-test_results_/23720657,10.1371/journal.pone.0288292.t004,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b>Variable</b>', '<b>Readable English</b>', 'Unnamed: 2', 'Unnamed: 3', '<b>Typical Practice</b>', 'Unnamed: 5', 'Unnamed: 6', '<b>Welch’s T Test</b>', 'Unnamed: 8', 'Unnamed: 9', 'Unnamed: 10']",,,,,Table 4.xls,0.0,cc-by,not_item_response,"HTML markup in column names — file is a scraped paper table, not raw data"
,figshare,The Stroop test result during EEG recording before and after an overnight on-call.,https://plos.figshare.com/articles/dataset/The_Stroop_test_result_during_EEG_recording_before_and_after_an_overnight_on-call_/23630337,10.1371/journal.pone.0287999.t003,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b>Stroop test</b>', '<b>Before on-call</b>', '<b>After on-call</b>', '<b>p-value</b>']",,,,,Table 3.xls,0.0,cc-by,not_item_response,"HTML markup in column names — file is a scraped paper table, not raw data"
,figshare,Results from fixed-effect regression models for Stroop Blocks 1 and 2.,https://plos.figshare.com/articles/dataset/Results_from_fixed-effect_regression_models_for_Stroop_Blocks_1_and_2_/23603638,10.1371/journal.pone.0287911.t004,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b></b>', '<b>Stroop Interference (Error)</b>', 'Unnamed: 2', 'Unnamed: 3', 'Unnamed: 4', '<b>Stroop Interference (Log RTs)</b>', 'Unnamed: 6', 'Unnamed: 7', 'Unnamed: 8']",,,,,Table 4.xls,0.0,cc-by,not_item_response,"HTML markup in column names — file is a scraped paper table, not raw data"
,figshare,Stroop task mean reaction times (RT) for all participants (meditators and novices combined) across conditions.,https://plos.figshare.com/articles/dataset/Stroop_task_mean_reaction_times_RT_for_all_participants_meditators_and_novices_combined_across_conditions_/22278005,10.1371/journal.pone.0282188.t003,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b></b>', '<b>T<sub xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">0</sub></b>', '<b>T<sub xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">AL</sub></b>', '<b>T<sub xml",,,,,Table 3.xls,0.0,cc-by,not_item_response,"HTML markup in column names — file is a scraped paper table, not raw data"
,figshare,ANOVA results of Stroop task variables.,https://plos.figshare.com/articles/dataset/ANOVA_results_of_Stroop_task_variables_/22278002,10.1371/journal.pone.0282188.t002,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b></b>', '<b>F</b>', '<b>df</b>', '<b>p</b>', '<b>Ω²</b>']",,,,,Table 2.xls,0.0,cc-by,not_item_response,"HTML markup in column names — file is a scraped paper table, not raw data"
,figshare,"Pearson correlation coefficients for depressed participants between recall of consequences, social problem-solving and self-reported depression and rumination scores.",https://plos.figshare.com/articles/dataset/Pearson_correlation_coefficients_for_depressed_participants_between_recall_of_consequences_social_problem-solving_and_self-reported_depression_and_rumination_scores_/20203440,10.1371/journal.pone.0270661.t004,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b></b>', '<b>Depression (BDI-II)</b>', '<b>Rumination (RRS)</b>']",,,,,Table 4.xls,0.0,cc-by,not_item_response,"HTML markup in column names — file is a scraped paper table, not raw data"
,figshare,"Group differences in age, depression, rumination and anxiety measures.",https://plos.figshare.com/articles/dataset/Group_differences_in_age_depression_rumination_and_anxiety_measures_/20203431,10.1371/journal.pone.0270661.t001,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b></b>', '<b>Depressed Group Mean (SD)</b>', '<b>Non-Depressed Group Mean (SD)</b>']",,,,,Table 1.xls,0.0,cc-by,not_item_response,"HTML markup in column names — file is a scraped paper table, not raw data"
,figshare,"Experiment 2 (Simon horizontal–flanker vertical) vs. Experiment 3: Inferential statistical values for the three-way analysis of variance (ANOVA) with Simon congruency (incongruent, congruent) and flanker congruency (incongruent, congruent) as within-subject variables, and experiment (Experiment 2, Experiment 3) as a between-subjects variable, and Bayes Factors (BF) from model comparisons.",https://plos.figshare.com/articles/dataset/Experiment_2_Simon_horizontal_flanker_vertical_vs_Experiment_3_Inferential_statistical_values_for_the_three-way_analysis_of_variance_ANOVA_with_Simon_congruency_incongruent_congruent_and_flanker_congruency_incongruent_congruent_as_within-su/14187356,10.1371/journal.pone.0248172.t006,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b>Effect–Model</b>', '<b>Reaction times</b>', 'Unnamed: 2', 'Unnamed: 3', 'Unnamed: 4', 'Unnamed: 5', '<b>Arcsine transformed error rates</b>', 'Unnamed: 7', 'Unnamed: 8', 'Unnamed: 9', 'Unnamed: 10']",,,,,Table 6.xls,0.0,cc-by,not_item_response,"HTML markup in column names — file is a scraped paper table, not raw data"
,figshare,Group differences in the Stroop and Flanker tasks.,https://plos.figshare.com/articles/dataset/Group_differences_in_the_Stroop_and_Flanker_tasks_/20203437,10.1371/journal.pone.0270661.t003,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b></b>', '<b>Depressed Group Mean (RT)</b>', '<b>Non-Depressed Group Mean (RT)</b>']",,,,,Table 3.xls,0.0,cc-by,not_item_response,"HTML markup in column names — file is a scraped paper table, not raw data"
,figshare,"Experiment 3: Inferential statistical values for the two-way repeated-measures analysis of variance (ANOVA) with the variables Simon congruency (incongruent, congruent) and flanker congruency (incongruent, congruent), and Bayes Factors (BF) from model comparisons.",https://plos.figshare.com/articles/dataset/Experiment_3_Inferential_statistical_values_for_the_two-way_repeated-measures_analysis_of_variance_ANOVA_with_the_variables_Simon_congruency_incongruent_congruent_and_flanker_congruency_incongruent_congruent_and_Bayes_Factors_BF_from_model_/14187353,10.1371/journal.pone.0248172.t005,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b>Effect–Model</b>', '<b>Reaction times</b>', 'Unnamed: 2', 'Unnamed: 3', 'Unnamed: 4', 'Unnamed: 5', '<b>Arcsine transformed error rates</b>', 'Unnamed: 7', 'Unnamed: 8', 'Unnamed: 9', 'Unnamed: 10']",,,,,Table 5.xls,0.0,cc-by,not_item_response,"HTML markup in column names — file is a scraped paper table, not raw data"
,figshare,"Experiment 1a: Inferential statistical values for the two-way repeated-measures analysis of variance (ANOVA) with the variables Simon congruency and flanker congruency, and Bayes Factors (BF) from model comparisons.",https://plos.figshare.com/articles/dataset/Experiment_1a_Inferential_statistical_values_for_the_two-way_repeated-measures_analysis_of_variance_ANOVA_with_the_variables_Simon_congruency_and_flanker_congruency_and_Bayes_Factors_BF_from_model_comparisons_/14187344,10.1371/journal.pone.0248172.t002,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b>Effect–Model</b>', '<b>Reaction times</b>', 'Unnamed: 2', 'Unnamed: 3', 'Unnamed: 4', 'Unnamed: 5', '<b>Arcsine transformed error rates</b>', 'Unnamed: 7', 'Unnamed: 8', 'Unnamed: 9', 'Unnamed: 10']",,,,,Table 2.xls,0.0,cc-by,not_item_response,"HTML markup in column names — file is a scraped paper table, not raw data"
,figshare,"Experiment 1b: Inferential statistical values for the two-way repeated-measures analysis of variance (ANOVA) with the variables Simon congruency and flanker congruency, and Bayes Factors (BF) from model comparisons.",https://plos.figshare.com/articles/dataset/Experiment_1b_Inferential_statistical_values_for_the_two-way_repeated-measures_analysis_of_variance_ANOVA_with_the_variables_Simon_congruency_and_flanker_congruency_and_Bayes_Factors_BF_from_model_comparisons_/14187347,10.1371/journal.pone.0248172.t003,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b>Effect–Model</b>', '<b>Reaction times</b>', 'Unnamed: 2', 'Unnamed: 3', 'Unnamed: 4', 'Unnamed: 5', '<b>Arcsine transformed error rates</b>', 'Unnamed: 7', 'Unnamed: 8', 'Unnamed: 9', 'Unnamed: 10']",,,,,Table 3.xls,0.0,cc-by,not_item_response,"HTML markup in column names — file is a scraped paper table, not raw data"
,figshare,"Experiment 2: Inferential statistical values for the three-way analysis of variance (ANOVA) with Simon congruency (incongruent, congruent) and flanker congruency (incongruent, congruent) as within-subject variables, and position (simon horizontal–flanker vertical, Simon vertical–flanker horizontal) as a between-subjects variable, and Bayes Factors (BF) from model comparisons.",https://plos.figshare.com/articles/dataset/Experiment_2_Inferential_statistical_values_for_the_three-way_analysis_of_variance_ANOVA_with_Simon_congruency_incongruent_congruent_and_flanker_congruency_incongruent_congruent_as_within-subject_variables_and_position_simon_horizontal_flan/14187350,10.1371/journal.pone.0248172.t004,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b>Effect–Model</b>', '<b>Reaction times</b>', 'Unnamed: 2', 'Unnamed: 3', 'Unnamed: 4', 'Unnamed: 5', '<b>Arcsine transformed error rates</b>', 'Unnamed: 7', 'Unnamed: 8', 'Unnamed: 9', 'Unnamed: 10']",,,,,Table 4.xls,0.0,cc-by,not_item_response,"HTML markup in column names — file is a scraped paper table, not raw data"
10.7910/dvn/ghjwgi,dataverse,Examining the role of sleep-disordered breathing in cognitive and quality of life impairment in children with CHD,https://doi.org/10.7910/DVN/GHJWGI,10.7910/dvn/ghjwgi,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Variable Name', 'Variable Label', 'Measurement Level', 'ColumnWidth']",,,,,CHD SDB data dictionary.xlsx,0.0,,not_item_response,"Column names match a data dictionary / codebook (Variable Name, Variable Label, etc.) — this file describes the dataset, it is not the data itself"
10.7910/dvn/e2dsbp,dataverse,Replication Data For: Mapping quality judgment in International Relations: Cognitive dimensions and sociological correlates,https://doi.org/10.7910/DVN/E2DSBP,10.7910/dvn/e2dsbp,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Country', 'South']",,,,,Article_IR Know Quality_ChagasBastos-Kristensen_Coding_NorthSouth.xlsx,1.0,,not_item_response,"Only 2 label-style columns (['Country', 'South']) — likely a reference list or name table, not person×item data"
