source,title,url,doi,flag,reasons,n_responses,n_participants,n_items,density,data_file,irw_file,n_other_files
dataverse,Replication Data for: The Role of Multilayered Peer Groups in Adolescent Depression: A Distributional Approach,https://doi.org/10.7910/DVN/AJBJPM,10.7910/dvn/ajbjpm,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['=""""', '=""(1)""', '=""(2)""', '=""(3)""', '=""(4)""', '=""(5)""', '=""(6)""']",,,,,table2.csv,,6.0
figshare,The responsiveness of the CES-D and the SF-12 v2 MCS.,https://plos.figshare.com/articles/dataset/_The_responsiveness_of_the_CES_D_and_the_SF_12_v2_MCS_/1505477,10.1371/journal.pone.0135131.t005,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b>Internal responsiveness</b>', 'Unnamed: 1', 'Unnamed: 2', 'Unnamed: 3', 'Unnamed: 4', 'Unnamed: 5', 'Unnamed: 6', 'Unnamed: 7']",,,,,Table_5.xls,,0.0
dataverse,Replication data for: Was the deflation during the great depression anticipated? Evidence from the commodity futures market,https://doi.org/10.7910/DVN/24570,10.7910/dvn/24570,human_assistance,Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['140.8125'],,,,,CBOTWheatFadj2.csv,,17.0
figshare,Results of linear regression analyses predicting attitude toward antidepressants with subgroups of vicarious experience of depression for respondents with and without a history of depression.,https://plos.figshare.com/articles/dataset/_Results_of_linear_regression_analyses_predicting_attitude_toward_antidepressants_with_subgroups_of_vicarious_experience_of_depression_for_respondents_with_and_without_a_history_of_depression_/348296,10.1371/journal.pone.0031269.t002,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b>Covariate</b>', '<b>Coeff.</b>', '<b>95% CI</b>', '<b>P</b>']",,,,,Table_2.xls,,0.0
figshare,<p>Data frame – STAI.csv.</p>,https://plos.figshare.com/articles/dataset/_p_Data_frame_STAI_csv_p_/31873588,10.1371/journal.pone.0345773.s001,human_assistance,QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*,73396,2,59,622.0,pone.0345773.s001.csv,irw_output/human_assistance/figshare__10.1371_journal.pone.0345773.s001.csv,0.0
dataverse,Replication data for: Psychometric properties of the SL-7 scale in academic settings,https://doi.org/10.7910/DVN/FDDY2N,10.7910/dvn/fddy2n,human_assistance,QC failed on: dup_id_item | Column mapping was a low-confidence guess.,3085,2,5,308.5,Data.xlsx,irw_output/human_assistance/dataverse__10.7910_dvn_fddy2n.csv,0.0
figshare,Table 1_Mind–body exercise and anxiety in middle-aged and older adults: a sequential mediation model of emotion regulation and sleep quality.xlsx,https://frontiersin.figshare.com/articles/dataset/Table_1_Mind_body_exercise_and_anxiety_in_middle-aged_and_older_adults_a_sequential_mediation_model_of_emotion_regulation_and_sleep_quality_xlsx/31799377,10.3389/fpubh.2026.1763761.s001,human_assistance,QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*,14898,2,39,191.0,Table 1_Mind–body exercise and anxiety in middle-aged and older adults: a sequential mediation model of emotion regulation and sleep quality.xlsx,irw_output/human_assistance/figshare__10.3389_fpubh.2026.1763761.s001.csv,0.0
dataverse,Test anxiety and Academic Achievement in Physics,https://doi.org/10.7910/DVN/KBPF38,10.7910/dvn/kbpf38,human_assistance,QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*,1011,2,3,168.5,Anxiety.csv,irw_output/human_assistance/dataverse__10.7910_dvn_kbpf38.csv,0.0
figshare,"Table 1_Validating the Swedish STOP-D: a brief tool for depression, anxiety, stress, anger and social support.xlsx",https://frontiersin.figshare.com/articles/dataset/Table_1_Validating_the_Swedish_STOP-D_a_brief_tool_for_depression_anxiety_stress_anger_and_social_support_xlsx/31204621,10.3389/fpsyg.2025.1649601.s003,human_assistance,QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*,27906,3,65,143.1077,"Table 1_Validating the Swedish STOP-D: a brief tool for depression, anxiety, stress, anger and social support.xlsx",irw_output/human_assistance/figshare__10.3389_fpsyg.2025.1649601.s003.csv,0.0
dataverse,"Replication Data for Quality of instructor, fear of COVID-19, and students' anxiety as predictors of student satisfaction and academic effort in online classes",https://doi.org/10.7910/DVN/U5WUSU,10.7910/dvn/u5wusu,human_assistance,QC failed on: dup_id_item | Column mapping was a low-confidence guess.,8257,5,23,71.8,"Quality of instructor, fear of COVID-19, and students' anxiety as predictors of student satisfaction and academic effort in online classes.xlsx",irw_output/human_assistance/dataverse__10.7910_dvn_u5wusu.csv,0.0
dataverse,"Replication Data for: Psychometric properties of the 21-item Depression, Anxiety, and Stress Scale (DASS-21) among Malaysians during COVID-19: a methodological study",https://doi.org/10.7910/DVN/AJVLN6,10.7910/dvn/ajvln6,human_assistance,QC failed on: dup_id_item | Column mapping was a low-confidence guess.,20391,33,21,29.4242,data_dass21.xlsx,irw_output/human_assistance/dataverse__10.7910_dvn_ajvln6.csv,0.0
figshare,"Dataset on Undergraduate Stress, Anxiety, Depression, and Sleep Quality Among First-Year Psychology Students",https://figshare.com/articles/dataset/Dataset_on_Undergraduate_Stress_Anxiety_Depression_and_Sleep_Quality_Among_First-Year_Psychology_Students/30499553,10.6084/m9.figshare.30499553.v1,human_assistance,QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*,714,15,7,6.8,UndergradHealthData_Study1.csv,irw_output/human_assistance/figshare__10.6084_m9.figshare.30499553.v1.csv,0.0
dataverse,"Repeating the listening text: effects on student performance, metacognitive processing, and anxiety",https://doi.org/10.7910/DVN/WWN1TS,10.7910/dvn/wwn1ts,human_assistance,QC failed on: dup_id_item | Column mapping was a low-confidence guess.,11016,306,9,4.0,data_facets.xlsx,irw_output/human_assistance/dataverse__10.7910_dvn_wwn1ts.csv,0.0
dataverse,Voltage-gated sodium channel 1.8 contributes to hyperalgesia induced by the coexistence of anxiety and remifentanil exposure,https://doi.org/10.7910/DVN/CUXBQX,10.7910/dvn/cuxbqx,human_assistance,"QC failed on: dup_id_item | QC warnings to review: id_na, resp_ordinal*",800,43,10,1.8605,Document S2. Source data collected or analyzed.xlsx,irw_output/human_assistance/dataverse__10.7910_dvn_cuxbqx.csv,0.0
dataverse,Astrocyte dysfunction drives abnormal resting-state functional connectivity in depression,https://doi.org/10.7910/DVN/YBKBZF,10.7910/dvn/ybkbzf,human_assistance,"QC failed on: dup_id_item | QC warnings to review: id_na, resp_ordinal*",324,10,18,1.8,abo2098.xlsx,irw_output/human_assistance/dataverse__10.7910_dvn_ybkbzf.csv,1.0
dataverse,Measuring Resilience_Performance Anxiety and Burnout in Emergency Medicine Residents,https://doi.org/10.7910/DVN/O0JEIE,10.7910/dvn/o0jeie,human_assistance,QC failed on: dup_id_item,252,23,7,1.5652,Res_Burn_Anx_Database.xlsx,irw_output/human_assistance/dataverse__10.7910_dvn_o0jeie.csv,0.0
dataverse,"Data associated with the paper ""Optimal seed size under mixed mating systems when predispersal and postdispersal inbreeding depression is decoupled""",https://doi.org/10.7910/DVN/QVC35F,10.7910/dvn/qvc35f,human_assistance,QC failed on: dup_id_item | QC warnings to review: resp_ordinal*,288,52,4,1.3846,Data.xlsx,irw_output/human_assistance/dataverse__10.7910_dvn_qvc35f.csv,0.0
dataverse,A linkage of college students' mobile phone addiction and social anxiety: The mediating role of self-control,https://doi.org/10.7910/DVN/QS5D8C,10.7910/dvn/qs5d8c,human_assistance,QC failed on: dup_id_item,10725,168,55,1.1607,MobilePhoneAddiction-Self-Control.xls.xlsx,irw_output/human_assistance/dataverse__10.7910_dvn_qs5d8c.csv,0.0
dataverse,Supplemental data for: Legacy amino acid ratios from terrestrial snails in alluvial deposits in Colorado show >8-10oC average Quaternary temperature depression but inconsistent river-terrace correlations,https://doi.org/10.7910/DVN/JLDPAD,10.7910/dvn/jldpad,human_assistance,"QC failed on: dup_id_item | QC warnings to review: id_na, resp_ordinal*",751,351,2,1.0698,4 Nelson - All Colorado snail amino acid ratio data 28Dec25-1.xlsx,irw_output/human_assistance/dataverse__10.7910_dvn_jldpad.csv,0.0
figshare,"Table 1_Slow-paced breathing reduces anxiety and enhances midfrontal alpha asymmetry, buffering responses to aversive visual stimuli.xlsx",https://frontiersin.figshare.com/articles/dataset/Table_1_Slow-paced_breathing_reduces_anxiety_and_enhances_midfrontal_alpha_asymmetry_buffering_responses_to_aversive_visual_stimuli_xlsx/29556140,10.3389/fnhum.2025.1605862.s001,human_assistance,QC failed on: dup_id_item | QC warnings to review: resp_ordinal*,80,38,2,1.0526,"Table 1_Slow-paced breathing reduces anxiety and enhances midfrontal alpha asymmetry, buffering responses to aversive visual stimuli.xlsx",irw_output/human_assistance/figshare__10.3389_fnhum.2025.1605862.s001.csv,0.0
dataverse,"Perceived social support, self-esteem, and depression among Indian trans men with and without sex reassignment surgery",https://doi.org/10.7910/DVN/KFPQ6M,10.7910/dvn/kfpq6m,human_assistance,QC failed on: dup_id_item | QC warnings to review: resp_ordinal*,210,29,7,1.0345,Transmen in India - Data.xlsx,irw_output/human_assistance/dataverse__10.7910_dvn_kfpq6m.csv,0.0
figshare,Table 1_Evaluating the efficacy of vestibular rehabilitation therapy on quality of life in persistent postural-perceptual dizziness: the role of anxiety and depression in treatment outcomes.xlsx,https://frontiersin.figshare.com/articles/dataset/Table_1_Evaluating_the_efficacy_of_vestibular_rehabilitation_therapy_on_quality_of_life_in_persistent_postural-perceptual_dizziness_the_role_of_anxiety_and_depression_in_treatment_outcomes_xlsx/28344314,10.3389/fneur.2025.1524324.s001,not_item_response,Does NOT look like item-response data — not a candidate for IRW. | only 2 distinct ids (too few to be respondents) | 100% of responses are unique (real items reuse a small scale; this looks like a results table),940,2,5,94.0,Table 1_Evaluating the efficacy of vestibular rehabilitation therapy on quality of life in persistent postural-perceptual dizziness: the role of anxie.xlsx,,0.0
figshare,<p>Fit indices for measurement invariance models of the sTAI scales by sex.</p>,https://plos.figshare.com/articles/dataset/_p_Fit_indices_for_measurement_invariance_models_of_the_sTAI_scales_by_sex_p_/31873603,10.1371/journal.pone.0345773.t004,not_item_response,"Does NOT look like item-response data — not a candidate for IRW. | cells contain HTML/XML markup (looks like a scraped table) | item names are statistical terms (e.g. ['<b>χ2</b>', '<b>df</b>']) | only 4 distinct ids (too few to be respondents) | 62% of responses are unique (real items reuse a small scale; this looks like a results table)",32,4,4,2.0,Table 4.xls,,0.0
dataverse,"Arabic Depression Tweets Dataset (15,000 Tweets) with Linguistic Augmentation",https://doi.org/10.7910/DVN/UWLHRI,10.7910/dvn/uwlhri,not_item_response,"Does NOT look like item-response data — not a candidate for IRW. | id values are long text (avg 57 chars), not identifiers",45000,11816,3,1.2695,Arabic_Depression_15.000_Tweets_Annotated.xlsx,,0.0
dataverse,Neuroinflammation Biomarkers in Depression and Mental Disorders: Global Data 2020-2024,https://doi.org/10.7910/DVN/QBQXKL,10.7910/dvn/qbqxkl,not_item_response,Does NOT look like item-response data — not a candidate for IRW. | only 7 distinct ids (too few to be respondents) | 95% of responses are unique (real items reuse a small scale; this looks like a results table),40,7,5,1.1429,longitudinal_crp_depression.csv,,1.0
dataverse,"Data for An evaluation of the suitability, readability, and quality of online resources for the self-management of depression",https://doi.org/10.7910/DVN/M9O7WI,10.7910/dvn/m9o7wi,not_item_response,"Does NOT look like item-response data — not a candidate for IRW. | id values are long text (avg 32 chars), not identifiers",2065,26,75,1.059,Rathod_et_al_PEC_data_file.xls,,0.0
figshare, Linear Regression Analysis of neuroticism and openness personality traits.,https://plos.figshare.com/articles/dataset/Linear_Regression_Analysis_of_neuroticism_and_openness_personality_traits_/29638026,10.1371/journal.pone.0321373.t003,not_item_response,Does NOT look like item-response data — not a candidate for IRW. | cells contain HTML/XML markup (looks like a scraped table),280,34,8,1.0294,Table 3.xls,,0.0
figshare,<p>Standardised factor loadings from the general and anxiety factor models from CFAs.</p>,https://plos.figshare.com/articles/dataset/_p_Standardised_factor_loadings_from_the_general_and_anxiety_factor_models_from_CFAs_p_/31873600,10.1371/journal.pone.0345773.t003,not_item_response,Does NOT look like item-response data — not a candidate for IRW. | cells contain HTML/XML markup (looks like a scraped table),80,20,4,1.0,Table 3.xls,,0.0
figshare,<p>Diagnostic performance of distress thermometer (DT) cutoffs for predicting clinically significant depression (BDI ≥ 20).</p>,https://plos.figshare.com/articles/dataset/_p_Diagnostic_performance_of_distress_thermometer_DT_cutoffs_for_predicting_clinically_significant_depression_BDI_20_p_/31107564,10.1371/journal.pone.0341221.t002,not_item_response,Does NOT look like item-response data — not a candidate for IRW. | cells contain HTML/XML markup (looks like a scraped table) | only 9 distinct ids (too few to be respondents) | 76% of responses are unique (real items reuse a small scale; this looks like a results table),54,9,6,1.0,Table 2.xls,,0.0
figshare,"Parental anxiety as measured with the State-Trait Anxiety Inventory for Adults (STAIAD) among caregivers of children ≤2 years of age hospitalized with RSV infection, 2019-2022.",https://plos.figshare.com/articles/dataset/Parental_anxiety_as_measured_with_the_State-Trait_Anxiety_Inventory_for_Adults_STAIAD_among_caregivers_of_children_2_years_of_age_hospitalized_with_RSV_infection_2019-2022_/30493814,10.1371/journal.pone.0334405.t003,not_item_response,Does NOT look like item-response data — not a candidate for IRW. | cells contain HTML/XML markup (looks like a scraped table),161,23,7,1.0,Table 3.xls,,0.0
figshare,Table 5 - Transforming social media text into predictive tools for depression through AI: A test-case study on the Beck Depression Inventory-II,https://plos.figshare.com/articles/dataset/Table_5_-_Transforming_social_media_text_into_predictive_tools_for_depression_through_AI_A_test-case_study_on_the_Beck_Depression_Inventory-II/29248094,10.1371/journal.pdig.0000848.t005,not_item_response,"Does NOT look like item-response data — not a candidate for IRW. | cells contain HTML/XML markup (looks like a scraped table) | id values are long text (avg 123 chars), not identifiers | only 6 distinct ids (too few to be respondents) | 90% of responses are unique (real items reuse a small scale; this looks like a results table)",42,6,7,1.0,Table 5.xls,,0.0
figshare,"Internal Reliability of the BDI-II by dataset splitting. Mean, Standard Deviation, Cronbach’s , and Item-Total correlation for train (80) and test (20 users) are shown.",https://plos.figshare.com/articles/dataset/Internal_Reliability_of_the_BDI-II_by_dataset_splitting_Mean_Standard_Deviation_Cronbach_s_and_Item-Total_correlation_for_train_80_and_test_20_users_are_shown_/29248085,10.1371/journal.pdig.0000848.t002,not_item_response,Does NOT look like item-response data — not a candidate for IRW. | cells contain HTML/XML markup (looks like a scraped table),126,21,6,1.0,Table 2.xls,,0.0
figshare,"Depression, anxiety, neuroticism and results of neurocognitive tests: <sup>a</sup>Beck Depression Inventory; <sup>b</sup>Assessed by State-Trait Anxiety inventory (STAI); <sup>c</sup>Evaluated by Eysenck Personality Inventory (N/EPO-R); <sup>d</sup>Sum of immediate recall from Trial-1 to Trial-5 in California Verbal Learning Test (CVLT); <sup>e</sup>Ruff Figural Fluency Test (RFFT); <sup>f</sup>Wisconsin Card Sorting Test (WCST) in 52 chronic hepatitis C patients before and after antiviral therapy. Patients with advanced liver disease were F3/F4 on the Metavir scale and patients with mild liver disease were F0-F3. Statistical analysis was conducted using Wilcoxon matched-pairs signed rank test.",https://plos.figshare.com/articles/dataset/Depression_anxiety_neuroticism_and_results_of_neurocognitive_tests_sup_a_sup_Beck_Depression_Inventory_sup_b_sup_Assessed_by_State-Trait_Anxiety_inventory_STAI_sup_c_sup_Evaluated_by_Eysenck_Personality_Inventory_N_EPO-R_sup_d_sup_Sum_of_im/28733384,10.1371/journal.pone.0320221.t002,not_item_response,"Does NOT look like item-response data — not a candidate for IRW. | cells contain HTML/XML markup (looks like a scraped table) | id values are long text (avg 61 chars), not identifiers",20,10,2,1.0,Table 2.xls,,0.0
figshare,PHQ-9 scores.,https://plos.figshare.com/articles/dataset/PHQ-9_scores_/29372111,10.1371/journal.pone.0326378.t002,not_item_response,Does NOT look like item-response data — not a candidate for IRW. | cells contain HTML/XML markup (looks like a scraped table),128,13,10,0.9846,Table 2.xls,,0.0
figshare,<p>Multiple linear regression analysis of environmental and noise exposure factors associated with anxiety (Gad-7).</p>,https://plos.figshare.com/articles/dataset/_p_Multiple_linear_regression_analysis_of_environmental_and_noise_exposure_factors_associated_with_anxiety_Gad-7_p_/31822215,10.1371/journal.pone.0344534.t006,not_item_response,"Does NOT look like item-response data — not a candidate for IRW. | cells contain HTML/XML markup (looks like a scraped table) | id values are long text (avg 34 chars), not identifiers",67,23,3,0.971,Table 6.xls,,0.0
figshare,"Table 1_Effects of enhanced recovery after surgery-based nursing on clinical outcomes, psychological well-being, and quality of life in patients undergoing craniotomy for intracranial tumors.docx",https://frontiersin.figshare.com/articles/dataset/Table_1_Effects_of_enhanced_recovery_after_surgery-based_nursing_on_clinical_outcomes_psychological_well-being_and_quality_of_life_in_patients_undergoing_craniotomy_for_intracranial_tumors_docx/32563113,10.3389/fneur.2026.1841041.s001,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Table 1_Psychometric evaluation of a four-item scale derived from the PHQ-9 and GAD-7 among community adults based on multivariate generalizability theory and item response theory.docx,https://frontiersin.figshare.com/articles/dataset/Table_1_Psychometric_evaluation_of_a_four-item_scale_derived_from_the_PHQ-9_and_GAD-7_among_community_adults_based_on_multivariate_generalizability_theory_and_item_response_theory_docx/32497881,10.3389/fpsyg.2026.1827821.s001,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Table 1_Effect of aesthetic nursing interventions on the health-related quality of life of cervical cancer patients after treatment.docx,https://frontiersin.figshare.com/articles/dataset/Table_1_Effect_of_aesthetic_nursing_interventions_on_the_health-related_quality_of_life_of_cervical_cancer_patients_after_treatment_docx/32497794,10.3389/fsurg.2026.1609977.s002,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Supplementary file 1_Psychological resilience and marital adjustment in breast cancer patients: a multi-center study of serial mediation by anxiety and depression.pdf,https://frontiersin.figshare.com/articles/dataset/Supplementary_file_1_Psychological_resilience_and_marital_adjustment_in_breast_cancer_patients_a_multi-center_study_of_serial_mediation_by_anxiety_and_depression_pdf/32496282,10.3389/fpsyg.2026.1789074.s001,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,"Data Sheet 1_Longitudinal trajectories of total, cognitive-affective, and somatic depressive symptoms in relation to hip fracture risk: evidence from the HRS and ELSA cohorts.docx",https://frontiersin.figshare.com/articles/dataset/Data_Sheet_1_Longitudinal_trajectories_of_total_cognitive-affective_and_somatic_depressive_symptoms_in_relation_to_hip_fracture_risk_evidence_from_the_HRS_and_ELSA_cohorts_docx/32403768,10.3389/fpubh.2026.1845879.s001,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Data Sheet 1_Network analysis of lifestyle behaviors and anxiety in children and adolescents: gender and school-stage heterogeneity.pdf,https://frontiersin.figshare.com/articles/dataset/Data_Sheet_1_Network_analysis_of_lifestyle_behaviors_and_anxiety_in_children_and_adolescents_gender_and_school-stage_heterogeneity_pdf/32315820,10.3389/fpsyg.2026.1803654.s001,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Table 1_Psychological depression and its association with oocyte yield and embryo outcomes in infertile women undergoing in vitro fertilization-embryo transfer.docx,https://frontiersin.figshare.com/articles/dataset/Table_1_Psychological_depression_and_its_association_with_oocyte_yield_and_embryo_outcomes_in_infertile_women_undergoing_in_vitro_fertilization-embryo_transfer_docx/32297076,10.3389/fpsyt.2026.1796497.s001,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,"Table 1_Immersive clinical learning using simulation and its impact on academic performance, satisfaction, self-confidence, and anxiety among pediatric nursing students.docx",https://frontiersin.figshare.com/articles/dataset/Table_1_Immersive_clinical_learning_using_simulation_and_its_impact_on_academic_performance_satisfaction_self-confidence_and_anxiety_among_pediatric_nursing_students_docx/32195685,10.3389/fmed.2026.1742360.s001,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,"Supplementary Material for: Which Patients with Anxiety Symptoms Benefit Most from Treatment with Bryophyllum pinnatum? A Secondary Analysis of a Prospective, Single-Arm Study",https://karger.figshare.com/articles/dataset/Supplementary_Material_for_Which_Patients_with_Anxiety_Symptoms_Benefit_Most_from_Treatment_with_Bryophyllum_pinnatum_A_Secondary_Analysis_of_a_Prospective_Single-Arm_Study/32111500,10.6084/m9.figshare.32111500.v1,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
dataverse,"Dataset for ""Is empathy risky? Empathy and freshmen’s problematic social network use: Mediating roles of social anxiety and online interpersonal interaction""",https://doi.org/10.7910/DVN/MMNI8H,10.7910/dvn/mmni8h,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Table 1_The relationship between illness uncertainty and preoperative anxiety in surgical patients: the moderating role of mental health literacy.docx,https://frontiersin.figshare.com/articles/dataset/Table_1_The_relationship_between_illness_uncertainty_and_preoperative_anxiety_in_surgical_patients_the_moderating_role_of_mental_health_literacy_docx/32088507,10.3389/fpsyg.2026.1789888.s001,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,"Data Sheet 1_Acupuncture for irritable bowel syndrome comorbid with anxiety and depression: study protocol for a placebo run-in, randomized clinical trial.docx",https://frontiersin.figshare.com/articles/dataset/Data_Sheet_1_Acupuncture_for_irritable_bowel_syndrome_comorbid_with_anxiety_and_depression_study_protocol_for_a_placebo_run-in_randomized_clinical_trial_docx/32072391,10.3389/fpsyt.2026.1782020.s001,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Supplementary file 1_The temporal stability of core symptoms of social media addiction and their comorbidity with anxiety and depression in adolescents: a longitudinal network analysis.docx,https://frontiersin.figshare.com/articles/dataset/Supplementary_file_1_The_temporal_stability_of_core_symptoms_of_social_media_addiction_and_their_comorbidity_with_anxiety_and_depression_in_adolescents_a_longitudinal_network_analysis_docx/32072244,10.3389/fpsyt.2026.1785472.s001,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Supplementary file 1_Twelve-month outcomes and comparative costs of internet-delivered psychodynamic therapy versus cognitive-behavioral therapy for adolescent depression: a randomized controlled trial.docx,https://frontiersin.figshare.com/articles/dataset/Supplementary_file_1_Twelve-month_outcomes_and_comparative_costs_of_internet-delivered_psychodynamic_therapy_versus_cognitive-behavioral_therapy_for_adolescent_depression_a_randomized_controlled_trial_docx/32055063,10.3389/fpsyt.2026.1794684.s001,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
dataverse,Datasets and materials underlying the Study on The Need Fulfillment Inventory for Older Adults Participating in University of the Third Age Activities: Development and Psychometric Properties,https://doi.org/10.7910/DVN/DWCBOE,10.7910/dvn/dwcboe,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Table 1_Guided mindfulness meditation as a priming strategy for reducing anxiety and facilitating motor skill learning.docx,https://frontiersin.figshare.com/articles/dataset/Table_1_Guided_mindfulness_meditation_as_a_priming_strategy_for_reducing_anxiety_and_facilitating_motor_skill_learning_docx/32031255,10.3389/fpsyg.2026.1697956.s001,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Table 2_Guided mindfulness meditation as a priming strategy for reducing anxiety and facilitating motor skill learning.docx,https://frontiersin.figshare.com/articles/dataset/Table_2_Guided_mindfulness_meditation_as_a_priming_strategy_for_reducing_anxiety_and_facilitating_motor_skill_learning_docx/32031240,10.3389/fpsyg.2026.1697956.s002,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Table 1_Early tinnitus burden and subjective hearing are candidate markers of 2-year quality of life after cochlear implantation in single-sided deafness.docx,https://frontiersin.figshare.com/articles/dataset/Table_1_Early_tinnitus_burden_and_subjective_hearing_are_candidate_markers_of_2-year_quality_of_life_after_cochlear_implantation_in_single-sided_deafness_docx/32017587,10.3389/fnins.2026.1832641.s001,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Table 2_Early tinnitus burden and subjective hearing are candidate markers of 2-year quality of life after cochlear implantation in single-sided deafness.docx,https://frontiersin.figshare.com/articles/dataset/Table_2_Early_tinnitus_burden_and_subjective_hearing_are_candidate_markers_of_2-year_quality_of_life_after_cochlear_implantation_in_single-sided_deafness_docx/32017572,10.3389/fnins.2026.1832641.s002,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Supplementary file 1_Exploring which symptom should be targeted first in the comorbidity of anxiety and depression among adolescents with nomophobia: insight from a simulation network analysis.docx,https://frontiersin.figshare.com/articles/dataset/Supplementary_file_1_Exploring_which_symptom_should_be_targeted_first_in_the_comorbidity_of_anxiety_and_depression_among_adolescents_with_nomophobia_insight_from_a_simulation_network_analysis_docx/31999467,10.3389/fpsyt.2026.1772083.s001,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Table 1_Identifying neuroimaging biomarkers for anxiety in emerging adults using machine learning and functional near-infrared spectroscopy during resting-state.docx,https://frontiersin.figshare.com/articles/dataset/Table_1_Identifying_neuroimaging_biomarkers_for_anxiety_in_emerging_adults_using_machine_learning_and_functional_near-infrared_spectroscopy_during_resting-state_docx/31979283,10.3389/fpsyt.2026.1722529.s001,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Data Sheet 1_How blindness shapes personality: a neuro-ecological account.pdf,https://frontiersin.figshare.com/articles/dataset/Data_Sheet_1_How_blindness_shapes_personality_a_neuro-ecological_account_pdf/31979004,10.3389/fnins.2026.1759728.s001,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,"Supplementary Material for: Anxiety, Depression and Quality of Life in Neuroendocrine Neoplasm Patients: Insights from Regression and Network Analysis",https://karger.figshare.com/articles/dataset/Supplementary_Material_for_Anxiety_Depression_and_Quality_of_Life_in_Neuroendocrine_Neoplasm_Patients_Insights_from_Regression_and_Network_Analysis/31958406,10.6084/m9.figshare.31958406.v1,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Table 1_From the body to the mind: interoception and sense of agency as mechanisms of depression reduction in the Body–Mind Axial Awareness (BMAA).docx,https://frontiersin.figshare.com/articles/dataset/Table_1_From_the_body_to_the_mind_interoception_and_sense_of_agency_as_mechanisms_of_depression_reduction_in_the_Body_Mind_Axial_Awareness_BMAA_docx/31947885,10.3389/fpsyg.2026.1755698.s001,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
dataverse,Policy Brief: Neuroinflammation Biomarkers in Depression and Mental Disorders: Global Data 2020-2024,https://doi.org/10.7910/DVN/175BXK,10.7910/dvn/175bxk,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
dataverse,Policy Brief: Mindfulness-Based Interventions: Efficacy in Reducing Anxiety and Improving Cognitive Performance in Latin America - Statistical Database,https://doi.org/10.7910/DVN/OK3MGQ,10.7910/dvn/ok3mgq,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
dataverse,Policy Brief: Neuroinflammation Biomarkers in Depression and Mental Disorders: Global Data 2020-2024,https://doi.org/10.7910/DVN/HQZS5C,10.7910/dvn/hqzs5c,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
