source,doi,title,url,license,flag,reasons,data_availability,external_link,data_file,n_responses,n_participants,n_items,density,n_other_files,refined_flag,refined_reason
plos,10.1371/journal.pone.0273331,Cognitive fusion and personality traits in the context of mindfulness: A cross-sectional study,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0273331,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale* | SI caption: https://doi.org/10.1371/journal.pone.0273331.s002",All relevant data are within the manuscript and its  Supporting Information  files.,,journal.pone.0273331_S1_Dataset.sav,68277.0,2.0,73.0,467.6507,0.0,not_item_response,"n_participants=2 but n_responses=68277 — 'participants' are almost certainly rows in a summary table, not real respondents (ratio=468×)"
plos,10.1371/journal.pone.0171665,Associations between empathy and big five personality traits among Chinese undergraduate medical students,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0171665,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale* | SI caption: The S1 Dataset includes the data concerning the study variab",All relevant data are within the paper and its Supporting Information files.,,journal.pone.0171665_S1_Dataset.sav,40810.0,2.0,77.0,265.0,0.0,not_item_response,"n_participants=2 but n_responses=40810 — 'participants' are almost certainly rows in a summary table, not real respondents (ratio=265×)"
plos,10.1371/journal.pone.0194417,The utility of the Diabetes Anxiety Depression Scale in Type 2 diabetes mellitus: The Fremantle Diabetes Study Phase II,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0194417,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values* | SI caption: Minimal anonymized baseline data set necessary to replicate ",All relevant data are within the paper and its Supporting Information files.,,journal.pone.0194417_S1_File.xlsx,13291.0,2.0,9.0,738.3889,0.0,not_item_response,"n_participants=2 but n_responses=13291 — 'participants' are almost certainly rows in a summary table, not real respondents (ratio=738×)"
plos,10.1371/journal.pone.0300923,"The “bubbles”-study: Validation of ultra-short scales for the assessment of depression, anxiety and stress symptoms",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0300923,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values* | SI caption: Dataset used for analyses in present study (Study 1).   http",All relevant data are within the manuscript and its  Supporting Information  files.,,journal.pone.0300923_S1_Dataset.xlsx,12012.0,2.0,12.0,500.5,1.0,not_item_response,"n_participants=2 but n_responses=12012 — 'participants' are almost certainly rows in a summary table, not real respondents (ratio=500×)"
plos,10.1371/journal.pone.0349514,Factors influencing the participation of people with disabilities in digital skills training in Poland,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0349514,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: id_na, resp_ordinal*, resp_direction*, imputed_values* | SI caption: Anonymized dataset underlying the findings.   https://doi.or",The minimum dataset in the form of an Excel file has been attached to the paper.,,journal.pone.0349514_S1_Dataset.xlsx,22842.0,2.0,51.0,223.9412,0.0,not_item_response,"n_participants=2 but n_responses=22842 — 'participants' are almost certainly rows in a summary table, not real respondents (ratio=224×)"
plos,10.1371/journal.pone.0243283,"The relationship between paternal education, self-esteem, resilience, future orientation, and career aspirations",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0243283,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_direction*, imputed_values*, multi_scale* | SI caption: https://doi.org/10.1371/journal.pone.0243283.s002",All relevant data are within the manuscript and its  Supporting Information  files.,,journal.pone.0243283_S1_Dataset.xlsx,23585.0,2.0,53.0,222.5,0.0,not_item_response,"n_participants=2 but n_responses=23585 — 'participants' are almost certainly rows in a summary table, not real respondents (ratio=222×)"
plos,10.1371/journal.pone.0258588,Items analysis of the Frailty Index (FI-35): Insight in the contribution of each item to the level of frailty,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0258588,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values* | SI caption: https://doi.org/10.1371/journal.pone.0258588.s001",All relevant data are within the manuscript and its  Supporting Information  files.,,journal.pone.0258588_S1_Data.sav,7098.0,2.0,14.0,253.5,0.0,not_item_response,"n_responses/n_participants/n_items ratio=254× — strongly suggests a long aggregate table, not individual responses"
plos,10.1371/journal.pone.0122969,Assessing Depression Related Severity and Functional Impairment: The Overall Depression Severity and Impairment Scale (ODSIS),https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0122969,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values* | SI caption: https://doi.org/10.1371/journal.pone.0122969.s001",All relevant data are within the paper and its Supporting Information files.,,journal.pone.0122969_S1_Dataset.xlsx,84514.0,2.0,30.0,1408.5667,0.0,not_item_response,"n_participants=2 but n_responses=84514 — 'participants' are almost certainly rows in a summary table, not real respondents (ratio=1409×)"
plos,10.1371/journal.pone.0213883,Time course of the physiological stress response to an acute stressor and its associations with the primacy and recency effect of the serial position curve,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0213883,cc-by,human_assistance,Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['age;sex;bmi;immersiontime_sec;a1;a2;a3;a4;a5;a6;a7;a8;a9;a10;a11;a12;a13;a14;a15;b1;b2;b3;b4;b5;b6;b7;b8;b9;b10;b11;b12;b13;b14;b15;c1;c2;c3;c4;c5;c6;c7;c8;c9;c10;c11;c12;c13;c14;c15;pe_1_3_a;pe_1_3_b;pe_1_3_c;center_7_9_a;center_7_9_b;center_7_9_c;re_,All relevant data are within the manuscript and its Supporting Information files.,,journal.pone.0213883_S1_File.csv,,,,,1.0,recoverable_format,"File is semicolon-delimited but was read with comma delimiter. Header tokens include ['age', 'sex', 'bmi', 'immersiontime_sec', 'a1', 'a2']... — re-read with sep=';' and re-run triage. Contains ~45 apparent item columns."
plos,10.1371/journal.pone.0152892,Measuring Psychological Capital: Construction and Validation of the Compound PsyCap Scale (CPC-12),https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0152892,cc-by,human_assistance,Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['hope1;hope2;hope3;hope4;hope5;hope6;optimism1.1;optimism1.2;optimism1.3;optimism1.4;optimism1.5;optimism2.1;optimism2.2;optimism2.3;optimism2.4;optimism2.5;optimism2.6;optimism2.7;optimism2.8;optimism2.9;optimism2.10;resilience1;resilience2;resilience3,All relevant data are within the paper and its Supporting Information files.,,journal.pone.0152892_S1_Dataset.csv,,,,,1.0,recoverable_format,"File is semicolon-delimited but was read with comma delimiter. Header tokens include ['hope1', 'hope2', 'hope3', 'hope4', 'hope5', 'hope6']... — re-read with sep=';' and re-run triage. Contains ~6 apparent item columns."
plos,10.1371/journal.pone.0196214,Development and validation of a dementia screening tool for primary care in Taiwan: Brain Health Test,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0196214,cc-by,human_assistance,"resp has >50 unique values after wide-to-long melt — likely continuous/aggregate data, not ordinal item responses. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale* | SI caption: The raw data used in this study.   https://doi.org/10.1371/j",All relevant data are within the paper and its Supporting Information files.,,journal.pone.0196214_S1_Data.xlsx,23527.0,813.0,29.0,0.9979,0.0,aggregate_continuous,"Response has >50 unique values after wide-to-long melt — likely continuous measurement (VAS, RT, scale scores), not ordinal item responses. Confirm resp range before including."
plos,10.1371/journal.pone.0209121,"Grit is associated with lower level of depression and anxiety among university students in Chiang Mai, Thailand: A cross-sectional study",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0209121,cc-by,human_assistance,"resp has >50 unique values after wide-to-long melt — likely continuous/aggregate data, not ordinal item responses. | QC warnings to review: resp_ordinal*, resp_direction* | SI caption: Dataset of the study.   https://doi.org/10.1371/journal.pone",The data will be provided as Supporting Information files.,,journal.pone.0209121_S1_Dataset.sav,2400.0,800.0,3.0,1.0,0.0,aggregate_continuous,"Response has >50 unique values after wide-to-long melt — likely continuous measurement (VAS, RT, scale scores), not ordinal item responses. Confirm resp range before including."
plos,10.1371/journal.pone.0224799,The household economic costs associated with depression symptoms: A cross-sectional household study conducted in the North West province of South Africa,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0224799,cc-by,human_assistance,"resp has >50 unique values after wide-to-long melt — likely continuous/aggregate data, not ordinal item responses. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale* | SI caption: Dataset.   https://doi.org/10.1371/journal.pone.0224799.s002",All relevant data are within the manuscript and its Supporting Information files.,,journal.pone.0224799_S2_File.xls,24426.0,534.0,46.0,0.9944,0.0,aggregate_continuous,"Response has >50 unique values after wide-to-long melt — likely continuous measurement (VAS, RT, scale scores), not ordinal item responses. Confirm resp range before including."
plos,10.1371/journal.pone.0158570,Comorbid Depression and Heart Failure: A Community Cohort Study,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0158570,cc-by,human_assistance,"resp has >50 unique values after wide-to-long melt — likely continuous/aggregate data, not ordinal item responses. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values* | SI caption: Dataset.   https://doi.org/10.1371/journal.pone.0158570.s002",The de-identified dataset can be found in the Supporting Information files.,,journal.pone.0158570_S2_File.xlsx,6375.0,425.0,15.0,1.0,0.0,aggregate_continuous,"Response has >50 unique values after wide-to-long melt — likely continuous measurement (VAS, RT, scale scores), not ordinal item responses. Confirm resp range before including."
plos,10.1371/journal.pone.0217412,New insights into the prevalence of depressive symptoms and depression in rheumatoid arthritis – Implications from the prospective multicenter VADERA II study,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0217412,cc-by,human_assistance,"resp has >50 unique values after wide-to-long melt — likely continuous/aggregate data, not ordinal item responses. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale* | SI caption: VADERA II—Raw data.   https://doi.org/10.1371/journal.pone.0",All relevant data are within the manuscript and its supporting information files.,,journal.pone.0217412_S1_Table.xlsx,66388.0,1005.0,67.0,0.9859,0.0,aggregate_continuous,"Response has >50 unique values after wide-to-long melt — likely continuous measurement (VAS, RT, scale scores), not ordinal item responses. Confirm resp range before including."
plos,10.1371/journal.pone.0208708,Acute post stroke depression at a Primary Stroke Center in the Middle East,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0208708,cc0,human_assistance,"resp has >50 unique values after wide-to-long melt — likely continuous/aggregate data, not ordinal item responses. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values* | SI caption: Data acute post stroke depression middle east.   https://doi",All relevant data are within the paper and its Supporting Information files.,,journal.pone.0208708_S1_Dataset.xls,17826.0,291.0,62.0,0.988,0.0,aggregate_continuous,"Response has >50 unique values after wide-to-long melt — likely continuous measurement (VAS, RT, scale scores), not ordinal item responses. Confirm resp range before including."
plos,10.1371/journal.pone.0238240,Agents of change: Comparing HIV-related risk behavior of people attending ART clinics in Dar es Salaam with members of their social networks,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0238240,cc-by,human_assistance,"QC failed on: dup_id_item | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale* | SI caption: https://doi.org/10.1371/journal.pone.0238240.s003",All relevant data are within the paper and its Supporting Information files.,,journal.pone.0238240_S1_File.sas7bdat,119699.0,1059.0,114.0,0.9915,0.0,aggregate_continuous,dup_id_item with ratio=1.0× and n_participants=1059 — possible longitudinal data but the high repeat rate and resp_ordinal* warning suggest responses may be continuous. Quick data check needed.
plos,10.1371/journal.pone.0263013,"Comparing two identically protocolized, multicentre, randomized controlled trials on caregiver-mediated exercises poststroke: Any differences across countries?",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0263013,cc-by,human_assistance,"resp has >50 unique values after wide-to-long melt — likely continuous/aggregate data, not ordinal item responses. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values* | SI caption: https://doi.org/10.1371/journal.pone.0263013.s001",All relevant data are within the paper and its  Supporting information  files.,,journal.pone.0263013_S1_Dataset.sav,3564.0,129.0,30.0,0.9209,0.0,aggregate_continuous,"Response has >50 unique values after wide-to-long melt — likely continuous measurement (VAS, RT, scale scores), not ordinal item responses. Confirm resp range before including."
plos,10.1371/journal.pone.0233338,Validation of the Spanish version of the questionnaire on Patient Empowerment in Long-Term Conditions,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0233338,cc-by,human_assistance,"resp has >50 unique values after wide-to-long melt — likely continuous/aggregate data, not ordinal item responses. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale* | SI caption: Anonymized baseline.   https://doi.org/10.1371/journal.pone.",All relevant data are within the manuscript and its Supporting Information files.,,journal.pone.0233338_S2_Appendix.xlsx,25579.0,125.0,224.0,0.9135,0.0,aggregate_continuous,"Response has >50 unique values after wide-to-long melt — likely continuous measurement (VAS, RT, scale scores), not ordinal item responses. Confirm resp range before including."
plos,10.1371/journal.pone.0174219,"Is there a relation between novelty seeking, striatal dopamine release and frontal cortical thickness?",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0174219,cc-by,human_assistance,"resp has >50 unique values after wide-to-long melt — likely continuous/aggregate data, not ordinal item responses. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale* | SI caption: Excel table containing the dataset used in the analyses outl",All relevant data are within the paper and its Supporting Information files.,,journal.pone.0174219_S1_Table.xlsx,1319.0,52.0,26.0,0.9756,0.0,aggregate_continuous,"Response has >50 unique values after wide-to-long melt — likely continuous measurement (VAS, RT, scale scores), not ordinal item responses. Confirm resp range before including."
plos,10.1371/journal.pone.0159120,Stimulus Novelty Energizes Actions in the Absence of Explicit Reward,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0159120,cc-by,human_assistance,"resp has >50 unique values after wide-to-long melt — likely continuous/aggregate data, not ordinal item responses. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values* | SI caption: Data Matrix.    Dataset the analysis was based on. 
  https:",All relevant data are within the paper and its Supporting Information files.,,journal.pone.0159120_S1_Data.xlsx,1740.0,60.0,29.0,1.0,0.0,aggregate_continuous,"Response has >50 unique values after wide-to-long melt — likely continuous measurement (VAS, RT, scale scores), not ordinal item responses. Confirm resp range before including."
plos,10.1371/journal.pone.0299973,Validation of the shortened version of the Canine Behavioral Assessment and Research Questionnaire (C-BARQ) using participants from the Dog Aging Project,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0299973,cc-by,human_assistance,"resp has >50 unique values after wide-to-long melt — likely continuous/aggregate data, not ordinal item responses. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale* | SI caption: https://doi.org/10.1371/journal.pone.0299973.s001",All DAP data is anonymized and made available through our open data access portal which can be found here:  https://dogagingproject.org/open_data_access/ . We have also included all matched C-BARQ responses for both the short and long versions of the survey with the supplemental materials.,,journal.pone.0299973_S1_Table.csv,49503.0,435.0,117.0,0.9726,0.0,aggregate_continuous,"Response has >50 unique values after wide-to-long melt — likely continuous measurement (VAS, RT, scale scores), not ordinal item responses. Confirm resp range before including."
plos,10.1371/journal.pone.0197354,Companion and free-ranging Bali dogs: Environmental links with personality traits in an endemic dog population of South East Asia,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0197354,cc-by,human_assistance,"resp has >50 unique values after wide-to-long melt — likely continuous/aggregate data, not ordinal item responses. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale* | SI caption: Data set in xls format.   https://doi.org/10.1371/journal.po",All data underlying the study are within the paper and its Supporting Information files.,,journal.pone.0197354_S1_File.xlsx,8925.0,75.0,119.0,1.0,0.0,aggregate_continuous,"Response has >50 unique values after wide-to-long melt — likely continuous measurement (VAS, RT, scale scores), not ordinal item responses. Confirm resp range before including."
plos,10.1371/journal.pone.0145520,"The Relationship between Neuroticism, Hopelessness, and Depression in Older Korean Immigrants",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0145520,cc-by,human_assistance,"resp has >50 unique values after wide-to-long melt — likely continuous/aggregate data, not ordinal item responses. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale* | SI caption: Data File.   https://doi.org/10.1371/journal.pone.0145520.s0",All relevant data are within the paper and its Supporting Information file.,,journal.pone.0145520_S1_Data.xlsx,3520.0,10.0,352.0,1.0,0.0,aggregate_continuous,Response has >50 unique values and very few apparent participants — likely a summary / aggregate file with continuous measures
plos,10.1371/journal.pone.0142620,Measuring and Validating a General Cancer Predisposition Perception Scale: An Adaptation of the Revised-IPQ-Genetic Predisposition Scale,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0142620,cc-by,human_assistance,"resp has >50 unique values after wide-to-long melt — likely continuous/aggregate data, not ordinal item responses. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale* | SI caption: S1 Dataset for Stage I.   https://doi.org/10.1371/journal.po",All relevant data are within the paper and its Supporting Information files.,,journal.pone.0142620_S1_Dataset.csv,24648.0,290.0,85.0,0.9999,1.0,aggregate_continuous,"Response has >50 unique values after wide-to-long melt — likely continuous measurement (VAS, RT, scale scores), not ordinal item responses. Confirm resp range before including."
plos,10.1371/journal.pone.0253652,Development of a social contact self-efficacy scale for ‘third agers’ in Japan,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0253652,cc-by,human_assistance,"resp has >50 unique values after wide-to-long melt — likely continuous/aggregate data, not ordinal item responses. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values* | SI caption: Anonymized minimal data set.   https://doi.org/10.1371/journ",All relevant data are within the manuscript and its  Supporting Information  files.,,journal.pone.0253652_S1_Dataset.csv,56869.0,790.0,72.0,0.9998,0.0,aggregate_continuous,"Response has >50 unique values after wide-to-long melt — likely continuous measurement (VAS, RT, scale scores), not ordinal item responses. Confirm resp range before including."
plos,10.1371/journal.pone.0292426,Reliability and validity of the Japanese short-form arthritis self-efficacy scale in patients with knee osteoarthritis: A cross-sectional study,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0292426,cc-by,human_assistance,"resp has >50 unique values after wide-to-long melt — likely continuous/aggregate data, not ordinal item responses. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values* | SI caption: https://doi.org/10.1371/journal.pone.0292426.s001",All relevant data are within the  Supporting Information  file.,,journal.pone.0292426_S1_Dataset.xlsx,4271.0,179.0,25.0,0.9544,0.0,aggregate_continuous,"Response has >50 unique values after wide-to-long melt — likely continuous measurement (VAS, RT, scale scores), not ordinal item responses. Confirm resp range before including."
plos,10.1371/journal.pone.0195934,Obesity and unhealthy lifestyle associated with poor executive function among Malaysian adolescents,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0195934,cc-by,human_assistance,"resp has >50 unique values after wide-to-long melt — likely continuous/aggregate data, not ordinal item responses. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values* | SI caption: Dataset.    Data used for the analyses presented in this pap",All relevant data are within the paper and its Supporting Information file.,,journal.pone.0195934_S1_File.xlsx,13689.0,513.0,27.0,0.9883,0.0,aggregate_continuous,"Response has >50 unique values after wide-to-long melt — likely continuous measurement (VAS, RT, scale scores), not ordinal item responses. Confirm resp range before including."
plos,10.1371/journal.pone.0145161,Interactive Cognitive-Motor Step Training Improves Cognitive Risk Factors of Falling in Older Adults – A Randomized Controlled Trial,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0145161,cc-by,human_assistance,"resp has >50 unique values after wide-to-long melt — likely continuous/aggregate data, not ordinal item responses. | QC warnings to review: resp_ordinal*, resp_direction* | SI caption: Data_Sample characteristics.   https://doi.org/10.1371/journ",All relevant data are within the paper and its Supporting Information files.,,journal.pone.0145161_S4_File.sav,616.0,90.0,7.0,0.9778,1.0,aggregate_continuous,"Response has >50 unique values after wide-to-long melt — likely continuous measurement (VAS, RT, scale scores), not ordinal item responses. Confirm resp range before including."
plos,10.1371/journal.pone.0350109,From defense to reconstruction: The hostility-meaning dual-path model of how observing others’ adversity influences distress disclosure,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0350109,cc-by,human_assistance,"resp has >50 unique values after wide-to-long melt — likely continuous/aggregate data, not ordinal item responses. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale* | SI caption: Data for Study1.   https://doi.org/10.1371/journal.pone.0350",All relevant data are within the paper and its  Supporting information  files.,,journal.pone.0350109_S1_Dataset.xlsx,25942.0,218.0,119.0,1.0,1.0,aggregate_continuous,"Response has >50 unique values after wide-to-long melt — likely continuous measurement (VAS, RT, scale scores), not ordinal item responses. Confirm resp range before including."
plos,10.1371/journal.pone.0217844,Self-esteem modulates the ERP processing of emotional intensity in happy and angry faces,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0217844,cc-by,human_assistance,"resp has >50 unique values after wide-to-long melt — likely continuous/aggregate data, not ordinal item responses. | QC warnings to review: resp_ordinal*, resp_direction*, multi_scale* | SI caption: Behavioral data.   https://doi.org/10.1371/journal.pone.0217",All relevant data are within the manuscript and its Supporting Information files.,,journal.pone.0217844_S1_Appendix.xlsx,1404.0,54.0,26.0,1.0,3.0,aggregate_continuous,"Response has >50 unique values after wide-to-long melt — likely continuous measurement (VAS, RT, scale scores), not ordinal item responses. Confirm resp range before including."
plos,10.1371/journal.pone.0241483,The governmental ranking of class and the academic performance of Indian adolescents,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0241483,cc-by,human_assistance,"resp has >50 unique values after wide-to-long melt — likely continuous/aggregate data, not ordinal item responses. | QC warnings to review: resp_ordinal*, resp_direction* | SI caption: https://doi.org/10.1371/journal.pone.0241483.s001",All relevant data are in the paper and its Supporting Information file.,,journal.pone.0241483_S1_Data.sav,4290.0,858.0,5.0,1.0,0.0,aggregate_continuous,"Response has >50 unique values after wide-to-long melt — likely continuous measurement (VAS, RT, scale scores), not ordinal item responses. Confirm resp range before including."
plos,10.1371/journal.pone.0199957,Self-esteem consistency predicts the course of therapy in depressed patients,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0199957,cc-by,human_assistance,"resp has >50 unique values after wide-to-long melt — likely continuous/aggregate data, not ordinal item responses. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values* | SI caption: Dataset.   https://doi.org/10.1371/journal.pone.0199957.s001",All relevant data are within the paper and its Supporting Information files.,,journal.pone.0199957_S1_Data.xlsx,558.0,31.0,18.0,1.0,0.0,aggregate_continuous,Response has >50 unique values and very few apparent participants — likely a summary / aggregate file with continuous measures
plos,10.1371/journal.pone.0352794,Psychometric properties and standardization of the shortened latvian personality inventory (LPI-v3s) in athlete sample: Implications for evidence-based assessment,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0352794,cc-by,human_assistance,"resp has >50 unique values after wide-to-long melt — likely continuous/aggregate data, not ordinal item responses. | QC warnings to review: id_na, resp_ordinal*, resp_direction* | SI caption: Continuous Norm Tables.   https://doi.org/10.1371/journal.po","The used datasets can be accessed at Riga Stradiņš University Dataverse repository: Volgemute K, Ulme G, Perepjolkina V, Līcis R, Abele A, Laviņš R. Latvian Personality Inventory (LPI-v3) in an athlete population. Riga Stradiņš University Dataverse. 2025 Aug 1.  https://doi.org/10.48510/FK2/AMV9WA .",https://doi.org/10.48510/FK2/AMV9WA,journal.pone.0352794_S3_Appendix.xlsx,4290.0,40.0,108.0,0.9931,0.0,aggregate_continuous,Response has >50 unique values and very few apparent participants — likely a summary / aggregate file with continuous measures
plos,10.1371/journal.pone.0209154,"Extraversion personality, perceived health and activity participation among community-dwelling aging adults in Hong Kong",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0209154,cc-by,human_assistance,"resp has >50 unique values after wide-to-long melt — likely continuous/aggregate data, not ordinal item responses. | QC warnings to review: resp_ordinal*, resp_direction* | SI caption: https://doi.org/10.1371/journal.pone.0209154.s001",All relevant data are within the manuscript and its Supporting Information files.,,journal.pone.0209154_S1_File.sav,608.0,304.0,2.0,1.0,0.0,aggregate_continuous,"Response has >50 unique values after wide-to-long melt — likely continuous measurement (VAS, RT, scale scores), not ordinal item responses. Confirm resp range before including."
plos,10.1371/journal.pone.0209312,Do different curriculum aligned selection procedures admit students with different personality profiles to medical school?,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0209312,cc-by,human_assistance,"resp has >50 unique values after wide-to-long melt — likely continuous/aggregate data, not ordinal item responses. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values* | SI caption: Study data.   https://doi.org/10.1371/journal.pone.0209312.s",All relevant data are within the paper and its Supporting Information file.,,journal.pone.0209312_S1_File.xlsx,43303.0,621.0,70.0,0.9962,0.0,aggregate_continuous,"Response has >50 unique values after wide-to-long melt — likely continuous measurement (VAS, RT, scale scores), not ordinal item responses. Confirm resp range before including."
plos,10.1371/journal.pone.0226622,Association between religiosity and depression varies with age and sex among adults in South America: Evidence from the CESCAS I study,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0226622,cc-by,human_assistance,"QC failed on: dup_id_item | QC warnings to review: resp_direction*, imputed_values* | SI caption: Minidataset.    Database and Codebook. 
  https://doi.org/10",All relevant data are within the paper and its Supporting Information files.,,journal.pone.0226622_S1_Table.xlsx,149492.0,7522.0,20.0,0.9937,0.0,aggregate_continuous,dup_id_item with ratio=1.0× and n_participants=7522 — possible longitudinal data but the high repeat rate and resp_ordinal* warning suggest responses may be continuous. Quick data check needed.
plos,10.1371/journal.pone.0282264,"Mental health, risk perception, and coping strategies among healthcare workers in Egypt during the COVID-19 pandemic",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0282264,cc-by,human_assistance,"resp has >50 unique values after wide-to-long melt — likely continuous/aggregate data, not ordinal item responses. | QC warnings to review: resp_ordinal*, resp_direction* | SI caption: https://doi.org/10.1371/journal.pone.0282264.s002",All relevant data are within the manuscript and its  Supporting Information  files.,,journal.pone.0282264_S1_Data.xlsx,806.0,403.0,2.0,1.0,0.0,aggregate_continuous,"Response has >50 unique values after wide-to-long melt — likely continuous measurement (VAS, RT, scale scores), not ordinal item responses. Confirm resp range before including."
plos,10.1371/journal.pone.0276148,Impact of acute open-skill exercise on inhibitory control and brain activation: A functional near-infrared spectroscopy study,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0276148,cc-by,human_assistance,"resp has >50 unique values after wide-to-long melt — likely continuous/aggregate data, not ordinal item responses. | QC warnings to review: resp_ordinal*, resp_direction* | SI caption: https://doi.org/10.1371/journal.pone.0276148.s001",All relevant data are within the paper and its  Supporting information  files.,,journal.pone.0276148_S1_Data.xlsx,168.0,24.0,7.0,1.0,0.0,aggregate_continuous,Response has >50 unique values and very few apparent participants — likely a summary / aggregate file with continuous measures
plos,10.1371/journal.pone.0194918,"The relationship between functional status, physical fitness and cognitive performance in physically active older adults: A pilot study",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0194918,cc-by,human_assistance,"resp has >50 unique values after wide-to-long melt — likely continuous/aggregate data, not ordinal item responses. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale* | SI caption: Data spreadsheet.    Complete Raw Data Spreadsheet for Relat",All relevant data are within the paper and its Supporting Information file.,,journal.pone.0194918_S2_File.xlsx,5390.0,70.0,77.0,1.0,0.0,aggregate_continuous,"Response has >50 unique values after wide-to-long melt — likely continuous measurement (VAS, RT, scale scores), not ordinal item responses. Confirm resp range before including."
