_key,source,title,url,doi,license,flag,reasons,n_responses,n_participants,n_items,density,data_file,n_other_files
,figshare,A Nose-to-Brain Circuit Underlies Anxiety Regulation by Nasal Afferent Frequency in Mice,https://figshare.com/articles/dataset/A_Nose-to-Brain_Circuit_Underlies_Anxiety_Regulation_by_Nasal_Afferent_Frequency_in_Mice/33136013,10.6084/m9.figshare.33136013.v1,cc-by,not_item_response,Does NOT look like item-response data — not a candidate for IRW. | 100% of responses are unique (real items reuse a small scale; this looks like a results table) | 89% of resp values are non-integer — ordinal item responses are almost always integer-valued,28,14,2,1.0,Source_Data.xlsx,0.0
,figshare,"<p>Pairwise comparison for time for PPTI, FS, and SWLS.</p>",https://plos.figshare.com/articles/dataset/_p_Pairwise_comparison_for_time_for_PPTI_FS_and_SWLS_p_/33105673,10.1371/journal.pone.0354083.t006,cc-by,not_item_response,"Does NOT look like item-response data — not a candidate for IRW. | cells contain HTML/XML markup (looks like a scraped table) | item names are statistical terms (e.g. ['<b>df</b>', '<b>df</b>.1', '<b>df</b>.2'])",18,3,6,1.0,Table 6.xls,0.0
,figshare,"<p>Pairwise comparison for time for FQ, BAI, PAS, and GAD-7.</p>",https://plos.figshare.com/articles/dataset/_p_Pairwise_comparison_for_time_for_FQ_BAI_PAS_and_GAD-7_p_/33105667,10.1371/journal.pone.0354083.t004,cc-by,not_item_response,Does NOT look like item-response data — not a candidate for IRW. | cells contain HTML/XML markup (looks like a scraped table) | only 3 distinct ids (too few to be respondents) | 73% of resp values are non-integer — ordinal item responses are almost always integer-valued,48,3,16,1.0,Table 4.xls,0.0
,figshare,<p>Results of an exploratory factor analysis of the German BCSQ-12.</p>,https://plos.figshare.com/articles/dataset/_p_Results_of_an_exploratory_factor_analysis_of_the_German_BCSQ-12_p_/32913214,10.1371/journal.pone.0352860.t006,cc-by,not_item_response,Does NOT look like item-response data — not a candidate for IRW. | cells contain HTML/XML markup (looks like a scraped table) | 97% of responses are unique (real items reuse a small scale; this looks like a results table) | 92% of resp values are non-integer — ordinal item responses are almost always integer-valued,36,12,3,1.0,Table 6.xls,0.0
,figshare,<p>Assessment of Measurement Invariance Based on School Type.</p>,https://plos.figshare.com/articles/dataset/_p_Assessment_of_Measurement_Invariance_Based_on_School_Type_p_/32317620,10.1371/journal.pone.0349605.t008,cc-by,not_item_response,Does NOT look like item-response data — not a candidate for IRW. | cells contain HTML/XML markup (looks like a scraped table) | only 7 distinct ids (too few to be respondents) | 100% of resp values are non-integer — ordinal item responses are almost always integer-valued,14,7,2,1.0,Table 8.xls,0.0
,figshare,<p>Assessment of Measurement Invariance Based on Gender.</p>,https://plos.figshare.com/articles/dataset/_p_Assessment_of_Measurement_Invariance_Based_on_Gender_p_/32317617,10.1371/journal.pone.0349605.t007,cc-by,not_item_response,Does NOT look like item-response data — not a candidate for IRW. | cells contain HTML/XML markup (looks like a scraped table) | only 7 distinct ids (too few to be respondents) | 64% of resp values are non-integer — ordinal item responses are almost always integer-valued,14,7,2,1.0,Table 7.xls,0.0
,figshare,<p>Confirmatory factor analysis results.</p>,https://plos.figshare.com/articles/dataset/_p_Confirmatory_factor_analysis_results_p_/32718670,10.1371/journal.pone.0351968.t001,cc-by,not_item_response,Does NOT look like item-response data — not a candidate for IRW. | cells contain HTML/XML markup (looks like a scraped table) | only 1 distinct ids (too few to be respondents) | 100% of responses are unique (real items reuse a small scale; this looks like a results table) | 83% of resp values are non-integer — ordinal item responses are almost always integer-valued,6,1,6,1.0,Table 1.xls,0.0
,figshare,<p>Descriptive statistics of perceived stress (PSS-10) by levels (N = 212).</p>,https://plos.figshare.com/articles/dataset/_p_Descriptive_statistics_of_perceived_stress_PSS-10_by_levels_N_212_p_/32344434,10.1371/journal.pone.0349770.t003,cc-by,not_item_response,Does NOT look like item-response data — not a candidate for IRW. | cells contain HTML/XML markup (looks like a scraped table) | only 3 distinct ids (too few to be respondents) | 83% of responses are unique (real items reuse a small scale; this looks like a results table),6,3,2,1.0,Table 3.xls,0.0
,figshare,"<p>Reliability, means, standard deviation and correlations between PFW, well-being and work outcomes measures.</p>",https://plos.figshare.com/articles/dataset/_p_Reliability_means_standard_deviation_and_correlations_between_PFW_well-being_and_work_outcomes_measures_p_/33247638,10.1371/journal.pone.0355712.t004,cc-by,not_item_response,Does NOT look like item-response data — not a candidate for IRW. | cells contain HTML/XML markup (looks like a scraped table) | 67% of responses are unique (real items reuse a small scale; this looks like a results table) | 67% of resp values are non-integer — ordinal item responses are almost always integer-valued,54,18,3,1.0,Table 4.xls,0.0
,figshare,<p>Italian translation of the PFW-9 and the item-level statistics.</p>,https://plos.figshare.com/articles/dataset/_p_Italian_translation_of_the_PFW-9_and_the_item-level_statistics_p_/33247635,10.1371/journal.pone.0355712.t003,cc-by,not_item_response,Does NOT look like item-response data — not a candidate for IRW. | cells contain HTML/XML markup (looks like a scraped table) | only 9 distinct ids (too few to be respondents) | 96% of responses are unique (real items reuse a small scale; this looks like a results table) | 100% of resp values are non-integer — ordinal item responses are almost always integer-valued,27,9,3,1.0,Table 3.xls,0.0
,figshare,<p>Italian translation of the PFW-29 and the item-level statistics.</p>,https://plos.figshare.com/articles/dataset/_p_Italian_translation_of_the_PFW-29_and_the_item-level_statistics_p_/33247632,10.1371/journal.pone.0355712.t002,cc-by,not_item_response,Does NOT look like item-response data — not a candidate for IRW. | cells contain HTML/XML markup (looks like a scraped table) | 74% of responses are unique (real items reuse a small scale; this looks like a results table) | 100% of resp values are non-integer — ordinal item responses are almost always integer-valued,116,29,4,1.0,Table 2.xls,0.0
,figshare,<p>Measurement invariance of the (PDWS) across education level (High school or less vs Bachelor vs Postgraduate).</p>,https://plos.figshare.com/articles/dataset/_p_Measurement_invariance_of_the_PDWS_across_education_level_High_school_or_less_vs_Bachelor_vs_Postgraduate_p_/33124214,10.1371/journal.pone.0354474.t011,cc-by,not_item_response,"Does NOT look like item-response data — not a candidate for IRW. | cells contain HTML/XML markup (looks like a scraped table) | id values are long text (avg 29 chars), not identifiers | only 4 distinct ids (too few to be respondents) | 100% of responses are unique (real items reuse a small scale; this looks like a results table) | 100% of resp values are non-integer — ordinal item responses are al",8,4,2,1.0,Table 11.xls,0.0
,figshare,<p>Measurement invariance of the (PDWS) across gender (Male vs Female).</p>,https://plos.figshare.com/articles/dataset/_p_Measurement_invariance_of_the_PDWS_across_gender_Male_vs_Female_p_/33124211,10.1371/journal.pone.0354474.t010,cc-by,not_item_response,"Does NOT look like item-response data — not a candidate for IRW. | cells contain HTML/XML markup (looks like a scraped table) | id values are long text (avg 29 chars), not identifiers | only 4 distinct ids (too few to be respondents) | 75% of responses are unique (real items reuse a small scale; this looks like a results table) | 100% of resp values are non-integer — ordinal item responses are alm",8,4,2,1.0,Table 10.xls,0.0
,figshare,"<p><i>F</i>-tests for PPTI, FS, and SWLS.</p>",https://plos.figshare.com/articles/dataset/_p_i_F_i_-tests_for_PPTI_FS_and_SWLS_p_/33105670,10.1371/journal.pone.0354083.t005,cc-by,not_item_response,Does NOT look like item-response data — not a candidate for IRW. | cells contain HTML/XML markup (looks like a scraped table),72,5,15,0.96,Table 5.xls,0.0
,figshare,"<p><i>F</i>-tests for FQ, BAI, PAS, and GAD-7.</p>",https://plos.figshare.com/articles/dataset/_p_i_F_i_-tests_for_FQ_BAI_PAS_and_GAD-7_p_/33105664,10.1371/journal.pone.0354083.t003,cc-by,not_item_response,Does NOT look like item-response data — not a candidate for IRW. | cells contain HTML/XML markup (looks like a scraped table),96,5,20,0.96,Table 3.xls,0.0
,figshare,"<p><i>F</i>-tests for PPTI, FS, SWLS.</p>",https://plos.figshare.com/articles/dataset/_p_i_F_i_-tests_for_PPTI_FS_SWLS_p_/33232449,10.1371/journal.pone.0355614.t009,cc-by,not_item_response,Does NOT look like item-response data — not a candidate for IRW. | cells contain HTML/XML markup (looks like a scraped table) | only 5 distinct ids (too few to be respondents) | 54% of resp values are non-integer — ordinal item responses are almost always integer-valued,57,5,12,0.95,Table 9.xls,0.0
,figshare,"<p><i>F</i>-tests for FQ, BAI, PAS and GAD-7.</p>",https://plos.figshare.com/articles/dataset/_p_i_F_i_-tests_for_FQ_BAI_PAS_and_GAD-7_p_/33232440,10.1371/journal.pone.0355614.t006,cc-by,not_item_response,Does NOT look like item-response data — not a candidate for IRW. | cells contain HTML/XML markup (looks like a scraped table) | only 5 distinct ids (too few to be respondents) | 53% of resp values are non-integer — ordinal item responses are almost always integer-valued,76,5,16,0.95,Table 6.xls,0.0
,figshare,<p>Spearman correlations between resilience (CD-RISC 10) and stress measures.</p>,https://plos.figshare.com/articles/dataset/_p_Spearman_correlations_between_resilience_CD-RISC_10_and_stress_measures_p_/32558810,10.1371/journal.pone.0350343.t003,cc-by,not_item_response,Does NOT look like item-response data — not a candidate for IRW. | cells contain HTML/XML markup (looks like a scraped table) | item names are statistical terms (e.g. ['<b>p-value</b>']),17,9,2,0.9444,Table 3.xls,0.0
,figshare,<p>Exploratory Factor Analysis of the RMS-T.</p>,https://plos.figshare.com/articles/dataset/_p_Exploratory_Factor_Analysis_of_the_RMS-T_p_/33178104,10.1371/journal.pone.0355733.t003,cc-by,not_item_response,Does NOT look like item-response data — not a candidate for IRW. | cells contain HTML/XML markup (looks like a scraped table) | only 6 distinct ids (too few to be respondents) | 100% of responses are unique (real items reuse a small scale; this looks like a results table) | 100% of resp values are non-integer — ordinal item responses are almost always integer-valued,11,6,2,0.9167,Table 3.xls,0.0
10.5061/dryad.r6049,zenodo,Data from: Colony personality and plant health in the Azteca-Cecropia mutualism,,10.5061/dryad.r6049,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
10.5061/dryad.64313,zenodo,"Data from: Stress effects on mood, HPA axis, and autonomic response: comparison of three psychosocial stress paradigms",,10.5061/dryad.64313,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
10.5061/dryad.33553,zenodo,Data from: Differences in larval nutritional requirements and female oviposition preference reflect the order of fruit colonization of Zaprionus indianus and Drosophila simulans,,10.5061/dryad.33553,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
10.5281/zenodo.12085679,zenodo,"Dataset for ""Distinguishing between temporary and permanent removal in verbal working memory""",,10.5281/zenodo.12085679,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
10.5281/zenodo.15281288,zenodo,Behavioural Data of Affect Labeling,,10.5281/zenodo.15281288,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
10.5061/dryad.41ns1rndc,zenodo,Food availability and long-term predation risk interactively affect antipredator response,,10.5061/dryad.41ns1rndc,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
10.5061/dryad.fj6q573r3,zenodo,Data from: Plants' ability to sense and respond to airborne sound is likely to be adaptive: reply to comment by Pyke et al.,,10.5061/dryad.fj6q573r3,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
10.5281/zenodo.15086618,zenodo,Analysis Deep Seek Potential: Well-Being Profiling Based on Self-Expression Through Indonesian Text Writing,,10.5281/zenodo.15086618,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
10.5281/zenodo.8355524,zenodo,Data: Double Task Switching: an investigation into the effects of similarity and task-rule congruency on cognitive flexibility in the context of mental fatigue,,10.5281/zenodo.8355524,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
10.5194/egusphere-2024-16,zenodo,"Response of protonated, adduct, and fragmented ions in Vocus proton-transfer-reaction time-of-flight mass (PTR-ToF-MS)  spectrometer",,10.5194/egusphere-2024-16,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
https://osf.io/3escv/,osf,Inferring Cognitive Strategy Transitions in Multiplication Fact Learning with Graph-Based Skill Dependency Modeling,https://osf.io/3escv/,,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
https://osf.io/pvb2j/,osf,Hierarchical Joint Modeling of Item Responses and Response Times on an Intelligence Test Battery: Detecting Unusual Examinee Behavior and Heterogeneous Relationships Between Working Speed and Ability (supplemental files),https://osf.io/pvb2j/,,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
https://osf.io/jy7pi/,osf,"The Quality of Response Time Data Inference: A Blinded, Collaborative Assessment of the Validity of Cognitive Models",https://osf.io/jy7pi/,,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
https://osf.io/dhu7f/,osf,"Faster ≠ smarter: children with higher levels of ability take longer to give incorrect answers, especially when the task matches their ability",https://osf.io/dhu7f/,,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
10.5061/dryad.t6r3mq1,dryad,Data from: Personality and gonadal development as sources of individual variation in response to GnRH challenge in female great tits,https://datadryad.org/dataset/doi:10.5061/dryad.t6r3mq1,10.5061/dryad.t6r3mq1,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
10.5061/dryad.g4f4qrg15,dryad,Data from: Complementary cognitive roles for D2-MSNs and D1-MSNs during interval timing,https://datadryad.org/dataset/doi:10.5061/dryad.g4f4qrg15,10.5061/dryad.g4f4qrg15,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
10.5061/dryad.xksn02vgf,dryad,Magnitude and timing of resource pulses interact to affect plant invasion,https://datadryad.org/dataset/doi:10.5061/dryad.xksn02vgf,10.5061/dryad.xksn02vgf,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
10.23668/psycharchives.8268,datacite,Datasets for: Spatial biases in approximate arithmetic are subject to sequential dependency effects and dissociate from attentional biases.,https://www.psycharchives.org/jspui/handle/20.500.12034/7553,10.23668/psycharchives.8268,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
10.5061/dryad.h9w0vt4xm,datacite,Green consumer behavior in e-commerce: The mediating role of digital engagement and the moderating effects of literacy and environmental knowledge,https://datadryad.org/dataset/doi:10.5061/dryad.h9w0vt4xm,10.5061/dryad.h9w0vt4xm,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
10.23668/psycharchives.16418,datacite,Project folder for: Task Switching and Number of Response Alternatives,https://www.psycharchives.org/jspui/handle/20.500.12034/11825,10.23668/psycharchives.16418,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
10.23668/psycharchives.16863,datacite,Project folder for: Task Switching and Number of Response Alternatives,https://www.psycharchives.org/jspui/handle/20.500.12034/11825.2,10.23668/psycharchives.16863,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
10.57760/sciencedb.psych.01150,datacite,A Three-Wave Longitudinal Dataset of Reading-Related Cognitive Skills and Reading Abilities in Rural Chinese School-Aged Children,https://www.scidb.cn/detail?dataSetId=f6049442bdb942bd82046edd77c6f9f8,10.57760/sciencedb.psych.01150,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
10.57761/5p25-v027,datacite,Item Response Warehouse,https://stanford.redivis.com/datasets/as2e-cv7jb41fd,10.57761/5p25-v027,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
10.3886/icpsr39815,datacite,"Midlife in the United States (MIDUS Refresher 2): Cognitive Project, 2022-2025",https://www.icpsr.umich.edu/web/NACDA/studies/39815/versions/V1,10.3886/icpsr39815,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
10.5683/sp3/euubk3,scholars_portal,Search strategy for item response theory in dementia,https://doi.org/10.5683/SP3/EUUBK3,10.5683/sp3/euubk3,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
10.5683/sp2/8btwke,scholars_portal,Food availability and long-term predation risk interactively affect antipredator response,https://doi.org/10.5683/SP2/8BTWKE,10.5683/sp2/8btwke,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
10.5683/sp3/yykrdc,scholars_portal,"Adaptation of Canadian private forest owners to climate change: questionnaire form, response dataset, and variable description",https://doi.org/10.5683/SP3/YYKRDC,10.5683/sp3/yykrdc,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
10.5683/sp3/3rjvmy,scholars_portal,Replication Data for: Raising Laying Hens: housing complexity and genetic strain affect startle and behavioural response to fear stimuli,https://doi.org/10.5683/SP3/3RJVMY,10.5683/sp3/3rjvmy,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
10.5683/sp3/bhazw8,scholars_portal,Data for the Item Response Theory Analysis of the Dysfunctional Beliefs and Attitudes About Sleep-16 (DBAS-16) Scale in a University Student Sample,https://doi.org/10.5683/SP3/BHAZW8,10.5683/sp3/bhazw8,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
10.5683/sp3/hpkeec,scholars_portal,Replication Data for: Diet-induced impairments in taurine flux affect the osmoregulatory and cardiac response to hypoxia in seawater acclimated brook char (Salvelinus fontinalis),https://doi.org/10.5683/SP3/HPKEEC,10.5683/sp3/hpkeec,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
10.5683/sp3/arqohp,scholars_portal,Longitudinal Location Influences Preference for Daylight Saving Time,https://doi.org/10.5683/SP3/ARQOHP,10.5683/sp3/arqohp,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
10.5683/sp3/sdfzuo,scholars_portal,Library publishing and hosting in Canada - Institutional responses to a 2022 questionnaire,https://doi.org/10.5683/SP3/SDFZUO,10.5683/sp3/sdfzuo,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
10.7939/dvn/nmtmy6,scholars_portal,"Social Cognitive Theory, leisure time physical activity, and mental health in Chinese university students",https://doi.org/10.7939/DVN/NMTMY6,10.7939/dvn/nmtmy6,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
10.34894/g99fdh,surf,Variations in response style behavior by response scale format in attitude research [Dataset],https://doi.org/10.34894/G99FDH,10.34894/g99fdh,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
10.34894/dfttzq,surf,I don’t get it. Response difficulties in answering political attitude statements in Voting  Advice Applications. ,https://doi.org/10.34894/DFTTZQ,10.34894/dfttzq,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
10.34894/br6aoz,surf,Impact of verb tense on response to the Four-Dimensional Symptom Questionnaire (4DSQ) [Dataset],https://doi.org/10.34894/BR6AOZ,10.34894/br6aoz,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
10.34894/wltwcq,surf,Student Well-being in Times of COVID-19 in the Netherlands,https://doi.org/10.34894/WLTWCQ,10.34894/wltwcq,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
10.34894/y2ra7b,surf,"Study 1: De officiersopleiding en het multi-interpretabel wereldbeeld: Stimulus-respons reacties, cognitieve processen en meerdere perspectieven (Officer education and the multi-interpretable worldview: Stimulus-response reactions, cognitive processes and multiple perspectives).",https://doi.org/10.34894/Y2RA7B,10.34894/y2ra7b,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
10.34894/k2zked,surf,Replication Data for: Scale length does matter: Recommendations for Measurement Invariance Testing with Categorical Factor Analysis and Item Response Theory Approaches,https://doi.org/10.34894/K2ZKED,10.34894/k2zked,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
10.34894/rd6mez,surf,"Mindwandering during Attention Performance: effects of ADHD-Inattention Symptomatology, Negative Mood, Ruminative Response Style and Working Memory Capacity",https://doi.org/10.34894/RD6MEZ,10.34894/rd6mez,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
10.34894/wvni6j,surf,Time as a medium of reward in three social preference experiments. Experimental Economics_data,https://doi.org/10.34894/WVNI6J,10.34894/wvni6j,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
10.34894/1ao0ll,surf,Emotional Responses to a Virtual Public Speaking Task: Effects of Audience Attitude and Size,https://doi.org/10.34894/1AO0LL,10.34894/1ao0ll,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
10.34894/qtyjdu,surf,Sticky criticism? Affective and neural responses to parental criticism and praise in adolescents with depression,https://doi.org/10.34894/QTYJDU,10.34894/qtyjdu,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
10.34894/9kl75i,surf,"Replication package ""Tournament Incentives Affect Perceived Stress and Hormonal Stress Responses""",https://doi.org/10.34894/9KL75I,10.34894/9kl75i,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
10.34894/2hylt1,surf,"Dysfunctional Timing in Traumatic Brain Injury Patients: Co-occurrence of Cognitive, Motor, and Perceptual Deficits",https://doi.org/10.34894/2HYLT1,10.34894/2hylt1,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
10.34894/lzkwbr,surf,"Interpersonal responses to facial expressions of disgust, anger, and happiness in individuals with varying levels of social anxiety",https://doi.org/10.34894/LZKWBR,10.34894/lzkwbr,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
10.34894/3mgx06,surf,"Study 3:  Examining Complexity and Collaboration in Virtual Patient Simulation: Effects on Performance, Time-On-Task, and Cognitive Load",https://doi.org/10.34894/3MGX06,10.34894/3mgx06,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
10.34894/idrtmf,surf,Behavioral and EEG responses to social evaluation: A two-generation family study on social anxiety,https://doi.org/10.34894/IDRTMF,10.34894/idrtmf,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
10.34894/k0wsn6,surf,Diagnosing eyewitness identifications with reaction time based concealed information test:  The effect of viewpoint congruency between test and encoding,https://doi.org/10.34894/K0WSN6,10.34894/k0wsn6,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
10.34894/lhgif1,surf,"Dataset for manuscript entitled 'Steering does affect biophysical responses in asynchronous, but not synchronous submaximal handcycle ergometry in able-bodied men'",https://doi.org/10.34894/LHGIF1,10.34894/lhgif1,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
10.34894/wyv3yp,surf,Replication Data for: Does Acquiescence Disagree with Measurement Invariance Testing?,https://doi.org/10.34894/WYV3YP,10.34894/wyv3yp,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
10.34894/ydxp6z,surf,The Influence of State Anxiety on Fear Discrimination and Extinction in Females,https://doi.org/10.34894/YDXP6Z,10.34894/ydxp6z,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,,
