source,title,url,doi,license,flag,reasons,n_responses,n_participants,n_items,density,data_file,n_other_files
figshare,Psychometric properties and partial correlations between the extremist archetypes and the HEXACO facets.,https://plos.figshare.com/articles/dataset/Psychometric_properties_and_partial_correlations_between_the_extremist_archetypes_and_the_HEXACO_facets_/20344879,10.1371/journal.pone.0270225.t012,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b><i>&#160;</i></b>', '<b><i>&#160;</i></b>.1', '<b><i>&#160;</i></b>.2', '<b><i>&#160;</i></b>.3', '<b><i>&#160;</i></b>.4', '<b><i>&#160;</i></b>.5', '<b>Partial correlations</b>', 'Unnamed: 7', 'Unnamed: 8', 'Unnamed: 9', 'Unnamed: 10', 'Unnamed: 1",,,,,Table 12.xls,0.0
figshare,Psychometric properties and partial correlations between the extremist archetypes and the HEXACO facets.,https://plos.figshare.com/articles/dataset/Psychometric_properties_and_partial_correlations_between_the_extremist_archetypes_and_the_HEXACO_facets_/20344867,10.1371/journal.pone.0270225.t008,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b><i>&#160;</i></b>', '<b><i>&#160;</i></b>.1', '<b><i>&#160;</i></b>.2', '<b><i>&#160;</i></b>.3', '<b><i>&#160;</i></b>.4', '<b><i>&#160;</i></b>.5', '<b>Partial correlations</b>', 'Unnamed: 7', 'Unnamed: 8', 'Unnamed: 9', 'Unnamed: 10', 'Unnamed: 1",,,,,Table 8.xls,0.0
figshare,"Correlation of remembered parenting, dark triad and propensity for violence.",https://plos.figshare.com/articles/dataset/Correlation_of_remembered_parenting_dark_triad_and_propensity_for_violence_/20124767,10.1371/journal.pone.0268992.t001,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b></b>', '<b>Parental rejection & punishment (father)</b>', '<b>Parental control & overprotection (father)</b>', '<b>Parental emotional warmth (father)</b>', '<b>Parental rejection & punishment (mother)</b>', '<b>Parental control & overprotection (mot",,,,,Table 1.xls,0.0
figshare,The Pearson correlation coefficients between Arabic CD-RISC with the other studied scales.,https://plos.figshare.com/articles/dataset/The_Pearson_correlation_coefficients_between_Arabic_CD-RISC_with_the_other_studied_scales_/20075380,10.1371/journal.pone.0269700.t002,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b></b>', 'Unnamed: 1', '<b>CD-RISC</b>', '<b>RSES</b>', '<b>LOT</b>', '<b>DHS</b>', '<b>PANAS–Positive Affect</b>', '<b>PANAS–Negative Affect</b>']",,,,,Table 2.xls,0.0
figshare,"Correlations (ρ) between COVID-related beliefs and the Dark Triad traits, the Big Five traits, depression and anxiety scores, and religiousness along with estimates of internal consistency.",https://plos.figshare.com/articles/dataset/Correlations_between_COVID-related_beliefs_and_the_Dark_Triad_traits_the_Big_Five_traits_depression_and_anxiety_scores_and_religiousness_along_with_estimates_of_internal_consistency_/19988178,10.1371/journal.pone.0268193.t002,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b></b>', '<b>Dark Triad</b>', 'Unnamed: 2', 'Unnamed: 3', '<b>Big Five</b>', 'Unnamed: 5', 'Unnamed: 6', 'Unnamed: 7', 'Unnamed: 8', '<b></b>.1', '<b></b>.2']",,,,,Table 2.xls,0.0
figshare,Intercorrelations of personality traits assessed by HEXACO PI and DELTA inventory (N = 180).,https://plos.figshare.com/articles/dataset/Intercorrelations_of_personality_traits_assessed_by_HEXACO_PI_and_DELTA_inventory_N_180_/19622287,10.1371/journal.pone.0267054.t002,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b></b>', '<b>H</b>', '<b>E</b>', '<b>X</b>', '<b>A</b>', '<b>C</b>', '<b><break xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink""></break>O</b>', '<b><break xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:x",,,,,Table 2.xls,0.0
figshare,Pearson’s correlations among factors of the 14-item eating disorder examination questionnaire 6.0 (EDE-Q 6.0) and the Rosenberg’s self-esteem scale in women (<i>n</i> = 591) and men (<i>n</i> = 382).,https://plos.figshare.com/articles/dataset/Pearson_s_correlations_among_factors_of_the_14-item_eating_disorder_examination_questionnaire_6_0_EDE-Q_6_0_and_the_Rosenberg_s_self-esteem_scale_in_women_i_n_i_591_and_men_i_n_i_382_/19541525,10.1371/journal.pone.0266507.t008,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b>Factor</b>', '<b>1</b>', '<b>2</b>', '<b>3</b>', '<b>4</b>', '<b>5</b>', '<b>6</b>', '<b>7</b>', '<b><i>M</i></b>', '<b><i>SD</i></b>']",,,,,Table 8.xls,0.0
figshare,"Standardized path coefficients for the predictions of the dimensions of shame and guilt, and cognitive reappraisal & emotion suppression by the dimensions in the QCAE ESEM-5 model.",https://plos.figshare.com/articles/dataset/Standardized_path_coefficients_for_the_predictions_of_the_dimensions_of_shame_and_guilt_and_cognitive_reappraisal_emotion_suppression_by_the_dimensions_in_the_QCAE_ESEM-5_model_/19132638,10.1371/journal.pone.0261914.t004,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b></b>', '<b>TOSCA-3</b>', 'Unnamed: 2', '<b>ERQ</b>', 'Unnamed: 4']",,,,,Table 4.xls,0.0
figshare,HEXACO-100 items with highest and lowest test-retest reliabilities.,https://plos.figshare.com/articles/dataset/HEXACO-100_items_with_highest_and_lowest_test-retest_reliabilities_/18337323,10.1371/journal.pone.0262465.t003,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b>Item</b>', '<b>Code</b>', '<b><i>r</i><sub xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">TT</sub></b>']",,,,,Table 3.xls,0.0
figshare,"Spearman correlations of <i>r</i><sub>TT</sub>, α, and <i>r</i><sub>CA</sub> of HEXACO facets.",https://plos.figshare.com/articles/dataset/Spearman_correlations_of_i_r_i_sub_TT_sub_and_i_r_i_sub_CA_sub_of_HEXACO_facets_/18337320,10.1371/journal.pone.0262465.t002,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b>Estimate</b>', '<b>α</b>', '<b><i>r</i><sub xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">TT</sub></b>', '<b><i>r</i><sub xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/",,,,,Table 2.xls,0.0
figshare,Mediating Role of Envy and Forgiveness on the Relationship between the Dark Triad and Religiosity,https://figshare.com/articles/dataset/Mediating_Role_of_Envy_and_Forgiveness_on_the_Relationship_between_the_Dark_Triad_and_Religiosity/17087507,10.6084/m9.figshare.17087507.v1,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Variable Information', 'Unnamed: 1', 'Unnamed: 2', 'Unnamed: 3', 'Unnamed: 4', 'Unnamed: 5', 'Unnamed: 6', 'Unnamed: 7', 'Unnamed: 8']",,,,,Codebook.xlsx,0.0
figshare,"Associations of personality with FOC (W-DEQ-A), subjective birth experiences (W-DEQ-B), and the discrepancy between subjective birth experiences and previous FOC (W-DEQ-B minus W-DEQ-A).",https://plos.figshare.com/articles/dataset/Associations_of_personality_with_FOC_W-DEQ-A_subjective_birth_experiences_W-DEQ-B_and_the_discrepancy_between_subjective_birth_experiences_and_previous_FOC_W-DEQ-B_minus_W-DEQ-A_/16924561,10.1371/journal.pone.0258696.t002,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b></b>', '<b>FOC</b>', 'Unnamed: 2', 'Unnamed: 3', 'Unnamed: 4', '<b>Subjective birth experience</b>', 'Unnamed: 6', 'Unnamed: 7', 'Unnamed: 8', '<b>Difference between FOC and subjective birth experience</b>', 'Unnamed: 10', 'Unnamed: 11', 'Unnamed: 1",,,,,Table 2.xls,0.0
figshare,Data and code for - Personality and Team Identification Predict Violent Intentions Among Soccer Supporters,https://su.figshare.com/articles/dataset/Data_and_code_for_-_Personality_and_Team_Identification_Predict_Violent_Intentions_Among_Soccer_Supporters/14980251,10.17045/sthlmuni.14980251.v1,cc-by,human_assistance,Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['A;G;Ed;SES;HH1R;HH2R;HH3R;HH4R;HH5;HH6;HH7R;HH8;HH9R;HH10;H1;H2;H3;CN3;CN4;CN5;CN6;CN7R;CN8;CN9;VI1;VI2;VI3;VI4R;VI5R;VI6;VI7R'],,,,,Soccer_data_raw.csv,2.0
figshare,Sample characteristics of people with Borderline Personality Disorder (N = 184) followed up for 12-months.,https://plos.figshare.com/articles/dataset/Sample_characteristics_of_people_with_Borderline_Personality_Disorder_N_184_followed_up_for_12-months_/15061940,10.1371/journal.pone.0255055.t002,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b></b>', '<b>M</b>', '<b>SD</b>', '<b>Percentage</b>', '<b>N</b>']",,,,,Table 2.xls,0.0
figshare,"Data_Sheet_4_Modulation of Negative Affect Predicts Acceptance of Music Streaming Services, While Personality Does Not.CSV",https://frontiersin.figshare.com/articles/dataset/Data_Sheet_4_Modulation_of_Negative_Affect_Predicts_Acceptance_of_Music_Streaming_Services_While_Personality_Does_Not_CSV/15021003,10.3389/fpsyg.2021.659062.s004,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['VAR', 'LABEL', 'TYPE', 'INPUT', 'QUESTION']",,,,,"Data_Sheet_4_Modulation of Negative Affect Predicts Acceptance of Music Streaming Services, While Personality Does Not.CSV",0.0
figshare,Mean and SD for Big Five personality factors residualized scores.,https://plos.figshare.com/articles/dataset/Mean_and_SD_for_Big_Five_personality_factors_residualized_scores_/14982873,10.1371/journal.pone.0254458.t001,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b>Variable</b>', '<b>Group</b>', 'Unnamed: 2', 'Unnamed: 3', 'Unnamed: 4', 'Unnamed: 5', 'Unnamed: 6']",,,,,Table 1.xls,0.0
figshare,Pattern matrix obtained in the confirmatory factor analysis.,https://plos.figshare.com/articles/dataset/Pattern_matrix_obtained_in_the_confirmatory_factor_analysis_/14934538,10.1371/journal.pone.0254342.t001,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b>Item</b>', '<b>F1</b>', '<b>F2</b>', '<b>F3</b>', '<b>F4</b>']",,,,,Table 1.xls,0.0
figshare,Cyberbullying and the Dark Triad,https://figshare.com/articles/dataset/Cyberbullying_and_the_Dark_Triad/13636379,10.6084/m9.figshare.13636379.v1,cc-by,human_assistance,Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Sex;Age;Country;Education;Student;Emotional_intelligence;Empathy;Primary_psychopathy;Secondary_psychopathy;Leadership;Entitlement_an_Exhibitionism;Vulnerable_narcissism;MACH*;GAIT;ECIPQ_total'],,,,,Analysis data.csv,0.0
dataverse,Replication Data for: The “Medellín Dry Eye Inventory” (ME·Dry) is a Reliable Scale for Measuring Multidimensional Quality of Life Compromise in Patients with Dry Eye Disease: A Rasch Development and Validation Study,https://doi.org/10.7910/DVN/GHQSO0,10.7910/dvn/ghqso0,cc0,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Medellín Dry Eye Inventory (ME·Dry) \nCalculator', 'Unnamed: 1', 'Unnamed: 2', 'Unnamed: 3', 'Unnamed: 4']",,,,,ME·Dry Calculator.xls,0.0
figshare,"EXPLORATION OF THE SPANISH VERSION OF THE ATTACHMENT STYLE QUESTIONNAIRE: A COMPARATIVE STUDY BETWEEN SPANISH, ITALIAN, AND JAPANESE CULTURE",https://figshare.com/articles/dataset/EXPLORATION_OF_THE_SPANISH_VERSION_OF_THE_ATTACHMENT_STYLE_QUESTIONNAIRE_A_COMPARATIVE_STUDY_BETWEEN_SPANISH_ITALIAN_AND_JAPANESE_CULTURE/13601096,10.6084/m9.figshare.13601096.v1,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['ID', 'Nº de registro', 'Unnamed: 2', 'Unnamed: 3', 'Unnamed: 4']",,,,,Dataset subido a mendeley.xlsx,0.0
figshare,Serial mediation effects of thought suppression and self-compassion on the relationship between attachment anxiety and depression whilst controlling for attachment avoidance (Model B).,https://plos.figshare.com/articles/dataset/Serial_mediation_effects_of_thought_suppression_and_self-compassion_on_the_relationship_between_attachment_anxiety_and_depression_whilst_controlling_for_attachment_avoidance_Model_B_/13575515,10.1371/journal.pone.0245056.t003,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b>Model pathways</b>', '<b><i>Coefficient b (</i>β)</b>', '<b><i>SE</i></b>', '<b><i>t</i></b>', '<b><i>p</i></b>', '<b><i>LL 95%CI</i></b>', '<b><i>UL95%CI</i></b>']",,,,,Table 3.xls,0.0
dataverse,Replication Data for: Standardizing the Measurement and Interpretation of Quality of Life Using the “Keratoconus End-Points Assessment Questionnaire” (KEPAQ),https://doi.org/10.7910/DVN/APBOX9,10.7910/dvn/apbox9,cc0,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['KEPAQ Single Patient Calculator', 'Unnamed: 1', 'Unnamed: 2']",,,,,KEPAQ Score Calculator.xlsx,0.0
figshare,Table_1_Five-Factor Personality Inventories Have a Competence-Related Higher-Order Factor Due to Item Phrasing.XLSX,https://frontiersin.figshare.com/articles/dataset/Table_1_Five-Factor_Personality_Inventories_Have_a_Competence-Related_Higher-Order_Factor_Due_to_Item_Phrasing_XLSX/13289726,10.3389/fpsyg.2020.557544.s001,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Behavior and competence inventories based on IPIP-100', 'All items with an Id starting with R are new.', 'Unnamed: 2', 'Unnamed: 3', 'Unnamed: 4', 'Unnamed: 5']",,,,,Table_1_Five-Factor Personality Inventories Have a Competence-Related Higher-Order Factor Due to Item Phrasing.XLSX,0.0
figshare,ANQ-sort and construct validity.,https://plos.figshare.com/articles/dataset/ANQ-sort_and_construct_validity_/12913995,10.1371/journal.pone.0237576.t004,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b></b>', '<b>Overall Secure</b>', '<b>IF</b>', '<b>IM</b>', '<b>IFM</b>', '<b>Test</b>']",,,,,Table 4.xls,0.0
figshare,"Means, standard deviations, internal consistency coefficients, and bivariate correlates between the BSCS-IT, HEXACO, MASS, and LOT-R.",https://plos.figshare.com/articles/dataset/Means_standard_deviations_internal_consistency_coefficients_and_bivariate_correlates_between_the_BSCS-IT_HEXACO_MASS_and_LOT-R_/12843225,10.1371/journal.pone.0237729.t004,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b></b>', '<b><i>M (SD)</i></b>', '<b><i>Range</i></b>', '<b>1.</b>', '<b>2.</b>', '<b>3.</b>', '<b>4.</b>', '<b>5.</b>', '<b>6.</b>', '<b>7.</b>', '<b>8.</b>', '<b>9.</b>', '<b>10.</b>', '<b>11.</b>']",,,,,Table 4.xls,0.0
dataverse,MEQ30 and Personality traits and demographics Freediving follow-up survey raw data,https://doi.org/10.7910/DVN/DEJQM4,10.7910/dvn/dejqm4,cc0,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Timestamp', 'Каковы ваши отношения с фридайвингом после курса 1 волны? ', 'Случалось ли на 1 волне почувствовать ощущение внутренней тишины под водой, забыв и про время, и про всё, что вокруг?', 'Помимо статики, перед *каждым* ли нырком в упражнениях н",,,,,FFR_pool_5_shortestSurvey_Rus.xlsx,0.0
osf,DT/FFM/HEXACO meta-analysis,https://osf.io/ycsnk/,,unknown,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | No column met the id heuristic (≥50% unique, non-float); used first column 'Description' as fallback — verify this is the person identifier. | Could not confidently identify item columns. | Columns present: ['Description', 'Unnamed: 1', 'Mach', 'Narc', 'Psych', '5O', '5C', '5E', '5A', '5N', '6H', '6E', '6X', '6A', '6",,,,,Matrices.xlsx,1.0
figshare,Mean values (SD) and ANOVA results on the six profiling variables in the three clusters of social anxiety disorder.,https://plos.figshare.com/articles/dataset/Mean_values_SD_and_ANOVA_results_on_the_six_profiling_variables_in_the_three_clusters_of_social_anxiety_disorder_/12216791,10.1371/journal.pone.0232187.t005,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b></b>', '<b>1 (n = 69) Prototypical</b>', '<b>2 (n = 62) Introvert-Conscientious</b>', ""<b>3 (n = 79)<a target='_blank' href='http://www.plosone.org/article/info:doi/10.1371/journal.pone.0232187#t005fn004'><sup>b</sup></a> Instable-Open</b>"", '<b>F (",,,,,Table 5.xls,0.0
figshare,Mean values (SD) and ANOVA results on the NEO-PI-R Big Five dimensions in three clusters of social anxiety disorder (SAD) patients compared with healthy controls (HC).,https://plos.figshare.com/articles/dataset/Mean_values_SD_and_ANOVA_results_on_the_NEO-PI-R_Big_Five_dimensions_in_three_clusters_of_social_anxiety_disorder_SAD_patients_compared_with_healthy_controls_HC_/12216788,10.1371/journal.pone.0232187.t004,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b></b>', '<b>(n = 138) HC</b>', '<b>1 (n = 69) Prototypical</b>', '<b>2 (n = 62) Introvert- Conscientious</b>', '<b>3 (n = 80) Instable-Open</b>', '<b>F (3, 348)</b>', '<b><i>P</i></b>', '<b>Post-hoc</b>']",,,,,Table 4.xls,0.0
figshare,Multilevel models predicting momentary affect from the Dark Triad traits.,https://plos.figshare.com/articles/dataset/Multilevel_models_predicting_momentary_affect_from_the_Dark_Triad_traits_/11900286,10.1371/journal.pone.0229625.t003,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b></b>', '<b>Momentary positive affect</b>', 'Unnamed: 2', 'Unnamed: 3', 'Unnamed: 4', '<b>Momentary negative affect</b>', 'Unnamed: 6', 'Unnamed: 7', 'Unnamed: 8', '<b>Affect balance</b>', 'Unnamed: 10', 'Unnamed: 11', 'Unnamed: 12']",,,,,Table 3.xls,0.0
figshare,"Correlations with age, education, income, life satisfaction, health, and fluid and crystallized intelligence for Model B (organization as a reference facet).",https://plos.figshare.com/articles/dataset/Correlations_with_age_education_income_life_satisfaction_health_and_fluid_and_crystallized_intelligence_for_Model_B_organization_as_a_reference_facet_/11849649,10.1371/journal.pone.0228969.t005,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b></b>', '<b>Age</b>', '<b>Education</b>', '<b>Income</b>', '<b>Life satisfaction</b>', '<b>Health</b>', '<b>Fluid Intelligence</b>', '<b>Crystallized intelligence</b>', '<b></b>.1']",,,,,Table 5.xls,0.0
figshare,"Correlations of the facets of Grit and Conscientiousness with age, education, income, life satisfaction, health, and fluid and crystallized intelligence from Model A (correlated first-order facet factors).",https://plos.figshare.com/articles/dataset/Correlations_of_the_facets_of_Grit_and_Conscientiousness_with_age_education_income_life_satisfaction_health_and_fluid_and_crystallized_intelligence_from_Model_A_correlated_first-order_facet_factors_/11849643,10.1371/journal.pone.0228969.t004,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b></b>', '<b>Age</b>', '<b>Education</b>', '<b>Income</b>', '<b>Life satisfaction</b>', '<b>Health</b>', '<b>Fluid Intelligence</b>', '<b>Crystallized intelligence</b>', '<b></b>.1']",,,,,Table 4.xls,0.0
figshare,Correlations between personality measures and criterion-related variables.,https://plos.figshare.com/articles/dataset/Correlations_between_personality_measures_and_criterion-related_variables_/9737465,10.1371/journal.pone.0221621.t005,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b></b>', '<b></b>.1', '<b>AP</b>', '<b><i>z</i>-test score</b>', 'Unnamed: 4', 'Unnamed: 5', '<b>BIS-Brief</b>', '<b><i>z</i>-test score</b>.1', 'Unnamed: 8', 'Unnamed: 9', '<b>PHQ-9</b>', '<b><i>z</i>-test score</b>.2', 'Unnamed: 12', 'Unnamed: 13', ",,,,,Table 5.xls,0.0
figshare,"Correlations between the CBF-PI-15, Mini IPIP, BFI-10, and CBF-PI-B.",https://plos.figshare.com/articles/dataset/Correlations_between_the_CBF-PI-15_Mini_IPIP_BFI-10_and_CBF-PI-B_/9737462,10.1371/journal.pone.0221621.t004,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b></b>', '<b><u>CBF-PI-15</u></b>', 'Unnamed: 2', 'Unnamed: 3', 'Unnamed: 4', 'Unnamed: 5', '<b><u>Mini-IPIP</u></b>', 'Unnamed: 7', 'Unnamed: 8', 'Unnamed: 9', 'Unnamed: 10', '<b><u>BFI-10</u></b>', 'Unnamed: 12', 'Unnamed: 13', 'Unnamed: 14', 'Unnam",,,,,Table 4.xls,0.0
osf,Using Item-level Analyses to Better Understand the Consequences of Partialing Procedures: An Example Using the Dark Triad,https://osf.io/xptcj/,,unknown,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Unnamed: 0', 'Unnamed: 1', 'Non-Residualized Scales', 'Unnamed: 3', 'Unnamed: 4', 'Unnamed: 5', 'Unnamed: 6', 'Unnamed: 7', 'Unnamed: 8', 'Unnamed: 9', 'Unnamed: 10', 'Residual Scales', 'Unnamed: 12', 'Unnamed: 13', 'Unnamed: 14', 'Unnamed: 15', 'Unnam",,,,,IPIP-Item Correlations-Full Sample.xlsx,2.0
figshare,"Zero-order correlations between unethical judicial attitudes, global moral disengagement score, dark triad variables and D-score.",https://plos.figshare.com/articles/dataset/Zero-order_correlations_between_unethical_judicial_attitudes_global_moral_disengagement_score_dark_triad_variables_and_D-score_/7839533,10.1371/journal.pone.0213662.t001,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b></b>', '<b>Lying in court</b>', '<b>Retaliating against partner</b>']",,,,,Table 1.xls,0.0
figshare,"Associations of personality domains, depression and anxiety in pSS patients and healthy controls by multivariate logistic regression analysis.",https://plos.figshare.com/articles/dataset/Associations_of_personality_domains_depression_and_anxiety_in_pSS_patients_and_healthy_controls_by_multivariate_logistic_regression_analysis_/7602500,10.1371/journal.pone.0210466.t005,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b>Variables</b>', '<b>OR (95% CI) P</b>', 'Unnamed: 2', 'Unnamed: 3', 'Unnamed: 4', 'Unnamed: 5', 'Unnamed: 6', 'Unnamed: 7']",,,,,Table 5.xls,0.0
figshare,"Categories of personality domains, depression and anxiety patients in study groups.",https://plos.figshare.com/articles/dataset/Categories_of_personality_domains_depression_and_anxiety_patients_in_study_groups_/7602494,10.1371/journal.pone.0210466.t003,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b>Categories of personality domains,<break xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink""></break>n (%)</b>', '<b>Group</b>', 'Unnamed: 2', 'Unnamed: 3', '<b>p<sup><a href=""http://www.plosone.org/article/info",,,,,Table 3.xls,0.0
figshare,"Dataset for the paper Incomplete Information Choices, Cognitive Ability and Personality",https://figshare.com/articles/dataset/Dataset_for_the_paper_Incomplete_Information_Choices_Cognitive_Ability_and_Personality/7582019,10.6084/m9.figshare.7582019.v1,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Data', 'Um bastão e uma bola custam $1,10. O bastão custa um real a mais do que a bola. Quanto custa a bola?', 'Se são necessárias 5 máquinas por 5 minutos para se fazer 5 aparelhos, quanto tempo 100 máquinas fariam 100 aparelhos?', 'Num lago há uma ár",,,,,"Dataset for the paper Incomplete Information Choices, Cognitive Ability and Personality.xlsx",0.0
dataverse,"Behavioral data for ""A functional connectome phenotyping dataset including cognitive state and personality measures""",https://doi.org/10.7910/DVN/VMJ6NV,10.7910/dvn/vmj6nv,this-dataset-is-made-available-under-a-creative-commons-cc0-license-with-the-following-additional/modified-terms-and-conditions:,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['participant_id', 'SNYCQ_pre-ses-02_positive', 'SNYCQ_pre-ses-02_negative', 'SNYCQ_pre-ses-02_future', 'SNYCQ_pre-ses-02_past', 'SNYCQ_pre-ses-02_myself', 'SNYCQ_pre-ses-02_people', 'SNYCQ_pre-ses-02_surrpundings', 'SNYCQ_pre-ses-02_vigilance', 'SNYCQ_p",,,,,SNYCQ.tsv,1.0
osf,The Healthy Personality from a Basic Trait Perspective,https://osf.io/7wxkp/,,unknown,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Unnamed: 0', 'Unnamed: 1', 'Unnamed: 2', 'Sample 2a (self-self)', 'Unnamed: 4', 'Unnamed: 5', 'Sample 2b (self-peer)', 'Unnamed: 7', 'Unnamed: 8', 'Sample 3', 'Unnamed: 10', 'Unnamed: 11', 'Sample 4', 'Unnamed: 13', 'Unnamed: 14', 'Sample 5', 'Unnamed:",,,,,Table S1_criterion correlations_r1.xlsx,0.0
figshare,Regression analyses for the two models with the HEXACO-PI-R.,https://plos.figshare.com/articles/dataset/Regression_analyses_for_the_two_models_with_the_HEXACO-PI-R_/7019147,10.1371/journal.pone.0203115.t004,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b>HEXACO-PI-R</b>', '<b><i>Model 1 &#946;</i></b>', '<b><i>Model 1 SE</i></b>', '<b><i>Model 2 &#946;</i></b>', '<b><i>Model 2 SE</i></b>']",,,,,Table 4.xls,0.0
