table,instrument,mean_word,mean_character,mean_character_responses,FK_grade
COACH_Chen_2022_IADL,"Lawton Instrumental Activities of Daily Living (IADL) Scale, Hong Kong Chinese version (Tong & Man, 2002)",2.46875,18.65625,47.375,14.2006606012658
COACH_Chen_2022_MOS_SSS_C,"Medical Outcomes Study Social Support Survey, Chinese version (MOS-SSS-C)",9.31578947368421,49.1052631578947,16.6,4.37649122807018
coach_chen_2022_phq9,Patient Health Questionnaire-9,11.7777777777778,68.7777777777778,15.25,7.13456603773585
cogcontrol_gyurkovics_2019_flanker,Flanker task (four-alternative arrow version),1,5,8,NA
cogcontrol_gyurkovics_2019_sart,Sustained Attention to Response Task (SART),1,1,8,-3.4
cogcontrol_gyurkovics_2019_simon,Simon task (four-alternative arrow version),4.5,27.25,8,36.09
cognitive_load_klimova_2023_mlq,"Meaning in Life Questionnaire (MLQ), Russian administration",1,2,10.6428571428571,-3.4
colomer_perez_2021_soc13,"Sense of Coherence Scale, 13-item short form (SOC-13; Antonovsky's Orientation to Life Questionnaire)",1,2,6.56043956043956,-3.4
condon_2024_sapa_personality,SAPA Personality Inventory (SPI-135-27&5),4.95555555555556,28.4444444444444,17.3333333333333,4.68646337817638
conner_2017_bfi,Big Five Inventory (BFI-44),4.38636363636364,25.6363636363636,10.2,6.54140720678285
conner_2017_cesd,Center for Epidemiologic Studies Depression Scale (CES-D),6.4,30.15,42.75,2.209125
conner_2017_curiosity,Curiosity and Exploration Inventory-II (CEI-II),12.2,67,13,8.22209836065574
conner_2017_lot,"Life Orientation Test - Revised (LOT-R; 6 scored items), 7-point agree/disagree scale as administered in Conner et al. (2017), baseline and follow-up combined",8.83333333333333,44.5,19,4.77575471698113
conner_2017_vitality,"Modified 4-item energy/fatigue (Vitality) scale of the RAND 36-Item Short Form Survey (SF-36), adapted for daily administration (rated for ""today"") in Conner et al. (2017); the first item was changed from the original ""full of pep"" to ""full of life""",5.5,24,17.5,-0.035909090909092
consideration_future_consequences,"Consideration of Future Consequences Scale (CFCS; Strathman, Gleicher, Boninger & Edwards, 1994), openpsychometrics.org raw-data release",19.5,111.833333333333,21.4,11.33
conspiracy_asd__cognitive_flexibility,Cognitive Flexibility Inventory (CFI),12.1,72.75,11.7142857142857,9.93203909465021
conspiracy_asd__conspiracy_gcbs,Generic Conspiracy Beliefs Scale,15.4666666666667,98.2,8,10.9855021097046
conspiracy_asd__schizotypy,Multidimensional Schizotypy Scale-Brief (MSS-B),12.9459459459459,70.1351351351351,18.4,6.72695945945946
conspiracy_asd__thinking_styles,"Thinking Styles (Rational-Experiential Inventory, 10-item short form; REI-10)",11.5,64.6,7.4,7.15934782608696
content_literacy_intervention_g1,"Model of Reading Engagement (MORE) student outcome battery: Me and My Reading Profile reading motivation survey, science vocabulary knowledge depth assessment, and social studies vocabulary knowledge depth assessment",2.67857142857143,10.75,4.44444444444444,-1.2769126984127
cooper_2018_funny_topics,Humor survey: subjects students find funny (Cooper et al. 2018),3.41176470588235,21.5294117647059,10,95.54
cooper_2018_offensive_topics,Humor survey: offensive joke subjects checklist,3.41176470588235,21.5294117647059,10,95.54
cordova2019_clinical_edu_environment,"Postgraduate Hospital Educational Environment Measure (PHEEM), Spanish version adapted for physiotherapy interns (Cordova-Leon, Fernandez-Huerta & Rojas-Vargas, 2019) -- dictionary Description says 'DREEM-based' but this is PHEEM, a related but distinct Roff-family environment measure; worth correcting.",10.1,70.9,10.4,15.2294547511312
cormier_2024_cognitive_decline,Subjective Cognitive Function (SCF) questionnaire,14,80.1666666666667,2.5,8.69380952380952
cormier_2024_personality,"Big Five Inventory-2 Extra-Short Form (BFI-2-XS), with one embedded attention-check item",9.1875,49.1875,16.2,5.57271683673469
cormier_2024_phq4,PHQ-4,18.5,99.25,15.25,7.88986486486487
cormier_2024_pss4,Perceived Stress Scale-4 (PSS-4),18.75,100.25,9.6,7.61316666666667
corti_2023_academic_adaptation,First Trimester Assessment Questionnaire (FTAQ),6.57142857142857,37.8571428571429,2,6.98155279503106
cox_2024_feedback_perceptions,Feedback perceptions questionnaire,11.8,75.8,9,10.412
CPDMMC_Kunnari_2020_HCD,"High-Conflict Moral Dilemmas (Greene et al., 2004 battery)",22.75,120.166666666667,7,10.3259489051095
CPDMMC_Kunnari_2020_PDP,Process Dissociation Moral Dilemmas,17.0555555555556,94.2222222222222,11,9.39690938511327
CQTMS_Hur_2023,"Character Qualities Test for Medical Students (SPHER3C), 160-item preliminary form",4.26875,19.7625,10.2,2.15943914714495
criticalperiod_syntax,"Which English? grammaticality-judgment quiz (Hartshorne, Tenenbaum & Pinker, 2018)",3.09473684210526,15.5684210526316,10.8631578947368,3.32414965986395
cucchi_2018_kims,Kentucky Inventory of Mindfulness Skills (KIMS) - Describing and Acting with Awareness subscales,15.3333333333333,80.6666666666667,16,6.97415151515152
cucchi_2018_pts,"Interpersonal Reactivity Index (IRI; Davis, 1983), Perspective Taking subscale (7 items)",16.2857142857143,87.2857142857143,23.5,7.52984962406015
cucchi_2018_rfq,Reflective Functioning Questionnaire (RFQ),9.625,46.75,14.4285714285714,3.64167207792208
cucchi_2018_scoff,SCOFF questionnaire,11.4,58,2.5,4.17529824561403
cugmas_2021_elderly_social_support,Egocentric social support network name generators with relationship-type name interpreter (Questionnaire on Social Support Networks during the Coronavirus Pandemic),1.1875,8.125,2,36.0973684210526
CV_OASIS_ODSIS_PPE_Novak_2020_BFI,"Big Five Inventory (BFI-44), Neuroticism subscale",1,2,6.2,-3.4
CV_OASIS_ODSIS_PPE_Novak_2020_RSES,Rosenberg Self-Esteem Scale (RSES),1,2,11,-3.4
dahlstrom_2022_scoare,Evaluation of the SCOARE (Scientific Communication Advances Research Excellence) Workshop post-workshop evaluation survey,8.25,60.35,3.25,12.157196969697
daiku_2021_dirty_dozen,"Dark Triad Dirty Dozen, Japanese version (DTDD-J)",8.08333333333333,38.0833333333333,4.6,3.49858247422681
dalky_2020_sf36,SF-36 Health Survey (Arabic version),1,2,15.5205479452055,-3.4
dasilva_2019_hexaco24,Brief HEXACO Inventory (BHI),6.83333333333333,34.9166666666667,16.2,4.27134146341463
dass_Thiyagarajan2022,"Depression, Anxiety and Stress Scale - 21 Items (DASS-21)",1,2,13.5,-3.4
dd_rotation,"Mental rotation task (10 binary items), Kievit (2010); see Borst, Kievit, Thompson & Kosslyn (2011)",4,26.7,6,9.57
de_vries_2022_bat_burnout_core,"Burnout Assessment Tool (BAT) – core symptoms, work-related version",10.0434782608696,49.8695652173913,5,5.38842838321099
de_vries_2022_bat_secondary,"Burnout Assessment Tool (BAT), secondary symptoms scale (work-related version)",6.4,35.1,5,3.79006060606061
debacker_2018_decisionjustification,Decision justifications,10.25,65.25,2,8.55384146341463
decamp_2022_online_discussion,"Online Teaching Practices Instrument (DeCamp et al., 2022): discussion facilitation contributions",12.0833333333333,87.1666666666667,6.2,13.5362931034483
deilkas_2019_patient_safety_climate,"Safety Attitudes Questionnaire - Ambulatory Version (SAQ-AV), Norwegian version for GP practices",1,2,13.8,-3.4
dejesus_2017_lequesne,Lequesne Functional Index (Índice Funcional de Lequesne),6.52380952380952,35.2619047619048,22.3571428571429,3.44844629822732
dejesus_2017_sf36,"SF-36 (Medical Outcomes Study 36-Item Short-Form Health Survey), Brazilian Portuguese version",10.0857142857143,60.9571428571429,16.9571428571429,6.76212545528126
depression_anxiety_stress,"Depression Anxiety Stress Scales (DASS-42), Ten Item Personality Inventory (TIPI), and a 16-word vocabulary checklist",6.78148148148148,39.1518518518519,34.2814814814815,6.70743902327995
derubeis_2017_arsq,"Adult Rejection Sensitivity Questionnaire (ARSQ), German version",17.75,93.425,7.25,6.96872375690608
di_riso_2025_mask_emotion,Ad Hoc Socio-Demographic Interview - Emotions experienced when wearing face masks,1,2,8.2,-3.4
dinic_2025_shortdarktriad,Short Dark Triad (SD3),8.59259259259259,45.962962962963,7.4,5.00335249042146
direkvand_2022_mjsi,Iranian Midwives Job Satisfaction Instrument (MJSI),1,2,2,-3.4
DMCT_Addis_2020_PSIQ,Plymouth Sensory Imagery Questionnaire (Psi-Q),2.94285714285714,14.4285714285714,6.09090909090909,442.433398058252
donati_2021_cfq7,"Cognitive Fusion Questionnaire-7 (CFQ-7), Italian version",12,60.7142857142857,15.8571428571429,4.97159663865547
dong_2025_teacher_leadership,Survey Questionnaire on the Current Situation of Leadership among Primary and Secondary School Teachers in Xinjiang Uygur Autonomous Region,13.6875,94.9375,19.8,12.4070454545455
dopmeijer_2022_loneliness,De Jong Gierveld Loneliness Scale (11-item),1,2,11.4,-3.4
dou2025_area,"Aesthetic Responsiveness Assessment (AReA), Chinese revised 12-item version (Peng & Chen, 2023)",12.75,70.1666666666667,7.4,8.27792483660131
double_marking_steele_2022,Exploring the Value of Double Marking in Dissertation Assessments,1,9.09259259259259,92.3333333333333,59.5262962962963
doustmohammadian_2017_fnlit,Food and Nutrition Literacy (FNLIT) scale for elementary school children (58-item validation form),10.3448275862069,60.3275862068966,5.76206896551724,7.53002405773857
dpt_noncog__emotional_intelligence,Schutte Self Report Emotional Intelligence Test (SSEIT),11.3571428571429,60.5714285714286,7.4,6.49339285714285
dpt_noncog__intolerance_of_uncertainty,Intolerance of Uncertainty Scale (IUS-27; 16-item selection),9.5,53.1875,28.6,6.04789473684211
duboz_2021_swls,Satisfaction With Life Scale (SWLS),1,2,14.4285714285714,-3.4
dudasova_2021_cpc12,"Compound Psychological Capital Scale (CPC-12), Czech translation",9.33333333333333,45.8333333333333,14,4.38035714285714
dudasova_2021_cpc12_study3,Compound Psychological Capital Scale (CPC-12),12.1666666666667,60.1666666666667,6.5,5.48102739726028
dudasova_2021_gratitude,Gratitude Questionnaire-Six Item Form (GQ-6),1,2,11.7142857142857,-3.4
dudasova_2021_swls,Satisfaction With Life Scale (SWLS),1,2,14.4285714285714,-3.4
dulger2024_wordcompletion,Scenario Completion Task and Memory Recognition Task (word-fragment completion component),1,8.23333333333333,19,54.4166666666667
dumas_Organisciak_2022,NA,1,4.7,7.4,20.43
dumas_organisciak_2022,NA,1,4.7,7.4,20.43
dussel_2022_pcl17,"PTSD Checklist (PCL), 17-item DSM-IV version",1,2,10.4,-3.4
dvivdtws_ppmial_marcatto_2023_dtw,"Dark Tetrad at Work (DTW) scale, Italian version",8.40909090909091,42.9090909090909,2,4.20954545454546
dwyer_2019_clinton_cesd,Center for Epidemiologic Studies Depression Scale (CES-D),6.3,30.85,42.25,2.22573015873016
eammi_grahe_2018_american_dream,American Dream Beliefs,8.66666666666667,50,6.6,7.75923076923077
eammi_grahe_2018_belong,Need to Belong,10.9166666666667,53,7.5,4.90798056904927
eammi_grahe_2018_disability_identity,Disability Identity,7.8,43.0666666666667,7.4,8.12721367521368
eammi_grahe_2018_efficacy,General Self-Efficacy,12,63.5454545454545,7.77272727272727,7.88375757575757
eammi_grahe_2018_exploit,Interpersonal Exploitativeness,9.33333333333333,53.6666666666667,6.42857142857143,7.85714285714286
eammi_grahe_2018_idea,Dimensions of Emerging Adulthood,12.5,61.875,8.75,6.041
eammi_grahe_2018_marriage_attitudes,Marital Salience & Permanence,11,63.5,15.2,8.00909090909091
eammi_grahe_2018_marriage_timing,Ideal Marital Timing,12,61,10.4666666666667,5.80666666666666
eammi_grahe_2018_moa1,Markers of Adulthood (Importance),4.5,29.5,5.57142857142857,7.58342553191489
eammi_grahe_2018_moa2,Markers of Adulthood (Achievement),5.8,40.3,5.57142857142857,10.7433333333333
eammi_grahe_2018_npi,Narcissism,1,2,41.4615384615385,-3.4
eammi_grahe_2018_socmedia,Social Media Use & Motivations,7.41666666666667,39.4166666666667,3.6,3.42870813397129
eammi_grahe_2018_stress,Perceived Stress,9.08333333333333,54,4.83333333333333,36.5065596330275
eammi_grahe_2018_support,Perceived Social Support,10.5384615384615,50.6923076923077,7.34065934065934,4.02162408759124
eammi_grahe_2018_swb,Subjective Well-Being,8.5,41.8333333333333,5.85714285714286,2.76692307692308
eammi_grahe_2018_transgressions,Interpersonal Transgressions,5.5,31,4.28571428571429,63.2427272727273
ecps_sahm_2024_distrust,COVIDiSTRESS Global Survey Round II: Anti-expert sentiment,11.8461538461538,64.3076923076923,11.7142857142857,5.87726708074534
ecps_sahm_2024_dtl,COVIDiSTRESS Global Survey Round II: Resilience,10.0298507462687,51.7462686567164,18.0149253731343,4.38536302288264
ecps_sahm_2024_emotion,COVIDiSTRESS Global Survey Round II: Emotion regulation (ERQ short form),13.75,72.625,6.57142857142857,7.25795454545455
ecps_sahm_2024_ia,COVIDiSTRESS Global Survey Round II: Information acquisition,4.85714285714286,35.1428571428571,3.6,10.9454621848739
ecps_sahm_2024_identity,COVIDiSTRESS Global Survey Round II: Group identification,6,32.25,11.7142857142857,10.35
ecps_sahm_2024_moral,COVIDiSTRESS Global Survey Round II: Moral values,11.9090909090909,66,11.7142857142857,6.25912560721721
ecps_sahm_2024_sscd,COVIDiSTRESS Global Survey Round II: Compliance with COVID-19 guidelines,12.375,73.8333333333333,7.85714285714286,7.47697368421053
ecps_sahm_2024_stress,COVIDiSTRESS Global Survey Round II: Perceived Stress Scale,7.86861313868613,47.5109489051095,14.978102189781,6.75651993988044
ecps_sahm_2024_support,COVIDiSTRESS Global Survey Round II: Perceived social support,11.3333333333333,47,11.7142857142857,2.01823529411765
ecps_sahm_2024_trust,COVIDiSTRESS Global Survey Round II: Trust in institutions,6.28571428571429,40.7142857142857,3.36363636363636,7.10825396825397
ecps_sahm_2024_vaccine,COVIDiSTRESS Global Survey Round II: Vaccine willingness,13.2553191489362,78.2978723404255,11.3404255319149,7.96628812199037
eeedprm_bulut_2021,Rosenberg Self-Esteem Scale,10.2,46.4,11,3.0801568627451
EEN_Lacey_2024_Children,Destigmatizing Mental Health in Nepal - adolescent phone survey,8.41463414634146,49.9024390243902,14.390243902439,5.41766323498929
EEN_Lacey_2024_Parent,"Parent (adult respondent) survey, Lacey et al. (2024), 'Can destigmatizing mental health increase willingness to seek help? Experimental evidence from Nepal'",18.4285714285714,107.792207792208,12.1818181818182,9.32572586188185
ellis_2016_calc_instrprac,Characteristics of Successful Programs in College Calculus (CSPCC) Calculus I end-of-semester student survey - instructor classroom practices (Q19),12.625,86,4.66666666666667,8.58642156862745
ellis_2016_calc_instrqual,"MAA Characteristics of Successful Programs in College Calculus (CSPCC) End-of-Semester Student Survey, Question 18 (instructor quality)",10.625,76.125,12.5,12.4313970588235
emidy2024_fevs,2022 U.S. Office of Personnel Management Federal Employee Viewpoint Survey (OPM FEVS),10.4623655913978,65.6021505376344,13.7935483870968,10.6810519731976
emobank_buechel_2017,"EmoBank crowdsourced VAD annotation task (5-point Self-Assessment Manikin: Pleasure, Arousal, Control)",115,773.833333333333,12.8666666666667,9.78664285714286
emsc_kuan-chin_2023,Communication Skills,1.85714285714286,16.1428571428571,53.9047619047619,17.8112087912088
enkavi_2019_ant_flanker,"Attention Network Task (ANT), expfactory `attention_network_task` implementation used in the Self-Regulation Ontology battery",19.25,75.625,8,4.36567961165049
enkavi_2019_gonogo,"Go-Nogo Task, expfactory `go_nogo` implementation used in the Self-Regulation Ontology battery",1,2,8,-3.4
enkavi_2019_navon,"Local-Global Letter Task (Navon global-local letter task), Self-Regulation Ontology battery",14,77,8,7.57
enkavi_2019_simon,Simon Task,1,2,8,-3.4
enkavi_2019_stopsignal,"Stop-Signal Task, expfactory `stop_signal` implementation used in the Self-Regulation Ontology battery",1,2,8,-3.4
enkavi_2019_stroop,"Stroop task (color-word interference), expfactory `stroop` implementation used in the Self-Regulation Ontology battery",5,24,8,0.52
environment_ltm,"Environment section, British Social Attitudes Survey 1990 (ltm package `Environment` data set)",4.33333333333333,29.5,16.6666666666667,8.33846153846154
esiason_2024_ace,Adverse Childhood Experiences (ACE) Questionnaire,28.7,146.5,2.5,6.74687590937435
esiason_2024_cfq,Cognitive Fusion Questionnaire (CFQ13),12.8461538461538,66.6153846153846,13.5714285714286,5.81547619047619
estcrm_epia,Eysenck Personality Inventory Impulsivity Subscale,7.6,40.6,2.02702702702703,2.88276923076923
estevezlopez_2016_panas,"Positive and Negative Affect Schedule (PANAS), Spanish version (Sandín et al., 1999)",1,7.4,13,13.71
eurpar2_mudfold,Political party preference data from Europeans,3.66666666666667,32.6666666666667,2.5,23.3854545454545
evans_2023_vaccination_norms,Pro-Vaccination Social Norms Scale,16.8,93.2,15.08,8.7205393258427
evans_2023_vaccine_hesitancy,"Vaccine Hesitancy Index (five items reflecting the Five Cs framework, adapted from Betsch et al.'s 5C scale)",11.6,74.6,14,9.36526984126984
evpromisi_stone_2021_cdiag,"Chronic diagnosis checklist (baseline participant characteristics, Ecological Validity of PROMIS Instruments study)",9.66666666666667,55.9166666666667,24,9.49284188034188
extremera_2016_ei,"Wong and Law Emotional Intelligence Scale, Spanish version (WLEIS-S)",9.6875,49.25,20.7142857142857,5.68557692307692
extremera_2016_sbq,Suicidal Behaviours Questionnaire—Revised (SBQ-R),1,2,27.695652173913,-3.4
extremera_2016_swls,Satisfaction With Life Scale (SWLS),1,2,14.4285714285714,-3.4
faces_spanish_vegas_2022_faces,Family Adaptability and Cohesion Evaluation Scale Package (FACES IV).,11.4047619047619,60.0714285714286,14.6,5.82816872762773
faces_spanish_vegas_2022_fss,family satisfaction scale (fss),6.8,43.4,18,9.96788235294118
facit_yount_2021_crqsasx,Shortness of breath scale,9,47.85,20.5,4.24924691358025
facit_yount_2021_hadsx,Depression scale,8.5,41.4285714285714,16.25,2.89642857142857
fad_dataset1,Data on free will and determinism,9.25925925925926,55.6296296296296,3.6,7.52936507936508
fad_dataset2,"Data on free will and determinism, dualism/anti-reduction subscale (participants: (1) students in an online Intro to Psych course, (2) students in an in-person, university Intro to Psych course)",1,17.0847457627119,3.6,-0.00237288135593161
falih_2026_dass21,Depression Anxiety Stress Scales - 21 item version (DASS-21),9.66666666666667,50.3809523809524,45.25,5.94592334494774
falih_2026_mds16,16-item Maladaptive Daydreaming Scale (MDS-16),27.1875,166.75,4.63636363636364,9.51429223744292
fatima_2025_mslq,"Motivated Strategies for Learning Questionnaire (MSLQ), adapted for clinical clerkship",18.0246913580247,99.2839506172839,6.57142857142857,9.88242609115636
fcv19s_hossain_2022__fear,Fear of COVID-19,9.85714285714286,62.2857142857143,11,9.60481203007519
fcv19s_hossain_2022_anxiety,Measured with GAD-7 to assess anxiety,6.28571428571429,37.7142857142857,15.25,6.97506493506494
fcv19s_hossain_2022_depression,"WHO-5 Well-Being Index to evaluate positive well-being, inversely indication depression",7.6,39.2,18.1666666666667,2.58978947368421
fcv19s_hossain_2022_fear,Fear of COVID-19,9.85714285714286,62.2857142857143,11,9.60481203007519
fedsp_trzcinska_2023_prd,Relative deprevation amongst children,15.4,77.8,6.5,6.20041558441558
fedsp_trzcinska_2023_pspcsa,Self-esteem amongst children,4,21.0833333333333,13.4,93.0058333333333
fedsp_trzcinska_2023_smsd,Material and social deprevation amongst children,2.69230769230769,18.3846153846154,11.5,8.10666666666667
ffm_agr,"The personality test was constructed with the ""Big-Five Factor Markers"" from the IPIP. https://ipip.ori.org/newBigFive5broadKey.htm

IPIP-FFM-data-8Nov2018.zip",5.5,29.2,10.2,4.57681818181818
ffm_csn,"The personality test was constructed with the ""Big-Five Factor Markers"" from the IPIP. https://ipip.ori.org/newBigFive5broadKey.htm

IPIP-FFM-data-8Nov2018.zip",5.4,26.2,10.2,2.24933333333333
ffm_est,"The personality test was constructed with the ""Big-Five Factor Markers"" from the IPIP. https://ipip.ori.org/newBigFive5broadKey.htm

IPIP-FFM-data-8Nov2018.zip",4.7,22.9,10.2,2.81321276595745
ffm_ext,"The personality test was constructed with the ""Big-Five Factor Markers"" from the IPIP. https://ipip.ori.org/newBigFive5broadKey.htm

IPIP-FFM-data-8Nov2018.zip",6.1,30.6,10.2,3.42506557377049
ffm_opn,"The personality test was constructed with the ""Big-Five Factor Markers"" from the IPIP. https://ipip.ori.org/newBigFive5broadKey.htm

IPIP-FFM-data-8Nov2018.zip",5.5,30,10.2,6.93681818181818
firstborn_personality,Data from a survey with personality items that correlate with being a firstborn child,5.78947368421053,29.2894736842105,4.8,3.85834928229665
fisher_2019_belonging,California Alliance graduate student survey (sense of belonging items),14,88.5,2,13.47
fisher_2019_preparedness,Perceived level of preparation,32.5,216.5,3.33333333333333,17.2771428571429
fisher_2019_structure,"Perceived departmental structure (2 items, California Alliance survey of STEM PhD students)",10.5,76,2,66.4638095238095
fisher_temperment,"Data from an online version of the Fisher Temperment Inventory, which is a measure of personality based on the idea that behavior is influenced by the dominance of neurotransmitters in the brain.",7.03846153846154,40.7662721893491,13.3136094674556,6.90386085815079
fivpei_perrig_2023_imi,Intrinsic Motivation Inventory,9.14285714285714,47.2857142857143,6.42857142857143,4.20071428571429
fivpei_perrig_2023_pxi,Player Experience Inventory,8.96969696969697,44.030303030303,19.5714285714286,3.1365601965602
florida_twins_auth,The Book Authors measure assesses a child's recognition of real authors and determines whether their knowledge comes from reading the authors' work.,2.08,12.96,24.75,6.56580971659919
florida_twins_behavior_cads,"The Child and Adolescent Dispositions Scale (CADS) assesses temperament and personality traits, such as Prosociality (including facets like Sympathy, Respect for Rules, and Sociability), Negative Emotionality, and Daring.",9.14035087719298,51.9649122807018,16.75,3.70133741888969
florida_twins_behavior_cadsyv,"The Child and Adolescent Dispositions Scale Youth Version (CADSYV) assesses temperament and personality traits, including dimensions such as Prosociality (with facets like Sympathy, Respect for Rules, and Sociability), Negative Emotionality, and Daring.",8.75438596491228,45.2280701754386,16.75,3.64188675281017
florida_twins_behavior_ecs,The Effortful Control Scale (ECS) evaluates traits related to impulsivity and behavioral regulation.,10.625,57.7708333333333,8,4.85809890891841
florida_twins_behavior_friends,Friends scale evaluates both positive and negative characteristics of peer relationships.,7.15789473684211,38,33.8289473684211,1.2574613003096
florida_twins_behavior_panas,Positive and Negative Affect Scale (PANAS) measures the trait levels of both positive and negative emotional states.,1,7.4,13,13.7788235294118
florida_twins_behavior_rcads,The Revised Child Anxiety and Depression Scale (RCADS) is a clinical tool used to assess dimensions of anxiety and depression.,10.8617021276596,54.9255319148936,6.25,3.61821770696783
florida_twins_behavior_tas,The Test Attitude Survey measures levels of test anxiety.,10.6666666666667,49.6666666666667,14.25,2.766875
florida_twins_cads,"The Child and Adolescent Dispositions Scale (CADS) assesses temperament and personality traits, including dimensions such as Prosociality (with facets like Sympathy, Respect for Rules, and Sociability), Negative Emotionality, and Daring.",8.75438596491228,45.2280701754386,16.75,3.64188675281017
florida_twins_chaos,"CHAOS scale (About My Home) assesses the home environment, specifically measuring the degree to which it is chaotic or structured and routine.",10.8333333333333,53,17,5.155
florida_twins_class,Class Time scale examines how teachers interact with and treat their students.,9.5,51.2,11,2.16144736842105
florida_twins_dbi,"Disruptive Behaviors Inventory (DBI) is a checklist/endorsement of behavioral problems related to reckless behavior, conduct problems, or anti-social behaviors.",13.5833333333333,80.0555555555556,8,5.4307726045884
florida_twins_dweck,DWECK scale evaluates a child's implicit ideas about intelligence.,12.125,72,11.5,7.38617268041237
florida_twins_friends,Friends scale evaluates both positive and negative characteristics of peer relationships.,7.14285714285714,37.6666666666667,32.9285714285714,1.19838095238095
florida_twins_grades,Circle the letter/word that best describes your academic performance in the following subjects during the 2016/2017 school year.,1.75,13.5,12.7777777777778,5.84
florida_twins_grit,GRIT scale assesses perseverance and passion for achieving long-term goals.,9.25,50.4166666666667,16.2,5.66434684684685
florida_twins_hwk,"Part of ""Homework and Free Time"" measure which assesses student’s preferred and projected future occupation and education level, use of technology and social media, parental monitoring of technology and media use.",9,47.75,7.5,4.96444444444445
florida_twins_leq,Life Events Questionnaire (LEQ) captures stressful life events (both positive and negative valences) occurring within the past year with ratings for frequency and perceived level of stress associated with the event.,9.66666666666667,51.6190476190476,5.875,3.19448179271709
florida_twins_media,"Part of ""Homework and Free Time"" measure which assesses student’s preferred and projected future occupation and education level, use of technology and social media, parental monitoring of technology and media use.",10,50.1176470588235,5.85294117647059,4.62552036199095
florida_twins_nes,The Neighborhood Environment Scale evaluates the safety and perceived danger of the home neighborhood.,14,74.2,12.25,3.21702816901409
florida_twins_pals,"Patterns of Adaptive Learning Scales (PALS) assess students' perceptions of achievement goals and approaches set by parents, teachers, and classrooms, as well as any dissonance between home and school environments.",15.1388888888889,77.6666666666667,8.2,6.24957951070337
florida_twins_panas,Positive and Negative Affect Scale (PANAS) measures the trait levels of both positive and negative emotional states.,2,10.95,13,5.18662162162163
florida_twins_read,"""How do you feel about reading?"" measures interest and enjoyment in reading.",10.6111111111111,52.5185185185185,19.25,2.33606020942408
florida_twins_sch,"""What My School is Like?"" evaluates students' perceptions of their school environment.",9.78947368421053,45.7368421052632,12.25,0.399048152295634
florida_twins_tech,"Part of ""Homework and Free Time"" measure which assesses student’s preferred and projected future occupation and education level, use of technology and social media, parental monitoring of technology and media use.",8.72727272727273,52.7272727272727,6.85714285714286,8.70946969696969
frac20,Data from fraction subtraction problems.,4.1,11.05,NA,-1.879
fredrickson_2015_mhcsf,"Mental Health Continuum-Short Form (MHC-SF), adult version",8.71428571428571,48.7142857142857,14.1666666666667,288.557213114754
frikha_2023_pe_acrs,Physical Education Autonomy Relatedness Competence Scale (PE-ARCS),7.08333333333333,32.0833333333333,8.2,2.30426470588235
frikha_2023_pe_ms,Physical Education Motivation Scale (PE-MS),9.33333333333333,39.4444444444444,8.2,2.94047619047619
ftna_kasper_2022,Tanzanian national school examinations: Primary School Leaving Examination (PSLE) and Form Two National Assessment (FTNA),1.09090909090909,8.45454545454546,1,18.2687878787879
fukuda_2021_health_literacy,European Health Literacy Survey Questionnaire (HLS-EU-Q47),1,2,12.5,-3.4
fukuda_2021_info_reliability,Reliability of health and medical information sources,1,2,12,-3.4
fukuda_2021_withholding_behavior,Preventive practices questionnaire,1,2,2.5,-3.4
gabriel_2026_knowledge_confidence,Agricultural knowledge statements: confidence in judgement (six-point subjective probability scale),1,2,10.3333333333333,-3.4
gabriel_2026_media_use,Media use for information on agriculture and food,1,2,7.4,-3.4
gad_BrummerHoffman_2021,Augmented GAD-7,6.57142857142857,37.1428571428571,17.1,5.18590062111801
gan_2015_cesd,Center for Epidemiologic Studies Depression Scale (CES-D),1,2,42.25,-3.4
gan_2015_ucla_loneliness,"UCLA Loneliness Scale, 8-item short form (ULS-8; Hays & DiMatteo, 1987)",1,2,6.5,-3.4
ganbat_2022_pollution_disease_risk,"Wintertime illness-related absenteeism questionnaire (Ulaanbaatar private-sector employees), Question 2 - diseases experienced during high air pollution periods",1,2,2,-3.4
ganbat_2022_pollution_leave_type,"Wintertime illness-related absenteeism survey (Ulaanbaatar private sector), Q7: type of temporary leave",2.4,14.8,2,2.29666666666667
ganbat_2022_pollution_symptoms,Ulaanbaatar wintertime absenteeism survey: common symptoms related to air pollution (Q1),4,26.5,2,4.77625
geography,slepemapy.cz adaptive geography practice (outline-map place identification),2.28326474622771,17.042524005487,67,10.8671991920397
gilbert_meta_1,Reading comprehension data from an RCT,9.5,54.7,40.4083333333333,6.45675438596492
gilbert_meta_10,Reading self-concept following a literacy intervention,7.8,37.3,11.5666666666667,1.44558974358974
gilbert_meta_100,Vocabulary test,7,38.6666666666667,6.41666666666667,3.57571428571429
gilbert_meta_101,Participants rated 9 depression-related symptoms daily via digital self-report during treatment.,2.44444444444444,25.5555555555556,25,13.8590476190476
gilbert_meta_102,vocabulary test,2.02777777777778,11.8611111111111,4.88888888888889,7.34603881278539
gilbert_meta_103,reading comprehension,12.0344827586207,66.3793103448276,26.551724137931,4.25678425477946
gilbert_meta_104,background science knowledge,11.5555555555556,59.1111111111111,12.8333333333333,2.54953846153846
gilbert_meta_105,"Perceived emotional and practical support from family and peers among adolescent girls participating in the Pathways to Choice program, a bundled empowerment and education intervention in Northern Nigeria designed to delay child marriage and promote schooling.",9.375,49.375,10.5,3.32758333333333
