irw_version	irw_released_at	dataset	redivis_tag	redivis_released_at	precision	redivis_released_before
138	2025-07-10T14:02:53Z	irw_simsyn	v1.0	2025-05-02T19:36:11Z	exact	
139	2025-07-10T14:10:39Z	item_response_warehouse	v30.2	2025-07-07T18:19:05Z	bracketed	2025-08-04T19:56:01Z
139	2025-07-10T14:10:39Z	irw_text	v1.1	2025-07-10T14:10:39Z	exact	
139	2025-07-10T14:10:39Z	irw_meta	v9.1	2025-07-02T13:31:34Z	exact	
139	2025-07-10T14:10:39Z	irw_simsyn	v1.0	2025-05-02T19:36:11Z	exact	
140	2025-07-12T15:04:48Z	item_response_warehouse	v30.2	2025-07-07T18:19:05Z	bracketed	2025-08-04T19:56:01Z
140	2025-07-12T15:04:48Z	irw_text	v2.0	2025-07-12T15:04:48Z	exact	
140	2025-07-12T15:04:48Z	irw_meta	v9.1	2025-07-02T13:31:34Z	exact	
140	2025-07-12T15:04:48Z	irw_simsyn	v1.0	2025-05-02T19:36:11Z	exact	
141	2025-07-16T13:53:35Z	item_response_warehouse	v30.2	2025-07-07T18:19:05Z	bracketed	2025-08-04T19:56:01Z
141	2025-07-16T13:53:35Z	irw_text	v2.1	2025-07-16T13:53:35Z	exact	
141	2025-07-16T13:53:35Z	irw_meta	v9.1	2025-07-02T13:31:34Z	exact	
141	2025-07-16T13:53:35Z	irw_simsyn	v1.0	2025-05-02T19:36:11Z	exact	
142	2025-07-16T14:11:08Z	item_response_warehouse	v30.2	2025-07-07T18:19:05Z	bracketed	2025-08-04T19:56:01Z
142	2025-07-16T14:11:08Z	irw_text	v2.2	2025-07-16T14:11:08Z	exact	
142	2025-07-16T14:11:08Z	irw_meta	v9.1	2025-07-02T13:31:34Z	exact	
142	2025-07-16T14:11:08Z	irw_simsyn	v1.0	2025-05-02T19:36:11Z	exact	
143	2025-07-16T16:53:46Z	item_response_warehouse	v30.2	2025-07-07T18:19:05Z	bracketed	2025-08-04T19:56:01Z
143	2025-07-16T16:53:46Z	item_response_warehouse_2	v1.0	2025-07-16T16:53:46Z	bracketed	2025-07-17T14:28:56Z
143	2025-07-16T16:53:46Z	irw_text	v2.2	2025-07-16T14:11:08Z	exact	
143	2025-07-16T16:53:46Z	irw_meta	v9.1	2025-07-02T13:31:34Z	exact	
143	2025-07-16T16:53:46Z	irw_simsyn	v1.0	2025-05-02T19:36:11Z	exact	
144	2025-07-17T14:28:56Z	item_response_warehouse	v30.2	2025-07-07T18:19:05Z	bracketed	2025-08-04T19:56:01Z
144	2025-07-17T14:28:56Z	item_response_warehouse_2	v1.1	2025-07-17T14:28:56Z	bracketed	2025-07-20T14:38:27Z
144	2025-07-17T14:28:56Z	irw_text	v2.2	2025-07-16T14:11:08Z	exact	
144	2025-07-17T14:28:56Z	irw_meta	v9.1	2025-07-02T13:31:34Z	exact	
144	2025-07-17T14:28:56Z	irw_simsyn	v1.0	2025-05-02T19:36:11Z	exact	
145	2025-07-18T13:42:24Z	item_response_warehouse	v30.2	2025-07-07T18:19:05Z	bracketed	2025-08-04T19:56:01Z
145	2025-07-18T13:42:24Z	item_response_warehouse_2	v1.1	2025-07-17T14:28:56Z	bracketed	2025-07-20T14:38:27Z
145	2025-07-18T13:42:24Z	irw_text	v2.2	2025-07-16T14:11:08Z	exact	
145	2025-07-18T13:42:24Z	irw_meta	v9.2	2025-07-18T13:42:24Z	exact	
145	2025-07-18T13:42:24Z	irw_simsyn	v1.0	2025-05-02T19:36:11Z	exact	
146	2025-07-18T14:12:28Z	item_response_warehouse	v30.2	2025-07-07T18:19:05Z	bracketed	2025-08-04T19:56:01Z
146	2025-07-18T14:12:28Z	item_response_warehouse_2	v1.1	2025-07-17T14:28:56Z	bracketed	2025-07-20T14:38:27Z
146	2025-07-18T14:12:28Z	irw_text	v2.2	2025-07-16T14:11:08Z	exact	
146	2025-07-18T14:12:28Z	irw_meta	v9.3	2025-07-18T14:12:28Z	exact	
146	2025-07-18T14:12:28Z	irw_simsyn	v1.0	2025-05-02T19:36:11Z	exact	
147	2025-07-20T14:38:27Z	item_response_warehouse	v30.2	2025-07-07T18:19:05Z	bracketed	2025-08-04T19:56:01Z
147	2025-07-20T14:38:27Z	item_response_warehouse_2	v1.2	2025-07-20T14:38:27Z	bracketed	2025-08-04T19:56:44Z
147	2025-07-20T14:38:27Z	irw_text	v2.2	2025-07-16T14:11:08Z	exact	
147	2025-07-20T14:38:27Z	irw_meta	v9.3	2025-07-18T14:12:28Z	exact	
147	2025-07-20T14:38:27Z	irw_simsyn	v1.0	2025-05-02T19:36:11Z	exact	
148	2025-07-28T18:32:42Z	item_response_warehouse	v30.2	2025-07-07T18:19:05Z	bracketed	2025-08-04T19:56:01Z
148	2025-07-28T18:32:42Z	item_response_warehouse_2	v1.2	2025-07-20T14:38:27Z	bracketed	2025-08-04T19:56:44Z
148	2025-07-28T18:32:42Z	irw_text	v2.3	2025-07-28T18:32:42Z	exact	
148	2025-07-28T18:32:42Z	irw_meta	v9.3	2025-07-18T14:12:28Z	exact	
148	2025-07-28T18:32:42Z	irw_simsyn	v1.0	2025-05-02T19:36:11Z	exact	
149	2025-07-31T15:27:22Z	item_response_warehouse	v30.2	2025-07-07T18:19:05Z	bracketed	2025-08-04T19:56:01Z
149	2025-07-31T15:27:22Z	item_response_warehouse_2	v1.2	2025-07-20T14:38:27Z	bracketed	2025-08-04T19:56:44Z
149	2025-07-31T15:27:22Z	irw_text	v2.3	2025-07-28T18:32:42Z	exact	
149	2025-07-31T15:27:22Z	irw_meta	v9.3	2025-07-18T14:12:28Z	exact	
149	2025-07-31T15:27:22Z	irw_competitions	v1.0	2025-07-31T15:27:22Z	exact	
149	2025-07-31T15:27:22Z	irw_simsyn	v1.0	2025-05-02T19:36:11Z	exact	
150	2025-07-31T15:52:32Z	item_response_warehouse	v30.2	2025-07-07T18:19:05Z	bracketed	2025-08-04T19:56:01Z
150	2025-07-31T15:52:32Z	item_response_warehouse_2	v1.2	2025-07-20T14:38:27Z	bracketed	2025-08-04T19:56:44Z
150	2025-07-31T15:52:32Z	irw_text	v3.0	2025-07-31T15:52:32Z	exact	
150	2025-07-31T15:52:32Z	irw_meta	v9.3	2025-07-18T14:12:28Z	exact	
150	2025-07-31T15:52:32Z	irw_competitions	v1.0	2025-07-31T15:27:22Z	exact	
150	2025-07-31T15:52:32Z	irw_simsyn	v1.0	2025-05-02T19:36:11Z	exact	
151	2025-08-01T14:07:53Z	item_response_warehouse	v30.2	2025-07-07T18:19:05Z	bracketed	2025-08-04T19:56:01Z
151	2025-08-01T14:07:53Z	item_response_warehouse_2	v1.2	2025-07-20T14:38:27Z	bracketed	2025-08-04T19:56:44Z
151	2025-08-01T14:07:53Z	irw_text	v3.0	2025-07-31T15:52:32Z	exact	
151	2025-08-01T14:07:53Z	irw_meta	v9.3	2025-07-18T14:12:28Z	exact	
151	2025-08-01T14:07:53Z	irw_competitions	v1.1	2025-08-01T14:07:53Z	exact	
151	2025-08-01T14:07:53Z	irw_simsyn	v1.0	2025-05-02T19:36:11Z	exact	
152	2025-08-04T19:56:01Z	item_response_warehouse	v31.0	2025-08-04T19:56:01Z	bracketed	2025-08-05T17:22:42Z
152	2025-08-04T19:56:01Z	item_response_warehouse_2	v1.2	2025-07-20T14:38:27Z	bracketed	2025-08-04T19:56:44Z
152	2025-08-04T19:56:01Z	irw_text	v3.0	2025-07-31T15:52:32Z	exact	
152	2025-08-04T19:56:01Z	irw_meta	v9.3	2025-07-18T14:12:28Z	exact	
152	2025-08-04T19:56:01Z	irw_competitions	v1.1	2025-08-01T14:07:53Z	exact	
152	2025-08-04T19:56:01Z	irw_simsyn	v1.0	2025-05-02T19:36:11Z	exact	
153	2025-08-04T19:56:44Z	item_response_warehouse	v31.0	2025-08-04T19:56:01Z	bracketed	2025-08-05T17:22:42Z
153	2025-08-04T19:56:44Z	item_response_warehouse_2	v1.3	2025-08-04T19:56:44Z	bracketed	2025-08-13T12:55:17Z
153	2025-08-04T19:56:44Z	irw_text	v3.0	2025-07-31T15:52:32Z	exact	
153	2025-08-04T19:56:44Z	irw_meta	v9.3	2025-07-18T14:12:28Z	exact	
153	2025-08-04T19:56:44Z	irw_competitions	v1.1	2025-08-01T14:07:53Z	exact	
153	2025-08-04T19:56:44Z	irw_simsyn	v1.0	2025-05-02T19:36:11Z	exact	
154	2025-08-05T13:07:47Z	item_response_warehouse	v31.0	2025-08-04T19:56:01Z	bracketed	2025-08-05T17:22:42Z
154	2025-08-05T13:07:47Z	item_response_warehouse_2	v1.3	2025-08-04T19:56:44Z	bracketed	2025-08-13T12:55:17Z
154	2025-08-05T13:07:47Z	irw_text	v3.0	2025-07-31T15:52:32Z	exact	
154	2025-08-05T13:07:47Z	irw_meta	v9.4	2025-08-05T13:07:47Z	exact	
154	2025-08-05T13:07:47Z	irw_competitions	v1.1	2025-08-01T14:07:53Z	exact	
154	2025-08-05T13:07:47Z	irw_simsyn	v1.0	2025-05-02T19:36:11Z	exact	
155	2025-08-05T13:11:27Z	item_response_warehouse	v31.0	2025-08-04T19:56:01Z	bracketed	2025-08-05T17:22:42Z
155	2025-08-05T13:11:27Z	item_response_warehouse_2	v1.3	2025-08-04T19:56:44Z	bracketed	2025-08-13T12:55:17Z
155	2025-08-05T13:11:27Z	irw_text	v3.1	2025-08-05T13:11:27Z	exact	
155	2025-08-05T13:11:27Z	irw_meta	v9.4	2025-08-05T13:07:47Z	exact	
155	2025-08-05T13:11:27Z	irw_competitions	v1.1	2025-08-01T14:07:53Z	exact	
155	2025-08-05T13:11:27Z	irw_simsyn	v1.0	2025-05-02T19:36:11Z	exact	
156	2025-08-05T17:22:42Z	item_response_warehouse	v32.0	2025-08-05T17:22:42Z	bracketed	2025-11-03T22:11:59Z
156	2025-08-05T17:22:42Z	item_response_warehouse_2	v1.3	2025-08-04T19:56:44Z	bracketed	2025-08-13T12:55:17Z
156	2025-08-05T17:22:42Z	irw_text	v3.1	2025-08-05T13:11:27Z	exact	
156	2025-08-05T17:22:42Z	irw_meta	v9.4	2025-08-05T13:07:47Z	exact	
156	2025-08-05T17:22:42Z	irw_competitions	v1.1	2025-08-01T14:07:53Z	exact	
156	2025-08-05T17:22:42Z	irw_simsyn	v1.0	2025-05-02T19:36:11Z	exact	
157	2025-08-11T14:26:33Z	item_response_warehouse	v32.0	2025-08-05T17:22:42Z	bracketed	2025-11-03T22:11:59Z
157	2025-08-11T14:26:33Z	item_response_warehouse_2	v1.3	2025-08-04T19:56:44Z	bracketed	2025-08-13T12:55:17Z
157	2025-08-11T14:26:33Z	irw_text	v3.2	2025-08-11T14:26:33Z	exact	
157	2025-08-11T14:26:33Z	irw_meta	v9.4	2025-08-05T13:07:47Z	exact	
157	2025-08-11T14:26:33Z	irw_competitions	v1.1	2025-08-01T14:07:53Z	exact	
157	2025-08-11T14:26:33Z	irw_simsyn	v1.0	2025-05-02T19:36:11Z	exact	
158	2025-08-13T12:55:17Z	item_response_warehouse	v32.0	2025-08-05T17:22:42Z	bracketed	2025-11-03T22:11:59Z
158	2025-08-13T12:55:17Z	item_response_warehouse_2	v1.4	2025-08-13T12:55:17Z	bracketed	2025-08-14T01:15:09Z
158	2025-08-13T12:55:17Z	irw_text	v3.2	2025-08-11T14:26:33Z	exact	
158	2025-08-13T12:55:17Z	irw_meta	v9.4	2025-08-05T13:07:47Z	exact	
158	2025-08-13T12:55:17Z	irw_competitions	v1.1	2025-08-01T14:07:53Z	exact	
158	2025-08-13T12:55:17Z	irw_simsyn	v1.0	2025-05-02T19:36:11Z	exact	
159	2025-08-13T14:07:01Z	item_response_warehouse	v32.0	2025-08-05T17:22:42Z	bracketed	2025-11-03T22:11:59Z
159	2025-08-13T14:07:01Z	item_response_warehouse_2	v1.4	2025-08-13T12:55:17Z	bracketed	2025-08-14T01:15:09Z
159	2025-08-13T14:07:01Z	irw_text	v3.2	2025-08-11T14:26:33Z	exact	
159	2025-08-13T14:07:01Z	irw_meta	v9.5	2025-08-13T14:07:01Z	exact	
159	2025-08-13T14:07:01Z	irw_competitions	v1.1	2025-08-01T14:07:53Z	exact	
159	2025-08-13T14:07:01Z	irw_simsyn	v1.0	2025-05-02T19:36:11Z	exact	
160	2025-08-14T01:15:09Z	item_response_warehouse	v32.0	2025-08-05T17:22:42Z	bracketed	2025-11-03T22:11:59Z
160	2025-08-14T01:15:09Z	item_response_warehouse_2	v1.5	2025-08-14T01:15:09Z	bracketed	2025-08-20T12:42:34Z
160	2025-08-14T01:15:09Z	irw_text	v3.2	2025-08-11T14:26:33Z	exact	
160	2025-08-14T01:15:09Z	irw_meta	v9.5	2025-08-13T14:07:01Z	exact	
160	2025-08-14T01:15:09Z	irw_competitions	v1.1	2025-08-01T14:07:53Z	exact	
160	2025-08-14T01:15:09Z	irw_simsyn	v1.0	2025-05-02T19:36:11Z	exact	
161	2025-08-20T12:42:34Z	item_response_warehouse	v32.0	2025-08-05T17:22:42Z	bracketed	2025-11-03T22:11:59Z
161	2025-08-20T12:42:34Z	item_response_warehouse_2	v1.6	2025-08-20T12:42:34Z	bracketed	2025-08-21T13:24:38Z
161	2025-08-20T12:42:34Z	irw_text	v3.2	2025-08-11T14:26:33Z	exact	
161	2025-08-20T12:42:34Z	irw_meta	v9.5	2025-08-13T14:07:01Z	exact	
161	2025-08-20T12:42:34Z	irw_competitions	v1.1	2025-08-01T14:07:53Z	exact	
161	2025-08-20T12:42:34Z	irw_simsyn	v1.0	2025-05-02T19:36:11Z	exact	
162	2025-08-21T13:24:38Z	item_response_warehouse	v32.0	2025-08-05T17:22:42Z	bracketed	2025-11-03T22:11:59Z
162	2025-08-21T13:24:38Z	item_response_warehouse_2	v1.7	2025-08-21T13:24:38Z	bracketed	2025-09-18T19:24:56Z
162	2025-08-21T13:24:38Z	irw_text	v3.2	2025-08-11T14:26:33Z	exact	
162	2025-08-21T13:24:38Z	irw_meta	v9.5	2025-08-13T14:07:01Z	exact	
162	2025-08-21T13:24:38Z	irw_competitions	v1.1	2025-08-01T14:07:53Z	exact	
162	2025-08-21T13:24:38Z	irw_simsyn	v1.0	2025-05-02T19:36:11Z	exact	
163	2025-08-27T15:25:45Z	item_response_warehouse	v32.0	2025-08-05T17:22:42Z	bracketed	2025-11-03T22:11:59Z
163	2025-08-27T15:25:45Z	item_response_warehouse_2	v1.7	2025-08-21T13:24:38Z	bracketed	2025-09-18T19:24:56Z
163	2025-08-27T15:25:45Z	irw_text	v3.3	2025-08-27T15:25:45Z	exact	
163	2025-08-27T15:25:45Z	irw_meta	v9.5	2025-08-13T14:07:01Z	exact	
163	2025-08-27T15:25:45Z	irw_competitions	v1.1	2025-08-01T14:07:53Z	exact	
163	2025-08-27T15:25:45Z	irw_simsyn	v1.0	2025-05-02T19:36:11Z	exact	
164	2025-09-18T19:24:56Z	item_response_warehouse	v32.0	2025-08-05T17:22:42Z	bracketed	2025-11-03T22:11:59Z
164	2025-09-18T19:24:56Z	item_response_warehouse_2	v1.8	2025-09-18T19:24:56Z	bracketed	2025-09-22T16:18:58Z
164	2025-09-18T19:24:56Z	irw_text	v3.3	2025-08-27T15:25:45Z	exact	
164	2025-09-18T19:24:56Z	irw_meta	v9.5	2025-08-13T14:07:01Z	exact	
164	2025-09-18T19:24:56Z	irw_competitions	v1.1	2025-08-01T14:07:53Z	exact	
164	2025-09-18T19:24:56Z	irw_simsyn	v1.0	2025-05-02T19:36:11Z	exact	
165	2025-09-18T19:44:34Z	item_response_warehouse	v32.0	2025-08-05T17:22:42Z	bracketed	2025-11-03T22:11:59Z
165	2025-09-18T19:44:34Z	item_response_warehouse_2	v1.8	2025-09-18T19:24:56Z	bracketed	2025-09-22T16:18:58Z
165	2025-09-18T19:44:34Z	irw_text	v3.3	2025-08-27T15:25:45Z	exact	
165	2025-09-18T19:44:34Z	irw_meta	v9.6	2025-09-18T19:44:34Z	exact	
165	2025-09-18T19:44:34Z	irw_competitions	v1.1	2025-08-01T14:07:53Z	exact	
165	2025-09-18T19:44:34Z	irw_simsyn	v1.0	2025-05-02T19:36:11Z	exact	
166	2025-09-19T14:51:55Z	item_response_warehouse	v32.0	2025-08-05T17:22:42Z	bracketed	2025-11-03T22:11:59Z
166	2025-09-19T14:51:55Z	item_response_warehouse_2	v1.8	2025-09-18T19:24:56Z	bracketed	2025-09-22T16:18:58Z
166	2025-09-19T14:51:55Z	irw_text	v3.4	2025-09-19T14:51:55Z	exact	
166	2025-09-19T14:51:55Z	irw_meta	v9.6	2025-09-18T19:44:34Z	exact	
166	2025-09-19T14:51:55Z	irw_competitions	v1.1	2025-08-01T14:07:53Z	exact	
166	2025-09-19T14:51:55Z	irw_simsyn	v1.0	2025-05-02T19:36:11Z	exact	
167	2025-09-22T16:18:58Z	item_response_warehouse	v32.0	2025-08-05T17:22:42Z	bracketed	2025-11-03T22:11:59Z
167	2025-09-22T16:18:58Z	item_response_warehouse_2	v1.9	2025-09-22T16:18:58Z	bracketed	2025-10-22T12:52:10Z
167	2025-09-22T16:18:58Z	irw_text	v3.4	2025-09-19T14:51:55Z	exact	
167	2025-09-22T16:18:58Z	irw_meta	v9.6	2025-09-18T19:44:34Z	exact	
167	2025-09-22T16:18:58Z	irw_competitions	v1.1	2025-08-01T14:07:53Z	exact	
167	2025-09-22T16:18:58Z	irw_simsyn	v1.0	2025-05-02T19:36:11Z	exact	
168	2025-10-01T21:14:05Z	item_response_warehouse	v32.0	2025-08-05T17:22:42Z	bracketed	2025-11-03T22:11:59Z
168	2025-10-01T21:14:05Z	item_response_warehouse_2	v1.9	2025-09-22T16:18:58Z	bracketed	2025-10-22T12:52:10Z
168	2025-10-01T21:14:05Z	irw_text	v3.4	2025-09-19T14:51:55Z	exact	
168	2025-10-01T21:14:05Z	irw_meta	v9.6	2025-09-18T19:44:34Z	exact	
168	2025-10-01T21:14:05Z	irw_competitions	v2.0	2025-10-01T21:14:05Z	exact	
168	2025-10-01T21:14:05Z	irw_simsyn	v1.0	2025-05-02T19:36:11Z	exact	
169	2025-10-01T22:12:29Z	item_response_warehouse	v32.0	2025-08-05T17:22:42Z	bracketed	2025-11-03T22:11:59Z
169	2025-10-01T22:12:29Z	item_response_warehouse_2	v1.9	2025-09-22T16:18:58Z	bracketed	2025-10-22T12:52:10Z
169	2025-10-01T22:12:29Z	irw_text	v3.4	2025-09-19T14:51:55Z	exact	
169	2025-10-01T22:12:29Z	irw_meta	v9.6	2025-09-18T19:44:34Z	exact	
169	2025-10-01T22:12:29Z	irw_competitions	v2.1	2025-10-01T22:12:29Z	exact	
169	2025-10-01T22:12:29Z	irw_simsyn	v1.0	2025-05-02T19:36:11Z	exact	
170	2025-10-02T21:03:15Z	item_response_warehouse	v32.0	2025-08-05T17:22:42Z	bracketed	2025-11-03T22:11:59Z
170	2025-10-02T21:03:15Z	item_response_warehouse_2	v1.9	2025-09-22T16:18:58Z	bracketed	2025-10-22T12:52:10Z
170	2025-10-02T21:03:15Z	irw_text	v3.4	2025-09-19T14:51:55Z	exact	
170	2025-10-02T21:03:15Z	irw_meta	v9.6	2025-09-18T19:44:34Z	exact	
170	2025-10-02T21:03:15Z	irw_competitions	v2.2	2025-10-02T21:03:15Z	exact	
170	2025-10-02T21:03:15Z	irw_simsyn	v1.0	2025-05-02T19:36:11Z	exact	
171	2025-10-11T16:17:17Z	item_response_warehouse	v32.0	2025-08-05T17:22:42Z	bracketed	2025-11-03T22:11:59Z
171	2025-10-11T16:17:17Z	item_response_warehouse_2	v1.9	2025-09-22T16:18:58Z	bracketed	2025-10-22T12:52:10Z
171	2025-10-11T16:17:17Z	irw_text	v3.4	2025-09-19T14:51:55Z	exact	
171	2025-10-11T16:17:17Z	irw_meta	v9.6	2025-09-18T19:44:34Z	exact	
171	2025-10-11T16:17:17Z	irw_competitions	v2.3	2025-10-11T16:17:17Z	exact	
171	2025-10-11T16:17:17Z	irw_simsyn	v1.0	2025-05-02T19:36:11Z	exact	
172	2025-10-13T17:43:05Z	item_response_warehouse	v32.0	2025-08-05T17:22:42Z	bracketed	2025-11-03T22:11:59Z
172	2025-10-13T17:43:05Z	item_response_warehouse_2	v1.9	2025-09-22T16:18:58Z	bracketed	2025-10-22T12:52:10Z
172	2025-10-13T17:43:05Z	irw_text	v3.4	2025-09-19T14:51:55Z	exact	
172	2025-10-13T17:43:05Z	irw_meta	v9.6	2025-09-18T19:44:34Z	exact	
172	2025-10-13T17:43:05Z	irw_competitions	v3.0	2025-10-13T17:43:05Z	exact	
172	2025-10-13T17:43:05Z	irw_simsyn	v1.0	2025-05-02T19:36:11Z	exact	
173	2025-10-17T21:29:38Z	item_response_warehouse	v32.0	2025-08-05T17:22:42Z	bracketed	2025-11-03T22:11:59Z
173	2025-10-17T21:29:38Z	item_response_warehouse_2	v1.9	2025-09-22T16:18:58Z	bracketed	2025-10-22T12:52:10Z
173	2025-10-17T21:29:38Z	irw_text	v3.4	2025-09-19T14:51:55Z	exact	
173	2025-10-17T21:29:38Z	irw_meta	v9.6	2025-09-18T19:44:34Z	exact	
173	2025-10-17T21:29:38Z	irw_competitions	v3.1	2025-10-17T21:29:38Z	exact	
173	2025-10-17T21:29:38Z	irw_simsyn	v1.0	2025-05-02T19:36:11Z	exact	
174	2025-10-21T23:13:06Z	item_response_warehouse	v32.0	2025-08-05T17:22:42Z	bracketed	2025-11-03T22:11:59Z
174	2025-10-21T23:13:06Z	item_response_warehouse_2	v1.9	2025-09-22T16:18:58Z	bracketed	2025-10-22T12:52:10Z
174	2025-10-21T23:13:06Z	irw_text	v3.4	2025-09-19T14:51:55Z	exact	
174	2025-10-21T23:13:06Z	irw_meta	v9.7	2025-10-21T23:13:06Z	exact	
174	2025-10-21T23:13:06Z	irw_competitions	v3.1	2025-10-17T21:29:38Z	exact	
174	2025-10-21T23:13:06Z	irw_simsyn	v1.0	2025-05-02T19:36:11Z	exact	
175	2025-10-22T12:52:10Z	item_response_warehouse	v32.0	2025-08-05T17:22:42Z	bracketed	2025-11-03T22:11:59Z
175	2025-10-22T12:52:10Z	item_response_warehouse_2	v1.10	2025-10-22T12:52:10Z	bracketed	2025-11-10T13:35:31Z
175	2025-10-22T12:52:10Z	irw_text	v3.4	2025-09-19T14:51:55Z	exact	
175	2025-10-22T12:52:10Z	irw_meta	v9.7	2025-10-21T23:13:06Z	exact	
175	2025-10-22T12:52:10Z	irw_competitions	v3.1	2025-10-17T21:29:38Z	exact	
175	2025-10-22T12:52:10Z	irw_simsyn	v1.0	2025-05-02T19:36:11Z	exact	
176	2025-10-22T12:59:58Z	item_response_warehouse	v32.0	2025-08-05T17:22:42Z	bracketed	2025-11-03T22:11:59Z
176	2025-10-22T12:59:58Z	item_response_warehouse_2	v1.10	2025-10-22T12:52:10Z	bracketed	2025-11-10T13:35:31Z
176	2025-10-22T12:59:58Z	irw_text	v3.4	2025-09-19T14:51:55Z	exact	
176	2025-10-22T12:59:58Z	irw_meta	v9.8	2025-10-22T12:59:58Z	exact	
176	2025-10-22T12:59:58Z	irw_competitions	v3.1	2025-10-17T21:29:38Z	exact	
176	2025-10-22T12:59:58Z	irw_simsyn	v1.0	2025-05-02T19:36:11Z	exact	
177	2025-11-03T22:11:59Z	item_response_warehouse	v33.0	2025-11-03T22:11:59Z	bracketed	2025-12-11T13:34:34Z
177	2025-11-03T22:11:59Z	item_response_warehouse_2	v1.10	2025-10-22T12:52:10Z	bracketed	2025-11-10T13:35:31Z
177	2025-11-03T22:11:59Z	irw_text	v3.4	2025-09-19T14:51:55Z	exact	
177	2025-11-03T22:11:59Z	irw_meta	v9.8	2025-10-22T12:59:58Z	exact	
177	2025-11-03T22:11:59Z	irw_competitions	v3.1	2025-10-17T21:29:38Z	exact	
177	2025-11-03T22:11:59Z	irw_simsyn	v1.0	2025-05-02T19:36:11Z	exact	
178	2025-11-10T13:35:31Z	item_response_warehouse	v33.0	2025-11-03T22:11:59Z	bracketed	2025-12-11T13:34:34Z
178	2025-11-10T13:35:31Z	item_response_warehouse_2	v2.0	2025-11-10T13:35:31Z	bracketed	2025-11-30T14:03:21Z
178	2025-11-10T13:35:31Z	irw_text	v3.4	2025-09-19T14:51:55Z	exact	
178	2025-11-10T13:35:31Z	irw_meta	v9.8	2025-10-22T12:59:58Z	exact	
178	2025-11-10T13:35:31Z	irw_competitions	v3.1	2025-10-17T21:29:38Z	exact	
178	2025-11-10T13:35:31Z	irw_simsyn	v1.0	2025-05-02T19:36:11Z	exact	
179	2025-11-10T13:38:11Z	item_response_warehouse	v33.0	2025-11-03T22:11:59Z	bracketed	2025-12-11T13:34:34Z
179	2025-11-10T13:38:11Z	item_response_warehouse_2	v2.0	2025-11-10T13:35:31Z	bracketed	2025-11-30T14:03:21Z
179	2025-11-10T13:38:11Z	irw_text	v3.4	2025-09-19T14:51:55Z	exact	
179	2025-11-10T13:38:11Z	irw_meta	v9.9	2025-11-10T13:38:11Z	exact	
179	2025-11-10T13:38:11Z	irw_competitions	v3.1	2025-10-17T21:29:38Z	exact	
179	2025-11-10T13:38:11Z	irw_simsyn	v1.0	2025-05-02T19:36:11Z	exact	
180	2025-11-19T23:28:38Z	item_response_warehouse	v33.0	2025-11-03T22:11:59Z	bracketed	2025-12-11T13:34:34Z
180	2025-11-19T23:28:38Z	item_response_warehouse_2	v2.0	2025-11-10T13:35:31Z	bracketed	2025-11-30T14:03:21Z
180	2025-11-19T23:28:38Z	irw_text	v3.5	2025-11-19T23:28:38Z	exact	
180	2025-11-19T23:28:38Z	irw_meta	v9.9	2025-11-10T13:38:11Z	exact	
180	2025-11-19T23:28:38Z	irw_competitions	v3.1	2025-10-17T21:29:38Z	exact	
180	2025-11-19T23:28:38Z	irw_simsyn	v1.0	2025-05-02T19:36:11Z	exact	
181	2025-11-24T14:22:25Z	item_response_warehouse	v33.0	2025-11-03T22:11:59Z	bracketed	2025-12-11T13:34:34Z
181	2025-11-24T14:22:25Z	item_response_warehouse_2	v2.0	2025-11-10T13:35:31Z	bracketed	2025-11-30T14:03:21Z
181	2025-11-24T14:22:25Z	irw_text	v3.5	2025-11-19T23:28:38Z	exact	
181	2025-11-24T14:22:25Z	irw_meta	v9.10	2025-11-24T14:22:25Z	exact	
181	2025-11-24T14:22:25Z	irw_competitions	v3.1	2025-10-17T21:29:38Z	exact	
181	2025-11-24T14:22:25Z	irw_simsyn	v1.0	2025-05-02T19:36:11Z	exact	
182	2025-11-25T13:15:16Z	item_response_warehouse	v33.0	2025-11-03T22:11:59Z	bracketed	2025-12-11T13:34:34Z
182	2025-11-25T13:15:16Z	item_response_warehouse_2	v2.0	2025-11-10T13:35:31Z	bracketed	2025-11-30T14:03:21Z
182	2025-11-25T13:15:16Z	irw_text	v3.6	2025-11-25T13:15:16Z	exact	
182	2025-11-25T13:15:16Z	irw_meta	v9.10	2025-11-24T14:22:25Z	exact	
182	2025-11-25T13:15:16Z	irw_competitions	v3.1	2025-10-17T21:29:38Z	exact	
182	2025-11-25T13:15:16Z	irw_simsyn	v1.0	2025-05-02T19:36:11Z	exact	
183	2025-11-30T14:03:21Z	item_response_warehouse	v33.0	2025-11-03T22:11:59Z	bracketed	2025-12-11T13:34:34Z
183	2025-11-30T14:03:21Z	item_response_warehouse_2	v2.1	2025-11-30T14:03:21Z	bracketed	2025-12-08T13:16:26Z
183	2025-11-30T14:03:21Z	irw_text	v3.6	2025-11-25T13:15:16Z	exact	
183	2025-11-30T14:03:21Z	irw_meta	v9.10	2025-11-24T14:22:25Z	exact	
183	2025-11-30T14:03:21Z	irw_competitions	v3.1	2025-10-17T21:29:38Z	exact	
183	2025-11-30T14:03:21Z	irw_simsyn	v1.0	2025-05-02T19:36:11Z	exact	
184	2025-12-04T23:53:25Z	item_response_warehouse	v33.0	2025-11-03T22:11:59Z	bracketed	2025-12-11T13:34:34Z
