table,column,kind,was,now
enem_2021_1mil_lc,Description,conflict,Data from the language portion of the 2021 Brazilian ENEM assessment (one million person subsample),"Language and codes portion of the 2021 Brazilian ENEM, one-million-person subsample, restricted to main-application items only (issue #955). Binary scored (0/1). LC keeps BOTH languages: each student answered only English OR Spanish foreign-language items, resolved via TP_LINGUA (sparse by design, density ~0.9 -- issue #723)."
enem_2021_1mil_mt,Description,conflict,Data from the mathematics portion of the 2021 Brazilian ENEM assessment (one million person subsample),"Mathematics portion of the 2021 Brazilian ENEM, one-million-person subsample, restricted to main-application items only (issue #955). Binary scored (0/1). Density ~1.0 (single unlinked instrument)."
enem_2022_1mil_ch,Description,conflict,Data from the natural science portion of the 2022 Brazilian ENEM assessment (one million person subsample),"Humanities portion of the 2022 Brazilian ENEM, one-million-person subsample, restricted to main-application items only (issue #955). Binary scored (0/1). Density ~1.0 (single unlinked instrument)."
enem_2022_1mil_cn,Description,conflict,Data from the social science portion of the 2022 Brazilian ENEM assessment (one million person subsample),"Natural sciences portion of the 2022 Brazilian ENEM, one-million-person subsample, restricted to main-application items only (issue #955). Binary scored (0/1). Density ~1.0 (single unlinked instrument)."
enem_2022_1mil_lc,Description,conflict,Data from the language portion of the 2022 Brazilian ENEM assessment (one million person subsample),"Language and codes portion of the 2022 Brazilian ENEM, one-million-person subsample, restricted to main-application items only (issue #955). Binary scored (0/1). LC keeps BOTH languages: each student answered only English OR Spanish foreign-language items, resolved via TP_LINGUA (sparse by design, density ~0.9 -- issue #723)."
enem_2022_1mil_mt,Description,conflict,Data from the mathematics portion of the 2022 Brazilian ENEM assessment (one million person subsample),"Mathematics portion of the 2022 Brazilian ENEM, one-million-person subsample, restricted to main-application items only (issue #955). Binary scored (0/1). Density ~1.0 (single unlinked instrument)."
enem_2023_1mil_ch,Description,conflict,"Humanities portion of the 2023 Brazilian ENEM, one-million-person subsample. Binary scored (0/1).","Humanities portion of the 2023 Brazilian ENEM, one-million-person subsample, restricted to main-application items only (issue #955). Binary scored (0/1). Density ~1.0 (single unlinked instrument)."
enem_2023_1mil_ch,DOI__for_paper_,conflict,10.46814/lajdv3n5-020,10.46814/lajdv3n5-018
enem_2023_1mil_cn,Description,conflict,"Natural sciences portion of the 2023 Brazilian ENEM, one-million-person subsample. Binary scored (0/1).","Natural sciences portion of the 2023 Brazilian ENEM, one-million-person subsample, restricted to main-application items only (issue #955). Binary scored (0/1). Density ~1.0 (single unlinked instrument)."
enem_2023_1mil_cn,DOI__for_paper_,conflict,10.46814/lajdv3n5-021,10.46814/lajdv3n5-018
enem_2023_1mil_lc,Description,conflict,"Language and codes portion of the 2023 Brazilian ENEM, one-million-person subsample. Binary scored (0/1). LC Q1ï¿½5: each student answered only English OR Spanish foreign-language items ï¿½ see issue #723.","Language and codes portion of the 2023 Brazilian ENEM, one-million-person subsample, restricted to main-application items only (issue #955). Binary scored (0/1). LC keeps BOTH languages: each student answered only English OR Spanish foreign-language items, resolved via TP_LINGUA (sparse by design, density ~0.9 -- issue #723)."
enem_2023_1mil_lc,DOI__for_paper_,conflict,10.46814/lajdv3n5-019,10.46814/lajdv3n5-018
enem_2023_1mil_mt,Description,conflict,"Mathematics portion of the 2023 Brazilian ENEM, one-million-person subsample. Binary scored (0/1).","Mathematics portion of the 2023 Brazilian ENEM, one-million-person subsample, restricted to main-application items only (issue #955). Binary scored (0/1). Density ~1.0 (single unlinked instrument)."
enem_2023_1mil_mt,DOI__for_paper_,conflict,10.46814/lajdv3n5-022,10.46814/lajdv3n5-018
enem_2024_1mil_ch,Description,conflict,"Humanities portion of the 2024 Brazilian ENEM, one-million-person subsample. Binary scored (0/1).","Humanities portion of the 2024 Brazilian ENEM, one-million-person subsample, restricted to main-application items only (issue #955). Binary scored (0/1). Density ~1.0 (single unlinked instrument)."
enem_2024_1mil_ch,DOI__for_paper_,conflict,10.46814/lajdv3n5-024,10.46814/lajdv3n5-018
enem_2024_1mil_cn,Description,conflict,"Natural sciences portion of the 2024 Brazilian ENEM, one-million-person subsample. Binary scored (0/1).","Natural sciences portion of the 2024 Brazilian ENEM, one-million-person subsample, restricted to main-application items only (issue #955). Binary scored (0/1). Density ~1.0 (single unlinked instrument)."
enem_2024_1mil_cn,DOI__for_paper_,conflict,10.46814/lajdv3n5-025,10.46814/lajdv3n5-018
enem_2024_1mil_lc,Description,conflict,"Language and codes portion of the 2024 Brazilian ENEM, one-million-person subsample. Binary scored (0/1). LC Q1ï¿½5: each student answered only English OR Spanish foreign-language items ï¿½ see issue #723.","Language and codes portion of the 2024 Brazilian ENEM, one-million-person subsample, restricted to main-application items only (issue #955). Binary scored (0/1). LC keeps BOTH languages: each student answered only English OR Spanish foreign-language items, resolved via TP_LINGUA (sparse by design, density ~0.9 -- issue #723)."
enem_2024_1mil_lc,DOI__for_paper_,conflict,10.46814/lajdv3n5-023,10.46814/lajdv3n5-018
enem_2024_1mil_mt,Description,conflict,"Mathematics portion of the 2024 Brazilian ENEM, one-million-person subsample. Binary scored (0/1).","Mathematics portion of the 2024 Brazilian ENEM, one-million-person subsample, restricted to main-application items only (issue #955). Binary scored (0/1). Density ~1.0 (single unlinked instrument)."
enem_2024_1mil_mt,DOI__for_paper_,conflict,10.46814/lajdv3n5-026,10.46814/lajdv3n5-018
erf_breuer_2017_dosp,Description,fill,NA,Domain-Specific Risk-Taking Scale in its German version(DOSP)
erf_breuer_2017_dosp,URL__for_data_,fill,NA,https://osf.io/5ru9q/
erf_breuer_2017_frmfr,Description,fill,NA,The computerized Free Response Matrices test(FRM)
erf_breuer_2017_frmfr,URL__for_data_,fill,NA,https://osf.io/5ru9q/
erf_breuer_2017_frmmc,Description,fill,NA,MC version of the computerized Free Response Matrices test(FRM_MC)
erf_breuer_2017_frmmc,URL__for_data_,fill,NA,https://osf.io/5ru9q/
erf_breuer_2017_tai,Description,fill,NA,A short form of the Test Anxiety Inventory–German version(TAI)
erf_breuer_2017_tai,URL__for_data_,fill,NA,https://osf.io/5ru9q/
fcupanas_cffsdas_reyna_2018,Description,fill,NA,Postivie and Negative Affect Schedule(PANAS)
fcupanas_cffsdas_reyna_2018,URL__for_data_,fill,NA,https://osf.io/h3tfc/
florida_twins_auth,Description,fill,NA,The Book Authors measure assesses a child's recognition of real authors and determines whether their knowledge comes from reading the authors' work.
florida_twins_auth,URL__for_data_,fill,NA,https://ldbase.org/datasets/3f7033dd-47a5-4ef8-aeab-08a559dce0d1
florida_twins_cads,Description,fill,NA,"The Child and Adolescent Dispositions Scale (CADS) assesses temperament and personality traits, including dimensions such as Prosociality (with facets like Sympathy, Respect for Rules, and Sociability), Negative Emotionality, and Daring."
florida_twins_cads,URL__for_data_,fill,NA,https://ldbase.org/datasets/3f7033dd-47a5-4ef8-aeab-08a559dce0d1
florida_twins_chaos,Description,fill,NA,"CHAOS scale (About My Home) assesses the home environment, specifically measuring the degree to which it is chaotic or structured and routine."
florida_twins_chaos,URL__for_data_,fill,NA,https://ldbase.org/datasets/3f7033dd-47a5-4ef8-aeab-08a559dce0d1
florida_twins_class,Description,fill,NA,Class Time scale examines how teachers interact with and treat their students.
florida_twins_class,URL__for_data_,fill,NA,https://ldbase.org/datasets/3f7033dd-47a5-4ef8-aeab-08a559dce0d1
florida_twins_dbi,Description,fill,NA,"Disruptive Behaviors Inventory (DBI) is a checklist/endorsement of behavioral problems related to reckless behavior, conduct problems, or anti-social behaviors."
florida_twins_dbi,URL__for_data_,fill,NA,https://ldbase.org/datasets/3f7033dd-47a5-4ef8-aeab-08a559dce0d1
florida_twins_dweck,Description,fill,NA,DWECK scale evaluates a child's implicit ideas about intelligence.
florida_twins_dweck,URL__for_data_,fill,NA,https://ldbase.org/datasets/3f7033dd-47a5-4ef8-aeab-08a559dce0d1
florida_twins_friends,Description,fill,NA,Friends scale evaluates both positive and negative characteristics of peer relationships.
florida_twins_friends,URL__for_data_,fill,NA,https://ldbase.org/datasets/3f7033dd-47a5-4ef8-aeab-08a559dce0d1
florida_twins_game,Description,fill,NA,"Part of ""Homework and Free Time"" measure which assesses student’s preferred and projected future occupation and education level, use of technology and social media, parental monitoring of technology and media use."
florida_twins_game,URL__for_data_,fill,NA,https://ldbase.org/datasets/3f7033dd-47a5-4ef8-aeab-08a559dce0d1
florida_twins_grades,Description,fill,NA,Grades captures letter grades achieved in various school subjects.
florida_twins_grades,URL__for_data_,fill,NA,https://ldbase.org/datasets/3f7033dd-47a5-4ef8-aeab-08a559dce0d1
florida_twins_grit,Description,fill,NA,GRIT scale assesses perseverance and passion for achieving long-term goals.
florida_twins_grit,URL__for_data_,fill,NA,https://ldbase.org/datasets/3f7033dd-47a5-4ef8-aeab-08a559dce0d1
florida_twins_hwk,Description,fill,NA,"Part of ""Homework and Free Time"" measure which assesses student’s preferred and projected future occupation and education level, use of technology and social media, parental monitoring of technology and media use."
florida_twins_hwk,URL__for_data_,fill,NA,https://ldbase.org/datasets/3f7033dd-47a5-4ef8-aeab-08a559dce0d1
florida_twins_leq,Description,fill,NA,Life Events Questionnaire (LEQ) captures stressful life events (both positive and negative valences) occurring within the past year with ratings for frequency and perceived level of stress associated with the event.
florida_twins_leq,URL__for_data_,fill,NA,https://ldbase.org/datasets/3f7033dd-47a5-4ef8-aeab-08a559dce0d1
florida_twins_media,Description,fill,NA,"Part of ""Homework and Free Time"" measure which assesses student’s preferred and projected future occupation and education level, use of technology and social media, parental monitoring of technology and media use."
florida_twins_media,URL__for_data_,fill,NA,https://ldbase.org/datasets/3f7033dd-47a5-4ef8-aeab-08a559dce0d1
florida_twins_nes,Description,fill,NA,The Neighborhood Environment Scale evaluates the safety and perceived danger of the home neighborhood.
florida_twins_nes,URL__for_data_,fill,NA,https://ldbase.org/datasets/3f7033dd-47a5-4ef8-aeab-08a559dce0d1
florida_twins_pals,Description,fill,NA,"Patterns of Adaptive Learning Scales (PALS) assess students' perceptions of achievement goals and approaches set by parents, teachers, and classrooms, as well as any dissonance between home and school environments."
florida_twins_pals,URL__for_data_,fill,NA,https://ldbase.org/datasets/3f7033dd-47a5-4ef8-aeab-08a559dce0d1
florida_twins_panas,Description,fill,NA,Positive and Negative Affect Scale (PANAS) measures the trait levels of both positive and negative emotional states.
florida_twins_panas,URL__for_data_,fill,NA,https://ldbase.org/datasets/3f7033dd-47a5-4ef8-aeab-08a559dce0d1
florida_twins_par,Description,fill,NA,My Parents scale evaluates the level of support and involvement provided by parents in the child’s life.
florida_twins_par,URL__for_data_,fill,NA,https://ldbase.org/datasets/3f7033dd-47a5-4ef8-aeab-08a559dce0d1
florida_twins_read,Description,fill,NA,"""How do you feel about reading?"" measures interest and enjoyment in reading."
florida_twins_read,URL__for_data_,fill,NA,https://ldbase.org/datasets/3f7033dd-47a5-4ef8-aeab-08a559dce0d1
florida_twins_sch,Description,fill,NA,"""What My School is Like?"" evaluates students' perceptions of their school environment."
florida_twins_sch,URL__for_data_,fill,NA,https://ldbase.org/datasets/3f7033dd-47a5-4ef8-aeab-08a559dce0d1
florida_twins_tech,Description,fill,NA,"Part of ""Homework and Free Time"" measure which assesses student’s preferred and projected future occupation and education level, use of technology and social media, parental monitoring of technology and media use."
florida_twins_tech,URL__for_data_,fill,NA,https://ldbase.org/datasets/3f7033dd-47a5-4ef8-aeab-08a559dce0d1
fomonegativeaffect_cremer_2026_fomo,Description,conflict,FOMO (Fear of Missing Out) and Negative Affect,Fear of Missing Out (FOMO): Measures the cognitive and behavioral aspects of anxiety regarding missing out on rewarding social experiences. Includes persistent desire to be connected and worries about social exclusion.
fomonegativeaffect_cremer_2026_panas,Description,conflict,FOMO (Fear of Missing Out) and Negative Affect,"Measures negative affectivity using PANAS negative affect items, divided into fear (6 items) and distress (4 items) subfactors. Reflects general emotional distress and anxiety."
fomonegativeaffect_cremer_2026_phq,Description,conflict,FOMO (Fear of Missing Out) and Negative Affect,"Assesses depression symptoms over the past two weeks, with separate scoring for somatic (3 items) and cognitive/affective (6 items) dimensions."
fomonegativeaffect_cremer_2026_rrs,Description,conflict,FOMO (Fear of Missing Out) and Negative Affect,Measures repetitive negative thinking with two subfactors: brooding (maladaptive moody pondering) and reflection (analytical self-introspection).
genpsych_russell_2024_gemma,Description,fill,NA,LLM-generated big 5 inventory
genpsych_russell_2024_gemma,URL__for_data_,fill,NA,https://osf.io/zcytb/?view_only=79d2c8bf12c24393863d60c4143f8a0e
genpsych_russell_2024_gpt3_5,URL__for_data_,fill,NA,https://osf.io/zcytb/?view_only=79d2c8bf12c24393863d60c4143f8a0e
genpsych_russell_2024_gpt4o,Description,fill,NA,LLM-generated big 5 inventory
genpsych_russell_2024_gpt4o,URL__for_data_,fill,NA,https://osf.io/zcytb/?view_only=79d2c8bf12c24393863d60c4143f8a0e
genpsych_russell_2024_llama3,Description,fill,NA,LLM-generated big 5 inventory
genpsych_russell_2024_llama3,URL__for_data_,fill,NA,https://osf.io/zcytb/?view_only=79d2c8bf12c24393863d60c4143f8a0e
genpsych_russell_2024_mixtral,Description,fill,NA,LLM-generated big 5 inventory
genpsych_russell_2024_mixtral,URL__for_data_,fill,NA,https://osf.io/zcytb/?view_only=79d2c8bf12c24393863d60c4143f8a0e
gilbert_meta_46,Description,conflict,Language in an RCT,Dutch language/literacy training (GraphoGame) in an RCT
gilbert_meta_47,Description,conflict,Math in an RCT,Math game (active control group) in an RCT
gilbert_meta_76,URL__for_data_,fill,NA,https://data.mendeley.com/datasets/gf9dc6zxdx/5
gizaw_2023_phq9,Reference_x,conflict,Gizaw et al. (2023). Change in depression during the COVID-19 pandemic among healthcare providers in Addis Ababa. PeerJ.,"Workneh et al. (2023). Change in depression during the COVID-19 pandemic among healthcare providers in Addis Ababa, Ethiopia. PeerJ."
goksel_2026_embarrassment_affectivetrust,DOI__for_paper_,conflict,10.1037/pspa0000487,10.1037/pspa0000477
goksel_2026_embarrassment_appeasement,DOI__for_paper_,conflict,10.1037/pspa0000486,10.1037/pspa0000477
goksel_2026_embarrassment_emb_perception,DOI__for_paper_,conflict,10.1037/pspa0000485,10.1037/pspa0000477
goksel_2026_embarrassment_liking,DOI__for_paper_,conflict,10.1037/pspa0000488,10.1037/pspa0000477
goksel_2026_embarrassment_moralityandwarmth,DOI__for_paper_,conflict,10.1037/pspa0000484,10.1037/pspa0000477
goksel_2026_embarrassment_puremorality,DOI__for_paper_,conflict,10.1037/pspa0000482,10.1037/pspa0000477
goksel_2026_embarrassment_purewarmth,DOI__for_paper_,conflict,10.1037/pspa0000483,10.1037/pspa0000477
goksel_2026_embarrassment_resilience,DOI__for_paper_,conflict,10.1037/pspa0000480,10.1037/pspa0000477
goksel_2026_embarrassment_similarity,DOI__for_paper_,conflict,10.1037/pspa0000489,10.1037/pspa0000477
goksel_2026_embarrassment_socialcompetence,DOI__for_paper_,conflict,10.1037/pspa0000479,10.1037/pspa0000477
goksel_2026_embarrassment_socialnorm,DOI__for_paper_,conflict,10.1037/pspa0000490,10.1037/pspa0000477
goksel_2026_embarrassment_warmth_competence,DOI__for_paper_,conflict,10.1037/pspa0000481,10.1037/pspa0000477
goksel_2026_embarrassment_wcm,DOI__for_paper_,conflict,10.1037/pspa0000478,10.1037/pspa0000477
heekerens2025_bfi_neuroticism,Description,conflict,"Assesses openness to experience, imagination, and curiosity using the 2-item Openness subscale of the German BFI-10",Assesses neuroticism/emotional stability using the 2-item Neuroticism subscale of the German BFI-10
hyatt_2023_aggression_aeq,DOI__for_paper_,fill,NA,10.1002/ab.22088
hyatt_2023_aggression_cab,DOI__for_paper_,conflict,10.1002/ab.22089,10.1002/ab.22088
hyatt_2023_aggression_neo,DOI__for_paper_,conflict,10.1002/ab.22090,10.1002/ab.22088
hyatt_2023_aggression_prelim2_epa,DOI__for_paper_,conflict,10.1002/ab.22091,10.1002/ab.22088
hyatt_2023_aggression_s3_acme,DOI__for_paper_,conflict,10.1002/ab.22093,10.1002/ab.22088
hyatt_2023_aggression_s3_bpaq,DOI__for_paper_,conflict,10.1002/ab.22094,10.1002/ab.22088
hyatt_2023_aggression_s3_cast,DOI__for_paper_,conflict,10.1002/ab.22096,10.1002/ab.22088
hyatt_2023_aggression_s3_daq,DOI__for_paper_,conflict,10.1002/ab.22095,10.1002/ab.22088
hyatt_2023_aggression_s3_srp4,DOI__for_paper_,conflict,10.1002/ab.22097,10.1002/ab.22088
hyatt_2023_aggression_s3_ssis,DOI__for_paper_,conflict,10.1002/ab.22092,10.1002/ab.22088
hypersensitive_narcissism,Description,conflict,Data on agreeability with certain narcisstic personality characteristics,Data on agreeability with certain narcisstic personality characteristics based on the hyper sensitive narcicissism scale and the dirty dozen
hypersensitive_narcissism,Reference_x,conflict,"Jorgenson, E. (2016). Open Hemispheric Brain Dominance Scale [dataset and codebook]. http://openpsychometrics.org/_rawdata/OHBDS-data.zip","The Hyper Sensitive Narcissism Scale. Hendin, H.; & Cheek, J. (1997). ""Assessing Hypersensitive Narcissism: A Re-examination of Murray\'s Narcissism Scale"". Journal of Research in Personality, 31, 588-599.

The Dirty Dozen. Jonason, P.; Webster, G. (2010). ""The Dirty Dozen: A Concise Measure of the Dark Triad"". Psychological Assessment, 22(2), 420�432."
kazarovytska_2026_ingroup_event_attribution,DOI__for_paper_,conflict,10.1037/pspi0000518,10.1037/pspi0000513
kazarovytska_2026_ingroup_event_presence,DOI__for_paper_,conflict,10.1037/pspi0000519,10.1037/pspi0000513
kazarovytska_2026_ingroup_event_prr,DOI__for_paper_,conflict,10.1037/pspi0000515,10.1037/pspi0000513
kazarovytska_2026_ingroup_event_srr,DOI__for_paper_,conflict,10.1037/pspi0000514,10.1037/pspi0000513
kazarovytska_2026_ingroup_event_threat,DOI__for_paper_,conflict,10.1037/pspi0000516,10.1037/pspi0000513
kazarovytska_2026_ingroup_event_valence,DOI__for_paper_,conflict,10.1037/pspi0000517,10.1037/pspi0000513
kern_2021_connectedness,Reference_x,conflict,"Kern, M. (2021). Positive education in the tertiary setting: a case study evaluation of a compulsory year one course [Dataset]. Figshare. DOI: 10.6084/m9.figshare.14870235.v1",Yang et al. (2021). Positive education in the tertiary setting: a case study evaluation of a compulsory year one course to develop [Dataset]. Figshare. DOI: 10.6084/m9.figshare.14870235.v1
kern_2021_engagement,Reference_x,conflict,"Kern, M. (2021). Positive education in the tertiary setting: a case study evaluation of a compulsory year one course [Dataset]. Figshare. DOI: 10.6084/m9.figshare.14870235.v1",Yang et al. (2021). Positive education in the tertiary setting: a case study evaluation of a compulsory year one course to develop [Dataset]. Figshare. DOI: 10.6084/m9.figshare.14870235.v1
kern_2021_happiness,Reference_x,conflict,"Kern, M. (2021). Positive education in the tertiary setting: a case study evaluation of a compulsory year one course [Dataset]. Figshare. DOI: 10.6084/m9.figshare.14870235.v1",Yang et al. (2021). Positive education in the tertiary setting: a case study evaluation of a compulsory year one course to develop [Dataset]. Figshare. DOI: 10.6084/m9.figshare.14870235.v1
kern_2021_learning,Reference_x,conflict,"Kern, M. (2021). Positive education in the tertiary setting: a case study evaluation of a compulsory year one course [Dataset]. Figshare. DOI: 10.6084/m9.figshare.14870235.v1",Yang et al. (2021). Positive education in the tertiary setting: a case study evaluation of a compulsory year one course to develop [Dataset]. Figshare. DOI: 10.6084/m9.figshare.14870235.v1
kern_2021_life_satisfaction,Reference_x,conflict,"Kern, M. (2021). Positive education in the tertiary setting: a case study evaluation of a compulsory year one course [Dataset]. Figshare. DOI: 10.6084/m9.figshare.14870235.v1",Yang et al. (2021). Positive education in the tertiary setting: a case study evaluation of a compulsory year one course to develop [Dataset]. Figshare. DOI: 10.6084/m9.figshare.14870235.v1
kilic_2024_mental_toughness,Reference_x,conflict,Kilic A (2024). Attitude towards healthy nutrition and mental toughness: a study of taekwondo athletes. PeerJ.,Ozsari et al. (2024). Attitude towards healthy nutrition and mental toughness: a study of taekwondo athletes. PeerJ.
kilic_2024_nutrition_attitude,Reference_x,conflict,Kilic A (2024). Attitude towards healthy nutrition and mental toughness: a study of taekwondo athletes. PeerJ.,Ozsari et al. (2024). Attitude towards healthy nutrition and mental toughness: a study of taekwondo athletes. PeerJ.
mhscdc_fried_2020_se,Description,fill,NA,EMA Self-Efficacy Scale
mpsycho_Rogers_depression,Description,conflict,Depression/OCD collected in a hospital,Quick Inventory of Depressive Symptomatology - self-report version (QIDS-SR)
mpsycho_Rogers_ocd,Description,conflict,OCD collected in a hospital,YaleBrown Obsessive Compulsive Scale - self-report (Y-BOCS-SR)
NAMPRB_Siwiak_2024_BSR10,Description,conflict,Bullshit Receptivity Scale–shortened version (BSR_10),Bullshit Receptivity Scale
NAMPRB_Siwiak_2024_KON2066,Description,conflict,Kon-2066,Kwestionariusz Osobowości Nerwicowej [Neurotic Personality Questionnaire]
oxfordcovid_xue_2024_at,DOI__for_paper_,conflict,10.3758/s13428-023-02121-5,10.5334/jopd.56
oxfordcovid_xue_2024_at,Reference_x,conflict,"Parsons, S., Fox, E., Songco, A., Todorovic, A., & Lim, M. C. (2022, January 14). Oxford ARC study. https://doi.org/10.17605/OSF.IO/4B85W","Parsons, S., Todorovic, A., Lim, M. C., Songco, A., & Fox, E. (2022). Data and protocol for the Oxford Achieving Resilience during COVID-19 (ARC) study. Journal of Open Psychology Data, 10(1), 4-4."
oxfordcovid_xue_2024_bfi,DOI__for_paper_,conflict,10.3758/s13428-023-02121-5,10.5334/jopd.56
oxfordcovid_xue_2024_bfi,Reference_x,conflict,"Parsons, S., Fox, E., Songco, A., Todorovic, A., & Lim, M. C. (2022, January 14). Oxford ARC study. https://doi.org/10.17605/OSF.IO/4B85W","Parsons, S., Todorovic, A., Lim, M. C., Songco, A., & Fox, E. (2022). Data and protocol for the Oxford Achieving Resilience during COVID-19 (ARC) study. Journal of Open Psychology Data, 10(1), 4-4."
oxfordcovid_xue_2024_brs,DOI__for_paper_,conflict,10.3758/s13428-023-02121-5,10.5334/jopd.56
oxfordcovid_xue_2024_brs,Reference_x,conflict,"Parsons, S., Fox, E., Songco, A., Todorovic, A., & Lim, M. C. (2022, January 14). Oxford ARC study. https://doi.org/10.17605/OSF.IO/4B85W","Parsons, S., Todorovic, A., Lim, M. C., Songco, A., & Fox, E. (2022). Data and protocol for the Oxford Achieving Resilience during COVID-19 (ARC) study. Journal of Open Psychology Data, 10(1), 4-4."
oxfordcovid_xue_2024_edeq,DOI__for_paper_,conflict,10.3758/s13428-023-02121-5,10.5334/jopd.56
oxfordcovid_xue_2024_edeq,Reference_x,conflict,"Parsons, S., Fox, E., Songco, A., Todorovic, A., & Lim, M. C. (2022, January 14). Oxford ARC study. https://doi.org/10.17605/OSF.IO/4B85W","Parsons, S., Todorovic, A., Lim, M. C., Songco, A., & Fox, E. (2022). Data and protocol for the Oxford Achieving Resilience during COVID-19 (ARC) study. Journal of Open Psychology Data, 10(1), 4-4."
oxfordcovid_xue_2024_gad,DOI__for_paper_,conflict,10.3758/s13428-023-02121-5,10.5334/jopd.56
oxfordcovid_xue_2024_gad,Reference_x,conflict,"Parsons, S., Fox, E., Songco, A., Todorovic, A., & Lim, M. C. (2022, January 14). Oxford ARC study. https://doi.org/10.17605/OSF.IO/4B85W","Parsons, S., Todorovic, A., Lim, M. C., Songco, A., & Fox, E. (2022). Data and protocol for the Oxford Achieving Resilience during COVID-19 (ARC) study. Journal of Open Psychology Data, 10(1), 4-4."
oxfordcovid_xue_2024_iusc,DOI__for_paper_,conflict,10.3758/s13428-023-02121-5,10.5334/jopd.56
oxfordcovid_xue_2024_iusc,Reference_x,conflict,"Parsons, S., Fox, E., Songco, A., Todorovic, A., & Lim, M. C. (2022, January 14). Oxford ARC study. https://doi.org/10.17605/OSF.IO/4B85W","Parsons, S., Todorovic, A., Lim, M. C., Songco, A., & Fox, E. (2022). Data and protocol for the Oxford Achieving Resilience during COVID-19 (ARC) study. Journal of Open Psychology Data, 10(1), 4-4."
oxfordcovid_xue_2024_mfq,DOI__for_paper_,conflict,10.3758/s13428-023-02121-5,10.5334/jopd.56
oxfordcovid_xue_2024_mfq,Reference_x,conflict,"Parsons, S., Fox, E., Songco, A., Todorovic, A., & Lim, M. C. (2022, January 14). Oxford ARC study. https://doi.org/10.17605/OSF.IO/4B85W","Parsons, S., Todorovic, A., Lim, M. C., Songco, A., & Fox, E. (2022). Data and protocol for the Oxford Achieving Resilience during COVID-19 (ARC) study. Journal of Open Psychology Data, 10(1), 4-4."
oxfordcovid_xue_2024_mh,DOI__for_paper_,conflict,10.3758/s13428-023-02121-5,10.5334/jopd.56
oxfordcovid_xue_2024_mh,Reference_x,conflict,"Parsons, S., Fox, E., Songco, A., Todorovic, A., & Lim, M. C. (2022, January 14). Oxford ARC study. https://doi.org/10.17605/OSF.IO/4B85W","Parsons, S., Todorovic, A., Lim, M. C., Songco, A., & Fox, E. (2022). Data and protocol for the Oxford Achieving Resilience during COVID-19 (ARC) study. Journal of Open Psychology Data, 10(1), 4-4."
oxfordcovid_xue_2024_pas,DOI__for_paper_,conflict,10.3758/s13428-023-02121-5,10.5334/jopd.56
oxfordcovid_xue_2024_pas,Reference_x,conflict,"Parsons, S., Fox, E., Songco, A., Todorovic, A., & Lim, M. C. (2022, January 14). Oxford ARC study. https://doi.org/10.17605/OSF.IO/4B85W","Parsons, S., Todorovic, A., Lim, M. C., Songco, A., & Fox, E. (2022). Data and protocol for the Oxford Achieving Resilience during COVID-19 (ARC) study. Journal of Open Psychology Data, 10(1), 4-4."
oxfordcovid_xue_2024_phq,DOI__for_paper_,conflict,10.3758/s13428-023-02121-5,10.5334/jopd.56
oxfordcovid_xue_2024_phq,Reference_x,conflict,"Parsons, S., Fox, E., Songco, A., Todorovic, A., & Lim, M. C. (2022, January 14). Oxford ARC study. https://doi.org/10.17605/OSF.IO/4B85W","Parsons, S., Todorovic, A., Lim, M. C., Songco, A., & Fox, E. (2022). Data and protocol for the Oxford Achieving Resilience during COVID-19 (ARC) study. Journal of Open Psychology Data, 10(1), 4-4."
oxfordcovid_xue_2024_pss,DOI__for_paper_,conflict,10.3758/s13428-023-02121-5,10.5334/jopd.56
oxfordcovid_xue_2024_pss,Reference_x,conflict,"Parsons, S., Fox, E., Songco, A., Todorovic, A., & Lim, M. C. (2022, January 14). Oxford ARC study. https://doi.org/10.17605/OSF.IO/4B85W","Parsons, S., Todorovic, A., Lim, M. C., Songco, A., & Fox, E. (2022). Data and protocol for the Oxford Achieving Resilience during COVID-19 (ARC) study. Journal of Open Psychology Data, 10(1), 4-4."
oxfordcovid_xue_2024_pswq_a,DOI__for_paper_,conflict,10.3758/s13428-023-02121-5,10.5334/jopd.56
oxfordcovid_xue_2024_pswq_a,Reference_x,conflict,"Parsons, S., Fox, E., Songco, A., Todorovic, A., & Lim, M. C. (2022, January 14). Oxford ARC study. https://doi.org/10.17605/OSF.IO/4B85W","Parsons, S., Todorovic, A., Lim, M. C., Songco, A., & Fox, E. (2022). Data and protocol for the Oxford Achieving Resilience during COVID-19 (ARC) study. Journal of Open Psychology Data, 10(1), 4-4."
oxfordcovid_xue_2024_pswq_c,DOI__for_paper_,conflict,10.3758/s13428-023-02121-5,10.5334/jopd.56
oxfordcovid_xue_2024_pswq_c,Reference_x,conflict,"Parsons, S., Fox, E., Songco, A., Todorovic, A., & Lim, M. C. (2022, January 14). Oxford ARC study. https://doi.org/10.17605/OSF.IO/4B85W","Parsons, S., Todorovic, A., Lim, M. C., Songco, A., & Fox, E. (2022). Data and protocol for the Oxford Achieving Resilience during COVID-19 (ARC) study. Journal of Open Psychology Data, 10(1), 4-4."
oxfordcovid_xue_2024_rse,DOI__for_paper_,conflict,10.3758/s13428-023-02121-5,10.5334/jopd.56
