table,DOI__for_paper_,Reference_x,URL__for_data_,Derived_License,Description,BibTex
enem_2017_1mil_cn,10.46814/lajdv3n5-018,"Martins, D. M. (2021). Estado da arte das pesquisas sobre ENEM no Brasil: State of the art of research on ENEM in Brazil. Latin American Journal of Development, 3(5), 2898-2907.",https://www.gov.br/inep/pt-br/acesso-a-informacao/dados-abertos/microdados/enem,CC BY 4.0,Nominal version of enem_2017_1mil_cn: text is the response option the examinee marked on the natural sciences portion of the 2017 Brazilian ENEM. resp is retained as the scored 0/1.,"@article{Martins_2021, title={Estado da arte das pesquisas sobre ENEM no Brasil: State of the art of research on ENEM in Brazil}, volume={3}, ISSN={2674-9297}, url={http://dx.doi.org/10.46814/lajdv3n5-018}, DOI={10.46814/lajdv3n5-018}, number={5}, journal={Latin American Journal of Development}, publisher={South Florida Publishing LLC}, author={Martins, Dayse Marinho}, year={2021}, month=Sept, pages={2898–2907} }
"
enem_2025_1mil_cn,10.46814/lajdv3n5-018,"Martins, D. M. (2021). Estado da arte das pesquisas sobre ENEM no Brasil: State of the art of research on ENEM in Brazil. Latin American Journal of Development, 3(5), 2898-2907.",https://www.gov.br/inep/pt-br/acesso-a-informacao/dados-abertos/microdados/enem,CC BY 4.0,Nominal version of enem_2025_1mil_cn: text is the response option the examinee marked on the natural sciences portion of the 2025 Brazilian ENEM. resp is retained as the scored 0/1.,"@article{Martins_2021, title={Estado da arte das pesquisas sobre ENEM no Brasil: State of the art of research on ENEM in Brazil}, volume={3}, ISSN={2674-9297}, url={http://dx.doi.org/10.46814/lajdv3n5-018}, DOI={10.46814/lajdv3n5-018}, number={5}, journal={Latin American Journal of Development}, publisher={South Florida Publishing LLC}, author={Martins, Dayse Marinho}, year={2021}, month=Sept, pages={2898–2907} }
"
enem_2014_1mil_lc,10.46814/lajdv3n5-018,"Martins, D. M. (2021). Estado da arte das pesquisas sobre ENEM no Brasil: State of the art of research on ENEM in Brazil. Latin American Journal of Development, 3(5), 2898-2907.",https://www.gov.br/inep/pt-br/acesso-a-informacao/dados-abertos/microdados/enem,CC BY 4.0,Nominal version of enem_2014_1mil_lc: text is the response option the examinee marked on the language and codes portion of the 2014 Brazilian ENEM. resp is retained as the scored 0/1.,"@article{Martins_2021, title={Estado da arte das pesquisas sobre ENEM no Brasil: State of the art of research on ENEM in Brazil}, volume={3}, ISSN={2674-9297}, url={http://dx.doi.org/10.46814/lajdv3n5-018}, DOI={10.46814/lajdv3n5-018}, number={5}, journal={Latin American Journal of Development}, publisher={South Florida Publishing LLC}, author={Martins, Dayse Marinho}, year={2021}, month=Sept, pages={2898–2907} }
"
enem_2024_1mil_mt,10.46814/lajdv3n5-018,"Martins, D. M. (2021). Estado da arte das pesquisas sobre ENEM no Brasil: State of the art of research on ENEM in Brazil. Latin American Journal of Development, 3(5), 2898-2907.",https://www.gov.br/inep/pt-br/acesso-a-informacao/dados-abertos/microdados/enem,CC BY 4.0,Nominal version of enem_2024_1mil_mt: text is the response option the examinee marked on the mathematics portion of the 2024 Brazilian ENEM. resp is retained as the scored 0/1.,"@article{Martins_2021, title={Estado da arte das pesquisas sobre ENEM no Brasil: State of the art of research on ENEM in Brazil}, volume={3}, ISSN={2674-9297}, url={http://dx.doi.org/10.46814/lajdv3n5-018}, DOI={10.46814/lajdv3n5-018}, number={5}, journal={Latin American Journal of Development}, publisher={South Florida Publishing LLC}, author={Martins, Dayse Marinho}, year={2021}, month=Sept, pages={2898–2907} }
"
enem_2015_1mil_cn,10.46814/lajdv3n5-018,"Martins, D. M. (2021). Estado da arte das pesquisas sobre ENEM no Brasil: State of the art of research on ENEM in Brazil. Latin American Journal of Development, 3(5), 2898-2907.",https://www.gov.br/inep/pt-br/acesso-a-informacao/dados-abertos/microdados/enem,CC BY 4.0,Nominal version of enem_2015_1mil_cn: text is the response option the examinee marked on the natural sciences portion of the 2015 Brazilian ENEM. resp is retained as the scored 0/1.,"@article{Martins_2021, title={Estado da arte das pesquisas sobre ENEM no Brasil: State of the art of research on ENEM in Brazil}, volume={3}, ISSN={2674-9297}, url={http://dx.doi.org/10.46814/lajdv3n5-018}, DOI={10.46814/lajdv3n5-018}, number={5}, journal={Latin American Journal of Development}, publisher={South Florida Publishing LLC}, author={Martins, Dayse Marinho}, year={2021}, month=Sept, pages={2898–2907} }
"
enem_2017_1mil_mt,10.46814/lajdv3n5-018,"Martins, D. M. (2021). Estado da arte das pesquisas sobre ENEM no Brasil: State of the art of research on ENEM in Brazil. Latin American Journal of Development, 3(5), 2898-2907.",https://www.gov.br/inep/pt-br/acesso-a-informacao/dados-abertos/microdados/enem,CC BY 4.0,Nominal version of enem_2017_1mil_mt: text is the response option the examinee marked on the mathematics portion of the 2017 Brazilian ENEM. resp is retained as the scored 0/1.,"@article{Martins_2021, title={Estado da arte das pesquisas sobre ENEM no Brasil: State of the art of research on ENEM in Brazil}, volume={3}, ISSN={2674-9297}, url={http://dx.doi.org/10.46814/lajdv3n5-018}, DOI={10.46814/lajdv3n5-018}, number={5}, journal={Latin American Journal of Development}, publisher={South Florida Publishing LLC}, author={Martins, Dayse Marinho}, year={2021}, month=Sept, pages={2898–2907} }
"
enem_2024_1mil_ch,10.46814/lajdv3n5-018,"Martins, D. M. (2021). Estado da arte das pesquisas sobre ENEM no Brasil: State of the art of research on ENEM in Brazil. Latin American Journal of Development, 3(5), 2898-2907.",https://www.gov.br/inep/pt-br/acesso-a-informacao/dados-abertos/microdados/enem,CC BY 4.0,Nominal version of enem_2024_1mil_ch: text is the response option the examinee marked on the humanities portion of the 2024 Brazilian ENEM. resp is retained as the scored 0/1.,"@article{Martins_2021, title={Estado da arte das pesquisas sobre ENEM no Brasil: State of the art of research on ENEM in Brazil}, volume={3}, ISSN={2674-9297}, url={http://dx.doi.org/10.46814/lajdv3n5-018}, DOI={10.46814/lajdv3n5-018}, number={5}, journal={Latin American Journal of Development}, publisher={South Florida Publishing LLC}, author={Martins, Dayse Marinho}, year={2021}, month=Sept, pages={2898–2907} }
"
enem_2025_1mil_lc,10.46814/lajdv3n5-018,"Martins, D. M. (2021). Estado da arte das pesquisas sobre ENEM no Brasil: State of the art of research on ENEM in Brazil. Latin American Journal of Development, 3(5), 2898-2907.",https://www.gov.br/inep/pt-br/acesso-a-informacao/dados-abertos/microdados/enem,CC BY 4.0,Nominal version of enem_2025_1mil_lc: text is the response option the examinee marked on the language and codes portion of the 2025 Brazilian ENEM. resp is retained as the scored 0/1.,"@article{Martins_2021, title={Estado da arte das pesquisas sobre ENEM no Brasil: State of the art of research on ENEM in Brazil}, volume={3}, ISSN={2674-9297}, url={http://dx.doi.org/10.46814/lajdv3n5-018}, DOI={10.46814/lajdv3n5-018}, number={5}, journal={Latin American Journal of Development}, publisher={South Florida Publishing LLC}, author={Martins, Dayse Marinho}, year={2021}, month=Sept, pages={2898–2907} }
"
enem_2023_1mil_cn,10.46814/lajdv3n5-018,"Martins, D. M. (2021). Estado da arte das pesquisas sobre ENEM no Brasil: State of the art of research on ENEM in Brazil. Latin American Journal of Development, 3(5), 2898-2907.",https://www.gov.br/inep/pt-br/acesso-a-informacao/dados-abertos/microdados/enem,CC BY 4.0,Nominal version of enem_2023_1mil_cn: text is the response option the examinee marked on the natural sciences portion of the 2023 Brazilian ENEM. resp is retained as the scored 0/1.,"@article{Martins_2021, title={Estado da arte das pesquisas sobre ENEM no Brasil: State of the art of research on ENEM in Brazil}, volume={3}, ISSN={2674-9297}, url={http://dx.doi.org/10.46814/lajdv3n5-018}, DOI={10.46814/lajdv3n5-018}, number={5}, journal={Latin American Journal of Development}, publisher={South Florida Publishing LLC}, author={Martins, Dayse Marinho}, year={2021}, month=Sept, pages={2898–2907} }
"
enem_2025_1mil_mt,10.46814/lajdv3n5-018,"Martins, D. M. (2021). Estado da arte das pesquisas sobre ENEM no Brasil: State of the art of research on ENEM in Brazil. Latin American Journal of Development, 3(5), 2898-2907.",https://www.gov.br/inep/pt-br/acesso-a-informacao/dados-abertos/microdados/enem,CC BY 4.0,Nominal version of enem_2025_1mil_mt: text is the response option the examinee marked on the mathematics portion of the 2025 Brazilian ENEM. resp is retained as the scored 0/1.,"@article{Martins_2021, title={Estado da arte das pesquisas sobre ENEM no Brasil: State of the art of research on ENEM in Brazil}, volume={3}, ISSN={2674-9297}, url={http://dx.doi.org/10.46814/lajdv3n5-018}, DOI={10.46814/lajdv3n5-018}, number={5}, journal={Latin American Journal of Development}, publisher={South Florida Publishing LLC}, author={Martins, Dayse Marinho}, year={2021}, month=Sept, pages={2898–2907} }
"
enem_2016_1mil_mt,10.46814/lajdv3n5-018,"Martins, D. M. (2021). Estado da arte das pesquisas sobre ENEM no Brasil: State of the art of research on ENEM in Brazil. Latin American Journal of Development, 3(5), 2898-2907.",https://www.gov.br/inep/pt-br/acesso-a-informacao/dados-abertos/microdados/enem,CC BY 4.0,Nominal version of enem_2016_1mil_mt: text is the response option the examinee marked on the mathematics portion of the 2016 Brazilian ENEM. resp is retained as the scored 0/1.,"@article{Martins_2021, title={Estado da arte das pesquisas sobre ENEM no Brasil: State of the art of research on ENEM in Brazil}, volume={3}, ISSN={2674-9297}, url={http://dx.doi.org/10.46814/lajdv3n5-018}, DOI={10.46814/lajdv3n5-018}, number={5}, journal={Latin American Journal of Development}, publisher={South Florida Publishing LLC}, author={Martins, Dayse Marinho}, year={2021}, month=Sept, pages={2898–2907} }
"
enem_2015_1mil_lc,10.46814/lajdv3n5-018,"Martins, D. M. (2021). Estado da arte das pesquisas sobre ENEM no Brasil: State of the art of research on ENEM in Brazil. Latin American Journal of Development, 3(5), 2898-2907.",https://www.gov.br/inep/pt-br/acesso-a-informacao/dados-abertos/microdados/enem,CC BY 4.0,Nominal version of enem_2015_1mil_lc: text is the response option the examinee marked on the language and codes portion of the 2015 Brazilian ENEM. resp is retained as the scored 0/1.,"@article{Martins_2021, title={Estado da arte das pesquisas sobre ENEM no Brasil: State of the art of research on ENEM in Brazil}, volume={3}, ISSN={2674-9297}, url={http://dx.doi.org/10.46814/lajdv3n5-018}, DOI={10.46814/lajdv3n5-018}, number={5}, journal={Latin American Journal of Development}, publisher={South Florida Publishing LLC}, author={Martins, Dayse Marinho}, year={2021}, month=Sept, pages={2898–2907} }
"
enem_2022_1mil_ch,10.46814/lajdv3n5-018,"Martins, D. M. (2021). Estado da arte das pesquisas sobre ENEM no Brasil: State of the art of research on ENEM in Brazil. Latin American Journal of Development, 3(5), 2898-2907.",https://www.gov.br/inep/pt-br/acesso-a-informacao/dados-abertos/microdados/enem,CC BY 4.0,Nominal version of enem_2022_1mil_ch: text is the response option the examinee marked on the humanities portion of the 2022 Brazilian ENEM. resp is retained as the scored 0/1.,"@article{Martins_2021, title={Estado da arte das pesquisas sobre ENEM no Brasil: State of the art of research on ENEM in Brazil}, volume={3}, ISSN={2674-9297}, url={http://dx.doi.org/10.46814/lajdv3n5-018}, DOI={10.46814/lajdv3n5-018}, number={5}, journal={Latin American Journal of Development}, publisher={South Florida Publishing LLC}, author={Martins, Dayse Marinho}, year={2021}, month=Sept, pages={2898–2907} }
"
enem_2024_1mil_cn,10.46814/lajdv3n5-018,"Martins, D. M. (2021). Estado da arte das pesquisas sobre ENEM no Brasil: State of the art of research on ENEM in Brazil. Latin American Journal of Development, 3(5), 2898-2907.",https://www.gov.br/inep/pt-br/acesso-a-informacao/dados-abertos/microdados/enem,CC BY 4.0,Nominal version of enem_2024_1mil_cn: text is the response option the examinee marked on the natural sciences portion of the 2024 Brazilian ENEM. resp is retained as the scored 0/1.,"@article{Martins_2021, title={Estado da arte das pesquisas sobre ENEM no Brasil: State of the art of research on ENEM in Brazil}, volume={3}, ISSN={2674-9297}, url={http://dx.doi.org/10.46814/lajdv3n5-018}, DOI={10.46814/lajdv3n5-018}, number={5}, journal={Latin American Journal of Development}, publisher={South Florida Publishing LLC}, author={Martins, Dayse Marinho}, year={2021}, month=Sept, pages={2898–2907} }
"
enem_2016_1mil_lc,10.46814/lajdv3n5-018,"Martins, D. M. (2021). Estado da arte das pesquisas sobre ENEM no Brasil: State of the art of research on ENEM in Brazil. Latin American Journal of Development, 3(5), 2898-2907.",https://www.gov.br/inep/pt-br/acesso-a-informacao/dados-abertos/microdados/enem,CC BY 4.0,Nominal version of enem_2016_1mil_lc: text is the response option the examinee marked on the language and codes portion of the 2016 Brazilian ENEM. resp is retained as the scored 0/1.,"@article{Martins_2021, title={Estado da arte das pesquisas sobre ENEM no Brasil: State of the art of research on ENEM in Brazil}, volume={3}, ISSN={2674-9297}, url={http://dx.doi.org/10.46814/lajdv3n5-018}, DOI={10.46814/lajdv3n5-018}, number={5}, journal={Latin American Journal of Development}, publisher={South Florida Publishing LLC}, author={Martins, Dayse Marinho}, year={2021}, month=Sept, pages={2898–2907} }
"
enem_2022_1mil_lc,10.46814/lajdv3n5-018,"Martins, D. M. (2021). Estado da arte das pesquisas sobre ENEM no Brasil: State of the art of research on ENEM in Brazil. Latin American Journal of Development, 3(5), 2898-2907.",https://www.gov.br/inep/pt-br/acesso-a-informacao/dados-abertos/microdados/enem,CC BY 4.0,Nominal version of enem_2022_1mil_lc: text is the response option the examinee marked on the language and codes portion of the 2022 Brazilian ENEM. resp is retained as the scored 0/1.,"@article{Martins_2021, title={Estado da arte das pesquisas sobre ENEM no Brasil: State of the art of research on ENEM in Brazil}, volume={3}, ISSN={2674-9297}, url={http://dx.doi.org/10.46814/lajdv3n5-018}, DOI={10.46814/lajdv3n5-018}, number={5}, journal={Latin American Journal of Development}, publisher={South Florida Publishing LLC}, author={Martins, Dayse Marinho}, year={2021}, month=Sept, pages={2898–2907} }
"
enem_2018_1mil_lc,10.46814/lajdv3n5-018,"Martins, D. M. (2021). Estado da arte das pesquisas sobre ENEM no Brasil: State of the art of research on ENEM in Brazil. Latin American Journal of Development, 3(5), 2898-2907.",https://www.gov.br/inep/pt-br/acesso-a-informacao/dados-abertos/microdados/enem,CC BY 4.0,Nominal version of enem_2018_1mil_lc: text is the response option the examinee marked on the language and codes portion of the 2018 Brazilian ENEM. resp is retained as the scored 0/1.,"@article{Martins_2021, title={Estado da arte das pesquisas sobre ENEM no Brasil: State of the art of research on ENEM in Brazil}, volume={3}, ISSN={2674-9297}, url={http://dx.doi.org/10.46814/lajdv3n5-018}, DOI={10.46814/lajdv3n5-018}, number={5}, journal={Latin American Journal of Development}, publisher={South Florida Publishing LLC}, author={Martins, Dayse Marinho}, year={2021}, month=Sept, pages={2898–2907} }
"
enem_2015_1mil_ch,10.46814/lajdv3n5-018,"Martins, D. M. (2021). Estado da arte das pesquisas sobre ENEM no Brasil: State of the art of research on ENEM in Brazil. Latin American Journal of Development, 3(5), 2898-2907.",https://www.gov.br/inep/pt-br/acesso-a-informacao/dados-abertos/microdados/enem,CC BY 4.0,Nominal version of enem_2015_1mil_ch: text is the response option the examinee marked on the humanities portion of the 2015 Brazilian ENEM. resp is retained as the scored 0/1.,"@article{Martins_2021, title={Estado da arte das pesquisas sobre ENEM no Brasil: State of the art of research on ENEM in Brazil}, volume={3}, ISSN={2674-9297}, url={http://dx.doi.org/10.46814/lajdv3n5-018}, DOI={10.46814/lajdv3n5-018}, number={5}, journal={Latin American Journal of Development}, publisher={South Florida Publishing LLC}, author={Martins, Dayse Marinho}, year={2021}, month=Sept, pages={2898–2907} }
"
enem_2016_1mil_cn,10.46814/lajdv3n5-018,"Martins, D. M. (2021). Estado da arte das pesquisas sobre ENEM no Brasil: State of the art of research on ENEM in Brazil. Latin American Journal of Development, 3(5), 2898-2907.",https://www.gov.br/inep/pt-br/acesso-a-informacao/dados-abertos/microdados/enem,CC BY 4.0,Nominal version of enem_2016_1mil_cn: text is the response option the examinee marked on the natural sciences portion of the 2016 Brazilian ENEM. resp is retained as the scored 0/1.,"@article{Martins_2021, title={Estado da arte das pesquisas sobre ENEM no Brasil: State of the art of research on ENEM in Brazil}, volume={3}, ISSN={2674-9297}, url={http://dx.doi.org/10.46814/lajdv3n5-018}, DOI={10.46814/lajdv3n5-018}, number={5}, journal={Latin American Journal of Development}, publisher={South Florida Publishing LLC}, author={Martins, Dayse Marinho}, year={2021}, month=Sept, pages={2898–2907} }
"
enem_2019_1mil_mt,10.46814/lajdv3n5-018,"Martins, D. M. (2021). Estado da arte das pesquisas sobre ENEM no Brasil: State of the art of research on ENEM in Brazil. Latin American Journal of Development, 3(5), 2898-2907.",https://www.gov.br/inep/pt-br/acesso-a-informacao/dados-abertos/microdados/enem,CC BY 4.0,Nominal version of enem_2019_1mil_mt: text is the response option the examinee marked on the mathematics portion of the 2019 Brazilian ENEM. resp is retained as the scored 0/1.,"@article{Martins_2021, title={Estado da arte das pesquisas sobre ENEM no Brasil: State of the art of research on ENEM in Brazil}, volume={3}, ISSN={2674-9297}, url={http://dx.doi.org/10.46814/lajdv3n5-018}, DOI={10.46814/lajdv3n5-018}, number={5}, journal={Latin American Journal of Development}, publisher={South Florida Publishing LLC}, author={Martins, Dayse Marinho}, year={2021}, month=Sept, pages={2898–2907} }
"
enem_2022_1mil_mt,10.46814/lajdv3n5-018,"Martins, D. M. (2021). Estado da arte das pesquisas sobre ENEM no Brasil: State of the art of research on ENEM in Brazil. Latin American Journal of Development, 3(5), 2898-2907.",https://www.gov.br/inep/pt-br/acesso-a-informacao/dados-abertos/microdados/enem,CC BY 4.0,Nominal version of enem_2022_1mil_mt: text is the response option the examinee marked on the mathematics portion of the 2022 Brazilian ENEM. resp is retained as the scored 0/1.,"@article{Martins_2021, title={Estado da arte das pesquisas sobre ENEM no Brasil: State of the art of research on ENEM in Brazil}, volume={3}, ISSN={2674-9297}, url={http://dx.doi.org/10.46814/lajdv3n5-018}, DOI={10.46814/lajdv3n5-018}, number={5}, journal={Latin American Journal of Development}, publisher={South Florida Publishing LLC}, author={Martins, Dayse Marinho}, year={2021}, month=Sept, pages={2898–2907} }
"
mthimkhulu_2023_pirls_reading_mc,10.25403/UPresearchdata.24784086,"Mthimkhulu, S., Roux, K., & Mihai, M. (2023). Progress in International Reading Literacy (PIRLS) 2023 English and isiZulu achievement [Data set]. University of Pretoria. https://doi.org/10.25403/UPresearchdata.24784086",https://researchdata.up.ac.za/articles/dataset/_/24784086,CC BY 4.0,Which multiple-choice option (A-D) each South African grade-4 learner selected on the four MC items of the PIRLS 2023 'Octopuses' reading passage. 1680 respondents x 4 items = 5486 responses; categories A/B/C/D.,"@misc{https://doi.org/10.25403/upresearchdata.24784086,
  doi = {10.25403/UPRESEARCHDATA.24784086},
  url = {https://researchdata.up.ac.za/articles/dataset/Progress_in_International_Reading_Literacy_PIRLS_2023_English_and_isiZulu_achievement/24784086},
  author = {Mthimkhulu, Sinethemba and Roux, Karen and Mihai, Maryke},
  keywords = {Education assessment and evaluation, English and literacy curriculum and pedagogy (excl. LOTE, ESL and TESOL), Early childhood education, Primary education},
  title = {Progress in International Reading Literacy (PIRLS) 2023 English and isiZulu achievement},
  publisher = {University of Pretoria},
  year = {2023},
  copyright = {Creative Commons Attribution 4.0 International}
}
"
preference_inventory,NA,"Wagner, Rudolph F., and Kelly A. Wells. ""A refined neurobehavioral inventory of hemispheric preference."" Journal of clinical psychology 41.5 (1985): 671-676.///Wagner Preference Inventory [dataset and codebook]. http://openpsychometrics.org/_rawdata/Wagner.zip",http://openpsychometrics.org/_rawdata/,CC BY 4.0,"Data on peoples' activity preferences, which corresponds with different parts of the brain",NA
goldberg_2018_spa_computer_use,10.7910/DVN/IOA6EE,"Goldberg, L. R. (2018). Eugene-Springfield Community Sample, (27) Skills, Possessions, and Abilities [Data set]. Harvard Dataverse. https://doi.org/10.7910/DVN/IOA6EE",https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/IOA6EE,CC0 1.0,"Computer-use questions from the Eugene-Springfield Community Sample, answered as one of up to twelve unlabelled categories (A-L). 709 respondents x 2 items = 1388 responses; categories A/B/C/D/E/F/G/H/I/J/K/L.","@misc{https://doi.org/10.7910/dvn/ioa6ee,
  doi = {10.7910/DVN/IOA6EE},
  url = {https://dataverse.harvard.edu/citation?persistentId=doi:10.7910/DVN/IOA6EE},
  author = {Goldberg, Lewis R.},
  keywords = {Social Sciences},
  title = {(27) Skills, Possessions, and Abilities (SPA)},
  publisher = {Harvard Dataverse},
  year = {2018}
}
"
blum_2018_imak_nominal,10.3389/fpsyg.2018.01286,Blum D and Holling H (2018) Automatic Generation of Figural Analogies With the IMak Package. Front. Psychol. 9:1286. doi: 10.3389/fpsyg.2018.01286,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2018.01286/full,NA,Analogical Reasoning," @article{Blum_2018, title={Automatic Generation of Figural Analogies With the IMak Package}, volume={9}, ISSN={1664-1078}, url={http://dx.doi.org/10.3389/fpsyg.2018.01286}, DOI={10.3389/fpsyg.2018.01286}, journal={Frontiers in Psychology}, publisher={Frontiers Media SA}, author={Blum, Diego and Holling, Heinz}, year={2018}, month=Aug }
"
borges_brazil_residency_2024_cbt,10.3352/jeehp.2024.21.32,"Borges, M. C., Santos, L. L., Manso, P. H., Moisés, E. C. D., Coltro, P. S., Fonseca, P. C., ... & Ricz, H. M. A. (2024). Increased accessibility of computer-based testing for residency application to a hospital in Brazil with item characteristics comparable to paper-based testing: a psychometric study. Journal of Educational Evaluation for Health Professions, 21, 32.",https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJP1ZM,NA,Computer-based testing (CBT) for medical residency applications in Brazil," @article{Borges_2024, title={Increased accessibility of computer-based testing for residency application to a hospital in Brazil with item characteristics comparable to paper-based testing: a psychometric study}, volume={21}, ISSN={1975-5937}, url={http://dx.doi.org/10.3352/jeehp.2024.21.32}, DOI={10.3352/jeehp.2024.21.32}, journal={Journal of Educational Evaluation for Health Professions}, publisher={Korea Health Personnel Licensing Examination Institute}, author={Borges, Marcos Carvalho and Santos, Luciane Loures and Manso, Paulo Henrique and Moisés, Elaine Christine Dantas and Coltro, Pedro Soler and Fonseca, Priscilla Costa and Gentil, Paulo Roberto Alves and Santana, Rodrigo de Carvalho and Rodrigues, Lucas Faria and Maciel, Benedito Carlos and Ricz, Hilton Marcos Alves}, year={2024}, month=nov, pages={32} }
"
borges_brazil_residency_2024_pbt,10.3352/jeehp.2024.21.32,"Borges, M. C., Santos, L. L., Manso, P. H., Moisés, E. C. D., Coltro, P. S., Fonseca, P. C., ... & Ricz, H. M. A. (2024). Increased accessibility of computer-based testing for residency application to a hospital in Brazil with item characteristics comparable to paper-based testing: a psychometric study. Journal of Educational Evaluation for Health Professions, 21, 32.",https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJP1ZM,NA,Paper-based testing (PBT) for medical residency applications in Brazil," @article{Borges_2024, title={Increased accessibility of computer-based testing for residency application to a hospital in Brazil with item characteristics comparable to paper-based testing: a psychometric study}, volume={21}, ISSN={1975-5937}, url={http://dx.doi.org/10.3352/jeehp.2024.21.32}, DOI={10.3352/jeehp.2024.21.32}, journal={Journal of Educational Evaluation for Health Professions}, publisher={Korea Health Personnel Licensing Examination Institute}, author={Borges, Marcos Carvalho and Santos, Luciane Loures and Manso, Paulo Henrique and Moisés, Elaine Christine Dantas and Coltro, Pedro Soler and Fonseca, Priscilla Costa and Gentil, Paulo Roberto Alves and Santana, Rodrigo de Carvalho and Rodrigues, Lucas Faria and Maciel, Benedito Carlos and Ricz, Hilton Marcos Alves}, year={2024}, month=nov, pages={32} }
"
persuade_learningagency,10.1016/j.asw.2024.100865,"Crossley, S., Tian, Y., Baffour, P., Franklin, A., Benner, M., & Boser, U. (2024). A large-scale corpus for assessing written argumentation: PERSUADE 2.0. Assessing Writing, 61, 100865. https://doi.org/10.1016/j.asw.2024.100865",https://www.kaggle.com/datasets/julesking/tla-lab-persuade-dataset?select=persuade_train_srctexts.csv,NA,Student persuasive writing," @article{Crossley_2024, title={A large-scale corpus for assessing written argumentation: PERSUADE 2.0}, volume={61}, ISSN={1075-2935}, url={http://dx.doi.org/10.1016/j.asw.2024.100865}, DOI={10.1016/j.asw.2024.100865}, journal={Assessing Writing}, publisher={Elsevier BV}, author={Crossley, S.A. and Tian, Y. and Baffour, P. and Franklin, A. and Benner, M. and Boser, U.}, year={2024}, month=jul, pages={100865} }
"
himmelstein-berlin_numeracy-2025,10.31234/osf.io/a7kdx_v8,"Himmelstein, Mark, Sophie Ma Zhu, Nikolay Petrov, Ezra Karger, Jessica Helmer, Sivan Livnat, Amory Bennett, Page Hedley, and Phil Tetlock. “The Forecasting Proficiency Test: A General Use Assessment of Forecasting Ability”. PsyArXiv, November 23, 2025. doi:10.31234/osf.io/a7kdx_v8.",https://github.com/forecastingresearch/fpt/tree/main/data_cognitive_tasks,NA,This dataset measures numeracy with the Berlin Numeracy Test.," @article{Himmelstein_2025, title={The Forecasting Proficiency Test: A General Use Assessment of Forecasting Ability}, url={http://dx.doi.org/10.31234/osf.io/a7kdx_v8}, DOI={10.31234/osf.io/a7kdx_v8}, publisher={Center for Open Science}, author={Himmelstein, Mark and Zhu, Sophie Ma and Petrov, Nikolay and Karger, Ezra and Helmer, Jessica and Livnat, Sivan and Bennett, Amory and Hedley, Page and Tetlock, Phil}, year={2025}, month=nov }
"
wilmer-mrmet-normative-data-set-2022,10.3758/s13428-023-02323-x,"Kim, H.A., Kaduthodil, J., Strong, R.W. et al. Multiracial Reading the Mind in the Eyes Test (MRMET): An inclusive version of an influential measure. Behav Res 56, 5900–5917 (2024). https://doi.org/10.3758/s13428-023-02323-x",https://osf.io/ahq6n/,NA,"Unlike the RMET, our Multiracial Reading the Mind in the Eyes Test (MRMET) incorporates racially inclusive stimuli, nongendered answer choices, ground-truth referenced answers, and more accessible vocabulary."," @article{Kim_2024, title={Multiracial Reading the Mind in the Eyes Test (MRMET): An inclusive version of an influential measure}, volume={56}, ISSN={1554-3528}, url={http://dx.doi.org/10.3758/s13428-023-02323-x}, DOI={10.3758/s13428-023-02323-x}, number={6}, journal={Behavior Research Methods}, publisher={Springer Science and Business Media LLC}, author={Kim, Heesu Ally and Kaduthodil, Jasmine and Strong, Roger W and Germine, Laura T and Cohan, Sarah and Wilmer, Jeremy B}, year={2024}, month=apr, pages={5900–5917} }
"
wilmer-rmet-normative-data-set-2022,10.3758/s13428-023-02323-x,"Kim, H.A., Kaduthodil, J., Strong, R.W. et al. Multiracial Reading the Mind in the Eyes Test (MRMET): An inclusive version of an influential measure. Behav Res 56, 5900–5917 (2024). https://doi.org/10.3758/s13428-023-02323-x",https://osf.io/ahq6n/,NA,"Unlike the RMET, our Multiracial Reading the Mind in the Eyes Test (MRMET) incorporates racially inclusive stimuli, nongendered answer choices, ground-truth referenced answers, and more accessible vocabulary."," @article{Kim_2024, title={Multiracial Reading the Mind in the Eyes Test (MRMET): An inclusive version of an influential measure}, volume={56}, ISSN={1554-3528}, url={http://dx.doi.org/10.3758/s13428-023-02323-x}, DOI={10.3758/s13428-023-02323-x}, number={6}, journal={Behavior Research Methods}, publisher={Springer Science and Business Media LLC}, author={Kim, Heesu Ally and Kaduthodil, Jasmine and Strong, Roger W and Germine, Laura T and Cohan, Sarah and Wilmer, Jeremy B}, year={2024}, month=apr, pages={5900–5917} }
"
