"table","section_id","item","instrument","instructions","section_prompt","item_text","resp"
"gilbert_meta_78","main","ppvt_170","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","pentagon",1
"gilbert_meta_78","main","ppvt_178","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","perpendicular",1
"gilbert_meta_78","main","ppvt_178","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","perpendicular",0
"gilbert_meta_78","main","ppvt_061","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","picking",0
"gilbert_meta_78","main","ppvt_061","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","picking",1
"gilbert_meta_78","main","ppvt_097","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","pigeon",0
"gilbert_meta_78","main","ppvt_097","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","pigeon",1
"gilbert_meta_78","main","ppvt_166","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","pillar",1
"gilbert_meta_78","main","ppvt_166","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","pillar",0
"gilbert_meta_78","main","ppvt_086","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","plumber",1
"gilbert_meta_78","main","ppvt_086","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","plumber",0
"gilbert_meta_78","main","ppvt_135","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","polluting",1
"gilbert_meta_78","main","ppvt_135","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","polluting",0
"gilbert_meta_78","main","ppvt_175","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","porcelain",1
"gilbert_meta_78","main","ppvt_175","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","porcelain",0
"gilbert_meta_78","main","ppvt_172","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","poultry",1
"gilbert_meta_78","main","ppvt_172","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","poultry",0
"gilbert_meta_78","main","ppvt_114","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","predatory",0
"gilbert_meta_78","main","ppvt_114","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","predatory",1
"gilbert_meta_78","main","ppvt_157","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","primate",0
"gilbert_meta_78","main","ppvt_157","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","primate",1
"gilbert_meta_78","main","ppvt_127","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","puzzled",1
"gilbert_meta_78","main","ppvt_127","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","puzzled",0
"gilbert_meta_78","main","ppvt_192","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","quintet",0
"gilbert_meta_78","main","ppvt_192","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","quintet",1
"gilbert_meta_78","main","ppvt_020","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","reading",1
"gilbert_meta_78","main","ppvt_020","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","reading",0
"gilbert_meta_78","main","ppvt_017","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","red",0
"gilbert_meta_78","main","ppvt_017","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","red",1
"gilbert_meta_78","main","ppvt_102","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","refueling",0
"gilbert_meta_78","main","ppvt_102","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","refueling",1
"gilbert_meta_78","main","ppvt_155","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","reprimanding",1
"gilbert_meta_78","main","ppvt_155","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","reprimanding",0
"gilbert_meta_78","main","ppvt_105","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","reptile",0
"gilbert_meta_78","main","ppvt_105","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","reptile",1
"gilbert_meta_78","main","ppvt_087","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","river",1
"gilbert_meta_78","main","ppvt_087","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","river",0
"gilbert_meta_78","main","ppvt_132","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","rodent",1
"gilbert_meta_78","main","ppvt_132","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","rodent",0
"gilbert_meta_78","main","ppvt_048","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","roof",1
"gilbert_meta_78","main","ppvt_048","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","roof",0
"gilbert_meta_78","main","ppvt_050","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","ruler",0
"gilbert_meta_78","main","ppvt_050","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","ruler",1
"gilbert_meta_78","main","ppvt_103","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","safe",0
"gilbert_meta_78","main","ppvt_103","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","safe",1
"gilbert_meta_78","main","ppvt_057","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","sawing",0
"gilbert_meta_78","main","ppvt_057","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","sawing",1
"gilbert_meta_78","main","ppvt_162","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","sedan",1
"gilbert_meta_78","main","ppvt_162","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","sedan",0
"gilbert_meta_78","main","ppvt_007","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","shoe",0
"gilbert_meta_78","main","ppvt_007","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","shoe",1
"gilbert_meta_78","main","ppvt_046","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","shoulder",1
"gilbert_meta_78","main","ppvt_046","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","shoulder",0
"gilbert_meta_78","main","ppvt_126","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","snarling",1
"gilbert_meta_78","main","ppvt_126","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","snarling",0
"gilbert_meta_78","main","ppvt_125","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","solo",0
"gilbert_meta_78","main","ppvt_125","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","solo",1
"gilbert_meta_78","main","ppvt_082","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","sorting",1
"gilbert_meta_78","main","ppvt_082","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","sorting",0
"gilbert_meta_78","main","ppvt_003","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","spoon",0
"gilbert_meta_78","main","ppvt_003","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","spoon",1
"gilbert_meta_78","main","ppvt_029","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","square",0
"gilbert_meta_78","main","ppvt_029","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","square",1
"gilbert_meta_78","main","ppvt_078","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","squash",0
"gilbert_meta_78","main","ppvt_078","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","squash",1
"gilbert_meta_78","main","ppvt_035","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","squirrel",1
"gilbert_meta_78","main","ppvt_035","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","squirrel",0
"gilbert_meta_78","main","ppvt_188","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","sternum",1
"gilbert_meta_78","main","ppvt_188","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","sternum",0
"gilbert_meta_78","main","ppvt_179","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","submerging",1
"gilbert_meta_78","main","ppvt_179","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","submerging",0
"gilbert_meta_78","main","ppvt_116","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","surprised",0
"gilbert_meta_78","main","ppvt_116","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","surprised",1
"gilbert_meta_78","main","ppvt_095","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","swamp",0
"gilbert_meta_78","main","ppvt_095","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","swamp",1
"gilbert_meta_78","main","ppvt_180","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","syringe",1
"gilbert_meta_78","main","ppvt_180","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","syringe",0
"gilbert_meta_78","main","ppvt_183","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","talon",0
"gilbert_meta_78","main","ppvt_183","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","talon",1
"gilbert_meta_78","main","ppvt_062","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","target",1
"gilbert_meta_78","main","ppvt_062","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","target",0
"gilbert_meta_78","main","ppvt_036","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","throwing",0
"gilbert_meta_78","main","ppvt_036","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","throwing",1
"gilbert_meta_78","main","ppvt_088","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","timer",0
"gilbert_meta_78","main","ppvt_088","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","timer",1
"gilbert_meta_78","main","ppvt_021","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","toe",1
"gilbert_meta_78","main","ppvt_021","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","toe",0
"gilbert_meta_78","main","ppvt_108","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","towing",1
"gilbert_meta_78","main","ppvt_108","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","towing",0
"gilbert_meta_78","main","ppvt_161","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","transparent",0
"gilbert_meta_78","main","ppvt_161","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","transparent",1
"gilbert_meta_78","main","ppvt_131","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","trumpet",1
"gilbert_meta_78","main","ppvt_131","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","trumpet",0
"gilbert_meta_78","main","ppvt_090","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","trunk",0
"gilbert_meta_78","main","ppvt_090","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","trunk",1
"gilbert_meta_78","main","ppvt_051","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","tunnel",1
"gilbert_meta_78","main","ppvt_051","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","tunnel",0
"gilbert_meta_78","main","ppvt_016","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","turtle",1
"gilbert_meta_78","main","ppvt_016","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","turtle",0
"gilbert_meta_78","main","ppvt_130","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","tusk",1
"gilbert_meta_78","main","ppvt_130","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","tusk",0
"gilbert_meta_78","main","ppvt_070","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","uniform",0
"gilbert_meta_78","main","ppvt_070","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","uniform",1
"gilbert_meta_78","main","ppvt_119","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","valley",1
"gilbert_meta_78","main","ppvt_119","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","valley",0
"gilbert_meta_78","main","ppvt_164","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","valve",1
"gilbert_meta_78","main","ppvt_164","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","valve",0
"gilbert_meta_78","main","ppvt_091","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","vase",1
"gilbert_meta_78","main","ppvt_091","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","vase",0
"gilbert_meta_78","main","ppvt_084","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","vegetable",1
"gilbert_meta_78","main","ppvt_084","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","vegetable",0
"gilbert_meta_78","main","ppvt_076","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","vehicle",1
"gilbert_meta_78","main","ppvt_076","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","vehicle",0
"gilbert_meta_78","main","ppvt_059","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","vest",0
"gilbert_meta_78","main","ppvt_059","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","vest",1
"gilbert_meta_78","main","ppvt_111","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","vine",1
"gilbert_meta_78","main","ppvt_111","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","vine",0
"gilbert_meta_78","main","ppvt_073","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","violin",1
"gilbert_meta_78","main","ppvt_073","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","violin",0
"gilbert_meta_78","main","ppvt_083","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","waist",1
"gilbert_meta_78","main","ppvt_083","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","waist",0
"gilbert_meta_78","main","ppvt_159","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","weary",1
"gilbert_meta_78","main","ppvt_159","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","weary",0
"gilbert_meta_78","main","ppvt_185","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","wedge",0
"gilbert_meta_78","main","ppvt_185","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","wedge",1
"gilbert_meta_78","main","ppvt_026","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","whistle",1
"gilbert_meta_78","main","ppvt_026","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","whistle",0
"gilbert_meta_78","main","ppvt_100","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","wrench",1
"gilbert_meta_78","main","ppvt_100","Peabody Picture Vocabulary Test—Fourth Edition","NA","NA","wrench",0
